château	σατό	châti	σατός	V;IND;PL;3;IPFV;FIN	N
impactul	πρόσκρουση	impact	πρόσκρουση	N;DEF;MASC;SG	N;NOM;FEM;SG
impactul	επιπτώσεις	impact	επίπτωση	N;DEF;MASC;SG	N;NOM;FEM;PL
impactul	απήχηση	impact	απήχηση	N;DEF;MASC;SG	N;ACC;FEM;SG
impactul	reach	impact	reach	N;DEF;MASC;SG	
impactul	φτάσει	impact	φτάνω	N;DEF;MASC;SG	V;PFV;NFIN;ACT
trentino	trentino	trentino	trentino	N;INDF;MASC;SG	
ouest	ouest	ouest	ouest	N;INDF;MASC;SG	
abilitatea	ικανότητα	abilitate	ικανότητα	N;DEF;FEM;SG	N;ACC;FEM;SG
tango	τάνγκο	tango	τάνγκο	N;INDF;MASC;SG	
designer	σχεδιάστρια	designer	σχεδιάζτρια	N;INDF;MASC;SG	N;NOM;FEM;PL
southern	νότιο	southern	νότιος	PROPN	ADJ;NOM;NEUT;SG
southern	νότιος	southern	νότιος	PROPN	ADJ;NOM;MASC;SG
southern	νότια	southern	νότιος	PROPN	ADV
cultivarea	καλλιέργεια	cultivare	καλλιέργεια	N;DEF;FEM;SG	N;NOM;FEM;SG
politicieni	πολιτικούς	politician	πολιτικός	N;INDF;MASC;PL	ADJ;NOM;MASC;PL
politicieni	πολιτικοί	politician	πολιτικός	N;INDF;MASC;PL	ADJ;NOM;MASC;PL
demografice	δημογραφικά	demografic	δημογραφικά	ADJ;INDF;FEM;PL	ADV
demografice	δημογραφική	demografic	δημογραφικός	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
demografice	δημογραφικά	demografic	δημογραφικά	ADJ;INDF;FEM;PL	ADV
înlocui	αντικατάσταση	înlocui	αντικατάσταση	V;IND;SG;3;PST;FIN	N;ACC;FEM;SG
botezat	βαφτιστεί	boteza	βαφτίζω	ADJ;INDF;MASC;SG	V;PFV;NFIN;PASS
botezat	βαπτίσθηκε	boteza	βαπτίζω	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
teoriile	θεωρίες	teorie	θεωρία	N;DEF;FEM;PL	N;NOM;FEM;PL
living	ζώντας	living	ζών	N;INDF;MASC;SG	V;IPFV;V.CVB;ACT
orientarea	προσανατολισμός	orientare	προσανατολισμός	N;DEF;FEM;SG	N;NOM;MASC;SG
orientarea	προσανατολισμό	orientare	προσανατολισμός	N;DEF;FEM;SG	N;ACC;MASC;SG
metz	μετς	metz	μετς	PROPN	PROPN;NOM;FEM;SG
stefano	στέφανο	stefano	στέφανο	PROPN	N;ACC;MASC;SG
modificate	τροποποιημένο	modificat	τροποποιώ	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
modificate	τροποποιημένα	modificat	τροποποιώ	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
modificate	τροποποιήθηκε	modificat	τροποποιώ	ADJ;INDF;FEM;PL	V;PFV;IND;SG;3;PST;FIN;PASS
modificate	τροποποιημένη	modificat	τροποποιώ	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
modificate	τροποποιημένος	modificat	τροποποιημένος	ADJ;INDF;FEM;PL	V;PFV;NOM;MASC;SG;V.PTCP;PASS
difuzate	διάχυτη	difuzat	διάχυτος	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
difuzate	διαδίδονται	difuzat	διαδίδω	ADJ;INDF;FEM;PL	V;IPFV;IND;PL;3;PRS;FIN;PASS
candidați	υποψήφιες	candidat	υποψήφιος	N;INDF;MASC;PL	ADJ;NOM;FEM;PL
candidați	υποψηφίων	candidat	υποψήφιος	N;INDF;MASC;PL	ADJ;GEN;FEM;PL
candidați	υποψήφιοι	candidat	υποψήφιος	N;INDF;MASC;PL	ADJ;NOM;MASC;PL
candidați	υποψήφιους	candidat	υποψήφιος	N;INDF;MASC;PL	ADJ;NOM;MASC;PL
remarcabilă	αξιοσημείωτα	remarcabil	αξιοσημείωτος	ADJ;INDF;FEM;SG	ADV
remarcabilă	αξιοσημείωτο	remarcabil	αξιοσημείωτος	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
remarcabilă	αξιοσημείωτη	remarcabil	αξιοσημείωτος	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
încetarea	περάτωση	încetare	περάτωση	N;DEF;FEM;SG	N;ACC;FEM;SG
încetarea	λήξη	încetare	λήξη	N;DEF;FEM;SG	N;ACC;FEM;SG
încetarea	τερματισμός	încetare	τερματισμός	N;DEF;FEM;SG	N;NOM;MASC;SG
variantele	παραλλαγές	variantă	παραλλαγή	N;DEF;FEM;PL	N;NOM;FEM;PL
vorbim	μιλήσω	vorbi	μιλώ	V;IND;PL;1;PRS;FIN	V;PFV;IND;SG;1;FIN;ACT
vorbim	μιλήστε	vorbi	μιλώ	V;IND;PL;1;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
vorbim	μίλα	vorbi	μίλος	V;IND;PL;1;PRS;FIN	
întărit	ενισχυθεί	întări	ενισχύω	ADJ;INDF;MASC;SG	V;PFV;NFIN;PASS
întărit	ενισχυμένες	întări	ενισχύω	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;PL;V.PTCP;PASS
întărit	ενισχυμένη	întări	ενισχύω	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
întărit	ενισχυμένα	întări	ενισχυμένα	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
întărit	ενισχυμένο	întări	ενισχύω	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
întărit	ενισχυθεί	întări	ενισχύω	ADJ;INDF;MASC;SG	V;PFV;NFIN;PASS
divizată	διαιρεμένη	diviza	διαιρέμω	ADJ;INDF;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
divizată	διχασμένη	diviza	διχάζω	ADJ;INDF;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
divizată	διαιρείται	diviza	διαιρώ	ADJ;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
princeton	πρίνστον	princeton	πρίνστον	PROPN	PROPN;NOM;NEUT;SG
președinția	προεδρία	președinție	προεδρία	N;DEF;FEM;SG	N;NOM;FEM;SG
navigație	πλοήγηση	navigație	πλοήγηση	N;INDF;FEM;SG	N;ACC;FEM;SG
navigație	πλοήγησης	navigație	πλοήγηση	N;INDF;FEM;SG	N;GEN;FEM;SG
navigație	ναυσιπλοΐα	navigație	ναυσιπλοΐος	N;INDF;FEM;SG	N;NOM;FEM;SG
brațul	μπράτσο	braț	μπράτσο	N;DEF;MASC;SG	N;NOM;NEUT;SG
brațul	χέρι	braț	χέρι	N;DEF;MASC;SG	N;NOM;NEUT;SG
brațul	βραχίονα	braț	βραχίονα	N;DEF;MASC;SG	N;ACC;NEUT;SG
aurul	χρυσός	aur	χρυσός	N;DEF;MASC;SG	N;NOM;MASC;SG
aurul	χρυσό	aur	χρυσός	N;DEF;MASC;SG	
aurul	χρυσο	aur	χρύσος	N;DEF;MASC;SG	N;NOM;NEUT;SG
aurul	χρυσάφι	aur	χρυσάφι	N;DEF;MASC;SG	N;NOM;NEUT;SG
aurul	χρυσά	aur	χρυσάς	N;DEF;MASC;SG	N;NOM;NEUT;PL
literă	επιστολή	literă	επιστολή	N;INDF;FEM;SG	N;ACC;FEM;SG
literă	γράμμα	literă	γράμμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
literă	γραμμα	literă	γραμμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
participant	συμμετέχοντα	participant	συμμετέχων	N;INDF;MASC;SG	ADV
participant	συμμετέχων	participant	συμμετέχω	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
australiei	αυστραλία	australie	αυστραλία	PROPN;DEF;FEM;SG	PROPN;ACC;FEM;SG
violent	βίαιοι	violent	βίαιος	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
violent	βίαιη	violent	βίαιη	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
violent	βίαια	violent	βίαιο	ADJ;INDF;MASC;SG	ADV
violent	βίαιο	violent	βίαιο	ADJ;INDF;MASC;SG	N;ACC;NEUT;SG
joyce	τζόις	joycă	τζόις	PROPN	
delle	delle	delle	delle	N;INDF;MASC;SG	
regiunilor	περιφερειών	regiune	περιφέρεια	N;DEF;FEM;PL	N;GEN;FEM;PL
regiunilor	περιοχές	regiune	περιοχή	N;DEF;FEM;PL	N;NOM;FEM;PL
regiunilor	περιφέρειες	regiune	περιφέρεια	N;DEF;FEM;PL	N;NOM;FEM;PL
acceptate	αποδοχή	accepta	αποδοχή	ADJ;INDF;FEM;PL	N;ACC;FEM;SG
acceptate	δεκτό	accepta	δεκτός	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
acceptate	αποδεκτή	accepta	αποδεκτός	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
acceptate	δεκτή	accepta	δεκτός	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
acceptate	δεκτός	accepta	δεκτός	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
genetică	γενετικό	genetic	γενετικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
genetică	γενετική	genetic	γενετικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
genetică	γενετική	genetic	γενετικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
brunswick	bruns	brunswick	bruns	N;INDF;MASC;SG	
colegiu	college	colegiu	college	N;INDF;MASC;SG	
amiralul	ναύαρχος	amiral	ναύαρχος	N;DEF;MASC;SG	N;NOM;MASC;SG
konrad	konrad	konrad	konrad	PROPN	
rezerve	αποθεματικό	rezervă	αποθεματικός	N;INDF;FEM;PL	N;NOM;NEUT;SG
rezerve	αποθεματικά	rezervă	αποθεματικά	N;INDF;FEM;PL	ADV
încrederea	εμπιστοσύνη	încredere	εμπιστοσύνη	N;DEF;FEM;SG	N;ACC;FEM;SG
încrederea	αυτοπεποίθηση	încredere	αυτοπεποίθηση	N;DEF;FEM;SG	N;ACC;FEM;SG
niger	νίγηρα	niger	νίγηρα	N;INDF;MASC;SG	
redactat	αναθεωρημένο	redacta	αναθεωρώ	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
simt	νιώθω	simți	νιώθω	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
simt	νιώσε	simți	νιώνω	V;IND;PL;3;PRS;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
simt	συναίσθημα	simți	συναίσθημα	V;IND;PL;3;PRS;FIN	N;NOM;NEUT;SG
simt	αίσθηση	simți	αίσθηση	V;IND;PL;3;PRS;FIN	N;ACC;FEM;SG
simt	αίσθημα	simți	αίσθημα	V;IND;PL;3;PRS;FIN	N;NOM;NEUT;SG
tipărite	τυπωμένο	tipări	τυπωμένος	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
tipărite	τυπωμένα	tipări	τυπωμένος	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
villeneuve	villeneuve	villeneuv	villeneuve	PROPN	
tommy	τόμμυ	tommy	τόμμυ	PROPN	N;SG
tommy	τόμι	tommy	τόμι	PROPN	
tommy	τόμυ	tommy	τόμυ	PROPN	N
tommy	tommy	tommy	tommy	PROPN	
proiectată	σχεδιασμένη	proiecta	σχεδιάζω	ADJ;INDF;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
proiectată	σχεδιασμένα	proiecta	σχεδιασμένα	ADJ;INDF;FEM;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
proiectată	σχεδιασμένος	proiecta	σχεδιασμένος	ADJ;INDF;FEM;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
proiectată	σχεδιασμένο	proiecta	σχεδιάζω	ADJ;INDF;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
proiectată	σχεδιάστηκε	proiecta	σχεδιάζω	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
proiectată	προβλεπόμενος	proiecta	προβλεπόμενος	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
supraveghere	επίβλεψη	supraveghere	επίβλεψη	N;INDF;FEM;SG	N;ACC;FEM;SG
supraveghere	επιτήρηση	supraveghere	επιτήρηση	N;INDF;FEM;SG	N;NOM;FEM;SG
supraveghere	εποπτεία	supraveghere	εποπτεία	N;INDF;FEM;SG	N;NOM;FEM;SG
supraveghere	παρακολούθηση	supraveghere	παρακολούθηση	N;INDF;FEM;SG	N;ACC;FEM;SG
supraveghere	επιτήρηση	supraveghere	επιτήρηση	N;INDF;FEM;SG	N;NOM;FEM;SG
rap	ραπ	rap	ραπ	N;INDF;MASC;SG	
omonimă	ομώνυμη	omonim	ομώνυμη	ADJ;INDF;FEM;SG	N;NOM;FEM;SG
popularitatea	δημοτικότητα	popularitate	δημοτικότητα	N;DEF;FEM;SG	N;ACC;FEM;SG
decan	ντιν	decan	ντιν	N;INDF;MASC;SG	
decan	ντην	decan	ντην	N;INDF;MASC;SG	
brest	brest	brest	brest	PROPN	
française	française	franpai	française	N;INDF;MASC;SG	
surorile	αδερφές	soră	αδερφή	N;DEF;FEM;PL	N;NOM;FEM;PL
surorile	αδελφές	soră	αδελφή	N;DEF;FEM;PL	N;NOM;FEM;PL
extindere	διεύρυνσης	extindere	διεύρυνση	N;INDF;FEM;SG	N;GEN;FEM;SG
extindere	διεύρυνση	extindere	διεύρυνση	N;INDF;FEM;SG	N;ACC;FEM;SG
extindere	επέκταση	extindere	επέκταση	N;INDF;FEM;SG	N;ACC;FEM;SG
extindere	επέκταση	extindere	επέκταση	N;INDF;FEM;SG	N;ACC;FEM;SG
extindere	παράταση	extindere	παράταση	N;INDF;FEM;SG	N;ACC;FEM;SG
dune	αμμόλοφους	dune	αμμόλοφος		N;NOM;MASC;PL
dune	ντουν	dune	ντουν		N
fundamental	θεμελιώδη	fundamental	θεμελιώδη	ADJ;INDF;MASC;SG	ADV
fundamental	θεμελιώδεις	fundamental	θεμελίωδη	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
fundamental	θεμελιωδών	fundamental	θεμελιώδης	ADJ;INDF;MASC;SG	ADJ;GEN;FEM;PL
doamne	θεός	domn	θεός		N;NOM;MASC;SG
indirect	έμμεσες	indirect	έμμεσος	ADV	N;NOM;FEM;PL
indirect	έμμεσο	indirect	έμμεσος	ADV	ADJ;NOM;NEUT;SG
indirect	έμμεση	indirect	έμμεσος	ADV	N;NOM;FEM;SG
pure	καθαρή	pur	καθερός		ADJ;NOM;FEM;SG
pure	αγνή	pur	αγνή		N;NOM;FEM;SG
pure	αγνό	pur	αγνό		N;NOM;NEUT;SG
episoadele	επεισόδια	episod	επεισόδιο	N;DEF;FEM;PL	N;NOM;NEUT;PL
ellen	έλεν	ellen	έλεν	PROPN	
ellen	ellen	ellen	ellen	PROPN	
floare	άνθος	floare	άνθος	N;INDF;FEM;SG	N;NOM;NEUT;SG
floare	λουλούδι	floare	λουλούδι	N;INDF;FEM;SG	N;NOM;NEUT;SG
murală	τοιχογραφία	murală	τοιχογραφία	N;INDF;FEM;SG	N;NOM;FEM;SG
miezul	πυρήνας	miez	πυρήνας	N;DEF;MASC;SG	N;NOM;MASC;SG
miezul	πυρήνα	miez	πυρήνας	N;DEF;MASC;SG	N;ACC;MASC;SG
concrete	τσιμέντο	concret	τσίμει	ADJ;INDF;FEM;PL	N;NOM;NEUT;SG
concrete	σκυροδέματος	concret	σκύροδεμα	ADJ;INDF;FEM;PL	N;GEN;NEUT;SG
concrete	σκυρόδεμα	concret	σκυρόδεμα	ADJ;INDF;FEM;PL	N;NOM;NEUT;SG
mortal	θανατηφόρα	mortal	θανατηφόρο	N;INDF;MASC;SG	ADV
mortal	θανατηφόρος	mortal	θανατηφόρος	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
mortal	θανατηφόρο	mortal	θανατηφόρο	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
mortal	θανάσιμα	mortal	θανάσιμος	N;INDF;MASC;SG	ADV
manuscrisul	χειρόγραφο	manuscris	χειρόγραφο	N;DEF;MASC;SG	N;NOM;NEUT;SG
manuscrisul	χειρόγραφα	manuscris	χειρόγραφο	N;DEF;MASC;SG	N;NOM;NEUT;PL
movilă	ανάχωμα	movilă	ανάχωμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
verificare	εξακρίβωση	verificare	εξακρίβωση	N;INDF;FEM;SG	N;ACC;FEM;SG
verificare	επαλήθευση	verificare	επαλήθευση	N;INDF;FEM;SG	N;NOM;FEM;SG
verificare	ελέγξτε	verificare	ελέγω	N;INDF;FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
verificare	επιταγή	verificare	επιταγή	N;INDF;FEM;SG	N;ACC;FEM;SG
verificare	έλεγχος	verificare	έλεγχος	N;INDF;FEM;SG	N;NOM;MASC;SG
verificare	check	verificare	check	N;INDF;FEM;SG	NUM
dresda	δρέσδη	dresda	δρέσδη	PROPN	PROPN;ACC;FEM;SG
confruntat	αντιμέτωποι	confrunta	αντιμέτωπος	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
car	άρμα	car	άρμα		N;NOM;NEUT;SG
mobilier	έπιπλα	mobilier	μπιπλα	N;INDF;MASC;SG	N;NOM;NEUT;PL
fund	ass	fund	ass	N;INDF;MASC;SG	
emisfera	ημισφαίριο	emisfera	ημισφαίριο	N;DEF;FEM;SG	N;NOM;NEUT;SG
rai	παράδεισος	rai	παράδεισος		N;NOM;MASC;SG
rai	παράδεισο	rai	παράδεισος		N;ACC;MASC;SG
rai	ράι	rai	ραι		
rai	rai	rai	rai		
teritorial	εδαφική	teritorial	εδαφικός	ADV	ADJ;NOM;FEM;SG
factorii	συντελεστές	factor	συντελεστής	N;DEF;MASC;PL	N;NOM;MASC;PL
factorii	παράγοντες	factor	παράγοντας	N;DEF;MASC;PL	N;NOM;MASC;PL
bucată	κομμάτι	bucată	κομμάτι	N;INDF;FEM;SG	N;NOM;NEUT;SG
bucată	τεμάχιο	bucată	τεμάχιο	N;INDF;FEM;SG	N;NOM;NEUT;SG
ferrari	φεράρι	ferrare	φεράρι	N;INDF;MASC;PL	
ferrari	ferrari	ferrare	ferrari	N;INDF;MASC;PL	
suplimentar	επιπλέον	suplimentar	επιπλέον	ADJ;INDF;MASC;SG	ADV
suplimentar	πρόσθετες	suplimentar	πρόσθετος	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
suplimentar	έξτρα	suplimentar	έξτρο	ADJ;INDF;MASC;SG	N
suplimentar	extra	suplimentar	extra	ADJ;INDF;MASC;SG	
brooklyn	μπρούκλιν	brooklyn	μπρούκλιν	PROPN	
brooklyn	μπρούκλυν	brooklyn	μπρώ	PROPN	
oase	μπόουνς	os	μπόουνς	N;INDF;FEM;PL	ADV
oase	οστό	os	οστός	N;INDF;FEM;PL	N;NOM;NEUT;SG
oase	κόκαλο	os	κόκαλος	N;INDF;FEM;PL	N;NOM;NEUT;SG
oase	κόκκαλο	os	κόκκαλος	N;INDF;FEM;PL	N;NOM;NEUT;SG
textile	υφαντικές	textile	υφαντικός	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
textile	κλωστοϋφαντουργικά	textile	κλωστοϋφτουρουργικός	N;INDF;FEM;PL	ADV
textile	κλωστοϋφαντουργία	textile	κλωστοϋφαντουργία	N;INDF;FEM;PL	N;NOM;FEM;SG
profesorii	διδάσκοντες	profesor	διδάσκων	N;DEF;MASC;PL	N;NOM;MASC;PL
profesorii	δασκάλους	profesor	δάσκαλος	N;DEF;MASC;PL	N;ACC;MASC;PL
profesorii	δάσκαλοι	profesor	δάσκαλος	N;DEF;MASC;PL	N;NOM;MASC;PL
profesorii	εκπαιδευτικοί	profesor	εκπαιδευτικός	N;DEF;MASC;PL	ADJ;NOM;MASC;PL
profesorii	καθηγητές	profesor	καθηγητής	N;DEF;MASC;PL	N;NOM;MASC;PL
coordonarea	συντονισμός	coordonare	συντονισμός	N;DEF;FEM;SG	N;NOM;MASC;SG
coordonarea	συντονισμού	coordonare	συντονισμός	N;DEF;FEM;SG	N;GEN;MASC;SG
craig	craig	craig	craig	PROPN	
craig	κρεγκ	craig	κρεγκ	PROPN	
obiceiul	συνήθεια	obicei	συνήθεια	N;DEF;MASC;SG	N;NOM;FEM;SG
obiceiul	συνήθειο	obicei	συνήθειο	N;DEF;MASC;SG	N;NOM;NEUT;SG
ilustrată	εικονογραφημένα	ilustrat	εικονονραφημένα	ADJ;INDF;FEM;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
palace	ανάκτορα	palac	ανάκτορα	N;INDF;MASC;SG	N;NOM;NEUT;PL
palace	palace	palac	palace	N;INDF;MASC;SG	
christine	χριστίνα	christine	χριστίνα	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
christine	christine	christine	christine	N;INDF;FEM;SG	
christine	κριστίν	christine	κριστίν	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
plasă	καθαρή	plasă	καθερός	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
plasă	δίχτυ	plasă	δίχτυ	N;INDF;FEM;SG	N;NOM;NEUT;SG
plasă	καθαρά	plasă	καθερά	N;INDF;FEM;SG	ADV
plasă	net	plasă	net	N;INDF;FEM;SG	
plasă	καθαρό	plasă	καθερός	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
plasă	ματιών	plasă	ματιών	N;INDF;FEM;SG	N;GEN;NEUT;PL
plasă	πλέγμα	plasă	πλέγμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
rain	βροχή	rain	βροχή		N;ACC;FEM;SG
rain	ρέιν	rain	ρέιν		
rain	βροχές	rain	βροχή		N;NOM;FEM;PL
vegas	vegas	vegas	vegas	N;INDF;MASC;SG	
semnificație	έννοια	semnificație	έννοια	N;INDF;FEM;SG	N;NOM;FEM;SG
semnificație	νόημα	semnificație	νόημα	N;INDF;FEM;SG	N;NOM;NEUT;SG
semnificație	εννοώντας	semnificație	εννοώ	N;INDF;FEM;SG	V;IPFV;V.CVB;ACT
semnificație	σημασία	semnificație	σημασία	N;INDF;FEM;SG	N;NOM;FEM;SG
oficiul	γραφείο	oficiu	γραφείο	N;DEF;MASC;SG	N;NOM;NEUT;SG
traficul	κίνηση	trafic	κίνηση	N;DEF;MASC;SG	N;ACC;FEM;SG
traficul	κυκλοφορία	trafic	κυκλοφορία	N;DEF;MASC;SG	N;ACC;FEM;SG
suspendat	αναστέλλεται	suspendat	αναστέλλω	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
suspendat	ανασταλεί	suspendat	αναστέλλω	ADJ;INDF;MASC;SG	V;PFV;NFIN;PASS
suspendat	αναστολή	suspendat	αναστολή	ADJ;INDF;MASC;SG	N;ACC;FEM;SG
seniori	τελειόφοιτοι	senior	τελειόφοιτος	N;INDF;MASC;PL	ADJ;NOM;MASC;PL
seniori	ανώτερος	senior	άνω	N;INDF;MASC;PL	ADJ;NOM;MASC;SG
perspective	προοπτική	perspectivă	προοπτική	N;INDF;FEM;PL	N;NOM;FEM;SG
manhattan	μανχάταν	manhattan	μανχά	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PST;FIN;PASS
avansată	προηγμένη	avansa	προηγμένος	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
avansată	προχωρημένο	avansa	προχωρώ	ADJ;INDF;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
avansată	προχωρημένη	avansa	προχωρώ	ADJ;INDF;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
avansată	προηγμένο	avansa	προηγμένος	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
combinate	συνδυασμένα	combina	συνδυασμένα	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
combinate	συνδυασμένες	combina	συνδυάζω	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;PL;V.PTCP;PASS
combinate	συνδυασμένη	combina	συνδυάζω	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
combinate	συνδυασμένης	combina	συνδυάζω	ADJ;INDF;FEM;PL	V;PFV;GEN;FEM;SG;V.PTCP;PASS
combinate	συνδυασμένο	combina	συνδυάζω	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
aplicație	αίτηση	aplicație	αίτηση	N;INDF;FEM;SG	N;NOM;FEM;SG
aplicație	εφαρμογή	aplicație	εφαρμογή	N;INDF;FEM;SG	N;NOM;FEM;SG
aplicație	app	aplicație	app	N;INDF;FEM;SG	
aplicație	εφαρμογή	aplicație	εφαρμογή	N;INDF;FEM;SG	N;NOM;FEM;SG
exprimarea	εκφράζοντας	exprimare	εκφράζω	N;DEF;FEM;SG	V;IPFV;V.CVB;ACT
întreținere	συντήρησης	întreținere	συντήρηση	N;INDF;FEM;SG	N;GEN;FEM;SG
întreținere	συντήρηση	întreținere	συντήρηση	N;INDF;FEM;SG	N;NOM;FEM;SG
întreținere	διατήρηση	întreținere	διατήρηση	N;INDF;FEM;SG	N;ACC;FEM;SG
silistra	σιλίστρα	silistră	σιλίστρα	PROPN	PROPN;ACC;FEM;SG
liberale	φιλελεύθερο	liberal	φιλελεύθερος	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
liberale	φιλελεύθερη	liberal	φιλελεύθερος	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
liberale	φιλελεύθερος	liberal	φιλελεύθερος	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
izolate	μόνωση	izolat	μόνωση	ADJ;INDF;FEM;PL	N;NOM;FEM;SG
izolate	απομονωμένος	izolat	απομονωμένος	ADJ;INDF;FEM;PL	V;PFV;NOM;MASC;SG;V.PTCP;PASS
izolate	απομονωμένο	izolat	απομονωμένος	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
izolate	απομονωμένα	izolat	απομονωμένος	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
izolate	απομονωμένη	izolat	απομονωμένος	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
joi	πέμπτη	joi	πέμπτη		N;ACC;FEM;SG
unice	μοναδική	unic	μοναδικός	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
unice	μοναδικό	unic	μοναδικός	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
unice	μοναδικός	unic	μοναδικός	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
exprimată	εκφράζεται	exprimat	εκφράζω	ADJ;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
exprimată	εκφρασμένο	exprimat	εκφράζω	ADJ;INDF;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
exprimată	εξέφρασε	exprimat	εκφράζω	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
dionisie	διονύσιος	dionisie	διονύσιος	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
urata	άσχημη	urata	άσχημος	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
urata	άσχημος	urata	άσχημος	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
urata	άσχημο	urata	άσχημο	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
