del	del	di	del	ADJ;SG	ADP;MASC;SG
strano	impares	strano	impar	ADJ;MASC;SG	N;MASC;PL
infrastrutture	infraestructura	infrastruttura	infraestructura	N;FEM;PL	N;FEM;SG
pete	pete	petere	pete	N;SG	PROPN
insegna	enseñe	insegnare	enseñe	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
insegna	enseñas	insegnare	enseña	V;IND;SG;3;PRS;FIN	N;FEM;PL
insegna	profe	insegnare	profe	V;IND;SG;3;PRS;FIN	INTJ
prigioniero	prisionera	prigioniero	prisionera	ADJ;MASC;SG	N;FEM;SG
prigioniero	prisioneros	prigioniero	prisionero	ADJ;MASC;SG	N;MASC;PL
prigioniero	preso	prigioniero	preso	ADJ;MASC;SG	N;MASC;SG
prigioniero	prisionero	prigioniero	prisionero	ADJ;MASC;SG	N;MASC;SG
prigioniero	cautivos	prigioniero	cautivo	ADJ;MASC;SG	N;MASC;PL
prigioniero	cautiva	prigioniero	cautivar	ADJ;MASC;SG	N;FEM;SG
boschi	bosque	bosco	bosque	N;MASC;PL	N;MASC;SG
boschi	selva	bosco	selva	N;MASC;PL	N;FEM;SG
boschi	bosque	bosco	bosque	N;MASC;PL	N;MASC;SG
amministratori	administradoras	amministratore	administrador	N;MASC;PL	ADJ;FEM;PL
curiosità	curioso	curiosità	curioso	N;FEM	ADJ;MASC;SG
curiosità	curiosa	curiosità	curioso	N;FEM	ADJ;FEM;SG
curiosità	curiosas	curiosità	curioso	N;FEM	ADJ;FEM;PL
curiosità	curiosos	curiosità	curioso	N;FEM	ADJ;MASC;PL
complessi	complejas	complesso	complejo	N;MASC;PL	ADJ;FEM;PL
complessi	compleja	complesso	complejo	N;MASC;PL	ADJ;FEM;SG
complessi	complejo	complesso	complejo	N;MASC;PL	ADJ;MASC;SG
dedica	dedicación	dedicare	dedicación	V;IND;SG;3;PRS;FIN	N;FEM;SG
dedica	dedicatoria	dedicare	dedicatoria	V;IND;SG;3;PRS;FIN	N;FEM;SG
dedica	dedicará	dedicare	dedicar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;FUT;FIN
dedica	dedique	dedicare	dedicar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;FIN
dedica	dedico	dedicare	dedicar	V;IND;SG;3;PRS;FIN	V;IND;SG;1;PRS;FIN
dedica	dediquen	dedicare	dedicar	V;IND;SG;3;PRS;FIN	V;IMP;PL;3;FIN
penale	penales	penale	penal	ADJ;SG	ADJ;PL
baker	baker	baker	baker	N;MASC;SG	PROPN
visti	visados	vedere	visado	V;MASC;PL;PST;V.PTCP	N;MASC;PL
visti	visado	vedere	visado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
visti	visas	vedere	visa	V;MASC;PL;PST;V.PTCP	N;FEM;PL
visti	visados	vedere	visado	V;MASC;PL;PST;V.PTCP	N;MASC;PL
visti	visado	vedere	visado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
visti	visa	vedere	visa	V;MASC;PL;PST;V.PTCP	N;FEM;SG
alternative	alternativo	alternativa	alternativo	N;FEM;PL	ADJ;MASC;SG
alternative	alternativos	alternativa	alternativo	N;FEM;PL	ADJ;MASC;PL
alternative	alternativa	alternativa	alternativa	N;FEM;PL	N;FEM;SG
alternative	alternativos	alternativa	alternativo	N;FEM;PL	ADJ;MASC;PL
registrati	registrado	registrare	registrado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
registrati	inscrito	registrare	inscribir	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
registrati	registrada	registrare	registrado	V;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
registrati	registrados	registrare	registrado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
registrati	registradas	registrare	registrado	V;MASC;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
registrati	inscribirse	registrare	inscribirse	V;MASC;PL;PST;V.PTCP	V;SBJV;SG;3;FIN
registrati	registrarse	registrare	registrar	V;MASC;PL;PST;V.PTCP	V;SBJV;SG;3;IPFV;FIN
registrati	registro	registrare	registro	V;MASC;PL;PST;V.PTCP	N;MASC;SG
curato	curada	curare	curada	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
curato	curado	curare	curado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
curato	comisariada	curare	comisariado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
cadere	fall	cadere	fall	V;NFIN	PROPN
cadere	otoño	cadere	otoño	V;NFIN	N;MASC;SG
cadere	caída	cadere	caída	V;NFIN	N;FEM;SG
leggero	light	leggero	light	ADJ;MASC;SG	N
leggero	luz	leggero	luz	ADJ;MASC;SG	N;FEM;SG
rocce	piedra	roccia	piedra	N;FEM;PL	N;FEM;SG
rocce	roca	roccia	roca	N;FEM;PL	N;FEM;SG
rocce	rock	roccia	rock	N;FEM;PL	N;MASC;SG
consecutive	consecutivo	consecutivo	consecutivo	ADJ;FEM;PL	ADJ;MASC;SG
consecutive	consecutiva	consecutivo	consecutivo	ADJ;FEM;PL	ADJ;FEM;SG
dallas	dallas	dallas	dalla	N;FEM;SG	N;FEM;PL
marte	marte	marte	marte	N;MASC;PL	PROPN
den	den	dino	dar	N;MASC;SG	V;IMP;PL;3;FIN
philippe	philippe	philippo	philippe	N;MASC	PROPN
monumentale	monumentales	monumentale	monumental	ADJ;SG	ADJ;PL
colin	colin	colin	colin	N;MASC;SG	PROPN
preliminare	anteproyecto	preliminare	anteproyecto	ADJ;SG	N;MASC;SG
preliminare	preliminares	preliminare	preliminar	ADJ;SG	ADJ;PL
vaglio	cribado	vaglio	cribar	N;MASC;SG	ADJ;MASC;SG;V.PTCP
attivi	activos	attivo	activo	ADJ;MASC;PL	N;MASC;PL
attivi	activo	attivo	activo	ADJ;MASC;PL	ADJ;MASC;SG
attivi	activa	attivo	activo	ADJ;MASC;PL	ADJ;FEM;SG
attivi	activos	attivo	activo	ADJ;MASC;PL	N;MASC;PL
attivi	bienes	attivo	bien	ADJ;MASC;PL	N;MASC;PL
attivi	activo	attivo	activo	ADJ;MASC;PL	ADJ;MASC;SG
cinquecento	cinquecento	cinquecento	cinquecento	NUM	N;MASC;SG
negativo	negativas	negativo	negativo	ADJ;MASC;SG	ADJ;FEM;PL
negativo	negativos	negativo	negativo	ADJ;MASC;SG	ADJ;MASC;PL
perfetto	perfect	perfetto	perfect	ADJ;MASC;SG	N
perfetto	perfectos	perfetto	perfecto	ADJ;MASC;SG	ADJ;MASC;PL
perfetto	perfectas	perfetto	perfecto	ADJ;MASC;SG	ADJ;FEM;PL
mie	mie	mio	mie	DET;FEM;PL	
declino	declinar	declino	declinar	N;MASC;SG	V;NFIN
declino	disminuyendo	declino	disminuir	N;MASC;SG	V;V.MSDR
specifici	específica	specifico	específico	ADJ;MASC;PL	ADJ;FEM;SG
specifici	especifico	specifico	especifico	ADJ;MASC;PL	ADJ;MASC;SG
specifici	específico	specifico	específico	ADJ;MASC;PL	ADJ;MASC;SG
rimozione	eliminando	rimozione	eliminar	N;FEM;SG	V;V.MSDR
rimozione	quitando	rimozione	quitar	N;FEM;SG	V;V.MSDR
rimozione	quita	rimozione	quitar	N;FEM;SG	V;IND;SG;3;PRS;FIN
rimozione	eliminar	rimozione	eliminar	N;FEM;SG	V;NFIN
rimozione	quitar	rimozione	quitar	N;FEM;SG	V;NFIN
conservata	conservado	conservare	conservar	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
conservata	retenido	conservare	retenido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
conservata	conservado	conservare	conservar	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
conservata	conservas	conservare	conserva	V;FEM;SG;PST;V.PTCP	N;FEM;PL
conservata	preservado	conservare	preservado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
conservata	conservados	conservare	conservado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
normali	normalidad	normale	normalidad	ADJ;PL	N;FEM;SG
normali	normal	normale	normal	ADJ;PL	ADJ;SG
fidanzata	prometida	fidanzato	prometida	N;FEM;SG	ADJ;FEM;SG;V.PTCP
fidanzata	prometida	fidanzato	prometida	N;FEM;SG	ADJ;FEM;SG;V.PTCP
fidanzata	comprometido	fidanzato	comprometido	N;FEM;SG	ADJ;MASC;SG;V.PTCP
fidanzata	comprometidos	fidanzato	comprometido	N;FEM;SG	ADJ;MASC;PL;V.PTCP
fidanzata	comprometida	fidanzato	comprometido	N;FEM;SG	ADJ;FEM;SG;V.PTCP
bomba	bombardear	bomba	bombardear	N;FEM;SG	V;NFIN
uccello	aves	uccello	ave	N;MASC;SG	N;FEM;PL
flavio	flavio	flavio	flavio	N;MASC;SG	ADJ;MASC;SG
flavio	flavio	flavio	flavio	N;MASC;SG	ADJ;MASC;SG
deposito	deposite	deposito	depositar	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
deposito	depositar	deposito	depositar	N;MASC;SG	V;NFIN
deposito	depósitos	deposito	depósito	N;MASC;SG	N;MASC;PL
deposito	repositorios	deposito	repositorio	N;MASC;SG	N;MASC;PL
aleksandr	aleksandr	aleksandr	aleksandr	N;MASC;SG	ADJ;SG
appello	apelaciones	appello	apelación	N;MASC;SG	N;FEM;PL
appello	apelar	appello	apelar	N;MASC;SG	V;NFIN
appello	atractivo	appello	atractivo	N;MASC;SG	ADJ;MASC;SG
braccia	brazo	braccio	brazo	N;FEM;PL	N;MASC;SG
brillante	brillantes	brillante	brillante	ADJ;SG	ADJ;PL
annuncia	anuncie	annunciare	anunciar	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
annuncia	anuncie	annunciare	anunciar	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
apparso	aparecieron	apparso	aparecer	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
apparso	aparecido	apparso	aparecido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
never	nunca	never	nunca		ADV
never	never	never	never		N
never	jamas	never	jama		
never	jamás	never	jamás		ADV
quindici	fifteen	quindici	fiftear	NUM	N
pat	pat	pat	pat	N;SG	PROPN
pioggia	lluvias	pioggia	lluvia	N;FEM;SG	N;FEM;PL
caldo	hot	caldo	hot	ADJ;MASC;SG	N
caldo	calientes	caldo	caliente	ADJ;MASC;SG	ADJ;PL
caldo	calor	caldo	calor	ADJ;MASC;SG	N;MASC;SG
straniero	extranjeros	straniero	extranjero	ADJ;MASC;SG	N;MASC;PL
straniero	extranjero	straniero	extranjero	ADJ;MASC;SG	N;MASC;SG
straniero	forastero	straniero	forastero	ADJ;MASC;SG	N;MASC;SG
straniero	extranjeras	straniero	extranjero	ADJ;MASC;SG	ADJ;FEM;PL
straniero	extranjeros	straniero	extranjero	ADJ;MASC;SG	N;MASC;PL
straniero	extranjero	straniero	extranjero	ADJ;MASC;SG	N;MASC;SG
straniero	foreign	straniero	foreign	ADJ;MASC;SG	N
stagionale	estacionales	stagionale	estacional	ADJ;SG	ADJ;PL
stagionale	temporada	stagionale	temporada	ADJ;SG	N;FEM;SG
pubblicare	publico	pubblicare	publico	V;NFIN	ADJ;MASC;SG
turchi	turco	turco	turco	N;MASC;PL	N;MASC;SG
turchi	turca	turco	turco	N;MASC;PL	ADJ;FEM;SG
turchi	turquía	turco	turquía	N;MASC;PL	N;FEM;SG
impiegati	asalariados	impiegato	asalariado	N;MASC;PL	ADJ;MASC;PL;V.PTCP
impiegati	empleadas	impiegato	empleada	N;MASC;PL	ADJ;FEM;PL;V.PTCP
volere	want	volere	want	V;NFIN	N
citati	citado	citare	citado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
citati	citó	citare	citar	V;MASC;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
citati	citada	citare	citado	V;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
citati	citados	citare	citado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
mari	mari	mare	mari	N;MASC;PL	PROPN
corti	corta	corto	corto	N;MASC;PL	ADJ;FEM;SG
corti	cortos	corto	corto	N;MASC;PL	ADJ;MASC;PL
corti	corto	corto	corto	N;MASC;PL	ADJ;MASC;SG
corti	breve	corto	breve	N;MASC;PL	ADJ;SG
corti	cortos	corto	corto	N;MASC;PL	ADJ;MASC;PL
fiorentino	fiorentino	fiorentino	fiorentino	ADJ;MASC;SG	N;MASC;SG
fiorentino	florentino	fiorentino	florentino	ADJ;MASC;SG	N;MASC;SG
tendenza	tendencias	tendenza	tendencia	N;FEM;SG	N;FEM;PL
usi	uso	uso	uso	N;MASC;PL	N;MASC;SG
usi	usar	uso	usar	N;MASC;PL	V;NFIN
usi	utilización	uso	utilización	N;MASC;PL	N;FEM;SG
usi	utilizar	uso	utilizar	N;MASC;PL	V;NFIN
ponti	cubiertas	ponte	cubierto	N;MASC;PL	ADJ;FEM;PL;V.PTCP
rapida	rapid	rapido	rapid	ADJ;FEM;SG	N
canta	cante	cantare	cante	V;IND;SG;3;PRS;FIN	N;MASC;SG
canta	canto	cantare	canto	V;IND;SG;3;PRS;FIN	N;MASC;SG
canta	canten	cantare	cantar	V;IND;SG;3;PRS;FIN	V;IMP;PL;3;FIN
canta	sing	cantare	sing	V;IND;SG;3;PRS;FIN	
causato	causado	causare	causado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
divide	divida	dividere	dividir	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
divide	divisoria	dividere	divisorio	V;IND;SG;3;PRS;FIN	ADJ;FEM;SG
massimiliano	maximiliano	massimiliano	maximiliano	ADJ;MASC;SG	N;MASC;SG
massimiliano	massimiliano	massimiliano	massimiliano	ADJ;MASC;SG	N;MASC;SG
sebastian	sebastian	sebastian	sebastiar	N;FEM;SG	PROPN
sebastian	sebastián	sebastian	sebastián	N;FEM;SG	PROPN
apollo	apolo	apollo	apolo	ADJ;MASC;SG	N;FEM;SG
apollo	apollo	apollo	apollo	ADJ;MASC;SG	N;MASC;SG
corre	carreras	correre	carrera	V;IND;SG;3;PRS;FIN	N;FEM;PL
silver	plateado	silvere	plateado	N	ADJ;MASC;SG;V.PTCP
bibbia	bíblico	bibbia	bíblico	N;FEM;SG	ADJ;MASC;SG
bibbia	bíblica	bibbia	bíblica	N;FEM;SG	ADJ;FEM;SG
bibbia	bíblicos	bibbia	bíblico	N;FEM;SG	ADJ;MASC;PL
ludwig	ludwig	ludwig	ludwig	N;MASC;SG	PROPN
thompson	fernández	thompson	fernández	N;MASC	PROPN
strato	capas	strato	capa	N;MASC;SG	N;FEM;PL
rottura	roturas	rottura	rotura	N;FEM;SG	N;FEM;PL
mattino	mañana	mattino	mañana	N;MASC;SG	ADV
mattino	mañanas	mattino	mañana	N;MASC;SG	N;FEM;PL
binario	binaria	binario	binario	N;MASC;SG	ADJ;FEM;SG
binario	binario	binario	binario	N;MASC;SG	ADJ;MASC;SG
binario	binarios	binario	binario	N;MASC;SG	N;MASC;PL
project	proyectar	project	proyectar	N	V;NFIN
competenza	competencias	competenza	competencia	N;FEM;SG	N;FEM;PL
inclusi	incluidos	includere	incluido	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
inclusi	incluidas	includere	incluir	V;MASC;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
inclusi	incluida	includere	incluido	V;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
inclusi	incluído	includere	incluído	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
inclusi	incluido	includere	incluido	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
necessarie	necesaria	necessario	necesario	ADJ;FEM;PL	ADJ;FEM;SG
necessarie	necesario	necessario	necesario	ADJ;FEM;PL	ADJ;MASC;SG
ecclesiastica	eclesiásticos	ecclesiastico	eclesiástico	ADJ;FEM;SG	N;MASC;PL
inseriti	insertado	inserire	insertar	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
magno	magno	magno	magno	N;MASC;SG	PROPN
costume	disfraces	costume	disfraz	N;MASC;SG	N;MASC;PL
sentiero	trail	sentiero	trail	N;MASC;SG	
cervello	sesos	cervello	seso	N;MASC;SG	N;MASC;PL
cervello	cerebros	cervello	cerebro	N;MASC;SG	N;MASC;PL
animata	animados	animata	animado	ADJ;FEM;SG	ADJ;MASC;PL;V.PTCP
appartamento	apartamentos	appartamento	apartamento	N;MASC;SG	N;MASC;PL
inseguimento	persigue	inseguimento	perseguir	N;MASC;SG	V;IND;SG;3;PRS;FIN
stabilimento	fábricas	stabilimento	fábrica	N;MASC;SG	N;FEM;PL
spostamento	desplazamientos	spostamento	desplazamiento	N;MASC;SG	N;MASC;PL
preciso	precisos	preciso	preciso	ADJ;MASC;SG	ADJ;MASC;PL
preciso	precisa	preciso	precisar	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
preciso	precisa	preciso	precisar	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
preciso	precisos	preciso	preciso	ADJ;MASC;SG	ADJ;MASC;PL
combattimenti	lucha	combattimento	lucha	N;MASC;PL	N;FEM;SG
combattimenti	luchando	combattimento	luchar	N;MASC;PL	V;V.MSDR
attribuita	atribuida	attribuire	atribuido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
attribuita	atribuidas	attribuire	atribuido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
attribuita	atribuidos	attribuire	atribuido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
attribuita	atribuido	attribuire	atribuido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
fila	remar	fila	remar	N;FEM;SG	V;NFIN
fila	rema	fila	rema	N;FEM;SG	
peccato	lastima	peccato	lastimar	ADJ;MASC;SG	N;FEM;SG
peccato	piedad	peccato	piedad	ADJ;MASC;SG	N;FEM;SG
peccato	lástima	peccato	lástima	ADJ;MASC;SG	N;FEM;SG
peccato	pena	peccato	pena	ADJ;MASC;SG	N;FEM;SG
peccato	pecado	peccato	pecado	ADJ;MASC;SG	N;MASC;SG
peccato	sin	peccato	sin	ADJ;MASC;SG	ADP
descritta	descrito	descrivere	descrito	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
descritta	descrita	descrivere	descrito	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
descritta	descritos	descrivere	descrito	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
caratteristico	característicos	caratteristico	característico	ADJ;MASC;SG	ADJ;MASC;PL
caratteristico	característica	caratteristico	característica	ADJ;MASC;SG	N;FEM;SG
dimesso	dimitido	dimettere	dimitir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ritirarsi	retirada	ritirare	retirada	V;IND;SG;3;PRS;FIN	N;FEM;SG
ritirarsi	retirarse	ritirare	retirar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;IPFV;FIN
ritirarsi	retiro	ritirare	retiro	V;IND;SG;3;PRS;FIN	N;MASC;SG
ritirarsi	retirada	ritirare	retirada	V;IND;SG;3;PRS;FIN	N;FEM;SG
dite	say	dire	saber	V;IND;PL;2;PRS;FIN	PROPN
dite	dí	dire	dí	V;IND;PL;2;PRS;FIN	V;IND;SG;1;PST;FIN
dite	diga	dire	decir	V;IND;PL;2;PRS;FIN	V;IMP;SG;3;FIN
dite	di	dire	di	V;IND;PL;2;PRS;FIN	N
esecutivo	executive	esecutivo	executive	ADJ;MASC;SG	N;SG
esecutivo	ejecutiva	esecutivo	ejecutiva	ADJ;MASC;SG	N;FEM;SG
esecutivo	ejecutivos	esecutivo	ejecutivo	ADJ;MASC;SG	N;MASC;PL
esecutivo	ejecutivas	esecutivo	ejecutivo	ADJ;MASC;SG	ADJ;FEM;PL
esecutivo	ejecutivo	esecutivo	ejecutivo	ADJ;MASC;SG	N;MASC;SG
genovese	genoveses	genovese	genoves	ADJ;SG	N;MASC;PL
genovese	genovese	genovese	genovesar	ADJ;SG	N;SG
registrare	registro	registrare	registro	V;NFIN	N;MASC;SG
registrare	récord	registrare	récord	V;NFIN	N;MASC;SG
biennale	bienal	biennale	bienal	ADJ;SG	N;FEM;SG
biennale	bienal	biennale	bienal	ADJ;SG	N;FEM;SG
biennale	bienales	biennale	bienal	ADJ;SG	N;FEM;PL
conoscenze	conocimiento	conoscenza	conocimiento	N;FEM;PL	N;MASC;SG
jorge	jorge	jorgere	jorge	N;MASC;SG	PROPN
iran	iran	iran	ir	ADJ;FEM;SG	V;IND;PL;3;PRS;FIN
iran	irán	iran	ir	ADJ;FEM;SG	V;IND;PL;3;FUT;FIN
raccolti	recogidos	raccogliere	recogido	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
raccolti	recogida	raccogliere	recogido	V;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
raccolti	recolectado	raccogliere	recolectar	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
raccolti	recogido	raccogliere	recogido	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
raccolti	recaudado	raccogliere	recaudar	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
raccolti	cosechado	raccogliere	cosechar	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
raccolti	reunidos	raccogliere	reunido	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
messe	messe	mettere	messe	V;FEM;PL;PST;V.PTCP	N;MASC;SG
delitto	asesinatos	delitto	asesinato	N;MASC;SG	N;MASC;PL
diploma	diplomado	diploma	diplomado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
joan	juan	joan	juan	N;SG	PROPN
joan	joan	joan	joan	N;SG	PROPN
immaginario	imaginaria	immaginario	imaginario	N;MASC;SG	ADJ;FEM;SG
immaginario	imaginario	immaginario	imaginario	N;MASC;SG	ADJ;MASC;SG
immaginario	imaginarios	immaginario	imaginario	N;MASC;SG	ADJ;MASC;PL
pensato	pensamiento	pensare	pensamiento	V;MASC;SG;PST;V.PTCP	N;MASC;SG
annullata	cancelado	annullare	cancelado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
annullata	cancelados	annullare	cancelado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
annullata	canceladas	annullare	cancelado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
annullata	cancelada	annullare	cancelado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
annullata	cancelado	annullare	cancelado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
annullata	cancelados	annullare	cancelado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
annullata	canceladas	annullare	cancelado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
annullata	cancelada	annullare	cancelado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
serena	serena	sereno	ser	ADJ;FEM;SG	N;FEM;SG
rientro	regresar	rientro	regresar	N;MASC;SG	V;NFIN
segreta	calabozo	segreto	calabozo	ADJ;FEM;SG	N;MASC;SG
segreta	mazmorra	segreto	mazmorra	ADJ;FEM;SG	N;FEM;SG
segreta	mazmorras	segreto	mazmorra	ADJ;FEM;SG	N;FEM;PL
dedicati	dedicada	dedicare	dedicado	V;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
dedicati	dedicados	dedicare	dedicado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
dedicati	dedicado	dedicare	dedicado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
costituzionale	constitucionales	costituzionale	constitucional	ADJ;SG	ADJ;PL
costituzionale	constitucionalidad	costituzionale	constitucionalidad	ADJ;SG	N;FEM;SG
provato	intentado	provare	intentar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
provato	probado	provare	probado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ospitato	alojados	ospitare	alojado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ospitato	alojado	ospitare	alojado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
partner	asociados	partner	asociado	N	ADJ;MASC;PL;V.PTCP
fiera	orgullosa	fiera	orgulloso	N;FEM;SG	ADJ;FEM;SG
fiera	orgulloso	fiera	orgulloso	N;FEM;SG	ADJ;MASC;SG
fiera	proud	fiera	proud	N;FEM;SG	PROPN
fiera	orgullosos	fiera	orgulloso	N;FEM;SG	ADJ;MASC;PL
fiera	justa	fiera	justo	N;FEM;SG	ADJ;FEM;SG
fiera	justo	fiera	justo	N;FEM;SG	ADV
discendenti	descendencia	discendente	descendencia	N;PL	N;FEM;SG
andreas	andreas	andreas	andrea	N;MASC;SG	PROPN
abbandonata	abandonadas	abbandonare	abandonado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
abbandonata	abandonada	abbandonare	abandonado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
abbandonata	abandonado	abbandonare	abandonado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
abbandonata	abandonados	abbandonare	abandonado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ristrutturazione	reestructuraciones	ristrutturazione	reestructuración	N;FEM;SG	N;FEM;PL
ristrutturazione	renovaciones	ristrutturazione	renovación	N;FEM;SG	N;FEM;PL
secret	secreta	secret	secreto	N	ADJ;FEM;SG
secondaria	secundarios	secondario	secundario	ADJ;FEM;SG	N;MASC;PL
secondaria	secundarias	secondario	secundario	ADJ;FEM;SG	ADJ;FEM;PL
rilevanti	pertinente	rilevante	pertinente	ADJ;PL	ADJ;SG
rilevanti	relevante	rilevante	relevante	ADJ;PL	ADJ;SG
particelle	partícula	particella	partícula	N;FEM;PL	N;FEM;SG
anziano	anciano	anziano	anciano	ADJ;MASC;SG	N;MASC;SG
anziano	elder	anziano	elder	ADJ;MASC;SG	N;MASC;SG
anziano	ancianos	anziano	anciano	ADJ;MASC;SG	N;MASC;PL
anziano	anciano	anziano	anciano	ADJ;MASC;SG	N;MASC;SG
anziano	anciana	anziano	anciana	ADJ;MASC;SG	N;FEM;SG
sogni	sueña	sogno	soñar	N;MASC;PL	V;IND;SG;3;PRS;FIN
sogni	sueño	sogno	sueño	N;MASC;PL	N;MASC;SG
sogni	ensueño	sogno	ensueño	N;MASC;PL	ADJ;MASC;SG
sogni	soñar	sogno	soñar	N;MASC;PL	V;NFIN
consigli	tips	consiglio	tips	N;MASC;PL	INTJ
consigli	asesoramiento	consiglio	asesoramiento	N;MASC;PL	N;MASC;SG
consigli	consejo	consiglio	consejo	N;MASC;PL	N;MASC;SG
guerriero	guerrera	guerriero	guerrera	N;MASC;SG	ADJ;FEM;SG
siria	siria	siria	sirio	N;FEM;SG	ADJ;FEM;SG
siria	siria	siria	sirio	N;FEM;SG	ADJ;FEM;SG
siria	sirios	siria	sirio	N;FEM;SG	N;MASC;PL
jacob	jacob	jacob	jacob	N;MASC;SG	PROPN
concluso	concluido	concludere	concluido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
concluso	concluidos	concludere	concluido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
