for	varten	for	varten	ADP	ADV
udnævnte	nimitetty	udnævne	nimittää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
udnævnte	nimetyt	udnævne	nimetty	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
underviser	opeta	undervise	opettaa	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
underviser	kouluttaja	undervise	kouluttaja	V;IND;PRS;FIN;ACT	N;NOM;SG
uafgjort	sido	uafgjort	sitoa	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
uafgjort	piirrä	uafgjort	piirrä	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
uafgjort	piirtää	uafgjort	piirtää	N;INDF;MASC+FEM;SG	V;IND;SG;FIN;ACT
smuk	kaunotar	smuk	kaunotar	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
smuk	kauniit	smuk	kaunis	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
smuk	aika	smuk	aika	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
udendørs	ulkona	udendørs	ulkona	ADJ	ADV
jerry	jerry	jerry	jerry		PROPN;NOM;SG
hell	heil	hell	heil		N;NOM;SG
pansrede	panssaroidut	pansret	panssaroida	ADJ;PL	V;NOM;PL;V.PTCP;PASS
gettysburg	gettysburgin	gettysburg	gettysburg	N;INDF;MASC+FEM;SG	PROPN;GEN;SG
krogh	krogh	krogh	krogh		N;NOM;SG
baker	baker	bakke	baker	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
wright	wright	wright	wright		PROPN;NOM;SG
imponerende	vaikuttava	imponerende	vaikuttaa	ADJ	V;NOM;SG;V.PTCP;ACT
imponerende	vaikuttavia	imponerende	vaikuttaa	ADJ	V;PRT;PL;V.PTCP;ACT
imponerende	vaikuttavaa	imponerende	vaikuttava	ADJ	V;PRT;SG;V.PTCP;ACT
fjendtlige	vihamielinen	fjendtlig	viha#mielinen	ADJ;PL	ADJ;NOM;SG
dal	dal	dal	dal	N;INDF;MASC+FEM;SG	INTJ
dal	valley	dal	valley	N;INDF;MASC+FEM;SG	
gæld	velkoja	gæld	velka	N;INDF;MASC+FEM;SG	N;PRT;PL
gæld	velat	gæld	velka	N;INDF;MASC+FEM;SG	N;NOM;PL
gæld	velat	gæld	velka	N;INDF;MASC+FEM;SG	N;NOM;PL
bech	bech	bech	bech	PROPN	N;NOM;SG
ledige	saatavissa	ledig	saada	ADJ;PL	V;IN+ESS;PL;V.PTCP;PASS
ledige	käytettävissä	ledig	käyttää	ADJ;PL	V;IN+ESS;PL;V.PTCP;PASS
ledige	tarjolla	ledig	tarjolla	ADJ;PL	ADV
ledige	saatavilla	ledig	saada	ADJ;PL	V;AT+ESS
;PL;V.PTCP;PASS
ledige	saatavana	ledig	saada	ADJ;PL	V;FRML;SG;V.PTCP;PASS
ledige	työtön	ledig	työtön	ADJ;PL	ADJ;NOM;SG
khan	khan	khan	khan	PROPN	PROPN;NOM;SG
erhvervede	saavutetut	erhvervet	saavuttaa	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
erhvervede	hankittu	erhvervet	hankkia	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
fremstillede	tuotetut	fremstille	tuotettu	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
fremstillede	tuotettu	fremstille	tuottaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
fremstillede	valmistettu	fremstille	valmistaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
fremstillede	valmistetut	fremstille	valmistaa	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
kansas	kansasissa	kansas	kansas		N;IN+ESS;PL
kansas	kansas	kansas	kansas		PROPN;NOM;SG
bruno	bruno	bruno	bruno		PROPN;NOM;SG
relaterede	liittyvä	relatere	liittyä	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
relaterede	liittyy	relatere	liittyä	V;PL;PST;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
stars	tähdet	stars	tähti	N;INDF;NEUT;SG	N;NOM;PL
stars	tähtien	stars	tähtien	N;INDF;NEUT;SG	N;GEN;PL
stars	tähtiä	stars	tähti	N;INDF;NEUT;SG	N;PRT;PL
bold	tanssiaiset	bold	tanssiainen	N;INDF;MASC+FEM;SG	N;NOM;PL
anklaget	syytetyt	anklage	syytetty	V;INDF;SG;PST;V.PTCP	N;NOM;PL
erling	erling	erling	erling		N;NOM;SG
hjernen	aivoja	hjerne	aivot	N;DEF;MASC+FEM;SG	N;PRT;PL
hjernen	aivot	hjerne	aivot	N;DEF;MASC+FEM;SG	N;NOM;PL
gifte	naimisissa	gifte	naimisissa	V;NFIN;ACT	ADV
øjnene	katse	øje	katse	N;DEF;NEUT;PL	N;NOM;SG
forventede	odotettu	forvente	odottaa	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
forventede	odotetaan	forvente	odottaa	V;PL;PST;V.PTCP	V;IND;PRS;FIN;PASS
landskaber	maiseman	landskaber	maisema	N;INDF;NEUT;PL	N;GEN;SG
landskaber	maisema	landskaber	maisema	N;INDF;NEUT;PL	N;NOM;SG
landskaber	maisemaa	landskaber	maisema	N;INDF;NEUT;PL	N;PRT;SG
indtægter	tulo	indtægte	tulo	N;INDF;MASC+FEM;PL	N;NOM;SG
indtægter	tuotto	indtægte	tuotto	N;INDF;MASC+FEM;PL	N;NOM;SG
guy	guy	guy	guy		
guy	kaveri	guy	kaveri		N;NOM;SG
guy	jätkä	guy	jätkää		N;NOM;SG
guy	äijä	guy	äijä		N;NOM;SG
styrede	ohjattu	styre	ohjata	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
styrede	valvottu	styre	valvoa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
styrede	hallittu	styre	hallita	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
styrede	hallinnassa	styre	hallinta	V;IND;PST;FIN;ACT	N;IN+ESS;SG
håndtere	kahva	håndtere	kahva	V;NFIN;ACT	N;NOM;SG
relationer	suhde	relation	suhde	N;INDF;MASC+FEM;PL	N;NOM;SG
mini	mini	mini	mini		N;NOM;SG
skjold	suojat	skjold	suoja	N;INDF;NEUT;SG	N;NOM;PL
skjold	kilvet	skjold	kilvi	N;INDF;NEUT;SG	N;NOM;PL
odder	saukko	odder	saukko		N;NOM;SG
monaco	monacon	monaco	monaco	N;INDF;MASC+FEM;SG	PROPN;GEN;SG
persiske	persialainen	persisk	persialainen	ADJ;PL	ADJ;NOM;SG
tyve	varkaita	tyve	varkas	NUM	N;PRT;PL
tyve	varkaat	tyve	varas	NUM	N;NOM;PL
felix	felix	felix	felix		PROPN;NOM;SG
kaste	heitto	kaste	heitto	V;NFIN;ACT	N;NOM;SG
kaste	kastiin	kaste	kasti	V;NFIN;ACT	N;IN+ALL;SG
cooper	cooper	coope	cooper	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
håndværk	käsitöitä	håndværk	käsi#työ	N;INDF;NEUT;SG	N;PRT;PL
dyrket	aikuinen	dyrke	aikuinen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
komplekse	monimutkaista	komplekse	monimutkainen	ADJ;PL	ADJ;PRT;SG
komplekse	monitahoinen	komplekse	moni#tahoinen	ADJ;PL	ADJ;NOM;SG
komplekse	monimutkainen	komplekse	moni#mutkainen	ADJ;PL	ADJ;NOM;SG
viking	viking	viking	viking	N;INDF;MASC+FEM;SG	
libanon	libanonin	libanon	libanon	PROPN	N;GEN;SG
gray	gray	gray	gray		PROPN;NOM;SG
gray	harmaata	gray	harmaa		ADJ;PRT;SG
gray	harmaa	gray	harmaa		ADJ;NOM;SG
formet	muotoinen	formet	muotoinen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
åbning	avajaiset	åbning	avajaiset	N;INDF;MASC+FEM;SG	N;NOM;PL
åbning	avataan	åbning	avata	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;PASS
ibn	ibn	ibn	ibn	PROPN	PROPN;NOM;SG
birk	birch	birk	birch		PROPN;NOM;SG
got	sai	got	saada		V;IND;SG;0;PST;FIN;ACT
got	sain	got	saada		V;IND;SG;1;PST;FIN;ACT
annoncerede	ilmoitettu	annoncere	ilmoittaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
annoncerede	julkistettu	annoncere	julkistaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
annoncerede	ilmoitetut	annoncere	ilmoittaa	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
inger	inger	inger	inger	PROPN	PROPN;NOM;SG
evnen	kyvyt	evne	kyky	N;DEF;MASC+FEM;SG	N;NOM;PL
evnen	valmiudet	evne	valmius	N;DEF;MASC+FEM;SG	N;NOM;PL
jomfru	neitsyen	jomfru	neitsyä	ADJ;INDF;MASC+FEM;SG	V;INS;SG;NFIN;ACT
jomfru	neitsyt	jomfru	neitsyä	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
jomfru	neito	jomfru	neito	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
jomfru	neidon	jomfru	neito	ADJ;INDF;MASC+FEM;SG	N;GEN;SG
indisk	intialainen	indisk	intialainen	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
hale	hale	hale	hale	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
behandler	herkku	behandle	herkku	V;IND;PRS;FIN;ACT	N;NOM;SG
behandler	herkkuja	behandle	herkku	V;IND;PRS;FIN;ACT	N;PRT;PL
luis	luis	luis	luus		PROPN;NOM;SG
linda	linda	linda	linda		N;NOM;SG
linda	lindan	linda	linda		N;GEN;SG
tilbudt	tarjotaan	tilbudt	tarjota	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
overleve	selviytyminen	overleve	selviytyminen	V;NFIN;ACT	N;NOM;SG
valencia	valencian	valencia	valencia	PROPN	PROPN;GEN;SG
uenighed	ristiriitoja	uenighed	risti#riita	N;INDF;MASC+FEM;SG	N;PRT;PL
uenighed	erimielisyydet	uenighed	eri#mielisyys	N;INDF;MASC+FEM;SG	N;NOM;PL
uenighed	erimielisyydet	uenighed	eri#mielisyys	N;INDF;MASC+FEM;SG	N;NOM;PL
rune	rune	rune	rune		
raymond	raymond	raymond	raymond		N;NOM;SG
skarp	sharp	skarp	sharp	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;SG
skarp	terävät	skarp	terävä	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
felter	fields	felter	fields	N;INDF;NEUT;PL	N;NOM;SG
pattedyr	nisäkäs	pattedyr	nisäkäs	N;INDF;NEUT;PL	N;NOM;SG
kobber	kupari	kobber	kupari	N;INDF;MASC+FEM;PL	N;NOM;SG
kobber	kuparia	kobber	kupari	N;INDF;MASC+FEM;PL	N;PRT;SG
abc	abc	abc	abc		N;NOM;SG
resultaterne	tulos	resultat	tulos	N;DEF;NEUT;PL	N;NOM;SG
middelalderlige	keskiaikainen	middelalderlig	keski#aikainen	ADJ;PL	ADJ;NOM;SG
tilbageværende	jäljellä	tilbageværende	jäljellä	ADJ	ADV
tilbageværende	jäännös	tilbageværende	jäännös	ADJ	N;NOM;SG
tegnefilm	piirrettyjä	tegnefilm	piirretty	N;INDF;MASC+FEM;PL	V;PRT;PL;V.PTCP;PASS
tegnefilm	piirretty	tegnefilm	piirtää	N;INDF;MASC+FEM;PL	V;NOM;SG;V.PTCP;PASS
tegnefilm	sarjakuva	tegnefilm	sarja#kuva	N;INDF;MASC+FEM;PL	N;NOM;SG
mønter	kolikkoa	mønt	kolikko	N;INDF;MASC+FEM;PL	N;PRT;SG
mønter	kolikon	mønt	kolikko	N;INDF;MASC+FEM;PL	N;GEN;SG
mønter	kolikko	mønt	kolikko	N;INDF;MASC+FEM;PL	N;NOM;SG
pia	pia	pia	pia	PROPN	PROPN;NOM;SG
nederlandsk	hollannin	nederlandsk	hollanti	ADJ;INDF;SG	N;GEN;SG
nederlandsk	alankomaiden	nederlandsk	alan#komaa	ADJ;INDF;SG	N;GEN;PL
nederlandsk	hollanti	nederlandsk	hollanti	ADJ;INDF;SG	N;NOM;SG
forældrene	vanhempien	forælder	vanha	N;DEF;MASC+FEM;PL	ADJ;GEN;CMPR;PL
forældrene	vanhempia	forælder	vanha	N;DEF;MASC+FEM;PL	ADJ;PRT;CMPR;PL
eje	omista	eje	oma	V;NFIN;ACT	ADJ;IN+ABL;PL
eje	oman	eje	oma	V;NFIN;ACT	ADJ;GEN;SG
eje	oma	eje	oma	V;NFIN;ACT	ADJ;NOM;SG
eje	omat	eje	oma	V;NFIN;ACT	ADJ;NOM;PL
dramatisk	dramaattisesti	dramatisk	dramaattisesti	ADJ;INDF;SG	ADV
nina	nina	nina	nina		N;NOM;SG
nederst	pohjaan	nederst	pohja	ADV	N;IN+ALL;SG
nederst	pohja	nederst	pohja	ADV	N;NOM;SG
nederst	pohjaa	nederst	pohja	ADV	N;PRT;SG
braunschweig	braunschweig	braunschweig	braunschweig	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
viii	viii	viii	viiri	NUM	ADJ
variationer	vaihtelu	variation	vaihtelu	N;INDF;MASC+FEM;PL	N;NOM;SG
variationer	vaihtelu	variation	vaihtelu	N;INDF;MASC+FEM;PL	N;NOM;SG
variationer	vaihtelua	variation	vaihtelu	N;INDF;MASC+FEM;PL	N;PRT;SG
vejret	hengittää	vejr	hengittää	N;DEF;NEUT;SG	V;IND;SG;PRS;FIN;ACT
oversætter	kääntäjä	oversætte	kääntäjä	V;IND;PRS;FIN;ACT	N;NOM;SG
oversætter	tulkki	oversætte	tulkki	V;IND;PRS;FIN;ACT	N;NOM;SG
oversætter	kääntäminen	oversætte	kääntäminen	V;IND;PRS;FIN;ACT	N;NOM;SG
oversætter	käännetään	oversætte	kääntää	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
centimeter	tuumaa	centimeter	tuuma	N;INDF;MASC+FEM;PL	N;NOM;SG
centimeter	senttimetriä	centimeter	sentti#metri	N;INDF;MASC+FEM;PL	N;PRT;SG
centimeter	senttiä	centimeter	sentti	N;INDF;MASC+FEM;PL	N;PRT;SG
centimeter	senttimetriä	centimeter	sentti#metri	N;INDF;MASC+FEM;PL	N;PRT;SG
præcise	tarkka	præcis	tarkka	ADJ;PL	ADJ;NOM;SG
præcise	täsmällinen	præcis	täsmällinen	ADJ;PL	ADJ;NOM;SG
specifikt	erityiset	specifikt	erityinen	ADV	ADJ;NOM;PL
specifikt	erityinen	specifikt	erityinen	ADV	ADJ;NOM;SG
specifikt	erityisiä	specifikt	erityinen	ADV	ADJ;PRT;PL
specifikt	erityistä	specifikt	erityinen	ADV	ADJ;PRT;SG
poly	poly	poly	poly		N;NOM;SG
dyre	kallista	dyr	kallis	ADJ;PL	ADJ;PRT;SG
dyre	kallis	dyr	kallis	ADJ;PL	ADJ;NOM;SG
matematiske	matemaattinen	matematisk	matemaattinen	ADJ;PL	ADJ;NOM;SG
matematiske	matematiikka	matematisk	matematiikka	ADJ;PL	N;NOM;SG
matematiske	matematiikkaa	matematisk	matematiikka	ADJ;PL	N;PRT;SG
matematiske	matematiikan	matematisk	matematiikka	ADJ;PL	N;GEN;SG
harold	harold	harold	harold		PROPN;NOM;SG
drøm	haaveilla	drøm	haaveilla	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
drøm	dream	drøm	dream	N;INDF;MASC+FEM;SG	
foreløbig	alustavat	foreløbig	alustaa	ADV	V;PL;3;FIN;ACT
foreløbig	väliaikainen	foreløbig	väli#aikainen	ADV	ADJ;NOM;SG
foreløbig	väliaikaiset	foreløbig	väli#aikainen	ADV	ADJ;NOM;PL
foreløbig	alustava	foreløbig	alustava	ADV	V;NOM;SG;V.PTCP;ACT
foreløbig	alustavat	foreløbig	alustaa	ADV	V;PL;3;FIN;ACT
foreløbig	alustava	foreløbig	alustava	ADV	V;NOM;SG;V.PTCP;ACT
nazi	natsi	nazi	natsi		N;NOM;SG
wall	wall	wall	wall		PROPN;NOM;SG
wall	seinä	wall	seinä		N;NOM;SG
wall	muuri	wall	muuri		N;NOM;SG
wall	seinän	wall	seinä		N;GEN;SG
wall	seinää	wall	seinä		N;PRT;SG
lettiske	latvia	lettisk	latvi	ADJ;PL	N;NOM;SG
lettiske	latvian	lettisk	latvi	ADJ;PL	N;GEN;SG
fremskridt	edistystä	fremskridt	edistys	N;INDF;NEUT;PL	N;PRT;SG
fremskridt	edistyminen	fremskridt	edistyminen	N;INDF;NEUT;PL	N;NOM;SG
fremskridt	edistys	fremskridt	edistys	N;INDF;NEUT;PL	N;NOM;SG
fremskridt	progress	fremskridt	progress	N;INDF;NEUT;PL	N;NOM;SG
trade	kauppa	trade	kauppa		N;NOM;SG
trade	kauppaa	trade	kauppa		N;PRT;SG
trade	kaupan	trade	kauppa		N;GEN;SG
trade	kaupankäynti	trade	kaupan#käynti		N;NOM;SG
teoretisk	teoreettinen	teoretisk	teoreettinen	ADV	ADJ;NOM;SG
teoretisk	teoriassa	teoretisk	teoria	ADV	N;IN+ESS;SG
tætte	tiheä	tæt	tihi	ADJ;PL	ADJ;NOM;SG
colombia	kolumbia	colombia	kolumbi		N;NOM;SG
colombia	columbia	colombia	columb		N;NOM;SG
colombia	kolumbian	colombia	kolumbia		N;GEN;SG
colombia	kolumbia	colombia	kolumbi		N;NOM;SG
donald	donald	donald	donald		N;NOM;SG
donald	aku	donald	aku		N;NOM;SG
sparta	sparta	sparta	sparta	N;INDF;NEUT;SG	PROPN;NOM;SG
bytte	vaihtaa	bytte	vaihtaa	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
bytte	vaihtaa	bytte	vaihtaa	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
bytte	vaihda	bytte	vaihda	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
beskytter	suojellaan	beskytte	suojella	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
beskytter	suojelu	beskytte	suojelu	V;IND;PRS;FIN;ACT	N;NOM;SG
beskytter	suojeleminen	beskytte	suojeleminen	V;IND;PRS;FIN;ACT	N;NOM;SG
beskytter	suojelija	beskytte	suojelija	V;IND;PRS;FIN;ACT	N;NOM;SG
springer	springer	springe	springer	V;IND;PRS;FIN;ACT	N;NOM;SG
springer	ratsu	springe	ratsu	V;IND;PRS;FIN;ACT	N;NOM;SG
springer	knight	springe	knight	V;IND;PRS;FIN;ACT	
springer	ritari	springe	ritari	V;IND;PRS;FIN;ACT	N;NOM;SG
springer	hyppy	springe	hyppy	V;IND;PRS;FIN;ACT	N;NOM;SG
springer	hyppääjä	springe	hyppääjä	V;IND;PRS;FIN;ACT	N;NOM;SG
butik	säilytä	butik	säilyttää	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
reddet	tallennetut	redde	tallentaa	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
oplysning	tiedot	oplysning	tieto	N;INDF;MASC+FEM;SG	N;NOM;PL
oplysning	tietoja	oplysning	tieto	N;INDF;MASC+FEM;SG	N;PRT;PL
tiger	tiger	tige	tiger	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
engageret	kihloihin	engagere	kihlo	V;INDF;SG;PST;V.PTCP	N;IN+ALL;PL
engageret	kihloissa	engagere	kihlo	V;INDF;SG;PST;V.PTCP	N;IN+ESS;PL
engageret	sitoutuneet	engagere	sitoutua	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
engageret	sidotut	engagere	sidottu	V;INDF;SG;PST;V.PTCP	N;NOM;PL
ballet	tanssiaiset	bal	tanssiainen	N;INDF;MASC+FEM;SG	N;NOM;PL
jagger	jagger	jagge	jagger	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
its	sen	itse	se		PRO;GEN;SG
silver	hopea	silve	hopea		N;NOM;SG
silver	hopeaa	silve	hopea		N;PRT;SG
silver	hopeinen	silve	hopeinen		ADJ;NOM;SG
silver	silver	silve	silver		
camp	leiri	camp	leiri		N;NOM;SG
camp	leirin	camp	leiri		N;GEN;SG
camp	camp	camp	camp		N;NOM;SG
camp	leirillä	camp	leiri		N;AT+ESS
;SG
frygtede	pelätään	frygte	pelätä	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;PASS
måle	mittaus	måle	mittaus	V;NFIN;ACT	N;NOM;SG
måle	mittaaminen	måle	mittaaminen	V;NFIN;ACT	N;NOM;SG
måle	mitta	måle	mitta	V;NFIN;ACT	N;NOM;SG
måle	toimenpide	måle	toimen#pide	V;NFIN;ACT	N;NOM;SG
måle	toimenpiteen	måle	toimen#pide	V;NFIN;ACT	N;GEN;SG
stige	tikkaita	stige	tikas	V;NFIN;ACT	N;PRT;PL
stige	tikkaat	stige	tikas	V;NFIN;ACT	N;NOM;PL
fremover	tulevaisuuden	fremover	tulevaisuus	ADV	N;GEN;SG
fremover	tuleva	fremover	tulla	ADV	ADJ;NOM;SG
fremover	tulevaisuus	fremover	tulevaisuus	ADV	N;NOM;SG
fremover	tulevaisuutta	fremover	tulevaisuus	ADV	N;PRT;SG
fremover	tulevaisuudessa	fremover	tulevaisuus	ADV	N;IN+ESS;SG
fremover	tulevaisuuteen	fremover	tulevaisuus	ADV	N;IN+ALL;SG
optagelser	materiaalia	optagelse	materiaali	N;INDF;MASC+FEM;PL	N;PRT;SG
litauiske	liettuan	litauisk	liettu	ADJ;PL	N;GEN;SG
litauiske	liettua	litauisk	liettua	ADJ;PL	N;NOM;SG
edinburgh	edinburghissa	edinburgh	edin#burgha	PROPN	N;IN+ESS;SG
edinburgh	edinburghin	edinburgh	edin#burkhi	PROPN	N;GEN;SG
georges	georges	george	georges	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;SG
svær	vakavat	svær	vakava	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
svær	vaikeat	svær	vaikea	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
enge	meadows	enge	meadows	N;INDF;MASC+FEM;SG	
bolivia	bolivian	bolivia	bolivia		N;GEN;SG
hjertet	heart	hjerte	heart	N;DEF;NEUT;SG	
jordskælv	maanjäristykset	jordskælv	maan#järistys	N;INDF;NEUT;SG	N;NOM;PL
astrid	astrid	astrid	astrid		N;NOM;SG
inspirerede	inspiroi	inspirere	inspiroida	V;PL;PST;V.PTCP	V;IND;SG;2;PRS;FIN;ACT
lyden	äänet	lyd	ääni	N;DEF;MASC+FEM;SG	N;NOM;PL
caspar	caspar	caspar	caspar		N;NOM;SG
baltiske	itämeri	baltisk	itämeri	ADJ;PL	N;NOM;SG
baltiske	baltian	baltisk	baltia	ADJ;PL	N;GEN;SG
baltiske	itämeren	baltisk	itä#meri	ADJ;PL	N;GEN;SG
hemmelighed	salaista	hemmelighed	salainen	N;INDF;MASC+FEM;SG	ADJ;PRT;SG
hemmelighed	salainen	hemmelighed	salainen	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
deep	syvälle	deep	syvä		ADJ;AT+ALL;SG
deep	syvällä	deep	syvä		ADJ;AT+ESS
;SG
deep	syvä	deep	syvä		ADJ;NOM;SG
deep	syvät	deep	syvä		ADJ;NOM;PL
deep	deep	deep	deep		
protest	protestoida	protest	protestoida	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
protest	vastalauseita	protest	vasta#lause	N;INDF;MASC+FEM;SG	N;PRT;PL
protest	mielenosoitukset	protest	mielen#osoitus	N;INDF;MASC+FEM;SG	N;NOM;PL
protest	mielenosoituksia	protest	mielen#osoitus	N;INDF;MASC+FEM;SG	N;PRT;PL
taiwan	taiwanin	taiwan	taiwan		N;GEN;SG
taiwan	taiwan	taiwan	taiwa		N;NOM;SG
taiwan	taiwanissa	taiwan	taiwan		N;IN+ESS;SG
simpel	yksinkertaiset	simpel	yksinkertainen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
full	täyden	full	täysi		ADJ;GEN;SG
full	täys	full	täys		INTJ
full	täydet	full	täysi		ADJ;NOM;PL
full	täysi	full	täysi		ADJ;NOM;SG
full	täynnä	full	täynnä		ADV
flertydig	täsmennyssivu	flertydig	täsmennys#sivu	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
opsat	innokas	opsætte	innokas	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
opsat	keen	opsætte	keen	V;INDF;SG;PST;V.PTCP	N;NOM;SG
forside	edessä	forside	edessä	V;IMP	ADV
forside	edestä	forside	edestä	V;IMP	ADV
forside	rintama	forside	rintama	V;IMP	N;NOM;SG
forside	etu	forside	etu	V;IMP	N;NOM;SG
costa	costa	costa	costa		PROPN;NOM;SG
udlejet	leasing	udleje	leasing	V;INDF;SG;PST;V.PTCP	N;NOM;SG
systematisk	järjestelmällistä	systematisk	järjestelmä	ADV	ADJ;PRT;SG
systematisk	järjestelmällinen	systematisk	järjestelmällinen	ADV	ADJ;NOM;SG
ungarsk	unkarilaiset	ungarsk	unkarilainen	ADJ;INDF;SG	N;NOM;PL
ungarsk	unkaria	ungarsk	unkari	ADJ;INDF;SG	N;PRT;SG
ungarsk	unkari	ungarsk	unkari	ADJ;INDF;SG	PROPN;NOM;SG
ungarsk	unkarin	ungarsk	unkari	ADJ;INDF;SG	N;GEN;SG
lovende	lupaavat	lovende	luvata	ADJ	V;IND;PL;3;PRS;FIN;ACT
haag	haagin	haag	haagi		N;GEN;SG
columbus	columbus	columbus	columbus		N;NOM;SG
slovenien	slovenia	slovenie	sloven	N;DEF;MASC+FEM;SG	N;NOM;PL
slovenien	slovenian	slovenie	slovenia	N;DEF;MASC+FEM;SG	N;GEN;PL
deling	jaetaan	deling	jakaa	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;PASS
deling	jakaa	deling	jakaa	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
deling	jaa	deling	jaa	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
konstrueret	suunnitellut	konstruere	suunnitella	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
warren	warrenin	warren	warren		PROPN;GEN;SG
warren	warren	warren	warren		PROPN;NOM;SG
mer	mer	mer	mer	N;INDF;MASC+FEM;SG	INTJ
monte	monte	monte	monte		PROPN;NOM;SG
rangers	rangers	range	rangers	N;GEN;INDF;MASC+FEM;PL	
maurice	maurice	maurice	maurice		N;NOM;SG
fernando	fernando	fernando	fernando		
romeo	romeo	romeo	romeo	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
creek	creekin	creek	creek		N;GEN;SG
creek	puro	creek	puro		N;NOM;SG
beskyttede	suojeltu	beskytte	suojella	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
beskyttede	suojattu	beskytte	suojata	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
beskyttede	suojellut	beskytte	suojella	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
bass	bass	bass	bass		
novgorod	novgorodin	novgorod	novgorod		N;GEN;SG
offer	uhraa	offer	uhra	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
offer	uhrata	offer	uhrata	N;INDF;NEUT;SG	V;SG;NFIN;ACT
brasiliansk	brasilian	brasiliansk	brasilia	ADJ;INDF;SG	N;GEN;SG
betalt	maksetut	betale	maksaa	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
malaysia	malesiassa	malaysia	malesia		N;IN+ESS;SG
malaysia	malesian	malaysia	malesia		N;GEN;SG
