और	és	और	és		CONJ
पूर्वजों	őseink	पूर्वज	őseink	N;ACC;MASC;PL;3	N;NOM;PL
पूर्वजों	ősök	पूर्वज	ősök	N;ACC;MASC;PL;3	N;NOM;PL
धोखा	csaló	धोखा	csaló	V;PFV;MASC;SG;V.PTCP;ACT	
धोखा	csalók	धोखा	csaló	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;PL
धोखा	csalás	धोखा	csalás	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;SG
धोखा	megcsalt	धोखा	megcsalt	V;PFV;MASC;SG;V.PTCP;ACT	
दाता	donor	दाता	donor		N;NOM;SG
दाता	adakozó	दाता	adakozó		ADJ;NOM;SG
किंग्स	királyok	किंग	király	PROPN;NOM;MASC;SG;3	N;NOM;PL
मुख्यधारा	mainstream	मुख्यधारा	mainstream	N;NOM;FEM;SG;3	N;ON+ALL;SG
हटाना	törlés	हटा	törlés	V;MASC;NFIN;ACT	
हटाना	eltávolítás	हटा	eltávolítás	V;MASC;NFIN;ACT	N;NOM;SG
हटाना	eltávolítása	हटा	eltávolítás	V;MASC;NFIN;ACT	N;NOM;SG
अर्जेंटीना	argentína	अर्जेंटीना	argentín	N;NOM;MASC;SG;3	
इंसान	emberi	इंसान	emberi	N;NOM;MASC;SG;3	
सूडान	szudáni	सूडान	szudáni	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
सूडान	szudán	सूडान	szuda	PROPN;NOM;MASC;SG;3	N;NOM;SG
स्पर्धा	versengő	स्पर्धा	versengő	N;NOM;FEM;SG;3	ADJ;NOM;SG
चालीस	negyven	चालीस	negyven	NUM	
अप्रत्यक्ष	közvetetten	अप्रत्यक्ष	közvetett	PROPN;NOM;MASC;SG;3	ADJ;FRML;SG
अप्रत्यक्ष	közvetett	अप्रत्यक्ष	közvetett	PROPN;NOM;MASC;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
अप्रत्यक्ष	közvetve	अप्रत्यक्ष	közvetve	PROPN;NOM;MASC;SG;3	ADV;V.CVB
अप्रत्यक्ष	implicit	अप्रत्यक्ष	implicit	PROPN;NOM;MASC;SG;3	
अप्रत्यक्ष	ferde	अप्रत्यक्ष	ferde	PROPN;NOM;MASC;SG;3	
मंत्रियों	miniszterek	मंत्री	miniszter	N;ACC;MASC;PL;3	N;NOM;PL
एयरलाइन्स	airbus	एयरलाइन	airbus	N;NOM;FEM;PL;3	N;NOM;SG
दंत	fogorvos	दंत	fogorvos		N;NOM;SG
दंत	fogászati	दंत	fogászati		N;NOM;SG
दंत	fogorvosi	दंत	fogorvosi		N;NOM;SG
सौदा	egyezség	सौदा	egyezség	N;NOM;MASC;SG;3	
सौदा	alku	सौदा	alku	N;NOM;MASC;SG;3	
विजेताओं	győztesek	विजेता	győztes	N;ACC;MASC;PL;3	N;NOM;PL
विजेताओं	nyertesek	विजेता	nyertes	N;ACC;MASC;PL;3	N;NOM;PL
बुधवार	szerdán	बुधवार	szerda	PROPN;NOM;MASC;SG;3	N;ON+ESS;SG
बुधवार	szerda	बुधवार	szerda	PROPN;NOM;MASC;SG;3	
पीस	őrlés	पीस	őrlés		N;NOM;SG
पीस	darabja	पीस	darab		N;NOM;SG
प्रतियां	másolatot	प्रति	másolat	N;NOM;FEM;PL;3	N;ACC;SG
कार्यकर्ताओं	dolgozók	कार्यकर्ता	dolgozó	N;ACC;MASC;PL;3	N;NOM;PL
कार्यकर्ताओं	munkavállalók	कार्यकर्ता	munkavállaló	N;ACC;MASC;PL;3	N;NOM;PL
कार्यकर्ताओं	munkások	कार्यकर्ता	munkás	N;ACC;MASC;PL;3	N;NOM;PL
कार्यकर्ताओं	aktivisták	कार्यकर्ता	aktivista	N;ACC;MASC;PL;3	N;NOM;PL
प्रदत्त	ruházott	प्रदत्त	ruház		V;INDF;IND;SG;3;PST;FIN;ACT
सीमाएँ	határokat	सीमा	határ	N;NOM;FEM;PL;3	N;ACC;PL
सीमाएँ	határokon	सीमा	határ	N;NOM;FEM;PL;3	N;ON+ESS;PL
समाजों	társadalmak	समाज	társadalom	N;ACC;MASC;PL;3	N;NOM;PL
इथियोपिया	etiópia	इथियोपिया	etiópia	PROPN;NOM;MASC;SG;3	
मालिकों	tulajdonosok	मालिक	tulajdonos	N;ACC;MASC;PL;3	N;NOM;PL
मालिकों	tulajdonosai	मालिक	tulajdonos	N;ACC;MASC;PL;3	N;NOM;PL
स्थानिक	térbeli	स्थानिक	térbeli	N;NOM;MASC;SG;3	ADJ;NOM;SG
अधिकांशतः	főleg	अधिकांशतः	főleg	ADV	
अधिकांशतः	főként	अधिकांशतः	főként	ADV	
अधिकांशतः	többnyire	अधिकांशतः	többnyir	ADV	
हीरा	gyémánt	हीरा	gyémánt	PROPN;NOM;MASC;SG;3	N;NOM;SG
हीरा	diamond	हीरा	diamond	PROPN;NOM;MASC;SG;3	
किनारों	szélek	किनारा	szél	N;ACC;MASC;PL;3	N;NOM;PL
संध्या	eve	संध्या	eve	N;NOM;FEM;SG;3	
संध्या	este	संध्या	este	N;NOM;FEM;SG;3	ADV
संध्या	estét	संध्या	est	N;NOM;FEM;SG;3	N;ACC;SG
संध्या	alkonyatkor	संध्या	alkonyatkor	N;NOM;FEM;SG;3	
बेकार	szívás	बेकार	szívás		N;NOM;SG
मिशेल	michelle	मिशेल	michelle	PROPN;NOM;FEM;SG;3	N;NOM;SG
मिशेल	michele	मिशेल	michele	PROPN;NOM;FEM;SG;3	
मिशेल	mitchell	मिशेल	mitchell	PROPN;NOM;FEM;SG;3	
अनिश्चित	bizonytalan	अनिश्चित	bizonytalan	PROPN;NOM;SG;3	
अनिश्चित	bizonytalan	अनिश्चित	bizonytalan	PROPN;NOM;SG;3	
मोटा	sűrű	मोटा	sűrű	ADJ;NOM;MASC;SG	
मोटा	vastag	मोटा	vastag	ADJ;NOM;MASC;SG	
मोटा	zsír	मोटा	zsír	ADJ;NOM;MASC;SG	N;NOM;SG
मोटा	zsírok	मोटा	zsír	ADJ;NOM;MASC;SG	N;NOM;PL
मोटा	fat	मोटा	fat	ADJ;NOM;MASC;SG	
मोटा	kövér	मोटा	kövér	ADJ;NOM;MASC;SG	
अंकन	jelölés	अंकन	jelölés		N;NOM;SG
वरदान	áldást	वरदान	áldás	N;NOM;MASC;SG;3	N;ACC;SG
वरदान	boon	वरदान	boon	N;NOM;MASC;SG;3	
सलमान	salman	सलमान	salman	PROPN;NOM;MASC;SG;3	
आर्यों	árja	आर्य	ár	N;ACC;MASC;PL;3	N;NOM;SG
फ्रेडरिक	friedrich	फ्रेडरिक	friedrich	PROPN;NOM;MASC;SG;3	
फ्रेडरिक	frederick	फ्रेडरिक	frederick	PROPN;NOM;MASC;SG;3	
प्लग	dugót	प्लग	dugó	N;NOM;MASC;SG;3	N;ACC;SG
संग्रहण	gyűjtemények	संग्रहण	gyűjtemény	N;NOM;MASC;SG;3	N;NOM;PL
संग्रहण	tároló	संग्रहण	tároló	N;NOM;MASC;SG;3	ADJ;NOM;SG
अंतर्निहित	rejlő	अंतर्निहित	rejlő	ADJ	
काबुल	kabul	काबुल	kabul	PROPN;NOM;MASC;SG;3	
आलोचनात्मक	kritikus	आलोचनात्मक	kritikus	ADJ;NOM	
प्रतिस्पर्धी	versenytársak	प्रतिस्पर्धी	versenytárs	N;NOM;MASC;SG;3	N;NOM;PL
प्रतिस्पर्धी	versenytársai	प्रतिस्पर्धी	versenytárs	N;NOM;MASC;SG;3	N;NOM;PL
प्रतिस्पर्धी	versenyzők	प्रतिस्पर्धी	versenyző	N;NOM;MASC;SG;3	N;NOM;PL
प्रतिस्पर्धी	versenyképes	प्रतिस्पर्धी	versenyképes	N;NOM;MASC;SG;3	
प्रतिस्पर्धी	versengő	प्रतिस्पर्धी	versengő	N;NOM;MASC;SG;3	ADJ;NOM;SG
आयरन	vas	आयरन	vas	N;NOM;MASC;SG;3	
आयरन	vasat	आयरन	vasat	N;NOM;MASC;SG;3	N;ACC;SG
कार्यालयों	hivatalok	कार्यालय	hivatal	N;ACC;MASC;PL;3	N;NOM;PL
कार्यालयों	irodák	कार्यालय	iroda	N;ACC;MASC;PL;3	N;NOM;PL
स्टाफ	alkalmazottak	स्टाफ	alkalmazott	N;NOM;MASC;SG;3	N;NOM;PL
स्टाफ	munkatársak	स्टाफ	munkatárs	N;NOM;MASC;SG;3	N;NOM;PL
डाई	festék	डाई	festék		N;NOM;SG
आंदोलनों	mozgását	आंदोलन	mozgás	N;ACC;MASC;PL;3	N;ACC;SG
देखिये	óra	देखिया	óra	V;IND;SG;3;FIN;ACT	N;NOM;SG
देखिये	vigyázz	देखिया	vigyázz	V;IND;SG;3;FIN;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
रूढ़िवादी	konzervatívok	रूढ़िवादी	konzervatív	N;NOM;MASC;SG;3	N;NOM;PL
रूढ़िवादी	konzervatív	रूढ़िवादी	konzervatív	N;NOM;MASC;SG;3	
फोर्ट	erőd	फोर्ट	erőd	PROPN;NOM;MASC;SG;3	N;NOM;SG
फोर्ट	fort	फोर्ट	for	PROPN;NOM;MASC;SG;3	
अनुपालन	megfelelés	अनुपालन	megfelelés	N;NOM;MASC;SG;3	
हफ्ते	héten	हफ्ता	hét	N;NOM;MASC;SG;3	N;ON+ESS;SG
हफ्ते	hetekig	हफ्ता	het	N;NOM;MASC;SG;3	N;PL
प्रतिज्ञा	jelölt	प्रतिज्ञा	jelöl	N;NOM;FEM;SG;3	
चैंपियंस	bajnokok	चैंपियंस	bajnok	N;NOM;MASC;SG;3	N;NOM;PL
मुद्रित	nyomtatott	मुद्रित	nyomtatott	N;NOM;MASC;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
मुद्रित	nyomott	मुद्रित	nyomott	N;NOM;MASC;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
अभिनव	innovatív	अभिनव	innovatív	PROPN;NOM;MASC;SG;3	
कनेक्शन	kapcsolatai	कनेक्शन	kapcsolat	N;NOM;MASC;SG;3	N;NOM;PL
कनेक्शन	kapcsolatok	कनेक्शन	kapcsolat	N;NOM;MASC;SG;3	N;NOM;PL
अरस्तू	arisztotelész	अरस्तू	arisztotelész	PROPN;NOM;MASC;SG;3	N;NOM;SG
बिली	billy	बिली	billy	PROPN;NOM;MASC;SG;3	
बिली	billie	बिली	billie	PROPN;NOM;MASC;SG;3	N;NOM;SG
खाया	megették	खा	meg+esz	V;PFV;MASC;SG;V.PTCP;ACT	V;DEF;IND;PL;3;PST;FIN;ACT
बार्सिलोना	barcelonában	बार्सिलोना	barcelon	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
बार्सिलोना	barcelonai	बार्सिलोना	barcelonai	PROPN;NOM;MASC;SG;3	V;DEF;IND;PL;3;PRS;FIN;ACT
बार्सिलोना	barcelona	बार्सिलोना	barcelona	PROPN;NOM;MASC;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
अग्रिम	előleg	अग्रिम	előleg	ADJ	N;NOM;SG
अग्रिम	előre	अग्रिम	előre	ADJ	
अग्रिम	frontvonal	अग्रिम	frontvonal	ADJ	N;NOM;SG
अग्रिम	előleg	अग्रिम	előleg	ADJ	N;NOM;SG
अस्त्र	astra	अस्त्र	ast	N;NOM;MASC;SG;3	
अब्राहम	ábrahám	अब्राहम	ábrahám	PROPN;NOM;MASC;SG;3	N;NOM;SG
अब्राहम	abraham	अब्राहम	abraha	PROPN;NOM;MASC;SG;3	
जुड़वां	iker	जुड़वां	iker	N;NOM;MASC;SG;3	
जुड़वां	ikrek	जुड़वां	ik	N;NOM;MASC;SG;3	N;NOM;PL
प्रिक्स	prix	प्रिक्स	prix	N;NOM;MASC;SG;3	
गोल्फ	golf	गोल्फ	golf	PROPN;NOM;MASC;SG;3	
विडियो	videót	विडियो	videó	N;NOM;MASC;SG;3	N;ACC;SG
गोले	feles	गोला	feles	N;NOM;MASC;PL;3	
गोले	lövés	गोला	lövés	N;NOM;MASC;PL;3	N;NOM;SG
गोले	kagylókat	गोला	kagyló	N;NOM;MASC;PL;3	N;ACC;PL
हज़ारों	ezrek	हज़ार	ezer	N;ACC;MASC;PL;3	N;NOM;PL
हज़ारों	ezer	हज़ार	ezer	N;ACC;MASC;PL;3	NUM;NOM;SG
बाधित	megszakította	बाधित	meg+szakít	ADJ	V;DEF;IND;SG;3;PST;FIN;ACT
हिप	csípő	हिप	csípő		N;NOM;SG
मंजिल	storey	मंजिल	storey	N;NOM;FEM;SG;3	
कीमतों	árak	कीमत	ár	N;ACC;FEM;PL;3	N;NOM;PL
दुरुपयोग	visszaélések	दुरुपयोग	visszaélés	N;NOM;MASC;SG;3	N;NOM;PL
परमाणुओं	kezdetleges	परमाणु	kezdetleges	N;ACC;MASC;PL;3	
लेक	lech	लेक	lech	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
मिल्वौकी	milwaukee	मिल्वौकी	milpa	PROPN;NOM;MASC;SG;3	
कंधे	vállán	कंधे	vállán	N;NOM;MASC;PL;3	N;ON+ESS;SG
कंधे	válla	कंधे	válla	N;NOM;MASC;PL;3	N;NOM;SG
कंधे	váll	कंधे	váll	N;NOM;MASC;PL;3	N;NOM;SG
मज़बूत	erős	मज़बूत	erős	CONJ	
मज़बूत	erősek	मज़बूत	erős	CONJ	N;NOM;PL
कंट्रोल	vezérlő	कंट्रोल	vezérlő	N;NOM;MASC;SG;3	ADJ;NOM;SG
कंट्रोल	ellenőrzési	कंट्रोल	ellenőrzési	N;NOM;MASC;SG;3	ADJ;NOM;SG
थीम	témák	थीम	téma		N;NOM;PL
थीम	téma	थीम	téma		N;NOM;SG
पाउडर	port	पाउडर	por	N;NOM;MASC;SG;3	
शेखर	shekhar	शेखर	shekhar	PROPN;NOM;MASC;SG;3	
कीर्ति	hírnév	कीर्ति	hírnév	PROPN;NOM;MASC;SG;3	N;NOM;SG
मिलाने	milánó	मिला	milánó	V;NFIN;ACT	N;NOM;SG
मिलाने	milan	मिला	milan	V;NFIN;ACT	
मिलाने	milánói	मिला	milánó	V;NFIN;ACT	
जेन	jane	जेन	jane	PROPN;NOM;MASC;SG;3	
जेन	jen	जेन	jen	PROPN;NOM;MASC;SG;3	
अरबों	milliárd	अरब	milliárd	N;ACC;MASC;PL;3	NUM;NOM;SG
कहां	hol	कहाँ	hol		ADV
कहां	ahol	कहाँ	ahol		ADV
आतंरिक	belső	आतंरिक	belső	N;NOM;MASC;SG;3	
कैथरीन	katherine	कैथरीन	katherine	PROPN;NOM;FEM;SG;3	N;NOM;SG
कैथरीन	katalin	कैथरीन	katalin	PROPN;NOM;FEM;SG;3	N;NOM;SG
कैथरीन	catherine	कैथरीन	catherine	PROPN;NOM;FEM;SG;3	N;NOM;SG
करन	karan	करन	karan	PROPN;NOM;MASC;SG;3	
पत्ती	patti	पत्ती	patti	N;NOM;FEM;SG;3	
हस्तांतरण	átviteli	हस्तांतरण	átviteli	N;NOM;MASC;SG;3	ADJ;NOM;SG
हस्तांतरण	áthelyezés	हस्तांतरण	áthelyezés	N;NOM;MASC;SG;3	
हस्तांतरण	közlekedési	हस्तांतरण	közlekedési	N;NOM;MASC;SG;3	ADJ;NOM;SG
टकराव	clash	टकराव	clash	N;NOM;MASC;SG;3	
निकाली	kivont	निकाल	kivont	V;PFV;FEM;SG;V.PTCP;ACT	
घोड़ा	lovas	घोड़ा	lovas	N;NOM;MASC;SG;3	
ख़राब	bad	ख़राब	bad	PROPN;NOM;MASC;SG;3	
ख़राब	rosz	ख़राब	rosz	PROPN;NOM;MASC;SG;3	
ख़राब	rossz	ख़राब	rossz	PROPN;NOM;MASC;SG;3	
प्रतिबिंबित	tükrözze	प्रतिबिंबित	tükröz	ADJ	V;DEF;IMP;SG;3;PRS;FIN;ACT
प्रतिबिंबित	tükrözik	प्रतिबिंबित	tükrözik	ADJ	V;DEF;IND;PL;3;PRS;FIN;ACT
कार्बोहाइड्रेट	szénhidrát	कार्बोहाइड्रेट	szénhidor	N;NOM;MASC;SG;3	N;ACC;SG
कार्बोहाइड्रेट	szénhidrátok	कार्बोहाइड्रेट	szénhidrát	N;NOM;MASC;SG;3	N;NOM;PL
पतले	vékony	पतला	vékony	ADJ;NOM;MASC;PL	
पतले	vézna	पतला	véz	ADJ;NOM;MASC;PL	
पतले	sovány	पतला	sovány	ADJ;NOM;MASC;PL	
विशिष्टता	spec	विशिष्टता	spec	N;NOM;FEM;SG;3	
गैलेक्सी	galaxy	गैलेक्सी	galaxy	N;NOM;MASC;SG;3	
वरीयता	előnyben	वरीयता	előny	N;NOM;FEM;SG;3	N;IN+ESS;SG
वरीयता	előnyben	वरीयता	előny	N;NOM;FEM;SG;3	N;IN+ESS;SG
गुहा	üreg	गुहा	üreg		N;NOM;SG
आगम	agáma	आगम	agám	N;NOM;MASC;SG;3	
पहलवान	birkózók	पहलवान	birkózó	N;NOM;MASC;SG;3	N;NOM;PL
रैंक	rang	रैंक	rang		N;NOM;SG
रैंक	rangja	रैंक	rang		N;NOM;SG
अपूर्ण	tökéletlen	अपूर्ण	tökéletlen	N;NOM;MASC;SG;3	
अपूर्ण	hiányos	अपूर्ण	hiányos	N;NOM;MASC;SG;3	ADJ;NOM;SG
अपूर्ण	befejezetlen	अपूर्ण	befejezetlen	N;NOM;MASC;SG;3	
डेल	dale	डेल	dale	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
डेल	del	डेल	del	PROPN;NOM;MASC;SG;3	
डेल	dell	डेल	dell	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
दूरदर्शी	körültekintő	दूरदर्शी	körültekintő	N;NOM;MASC;SG;3	ADJ;NOM;PL
शुक्राणु	spermát	शुक्राणु	sperma	N;NOM;MASC;SG;3	N;ACC;SG
लीवर	kart	लीवर	kar	N;NOM;MASC;SG;3	
उन्मुख	orientált	उन्मुख	orientált		V;INDF;IND;SG;3;PST;FIN;ACT
अनुकूलित	testre	अनुकूलित	test	ADJ	
अनुकूलित	optimalizált	अनुकूलित	optimalizált	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
अनुकूलित	egyedi	अनुकूलित	egyedi	ADJ	
अनुकूलित	egyéni	अनुकूलित	egyéni	ADJ	
भेड़	bárány	भेड़	bárány	N;NOM;MASC;SG;3	
भेड़	birkák	भेड़	birka	N;NOM;MASC;SG;3	
भेड़	juhok	भेड़	juhok	N;NOM;MASC;SG;3	N;NOM;PL
भेड़	birka	भेड़	birka	N;NOM;MASC;SG;3	
इकाइयाँ	egység	इकाई	egység	N;NOM;FEM;PL;3	N;NOM;SG
फांसी	akasztófa	फाँसी	akasztófa	N;NOM;FEM;SG;3	
फांसी	lóg	फाँसी	lóg	N;NOM;FEM;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
सस्ते	olcsó	सस्ता	olcsó	ADJ;NOM;MASC;PL	
सक्रियता	tevékenységek	सक्रियता	tevékenység	N;NOM;FEM;SG;3	N;NOM;PL
प्रयोगात्मक	kísérleti	प्रयोगात्मक	kísérleti	N;NOM;MASC;SG;3	
निवेशक	befektetők	निवेशक	befektető	N;NOM;MASC;SG;3	N;NOM;PL
निवेशक	befektetői	निवेशक	befektetői	N;NOM;MASC;SG;3	N;NOM;PL
विनियमन	előírás	विनियमन	előírás	N;NOM;MASC;SG;3	
विनियमन	rendelet	विनियमन	rendelet	N;NOM;MASC;SG;3	
ऐनी	anne	ऐना	az	PROPN;NOM;FEM;SG;3	
बेला	bella	बेला	bella	PROPN;NOM;FEM;SG;3	
निकालना	eltávolítása	निकाल	eltávolítás	V;MASC;NFIN;ACT	N;NOM;SG
फेंक	visszavágás	फेंक	visszavágás	V;ACT	N;NOM;SG
नॉर्वे	norvégia	नॉर्वे	norvégia	PROPN;NOM;MASC;SG;3	N;NOM;SG
सालाना	éves	सालाना	éves	ADP	ADJ;NOM;SG
सालाना	évente	सालाना	éven	ADP	N;ON+ESS;SG
कलम	pen	कलम	pen		PROPN;NOM;SG
कलम	tollat	कलम	tollat		N;ACC;SG
कलम	toll	कलम	toll		N;NOM;SG
चूर्ण	salak	चूर्ण	salak	N;NOM;MASC;SG;3	
चूर्ण	port	चूर्ण	por	N;NOM;MASC;SG;3	
टोरंटो	toronto	टोरंटो	toronto	PROPN;NOM;MASC;SG;3	N;NOM;SG
जॉर्जिया	grúzia	जॉर्जिया	grúzia	PROPN;NOM;MASC;SG;3	
जॉर्जिया	georgia	जॉर्जिया	georgia	PROPN;NOM;MASC;SG;3	
बसें	autóbusz	बस	autóbusz	N;NOM;FEM;PL;3	N;NOM;SG
मरे	murray	मर	murray	V;PFV;MASC;SG;V.PTCP;ACT	
अपलोड	feltöltött	अपलोड	feltöltött	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
अपलोड	feltöltések	अपलोड	fel+töltés	ADJ	N;NOM;PL
अपलोड	feltöltés	अपलोड	feltöltés	ADJ	N;NOM;SG
अपलोड	feltöltése	अपलोड	feltöltés	ADJ	N;NOM;SG
अजीब	fura	अजीब	fura	ADP	
अजीब	furcsa	अजीब	furcsa	ADP	
अजीब	különös	अजीब	különös	ADP	
अजीब	furcsa	अजीब	furcsa	ADP	
अजीब	kínos	अजीब	kínos	ADP	
अजीब	kellemetlen	अजीब	kellemetlen	ADP	
ओबामा	obama	ओबामा	obam	PROPN;NOM;MASC;SG;3	
शॉन	shaun	शॉन	shaun	PROPN;NOM;MASC;SG;3	
शॉन	sean	शॉन	sean	PROPN;NOM;MASC;SG;3	
अल्बर्ट	albert	अल्बर्ट	albert	PROPN;NOM;MASC;SG;3	
ख़ैबर	khyber	ख़ैबर	khyber	PROPN;NOM;MASC;SG;3	
आन्तरिक	belső	आन्तरिक	belső	ADJ;NOM	
वेगास	vegas	वेगास	vegas	PROPN;NOM;MASC;SG;3	
वेगास	vegasban	वेगास	vegas	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
वेगास	vegasi	वेगास	vegasi	PROPN;NOM;MASC;SG;3	
सघन	sűrített	सघन	sűrített		V;INDF;IND;SG;3;PST;FIN;ACT
चौदह	tizennégy	चौदह	tizennégy	NUM	
प्लाज्मा	plazma	प्लाज्मा	plazma	N;NOM;MASC;SG;3	
छपाई	ujjlenyomat	छपाई	ujjlenyom	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;SG
छपाई	nyomtatás	छपाई	nyomtatás	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;SG
छपाई	nyomda	छपाई	nyomda	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;SG
छपाई	nyomtatás	छपाई	nyomtatás	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;SG
सर्दी	hidegen	सर्दी	hideg	N;NOM;FEM;SG;3	N;ON+ESS;SG
सर्दी	hideg	सर्दी	hideg	N;NOM;FEM;SG;3	
