oli	avea	olla	avea	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
murphy	murphy	murphy	murphy	N;NOM;SG	PROPN
saapuvat	sosiri	saapua	sosire	V;IND;PL;3;PRS;FIN;ACT	N;INDF;FEM;PL
xii	xii	xii	xie	ADJ	
uutisia	stiri	uutinen	stire	N;PRT;PL	
uutisia	noutati	uutinen	noutat	N;PRT;PL	
hetki	momentul	hetki	moment	N;NOM;SG	N;DEF;MASC;SG
kriteerit	criteriu	kriteeri	criteriu	N;NOM;PL	N;INDF;MASC;SG
kriteerit	criteriile	kriteeri	criteriu	N;NOM;PL	N;DEF;FEM;PL
joey	joey	joey	joey	PROPN;NOM;SG	PROPN
menetelmiä	metodele	menetelmä	metodă	N;PRT;PL	N;DEF;FEM;PL
watson	watson	watso	watson		PROPN
lopputulos	rezultatul	loppu#tulos	rezultat	N;NOM;SG	N;DEF;MASC;SG
paloi	arsă	palaa	arde	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
diamond	diamantul	diamond	diamant	N;NOM;SG	N;DEF;MASC;SG
komission	comisiei	komissio	comisie	N;GEN;SG	N;DEF;FEM;SG
komission	comisia	komissio	comisie	N;GEN;SG	N;DEF;FEM;SG
komission	comisie	komissio	comisie	N;GEN;SG	N;INDF;FEM;SG
siirtyminen	tranziție	siirtyminen	tranziție	N;NOM;SG	N;INDF;FEM;SG
siirtyminen	tranziția	siirtyminen	tranziție	N;NOM;SG	N;DEF;FEM;SG
siirtyminen	migrare	siirtyminen	migrare	N;NOM;SG	N;INDF;FEM;SG
siirtyminen	migrație	siirtyminen	migrație	N;NOM;SG	N;INDF;FEM;SG
siirtyminen	migrarea	siirtyminen	migrare	N;NOM;SG	N;DEF;FEM;SG
skotlannissa	scoţia	skotlanti	scoţia	N;IN+ESS;SG	N;DEF;FEM;SG
skotlannissa	scotia	skotlanti	scotie	N;IN+ESS;SG	N;DEF;FEM;SG
skotlannissa	scoția	skotlanti	scoție	N;IN+ESS;SG	N;DEF;FEM;SG
skotlanti	scoţia	skotlanti	scoţia	N;NOM;SG	N;DEF;FEM;SG
skotlanti	scotia	skotlanti	scotie	N;NOM;SG	N;DEF;FEM;SG
skotlanti	scoția	skotlanti	scoție	N;NOM;SG	N;DEF;FEM;SG
sähkön	electricitatea	sähkö	electricitate	N;GEN;SG	N;DEF;FEM;SG
sähkön	electricitate	sähkö	electricitate	N;GEN;SG	N;INDF;FEM;SG
kiellettyä	interzis	kieltää	interzice	V;PRT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
kiellettyä	interzisă	kieltää	interzice	V;PRT;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
kiellettyä	interzis	kieltää	interzice	V;PRT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
kiellettyä	interzisă	kieltää	interzice	V;PRT;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
tähtiä	stars	tähti	stars	N;PRT;PL	N;INDF;MASC;SG
tähtiä	stelele	tähti	stea	N;PRT;PL	N;DEF;FEM;PL
netissä	online	netti	online	N;IN+ESS;SG	ADJ
ninja	ninja	ninja	ninjă	N;NOM;SG	
talot	casele	talo	casă	N;NOM;PL	N;DEF;FEM;PL
oireet	simptomele	oire	simptom	N;NOM;PL	N;DEF;FEM;PL
munia	oua	muna	ou	N;PRT;PL	N;DEF;FEM;PL
munia	ouăle	muna	ou	N;PRT;PL	N;DEF;FEM;PL
lincoln	lincoln	lincoln	lincoln	N;NOM;SG	PROPN
caroline	caroline	caroline	carolină	N;NOM;SG	N;INDF;FEM;PL
stan	stan	stan	stan	PROPN;NOM;SG	PROPN
vedet	apele	vesi	apă	N;NOM;PL	N;DEF;FEM;PL
vedet	apelor	vesi	apă	N;NOM;PL	N;DEF;FEM;PL
vedet	waters	vesi	waters	N;NOM;PL	PROPN
jaksoista	episoadele	jakso	episod	N;IN+ABL;PL	N;DEF;FEM;PL
ampua	fotografiere	ampua	fotografier	V;SG;NFIN;ACT	N;INDF;FEM;SG
stalin	stalin	stali	stalin	N;NOM;SG	PROPN
kazakstanin	kazah	kazaksta	kazah	N;GEN;SG	N;DEF;MASC;SG
kazakstanin	kazahstan	kazaksta	kazahstan	N;GEN;SG	PROPN
tuhatta	mii	tuhat	mie	NUM;PRT;SG	NUM;INDF;FEM;PL
kuulua	aparțin	kuulua	aparține	V;SG;NFIN;ACT	V;IND;PL;3;PRS;FIN
purettu	demontat	purkaa	demonta	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
purettu	aterizat	purkaa	ateriza	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
purettu	debarcat	purkaa	debarca	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
purettu	demolat	purkaa	demolat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
gallen	gallen	galle	gallen	V;IND;SG;1;PRS;FIN;ACT	PROPN
suun	gură	suu	gură	N;GEN;SG	N;INDF;FEM;SG
suun	gura	suu	gură	N;GEN;SG	N;DEF;FEM;SG
suun	gurii	suu	gură	N;GEN;SG	N;DEF;FEM;SG
aarre	prețios	aarre	prețios	N;NOM;SG	ADJ;INDF;MASC;SG
aarre	pretios	aarre	pretios	N;NOM;SG	ADJ;INDF;MASC;SG
aarre	prețioase	aarre	prețios	N;NOM;SG	ADJ;INDF;FEM;PL
aarre	comoară	aarre	comoară	N;NOM;SG	N;INDF;FEM;SG
aarre	comoara	aarre	comoară	N;NOM;SG	N;DEF;FEM;SG
aarre	comori	aarre	comori	N;NOM;SG	N;INDF;FEM;PL
posti	posta	posti	postă	N;NOM;SG	N;DEF;FEM;SG
posti	poștă	posti	poștă	N;NOM;SG	N;INDF;FEM;SG
kiinnostus	dobânzi	kiinnostus	dobândă	N;NOM;SG	N;INDF;FEM;PL
kiinnostus	interese	kiinnostus	interes	N;NOM;SG	N;INDF;FEM;PL
kiinnostus	dobânda	kiinnostus	dobândă	N;NOM;SG	N;DEF;FEM;SG
kiinnostus	dobândă	kiinnostus	dobândă	N;NOM;SG	N;INDF;FEM;SG
kiinnostus	interesul	kiinnostus	interes	N;NOM;SG	N;DEF;MASC;SG
veto	tracțiune	veto	tracțiune	N;NOM;SG	N;INDF;FEM;SG
veto	tractiune	veto	tractiune	N;NOM;SG	N;INDF;FEM;SG
veto	pariază	veto	paria	N;NOM;SG	V;IND;3;PRS;FIN
serkku	vărul	serkku	văr	N;NOM;SG	N;DEF;MASC;SG
serkku	vere	serkku	vere	N;NOM;SG	
serkku	vere	serkku	vere	N;NOM;SG	
konferenssin	conferința	konferenssi	conferință	N;GEN;SG	N;DEF;FEM;SG
konferenssin	conferinta	konferenssi	conferinta	N;GEN;SG	N;DEF;FEM;SG
konferenssin	conferință	konferenssi	conferință	N;GEN;SG	N;INDF;FEM;SG
konferenssin	conferinţa	konferenssi	conferinga	N;GEN;SG	N;DEF;FEM;SG
kalastus	pescuitul	kalastus	pescuit	N;NOM;SG	N;DEF;MASC;SG
kalastus	pescuiesc	kalastus	pescui	N;NOM;SG	V;IND;PL;3;PRS;FIN
kalastus	pescuitul	kalastus	pescuit	N;NOM;SG	N;DEF;MASC;SG
derek	derek	derek	dereke	PROPN;NOM;SG	PROPN
käyttäytyminen	comportamentul	käyttäytyminen	comportament	N;NOM;SG	N;DEF;MASC;SG
käyttäytyminen	purtare	käyttäytyminen	purtare	N;NOM;SG	N;INDF;FEM;SG
käyttäytyminen	comportamentul	käyttäytyminen	comportament	N;NOM;SG	N;DEF;MASC;SG
tukikohta	baza	tuki#kohta	bază	N;NOM;SG	N;DEF;FEM;SG
tukikohta	bază	tuki#kohta	bază	N;NOM;SG	N;INDF;FEM;SG
rainbow	rainbow	rainbow	rainbow		N;INDF;MASC;SG
rainbow	curcubeu	rainbow	curcubeu		N;INDF;MASC;SG
rainbow	curcubeul	rainbow	curcubeu		N;DEF;MASC;SG
kapinalliset	rebelilor	kapinallinen	rebel	ADJ;NOM;PL	N;DEF;MASC;PL
kapinalliset	rebelii	kapinallinen	rebel	ADJ;NOM;PL	N;DEF;MASC;PL
kapinalliset	rebeli	kapinallinen	rebel	ADJ;NOM;PL	N;INDF;MASC;PL
knight	knight	knight	knight		PROPN
knight	cavaler	knight	cavaler		N;INDF;MASC;SG
knight	cavalerul	knight	cavaler		N;DEF;MASC;SG
reed	trestie	reed	trestie	PROPN;NOM;SG	N;INDF;FEM;SG
reed	reed	reed	reede	PROPN;NOM;SG	PROPN
amsterdam	amsterdam	amsterdam	amsterda		PROPN
hieno	nice	hieno	nice	ADJ;NOM;SG	
josh	josh	josh	josh	PROPN;NOM;SG	PROPN
tanssin	dansez	tanssi	dansez	N;GEN;SG	
tanssin	dansul	tanssi	dans	N;GEN;SG	N;DEF;MASC;SG
tanssin	dansând	tanssi	dansa	N;GEN;SG	V;V.MSDR
ajattelun	gândire	ajattelu	gândire	N;GEN;SG	N;INDF;FEM;SG
ajattelun	gândirea	ajattelu	gândire	N;GEN;SG	N;DEF;FEM;SG
ajattelun	gândind	ajattelu	gândi	N;GEN;SG	V;V.MSDR
murhattiin	ucis	murhata	ucis	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
murhattiin	ucisă	murhata	ucide	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
murhattiin	omorât	murhata	omorât	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
esittäjä	artistă	esittäjä	artistă	N;NOM;SG	N;INDF;FEM;SG
esittäjä	artista	esittäjä	artista	N;NOM;SG	N;DEF;FEM;SG
esittäjä	artistul	esittäjä	artist	N;NOM;SG	N;DEF;MASC;SG
esittäjä	autorul	esittäjä	autor	N;NOM;SG	N;DEF;MASC;SG
wsop	wsop	wsop	wsop	PROPN;NOM;SG	N;INDF;MASC;SG
nord	nord	nord	nord	PROPN;NOM;SG	N;INDF;MASC;SG
molempia	amandoua	molemmat	amandoi	PRO;PRT;PL	
molempia	amândoi	molemmat	amândoi	PRO;PRT;PL	NUM;MASC;PL
molempia	ambele	molemmat	ambii	PRO;PRT;PL	NUM;FEM;PL
molempia	amândouă	molemmat	amândoi	PRO;PRT;PL	NUM;FEM;PL
wang	wang	wang	wang	PROPN;NOM;SG	PROPN
niklas	niklas	nika	niklas	N;NOM;SG	PROPN
taaksepäin	inapoi	taaksepäin	inapoi	ADV	
taaksepäin	back	taaksepäin	back	ADV	
taaksepäin	spate	taaksepäin	spate	ADV	N;INDF;MASC;SG
nancy	nancy	nancy	nancy	PROPN;NOM;SG	PROPN
valitut	alese	valita	ales	V;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;PL
valitut	aleasă	valita	ales	V;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
valitut	ales	valita	ales	V;NOM;PL;V.PTCP;PASS	ADV
valitut	selectate	valita	selecta	V;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;PL
valitut	selectată	valita	selecta	V;NOM;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
valitut	selectat	valita	selectat	V;NOM;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
muotokuva	portretul	muoto#kuva	portret	N;NOM;SG	N;DEF;MASC;SG
riski	riscul	riski	risc	N;NOM;SG	N;DEF;MASC;SG
riski	riscuri	riski	risc	N;NOM;SG	N;INDF;FEM;PL
brad	brad	brad	brad	PROPN;NOM;SG	N;INDF;MASC;SG
väritys	vopsire	väritys	vopsire	N;NOM;SG	N;INDF;FEM;SG
väite	revendicare	väite	revendicare	N;NOM;SG	N;INDF;FEM;SG
väite	revendică	väite	revendic	N;NOM;SG	V;IND;SG;3;PST;FIN
hollantilainen	olandezul	hollantilainen	olandez	ADJ;NOM;SG	N;DEF;MASC;SG
hollantilainen	olandeză	hollantilainen	olandez	ADJ;NOM;SG	ADJ;INDF;FEM;SG
hollantilainen	olandezi	hollantilainen	olandez	ADJ;NOM;SG	ADJ;INDF;MASC;PL
hollantilainen	dutch	hollantilainen	dutch	ADJ;NOM;SG	N;INDF;MASC;SG
kuvaaja	cameramanul	kuvaaja	cameraman	N;NOM;SG	N;DEF;MASC;SG
edmund	edmund	edmund	edmunde	N;NOM;SG	PROPN
mielen	minte	mieli	minte	N;GEN;SG	N;INDF;FEM;SG
mielen	mintea	mieli	minte	N;GEN;SG	N;DEF;FEM;SG
filippiinien	filipine	fili#ppiini	filipine	N;GEN;PL	N;INDF;FEM;SG
filippiinien	philippine	fili#ppiini	philippine	N;GEN;PL	PROPN
australiaan	australiei	australi	australie	N;IN+ALL;SG	PROPN;DEF;FEM;SG
australiaan	australia	australi	australia	N;IN+ALL;SG	PROPN
kullervo	kullervo	kultervo	kullervo	N;NOM;SG	
poikkeavat	anormale	poiketa	anormal	V;IND;PL;3;PRS;FIN;ACT	ADJ;INDF;FEM;PL
poikkeavat	anormal	poiketa	anormal	V;IND;PL;3;PRS;FIN;ACT	ADV
poikkeavat	anormală	poiketa	anormal	V;IND;PL;3;PRS;FIN;ACT	ADJ;INDF;FEM;SG
jarno	jarno	jarno	jarno	PROPN;NOM;SG	N;INDF;MASC;SG
veti	tras	vetää	trage	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
hunt	vânătoare	hunt	vânătoare	PROPN;NOM;SG	N;INDF;FEM;SG
hunt	hunt	hunt	fi	PROPN;NOM;SG	PROPN
hunt	vânează	hunt	vâna	PROPN;NOM;SG	V;IND;3;PRS;FIN
locke	locke	locke	lock	PROPN;NOM;SG	PROPN
toimiala	sectorul	toimi#ala	sector	N;NOM;SG	N;DEF;MASC;SG
toimiala	industrie	toimi#ala	industrie	N;NOM;SG	N;INDF;FEM;SG
toimiala	industria	toimi#ala	industrie	N;NOM;SG	N;DEF;FEM;SG
lapsuus	copilărie	lapsuus	copilărie	N;NOM;SG	N;INDF;FEM;SG
lapsuus	copilarie	lapsuus	copilarie	N;NOM;SG	N;INDF;FEM;SG
lapsuus	copilăria	lapsuus	copilărie	N;NOM;SG	N;DEF;FEM;SG
lapsuus	copilaria	lapsuus	copilarie	N;NOM;SG	N;DEF;FEM;SG
prototyyppi	prototipul	proto#tyyppi	prototip	N;NOM;SG	N;DEF;MASC;SG
osallistuneet	participat	osallistua	participa	V;NOM;PL;V.PTCP;ACT	ADJ;INDF;MASC;SG
hylätty	abandonat	hylätä	abandona	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
hylätty	abandonata	hylätä	abandonat	V;NOM;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
hylätty	abandonate	hylätä	abandona	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
hylätty	abandonată	hylätä	abandonat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
hylätty	respins	hylätä	respinge	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
hylätty	respinsă	hylätä	respinge	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
hylätty	refuzată	hylätä	refuza	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
hylätty	negat	hylätä	nega	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
hylätty	refuzat	hylätä	refuza	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
englannista	anglia	englanti	anglie	N;IN+ABL;SG	PROPN
englannista	england	englanti	england	N;IN+ABL;SG	PROPN
jamie	jamie	jamie	jamie	PROPN;NOM;SG	N;INDF;FEM;SG
chelsea	chelsea	chelse	chelsea	PROPN;NOM;SG	N;DEF;FEM;SG
helen	helen	heli	helen	PROPN;NOM;SG	PROPN
lentävät	zbor	lentää	zbor	V;IND;PL;3;PRS;FIN;ACT	N;INDF;MASC;SG
antautui	predat	antautua	preda	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
tower	tower	tower	tower	N;NOM;SG	PROPN
tower	turnul	tower	turn	N;NOM;SG	N;DEF;MASC;SG
poistaminen	ștergere	poistaminen	ștergere	N;NOM;SG	N;INDF;FEM;SG
poistaminen	îndepărtare	poistaminen	îndepărtare	N;NOM;SG	N;INDF;FEM;SG
poistaminen	îndepărtarea	poistaminen	îndepărtare	N;NOM;SG	N;DEF;FEM;SG
poistaminen	abolirea	poistaminen	abolire	N;NOM;SG	N;DEF;FEM;SG
poistaminen	eliminare	poistaminen	eliminare	N;NOM;SG	N;INDF;FEM;SG
poistaminen	eliminarea	poistaminen	eliminare	N;NOM;SG	N;DEF;FEM;SG
poistaminen	ștergerea	poistaminen	ștergere	N;NOM;SG	N;DEF;FEM;SG
ylläpito	administratorul	ylläpito	administrator	N;NOM;SG	N;DEF;MASC;SG
ylläpito	întreținerea	ylläpito	întreținere	N;NOM;SG	N;DEF;FEM;SG
ylläpito	intretinere	ylläpito	intretinere	N;NOM;SG	N;INDF;FEM;SG
ylläpito	întreținere	ylläpito	întreținere	N;NOM;SG	N;INDF;FEM;SG
korosti	subliniat	korostaa	sublinia	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
korosti	evidențiat	korostaa	evidenția	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
korosti	subliniat	korostaa	sublinia	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
korosti	stresat	korostaa	stresa	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
korosti	subliniat	korostaa	sublinia	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
sisältä	interior	sisältä	interior	ADV	N;INDF;MASC;SG
sisältä	înăuntru	sisältä	înăuntru	ADV	
tekijöitä	factorii	tekijä	factor	N;PRT;PL	N;DEF;MASC;PL
kolumbia	columbia	kolumbi	columbie	N;NOM;SG	PROPN
kolumbia	columbia	kolumbi	columbie	N;NOM;SG	PROPN
romeo	romeo	romeo	romeo	PROPN;NOM;SG	PROPN
rataa	urmări	rata	urmări	N;PRT;SG	
rataa	pista	rata	pistă	N;PRT;SG	N;DEF;FEM;SG
rataa	pistă	rata	pistă	N;PRT;SG	N;INDF;FEM;SG
rataa	traiectorie	rata	traiectorie	N;PRT;SG	N;INDF;FEM;SG
rataa	traiectoria	rata	traiectorie	N;PRT;SG	N;DEF;FEM;SG
rataa	piese	rata	piesă	N;PRT;SG	N;INDF;FEM;PL
rataa	urme	rata	urmă	N;PRT;SG	N;INDF;FEM;PL
kritiikki	critică	kritiikki	critica	N;NOM;SG	V;IND;SG;3;PST;FIN
kritiikki	critici	kritiikki	critică	N;NOM;SG	N;INDF;MASC;PL
kritiikki	critica	kritiikki	critică	N;NOM;SG	N;DEF;FEM;SG
kritiikki	criticile	kritiikki	critică	N;NOM;SG	N;DEF;FEM;PL
kritiikki	critica	kritiikki	critică	N;NOM;SG	N;DEF;FEM;SG
leon	leon	leo	leon		N;INDF;MASC;SG
öljyn	petrolul	öljy	petrol	N;GEN;SG	N;DEF;MASC;SG
laajennettu	mărit	laajentaa	mări	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
laajennettu	prelungită	laajentaa	prelungit	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
laajennettu	prelungit	laajentaa	prelungi	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
laajennettu	extins	laajentaa	extins	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
laajennettu	extinsă	laajentaa	extins	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
laajennettu	extinse	laajentaa	extinde	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
laajennettu	extins	laajentaa	extins	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
laajennettu	extinsă	laajentaa	extins	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
jansson	jansson	jansso	jansson	N;NOM;SG	
leonardo	leonardo	leonardo	leonardo	N;NOM;SG	PROPN
ilmaa	aerul	ilma	aer	N;PRT;SG	N;DEF;MASC;SG
mahdollisuudet	posibilitati	mahdollisuus	posibilitati	N;NOM;PL	
mahdollisuudet	posibilitățile	mahdollisuus	posibilitate	N;NOM;PL	N;DEF;FEM;PL
käytettyjä	folosit	käyttää	folosit	V;PRT;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
käytettyjä	utilizate	käyttää	utilizat	V;PRT;PL;V.PTCP;PASS	ADJ;INDF;FEM;PL
käytettyjä	folosite	käyttää	folosit	V;PRT;PL;V.PTCP;PASS	ADJ;INDF;FEM;PL
käytettyjä	folosită	käyttää	folosit	V;PRT;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
käytettyjä	utilizată	käyttää	utiliza	V;PRT;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
käytettyjä	utilizat	käyttää	utilizat	V;PRT;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
klubi	clubul	klubi	club	N;NOM;SG	N;DEF;MASC;SG
vaara	riscul	vaara	risc	N;NOM;SG	N;DEF;MASC;SG
vaara	riscuri	vaara	risc	N;NOM;SG	N;INDF;FEM;PL
vaara	pericolul	vaara	pericol	N;NOM;SG	N;DEF;MASC;SG
vaara	primejdie	vaara	primejdie	N;NOM;SG	N;INDF;FEM;SG
terrori	teroare	terrori	teroare	N;NOM;SG	N;INDF;FEM;SG
terrori	teroarea	terrori	teroare	N;NOM;SG	N;DEF;FEM;SG
terrori	terorist	terrori	terorist	N;NOM;SG	ADJ;INDF;MASC;SG
terrori	teroristă	terrori	terorist	N;NOM;SG	N;INDF;FEM;SG
terrori	teroristul	terrori	terorist	N;NOM;SG	N;DEF;MASC;SG
tuomio	judecată	tuomio	judecată	N;NOM;SG	N;INDF;FEM;SG
tuomio	judecata	tuomio	judecată	N;NOM;SG	N;DEF;FEM;SG
tuomio	hotărârea	tuomio	hotărâre	N;NOM;SG	N;DEF;FEM;SG
tuomio	hotărâre	tuomio	hotărâre	N;NOM;SG	N;INDF;FEM;SG
tuomio	teză	tuomio	teză	N;NOM;SG	N;INDF;FEM;SG
tuomio	frază	tuomio	frază	N;NOM;SG	N;INDF;FEM;SG
tuomio	sentinta	tuomio	sentintă	N;NOM;SG	N;DEF;FEM;SG
fischer	fischer	fischer	fischer	PROPN;NOM;SG	PROPN
markkina	piață	markki	piață	N;NOM;SG	N;INDF;FEM;SG
markkina	piața	markki	piață	N;NOM;SG	N;DEF;FEM;SG
markkina	piaţă	markki	piaţă	N;NOM;SG	N;INDF;FEM;SG
markkina	piaţa	markki	piagă	N;NOM;SG	N;DEF;FEM;SG
markkina	piata	markki	piată	N;NOM;SG	N;DEF;FEM;SG
marion	marion	marion	marion	PROPN;NOM;SG	PROPN
kullan	auriu	kulta	auriu	N;GEN;SG	ADJ;INDF;MASC;SG
kullan	gold	kulta	gold	N;GEN;SG	
kullan	aurul	kulta	aur	N;GEN;SG	N;DEF;MASC;SG
volkswagen	volkswagen	volkswagen	volkswagen	PROPN;NOM;SG	PROPN
vakio	constant	vakio	constant	N;NOM;SG	ADV
vakio	constanta	vakio	constantă	N;NOM;SG	N;DEF;FEM;SG
vakio	constantă	vakio	constant	N;NOM;SG	ADJ;INDF;FEM;SG
vakio	standardul	vakio	standard	N;NOM;SG	N;DEF;MASC;SG
vakio	standard	vakio	standard	N;NOM;SG	ADJ
joet	râurilor	joki	râu	N;NOM;PL	N;DEF;FEM;PL
joet	rivers	joki	rivers	N;NOM;PL	PROPN
joet	râurile	joki	râu	N;NOM;PL	N;DEF;FEM;PL
paljastettiin	dezvăluită	paljastaa	dezvăluit	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
paljastettiin	dezvăluit	paljastaa	dezvăluit	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
leikkaus	operație	leikkaus	operație	N;NOM;SG	N;INDF;FEM;SG
leikkaus	chirurgie	leikkaus	chirurgie	N;NOM;SG	N;INDF;FEM;SG
leikkaus	chirurgia	leikkaus	chirurgie	N;NOM;SG	N;DEF;FEM;SG
julie	julie	julie	julie	PROPN;NOM;SG	N;INDF;FEM;SG
leijona	leul	leijona	leu	N;NOM;SG	N;DEF;MASC;SG
harvey	harvey	harvey	harvey	PROPN;NOM;SG	PROPN
ehdotettu	sugerat	ehdottaa	sugera	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
ehdotettu	sugerate	ehdottaa	sugera	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
ehdotettu	propus	ehdottaa	propune	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
ehdotettu	propusă	ehdottaa	propune	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
ehdotettu	propuse	ehdottaa	propus	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
bon	bon	bon	bon		N;INDF;MASC;SG
toimitettiin	livrate	toimittaa	livra	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;PL
toimitettiin	livrată	toimittaa	livra	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
toimitettiin	livrat	toimittaa	livra	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
salama	fulgere	salama	fulger	N;NOM;SG	N;INDF;FEM;PL
salama	fulgerul	salama	fulger	N;NOM;SG	N;DEF;MASC;SG
salama	fulger	salama	fulger	N;NOM;SG	
jin	jin	jin	jin	PROPN;NOM;SG	PROPN
hallinnassa	controlat	hallinta	controla	N;IN+ESS;SG	ADJ;INDF;MASC;SG
hallinnassa	controlate	hallinta	controlat	N;IN+ESS;SG	ADJ;INDF;FEM;PL
hallinnassa	controlată	hallinta	controlat	N;IN+ESS;SG	ADJ;INDF;FEM;SG
ilmiön	fenomenul	ilmiö	fenomen	N;GEN;SG	N;DEF;MASC;SG
keskiaikainen	medievale	keski#aikainen	medieval	ADJ;NOM;SG	ADJ;INDF;FEM;PL
keskiaikainen	medievală	keski#aikainen	medieval	ADJ;NOM;SG	ADJ;INDF;FEM;SG
kyproksen	ciprul	kypros	cipru	N;GEN;SG	N;DEF;MASC;SG
kyproksen	cipru	kypros	cipru	N;GEN;SG	PROPN
kyproksen	cipriot	kypros	cipriot	N;GEN;SG	ADJ;INDF;MASC;SG
kyproksen	cipriotă	kypros	cipriotă	N;GEN;SG	ADJ;INDF;FEM;SG
nicole	nicole	nicole	nicol	PROPN;NOM;SG	N;INDF;MASC;SG
asennettu	montat	asentaa	montat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
asennettu	montată	asentaa	monta	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
asennettu	montate	asentaa	monta	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
asennettu	montat	asentaa	montat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
asennettu	montate	asentaa	monta	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
asennettu	instalat	asentaa	instala	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
asennettu	instalată	asentaa	instala	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
asennettu	instalate	asentaa	instala	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
käsitelty	tratat	käsitellä	tratat	V;NOM;SG;V.PTCP;PASS	N;INDF;MASC;SG
käsitelty	tratate	käsitellä	tratat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
käsitelty	tratată	käsitellä	trata	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
käsitelty	procesate	käsitellä	procesa	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
