усвояване	الاستيعاب	усвояване	اِستِيعَاب	N;INDF;NEUT;SG	N;NOM;DEF;SG
специализиран	متخصصة	специализирам	مُتَخَصِّص	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
демонстрации	مظاهرة	демонстрация	مُظَاهَرَة	N;INDF;FEM;PL	N;NOM;INDF;SG
демонстрации	المظاهرة	демонстрация	مُظَاهَرَة	N;INDF;FEM;PL	N;NOM;DEF;SG
демонстрации	المظاهرات	демонстрация	المظاهرات	N;INDF;FEM;PL	N;NOM;DEF;PL
безгръбначни	اللافقاريات	безгръбначен	لَافِقَارِيّ	ADJ;INDF;PL	ADJ;NOM;DEF;FEM;PL
писмено	كتب	писмен	كَتَب	ADV	V;PFV;MASC;SG;3;ACT
писмено	مكتوب	писмен	مَكتُوب	ADV	
писмено	خطية	писмен	خَطِّيّ	ADV	ADJ;NOM;INDF;FEM;SG
писмено	مكتوبة	писмен	مَكتُوب	ADV	ADJ;NOM;INDF;FEM;SG
яде	الاكل	ям-(се)	أَكل	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
яде	اكل	ям-(се)	أَكل	V;IPFV;IND;SG;3;PRS;FIN;ACT	
декорация	ديكور	декорация	ديكور	N;INDF;FEM;SG	
декорация	زينة	декорация	زينة	N;INDF;FEM;SG	
декорация	الديكور	декорация	الديكور	N;INDF;FEM;SG	N;NOM;DEF;SG
работещ	يعمل	работя	عَمِل	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
работещ	اعمل	работя	عَمَل	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	
коментира	علق	коментирам	عَلَّق	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;MASC;SG;3;ACT
алея	الزقاق	алея	زِقَاق	N;INDF;FEM;SG	N;NOM;DEF;SG
алея	زقاق	алея	زِقَاق	N;INDF;FEM;SG	
аугуст	اغسطس	аугуст	أَغُسطُس	PROPN;INDF;MASC;SG	N;GEN;INDF;SG
аугуст	اوغست	аугуст	أَوغَس	PROPN;INDF;MASC;SG	
ходове	التحركات	ход	تَحَرُّك	N;INDF;MASC;PL	N;NOM;DEF;PL
ходове	الحركات	ход	حَرَكَة	N;INDF;MASC;PL	N;NOM;DEF;PL
райли	رايلي	райла	رايلي	N;INDF;MASC;SG	
райли	رايلى	райла	رايلى	N;INDF;MASC;SG	
терени	التضاريس	терен	تَضرِيس	N;INDF;MASC;PL	N;NOM;DEF;PL
проникване	الاختراق	проникване	اِختِرَاق	N;INDF;NEUT;SG	N;NOM;DEF;SG
проникване	التطفل	проникване	تَطَفُّل	N;INDF;NEUT;SG	N;NOM;DEF;SG
наводнения	الفيضانات	наводнение	فِيضَان	N;INDF;NEUT;PL	N;NOM;DEF;PL
наводнения	فيضان	наводнение	فَيَضَان	N;INDF;NEUT;PL	N;NOM;INDF;SG
наводнения	الفيضان	наводнение	الفيضان	N;INDF;NEUT;PL	N;NOM;DEF;SG
наводнения	الفيضانات	наводнение	فِيضَان	N;INDF;NEUT;PL	N;NOM;DEF;PL
наводнения	الفيضان	наводнение	الفيضان	N;INDF;NEUT;PL	N;NOM;DEF;SG
наводнения	فيضان	наводнение	فَيَضَان	N;INDF;NEUT;PL	N;NOM;INDF;SG
наводнения	فلود	наводнение	فُلُود	N;INDF;NEUT;PL	
наводнения	الفيضانات	наводнение	فِيضَان	N;INDF;NEUT;PL	N;NOM;DEF;PL
ганди	غاندي	ганди	غاندي	N;INDF;MASC;SG	
барбуда	بودا	барбуд	بودا	N;INDF;FEM;SG	
едуардс	ادواردز	едуардс	أَدُورَد	N;INDF;MASC;SG	
жертвата	ضحية	жертва	ضَحِيَّة	N;DEF;FEM;SG	N;NOM;INDF;SG
специфично	محدد	специфично	مُحَدَّد	ADV	ADJ;NOM;INDF;MASC;SG
специфично	محددة	специфично	مُحَدَّد	ADV	ADJ;NOM;INDF;FEM;SG
ремикс	ريمكس	ремикс	رِيمكس	N;INDF;MASC;SG	
влиятелни	مؤثر	влиятелен	مُؤَثِّر	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
свалени	حملت	сваля	حَمَل	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
свалени	حمل	сваля	حَمَل	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
свалени	نزلت	сваля	نَزَل	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
бури	العواصف	буря	عَاصِفَة	N;INDF;FEM;PL	N;NOM;DEF;PL
костюми	ازياء	костюм	زِيّ	N;INDF;MASC;PL	
костюми	الازياء	костюм	زِيّ	N;INDF;MASC;PL	N;NOM;DEF;SG
костюми	البدلات	костюм	بَدلَة	N;INDF;MASC;PL	N;NOM;DEF;PL
костюми	البدل	костюм	بَدَل	N;INDF;MASC;PL	N;NOM;DEF;SG
сряда	الاربعاء	сряда	أَربِعَاء	N;INDF;FEM;SG	N;NOM;DEF;SG
меки	ناعمة	мякък	نَاعِمَة	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
меки	الناعمة	мякък	نَاعِمَة	ADJ;INDF;PL	N;NOM;DEF;SG
меки	لينة	мякък	لَينَة	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
меки	ناعم	мякък	نَاعِم	ADJ;INDF;PL	
цензура	الرقابة	цензура	رَقَابَة	N;INDF;FEM;SG	N;NOM;DEF;SG
публикуване	انشر	публикуване	انشر	N;INDF;NEUT;SG	
публикуване	النشر	публикуване	نَشر	N;INDF;NEUT;SG	N;NOM;DEF;SG
публикуване	النشر	публикуване	نَشر	N;INDF;NEUT;SG	N;NOM;DEF;SG
публикуване	النشر	публикуване	نَشر	N;INDF;NEUT;SG	N;NOM;DEF;SG
публикуване	المنشور	публикуване	مَنشُور	N;INDF;NEUT;SG	N;NOM;DEF;SG
публикуване	بوست	публикуване	بُوست	N;INDF;NEUT;SG	
публикуване	النشر	публикуване	نَشر	N;INDF;NEUT;SG	N;NOM;DEF;SG
временна	المؤقت	временен	مُؤَقَّت	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
грег	غريغ	грег	غريغ	PROPN;INDF;MASC;SG	
грег	جريج	грег	جَرِيج	PROPN;INDF;MASC;SG	
благоприятни	مواتية	благоприятен	مُوَاتِي	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
благоприятни	موات	благоприятен	مَوَّة	ADJ;INDF;PL	
разрешено	المسموح	разреша	مَسمُوح	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
разрешено	مسموح	разреша	مَسمُوح	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
разрешено	سمح	разреша	سَمَح	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
разрешено	المسموح	разреша	مَسمُوح	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
ферми	فيرمي	ферма	فيرمي	N;INDF;FEM;PL	
посейдон	بوسيدون	посейдон	بوسيدون	N;INDF;MASC;SG	
защитни	واقي	защитен	واقي	ADJ;INDF;PL	
планирано	المخطط	планирам	مُخَطَّط	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	N;NOM;DEF;SG
мускулите	عضلات	мускул	عضلات	N;DEF;MASC;PL	N;NOM;INDF;PL
пауза	المهلة	пауза	مُهلَة	N;INDF;FEM;SG	N;NOM;DEF;SG
жермен	جيرمان	жермен	جِيرَمَان	PROPN;INDF;MASC;SG	
въглерод	الكربون	въглерод	الكربون	N;INDF;MASC;SG	
въглерод	كربون	въглерод	كربون	N;INDF;MASC;SG	
въглерод	الكربوني	въглерод	الكربوني	N;INDF;MASC;SG	
произведена	المصنعة	произведа	مُصَنَّع	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;NOM;DEF;SG
произведена	انتج	произведа	أَنتَج	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
вилнюс	فيلنيوس	вилнюс	فيلنيوس	PROPN;INDF;MASC;SG	
терор	الارهاب	терор	إِرهَاب	N;INDF;MASC;SG	N;NOM;DEF;SG
мартиника	مارتينيك	мартиника	مَارتِينِيك	N;INDF;FEM;SG	
крайбрежните	الساحلي	крайбрежен	سَاحِلِيّ	ADJ;DEF;PL	
крайбрежните	الساحلية	крайбрежен	سَاحِلِيَّة	ADJ;DEF;PL	N;NOM;DEF;SG
крайбрежните	ساحلية	крайбрежен	سَاحِلِيَّة	ADJ;DEF;PL	ADJ;NOM;INDF;FEM;SG
забранена	محرم	забраня	محرم	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;NOM;INDF;SG
забранена	ممنوع	забраня	مَمنُوع	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
забранена	حرام	забраня	حَرَام	V;PFV;INDF;FEM;SG;V.PTCP;PASS	
забранена	محظور	забраня	مَحظُور	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
забранена	محظورة	забраня	مَحظُور	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
джорджо	جيورجيو	джорджо	جيورجيو	PROPN;INDF;MASC;SG	
джорджо	جورجيو	джорджо	جُورجِيُو	PROPN;INDF;MASC;SG	
използвайте	استعمل	използвам	اِستَعمَل	V;IPFV;IMP;PL;2;FIN	V;PFV;MASC;SG;3;ACT
използвайте	الاستعمال	използвам	اِستِعمَال	V;IPFV;IMP;PL;2;FIN	N;NOM;DEF;SG
използвайте	استخدام	използвам	اِستِخدَام	V;IPFV;IMP;PL;2;FIN	N;NOM;INDF;SG
използвайте	الاستخدام	използвам	اِستِخدَام	V;IPFV;IMP;PL;2;FIN	N;NOM;DEF;SG
използвайте	استخدم	използвам	اِستَخدَم	V;IPFV;IMP;PL;2;FIN	V;PFV;MASC;SG;3;ACT
тълкуване	التفسير	тълкуване	تَفسِير	N;INDF;NEUT;SG	N;NOM;DEF;SG
гърлото	حنجرة	гърло	حُنجُرَة	N;DEF;NEUT;SG	
гърлото	الحلق	гърло	حَلق	N;DEF;NEUT;SG	
дневно	اليومية	дневен	يَومِيّ	ADV	ADJ;NOM;DEF;FEM;SG
дневно	اليومي	дневен	يَومِيّ	ADV	ADJ;NOM;DEF;MASC;SG
дневно	يومية	дневен	يَومِيّ	ADV	ADJ;NOM;INDF;FEM;SG
дневно	يوميا	дневен	يَومِيّ	ADV	ADJ;ACC;INDF;MASC;SG
кордоба	قرطبة	кордоб	قُرطُبَة	N;INDF;FEM;SG	
кордоба	قرطبة	кордоб	قُرطُبَة	N;INDF;FEM;SG	
хуните	الهون	хуна	هُون	N;DEF;FEM;PL	N;NOM;DEF;SG
лекарите	اطباء	лекар	طَبِيب	N;DEF;MASC;PL	N;NOM;INDF;PL
сексуални	جنسي	сексуален	جِنسِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
сексуални	الجنسية	сексуален	جِنسِيَّة	ADJ;INDF;PL	N;NOM;DEF;SG
сексуални	جنسية	сексуален	جِنسِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
разшири	التوسع	разширя-(се)	تَوَسُّع	V;PFV;IMP;SG;2;FIN	N;NOM;DEF;SG
разшири	وسع	разширя-(се)	وُسع	V;PFV;IMP;SG;2;FIN	
разшири	توسع	разширя-(се)	تَوَسُّع	V;PFV;IMP;SG;2;FIN	N;NOM;INDF;SG
разшири	توسيع	разширя-(се)	تَوسِيع	V;PFV;IMP;SG;2;FIN	N;NOM;INDF;SG
насилствено	عنيف	насилствено	عَنِيف	ADV	ADJ;NOM;INDF;MASC;SG
насилствено	عنف	насилствено	عُنف	ADV	N;NOM;INDF;SG
насилствено	عنيفة	насилствено	عَنِيف	ADV	ADJ;NOM;INDF;FEM;SG
воини	المحاربين	воин	مُحَارِب	N;INDF;MASC;PL	N;NOM;DEF;PL
воини	المحاربون	воин	مُحَارِب	N;INDF;MASC;PL	N;NOM;DEF;PL
юрген	يورغن	юрген	يُورغِن	PROPN;INDF;MASC;SG	
наемници	المرتزقة	наемник	مُرتَزِق	N;INDF;MASC;PL	N;NOM;DEF;SG
наемници	مرتزقة	наемник	مُرتَزِق	N;INDF;MASC;PL	N;NOM;INDF;SG
стандартна	المعيار	стандартен	مِعيَار	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
стандартна	معيار	стандартен	مُعِير	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
корал	المرجانية	корал	مَرجَانِيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
корал	كورال	корал	كُورَال	N;INDF;MASC;SG	
корал	مرجانية	корал	مَرجَانِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
белег	سكار	белег	سِكَار	N;INDF;MASC;SG	
белег	الندبة	белег	نِدبَة	N;INDF;MASC;SG	N;NOM;DEF;SG
кош	السلة	кош	سَلَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
животното	حيوانية	животно	حيوانية	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
животното	حيوان	животно	حيوان	N;DEF;NEUT;SG	N;NOM;INDF;SG
волф	الذئب	волф	ذِئب	PROPN;INDF;MASC;SG	N;NOM;DEF;SG
волф	ذئب	волф	ذَابّ	PROPN;INDF;MASC;SG	
волф	ولف	волф	ولف	PROPN;INDF;MASC;SG	
волф	وولف	волф	وولف	PROPN;INDF;MASC;SG	
тура	ذيول	тур	ذَيَّل	N;DEF;MASC;SG	N;NOM;INDF;PL
трофей	الكاس	трофей	كَاسّ	N;INDF;MASC;SG	
ран	ركض	ран	ركض	PROPN;INDF;MASC;SG	
ран	جريت	ран	جَرِّي	PROPN;INDF;MASC;SG	
ран	ركضت	ран	رَكَّض	PROPN;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
котли	المراجل	котл	مِرجَل	N;INDF;FEM;PL	N;NOM;DEF;PL
налични	متوفر	наличен	متوفر	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
налични	متاح	наличен	مُتَاح	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
налични	متاحة	наличен	مُتَاح	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
налични	متوفرة	наличен	مُتَوَفِّر	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
налични	تتوفر	наличен	تَوَفَّر	ADJ;INDF;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
делхи	دلهي	делхи	دِلهِي	N;INDF;NEUT;SG	
минимална	الادنى	минимален	أَدنَى	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
минимална	الدنيا	минимален	دِنِّيَا	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
ефективна	فعالية	ефективен	فَعَّالِيَّة	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
ефективна	الفعال	ефективен	فَعَّال	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
свойство	الملكية	свойство	مِلكِيَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
свойство	الممتلكات	свойство	مُمتَلَكَات	N;INDF;NEUT;SG	N;NOM;DEF;PL
свойство	ممتلكات	свойство	مُمتَلَكَات	N;INDF;NEUT;SG	N;NOM;INDF;PL
общуване	الاتصالات	общуване	اِتِّصَال	N;INDF;NEUT;SG	N;NOM;DEF;PL
общуване	الاتصال	общуване	اِتِّصَال	N;INDF;NEUT;SG	N;NOM;DEF;SG
общуване	التواصل	общуване	تَوَاصُل	N;INDF;NEUT;SG	N;NOM;DEF;SG
общуване	التواصل	общуване	تَوَاصُل	N;INDF;NEUT;SG	N;NOM;DEF;SG
болници	المستشفيات	болница	مُستَشفَى	N;INDF;FEM;PL	N;NOM;DEF;PL
грегъри	جريجوري	грегър	جريجوري	N;INDF;MASC;SG	
грегъри	غريغوري	грегър	غريغوري	N;INDF;MASC;SG	
обсег	النطاق	обсег	نِطَاق	N;INDF;MASC;SG	N;NOM;DEF;SG
обсег	المدى	обсег	مَدَى	N;INDF;MASC;SG	N;NOM;DEF;SG
стефани	ستيفاني	стефан	ستِيفَانِي	N;INDF;MASC;SG	
бътлър	باتلر	бътлър	باتلر	PROPN;INDF;MASC;SG	
оуен	اوين	оуен	اوين	N;INDF;MASC;SG	
домашно	واجب	домашно	وَاجِب	ADV	N;NOM;INDF;SG
контузии	الاصابات	контузия	إِصَابَة	N;INDF;FEM;PL	N;NOM;DEF;PL
зъбите	اسنان	зъб	إِسنَان	N;DEF;MASC;PL	N;NOM;INDF;SG
зъбите	الاسنان	зъб	الاسنان	N;DEF;MASC;PL	N;NOM;DEF;SG
качествени	النوعي	качествен	نُوعِيّ	ADJ;INDF;PL	N;NOM;DEF;SG
качествени	نوعية	качествен	نَوعِيَّة	ADJ;INDF;PL	N;NOM;INDF;SG
качествени	النوعية	качествен	نَوعِيَّة	ADJ;INDF;PL	N;NOM;DEF;SG
занимания	النشاطات	занимание	نَشَاط	N;INDF;NEUT;PL	N;NOM;DEF;PL
занимания	الانشطة	занимание	الانشطة	N;INDF;NEUT;PL	
спускане	النسب	спускане	نِسبَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
стълба	سلم	стълба	سَلَّم	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
стълба	السلم	стълба	سِلم	N;INDF;FEM;SG	N;NOM;DEF;SG
астън	استون	астън	استون	N;INDF;MASC;SG	
николас	نيكولاس	николас	نيكولاس	PROPN;INDF;MASC;SG	
временни	مؤقتا	временен	مُؤَقَّت	ADJ;INDF;PL	ADJ;ACC;INDF;MASC;SG
временни	المؤقت	временен	مُؤَقَّت	ADJ;INDF;PL	ADJ;NOM;DEF;MASC;SG
временни	مؤقتة	временен	مُؤَقَّت	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
временни	مؤقت	временен	مُؤَقَّت	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
временни	مؤقتا	временен	مُؤَقَّت	ADJ;INDF;PL	ADJ;ACC;INDF;MASC;SG
алгебра	الجبر	алгебра	جَبر	N;INDF;FEM;SG	N;NOM;DEF;SG
алгебра	جبر	алгебра	جبر	N;INDF;FEM;SG	
предоставяне	منح	предоставяне	مَنَح	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
махмуд	محمود	махмуд	محمود	N;INDF;MASC;SG	
махмуд	محمود	махмуд	محمود	N;INDF;MASC;SG	
насилието	عنف	насилие	عُنف	N;DEF;NEUT;SG	N;NOM;INDF;SG
алианс	الحلف	алианс	حِلف	N;INDF;MASC;SG	N;NOM;DEF;SG
алианс	التحالف	алианс	تَحَالُف	N;INDF;MASC;SG	N;NOM;DEF;SG
хавана	هافانا	хаван	هَافَان	N;DEF;MASC;SG	
пренос	الارسال	пренос	إِرسَال	N;INDF;MASC;SG	N;NOM;DEF;SG
пренос	ارسال	пренос	ارسال	N;INDF;MASC;SG	
навигация	الملاحة	навигация	مِلَاحَة	N;INDF;FEM;SG	N;NOM;DEF;SG
хирург	جراح	хирург	جُرح	N;INDF;MASC;SG	N;NOM;INDF;PL
хирург	الجراح	хирург	جُرح	N;INDF;MASC;SG	N;NOM;DEF;SG
съдиите	قضاة	съдия	قَاضِي	N;DEF;MASC;PL	N;NOM;INDF;PL
интелект	استخبارات	интелект	اِستِخبَار	N;INDF;MASC;SG	N;NOM;INDF;PL
интелект	الاستخبارات	интелект	اِستِخبَار	N;INDF;MASC;SG	N;NOM;DEF;PL
интелект	الذكاء	интелект	ذَكَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
интелект	المخابرات	интелект	مُخَابَرَات	N;INDF;MASC;SG	N;NOM;DEF;PL
интелект	مخابرات	интелект	مُخَابَرَات	N;INDF;MASC;SG	N;NOM;INDF;PL
интелект	ذكاء	интелект	ذَكَاء	N;INDF;MASC;SG	
натоварване	حمل	натоварване	حَمَل	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
натоварване	التحميل	натоварване	تَحمِيل	N;INDF;NEUT;SG	N;NOM;DEF;SG
натоварване	التحميل	натоварване	تَحمِيل	N;INDF;NEUT;SG	N;NOM;DEF;SG
юго	هيوغو	юго	هيوغو	PROPN;INDF;MASC;SG	
юго	هوغو	юго	هُوغُو	PROPN;INDF;MASC;SG	
юго	هوجو	юго	هُوجُو	PROPN;INDF;MASC;SG	
наблюдатели	المراقبين	наблюдател	مُرَاقِب	N;INDF;MASC;PL	N;NOM;DEF;PL
наблюдатели	المراقبون	наблюдател	مُرَاقِب	N;INDF;MASC;PL	N;NOM;DEF;PL
наблюдатели	المراقبون	наблюдател	مُرَاقِب	N;INDF;MASC;PL	N;NOM;DEF;PL
джакомо	جياكومو	джакомо	جياكومو	PROPN;INDF;MASC;SG	
знамена	الرايات	знамена	رَايَّة	N;INDF;NEUT;PL	N;NOM;DEF;PL
знамена	الاعلام	знамена	إِعلَام	N;INDF;NEUT;PL	N;NOM;DEF;SG
знамена	اعلام	знамена	إِعلَام	N;INDF;NEUT;PL	N;NOM;INDF;SG
класика	الكلاسيكية	класика	كُلآسِيكِيّ	N;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
класика	الكلاسيكي	класика	كلَاسِيكِيّ	N;INDF;FEM;SG	
класика	كلاسيكي	класика	كلَاسِيكِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
класика	كلاسيكية	класика	كلَاسِيكِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
