modificación	modifikation	modificación	modifikation	N;FEM;SG	ADJ
distinguir	unterscheidung	distinguir	unterscheidung	V;NFIN	ADJ
expediciones	expeditionen	expedición	expedition	N;FEM;PL	V;NFIN
rodeada	umzingelt	rodeado	umzingeln	ADJ;FEM;SG;V.PTCP	V;V.PTCP
rodeada	umgeben	rodeado	umgeben	ADJ;FEM;SG;V.PTCP	V;V.PTCP
compleja	komplexe	complejo	komplex	ADJ;FEM;SG	ADJ;NOM;FEM;PL
ontario	ontario	ontario	ontario	N;MASC;SG	PROPN;NOM;SG
trilogía	trilogie	trilogía	trilogie	N;FEM;SG	
concejal	hofrat	concejal	hofran	N;MASC;SG	PROPN;SG
concejal	stadtrat	concejal	stadtret	N;MASC;SG	
concejal	gemeinderat	concejal	gemeinderat	N;MASC;SG	ADJ
concejal	stadtrat	concejal	stadtret	N;MASC;SG	
concejal	stadträtin	concejal	stadträtin	N;MASC;SG	ADJ
chocolate	schokoladen	chocolate	schokoladen	N;MASC;SG	ADJ
chocolate	schokolade	chocolate	schokolade	N;MASC;SG	ADJ;NOM;FEM;SG
chocolate	schoko	chocolate	schoko	N;MASC;SG	
calzada	fahrbahn	calzada	fahrbahn	N;FEM;SG	ADJ
calzada	fahrbahn	calzada	fahrbahn	N;FEM;SG	ADJ
calzada	causeway	calzada	causeway	N;FEM;SG	PROPN;NOM;SG
suya	deine	suyo	dein	DET;FEM;SG;3	PRO;NOM;MASC;SG
suya	deiner	suyo	dein	DET;FEM;SG;3	PRO;NOM;MASC;SG
suya	deins	suyo	deins	DET;FEM;SG;3	
terminada	abgeschlossen	terminado	abschließen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
terminada	fertiggestellt	terminado	fertigstellen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
terminada	beendet	terminado	beenden	ADJ;FEM;SG;V.PTCP	V;V.PTCP
terminada	erledigt	terminado	erledigen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
tumbas	gräbern	tumba	gräbern	N;FEM;PL	V;NFIN
tumbas	gräber	tumba	grab	N;FEM;PL	
tumbas	gräbern	tumba	gräbern	N;FEM;PL	V;NFIN
tumbas	graves	tumba	graves	N;FEM;PL	PROPN;NOM;MASC;SG
tumbas	gräber	tumba	grab	N;FEM;PL	
conservar	erhaltung	conservar	erhaltung	V;NFIN	N;SG
berkeley	berkeley	berkeley	berkeley	N;FEM;SG	PROPN;NOM;SG
inmediata	sofort	inmediato	sofort	ADJ;FEM;SG	ADV
inmediata	sofortige	inmediato	sofortig	ADJ;FEM;SG	ADJ;NOM;FEM;PL
riego	bewässerung	riego	bewässerung	N;MASC;SG	ADJ
riego	bewässerung	riego	bewässerung	N;MASC;SG	ADJ
jacobo	jacob	jacobo	jacob	N;MASC;SG	PROPN;NOM;SG
jacobo	jakob	jacobo	jakob	N;MASC;SG	PROPN;NOM;MASC;SG
jacobo	jacobs	jacobo	jacobs	N;MASC;SG	PROPN;NOM;MASC;SG
jacobo	jakob	jacobo	jakob	N;MASC;SG	PROPN;NOM;MASC;SG
jacobo	james	jacobo	james	N;MASC;SG	PROPN;NOM;MASC;SG
jacobo	jacobo	jacobo	jacobo	N;MASC;SG	PROPN;NOM;MASC;SG
piernas	beine	pierna	bein	N;FEM;PL	
piernas	beinen	pierna	beinen	N;FEM;PL	V;NFIN
típicamente	gewöhnlich	típicamente	gewöhnlich	ADV	ADJ
típicamente	typisch	típicamente	typisch	ADV	ADJ
dramático	spielfilm	dramático	spielfilm	ADJ;MASC;SG	PROPN
dramático	schauspiel	dramático	schauspiel	ADJ;MASC;SG	
dramático	dramen	dramático	dramen	ADJ;MASC;SG	
dramático	dramatische	dramático	dramatisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
músculo	muskeln	músculo	muskeln	N;MASC;SG	
músculo	muskulatur	músculo	muskulatur	N;MASC;SG	PROPN
músculo	muskel	músculo	muskel	N;MASC;SG	PROPN
músculo	musculus	músculo	musculus	N;MASC;SG	PROPN
músculo	muskeln	músculo	muskeln	N;MASC;SG	
músculo	muskulatur	músculo	muskulatur	N;MASC;SG	PROPN
sul	sul	sul	sul	N;FEM;SG	PROPN;NOM;SG
atleta	athleten	atleta	athlet	N;SG	V;IND;PL;3;PST;FIN
atleta	leichtathlet	atleta	leichtathlen	N;SG	ADJ
atleta	athlet	atleta	athlen	N;SG	
atleta	sportler	atleta	sportler	N;SG	
val	val	val	val	N;MASC;SG	PROPN;SG
bonus	bonus	bonu	bonus	N	
bonus	zuschlag	bonu	zuschlagen	N	
bonus	prämie	bonu	prämie	N	
bonus	aufschlag	bonu	aufschlagen	N	ADJ
croata	kroatisch	croata	kroatisch	N;SG	ADJ
croata	kroatisch	croata	kroatisch	N;SG	ADJ
croata	kroatischen	croata	kroatisch	N;SG	ADJ;NOM;PL
croata	kroatische	croata	kroatisch	N;SG	ADJ;NOM;FEM;PL
perdón	entschuldige	perdón	entschuldig	N;MASC;SG	
perdón	entschuldigung	perdón	Entschuldigung	N;MASC;SG	ADJ
perdón	leider	perdón	leider	N;MASC;SG	ADV
perdón	tschuldigung	perdón	tschuldigung	N;MASC;SG	ADJ
perdón	sorry	perdón	sorry	N;MASC;SG	
perdón	leid	perdón	leid	N;MASC;SG	
perdón	vergebung	perdón	vergebung	N;MASC;SG	
perdón	verzeihung	perdón	verzeihung	N;MASC;SG	
paquete	parzellen	paquete	parzell	N;SG	N;NOM;PL
paquete	paket	paquete	paket	N;SG	
paquete	parzelle	paquete	parzell	N;SG	
paquete	pauschale	paquete	pauschal	N;SG	ADJ;NOM;FEM;PL
paquete	paket	paquete	paket	N;SG	
paquete	bündeln	paquete	bündeln	N;SG	V;NFIN
paquete	bundle	paquete	bundle	N;SG	
paquete	bündel	paquete	bündel	N;SG	
paquete	paket	paquete	paket	N;SG	
paquete	rucksack	paquete	rucksack	N;SG	PROPN
paquete	packen	paquete	packen	N;SG	V;NFIN
paquete	pack	paquete	packen	N;SG	
públicamente	öffentlich	públicamente	öffentlich	ADV	ADJ
busto	büste	busto	büsen	N;MASC;SG	
busto	pleite	busto	pleit	N;MASC;SG	ADJ;NOM
desconocida	unbekannte	desconocido	unbekannt	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;PL
especialistas	fachleute	especialista	fachleut	N;PL	ADJ;NOM;SG
especialistas	experten	especialista	expert	N;PL	V;IND;PL;3;FIN
especialistas	spezialist	especialista	spezialist	N;PL	ADJ
especialistas	fachkräfte	especialista	fachkräft	N;PL	;SG
especialistas	fachmann	especialista	fachmann	N;PL	
especialistas	spezialist	especialista	spezialist	N;PL	ADJ
opuesto	gegenteil	opuesto	Gegenteil	ADJ;MASC;SG;V.PTCP	ADV
opuesto	gegenüber	opuesto	gegenüber	ADJ;MASC;SG;V.PTCP	ADP
mono	mono	mono	mono	N;MASC;SG	
mono	affen	mono	affen	N;MASC;SG	
mono	affe	mono	affen	N;MASC;SG	
mono	monkey	mono	monkey	N;MASC;SG	PROPN;NOM;SG
trastornos	krankheiten	trastorno	krankheit	N;MASC;PL	V;NFIN
trastornos	störungen	trastorno	störung	N;MASC;PL	V;NFIN
afectados	betroffene	afectado	betroffen	N;MASC;PL	ADJ;NOM;FEM;PL
afectados	beeinträchtigt	afectado	beeinträchtigen	N;MASC;PL	V;V.PTCP
afectados	betroffenen	afectado	betroffen	N;MASC;PL	ADJ;PL
afectados	betroffen	afectado	betreffen	N;MASC;PL	ADJ
rehabilitación	rehabilitation	rehabilitación	rehabilitation	N;FEM;SG	PROPN
rehabilitación	reha	rehabilitación	reha	N;FEM;SG	PROPN
rehabilitación	instandsetzung	rehabilitación	instandsetzung	N;FEM;SG	
rehabilitación	rehabilitation	rehabilitación	rehabilitation	N;FEM;SG	PROPN
revelación	offenbarung	revelación	offenbarung	N;FEM;SG	ADJ
revelación	publizität	revelación	publizität	N;FEM;SG	
revelación	bekanntgabe	revelación	bekanntgabe	N;FEM;SG	ADJ
revelación	unterrichtung	revelación	unterrichtung	N;FEM;SG	V;IND;SG;3;PRS;FIN
aluminio	alu	aluminio	alu	N;MASC;SG	
aluminio	aluminium	aluminio	aluminium	N;MASC;SG	ADJ
aluminio	aluminium	aluminio	aluminium	N;MASC;SG	ADJ
aluminio	alu	aluminio	alu	N;MASC;SG	
satélites	satellit	satélite	satellit	N;MASC;PL	ADJ
satélites	satelliten	satélite	satellit	N;MASC;PL	V;FIN
satélites	satellite	satélite	satellit	N;MASC;PL	
satélites	satellit	satélite	satellit	N;MASC;PL	ADJ
satélites	satellitenfernsehen	satélite	satellitenfernsehen	N;MASC;PL	ADJ
satélites	satelliten	satélite	satellit	N;MASC;PL	V;FIN
zero	zero	zero	zero	N	
zero	null	zero	null	N	
infección	infektionen	infección	infektion	N;FEM;SG	
infección	infektion	infección	infektion	N;FEM;SG	
infección	infektionen	infección	infektion	N;FEM;SG	
infección	infektion	infección	infektion	N;FEM;SG	
navales	naval	naval	naval	ADJ;PL	PROPN
navales	marine	naval	marin	ADJ;PL	N;NOM;FEM;SG
largometraje	merkmal	largometraje	merkmal	N;MASC;SG	ADJ
largometraje	feature	largometraje	featur	N;MASC;SG	
noveno	ninth	noveno	ninth	ADJ;MASC;SG	PROPN
mezquita	moscheen	mezquita	moscheen	N;FEM;SG	N;NOM;PL
mezquita	moschee	mezquita	moschen	N;FEM;SG	
kurt	kurt	kurt	kuren	PROPN	PROPN;NOM;MASC;SG
contratos	aufträge	contrato	aufträg	N;MASC;PL	ADJ
guardias	wärter	guardia	wärt	N;PL	
guardias	wächter	guardia	wacht	N;PL	ADJ
guardias	wachen	guardia	wachen	N;PL	V;NFIN
guardias	bewachung	guardia	bewachung	N;PL	
definida	definiert	definido	definieren	ADJ;FEM;SG;V.PTCP	V;V.PTCP
definida	definierten	definido	definiert	ADJ;FEM;SG;V.PTCP	V;IND;PL;3;PST;FIN
definida	definierte	definido	definieren	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
regente	regenten	regente	regen	ADJ;SG	ADJ;PL
regente	regent	regente	regen	ADJ;SG	
terrorista	terroristen	terrorista	terrorist	N;SG	N;PL
terrorista	terroristische	terrorista	terroristisch	N;SG	ADJ;NOM;FEM;PL
terrorista	terrorist	terrorista	terrorest	N;SG	ADJ
terrorista	terrorismus	terrorista	terrorismus	N;SG	PROPN
terrorista	terroristischen	terrorista	terroristisch	N;SG	ADJ
terrorista	terroristen	terrorista	terrorist	N;SG	N;PL
desarrollando	entwicklungsländer	desarrollar	entwicklungsländer	V;V.MSDR	ADJ
superficial	oberflächliche	superficial	oberflächlich	ADJ;SG	ADJ;NOM;FEM;PL
superficial	flache	superficial	flach	ADJ;SG	ADJ;NOM;FEM;PL
superficial	fläche	superficial	fläche	ADJ;SG	N;NOM;FEM;SG
superficial	oberflächen	superficial	oberfläch	ADJ;SG	V;NFIN
hardware	hardware	harewar	hardware	N;MASC;SG	
abundancia	fülle	abundancia	füllen	N;FEM;SG	
abundancia	überfluss	abundancia	überflussen	N;FEM;SG	
abundancia	reichtum	abundancia	reichtum	N;FEM;SG	ADJ
abundancia	reichlich	abundancia	reichlich	N;FEM;SG	ADV
procesamiento	weiterverarbeitung	procesamiento	weiterverarbeitung	N;MASC;SG	ADJ
procesamiento	veredelung	procesamiento	veredelung	N;MASC;SG	
resultando	resultierende	resultar	resultierend	V;V.MSDR	ADJ;NOM;FEM;PL
gubernamental	staatliche	gubernamental	staatlich	ADJ;SG	ADJ;NOM;FEM;PL
gubernamental	staatlichen	gubernamental	staatlich	ADJ;SG	ADJ;NOM;MASC;PL
gubernamental	regierungen	gubernamental	regierung	ADJ;SG	V;NFIN
gubernamental	regierungsbehörden	gubernamental	regierungsbehörden	ADJ;SG	V;NFIN
marfil	elfenbein	marfil	elfenbein		ADJ
marfil	elfenbeinküste	marfil	elfenbeinküste		PROPN;NOM;NEUT;SG
test	testen	test	testen	N;MASC;SG	V;NFIN
redactor	editoren	redactor	editor	N;MASC;SG	N;NOM;PL
redactor	herausgeber	redactor	herausgeber	N;MASC;SG	ADJ
redactor	redakteur	redactor	redakteur	N;MASC;SG	ADJ
redactor	editor	redactor	editor	N;MASC;SG	
gaspar	kaspar	gaspar	kaspar	PROPN	PROPN;NOM;MASC;SG
gaspar	caspar	gaspar	caspar	PROPN	PROPN;NOM;MASC;SG
gaspar	caspar	gaspar	caspar	PROPN	PROPN;NOM;MASC;SG
gaspar	kaspar	gaspar	kaspar	PROPN	PROPN;NOM;MASC;SG
gaspar	gaspar	gaspar	gaspar	PROPN	PROPN;NOM;MASC;SG
institut	institut	institut	instituen	N;MASC;SG	ADJ
institut	instituts	institut	instituts	N;MASC;SG	
estratégica	strategische	estratégico	strategisch	ADJ;FEM;SG	ADJ;NOM;FEM;PL
secundarias	sekundarstufe	secundario	sekundarstufe	ADJ;FEM;PL	
verbo	verben	verbo	verben	N;MASC;SG	PROPN
verbo	verb	verbo	verb	N;MASC;SG	
excelencia	exzellenz	excelencia	exzellenz	N;FEM;SG	V;V.PTCP
excelencia	exzellenz	excelencia	exzellenz	N;FEM;SG	V;V.PTCP
excelencia	excellence	excelencia	excellence	N;FEM;SG	
funcionario	beamter	funcionario	beamt	N;MASC;SG	ADJ
funcionario	offizielles	funcionario	offiziell	N;MASC;SG	ADJ;NOM;NEUT;SG
funcionario	offizielle	funcionario	offiziell	N;MASC;SG	ADJ;NOM;FEM;PL
funcionario	offizieller	funcionario	offiziell	N;MASC;SG	ADJ
funcionario	offiziellen	funcionario	offiziell	N;MASC;SG	ADJ
explorador	späher	explorador	späh	N;MASC;SG	
explorador	scout	explorador	scouen	N;MASC;SG	PROPN
explorador	pfadfinder	explorador	pfadfind	N;MASC;SG	ADJ
explorador	entdecker	explorador	entdecker	N;MASC;SG	ADJ
explorador	explorer	explorador	explorer	N;MASC;SG	PROPN
explorador	browsern	explorador	browsern	N;MASC;SG	N;PL
explorador	browser	explorador	brows	N;MASC;SG	ADJ
cumpleaños	geburtstage	cumpleaños	geburtstage	N;MASC	ADJ
cumpleaños	geburtstag	cumpleaños	geburtstag	N;MASC	ADJ
cumpleaños	geburtsdatum	cumpleaños	geburtsdatum	N;MASC	ADJ
cumpleaños	geburtstage	cumpleaños	geburtstage	N;MASC	ADJ
cumpleaños	geburtstag	cumpleaños	geburtstag	N;MASC	ADJ
kate	kate	kate	kate	N;FEM;SG	PROPN;NOM;SG
kate	katja	kate	katja	N;FEM;SG	PROPN;NOM;FEM;SG
taxonomía	systematik	taxonomía	systematik	N;FEM;SG	ADJ
útiles	nützliches	útil	nützlich	ADJ;PL	ADJ;NOM;NEUT;SG
mixto	mixed	mixto	mixed	ADJ;MASC;SG	PROPN
mixto	gemischte	mixto	gemischt	ADJ;MASC;SG	ADJ;NOM;FEM;PL
interino	interim	interino	interim	N;MASC;SG	PROPN
interino	einstweilige	interino	einstweilig	N;MASC;SG	ADJ;NOM;FEM;PL
interino	vorläufige	interino	vorläufig	N;MASC;SG	ADJ;NOM;FEM;PL
interino	zwischenbericht	interino	zwischenbericht	N;MASC;SG	ADJ
melodía	melody	melodía	melody	N;FEM;SG	PROPN;SG
melodía	melodien	melodía	melodien	N;FEM;SG	
melodía	melodie	melodía	melodie	N;FEM;SG	
melodía	einschalten	melodía	einschalten	N;FEM;SG	V;NFIN
melodía	melodie	melodía	melodie	N;FEM;SG	
estimación	abschätzen	estimación	abschätzen	N;FEM;SG	V;NFIN
estimación	kostenvoranschlag	estimación	kostenvoranschlag	N;FEM;SG	ADJ
estimación	schätzungen	estimación	schätzen	N;FEM;SG	V;NFIN
estimación	schätzen	estimación	schätzen	N;FEM;SG	V;NFIN
estimación	schätzen	estimación	schätzen	N;FEM;SG	V;NFIN
estimación	einschätzung	estimación	einschätzung	N;FEM;SG	ADJ
estimación	schätzungen	estimación	schätzen	N;FEM;SG	V;NFIN
estimación	schätzungsweise	estimación	schätzungsweise	N;FEM;SG	ADV
estimación	geschätzte	estimación	geschätzt	N;FEM;SG	V;IND;SG;3;PST;FIN
estimación	geschätzt	estimación	schätzen	N;FEM;SG	V;V.PTCP
estimación	schätzungen	estimación	schätzen	N;FEM;SG	V;NFIN
luigi	luigi	luigi	luigi	PROPN	PROPN;NOM;MASC;SG
afc	afc	afc	afc	N;FEM;SG	PROPN;NOM;MASC;SG
albania	albanien	albania	albanien	N;FEM;SG	PROPN;NOM;SG
area	gebiet	area	gebieten	N;FEM;SG	ADJ
area	bereich	area	bereich	N;FEM;SG	ADV
estrechamente	eng	estrechamente	eng	ADV	ADJ
comunicado	anweisung	comunicado	anweisung	N;MASC;SG	
comunicado	aussage	comunicado	aussagen	N;MASC;SG	
dieciséis	sixteen	dieciséis	sixteen	NUM;PL	PROPN;NOM
ucraniano	ukrainischen	ucraniano	ukrainisch	ADJ;MASC;SG	ADJ;NOM;MASC;PL
ucraniano	ukrainische	ucraniano	ukrainisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
detenidos	inhaftierten	detenido	inhaftiert	ADJ;MASC;PL;V.PTCP	V;IND;PL;3;PST;FIN
detenidos	gefangenen	detenido	gefangen	ADJ;MASC;PL;V.PTCP	V;IND;PL;3;FIN
detenidos	häftlinge	detenido	häftlinge	ADJ;MASC;PL;V.PTCP	
detenidos	häftlingen	detenido	häftlingen	ADJ;MASC;PL;V.PTCP	
detenidos	inhaftiert	detenido	inhaftieren	ADJ;MASC;PL;V.PTCP	V;V.PTCP
detenidos	festnahme	detenido	festnahm	ADJ;MASC;PL;V.PTCP	N;NOM;FEM;SG
detenidos	verhaftet	detenido	verhaften	ADJ;MASC;PL;V.PTCP	V;V.PTCP
detenidos	festgenommen	detenido	festnehmen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
detenidos	festnehmen	detenido	festnehmen	ADJ;MASC;PL;V.PTCP	V;NFIN
detenidos	inhaftiert	detenido	inhaftieren	ADJ;MASC;PL;V.PTCP	V;V.PTCP
detenidos	zurückgehalten	detenido	zurückhalten	ADJ;MASC;PL;V.PTCP	V;V.PTCP
detenidos	aufgehalten	detenido	aufhalten	ADJ;MASC;PL;V.PTCP	V;V.PTCP
detenidos	festgenommen	detenido	festnehmen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
detenidos	festgehalten	detenido	festhalten	ADJ;MASC;PL;V.PTCP	V;V.PTCP
esencia	essenz	esencia	essenz	N;FEM;SG	
esencia	wesentliche	esencia	wesentlich	N;FEM;SG	ADJ;NOM;FEM;PL
esencia	essenzen	esencia	essenzen	N;FEM;SG	V;NFIN
esencia	wesentlichen	esencia	wesentlich	N;FEM;SG	ADJ
seúl	südkorea	seúl	südkorea	N;MASC;SG	PROPN;NOM;MASC;SG
seúl	seoul	seúl	seoul	N;MASC;SG	PROPN;NOM;MASC;SG
conversaciones	unterhaltungen	conversación	unterhaltung	N;FEM;PL	V;NFIN
conversaciones	gespräche	conversación	gespräch	N;FEM;PL	ADJ
conversaciones	gespräche	conversación	gespräch	N;FEM;PL	ADJ
conversaciones	vorträge	conversación	vortragen	N;FEM;PL	ADJ;NOM;PL
percepción	erkenntnis	percepción	erkenntnis	N;FEM;SG	V;IND;SG;3;PRS;FIN
percepción	vorstellungen	percepción	vorstellingen	N;FEM;SG	V;NFIN
percepción	wahrnehmungen	percepción	wahrnehmungen	N;FEM;SG	N;NOM;FEM;PL
fijo	feste	fijo	fest	ADJ;MASC;SG	ADJ;NOM;FEM;PL
fijo	behoben	fijo	beheben	ADJ;MASC;SG	V;V.PTCP
fijo	fixiert	fijo	fixieren	ADJ;MASC;SG	V;V.PTCP
fijo	repariert	fijo	reparieren	ADJ;MASC;SG	V;V.PTCP
fijo	festgesetzt	fijo	festsetzen	ADJ;MASC;SG	V;V.PTCP
subespecies	unterart	subespecie	unterart	N;FEM;PL	ADJ
subespecies	unterarten	subespecie	unterart	N;FEM;PL	ADJ
fundar	gründung	fundar	gründung	V;NFIN	ADJ
bachillerato	abitur	bachillerato	abitur	N;MASC;SG	ADJ
cuadrada	square	cuadrado	squar	ADJ;FEM;SG	PROPN
cuadrada	rechteck	cuadrado	rechteck	ADJ;FEM;SG	
cuadrada	quadrat	cuadrado	quadrat	ADJ;FEM;SG	
cuadrada	platz	cuadrado	platz	ADJ;FEM;SG	ADV
artísticos	künstlerischen	artístico	künstlerisch	ADJ;MASC;PL	ADJ;NOM;MASC;SG
full	voll	full	voll	INTJ	ADJ
full	voller	full	voll	INTJ	
full	vollständig	full	vollständig	INTJ	ADJ
full	vollen	full	voll	INTJ	
full	volle	full	voll	INTJ	N;NOM;FEM;PL
excavaciones	ausgrabung	excavación	ausgrabung	N;FEM;PL	N;NOM;FEM;SG
excavaciones	gräbt	excavación	graben	N;FEM;PL	V;IND;SG;3;PRS;FIN
wii	wii	wii	wii	N;SG	PROPN;NOM;SG
pila	batterie	pila	batterie	N;FEM;SG	PROPN
pila	akku	pila	akku	N;FEM;SG	PROPN;NOM;SG
pila	akkus	pila	akkus	N;FEM;SG	
pila	batterien	pila	batterienen	N;FEM;SG	
pila	ablage	pila	ablagen	N;FEM;SG	ADJ;SG
pila	haufen	pila	haufen	N;FEM;SG	
pila	stapeln	pila	stapeln	N;FEM;SG	V;NFIN
pila	stapel	pila	stapel	N;FEM;SG	ADJ
pila	schornstein	pila	schornstein	N;FEM;SG	
pila	stapel	pila	stapel	N;FEM;SG	ADJ
pila	stack	pila	stack	N;FEM;SG	
pila	stapeln	pila	stapeln	N;FEM;SG	V;NFIN
regularmente	regulär	regularmente	regulär	ADV	ADJ
regularmente	regelmäßige	regularmente	regelmäßig	ADV	ADJ;NOM;FEM;PL
regularmente	regelmässig	regularmente	regelmäßig	ADV	ADJ
regularmente	regelmäßig	regularmente	regelmäßig	ADV	ADJ
caos	chaos	caos	chaos	N;MASC	
caos	chaotisch	caos	chaotisch	N;MASC	ADJ
caos	chaotischen	caos	chaotisch	N;MASC	ADJ
caos	chaos	caos	chaos	N;MASC	
caos	durcheinander	caos	durcheinander	N;MASC	ADV
módulo	moduls	módulo	moduls	N;MASC;SG	
módulo	modulen	módulo	modul	N;MASC;SG	V;NFIN
módulo	modul	módulo	modul	N;MASC;SG	
módulo	module	módulo	modul	N;MASC;SG	
eslovenia	slowenien	eslovenia	slowenien	N;FEM;SG	PROPN
eslovenia	slowenische	eslovenia	slowenisch	N;FEM;SG	ADJ;NOM;FEM;PL
eslovenia	slowenischen	eslovenia	slowenisch	N;FEM;SG	ADJ;PL
eslovenia	slowenisch	eslovenia	slowenisch	N;FEM;SG	ADJ
turcos	türkisch	turco	türkisch	N;MASC;PL	ADJ
turcos	türkischen	turco	türkisch	N;MASC;PL	ADJ;NOM;PL
turcos	türkische	turco	türkisch	N;MASC;PL	ADJ;NOM;FEM;PL
turcos	türkisches	turco	türkisch	N;MASC;PL	ADJ;NOM;NEUT;SG
sedes	hauptsitz	sede	hauptsitz	N;FEM;PL	V;V.PTCP
sedes	sitz	sede	sitz	N;FEM;PL	N;NOM;MASC;SG
sedes	zentrale	sede	zentral	N;FEM;PL	ADJ;NOM;FEM;PL
sedes	hauptquartier	sede	hauptquartier	N;FEM;PL	
sedes	firmensitz	sede	firmensitz	N;FEM;PL	ADV
sedes	veranstaltungsort	sede	veranstaltungsort	N;FEM;PL	ADJ
garganta	kehle	garganta	kehlen	N;FEM;SG	ADJ
garganta	rachen	garganta	rachen	N;FEM;SG	V;NFIN
garganta	hals	garganta	hals	N;FEM;SG	
eficiencia	wirkungsgrad	eficiencia	wirkungsgrad	N;FEM;SG	PROPN
eficiencia	effektivität	eficiencia	effektivität	N;FEM;SG	ADJ
eficiencia	effizienz	eficiencia	effizienz	N;FEM;SG	
prohibido	verbotene	prohibido	verboten	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL
prohibido	untersagt	prohibido	untersagen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
prohibido	verbotenen	prohibido	verboten	ADJ;MASC;SG;V.PTCP	ADJ;PL
prohibido	verbotene	prohibido	verboten	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL
prohibido	untersagt	prohibido	untersagen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
prohibido	verbot	prohibido	verbieten	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
prohibido	verbannt	prohibido	verbannt	ADJ;MASC;SG;V.PTCP	V;V.PTCP
prohibido	gesperrt	prohibido	sperren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
prohibido	verbot	prohibido	verbieten	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
prohibido	untersagt	prohibido	untersagen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
mitre	mitre	mitre	mitr	PROPN	PROPN;NOM;SG
noruego	norwegisch	noruego	norwegisch	N;MASC;SG	ADJ
noruego	norwegischer	noruego	norwegisch	N;MASC;SG	ADJ
noruego	norweger	noruego	norweger	N;MASC;SG	
noruego	norwegischen	noruego	norwegisch	N;MASC;SG	ADJ
consistente	konsistente	consistente	konsistent	ADJ;SG	ADJ;NOM;FEM;PL
rítmica	rhythmische	rítmica	rhythmisch	ADJ;FEM;SG	ADJ;NOM;FEM;PL
rítmica	rhythmen	rítmica	rhythm	ADJ;FEM;SG	V;NFIN
rítmica	rhythm	rítmica	rhythm	ADJ;FEM;SG	PROPN
dulces	süßigkeiten	dulce	süßigkeit	N;MASC;PL	V;NFIN
dulces	bonbons	dulce	bonbons	N;MASC;PL	PROPN
dulces	süßes	dulce	süß	N;MASC;PL	N;NOM;NEUT;SG
dulces	süßwaren	dulce	süßwaren	N;MASC;PL	
dulces	süßigkeiten	dulce	süßigkeit	N;MASC;PL	V;NFIN
dulces	bonbon	dulce	bonbon	N;MASC;PL	
dulces	süßes	dulce	süß	N;MASC;PL	N;NOM;NEUT;SG
dulces	süßigkeiten	dulce	süßigkeit	N;MASC;PL	V;NFIN
dulces	candy	dulce	candy	N;MASC;PL	PROPN;NOM;SG
dulces	süße	dulce	süß	N;MASC;PL	
dulces	süss	dulce	süßen	N;MASC;PL	ADJ
dulces	süßen	dulce	süßen	N;MASC;PL	ADJ
dulces	süß	dulce	süß	N;MASC;PL	ADJ
dulces	sweet	dulce	sween	N;MASC;PL	PROPN
permanencia	dauerhaftigkeit	permanencia	dauerhaftigkeit	N;FEM;SG	ADJ
watson	watson	watson	watson	N;MASC;SG	PROPN;NOM;SG
euskera	baskische	euskera	baskisch	N;MASC;SG	ADJ;NOM;FEM;PL
euskera	baskenland	euskera	baskenland	N;MASC;SG	ADJ
euskera	baskischen	euskera	baskisch	N;MASC;SG	ADJ;NOM;PL
anglo	anglo	anglo	anglo	N;MASC;SG	PROPN;NOM;MASC;SG
historietas	comics	historieta	comic	N;FEM;PL	PROPN
historietas	comic	historieta	comic	N;FEM;PL	PROPN;NOM;SG
philadelphia	philadelphia	philadelphia	philadelphia	N;FEM;SG	PROPN;NOM;MASC;SG
grueso	großteil	grueso	großteil	ADJ;MASC;SG	ADV
grueso	masse	grueso	massen	ADJ;MASC;SG	
grueso	massen	grueso	massen	ADJ;MASC;SG	
grueso	dicke	grueso	dick	ADJ;MASC;SG	N;NOM;FEM;PL
exceso	übersteigen	exceso	übersteigen	N;MASC;SG	V;NFIN
exceso	überschuss	exceso	überschuß	N;MASC;SG	
triángulo	dreiecks	triángulo	dreiecks	N;MASC;SG	
triángulo	dreieck	triángulo	dreieck	N;MASC;SG	
bart	bart	bart	bart	N;SG	
clero	kleriker	clero	klerik	N;MASC;SG	ADJ
clero	geistlichen	clero	geistlich	N;MASC;SG	ADJ
clero	klerus	clero	klerus	N;MASC;SG	
clero	geistliche	clero	geistlich	N;MASC;SG	ADJ;NOM;FEM;PL
habsburgo	habsburg	habsburgo	habsburg	N;MASC;SG	PROPN;NOM;MASC;SG
