और	in	और	in		CONJ
युवाओं	mladina	युवा	mladina	N;ACC;MASC;PL;3	N;NOM;FEM;SG
युवाओं	mladost	युवा	mladost	N;ACC;MASC;PL;3	N;NOM;FEM;SG
ट्रेड	trguje	ट्रेड	trgovati	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN
सोलह	sixteen	सोलह	sixteen	NUM	N;NOM;MASC;SG
मलय	malezija	मलय	malezija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
मलय	malezije	मलय	malezija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
मलय	malajski	मलय	malajski	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
डिज़्नी	disney	डिज़्नी	disney	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
गोलाकार	sferične	गोलाकार	sferičen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
गोलाकार	okrogla	गोलाकार	okrogel	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
गोलाकार	okrogle	गोलाकार	okrogel	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
गोलाकार	rundo	गोलाकार	rundo	N;NOM;MASC;SG;3	N;ACC;FEM;SG
गोलाकार	okrogel	गोलाकार	okrogeti	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
गोलाकार	okroglo	गोलाकार	okrogel	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
गोलाकार	krožni	गोलाकार	krožen	N;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;SG
गोलाकार	krožno	गोलाकार	krožen	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
आक्साइड	oksidi	आक्साइड	oksid	N;NOM;MASC;SG;3	N;NOM;MASC;PL
सिकंदर	aleksandra	सिकंदर	aleksander	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
सिकंदर	aleksander	सिकंदर	aleksander	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
सिकंदर	alexander	सिकंदर	alexander	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
टोक्यो	tokio	टोक्यो	tokio	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
भाग्य	usodo	भाग्य	usoda	N;NOM;MASC;SG;3	N;ACC;FEM;SG
भाग्य	usodo	भाग्य	usoda	N;NOM;MASC;SG;3	N;ACC;FEM;SG
भाग्य	srečo	भाग्य	sreča	N;NOM;MASC;SG;3	N;ACC;FEM;SG
भाग्य	sreče	भाग्य	sreča	N;NOM;MASC;SG;3	N;GEN;FEM;SG
पैनल	ploščo	पैनल	plošča	N;NOM;MASC;SG;3	N;ACC;FEM;SG
पैनल	ploskev	पैनल	ploskv	N;NOM;MASC;SG;3	N;GEN;MASC;SG
मारिया	marijo	मारिया	marija	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
मारिया	marija	मारिया	marija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
मारिया	maria	मारिया	maria	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
स्वीकार्य	specialci	स्वीकार्य	specialec		N;NOM;MASC;PL
स्वीकार्य	swat	स्वीकार्य	swat		N;NOM;FEM;SG
स्वीकार्य	sprejemljivo	स्वीकार्य	sprejemljivo		ADJ;NOM;NEUT;SG
स्वीकार्य	sprejemljive	स्वीकार्य	sprejemljiv		ADJ;NOM;FEM;PL
स्वीकार्य	sprejemljiv	स्वीकार्य	sprejemljiv		ADJ;NOM;INDF;MASC;SG
स्वीकार्य	sprejemljivi	स्वीकार्य	sprejemljiv		ADJ;NOM;MASC;PL
स्वीकार्य	sprejemljiva	स्वीकार्य	sprejemljiv		ADJ;NOM;FEM;SG
एनिमेटेड	animirani	एनिमेटेड	animiran	N;NOM;MASC;SG;3	ADJ;NOM;MASC;PL;V.PTCP
कीबोर्ड	tipkovnice	कीबोर्ड	tipkovnica	N;NOM;MASC;SG;3	N;NOM;FEM;PL
कीबोर्ड	tipkovnico	कीबोर्ड	tipkovnica	N;NOM;MASC;SG;3	N;ACC;FEM;SG
एंटीबायोटिक	antibiotiki	एंटीबायोटिक	antibiotika	N;NOM;MASC;SG;3	N;NOM;MASC;PL
एंटीबायोटिक	antibiotike	एंटीबायोटिक	antibiotika	N;NOM;MASC;SG;3	N;NOM;FEM;PL
योगी	jogi	योगी	joga		N;NOM;FEM;SG
प्रतिस्थापन	namestniki	प्रतिस्थापन	namestnik	N;NOM;MASC;SG;3	N;NOM;MASC;PL
प्रतिस्थापन	nadomestki	प्रतिस्थापन	nadomestek	N;NOM;MASC;SG;3	N;NOM;MASC;PL
रोज़	rose	रोज़	rosa		N;NOM;FEM;SG
रोज़	vrtnica	रोज़	vrtnica		N;NOM;FEM;SG
रोज़	dnevno	रोज़	dnevno		ADV
रोज़	dnevna	रोज़	dneven		ADJ;NOM;FEM;SG
रोज़	dnevni	रोज़	dneven		ADJ;NOM;MASC;SG
आर्मी	vojsko	आर्मी	vojska	N;NOM;FEM;SG;3	N;ACC;FEM;SG
ब्लेक	blues	ब्लेक	blues	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
ब्लेक	blake	ब्लेक	blak	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
गंभीरता	resnosti	गंभीरता	resnost	N;NOM;FEM;SG;3	N;GEN;FEM;SG
सोशल	socialno	सोशल	socialen		ADJ;NOM;NEUT;SG
सोशल	družabni	सोशल	družaben		ADJ;NOM;DEF;MASC;SG
सोशल	družabno	सोशल	družabno		ADJ;NOM;NEUT;SG
सोशल	socialne	सोशल	socialen		ADJ;NOM;FEM;PL
सोशल	socialna	सोशल	socialen		ADJ;NOM;FEM;SG
सोशल	družbena	सोशल	družben		ADJ;NOM;FEM;SG
खरीदा	kupljen	खरीद	kupljen	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
खरीदा	kupljene	खरीद	kupljen	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;PL;V.PTCP
खरीदा	kupljeno	खरीद	kupljen	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;V.PTCP
खरीदा	kupljena	खरीद	kupljen	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;V.PTCP
खरीदा	kupljen	खरीद	kupljen	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
खरीदा	kupljene	खरीद	kupljen	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;PL;V.PTCP
खरीदा	kupljeno	खरीद	kupljen	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;V.PTCP
खरीदा	kupljena	खरीद	kupljen	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;V.PTCP
विवादों	spori	विवाद	spor	N;ACC;MASC;PL;3	N;NOM;MASC;PL
विवादों	spore	विवाद	spora	N;ACC;MASC;PL;3	N;NOM;FEM;PL
लीड्स	leeds	लीड्स	leeds	N;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
सिगरेट	cigareto	सिगरेट	cigareta	N;NOM;FEM;SG;3	N;ACC;FEM;SG
सिगरेट	cigaret	सिगरेट	cigareta	N;NOM;FEM;SG;3	N;GEN;FEM;PL
सिगरेट	cigarete	सिगरेट	cigareta	N;NOM;FEM;SG;3	N;NOM;FEM;PL
सूट	obleko	सूट	obleka	N;NOM;MASC;SG;3	N;ACC;FEM;SG
सूट	obleke	सूट	obleka	N;NOM;MASC;SG;3	N;NOM;FEM;PL
शान	shan	शान	shan		N;NOM;MASC;SG
प्रविष्ट	vstavi	प्रविष्ट	vstaviti	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;PRS;FIN
वुड्स	gozdovi	वुड्स	gozd	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
वुड्स	gozda	वुड्स	gozd	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
वुड्स	woods	वुड्स	woods	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
वुड्स	gozd	वुड्स	gozd	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
बर्फ़	snega	बर्फ़	sneg	N;NOM;FEM;SG;3	N;GEN;MASC;SG
बर्फ़	ice	बर्फ़	ice	N;NOM;FEM;SG;3	
बर्फ़	ledom	बर्फ़	led	N;NOM;FEM;SG;3	N;DAT;MASC;PL
मरुस्थल	puščavi	मरुस्थल	puščava	N;NOM;MASC;SG;3	N;DAT;FEM;SG
क्रमिक	postopna	क्रमिक	postopen		ADJ;NOM;FEM;SG
क्रमिक	postopoma	क्रमिक	postopoma		ADV
क्रमिक	postopno	क्रमिक	postopno		ADV
अल्पसंख्यक	manjšino	अल्पसंख्यक	manjšina	N;NOM;MASC;SG;3	N;ACC;FEM;SG
अल्पसंख्यक	manjšine	अल्पसंख्यक	manjšina	N;NOM;MASC;SG;3	N;NOM;FEM;PL
अल्पसंख्यक	manjšine	अल्पसंख्यक	manjšina	N;NOM;MASC;SG;3	N;NOM;FEM;PL
बर्मी	burmanskih	बर्मी	burmanski		ADJ;GEN;MASC;PL
अपर्याप्त	nezadostno	अपर्याप्त	nezadostno	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
अपर्याप्त	neustrezno	अपर्याप्त	neustrezno	N;NOM;MASC;SG;3	ADV
अपर्याप्त	nezadostno	अपर्याप्त	nezadostno	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
अपर्याप्त	nezadostni	अपर्याप्त	nezadosten	N;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
अपर्याप्त	nezadosten	अपर्याप्त	nezadosten	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
अपर्याप्त	nezadostne	अपर्याप्त	nezadosten	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
अपर्याप्त	nezadostna	अपर्याप्त	nezadosten	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
ट्रक	tovornjake	ट्रक	tovornjak	N;NOM;MASC;SG;3	N;ACC;MASC;PL
ट्रक	tovornjaki	ट्रक	tovornjak	N;NOM;MASC;SG;3	N;NOM;MASC;PL
डीन	dean	डीन	dean	N;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
फर्श	tla	फर्श	tla	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
ग्राउंड	tla	ग्राउंड	tla	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
ग्राउंड	tleh	ग्राउंड	tla	N;NOM;MASC;SG;3	N;ESS;NEUT;PL
पैकेज	pakete	पैकेज	paket	N;NOM;MASC;SG;3	N;ACC;MASC;PL
पैकेज	paketov	पैकेज	paket	N;NOM;MASC;SG;3	N;GEN;MASC;PL
पैकेज	paketi	पैकेज	paketi	N;NOM;MASC;SG;3	N;NOM;MASC;PL
प्रतियोगी	tekmovalca	प्रतियोगी	tekmovalec	N;NOM;MASC;SG;3	N;NOM;MASC;DU
प्रतियोगी	tekmovalci	प्रतियोगी	tekmovalec	N;NOM;MASC;SG;3	N;NOM;MASC;PL
मोती	perl	मोती	perla		N;NOM;MASC;SG
मोती	pearl	मोती	pearla		PROPN;NOM;MASC;SG
मोती	biser	मोती	biser		N;NOM;MASC;SG
मोती	biseri	मोती	biser		N;NOM;MASC;PL
मोती	bisere	मोती	biser		N;ACC;MASC;PL
मोती	biserov	मोती	biser		N;GEN;MASC;PL
यूरो	evro	यूरो	evro	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
यूरो	euro	यूरो	eura	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
है	je	है	biti	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;POS;PRS;FIN
लिटिल	male	लिटिल	mali		ADJ;NOM;FEM;PL
लिटिल	mali	लिटिल	mali		ADJ;NOM;DEF;MASC;SG
परिपक्व	zrela	परिपक्व	zreti		V;IPFV;FEM;SG;V.PTCP
परिपक्व	zrel	परिपक्व	zreti		ADJ;NOM;INDF;MASC;SG
परिपक्व	zrele	परिपक्व	zreti		V;IPFV;FEM;PL;V.PTCP
परिपक्व	zrelo	परिपक्व	zrelo		ADJ;NOM;NEUT;SG
उष्ण	tropske	उष्ण	tropski	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
उष्ण	tropski	उष्ण	tropski	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
उष्ण	tropskih	उष्ण	tropski	N;NOM;MASC;SG;3	ADJ;GEN;MASC;PL
हरित	zeleno	हरित	zelen	PROPN;NOM;MASC;SG;3	ADV
हरित	zelene	हरित	zelen	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
हरित	green	हरित	green	PROPN;NOM;MASC;SG;3	
हरित	zeleni	हरित	zelen	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;SG
हरित	zelena	हरित	zelen	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
लेडी	gospa	लेडी	gospa	PROPN;NOM;FEM;SG;3	N;NOM;FEM;SG
लेडी	dama	लेडी	dama	PROPN;NOM;FEM;SG;3	N;NOM;FEM;SG
लेडी	lady	लेडी	lady	PROPN;NOM;FEM;SG;3	N;NOM;MASC;SG
कॉर्पोरेशन	korporacijo	कॉर्पोरेशन	korporacija	N;NOM;MASC;SG;3	N;ACC;FEM;SG
दया	usmiljenje	दया	usmiljenje		N;NOM;NEUT;SG
दया	usmiljenja	दया	usmiljenje		N;NOM;NEUT;PL
दया	škoda	दया	škoda		N;NOM;FEM;SG
दया	usmiljenje	दया	usmiljenje		N;NOM;NEUT;SG
दया	mercy	दया	mercy		
दया	usmiljenja	दया	usmiljenje		N;NOM;NEUT;PL
दया	milost	दया	milost		N;NOM;FEM;SG
दया	pomilostitev	दया	pomilostitev		N;NOM;FEM;SG
दया	prijaznost	दया	prijaznost		N;NOM;FEM;SG
दया	dobrote	दया	dobrot		N;NOM;FEM;PL
दया	prijaznosti	दया	prijaznost		N;GEN;FEM;SG
इंद्र	indra	इंद्र	indra	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
कांगो	kongo	कांगो	kong	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
ओजोन	ozona	ओजोन	ozona	N;NOM;MASC;SG;3	N;GEN;MASC;SG
ग्रिड	mrežo	ग्रिड	mreža	N;NOM;MASC;SG;3	N;ACC;FEM;SG
ग्रिड	omrežja	ग्रिड	omrežje	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
सुप्रीम	vrhovnega	सुप्रीम	vrhoven	PROPN;NOM;MASC;SG;3	ADJ;GEN;NEUT;SG
सुप्रीम	vrhovni	सुप्रीम	vrhoven	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
सुप्रीम	vrhovno	सुप्रीम	vrhoven	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
अनन्त	neskončne	अनन्त	neskončen		ADJ;NOM;FEM;PL
अनन्त	neskončno	अनन्त	neskončno		ADV
अनन्त	neskončna	अनन्त	neskončen		ADJ;NOM;FEM;SG
अनन्त	neskončen	अनन्त	neskončen		ADJ;NOM;INDF;MASC;SG
अनन्त	večno	अनन्त	večen		ADV
अनन्त	večen	अनन्त	večen		ADJ;NOM;INDF;MASC;SG
अनन्त	večni	अनन्त	večen		ADJ;NOM;MASC;SG
अनन्त	večna	अनन्त	večen		ADJ;NOM;FEM;SG
यूनेस्को	unesco	यूनेस्को	unesco	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
लास	las	लास	las	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
आस्ट्रिया	avstrijski	आस्ट्रिया	avstrijski	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;SG
आस्ट्रिया	avstrijska	आस्ट्रिया	avstrijski	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
आस्ट्रिया	avstrijsko	आस्ट्रिया	avstrijski	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
आस्ट्रिया	avstrijo	आस्ट्रिया	avstrija	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
आस्ट्रिया	avstrija	आस्ट्रिया	avstrija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
रिपब्लिकन	republikanski	रिपब्लिकन	republikanski	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
रिपब्लिकन	republikanec	रिपब्लिकन	republikanec	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
बगैर	brez	बगैर	brez	PART	ADP;GEN
सपना	sanje	सपना	sanja	N;NOM;MASC;SG;3	N;NOM;FEM;PL
सपना	sanjsko	सपना	sanjski	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
वेन	wayne	वेन	wayen	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
उत्तराधिकार	dediščino	उत्तराधिकार	dediščina	N;NOM;MASC;SG;3	N;ACC;FEM;SG
विचित्र	bizarno	विचित्र	bizarna	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
विद्रोही	upornikov	विद्रोही	upornik	N;NOM;MASC;SG;3	N;GEN;MASC;PL
विद्रोही	uporniško	विद्रोही	uporniški	N;NOM;MASC;SG;3	ADV
विद्रोही	uporniški	विद्रोही	uporniški	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
नायर	nair	नायर	nair	PROPN;NOM;MASC;SG;3	
बैठा	sedenje	बैठ	sedenje	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;NEUT;SG
बैठा	sedeli	बैठ	sedeti	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;PL;V.PTCP
बैठा	sedela	बैठ	sedeti	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;FEM;SG;V.PTCP
बैठा	sedel	बैठ	sedeti	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;SG;V.PTCP
बैठा	sat	बैठ	sat	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
परमेश्वर	boga	परमेश्वर	bog	N;NOM;MASC;SG;3	N;ACC;MASC;SG
फीफा	fifa	फीफा	fifa	PROPN;NOM;FEM;SG;3	PROPN;NOM;FEM;SG
इंजेक्शन	injekcijo	इंजेक्शन	injekcija	N;NOM;MASC;SG;3	N;ACC;FEM;SG
दूतावास	veleposlaništva	दूतावास	veleposlaništvo	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
चुनी	izbrano	चुन	izbran	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;V.PTCP
चुनी	izbrani	चुन	izbran	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;MASC;PL;V.PTCP
चुनी	izbrana	चुन	izbran	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;V.PTCP
चुनी	izbran	चुन	izbran	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
चुनी	izvoljeni	चुन	izvoljen	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;MASC;PL;V.PTCP
चुनी	izvoljen	चुन	izvoljen	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
चुनी	izvoljena	चुन	izvoljen	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;V.PTCP
प्राइवेट	pvt	प्राइवेट	pvt	N;NOM;MASC;SG;3	
प्राइवेट	zasebno	प्राइवेट	zaseben	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
प्राइवेट	privat	प्राइवेट	privati	N;NOM;MASC;SG;3	
प्राइवेट	zasebna	प्राइवेट	zaseben	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
प्राइवेट	zasebnega	प्राइवेट	zaseben	N;NOM;MASC;SG;3	ADJ;GEN;NEUT;SG
प्राइवेट	zasebni	प्राइवेट	zaseben	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
चित्रकारी	sliko	चित्रकारी	slika	N;NOM;FEM;SG;3	N;ACC;FEM;SG
निकटवर्ती	bližnje	निकटवर्ती	bližnji	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
झीलों	jezer	झील	jezero	N;ACC;FEM;PL;3	N;GEN;NEUT;PL
झीलों	jezera	झील	jezero	N;ACC;FEM;PL;3	N;NOM;NEUT;PL
लय	ritmi	लय	ritmi		N;NOM;MASC;PL
लय	ritem	लय	ritem		N;NOM;MASC;SG
हैमिल्टन	hamilton	हैमिल्टन	hamilton	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
ऑर्डर	naročila	ऑर्डर	naročiti	N;NOM;MASC;SG;3	V;PFV;FEM;SG;V.PTCP
ऑर्डर	naroči	ऑर्डर	naroči	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;PRS;FIN
ऑर्डर	naročila	ऑर्डर	naročiti	N;NOM;MASC;SG;3	V;PFV;FEM;SG;V.PTCP
ऑर्डर	ukazi	ऑर्डर	ukaz	N;NOM;MASC;SG;3	N;NOM;MASC;PL
किलोग्राम	kilogrami	किलोग्राम	kilogram	N;NOM;MASC;SG;3	N;NOM;MASC;PL
किलोग्राम	kilogramov	किलोग्राम	kilogram	N;NOM;MASC;SG;3	N;GEN;MASC;PL
किलोग्राम	kilogramih	किलोग्राम	kilogram	N;NOM;MASC;SG;3	N;ESS;MASC;PL
स्त्रोत	vir	स्त्रोत	vir		N;NOM;MASC;SG
स्त्रोत	vire	स्त्रोत	vir		N;ACC;MASC;PL
स्त्रोत	viri	स्त्रोत	vir		N;NOM;MASC;PL
खैर	no	खैर	no		PART
वाइरस	virusa	वाइरस	virus	N;NOM;MASC;SG;3	N;ACC;MASC;SG
वाइरस	virusi	वाइरस	virus	N;NOM;MASC;SG;3	N;NOM;MASC;PL
वाइरस	virusi	वाइरस	virus	N;NOM;MASC;SG;3	N;NOM;MASC;PL
वाइरस	viruse	वाइरस	virus	N;NOM;MASC;SG;3	N;ACC;MASC;PL
रबर	gumo	रबर	guma	N;NOM;MASC;SG;3	N;ACC;FEM;SG
रबर	gume	रबर	guma	N;NOM;MASC;SG;3	N;NOM;FEM;PL
सिग्नल	signali	सिग्नल	signati	N;NOM;MASC;SG;3	N;NOM;MASC;PL
सिग्नल	signale	सिग्नल	signati	N;NOM;MASC;SG;3	N;ACC;MASC;PL
हज़रत	hazrat	हज़रत	hazrat	PROPN;NOM;MASC;SG;3	
सूक्ष्मदर्शी	mikroskop	सूक्ष्मदर्शी	mikrosko	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
सूक्ष्मदर्शी	mikroskopijo	सूक्ष्मदर्शी	mikroskopija	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
सुंदरता	lepote	सुंदरता	lepota	N;NOM;FEM;SG;3	N;NOM;FEM;PL
सुंदरता	lepoto	सुंदरता	lepota	N;NOM;FEM;SG;3	N;ACC;FEM;SG
सुंदरता	lepoti	सुंदरता	lepota	N;NOM;FEM;SG;3	N;DAT;FEM;SG
यहूदियों	židje	यहूदी	židja	N;ACC;MASC;PL;3	N;NOM;MASC;PL
यहूदियों	judje	यहूदी	judja	N;ACC;MASC;PL;3	N;NOM;MASC;PL
फाइल	datoteko	फाइल	datoteka	N;NOM;FEM;SG;3	N;ACC;FEM;SG
निकोलस	nicolas	निकोलस	nicolas	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
निकोलस	nicholas	निकोलस	nicholas	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
आठवीं	osmi	आठवां	osmi	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
आठवीं	eighth	आठवां	eighth	ADJ;NOM;FEM;SG	
आठवीं	osmo	आठवां	osmi	ADJ;NOM;FEM;SG	ADJ;ACC;NEUT;SG
मूर्तियाँ	kipe	मूर्ति	kipa	N;NOM;FEM;PL;3	N;ACC;MASC;PL
मिसाइल	rakete	मिसाइल	raketa	N;NOM;FEM;SG;3	N;NOM;FEM;PL
मिसाइल	izstrelki	मिसाइल	izstrelek	N;NOM;FEM;SG;3	N;NOM;MASC;PL
उद्यमी	podjetnike	उद्यमी	podjetnik	N;NOM;MASC;SG;3	N;ACC;MASC;PL
उद्यमी	podjetniki	उद्यमी	podjetnik	N;NOM;MASC;SG;3	N;NOM;MASC;PL
जोड़ों	pari	जोड़	par	N;ACC;MASC;PL;3	N;NOM;MASC;PL
जोड़ों	parov	जोड़	par	N;ACC;MASC;PL;3	N;GEN;MASC;PL
परिपूर्ण	izčrpno	परिपूर्ण	izčrpno	ADJ	ADV
सन्त	sant	सन्त	sant	N;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
डेबिट	obremenitev	डेबिट	obremenitev	N;NOM;MASC;SG;3	N;GEN;FEM;SG
उपग्रहों	satelitsko	उपग्रह	satelitski	N;ACC;MASC;PL;3	ADJ;NOM;NEUT;SG
उपग्रहों	satelitska	उपग्रह	satelitski	N;ACC;MASC;PL;3	ADJ;NOM;FEM;SG
उपग्रहों	satelit	उपग्रह	satelit	N;ACC;MASC;PL;3	N;NOM;MASC;SG
नम	vlažno	नम	vlažen		ADJ;NOM;NEUT;SG
नम	vlažen	नम	vlažen		ADJ;NOM;INDF;MASC;SG
नम	vlažne	नम	vlažen		ADJ;NOM;FEM;PL
नम	vlažna	नम	vlažen		ADJ;NOM;FEM;SG
नम	vlažno	नम	vlažen		ADJ;NOM;NEUT;SG
नम	vlažno	नम	vlažen		ADJ;NOM;NEUT;SG
परमात्मा	božanski	परमात्मा	božanski	PROPN;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
परमात्मा	božanska	परमात्मा	božanski	PROPN;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
परमात्मा	božansko	परमात्मा	božanski	PROPN;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
परमात्मा	božanske	परमात्मा	božanski	PROPN;NOM;FEM;SG;3	ADJ;NOM;FEM;PL
वाक्यांश	stavki	वाक्यांश	stavka	N;NOM;MASC;SG;3	N;NOM;FEM;PL
वाक्यांश	fraze	वाक्यांश	fraza	N;NOM;MASC;SG;3	N;NOM;FEM;PL
वाक्यांश	fraz	वाक्यांश	fraz	N;NOM;MASC;SG;3	N;GEN;FEM;PL
वाक्यांश	vrvico	वाक्यांश	vrvica	N;NOM;MASC;SG;3	N;ACC;FEM;SG
वाक्यांश	vrvice	वाक्यांश	vrvica	N;NOM;MASC;SG;3	N;NOM;FEM;PL
