leonor	eleonora	leonor	eleonor	N;FEM;SG	PROPN;NOM;FEM;SG;POS
alonso	alonso	alonso	alonso	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
alonso	alonzo	alonso	alonzo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ira	ira	ira	ira	N;FEM;SG	PROPN;FEM;POS
ira	iro	ira	iro	N;FEM;SG	PROPN;NOM;MASC;SG;POS
obrigação	povinnosti	obrigação	povinnost	N;FEM;SG	N;NOM;FEM;PL;POS
reconheceu	uznala	reconhecer	uznat	V;IND;SG;3;PST;FIN	V;PFV;POS;PST;V.PTCP;ACT
reconheceu	uznáno	reconhecer	uznaný	V;IND;SG;3;PST;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
future	budoucí	future	budoucí	N;MASC;SG	ADJ;NOM;MASC;SG;POS
kane	kane	kane	kana	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
destaques	nejvýznamnější	destaque	významný	N;MASC;PL	ADJ;NOM;RL;MASC;SG;POS
destaques	zdůrazňuje	destaque	zdůrazňovat	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
destaques	doporučené	destaque	doporučený	N;MASC;PL	ADJ;NOM;NEUT;SG;POS
destaques	doporučeno	destaque	doporučený	N;MASC;PL	ADJ;NEUT;SG;POS;V.PTCP;PASS
abandono	opustit	abandono	opustit	N;MASC;SG	V;PFV;POS;NFIN
express	express	express	express	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
express	vyjádřit	express	vyjádřit	N;MASC;SG	V;PFV;POS;NFIN
express	expresní	express	expresní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
rosas	růže	rosa	růže	N;FEM;PL	N;NOM;FEM;SG;POS
polar	lední	polar	lední	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
polar	polární	polar	polární	N;MASC;SG	ADJ;NOM;MASC;SG;POS
fenton	fenton	fenton	fenton	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
bateu	hit	bater	hit	V;IND;SG;3;PST;FIN	N;INAN;NOM;MASC;SG;POS
mista	smíšená	misturar	smíšený	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
mista	smíšené	misturar	smíšený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
mista	smíšený	misturar	smíšený	V;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
convencer	přesvědčivý	convencer	přesvědčivý	V;NFIN	ADJ;INAN;NOM;MASC;SG;POS
convencer	přesvědčivá	convencer	přesvědčivý	V;NFIN	ADJ;NOM;FEM;SG;POS
convencer	přesvědčivé	convencer	přesvědčivý	V;NFIN	ADJ;NOM;NEUT;SG;POS
convencer	přesvědčování	convencer	přesvědčování	V;NFIN	N;NOM;NEUT;SG;POS
nicole	nicol	nicole	nicola	N;FEM;SG	PROPN;NOM;FEM;SG;POS
nicole	nicole	nicole	nicole	N;FEM;SG	PROPN;NOM;FEM;SG;POS
rodoviário	silniční	rodoviário	silniční	N;MASC;SG	ADJ;NOM;FEM;SG;POS
rodoviário	road	rodoviário	road	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
executada	provedený	executar	provedený	V;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
executada	proveden	executar	provedený	V;FEM;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
executada	popraven	executar	popravený	V;FEM;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
executada	provedené	executar	provedený	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;PL;POS
kiev	kyjev	kiev	kyjev	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
vancouver	vancouveru	vancouver	vancouver	N;MASC;SG	PROPN;INAN;GEN;MASC;SG;POS
planet	planet	planet	planeta	N;MASC;SG	N;GEN;FEM;PL;POS
powell	powell	powell	powell	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
apropriado	vhodný	apropriar	vhodný	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
apropriado	vhodná	apropriar	vhodný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
apropriado	vhodné	apropriar	vhodný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
israelense	izraelské	israelense	izraelský	ADJ;MASC;SG	ADJ;NOM;MASC;PL;POS
estuda	studium	estudar	studium	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG;POS
estuda	studijní	estudar	studijní	V;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;PL;POS
estuda	studie	estudar	studie	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL;POS
miles	miles	mile	miles	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
miles	kilometry	mile	kilometr	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
miles	míle	mile	míla	N;MASC;SG	N;NOM;FEM;PL;POS
cresce	růst	crescer	růst	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG;POS
cresce	rostou	crescer	růst	V;IND;SG;3;PRS;FIN	V;IND;PL;3;POS;PRS;FIN;ACT
cláudia	claudia	cláudia	claudium	N;FEM;SG	PROPN;NOM;FEM;SG;POS
cláudia	claude	cláudia	claude	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
correspondência	odpovídající	correspondência	odpovídající	N;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
