apg	apg	apg	apg		N;INDF;MASC;SG
personelu	personal	personel	personal	N;GEN;MASC;SG	ADV
personelu	personalul	personel	personal	N;GEN;MASC;SG	N;DEF;MASC;SG
personelu	personal	personel	personal	N;GEN;MASC;SG	ADV
personelu	personalul	personel	personal	N;GEN;MASC;SG	N;DEF;MASC;SG
con	con	con	con		N;INDF;MASC;SG
kandydaturę	candidatura	kandydatura	candidatură	N;ACC;FEM;SG	N;DEF;FEM;SG
tylny	spate	tylny	spate	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
wiązanie	legare	wiązanie	legare	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
wiązanie	legarea	wiązanie	legare	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
wiązanie	legarea	wiązanie	legare	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
liverpool	liverpool	liverpool	liverpool	N;NOM;MASC;SG	PROPN
emanuel	emanuel	emanuel	emanuel	PROPN;NOM;MASC;SG	PROPN
dublin	dublin	dublina	dublin	PROPN;NOM;MASC;SG	PROPN
przeglądu	recenzie	przegląd	recenzie	N;GEN;MASC;SG	N;INDF;FEM;SG
przeglądu	revizuirea	przegląd	revizuire	N;GEN;MASC;SG	N;DEF;FEM;SG
przeglądu	revizuire	przegląd	revizuire	N;GEN;MASC;SG	N;INDF;FEM;SG
andre	andre	andra	andre	PROPN;NOM;MASC;SG	PROPN
andre	andré	andra	andré	PROPN;NOM;MASC;SG	PROPN
andre	andré	andra	andré	PROPN;NOM;MASC;SG	PROPN
tymczasowego	provizorii	tymczasowy	provizoriu	ADJ;ACC;MASC;SG	ADJ;INDF;PL
tymczasowego	provizoriu	tymczasowy	provizoriu	ADJ;ACC;MASC;SG	ADV
tymczasowego	provizorie	tymczasowy	provizorie	ADJ;ACC;MASC;SG	N;INDF;FEM;SG
niebie	ceruri	niebo	cer	N;DAT;NEUT;SG	N;INDF;FEM;PL
niebie	rai	niebo	rai	N;DAT;NEUT;SG	
niebie	raiul	niebo	rai	N;DAT;NEUT;SG	N;DEF;MASC;SG
niebie	cerul	niebo	cer	N;DAT;NEUT;SG	N;DEF;MASC;SG
niebie	cer	niebo	cere	N;DAT;NEUT;SG	V;IND;SG;3;PRS;FIN
nocny	nocturna	nocny	nocturna	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
nocny	nocturne	nocny	nocturn	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
nocny	noapte	nocny	noapte	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
nocny	noaptea	nocny	noaptea	ADJ;NOM;MASC;SG	ADV
gleb	soluri	gleb	sol		N;INDF;FEM;PL
umysłu	minte	umysł	minte	N;GEN;MASC;SG	N;INDF;FEM;SG
umysłu	mintea	umysł	minte	N;GEN;MASC;SG	N;DEF;FEM;SG
josh	josh	josh	josh	PROPN;NOM;MASC;SG	PROPN
gwatemali	guatemala	gwatemać	guatemală	V;IPFV;MASC;IND;PL;PST;FIN;ACT	PROPN
gwatemali	guatemalez	gwatemać	guatemalez	V;IPFV;MASC;IND;PL;PST;FIN;ACT	PROPN
odpowiadał	corespondat	odpowiadać	corespondat	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
sądy	judiciar	sąd	judiciar	N;NOM;MASC;PL	ADJ;INDF;MASC;SG
sądy	instantele	sąd	instantă	N;NOM;MASC;PL	N;DEF;FEM;PL
sądy	tribunalele	sąd	tribunal	N;NOM;MASC;PL	N;DEF;FEM;PL
jasności	claritatea	jasność	claritate	N;GEN;FEM;SG	N;DEF;FEM;SG
jasności	claritate	jasność	claritate	N;GEN;FEM;SG	N;INDF;FEM;SG
jasności	stralucire	jasność	stralucire	N;GEN;FEM;SG	N;INDF;FEM;SG
jasności	luminozitate	jasność	luminozitate	N;GEN;FEM;SG	N;INDF;FEM;SG
traktowane	tratat	traktować	tratat	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;INDF;MASC;SG
traktowane	tratate	traktować	tratat	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
traktowane	tratata	traktować	tratata	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;DEF;FEM;SG
sobota	sambata	sobota	sambata		N;DEF;FEM;SG
sobota	sambata	sobota	sambata		N;DEF;FEM;SG
sobota	sambata	sobota	sambata		N;DEF;FEM;SG
sobota	sambata	sobota	sambata		N;DEF;FEM;SG
zajęte	ocupat	zajęty	ocupa		ADJ;INDF;MASC;SG
zajęte	ocupate	zajęty	ocupat		ADJ;INDF;FEM;PL
zajęte	ocupata	zajęty	ocupata		ADJ;DEF;FEM;SG
zajęte	ocupata	zajęty	ocupata		ADJ;DEF;FEM;SG
zajęte	ocupat	zajęty	ocupa		ADJ;INDF;MASC;SG
zajęte	ocupate	zajęty	ocupat		ADJ;INDF;FEM;PL
zajęte	ocupata	zajęty	ocupata		ADJ;DEF;FEM;SG
wrogów	inamicii	wróg	inamic	N;ACC;MASC;PL	N;DEF;MASC;PL
zaleca	recomanda	zalecać	recomanda	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
chirurgii	operatie	chirurgia	operatie	N;GEN;FEM;SG	N;INDF;FEM;SG
chirurgii	chirurgie	chirurgia	chirurgie	N;GEN;FEM;SG	N;INDF;FEM;SG
chirurgii	chirurgia	chirurgia	chirurgie	N;GEN;FEM;SG	N;DEF;FEM;SG
chirurgii	chirurgical	chirurgia	chirurgical	N;GEN;FEM;SG	ADJ;INDF;MASC;SG
chirurgii	chirurgicale	chirurgia	chirurgical	N;GEN;FEM;SG	ADJ;INDF;FEM;PL
chirurgii	chirurgicala	chirurgia	chirurgicală	N;GEN;FEM;SG	N;DEF;FEM;SG
uczucia	sentimentele	uczucie	sentiment	N;NOM;NEUT;PL	N;DEF;FEM;PL
rolnej	agrara	rolny	agrara	ADJ;GEN;FEM;SG	N;DEF;FEM;SG
elektronów	electron	elektron	electron	N;GEN;MASC;PL	N;INDF;MASC;SG
nintendo	nintendo	nintendo	nintendo		N;INDF;MASC;SG
filozoficzne	filozofice	filozoficzny	filozofic	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
armstrong	armstrong	armstrong	armstrong		PROPN
cezar	caesar	cezar	caesar	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;MASC;SG
cezar	cezar	cezar	cezar	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;MASC;SG
zainteresowań	interesele	zainteresowanie	interes	N;GEN;NEUT;PL	N;DEF;FEM;PL
klasycznego	clasica	klasyczny	clasică	ADJ;ACC;MASC;SG	ADJ;DEF;FEM;SG
klasycznego	clasic	klasyczny	clasic	ADJ;ACC;MASC;SG	ADV
klasycznego	clasica	klasyczny	clasică	ADJ;ACC;MASC;SG	ADJ;DEF;FEM;SG
podłogi	podele	podłoga	podea	N;ACC;FEM;SG	N;INDF;FEM;PL
podłogi	etaje	podłoga	etaj	N;ACC;FEM;SG	N;INDF;FEM;PL
podłogi	podele	podłoga	podea	N;ACC;FEM;SG	N;INDF;FEM;PL
komety	cometa	kometa	cometa		N;DEF;FEM;SG
komety	cometa	kometa	cometa		N;DEF;FEM;SG
komety	comete	kometa	cometă		N;INDF;FEM;PL
otoczona	inconjurata	otoczyć	inconjurat	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
lahti	lahti	lahta	lahti	PROPN;NOM;MASC;SG	PROPN
boca	boca	boca	boca	PROPN;NOM;MASC;SG	PROPN
piasku	nisipul	piasek	nisip	N;GEN;MASC;SG	N;DEF;MASC;SG
oznaczone	etichetate	oznaczyć	etichetate	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
oznaczone	etichetata	oznaczyć	etichetată	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
oznaczone	marcata	oznaczyć	marcata	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
oznaczone	marcate	oznaczyć	marca	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
kota	kota	kot	kota	N;ACC;MASC;SG	N;DEF;FEM;SG
nestor	nestor	nestor	nestor	PROPN;NOM;MASC;SG	PROPN
sodu	sodiu	sód	sodiu		N;INDF;MASC;SG
sodu	sodica	sód	sodica		N;DEF;FEM;SG
leśnictwa	forestiere	leśnictwo	forestiere	N;GEN;NEUT;SG	ADJ;INDF;FEM;PL
leśnictwa	silvicultura	leśnictwo	silvicultură	N;GEN;NEUT;SG	N;DEF;FEM;SG
językowej	lingvistice	językowy	lingvistic	ADJ;GEN;FEM;SG	N;INDF;FEM;PL
językowej	lingvistica	językowy	lingvistică	ADJ;GEN;FEM;SG	N;DEF;FEM;SG
konfrontacji	confruntare	konfrontacja	confruntare	N;GEN;FEM;SG	N;INDF;FEM;SG
konfrontacji	confruntarea	konfrontacja	confruntare	N;GEN;FEM;SG	N;DEF;FEM;SG
konfrontacji	confruntari	konfrontacja	confruntar	N;GEN;FEM;SG	N;INDF;FEM;PL
volkswagen	volkswagen	volkswagen	volkswagen		PROPN
zrozumienia	intelegerea	zrozumienie	intelegere	N;GEN;NEUT;SG	N;DEF;FEM;SG
zrozumienia	intelegere	zrozumienie	intelegere	N;GEN;NEUT;SG	N;INDF;FEM;SG
zrozumienia	intelegere	zrozumienie	intelegere	N;GEN;NEUT;SG	N;INDF;FEM;SG
ronnie	ronnie	ronnąć	ronnie	ADV	N;INDF;MASC;SG
wiśniewski	wiśniewski	wiśniewski	wiśniewski	PROPN;NOM;MASC;SG	PROPN
przeznaczenie	destinatia	przeznaczenie	destinatie	N;NOM;NEUT;SG	N;DEF;FEM;SG
przeznaczenie	destinatie	przeznaczenie	destinatie	N;NOM;NEUT;SG	N;INDF;FEM;SG
przeznaczenie	destinatie	przeznaczenie	destinatie	N;NOM;NEUT;SG	N;INDF;FEM;SG
przeznaczenie	destinatia	przeznaczenie	destinatie	N;NOM;NEUT;SG	N;DEF;FEM;SG
przeznaczenie	destinul	przeznaczenie	destin	N;NOM;NEUT;SG	N;DEF;MASC;SG
przeznaczenie	soarta	przeznaczenie	soartă	N;NOM;NEUT;SG	N;DEF;FEM;SG
przeznaczenie	soarta	przeznaczenie	soartă	N;NOM;NEUT;SG	N;DEF;FEM;SG
przeznaczenie	scopul	przeznaczenie	scop	N;NOM;NEUT;SG	N;DEF;MASC;SG
biblia	biblia	biblia	biblie	N;NOM;FEM;SG	N;DEF;FEM;SG
biblia	biblie	biblia	biblie	N;NOM;FEM;SG	N;INDF;FEM;SG
naród	natiune	naród	natiune	N;NOM;MASC;SG	N;INDF;FEM;SG
naród	natiune	naród	natiune	N;NOM;MASC;SG	N;INDF;FEM;SG
soczi	soci	soczeć	soc	PROPN;NOM;MASC;SG	
liderów	liderii	lider	lider	N;GEN;MASC;PL	N;DEF;MASC;PL
sonda	sonda	sonda	sondă	N;NOM;FEM;SG	N;DEF;FEM;SG
sonda	sonda	sonda	sondă	N;NOM;FEM;SG	N;DEF;FEM;SG
warta	worth	warta	worth		PROPN
zmienione	revizuita	zmienić	revizuita	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
zmienione	revizuite	zmienić	revizui	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
zmienione	schimbata	zmienić	schimbata	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
zmienione	modificata	zmienić	modificat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;DEF;FEM;SG
zmienione	modificate	zmienić	modificat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
zmienione	modificata	zmienić	modificat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;DEF;FEM;SG
sin	pacatul	sin	pacat		N;DEF;MASC;SG
meyer	meyer	meyer	meyer		PROPN
postawa	atitudinea	postawa	atitudine	N;NOM;FEM;SG	N;DEF;FEM;SG
postawa	atitudine	postawa	atitudine	N;NOM;FEM;SG	N;INDF;FEM;SG
postawa	postura	postawa	postură	N;NOM;FEM;SG	N;DEF;FEM;SG
postawa	postura	postawa	postură	N;NOM;FEM;SG	N;DEF;FEM;SG
rozpoznanie	recunoasterea	rozpoznać	recunoastere	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
rozpoznanie	recunoastere	rozpoznać	recunoastere	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
rozpoznanie	recunoastere	rozpoznać	recunoastere	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
rozpoznanie	diagnosticare	rozpoznać	diagnosticare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
rozpoznanie	diagnosticarea	rozpoznać	diagnosticare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
rozpoznanie	diagnosticul	rozpoznać	diagnostic	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;MASC;SG
uzasadnienia	justificari	uzasadnienie	justificar	N;GEN;NEUT;SG	N;INDF;FEM;PL
scalemajor	scalemajor	scalemajor	scalemajor		N;INDF;MASC;SG
timeaxis	timeaxis	timeaxis	timeaxis		N;INDF;MASC;SG
ciekawy	curioasa	ciekawy	curioasă	ADJ;NOM;MASC;SG	
ciekawy	curios	ciekawy	curios	ADJ;NOM;MASC;SG	ADV
potrzebuje	nevoie	potrzebować	nevoie	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
potrzebuje	nevoile	potrzebować	nevoie	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;PL
potrzebuje	nevoi	potrzebować	nevoie	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
forever	forever	forever	forever		N;INDF;MASC;SG
cat	pisica	cat	pisică		N;DEF;FEM;SG
cat	pisica	cat	pisică		N;DEF;FEM;SG
zwykłych	ordinar	zwykły	ordinar	ADJ;GEN;MASC;PL	ADJ;INDF;MASC;SG
zwykłych	obisnuit	zwykły	obisnui	ADJ;GEN;MASC;PL	ADJ;INDF;MASC;SG
zwykłych	obisnuita	zwykły	obisnuit	ADJ;GEN;MASC;PL	ADJ;DEF;FEM;SG
wydawcy	editorii	wydawca	editoare	N;NOM;MASC;SG	N;DEF;MASC;PL
wydawcy	editori	wydawca	editor	N;NOM;MASC;SG	N;INDF;MASC;PL
wydawcy	editorii	wydawca	editoare	N;NOM;MASC;SG	N;DEF;MASC;PL
wydawcy	editori	wydawca	editor	N;NOM;MASC;SG	N;INDF;MASC;PL
wydawcy	editura	wydawca	editură	N;NOM;MASC;SG	N;DEF;FEM;SG
biuletyn	buletinul	biuletyn	buletin	N;NOM;MASC;SG	N;DEF;MASC;SG
episkopatu	episcopala	episkopat	episcopal	N;ACC;MASC;SG	N;DEF;FEM;SG
freedom	libertate	freed	libertate		N;INDF;FEM;SG
freedom	libertatea	freed	libertate		N;DEF;FEM;SG
freedom	freedom	freed	freedom		N;INDF;MASC;SG
adaptacji	adaptari	adaptacja	adaptar	N;GEN;FEM;SG	N;INDF;FEM;PL
adaptacji	adaptarile	adaptacja	adaptare	N;GEN;FEM;SG	N;DEF;FEM;PL
yang	yang	yang	yang	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;INDF;MASC;SG
fabrykę	fabrica	fabryka	fabrică	N;ACC;FEM;SG	N;DEF;FEM;SG
fabrykę	fabrica	fabryka	fabrică	N;ACC;FEM;SG	N;DEF;FEM;SG
ekran	ecranul	ekran	ecran	N;NOM;MASC;SG	N;DEF;MASC;SG
burbon	bourbon	burbon	bourbon		N;INDF;MASC;SG
lucy	lucy	lucy	lucy		PROPN
sebastiana	sebastian	sebastiany	sebastian	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	N;INDF;MASC;SG
allan	allan	allan	allan	PROPN;NOM;MASC;SG	PROPN
walczyli	luptat	walczyć	lupta	V;IPFV;MASC;IND;PL;PST;FIN;ACT	ADJ;INDF;MASC;SG
ostry	sharp	ostry	sharp		N;INDF;MASC;SG
ostry	acute	ostry	acut		N;INDF;FEM;PL
ostry	acut	ostry	acut		ADJ;INDF;MASC;SG
ostry	acuta	ostry	acuta		N;DEF;FEM;SG
berger	berger	berger	berger	PROPN;NOM;MASC;SG	PROPN
równoległy	paralel	równolec	paralel		ADV
równoległy	paralela	równolec	paralelă		N;DEF;FEM;SG
równoległy	paralele	równolec	paralel		ADJ;INDF;FEM;PL
równoległy	paralela	równolec	paralelă		N;DEF;FEM;SG
edytuj	editare	edytować	editare		N;INDF;FEM;SG
edytuj	editeaza	edytować	editează		V;IND;SG;3;IPFV;FIN
wells	fantani	wells	fantan	PROPN;NOM;MASC;SG	N;INDF;FEM;PL
wells	wells	wells	wells	PROPN;NOM;MASC;SG	PROPN
fizyczna	fizice	fizyczny	fizic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
fizyczna	fizica	fizyczny	fizică	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
fizyczna	fizic	fizyczny	fizic	ADJ;NOM;FEM;SG	ADV
możliwy	posibile	możliwy	posibil	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
możliwy	posibil	możliwy	posibil	ADJ;NOM;MASC;SG	ADV
możliwy	posibila	możliwy	posibil	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
możliwy	posibila	możliwy	posibil	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
oświetlenie	iluminare	oświetlenie	iluminare	N;NOM;NEUT;SG	N;INDF;FEM;SG
oświetlenie	iluminarea	oświetlenie	iluminare	N;NOM;NEUT;SG	N;DEF;FEM;SG
oświetlenie	iluminare	oświetlenie	iluminare	N;NOM;NEUT;SG	N;INDF;FEM;SG
ekspozycja	expunere	ekspozycja	expunere	N;NOM;FEM;SG	N;INDF;FEM;SG
ekspozycja	expunerea	ekspozycja	expunere	N;NOM;FEM;SG	N;DEF;FEM;SG
konsul	consul	konsul	cons		N;INDF;MASC;SG
konsul	consulul	konsul	consul		N;DEF;MASC;SG
rebelianci	rebelilor	rebeliant	rebel	N;NOM;MASC;PL	N;DEF;MASC;PL
rebelianci	rebelii	rebeliant	rebel	N;NOM;MASC;PL	N;DEF;MASC;PL
clarke	clarke	clarka	clarke		PROPN
protokół	protocolul	protokól	protocol	N;NOM;MASC;SG	N;DEF;MASC;SG
krążek	pucul	krążek	puc	N;NOM;MASC;SG	N;DEF;MASC;SG
krążek	puck	krążek	puck	N;NOM;MASC;SG	
zabezpieczenie	garantii	zabezpieczenie	garantii	N;NOM;NEUT;SG	N;INDF;FEM;PL
zabezpieczenie	colaterale	zabezpieczenie	colateral	N;NOM;NEUT;SG	ADJ;INDF;FEM;PL
alain	alain	alain	alain	PROPN;NOM;MASC;SG	PROPN
astronomii	astronomie	astronomia	astronomie		N;INDF;FEM;SG
protesty	protest	protest	protest	N;NOM;MASC;PL	N;INDF;MASC;SG
protesty	protestul	protest	protest	N;NOM;MASC;PL	N;DEF;MASC;SG
protesty	protesteaza	protest	protesteaza	N;NOM;MASC;PL	V;IND;SG;3;IPFV;FIN
protesty	protestele	protest	protest	N;NOM;MASC;PL	N;DEF;FEM;PL
siedliska	habitatelor	siedlisko	habitate	N;NOM;NEUT;PL	N;DEF;FEM;PL
siedliska	habitat	siedlisko	habita	N;NOM;NEUT;PL	N;INDF;MASC;SG
siedliska	habitatul	siedlisko	habitat	N;NOM;NEUT;PL	N;DEF;MASC;SG
ciemności	intunericul	ciemność	intuneric	N;GEN;FEM;SG	N;DEF;MASC;SG
ahmed	ahmed	ahmed	ahmed	PROPN;NOM;MASC;SG	PROPN
ahmed	ahmad	ahmed	ahmad	PROPN;NOM;MASC;SG	PROPN
anatolij	anatoli	anatolać	anatol	PROPN;NOM;MASC;SG	PROPN
płótnie	panza	płótno	panză	N;ACC;NEUT;SG	N;DEF;FEM;SG
płótnie	panza	płótno	panză	N;ACC;NEUT;SG	N;DEF;FEM;SG
gerhard	gerhard	gerhard	gerhard	PROPN;NOM;MASC;SG	PROPN
generacja	generatie	generacja	generatie	N;NOM;FEM;SG	N;INDF;FEM;SG
generacja	generatie	generacja	generatie	N;NOM;FEM;SG	N;INDF;FEM;SG
generacja	generarea	generacja	generare	N;NOM;FEM;SG	N;DEF;FEM;SG
generacja	generatie	generacja	generatie	N;NOM;FEM;SG	N;INDF;FEM;SG
modyfikacji	modificarea	modyfikacja	modificare	N;GEN;FEM;SG	N;DEF;FEM;SG
modyfikacji	modificare	modyfikacja	modificare	N;GEN;FEM;SG	N;INDF;FEM;SG
modyfikacji	modificari	modyfikacja	modificare	N;GEN;FEM;SG	
kapitału	capitala	kapitał	capitală	N;GEN;MASC;SG	N;DEF;FEM;SG
kapitału	capitala	kapitał	capitală	N;GEN;MASC;SG	N;DEF;FEM;SG
foster	foster	foster	fost	V;IPFV;IND;SG;2;PRS;FIN;ACT	PROPN
harvey	harvey	harvea	harvey	PROPN;NOM;MASC;SG	PROPN
płatki	petalele	płatek	petală	N;NOM;MASC;PL	N;DEF;FEM;PL
krytykę	critica	krytyka	critică	N;ACC;FEM;SG	N;DEF;FEM;SG
krytykę	critici	krytyka	critică	N;ACC;FEM;SG	N;INDF;MASC;PL
krytykę	critica	krytyka	critică	N;ACC;FEM;SG	N;DEF;FEM;SG
krytykę	criticile	krytyka	critică	N;ACC;FEM;SG	N;DEF;FEM;PL
krytykę	critica	krytyka	critică	N;ACC;FEM;SG	N;DEF;FEM;SG
olympique	olympique	olympino	olympique		PROPN
eugene	eugene	eugen	eugen	PROPN;NOM;MASC;SG	PROPN
druk	imprimare	druk	imprimare	N;NOM;MASC;SG	N;INDF;FEM;SG
druk	amprenta	druk	amprenta	N;NOM;MASC;SG	N;DEF;FEM;SG
druk	tiparire	druk	tiparire	N;NOM;MASC;SG	N;INDF;FEM;SG
druk	imprimare	druk	imprimare	N;NOM;MASC;SG	N;INDF;FEM;SG
druk	imprimarea	druk	imprimare	N;NOM;MASC;SG	N;DEF;FEM;SG
druk	tiparire	druk	tiparire	N;NOM;MASC;SG	N;INDF;FEM;SG
burza	furtuna	burza	furtună	N;NOM;FEM;SG	N;DEF;FEM;SG
burza	furtuna	burza	furtună	N;NOM;FEM;SG	N;DEF;FEM;SG
burza	furtuna	burza	furtună	N;NOM;FEM;SG	N;DEF;FEM;SG
tragedii	tragedii	tragedia	tragediu	N;GEN;FEM;SG	N;INDF;FEM;PL
tragedii	tragedie	tragedia	tragedie	N;GEN;FEM;SG	N;INDF;FEM;SG
tragedii	tragedia	tragedia	tragedie	N;GEN;FEM;SG	N;DEF;FEM;SG
wystawę	expozitia	wystawa	expozitie	N;ACC;FEM;SG	N;DEF;FEM;SG
wystawę	expozitie	wystawa	expozitie	N;ACC;FEM;SG	N;INDF;FEM;SG
wystawę	expozitie	wystawa	expozitie	N;ACC;FEM;SG	N;INDF;FEM;SG
edwards	edwards	edwards	edwards	PROPN;NOM;MASC;SG	PROPN
nowoczesny	moderni	nowoczesny	modern	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;PL
nowoczesny	moderna	nowoczesny	moderna	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
nowoczesny	moderne	nowoczesny	modern	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
nowoczesny	moderna	nowoczesny	moderna	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
nowoczesny	contemporana	nowoczesny	contemporană	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
nowoczesny	contemporane	nowoczesny	contemporan	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
posterunek	statie	posterunek	statie	N;NOM;MASC;SG	N;INDF;FEM;SG
posterunek	gara	posterunek	gară	N;NOM;MASC;SG	N;DEF;FEM;SG
posterunek	statia	posterunek	statie	N;NOM;MASC;SG	N;DEF;FEM;SG
posterunek	statie	posterunek	statie	N;NOM;MASC;SG	N;INDF;FEM;SG
posterunek	statie	posterunek	statie	N;NOM;MASC;SG	N;INDF;FEM;SG
posterunek	gara	posterunek	gară	N;NOM;MASC;SG	N;DEF;FEM;SG
grobie	mormantul	grób	mormant	N;DAT;MASC;SG	N;DEF;MASC;SG
louisa	louisa	louis	louisă		N;DEF;FEM;SG
utah	utah	utah	utah	PROPN;NOM;MASC;SG	PROPN
guillermo	guillermo	guillermo	guillermo	N;NOM;MASC;SG	PROPN
dochody	venitul	dochód	venit	N;NOM;MASC;PL	N;DEF;MASC;SG
dochody	veniturile	dochód	venit	N;NOM;MASC;PL	N;DEF;FEM;PL
dochody	veniturile	dochód	venit	N;NOM;MASC;PL	N;DEF;FEM;PL
ruth	ruth	ruth	ruth	PROPN;NOM;FEM;SG	PROPN
ruth	rut	ruth	rut	PROPN;NOM;FEM;SG	
piętra	podele	piętro	podea	N;NOM;NEUT;SG	N;INDF;FEM;PL
piętra	etaje	piętro	etaj	N;NOM;NEUT;SG	N;INDF;FEM;PL
tango	tango	tango	tango		N;INDF;MASC;SG
zorganizowane	organizata	zorganizować	organizat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
zorganizowane	organizate	zorganizować	organizat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
zorganizowane	organizata	zorganizować	organizat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
zorganizowane	organizate	zorganizować	organizat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
bukareszcie	bucuresti	bukareszt	bucurest	N;NOM;MASC;SG	PROPN
bukareszcie	bucuresti	bukareszt	bucurest	N;NOM;MASC;SG	PROPN
bukareszcie	bucuresti	bukareszt	bucurest	N;NOM;MASC;SG	PROPN
wykorzystany	exploatata	wykorzystać	exploatat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
wykorzystany	exploatate	wykorzystać	exploata	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
skłodowskiej	skłodowska	skłodowski	skłodowska	ADJ;GEN;FEM;SG	PROPN
przyjaźń	prietenia	przyjaźń	prietenie	N;NOM;FEM;SG	N;DEF;FEM;SG
przyjaźń	prietenie	przyjaźń	prietenie	N;NOM;FEM;SG	N;INDF;FEM;SG
gotowy	gata	gotowy	gata	ADJ;NOM;MASC;SG	ADV
cywilów	civilii	cywil	civil	N;ACC;MASC;PL	N;DEF;MASC;PL
cywilów	civililor	cywil	civil	N;ACC;MASC;PL	N;DEF;MASC;PL
med	med	med	med		N;INDF;MASC;SG
body	body	bód	body		N;INDF;MASC;SG
body	organism	bód	organism		N;INDF;MASC;SG
body	corp	bód	corp		N;INDF;MASC;SG
body	corpul	bód	corp		N;DEF;MASC;SG
body	trup	bód	trup		N;INDF;MASC;SG
higgins	higgins	higgins	higgins	PROPN;NOM;MASC;SG	PROPN
archeologii	arheologie	archeologia	arheologie	N;GEN;FEM;SG	N;INDF;FEM;SG
archeologii	arheologie	archeologia	arheologie	N;GEN;FEM;SG	N;INDF;FEM;SG
