černych	τσερνίχ	černy	τσερνίχ	N;ANIM;NOM;MASC;SG	
obľúbený	αγαπημένες	obľúbený	αγαπημένος	ADJ;ANIM;NOM;MASC;SG	V;PFV;NOM;FEM;PL;V.PTCP;PASS
craig	craig	craig	craig	PROPN;ANIM;NOM;MASC;SG	
craig	κρεγκ	craig	κρεγκ	PROPN;ANIM;NOM;MASC;SG	
kvalitné	ποιότητας	kvalitný	ποιότητα	ADJ;NOM;NEUT;SG	N;GEN;FEM;SG
kvalitné	ποιότητα	kvalitný	ποιότητα	ADJ;NOM;NEUT;SG	N;ACC;FEM;SG
korisť	λάφυρα	korisť	λάφυρα	N;NOM;FEM;SG	N;NOM;NEUT;PL
korisť	λάφυρα	korisť	λάφυρα	N;NOM;FEM;SG	N;NOM;NEUT;PL
korisť	θηράματα	korisť	θήραμα	N;NOM;FEM;SG	N;NOM;NEUT;PL
pozemky	land	pozemok	land	N;INAN;NOM;MASC;PL	
pozemky	γη	pozemok	γη	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
pozemky	στεριά	pozemok	στεριά	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
pozemky	αγροτεμαχίων	pozemok	αγροτέμαχία	N;INAN;NOM;MASC;PL	N;GEN;NEUT;PL
male	μαλέ	mala	μαλός	N;NOM;FEM;PL	
stály	σταθερά	stály	σταθερά	ADJ;ANIM;NOM;MASC;SG	ADV
rna	rna	rno	rna	N;NOM;FEM;SG	
prototypy	πρωτότυπα	prototyp	πρωτότυπο	N;INAN;NOM;MASC;PL	ADV
jadrové	πυρηνικά	jadrový	πυρηνικός	ADJ;NOM;NEUT;SG	ADV
kov	μεταλλικό	kov	μεταλλικός	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
kov	μέταλλα	kov	μέταλλος	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
kov	metal	kov	metal	N;INAN;NOM;MASC;SG	
kov	μεταλλικά	kov	μεταλλικά	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;PL
rola	ρόλο	rol	ρόλος	N;NOM;FEM;SG	N;ACC;MASC;SG
písania	δακτυλογράφηση	písanie	δακτυλογράφηση	N;NOM;NEUT;PL	N;NOM;FEM;SG
pečene	ηπατική	pečen	ηπατικός	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
pete	pete	pet	pete	PROPN;ANIM;NOM;MASC;SG	
pete	πητ	pet	πητ	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
pete	πιτ	pet	πιτ	PROPN;ANIM;NOM;MASC;SG	
pozorovaná	παρατηρήθηκαν	pozorovaný	παρατηρώ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
pozorovaná	παρατηρήθηκε	pozorovaný	παρατηρώ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
pozorovaná	παρατηρηθεί	pozorovaný	παρατηρώ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NFIN;PASS
fsm	fsm	fsm	fsm		N
brať	λήψη	brať	λήψη	V;IPFV;POS;NFIN	N;ACC;FEM;SG
kvalifikáciu	προσόντα	kvalifikácia	προσόν	N;ACC;FEM;SG	N;NOM;NEUT;PL
ušiel	δραπέτης	ujsť	δραπέτης	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	N;NOM;MASC;SG
reforiem	μεταρρυθμίσεις	reforma	μεταρρύθμιση	N;GEN;FEM;PL	N;NOM;FEM;PL
vstúpiť	εισάγετε	vstúpiť	εισάγω	V;PFV;POS;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
kazateľ	παπά	kazateľ	παπά	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
klein	κλάιν	klein	κλάιν	PROPN;ANIM;NOM;MASC;SG	
vonkajšia	υπαίθρια	vonkajší	υπαίθριος	ADJ;NOM;FEM;SG	PROPN;NOM;FEM;SG
vonkajšia	εξωτερικά	vonkajší	εξωτερικά	ADJ;NOM;FEM;SG	ADV
vonkajšia	εξωτερικό	vonkajší	εξωτερικό	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
cruz	cruz	cruz	cruz	PROPN;ANIM;NOM;MASC;SG	
cruz	κρουζ	cruz	κρουζ	PROPN;ANIM;NOM;MASC;SG	
dobytok	ζώα	dobytok	ζώο	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
dobytok	βόδια	dobytok	βόδιος	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
dobytok	βοοειδή	dobytok	βοοειδή	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
muzikál	μουσικές	muzikál	μουσικός	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
strachu	φόβος	strach	φόβος	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
strachu	φόβο	strach	φόβος	N;INAN;GEN;MASC;SG	N;ACC;MASC;SG
zostavy	σετ	zostava	σετ	N;NOM;FEM;PL	
zostavy	παράταξη	zostava	παράταξη	N;NOM;FEM;PL	N;ACC;FEM;SG
ryba	ιχθείς	ryba	ιχθής	N;NOM;FEM;SG	ADJ;NOM;MASC;PL
ryba	ψάρια	ryba	ψάριος	N;NOM;FEM;SG	N;NOM;NEUT;PL
vlákien	ίνες	vlákiť	ίνος	N;GEN;NEUT;PL	N;NOM;FEM;PL
jung	γιουνγκ	jung	γιουνγκ	N;ANIM;NOM;MASC;SG	NUM;NOM;MASC;SG
ľavé	αριστερά	ľavý	αριστερά	ADJ;NOM;NEUT;SG	ADV
ľavé	αριστερό	ľavý	αριστερός	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
ľavé	αριστερα	ľavý	αριστέρα	ADJ;NOM;NEUT;SG	ADV
väzni	αιχμάλωτοι	väzeň	αιχμάλωτος	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;PL
väzni	φυλακισμένοι	väzeň	φυλακίζω	N;ANIM;NOM;MASC;PL	V;PFV;NOM;MASC;PL;V.PTCP;PASS
väzni	τρόφιμοι	väzeň	τρόφιμος	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;PL
priehrada	dam	priehrada	dam	N;NOM;FEM;SG	
kongrese	κογκρέσο	kongresa	κογκρέσο	N;INAN;ESS;MASC;SG	N;NOM;NEUT;SG
money	χρήματα	money	χρήμα	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
money	λεφτά	money	λεφτό	N;INAN;NOM;MASC;SG	ADV
zranení	τραυματισμένος	zranenie	τραυματισμένος	N;NOM;NEUT;PL	V;PFV;NOM;MASC;SG;V.PTCP;PASS
zranení	τραυματίστηκε	zranenie	τραυματίζω	N;NOM;NEUT;PL	V;PFV;IND;SG;3;PST;FIN;PASS
zranení	τραυματίας	zranenie	τραυματίας	N;NOM;NEUT;PL	N;NOM;FEM;SG
zranení	πληγωμένος	zranenie	πληγωμένος	N;NOM;NEUT;PL	V;PFV;NOM;MASC;SG;V.PTCP;PASS
zranení	τραυματισμούς	zranenie	τραυματισμός	N;NOM;NEUT;PL	N;ACC;MASC;PL
zachovať	διατηρήστε	zachovať	διατηρώ	V;PFV;POS;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
zachovať	κρατήστε	zachovať	κρατώ	V;PFV;POS;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
zachovať	κράτα	zachovať	κράτα	V;PFV;POS;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
ministri	υπουργών	minister	υπουργός	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
ministri	υπουργούς	minister	υπουργός	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
mayer	μάγιερ	mayer	μάγιερ	PROPN;ANIM;NOM;MASC;SG	
mayer	mayer	mayer	mayer	PROPN;ANIM;NOM;MASC;SG	
vedeli	ήξερε	vedieť	θέρω	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
výskumné	έρευνα	výskumný	έρευνα	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
výskumné	ερευνα	výskumný	ερευνα	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
výskumné	έρευνες	výskumný	έρευνα	ADJ;NOM;NEUT;SG	N;NOM;FEM;PL
car	αυτοκίνητο	car	αυτοκίνητο	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
car	αμάξι	car	αμάξι	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
car	car	car	car	PROPN;ANIM;NOM;MASC;SG	
car	τσάρος	car	τσάρος	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
príslušné	σχετικές	príslušný	σχετικός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
príslušné	σχετικοί	príslušný	σχετικός	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
anti	αντι	ant	αντι		
platformy	πλατφόρμες	platforma	πλατφόρμος	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
platformy	πλατφόρμα	platforma	πλατφόρμα	N;NOM;FEM;PL	N;NOM;FEM;SG
platformy	εξέδρα	platforma	εξέδρα	N;NOM;FEM;PL	N;NOM;FEM;SG
platformy	αποβάθρα	platforma	αποβάθρα	N;NOM;FEM;PL	N;NOM;FEM;SG
brankára	τερματοφύλακας	brankár	τερματοφύλακας	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
preč	έφυγε	preč	φεύγω	ADV	V;PFV;IND;SG;3;PST;FIN;ACT
preč	εφυγε	preč	φύγω	ADV	V;PFV;IND;SG;3;PST;FIN;ACT
hľadal	αναζήτησε	hľadať	αναζητώ	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
islamu	ισλάμ	islam	ισλάμ	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
esperanto	εσπεράντο	esperanto	εσπεράντος	N;INAN;NOM;MASC;SG	
hrobu	τάφος	hrob	τάφος	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
hrobu	τάφο	hrob	τάφος	N;INAN;GEN;MASC;SG	N;ACC;MASC;SG
dátumu	ημερομηνία	dátum	ημερομηνία	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
dátumu	ραντεβού	dátum	ραντεβός	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
dátumu	ημερομηνια	dátum	ημερομηνία	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
christoph	κριστόφ	christu	κριστόφ	PROPN;ANIM;NOM;MASC;SG	
christoph	christoph	christu	christoph	PROPN;ANIM;NOM;MASC;SG	
hercov	ηθοποιοί	herec	ηθοποιός	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
ohrozený	απειλείται	ohrozený	απειλώ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
ohrozený	απείλησε	ohrozený	απειλώ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
ohrozený	απειλούνται	ohrozený	απειλώ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
poéziu	ποίηση	poézia	ποίηση	N;ACC;FEM;SG	N;NOM;FEM;SG
viditeľný	ορατό	viditeľný	ορατός	ADJ;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
viditeľný	ορατά	viditeľný	ορατός	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;PL
viditeľný	ορατές	viditeľný	ορατός	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
pavlovič	πάβλοβιτς	pavlovič	πάβλοβιτς	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
videa	video	videa	video	N;NOM;NEUT;SG	
rozhodnúť	επιλέγουν	rozhodnúť	επιλέγω	V;PFV;POS;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
podaní	διοίκηση	podanie	διοίκηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
podaní	χορήγηση	podanie	χορήγηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
nápisom	επιγραφή	nápis	επιγραφή	N;INAN;INS;MASC;SG	N;NOM;FEM;SG
kube	κούβα	kub	κούβα	N;INAN;NOM;MASC;SG	PROPN;ACC;FEM;SG
bolesť	πόνο	bolesť	πόνο	N;NOM;FEM;SG	N;ACC;MASC;SG
konkrétny	τσιμέντο	konkrétny	τσίμει	ADJ;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
konkrétny	σκυροδέματος	konkrétny	σκύροδεμα	ADJ;INAN;NOM;MASC;SG	N;GEN;NEUT;SG
konkrétny	σκυρόδεμα	konkrétny	σκυρόδεμα	ADJ;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
originálny	πρωτότυπο	originálny	πρωτότυπο	ADJ;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
komik	κωμικός	komik	κωμικός	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
komik	κωμικό	komik	κωμικός	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
walker	walker	walker	walker	N;ANIM;NOM;MASC;SG	
walker	γουόλκερ	walker	γουόλκερ	N;ANIM;NOM;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
walker	γουόκερ	walker	γουόκερ	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
štvrtého	τέταρτος	štvrtý	τέταρτος	ADJ;GEN;MASC;SG	NUM;NOM;MASC;SG
štvrtého	τέταρτο	štvrtý	τέταρτος	ADJ;GEN;MASC;SG	NUM;NOM;NEUT;SG
štvrtého	τέταρτη	štvrtý	τέταρτος	ADJ;GEN;MASC;SG	NUM;NOM;FEM;SG
natrvalo	μόνιμες	natrvať	μόνιμος	V;PFV;NEUT;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;PL
natrvalo	μόνιμο	natrvať	μόνιμο	V;PFV;NEUT;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG
natrvalo	μόνιμος	natrvať	μόνιμος	V;PFV;NEUT;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;SG
natrvalo	μόνιμη	natrvať	μόνιμος	V;PFV;NEUT;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG
natrvalo	μόνιμα	natrvať	μόνιμα	V;PFV;NEUT;SG;POS;PST;V.PTCP	ADV
natrvalo	μόνιμα	natrvať	μόνιμα	V;PFV;NEUT;SG;POS;PST;V.PTCP	ADV
alexandre	αλεξάντρ	alexandra	αλεξάντρ	N;ANIM;NOM;MASC;SG	
lúč	ακτίνα	lúč	ακτίνα	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
lúč	ρέι	lúč	ρέγω	N;INAN;NOM;MASC;SG	
lúč	ρει	lúč	ρεις	N;INAN;NOM;MASC;SG	
lúč	ray	lúč	ray	N;INAN;NOM;MASC;SG	
orientované	προσανατολισμένη	orientovaný	προσανατολίζω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
prežili	επιζήσαντες	prežiť	επιζήσαν	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;MASC;PL
prežili	επιζώντες	prežiť	επιζώ	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;MASC;PL
prežili	επιβίωσε	prežiť	επιβιώνω	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
prežili	επέζησε	prežiť	επιζώ	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
vyšetrovanie	διερεύνηση	vyšetrovanie	διερεύνηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
vyšetrovanie	έρευνες	vyšetrovanie	έρευνα	N;NOM;NEUT;SG	N;NOM;FEM;PL
vyšetrovanie	έρευνες	vyšetrovanie	έρευνα	N;NOM;NEUT;SG	N;NOM;FEM;PL
šachu	σκάκι	šach	σκάκι	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
austin	ώστιν	austin	ώστιν	PROPN;ANIM;NOM;MASC;SG	
austin	όστιν	austin	όστιν	PROPN;ANIM;NOM;MASC;SG	
vinyl	βινυλίου	vinyť	βινύλιο	N;NOM;FEM;SG	N;GEN;NEUT;SG
ideálne	ιδανικός	ideálny	ιδανικός	ADV	ADJ;NOM;MASC;SG
ideálne	ιδανική	ideálny	ιδανικός	ADV	ADJ;NOM;FEM;SG
ideálne	ιδανικό	ideálny	ιδανικός	ADV	ADJ;NOM;NEUT;SG
abc	abc	abc	abc		
občan	πολίτη	občan	πολίτης	N;ANIM;NOM;MASC;SG	N;VOC;MASC;SG
cia	cia	cia	cia	PROPN;ANIM;NOM;MASC;SG	N
cia	σια	cia	σια	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG
cia	cia	cia	cia	PROPN;ANIM;NOM;MASC;SG	N
cia	σια	cia	σια	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG
disky	δίσκους	diska	δίσκος	N;NOM;FEM;PL	N;ACC;MASC;PL
disky	δίσκους	diska	δίσκος	N;NOM;FEM;PL	N;ACC;MASC;PL
disky	οδηγεί	diska	οδηγώ	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
vzácny	πολύτιμοι	vzácny	πολύτιμος	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
vzácny	πολύτιμα	vzácny	πολύτιμα	ADJ;ANIM;NOM;MASC;SG	ADV
vzácny	σπάνια	vzácny	σπάνια	ADJ;ANIM;NOM;MASC;SG	ADV
vzácny	σπάνιες	vzácny	σπάνιος	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
strauss	στράους	straus	στράος	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
sláva	φήμη	slávať	φήμη	N;NOM;FEM;SG	N;ACC;FEM;SG
sláva	δόξα	slávať	δίχομαι	N;NOM;FEM;SG	N;ACC;FEM;SG
sláva	δόξα	slávať	δίχομαι	N;NOM;FEM;SG	N;ACC;FEM;SG
niektorý	μερικές	niektorý	μερικοί	DET;ANIM;NOM;MASC;SG	PRO;NOM;FEM;PL;3
niektorý	κάποια	niektorý	κάποιος	DET;ANIM;NOM;MASC;SG	PRO;NOM;NEUT;PL;3
niektorý	κάποιοι	niektorý	κάποιος	DET;ANIM;NOM;MASC;SG	PRO;NOM;MASC;PL;3
niektorý	μερικοί	niektorý	μερικοί	DET;ANIM;NOM;MASC;SG	PRO;NOM;MASC;PL;3
niektorý	μερικά	niektorý	μερικοί	DET;ANIM;NOM;MASC;SG	PRO;NOM;NEUT;PL;3
splniť	πληρούν	splniť	πληρώ	V;PFV;POS;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
šéf	boss	šéf	boss	N;ANIM;NOM;MASC;SG	
vasilij	βασίλι	vasiliť	βασίλι	PROPN;ANIM;NOM;MASC;SG	
vasilij	βασίλι	vasiliť	βασίλι	PROPN;ANIM;NOM;MASC;SG	
hliníka	αργίλιο	hliník	αργίλιο	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
hliníka	αλουμίνιο	hliník	αλουμίνιος	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
ono	ono	ja	ono	N;NOM;NEUT;SG	
cestný	οδός	cestný	οδός	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
cestný	δρόμος	cestný	δρόμος	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
cestný	δρόμο	cestný	δρόμος	ADJ;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
cestný	road	cestný	road	ADJ;ANIM;NOM;MASC;SG	
dávid	ντέιβιντ	dávid	ντέιβιντ	N;ANIM;NOM;MASC;SG	
dávid	david	dávid	david	N;ANIM;NOM;MASC;SG	
dávid	νταβίντ	dávid	νταβίντ	N;ANIM;NOM;MASC;SG	
lasica	νυφίτσα	lasica	νυφίτσα	N;NOM;FEM;SG	
irak	ιράκ	irak	ιράκ	N;INAN;NOM;MASC;SG	
jasná	φωτεινά	jasný	φωτεινά	ADJ;NOM;FEM;SG	ADV
jasná	φωτεινός	jasný	φωτεινός	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
znížiť	μείωση	znížiť	μείωση	V;PFV;POS;NFIN	N;ACC;FEM;SG
znížiť	ελάττωση	znížiť	ελάττωση	V;PFV;POS;NFIN	N;ACC;FEM;SG
vyhnúť	αποφεύγεται	vyhnúť	αποφεύγω	V;PFV;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
inšpiroval	εμπνευσμένη	inšpirovať	εμπνεύω	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
inšpiroval	εμπνευσμένο	inšpirovať	εμπνεύω	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
inšpiroval	ενέπνευσε	inšpirovať	ενδνεύδω	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
ltd	ltd	ltd	ltd	PROPN;NOM;FEM;SG	
pilota	πιλότος	pilot	πιλότος	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
spomínajú	αναφέρει	spomínať	αναφέρω	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
slnečný	σάνι	slnečný	σάνι	ADJ;ANIM;NOM;MASC;SG	
slnečný	λιακάδα	slnečný	λιακάδα	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
najrýchlejšie	γρηγορότερο	rýchlo	γρηγορός	ADV;RL	ADJ;NOM;CMPR;NEUT;SG
budapest	βουδαπέστη	budapest	βουδαπίστομαι		PROPN;NOM;FEM;SG
pristátia	απόβαση	pristátiť	απόβαση	N;NOM;NEUT;PL	N;ACC;FEM;SG
pristátia	εκφόρτωση	pristátiť	εκφόρτωση	N;NOM;NEUT;PL	N;ACC;FEM;SG
pristátia	προσγείωση	pristátiť	προσγείωση	N;NOM;NEUT;PL	N;ACC;FEM;SG
raj	raj	raj	raj	N;INAN;NOM;MASC;SG	
raj	paradise	raj	paradise	N;INAN;NOM;MASC;SG	
raj	παράδεισο	raj	παράδεισος	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
lucie	lucie	lucí	lucie	PROPN;NOM;FEM;SG	
otvára	ανοίγω	otvár	ανοίγω	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
otvára	εγκαίνια	otvár	εγκαίνιος	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;PL
otvára	άνοιγμα	otvár	άνοιγμα	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;SG
bývanie	στέγαση	bývanie	στέγαση	N;NOM;NEUT;SG	N;ACC;FEM;SG
bývanie	στέγασης	bývanie	στέγαση	N;NOM;NEUT;SG	N;GEN;FEM;SG
bývanie	ακίνητα	bývanie	ακίνητος	N;NOM;NEUT;SG	N;NOM;NEUT;PL
odlišujú	διακρίνει	odlišovať	διακρίνω	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
hustoty	πυκνότητα	hustot	πυκνότητα	N;NOM;FEM;PL	N;ACC;FEM;SG
zobrazí	παραστάσεις	zobraziť	παράσταση	V;PFV;IND;SG;3;POS;PRS;FIN	N;NOM;FEM;PL
zobrazí	δείχνει	zobraziť	δείχνω	V;PFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
zobrazí	εμφανίζει	zobraziť	εμφανίζω	V;PFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
zobrazí	επιδείξεις	zobraziť	επίδειξη	V;PFV;IND;SG;3;POS;PRS;FIN	N;NOM;FEM;PL
viditeľná	ορατό	viditeľný	ορατός	ADJ;NOM;FEM;SG	N;ACC;MASC;SG
viditeľná	ορατά	viditeľný	ορατός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;PL
viditeľná	ορατές	viditeľný	ορατός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
trend	τάσεις	trend	τάση	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
júlia	julie	júlia	julie	N;NOM;FEM;SG	
júlia	γιούλια	júlia	γιούλιο	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
júlia	χούλια	júlia	χούλιο	N;NOM;FEM;SG	N;NOM;NEUT;PL
júlia	julia	júlia	julia	N;NOM;FEM;SG	
júlia	τζούλιετ	júlia	τζούλιετ	N;NOM;FEM;SG	
carolina	καρολίνα	carolina	καρολίνα	N;NOM;FEM;SG	
pravdepodobnosti	πιθανότητας	pravdepodobnosť	πιθανώτητα	N;NOM;FEM;PL	N;GEN;FEM;SG
pravdepodobnosti	πιθανότητα	pravdepodobnosť	πιθανότητα	N;NOM;FEM;PL	N;ACC;FEM;SG
obsadiť	κατάληψη	obsadiť	κατάληψη	V;PFV;POS;NFIN	N;ACC;FEM;SG
obsadiť	καταλαμβάνουν	obsadiť	καταλαμβάνω	V;PFV;POS;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
reagovať	αντιδράσει	reagovať	αντιδρώ	V;IPFV;POS;NFIN	V;PFV;NFIN;ACT
reagovať	απαντήστε	reagovať	απαντώ	V;IPFV;POS;NFIN	V;PFV;IMP;PL;2;FIN;ACT
srb	σέρβος	srb	σέρβος	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
srb	σέρβο	srb	σέρβος	PROPN;ANIM;NOM;MASC;SG	N
srb	σερβικό	srb	σερβικός	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
srb	σερβική	srb	σερβικός	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
srb	σερβικά	srb	σερβικά	PROPN;ANIM;NOM;MASC;SG	ADV
srb	σέρβος	srb	σέρβος	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
vyhrať	νίκη	vyhrať	νίκη	V;PFV;POS;NFIN	N;ACC;FEM;SG
plošiny	πλατφόρμες	plošina	πλατφόρμος	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
feb	φεβ	feb	φεβ	INTJ	
spánku	ύπνος	spánok	ύπνος	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
spánku	ύπνο	spánok	ύπνο	N;INAN;GEN;MASC;SG	N;ACC;MASC;SG
spánku	κοιμήσου	spánok	κόιμησος	N;INAN;GEN;MASC;SG	V;PFV;IND;SG;1;PST;FIN;ACT
piata	πέμπτη	piata	πέμπτη	ADJ;NOM;FEM;SG	N;ACC;FEM;SG
piata	πέμπτο	piata	πέμπτος	ADJ;NOM;FEM;SG	NUM;NOM;NEUT;SG
rex	rex	rex	rex	PROPN;ANIM;NOM;MASC;SG	
rex	ρεξ	rex	ρεξ	PROPN;ANIM;NOM;MASC;SG	
fame	φήμη	fam	φήμη		N;ACC;FEM;SG
fame	δόξα	fam	δίχομαι		N;ACC;FEM;SG
cestovný	travel	cestovný	travel	ADJ;INAN;NOM;MASC;SG	
cestovný	ταξίδια	cestovný	ταξίδι	ADJ;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
