το	os	ο	o	DET;NOM;DEF;NEUT;SG	PRO;ACC;MASC;PL;3
νεκρός	morto	νεκρός	morrer	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
νεκρός	mortos	νεκρός	morto	ADJ;NOM;MASC;SG	N;MASC;PL
νεκρός	dead	νεκρός	dead	ADJ;NOM;MASC;SG	N;MASC;SG
μπρους	bruce	μπρος	bruce		N;MASC;SG
επιθεώρηση	inspeções	επιθεώρηση	inspeção	N;NOM;FEM;SG	N;FEM;PL
επιθεώρηση	inspecções	επιθεώρηση	inspecção	N;NOM;FEM;SG	N;FEM;PL
μαν	mann	μαν	mann		PROPN;MASC;SG
γραμματική	gramática	γραμματικός	gramático	ADJ;NOM;FEM;SG	N;FEM;SG
αστικό	urban	αστικός	urban	ADJ;NOM;NEUT;SG	N;MASC;SG
αστικό	urbano	αστικός	urbano	ADJ;NOM;NEUT;SG	N;MASC;SG
αστικό	urbana	αστικός	urbano	ADJ;NOM;NEUT;SG	N;FEM;SG
αστικό	urbanas	αστικός	urbano	ADJ;NOM;NEUT;SG	N;FEM;PL
αστικό	urbanos	αστικός	urbano	ADJ;NOM;NEUT;SG	N;MASC;PL
τριβή	esfregando	τριβή	esfregar	N;NOM;FEM;SG	V;V.MSDR
τριβή	esfregar	τριβή	esfregar	N;NOM;FEM;SG	V;NFIN
τριβή	atritos	τριβή	atrito	N;NOM;FEM;SG	N;MASC;PL
εναλλακτικά	alternativo	εναλλακτικά	alternativo	ADV	ADJ;MASC;SG
εναλλακτικά	alternativas	εναλλακτικά	alternativa	ADV	N;FEM;PL
εναλλακτικά	alternativa	εναλλακτικά	alternativa	ADV	N;FEM;SG
χέρμαν	hermann	χέρω	hermann		N;MASC;SG
χέρμαν	herman	χέρω	herman		N;MASC;SG
χέρμαν	herrmann	χέρω	herrmann		N;MASC;SG
σαμ	sam	σαμ	sam		N;MASC;SG
ισούται	iguais	ισόύω	igual	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;PL
ισούται	igual	ισόύω	igual	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;MASC;SG
προδοσία	traições	προδοσία	traição	N;NOM;FEM;SG	N;FEM;PL
επαναστατική	revolucionários	επαναστατικός	revolucionário	ADJ;NOM;FEM;SG	N;MASC;PL
επαναστατική	revolucionárias	επαναστατικός	revolucionário	ADJ;NOM;FEM;SG	N;FEM;PL
επαναστατική	rebelde	επαναστατικός	rebelde	ADJ;NOM;FEM;SG	N;MASC;SG
προάστιο	subúrbios	προάστιο	subúrbio	N;NOM;NEUT;SG	N;MASC;PL
κατέστρεψε	arruinados	καταστρέφω	arruinar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
φόντο	antecedentes	φόντος	antecedentes	N;NOM;NEUT;SG	N;MASC;PL
υποχώρηση	recuar	υποχώρηση	recuar	N;ACC;FEM;SG	V;NFIN
υποχώρηση	retirar	υποχώρηση	retirar	N;ACC;FEM;SG	V;NFIN
νοκ	knock	νοκ	knock	NUM	N;MASC;SG
νοκ	nok	νοκ	nok	NUM	N;MASC;SG
υπόβαθρο	antecedentes	υπόβαθρος	antecedentes	N;NOM;NEUT;SG	N;MASC;PL
νόσος	doenças	νόσος	doença	N;NOM;MASC;SG	N;FEM;PL
παρεμβολή	interferências	παρεμβολή	interferência	N;NOM;FEM;SG	N;FEM;PL
ομοσπονδιακό	federais	ομοσπονδιακός	federal	ADJ;NOM;NEUT;SG	N;MASC;PL
έθιμο	personalizadas	έθιμο	personalizar	N;NOM;NEUT;SG	V;FEM;PL;V.PTCP
έθιμο	personalizada	έθιμο	personalizar	N;NOM;NEUT;SG	V;FEM;SG;V.PTCP
έθιμο	personalizado	έθιμο	personalizar	N;NOM;NEUT;SG	V;MASC;SG;V.PTCP
έθιμο	personalizados	έθιμο	personalizar	N;NOM;NEUT;SG	V;MASC;PL;V.PTCP
κέρδη	lucro	κέρδος	lucro	N;NOM;NEUT;PL	N;MASC;SG
κέρδη	lucro	κέρδος	lucro	N;NOM;NEUT;PL	N;MASC;SG
ιλιάδα	ilíada	ιλιάδα	ilíada	PROPN;NOM;FEM;SG	N;FEM;SG
φιλιππίνες	filipinas	φιλιππίνα	filipina	PROPN;NOM;FEM;PL	N;FEM;PL
εκβολές	estuário	εκβολή	estuário	N;NOM;FEM;PL	N;MASC;SG
παλαιστίνη	palestina	παλαιστίνος	palestina	PROPN;ACC;FEM;SG	N;FEM;SG
δόντια	dente	δόντια	dente	N;NOM;NEUT;PL	N;MASC;SG
εξήγηση	explicações	εξήγηση	explicação	N;NOM;FEM;SG	N;FEM;PL
ολλανδικά	holandês	ολλανδικά	holandês	ADV	N;MASC;SG
ολλανδικά	holandeses	ολλανδικά	holandês	ADV	N;MASC;PL
ολλανδικά	neerlandês	ολλανδικά	neerlandês	ADV	N;MASC;SG
ολλανδικά	dutch	ολλανδικά	dutch	ADV	N;MASC;SG
γραπτά	escritos	γραπτός	escrever	N;NOM;NEUT;PL	V;MASC;PL;V.PTCP
απόγονοι	descendência	απόγονος	descendência	N;NOM;MASC;PL	N;FEM;SG
απόγονοι	prole	απόγονος	prole	N;NOM;MASC;PL	N;FEM;SG
απόγονοι	descendência	απόγονος	descendência	N;NOM;MASC;PL	N;FEM;SG
σλοβενία	eslovénia	σλοβενία	eslovénia	PROPN;ACC;FEM;SG	N;FEM;SG
σλοβενία	eslovênia	σλοβενία	eslovênia	PROPN;ACC;FEM;SG	N;FEM;SG
παραδόθηκε	entregues	παραδίδω	entregar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
παραδόθηκε	devolvidas	παραδίδω	devolver	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
ενήλικες	adultos	ενήλικος	adulto	ADJ;NOM;FEM;PL	N;MASC;PL
ενήλικες	adulto	ενήλικος	adulto	ADJ;NOM;FEM;PL	N;MASC;SG
ενήλικες	adulta	ενήλικος	adulta	ADJ;NOM;FEM;PL	N;FEM;SG
ενήλικες	adultos	ενήλικος	adulto	ADJ;NOM;FEM;PL	N;MASC;PL
διπολική	bipolar	διπολικός	bipolar	ADJ;NOM;FEM;SG	N;MASC;SG
ζεύγη	par	ζεύγος	par	N;NOM;NEUT;PL	N;MASC;SG
ιππότης	cavaleiros	ιππότης	cavaleiro	N;NOM;MASC;SG	N;MASC;PL
κλαρκ	clarke	κλαρκ	clarke		N;MASC;SG
κλαρκ	clark	κλαρκ	clark		N;MASC;SG
καταστράφηκαν	destruído	καταστρέφω	destruir	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
καταστράφηκαν	destruída	καταστρέφω	destruir	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
μειώθηκε	diminuição	μειώνω	diminuição	V;PFV;IND;SG;3;PST;FIN;PASS	N;FEM;SG
παράγωγα	derivados	παράγωγο	derivar	N;NOM;NEUT;PL	V;MASC;PL;V.PTCP
ατλαντικού	atlântica	ατλαντικός	atlântico	ADJ;GEN;NEUT;SG	N;FEM;SG
ατλαντικού	atlântico	ατλαντικός	atlântico	ADJ;GEN;NEUT;SG	N;MASC;SG
βαλένθια	valencia	βαλένκιος	valencia	PROPN;NOM;FEM;SG	N;FEM;SG
βαλένθια	valência	βαλένκιος	valência	PROPN;NOM;FEM;SG	N;FEM;SG
πρωτεΐνες	proteína	πρωτεύνα	proteína	N;NOM;FEM;PL	N;FEM;SG
τρέχει	running	τρέχω	running	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
τρέχει	runs	τρέχω	rum	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
κρητική	cretense	κρητικός	cretense	ADJ;NOM;FEM;SG	N;MASC;SG
εξέφρασε	expressos	εκφράζω	esprimir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
εξέφρασε	expressas	εκφράζω	esprimir	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;V.PTCP
υγρά	liquido	υγρά	líquido	N;NOM;NEUT;PL	N;MASC;SG
υγρά	líquido	υγρά	líquido	N;NOM;NEUT;PL	ADJ;MASC;SG
υγρά	líquida	υγρά	líquido	N;NOM;NEUT;PL	ADJ;FEM;SG
θέτει	poses	θέτω	pose	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
ατμών	vapor	ατμός	vapor	N;GEN;NEUT;PL	N;MASC;SG
κεμπέκ	quebec	κεμπέκ	quebec	PROPN;NOM;FEM;SG	N;MASC;SG
εγκρίθηκε	aprovados	εγκρίνω	aprovar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
εγκρίθηκε	aprovadas	εγκρίνω	aprovar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
υποβρύχιο	submarinos	υποβρύχιο	submarino	N;NOM;NEUT;SG	N;MASC;PL
αλιεία	pescarias	αλιεία	pescaria	N;NOM;FEM;SG	N;FEM;PL
αλιεία	pescas	αλιεία	pesca	N;NOM;FEM;SG	N;FEM;PL
αλιεία	pescar	αλιεία	pescar	N;NOM;FEM;SG	V;NFIN
ισλανδίας	islândia	ισλανδία	islândia	PROPN;GEN;FEM;SG	N;FEM;SG
κρυσταλλική	cristal	κρυσταλλικός	cristal	ADJ;NOM;FEM;SG	N;MASC;SG
κρυσταλλική	cristais	κρυσταλλικός	cristal	ADJ;NOM;FEM;SG	N;MASC;PL
κρυσταλλική	crystal	κρυσταλλικός	crystal	ADJ;NOM;FEM;SG	N;MASC;SG
παρέμενε	permaneceram	παραμένω	permanecer	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
δεκαπέντε	fifteen	δεκαπέντε	fifteen	NUM;NOM;NEUT;PL	N;MASC;SG
μαθηματικοί	matemáticos	μαθηματικός	matemático	ADJ;NOM;MASC;PL	N;MASC;PL
σοσιαλιστική	socialistas	σοσιαλιστικός	socialista	ADJ;NOM;FEM;SG	N;MASC;PL
σοσιαλιστική	socialista	σοσιαλιστικός	socialista	ADJ;NOM;FEM;SG	N;MASC;SG
ενδεικτικά	indicativa	ενδεικτικά	indicativo	ADV	N;FEM;SG
ενδεικτικά	indicativos	ενδεικτικά	indicativo	ADV	N;MASC;PL
ενδεικτικά	indicativo	ενδεικτικά	indicativo	ADV	N;MASC;SG
βίλα	villa	βίλα	villa		N;MASC;SG
άλογο	cavalos	άλογος	cavalo	N;NOM;NEUT;SG	N;MASC;PL
σκάνδαλο	escândalos	σκάνδαλο	escândalo	N;NOM;NEUT;SG	N;MASC;PL
διάσημη	famosas	διάσημος	famoso	ADJ;NOM;FEM;SG	ADJ;FEM;PL
διάσημη	famosos	διάσημος	famoso	ADJ;NOM;FEM;SG	N;MASC;PL
δώρο	presentes	δώρος	presente	N;NOM;NEUT;SG	ADJ;MASC;PL
δώρο	presente	δώρος	presente	N;NOM;NEUT;SG	ADJ;MASC;SG
δώρο	presente	δώρος	presente	N;NOM;NEUT;SG	ADJ;MASC;SG
ίνες	fibra	ίνος	fibra	N;NOM;FEM;PL	N;FEM;SG
διακόπηκε	interrompidos	διακόπτω	interromper	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
εξουσίες	powers	εξουσία	power	N;NOM;FEM;PL	N;MASC;SG
όλγα	olga	όλγα	olga	PROPN;NOM;FEM;SG	N;FEM;SG
γιόζεφ	josef	γιόζεφ	josef		N;MASC;SG
αποθήκευση	salvar	αποθήκευση	salvar	N;NOM;FEM;SG	V;NFIN
αποθήκευση	salva	αποθήκευση	salvar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
αποθήκευση	guardar	αποθήκευση	guardar	N;NOM;FEM;SG	V;NFIN
μητροπολιτική	metropolitanas	μητροπολιτικός	metropolitano	ADJ;NOM;FEM;SG	N;FEM;PL
μητροπολιτική	metropolitana	μητροπολιτικός	metropolitana	ADJ;NOM;FEM;SG	N;FEM;SG
μητροπολιτική	metropolitano	μητροπολιτικός	metropolitano	ADJ;NOM;FEM;SG	N;MASC;SG
μητροπολιτική	metropolitan	μητροπολιτικός	metropolitan	ADJ;NOM;FEM;SG	N;MASC;SG
πλούταρχος	plutarco	πλούταρχος	plutarco	PROPN;NOM;MASC;SG	N;MASC;SG
λογικό	razoáveis	λογικός	razoável	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
λογικό	lógica	λογικός	lógico	ADJ;NOM;NEUT;SG	N;FEM;SG
λογικό	lógicas	λογικός	lógico	ADJ;NOM;NEUT;SG	N;FEM;PL
λεπτομέρεια	detalhes	λεπτομέρεια	detalhe	N;NOM;FEM;SG	N;MASC;PL
μουρ	moore	μουρ	moore		N;MASC;SG
φραντς	franz	φραντς	franz		N;MASC;SG
ενα	um	ένας	um	N;NOM;NEUT;SG	NUM
ενα	uma	ένας	um	N;NOM;NEUT;SG	NUM
ακούγεται	sons	ακούω	som	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;MASC;PL
τζίμι	jimmy	τζίμι	jimmy		N;MASC;SG
κατακτήσεις	conquista	κατάκτηση	conquista	N;NOM;FEM;PL	N;FEM;SG
τσέλσι	chelsea	τσέλσι	chelsea		N;MASC;SG
τόκιο	tokyo	τόκιο	tokyo		N;MASC;SG
τόκιο	tóquio	τόκιο	tóquio		N;MASC;SG
φίλιπ	phillip	φίλιπ	phillip		N;MASC;SG
φίλιπ	filipe	φίλιπ	filipe		N;MASC;SG
φίλιπ	felipe	φίλιπ	felipe		N;MASC;SG
φίλιπ	filipe	φίλιπ	filipe		N;MASC;SG
τράπεζες	banks	τράπεζα	bank	N;NOM;FEM;PL	N;MASC;SG
τράπεζες	banca	τράπεζα	banca	N;NOM;FEM;PL	N;FEM;SG
τράπεζες	bancário	τράπεζα	bancário	N;NOM;FEM;PL	N;MASC;SG
αφήγηση	narrativas	αφήγηση	narrativa	N;ACC;FEM;SG	N;FEM;PL
τέταρτος	quarta	τέταρτος	quarto	NUM;NOM;MASC;SG	ADJ;FEM;SG
νικά	vitórias	νικά	vitória	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;PL
νικά	ganha	νικά	ganhar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
νικά	vence	νικά	vencer	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
μπαρ	barra	μπαρ	barra	N;NOM;NEUT;PL	N;FEM;SG
μπαρ	bar	μπαρ	bar	N;NOM;NEUT;PL	N;MASC;SG
ουαλία	gales	ουαλία	gale	PROPN;ACC;FEM;SG	N;MASC;SG
λίγοι	poucas	λίγος	pouco	ADJ;NOM;MASC;PL	PRO;FEM;PL
λίγοι	poucos	λίγος	pouco	ADJ;NOM;MASC;PL	PRO;MASC;PL
φαγητό	alimentos	φαγητό	alimento	N;NOM;NEUT;SG	N;MASC;PL
ανακατεύθυνση	redirecionamento	ανακατεύθυνση	redirecionamento	V;PFV;IND;SG;3;PST;FIN;PASS	N;MASC;SG
χριστούγεννα	natal	χριστούγεννα	natal	N;NOM;NEUT;PL	N;MASC;SG
χριστούγεννα	christmas	χριστούγεννα	christma	N;NOM;NEUT;PL	N;MASC;SG
σεβασμό	respeitar	σεβασμός	respeitar	N;ACC;MASC;SG	V;NFIN
σεβασμό	respeitem	σεβασμός	respeitir	N;ACC;MASC;SG	V;SBJV;PL;3;PRS;FIN
σεβασμό	respeite	σεβασμός	respeitir	N;ACC;MASC;SG	V;SBJV;SG;3;PRS;FIN
άντερσον	anderson	άντερσον	anderson	PROPN;NOM;MASC;SG	N;MASC;SG
άντερσον	andersson	άντερσον	andersson	PROPN;NOM;MASC;SG	N;MASC;SG
στιβ	steve	στιβ	steve		PROPN;MASC;SG
γκράμι	grammys	γκράμι	grammy		N;MASC;PL
γκράμι	grammy	γκράμι	grammy		N;MASC;SG
τρίκαλα	trikala	τρίκαλο	trikala	PROPN;NOM;NEUT;PL	N;MASC;SG
τορόντο	toronto	τορόν	toronto	PROPN;NOM;FEM;SG	N;MASC;SG
λεωφορείο	autocarros	λεωφορείο	autocarro	N;NOM;NEUT;SG	N;MASC;PL
κοινές	comum	κοινός	comum	ADJ;NOM;FEM;PL	ADJ;MASC;SG
κοινές	common	κοινός	common	ADJ;NOM;FEM;PL	N;MASC;SG
κοινές	frequente	κοινός	frequente	ADJ;NOM;FEM;PL	ADJ;MASC;SG
ελεφαντοστού	marfim	ελεφαντοστός	marfim	PROPN;NOM;MASC;SG	N;MASC;SG
χάουαρντ	howard	χάουαρντ	howard	PROPN;NOM;MASC;SG	N;MASC;SG
βαθύ	profunda	βαθύς	profundo	N;NOM;NEUT;SG	ADJ;FEM;SG
βαθύ	profundo	βαθύς	profundo	N;NOM;NEUT;SG	ADJ;MASC;SG
βαθύ	profundo	βαθύς	profundo	N;NOM;NEUT;SG	ADJ;MASC;SG
βαθύ	profunda	βαθύς	profundo	N;NOM;NEUT;SG	ADJ;FEM;SG
μόνοι	alone	μόνος	alone	ADJ;NOM;MASC;PL	N;MASC;SG
μόνοι	sozinha	μόνος	sozinha	ADJ;NOM;MASC;PL	N;FEM;SG
μόνοι	sozinho	μόνος	sozinho	ADJ;NOM;MASC;PL	ADJ;MASC;SG
σημάδια	marks	σημάδιο	mark	N;NOM;NEUT;PL	N;MASC;SG
σημάδια	sinalização	σημάδιο	sinalização	N;NOM;NEUT;PL	N;FEM;SG
ελέγχεται	controlados	ελέγχω	controlar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
ελέγχεται	controladas	ελέγχω	controlar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;V.PTCP
κουκ	cook	κουκ	cook		N;MASC;SG
κουκ	cozinhar	κουκ	cozinhar		V;NFIN
κουκ	cozinheiro	κουκ	cozinheiro		N;MASC;SG
σκόνη	poeiras	σκόνη	poeira	N;NOM;FEM;SG	N;FEM;PL
θεωρητική	teórica	θεωρητικός	teórico	ADJ;NOM;FEM;SG	N;FEM;SG
θεωρητική	teórico	θεωρητικός	teórico	ADJ;NOM;FEM;SG	N;MASC;SG
θεωρητική	teóricos	θεωρητικός	teórico	ADJ;NOM;FEM;SG	N;MASC;PL
θεωρητική	teóricas	θεωρητικός	teórico	ADJ;NOM;FEM;SG	N;FEM;PL
αιτίες	causa	αιτία	causa	N;NOM;FEM;PL	N;FEM;SG
εκπροσωπεί	represente	εκπροσωπώ	represente	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
υποχρέωση	passivo	υποχρέωση	passivo	N;ACC;FEM;SG	ADJ;MASC;SG
υποχρέωση	obrigações	υποχρέωση	obrigação	N;ACC;FEM;SG	N;FEM;PL
πλούτο	riquezas	πλούτος	riqueza	N;ACC;MASC;SG	N;FEM;PL
αντιπαράθεση	confrontos	αντιπαράθεση	confronto	N;ACC;FEM;SG	N;MASC;PL
αντιπαράθεση	controvérsias	αντιπαράθεση	controvérsia	N;ACC;FEM;SG	N;FEM;PL
καρολίνα	carolina	καρολίνα	carolina		N;FEM;SG
συστηματικά	sistemático	συστηματικά	sistemático	ADV	ADJ;MASC;SG
συστηματικά	sistemáticas	συστηματικά	sistemático	ADV	N;FEM;PL
συστηματικά	sistemáticos	συστηματικά	sistemático	ADV	ADJ;MASC;PL
συστηματικά	sistemática	συστηματικά	sistemática	ADV	N;FEM;SG
συχνές	comum	συχνή	comum	N;NOM;FEM;PL	ADJ;MASC;SG
συχνές	frequentes	συχνή	frequente	N;NOM;FEM;PL	ADJ;MASC;PL
συχνές	common	συχνή	common	N;NOM;FEM;PL	N;MASC;SG
συχνές	frequente	συχνή	frequente	N;NOM;FEM;PL	ADJ;MASC;SG
θυσία	sacrifícios	θυσία	sacrifício	N;ACC;FEM;SG	N;MASC;PL
αιγυπτιακή	egípcio	αιγυπτιακός	egípcio	ADJ;NOM;FEM;SG	N;MASC;SG
αιγυπτιακή	egípcia	αιγυπτιακός	egípcio	ADJ;NOM;FEM;SG	N;FEM;SG
αιγυπτιακή	egípcios	αιγυπτιακός	egípcio	ADJ;NOM;FEM;SG	N;MASC;PL
αποτελεσματικά	efectivo	αποτελεσματικά	efectivo	ADV	ADJ;MASC;SG
αποτελεσματικά	eficazes	αποτελεσματικά	eficaz	ADV	ADJ;FEM;PL
αποτελεσματικά	efetivo	αποτελεσματικά	efetivo	ADV	ADJ;MASC;SG
αποτελεσματικά	eficaz	αποτελεσματικά	eficaz	ADV	ADJ;FEM;SG
κελσίου	celsius	κέλσιο	celsiu	N;NOM;MASC;SG	N;MASC;PL
ινδονησία	indonésia	ινδονησία	indonésio	PROPN;NOM;FEM;SG	N;MASC;SG
ελευθέριος	eleftherios	ελευθέριος	eleftherio	PROPN;NOM;MASC;SG	N;MASC;PL
παράλληλη	paralelo	παράλληλος	paralelo	ADJ;NOM;FEM;SG	N;MASC;SG
παράλληλη	paralelas	παράλληλος	paralelo	ADJ;NOM;FEM;SG	N;FEM;PL
παράλληλη	paralelos	παράλληλος	paralelo	ADJ;NOM;FEM;SG	N;MASC;PL
παράλληλη	paralela	παράλληλος	paralelo	ADJ;NOM;FEM;SG	N;FEM;SG
χόλιγουντ	hollywood	χόλιγουντ	hollywood	PROPN;NOM;MASC;PL	N;MASC;SG
ιάπωνες	japonesa	ιάπωνας	japonesa	N;NOM;MASC;PL	N;FEM;SG
ιάπωνες	japonês	ιάπωνας	japonês	N;NOM;MASC;PL	N;MASC;SG
ιάπωνες	japão	ιάπωνας	japão	N;NOM;MASC;PL	N;MASC;SG
τεχνητή	artificiais	τεχνητός	artificial	ADJ;NOM;FEM;SG	N;MASC;PL
ντέιβ	dave	ντέιβ	daver		PROPN;MASC;SG
κατάλογοι	lista	κατάλογος	lista	N;NOM;MASC;PL	N;FEM;SG
τροποποίηση	modificar	τροποποίηση	modificar	N;ACC;FEM;SG	V;NFIN
τροποποίηση	modifica	τροποποίηση	modificar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
τροποποίηση	modificações	τροποποίηση	modificação	N;ACC;FEM;SG	N;FEM;PL
εύρεση	encontrar	εύρεση	encontrar	N;ACC;FEM;SG	V;NFIN
εύρεση	encontrando	εύρεση	encontrar	N;ACC;FEM;SG	V;V.MSDR
σκούρο	escura	σκούρος	escuro	N;NOM;NEUT;SG	ADJ;FEM;SG
σκούρο	sombrio	σκούρος	sombrio	N;NOM;NEUT;SG	ADJ;MASC;SG
σκούρο	escuro	σκούρος	escuro	N;NOM;NEUT;SG	ADJ;MASC;SG
απήχηση	alcança	απήχηση	alcançar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
απήχηση	alcançar	απήχηση	alcançar	N;ACC;FEM;SG	V;NFIN
εκκλησιαστικά	eclesiástica	εκκλησιαστικός	eclesiástico	ADV	N;FEM;SG
εκκλησιαστικά	eclesiástico	εκκλησιαστικός	eclesiástico	ADV	N;MASC;SG
ηρώων	heroes	ηρώ	heroes	N;GEN;MASC;PL	N;MASC;SG
βασιλικός	basil	βασιλικός	basil	ADJ;NOM;MASC;SG	N;MASC;SG
βασιλικός	basílio	βασιλικός	basílio	ADJ;NOM;MASC;SG	N;MASC;SG
βασιλικός	manjericão	βασιλικός	manjericão	ADJ;NOM;MASC;SG	N;FEM;SG
βασιλικός	real	βασιλικός	real	ADJ;NOM;MASC;SG	N;MASC;SG
βασιλικός	royal	βασιλικός	royal	ADJ;NOM;MASC;SG	N;MASC;SG
λίχτενσταϊν	lichtenstein	λίχτεμβαν	lichtenstein	PROPN;NOM;NEUT;SG	N;MASC;SG
ζάγκρεμπ	zagreb	ζάγκρεμπ	zagreb		N;MASC;SG
ρίκο	rico	ρίκο	rico		ADJ;MASC;SG
υποχρεωτική	obrigatórias	υποχρεωτικός	obrigatório	ADJ;NOM;FEM;SG	ADJ;FEM;PL
υποχρεωτική	obrigatórias	υποχρεωτικός	obrigatório	ADJ;NOM;FEM;SG	ADJ;FEM;PL
υποχρεωτική	obrigatórios	υποχρεωτικός	obrigatório	ADJ;NOM;FEM;SG	ADJ;MASC;PL
υποχρεωτική	obrigatórias	υποχρεωτικός	obrigatório	ADJ;NOM;FEM;SG	ADJ;FEM;PL
υποχρεωτική	obrigatórios	υποχρεωτικός	obrigatório	ADJ;NOM;FEM;SG	ADJ;MASC;PL
μετονομασία	renomear	μετονομασία	renomear	N;NOM;FEM;SG	V;NFIN
εμπιστοσύνη	confiar	εμπιστοσύνη	confiar	N;ACC;FEM;SG	V;NFIN
εμπιστοσύνη	confia	εμπιστοσύνη	confiar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
εμπιστοσύνη	confie	εμπιστοσύνη	confiar	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
αποσυρθεί	retirada	αποσύρω	retirada	V;PFV;NFIN;PASS	N;FEM;SG
ενσωμάτωση	integrar	ενσωμάτωση	integrar	N;ACC;FEM;SG	V;NFIN
ενσωμάτωση	integrando	ενσωμάτωση	integrar	N;ACC;FEM;SG	V;V.MSDR
συνοδεύεται	acompanhadas	συνοδεύω	acompanhar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;V.PTCP
συνοδεύεται	acompanhados	συνοδεύω	acompanhar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
συνοδεύεται	acompanhou	συνοδεύω	acompanhar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
απογόνους	descendência	απόγονος	descendência	N;ACC;MASC;PL	N;FEM;SG
απογόνους	prole	απόγονος	prole	N;ACC;MASC;PL	N;FEM;SG
απογόνους	descendência	απόγονος	descendência	N;ACC;MASC;PL	N;FEM;SG
αβραάμ	avram	αβραάμ	avrar	PROPN;NOM;MASC;SG	N;MASC;SG
αβραάμ	abraham	αβραάμ	abrahar	PROPN;NOM;MASC;SG	N;MASC;SG
αβραάμ	abraão	αβραάμ	abraão	PROPN;NOM;MASC;SG	N;MASC;SG
άρση	levantar	άρση	levantar	N;ACC;FEM;SG	V;NFIN
άρση	levantando	άρση	levantar	N;ACC;FEM;SG	V;V.MSDR
ουδέτερο	neutro	ούδετερος	neutro	N;NOM;NEUT;SG	ADJ;MASC;SG
ουδέτερο	neutra	ούδετερος	neutro	N;NOM;NEUT;SG	ADJ;FEM;SG
ουδέτερο	neutros	ούδετερος	neutro	N;NOM;NEUT;SG	N;MASC;PL
προάστια	subúrbio	προάστια	subúrbio	ADV	N;MASC;SG
προάστια	subúrbios	προάστια	subúrbio	ADV	N;MASC;PL
κέβιν	kevin	κέβιν	kevin		N;MASC;SG
οροφή	telhados	οροφή	telhado	N;ACC;FEM;SG	N;MASC;PL
μαρί	marie	μαρί	marie		N;FEM;SG
μαρί	maria	μαρί	maria		N;FEM;SG
βορειοδυτική	noroeste	βορειοδυτικός	noroeste	ADJ;NOM;FEM;SG	N;MASC;SG
κυρίαρχη	dominante	κυρίαρχη	dominante	N;NOM;FEM;SG	ADJ;MASC;SG
κυρίαρχη	dominador	κυρίαρχη	dominador	N;NOM;FEM;SG	ADJ;MASC;SG
κυρίαρχη	dominantes	κυρίαρχη	dominante	N;NOM;FEM;SG	N;MASC;PL
πετρώματα	rocks	πέτρωμα	rock	N;NOM;NEUT;PL	N;MASC;SG
λείπει	ausente	λείπω	ausente	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
