है	האי	है	האי	V;IND;SG;3;PRS;FIN;ACT	
जासूस	בלשית	जासूस	בלשית	N;NOM;MASC;SG;3	PROPN
जासूस	הבלשים	जासूस	הבלש	N;NOM;MASC;SG;3	N;MASC;PL
जासूस	בלשי	जासूस	בלשי	N;NOM;MASC;SG;3	PROPN
जासूस	בלשים	जासूस	בלש	N;NOM;MASC;SG;3	N;MASC;PL
नमस्कार	שלום	नमस्कार	שלום	PROPN;NOM;MASC;SG;3	PROPN
नमस्कार	הלו	नमस्कार	הלו	PROPN;NOM;MASC;SG;3	
निर्मल	השקוף	निर्मल	השקוף	PROPN;NOM;MASC;SG;3	PROPN
मोटरसाइकिल	אופנועים	मोटरसाइकिल	אופנוע	N;NOM;FEM;SG;3	N;MASC;PL
पुनरावृत्ति	החוזר	पुनरावृत्ति	החוזר	N;NOM;FEM;SG;3	ADV
गल्फ	תהום	गल्फ	הום	PROPN;NOM;MASC;SG;3	PROPN
गल्फ	מפרץ	गल्फ	מפרץ	PROPN;NOM;MASC;SG;3	N;MASC;SG
अंटार्कटिक	אנטארקטיקה	अंटार्कटिक	אנטארקטיקה	PROPN;NOM;MASC;SG;3	N;FEM;SG
अंटार्कटिक	האנטארקטי	अंटार्कटिक	האנטארקטי	PROPN;NOM;MASC;SG;3	PROPN
डैनी	דני	डैनी	דני	PROPN;NOM;MASC;SG;3	PROPN
किशोरावस्था	מתבגר	किशोरावस्था	התבגר	N;NOM;FEM;SG;3	V;MASC;SG;V.PTCP
किशोरावस्था	מתבגרת	किशोरावस्था	התבגר	N;NOM;FEM;SG;3	V;FEM;SG;V.PTCP
पंद्रह	fifteen	पंद्रह	fifteen	NUM	
महंगा	יקרה	महंगा	קרה	ADJ;NOM;MASC;SG	V;MASC;SG;3;FUT
महंगा	יקרים	महंगा	יקר	ADJ;NOM;MASC;SG	ADJ;MASC;PL
महंगा	יקרות	महंगा	יקר	ADJ;NOM;MASC;SG	ADJ;FEM;PL
प्रबंधित	מנוהלת	प्रबंधित	מנוהל	N;NOM;MASC;SG;3	V;FEM;SG;V.PTCP;PASS
प्रबंधित	מנוהל	प्रबंधित	מנוהל	N;NOM;MASC;SG;3	PROPN
मनोरंजक	כיף	मनोरंजक	כיף	N;NOM;MASC;SG;3	
मनोरंजक	כיפית	मनोरंजक	כיפית	N;NOM;MASC;SG;3	ADV
मनोरंजक	בכיף	मनोरंजक	בכיף	N;NOM;MASC;SG;3	
मनोरंजक	מהנה	मनोरंजक	מהנה	N;NOM;MASC;SG;3	
सजाया	מעוטר	सजा	עוטר	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;PASS
सजाया	מעוצב	सजा	מעוצב	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;PASS
एडम	אדם	एडम	אדם	PROPN;NOM;MASC;SG;3	N;MASC;SG
अनगिनत	אינסוף	अनगिनत	אינסוף	ADP	N;MASC;SG
अनगिनत	אינסופיים	अनगिनत	אינסופיים	ADP	ADJ;MASC;PL
अनगिनत	אינסופית	अनगिनत	אינסופית	ADP	PROPN
अनगिनत	אינסופי	अनगिनत	אינסופי	ADP	ADJ;MASC;SG
अनगिनत	אינספור	अनगिनत	אינספור	ADP	
सुन्नी	סוני	सुन्नी	סוני	N;NOM;MASC;SG;3	PROPN
डिवाइस	התקן	डिवाइस	התקן	N;NOM;MASC;SG;3	
डिवाइस	המכשיר	डिवाइस	המכשיר	N;NOM;MASC;SG;3	PROPN
डिवाइस	מכשירים	डिवाइस	הכשיר	N;NOM;MASC;SG;3	N;MASC;PL
डिवाइस	התקנים	डिवाइस	התקן	N;NOM;MASC;SG;3	N;MASC;PL
लियोन	לאון	लियोन	לאון	PROPN;NOM;MASC;SG;3	PROPN
लियोन	ליאון	लियोन	ליאון	PROPN;NOM;MASC;SG;3	PROPN
हीन	קטין	हीन	קטין		N;MASC;SG
हीन	מינור	हीन	מינור		N;MASC;SG
ऑब्जेक्ट	האובייקט	ऑब्जेक्ट	האובייקט	N;NOM;MASC;SG;3	PROPN
ऑब्जेक्ट	עצמים	ऑब्जेक्ट	עצם	N;NOM;MASC;SG;3	N;MASC;PL
ऑब्जेक्ट	חפצים	ऑब्जेक्ट	חפץ	N;NOM;MASC;SG;3	N;MASC;PL
ऑब्जेक्ट	אובייקטים	ऑब्जेक्ट	אובייקט	N;NOM;MASC;SG;3	N;MASC;PL
एमटीवी	mtv	एमटीवी	mtv	PROPN;NOM;MASC;SG;3	PROPN
एवरेस्ट	האוורסט	एवरेस्ट	האוורסט	PROPN;NOM;MASC;SG;3	PROPN
बकरी	תיש	बकरी	תיש		PROPN
स्विफ्ट	סוויפט	स्विफ्ट	סוויפט	PROPN;NOM;MASC;SG;3	PROPN
स्विफ्ट	מהיר	स्विफ्ट	מהיר	PROPN;NOM;MASC;SG;3	
कुर्सी	כסא	कुर्सी	כסא	N;NOM;FEM;SG;3	
कुर्सी	כיסא	कुर्सी	כיסא	N;NOM;FEM;SG;3	PROPN
क्षितिज	אופק	क्षितिज	אופק	N;NOM;MASC;SG;3	PROPN
दोहरा	מכפיל	दोहरा	הכפיל	ADJ;NOM;MASC;SG	
दोहरा	כפול	दोहरा	כפול	ADJ;NOM;MASC;SG	
दोहरा	דאבל	दोहरा	דאבל	ADJ;NOM;MASC;SG	PROPN
दोहरा	זוגי	दोहरा	זוג	ADJ;NOM;MASC;SG	
रैली	ראלי	रैली	ראלי	N;NOM;FEM;SG;3	PROPN
शोधकर्ता	חוקרת	शोधकर्ता	חקר	N;NOM;MASC;PL;3	V;FEM;SG;V.PTCP;ACT
शोधकर्ता	חוקר	शोधकर्ता	חוקר	N;NOM;MASC;PL;3	N;MASC;SG
नेटस्केप	netscape	नेटस्केप	netscape	N;NOM;MASC;SG;3	PROPN
रॉबिन	רובין	रॉबिन	רובין	PROPN;NOM;MASC;SG;3	PROPN
बैंगनी	סגולה	बैंगनी	סגולה		PROPN
बैंगनी	סיגליות	बैंगनी	סיגלי		N;FEM;SG
बैंगनी	חציל	बैंगनी	חציל		PROPN
बैंगनी	ויולט	बैंगनी	ויולט		PROPN
व्यू	השוער	व्यू	השוער	PROPN;NOM;MASC;SG;3	PROPN
व्यू	שוער	व्यू	שוער	PROPN;NOM;MASC;SG;3	N;MASC;SG
प्रक्षेपास्त्र	רוקט	प्रक्षेपास्त्र	רוקט	N;NOM;MASC;SG;3	
प्रक्षेपास्त्र	טיל	प्रक्षेपास्त्र	טיל	N;NOM;MASC;SG;3	PROPN
प्रक्षेपास्त्र	טיל	प्रक्षेपास्त्र	טיל	N;NOM;MASC;SG;3	PROPN
प्रक्षेपास्त्र	הטיל	प्रक्षेपास्त्र	הטיל	N;NOM;MASC;SG;3	V;MASC;SG;3;PST;ACT
स्वैच्छिक	בהתנדבות	स्वैच्छिक	בהתנדבות	PROPN;NOM	ADV
स्वैच्छिक	מרצון	स्वैच्छिक	מרצון	PROPN;NOM	
फोटोग्राफी	צילום	फोटोग्राफी	צילום	N;NOM;FEM;SG;3	PROPN
प्रौढ़	בוגרת	प्रौढ़	בוגר		N;FEM;SG
प्रौढ़	מבוגר	प्रौढ़	מבוגר		ADJ;MASC;SG
कैलिफ़ोर्निया	קליפורניה	कैलिफ़ोर्निया	קליפורניה	PROPN;NOM;MASC;SG;3	PROPN
कैलगरी	קלגרי	कैलगरी	קלגרי	N;NOM;MASC;SG;3	PROPN
साउंडट्रैक	פסקול	साउंडट्रैक	פסקול	N;NOM;MASC;SG;3	PROPN
वार्तालाप	שיחת	वार्तालाप	שיחה	N;NOM;FEM;SG;3	ADV
वार्तालाप	שיחות	वार्तालाप	שיחה	N;NOM;FEM;SG;3	N;FEM;PL
बुद्धिमान	חכם	बुद्धिमान	חכם	N;NOM;MASC;SG;3	
बुद्धिमान	אינטליגנטית	बुद्धिमान	אינטליגנטי	N;NOM;MASC;SG;3	ADJ;FEM;SG
बुद्धिमान	נבון	बुद्धिमान	נבון	N;NOM;MASC;SG;3	PROPN
बुद्धिमान	אינטליגנטי	बुद्धिमान	אינטליגנטי	N;NOM;MASC;SG;3	ADJ;MASC;SG
फोकस	להתרכז	फोकस	התרכז		V;NFIN
फोकस	פוקוס	फोकस	פוקוס		PROPN
वर्चस्व	נשלט	वर्चस्व	נשלט	N;NOM;MASC;SG;3	V;MASC;SG;3;PST;MID
रुझान	מגמות	रुझान	גימה	N;NOM;MASC;SG;3	N;FEM;PL
रुझान	פופולרי	रुझान	פופולרי	N;NOM;MASC;SG;3	ADJ;MASC;SG
रुझान	פופולריים	रुझान	פופולרי	N;NOM;MASC;SG;3	ADJ;MASC;PL
वेशभूषा	התחפושת	वेशभूषा	התחפושת	N;NOM;FEM;SG;3	
वेशभूषा	תלבושות	वेशभूषा	תלבושת	N;NOM;FEM;SG;3	N;FEM;PL
वेशभूषा	תחפושות	वेशभूषा	תחפושתות	N;NOM;FEM;SG;3	N;FEM;PL
भागीदार	משתתפים	भागीदार	השתתף	N;NOM;MASC;SG;3	V;MASC;PL;V.PTCP
भागीदार	משתתפים	भागीदार	השתתף	N;NOM;MASC;SG;3	V;MASC;PL;V.PTCP
भागीदार	משתתפת	भागीदार	השתתף	N;NOM;MASC;SG;3	V;FEM;SG;V.PTCP
भागीदार	משתתף	भागीदार	השתתף	N;NOM;MASC;SG;3	V;MASC;SG;V.PTCP
स्पेंसर	ספנסר	स्पेंसर	ספנסר	N;NOM;MASC;SG;3	PROPN
विक्रेताओं	סלרס	विक्रेता	סלרס	N;ACC;MASC;PL;3	PROPN
वान	ואן	वान	ואן	PROPN;NOM;MASC;SG;3	PROPN
नाभि	הטבור	नाभि	הטבור	N;NOM;FEM;SG;3	PROPN
तुर्कमेनिस्तान	טורקמניסטן	तुर्कमेनिस्तान	טורקמניסטן	PROPN;NOM;MASC;SG;3	PROPN
देखिए	ראי	देखिया	ראי	V;SBJV;SG;FIN;ACT	
आधुनिकता	המודרניות	आधुनिकता	המודרניות	N;NOM;FEM;SG;3	ADJ;FEM;PL
आधुनिकता	מודרניות	आधुनिकता	מודרני	N;NOM;FEM;SG;3	ADJ;FEM;PL
रॉबर्ट्स	רוברטס	रॉबर्ट्स	רוברטס	PROPN;NOM;MASC;SG;3	PROPN
क्लाइंट	הלקוח	क्लाइंट	הלקוח	N;NOM;MASC;SG;3	
क्लाइंट	לקוחות	क्लाइंट	לקוח	N;NOM;MASC;SG;3	N;MASC;PL
डायरी	יומני	डायरी	יומני	N;NOM;FEM;SG;3	PROPN
डायरी	יומן	डायरी	יומן	N;NOM;FEM;SG;3	PROPN
अपडेट	עדכני	अपडेट	עדכן	N;NOM;MASC;SG;3	ADJ;MASC;SG
अपडेट	העדכון	अपडेट	העדכון	N;NOM;MASC;SG;3	PROPN
अपडेट	עדכן	अपडेट	עדכן	N;NOM;MASC;SG;3	PROPN
अपडेट	עדכונים	अपडेट	עדכון	N;NOM;MASC;SG;3	N;MASC;PL
अपडेट	עדכוני	अपडेट	עדכון	N;NOM;MASC;SG;3	PROPN
अपडेट	העדכונים	अपडेट	העדכון	N;NOM;MASC;SG;3	N;MASC;PL
डेनिस	דניס	डेनिस	דניס	PROPN;NOM;MASC;SG;3	PROPN
डेनिस	דניז	डेनिस	דניז	PROPN;NOM;MASC;SG;3	PROPN
डेनिस	דניס	डेनिस	דניס	PROPN;NOM;MASC;SG;3	PROPN
डेनिस	דניס	डेनिस	דניס	PROPN;NOM;MASC;SG;3	PROPN
जोएल	יואל	जोएल	יואל	PROPN;NOM;MASC;SG;3	PROPN
मैगज़ीन	מגזינים	मैगज़ीन	מגזין	PROPN;NOM;MASC;SG;3	N;MASC;PL
सीमाएं	המגבלות	सीमा	המגבלות	N;NOM;FEM;PL;3	N;FEM;SG
शंघाई	שנחאי	शंघाई	שנחאי	PROPN;NOM;MASC;SG;3	PROPN
किट	קיט	किट	קיט	N;NOM;FEM;SG;3	
भ्रमित	מבולבלת	भ्रमित	מבולבלת		V;FEM;SG;V.PTCP;PASS
भ्रमित	מבולבל	भ्रमित	מבולבל		ADJ;MASC;SG
भ्रमित	מבולבלים	भ्रमित	מבולבל		ADJ;MASC;PL
बाप	אבא	बाप	אבא	N;NOM;MASC;SG;3	
बाप	אבי	बाप	אבי	N;NOM;MASC;SG;3	PROPN
नग्न	ערומות	नग्न	ערומה		N;FEM;PL
नग्न	עירום	नग्न	עירום		N;MASC;SG
नग्न	עירומים	नग्न	עירום		N;MASC;PL
नग्न	עירומה	नग्न	עירומה		N;FEM;SG
नग्न	ערומה	नग्न	ערומה		N;FEM;SG
नग्न	עירום	नग्न	עירום		N;MASC;SG
कार्यभार	משימות	कार्यभार	משימה	N;NOM;MASC;SG;3	N;FEM;PL
एनालॉग	אנלוגי	एनालॉग	אנלוגי	N;NOM;MASC;SG;3	PROPN
प्रतिबिंब	ראי	प्रतिबिंब	ראי	N;NOM;MASC;SG;3	
प्रतिबिंब	המראה	प्रतिबिंब	המראה	N;NOM;MASC;SG;3	PROPN
ब्लेड	בלייד	ब्लेड	בלייד	N;NOM;MASC;SG;3	PROPN
ब्लेड	להב	ब्लेड	להב	N;NOM;MASC;SG;3	
ब्लेड	סכיני	ब्लेड	סכין	N;NOM;MASC;SG;3	N;MASC;PL
ब्लेड	להבים	ब्लेड	הבים	N;NOM;MASC;SG;3	V;NFIN;ACT
सदिश	וקטור	सदिश	וקטור	N;NOM;MASC;SG;3	PROPN
सदिश	וקטורים	सदिश	וקטור	N;NOM;MASC;SG;3	N;MASC;PL
स्थगित	השהייה	स्थगित	השהייה	ADJ	ADV
स्थगित	להשעות	स्थगित	השעה	ADJ	V;NFIN;ACT
स्थगित	השהיה	स्थगित	השהיה	ADJ	ADV
स्थगित	בהמתנה	स्थगित	בהמתנה	ADJ	ADV
स्थगित	ממתין	स्थगित	המתין	ADJ	V;MASC;SG;V.PTCP;ACT
गिरोह	גאנג	गिरोह	גאנג	N;NOM;MASC;SG;3	PROPN
पावन	קדושה	पावन	קדוש		PROPN
पावन	קדושים	पावन	קדוש		N;MASC;PL
बैले	בלט	बैले	בלט	PROPN;NOM;MASC;SG;3	
बसंत	אביב	बसंत	אביב	PROPN;NOM;MASC;SG;3	N;MASC;SG
बसंत	מעיין	बसंत	מעיין	PROPN;NOM;MASC;SG;3	PROPN
बसंत	האביב	बसंत	האביב	PROPN;NOM;MASC;SG;3	V;MASC;SG;3;PST;ACT
बसंत	קפיץ	बसंत	קפיץ	PROPN;NOM;MASC;SG;3	N;MASC;SG
शर्ट	חולצות	शर्ट	חולצה	N;NOM;FEM;SG;3	N;FEM;PL
सेंसर	חיישני	सेंसर	חיישני	N;NOM;MASC;SG;3	PROPN
सेंसर	החיישנים	सेंसर	החיישן	N;NOM;MASC;SG;3	N;MASC;PL
सेंसर	חיישנים	सेंसर	חיישן	N;NOM;MASC;SG;3	N;MASC;PL
सेंसर	חיישן	सेंसर	חיישן	N;NOM;MASC;SG;3	PROPN
स्टैंड	עמוד	स्टैंड	עמוד	N;NOM;MASC;SG;3	
स्टैंड	סטנד	स्टैंड	סטנד	N;NOM;MASC;SG;3	PROPN
स्टैंड	לעמוד	स्टैंड	עמד	N;NOM;MASC;SG;3	V;NFIN;ACT
स्टैंड	דוכני	स्टैंड	דוכן	N;NOM;MASC;SG;3	
स्टैंड	עומד	स्टैंड	עמד	N;NOM;MASC;SG;3	V;MASC;SG;V.PTCP;ACT
उपनिवेशों	מושבת	उपनिवेश	מושבת	N;ACC;MASC;PL;3	PROPN
उपनिवेशों	המושבה	उपनिवेश	המושבה	N;ACC;MASC;PL;3	PROPN
उपनिवेशों	מושבה	उपनिवेश	מושבה	N;ACC;MASC;PL;3	N;FEM;SG
बहुवचन	ברבים	बहुवचन	ברבי	N;NOM;MASC;SG;3	
बहुवचन	רבים	बहुवचन	רב	N;NOM;MASC;SG;3	V;MASC;PL;V.PTCP;ACT
विनाशकारी	אסון	विनाशकारी	אסון	ADJ	N;MASC;SG
विनाशकारी	הורס	विनाशकारी	הורס	ADJ	V;MASC;SG;V.PTCP;ACT
विनाशकारी	הורסת	विनाशकारी	הורסה	ADJ	V;FEM;SG;V.PTCP;ACT
मिसौरी	מיזורי	मिसौरी	מיזורי	PROPN;NOM;MASC;SG;3	PROPN
मारी	מרי	मार	מרי	V;PFV;FEM;SG;V.PTCP;ACT	PROPN
मारी	מארי	मार	מארי	V;PFV;FEM;SG;V.PTCP;ACT	PROPN
कार्गो	מטען	कार्ग	מטען	N;NOM;MASC;PL;3	N;MASC;SG
आमेर	עאמר	आमेर	עאמר	PROPN;NOM;MASC;SG;3	PROPN
दारा	דריוס	दारा	דריוס	PROPN;NOM;MASC;SG;3	PROPN
दारा	דארה	दारा	דארה	PROPN;NOM;MASC;SG;3	PROPN
दारा	דרה	दारा	דרה	PROPN;NOM;MASC;SG;3	PROPN
फ़्रांसीसी	צרפתי	फ़्रांसीसी	צרפתי	PROPN;NOM;MASC;SG;3	PROPN
फ़्रांसीसी	צרפתית	फ़्रांसीसी	צרפתית	PROPN;NOM;MASC;SG;3	PROPN
फ़्रांसीसी	צרפתים	फ़्रांसीसी	צרפתי	PROPN;NOM;MASC;SG;3	N;MASC;PL
जादूगर	מכשף	जादूगर	מכשף	N;NOM;MASC;SG;3	PROPN
जादूगर	אשף	जादूगर	אשף	N;NOM;MASC;SG;3	PROPN
जादूगर	הקוסם	जादूगर	הקוסם	N;NOM;MASC;SG;3	PROPN
जादूगर	קוסמים	जादूगर	קסם	N;NOM;MASC;SG;3	N;MASC;PL
पड़ेगा	חייב	पड़	חייב	V;MASC;IND;SG;3;FUT;FIN;ACT	ADJ;MASC;SG
सच्चा	נכונות	सच्चा	נכונות	PROPN;NOM;MASC;SG;3	N;FEM;SG
सच्चा	אמת	सच्चा	אמת	PROPN;NOM;MASC;SG;3	N;FEM;SG
सच्चा	נכון	सच्चा	נכון	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
विश्लेषणात्मक	אנליטי	विश्लेषणात्मक	אנליטי	ADJ;NOM	N;MASC;SG
प्रतिबद्धता	מחוייבות	प्रतिबद्धता	מחוייבות	N;NOM;FEM;SG;3	V;FEM;SG;V.PTCP;PASS
पकड़ा	תפס	पकड़ा	תפס	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
कॉफ़ी	קצרצרים	कॉफ़ी	קצרצר	N;NOM;FEM;SG;3	N;MASC;PL
उल्टा	רוורס	उल्टा	רוורס		PROPN
एलेन	אלן	एलेन	אלן	PROPN;NOM;MASC;SG;3	PROPN
किराए	פארס	किराया	פארס	N;NOM;MASC;SG;3	PROPN
किराए	להשכרה	किराया	השכרה	N;NOM;MASC;SG;3	V;NFIN;ACT
एस्टन	אסטון	एस्टन	אסטון	PROPN;NOM;MASC;SG;3	PROPN
मांसपेशी	שרירים	मांसपेशी	שריר	N;NOM;FEM;SG;3	N;MASC;PL
मांसपेशी	שריר	मांसपेशी	שריר	N;NOM;FEM;SG;3	PROPN
विषाक्त	רעיל	विषाक्त	רעיל	N;NOM;MASC;SG;3	ADJ;MASC;SG
तूफ़ान	סערות	तूफ़ान	סערה	N;NOM;MASC;SG;3	N;FEM;PL
तूफ़ान	סופות	तूफ़ान	סופה	N;NOM;MASC;SG;3	N;FEM;PL
तूफ़ान	טייפון	तूफ़ान	ה"טייפון	N;NOM;MASC;SG;3	PROPN
तूफ़ान	סופה	तूफ़ान	ספה	N;NOM;MASC;SG;3	
तूफ़ान	סטורם	तूफ़ान	סטורם	N;NOM;MASC;SG;3	PROPN
कड़ा	צמוד	कड़ा	צמוד	ADJ;NOM;MASC;SG	
कड़ा	קשה	कड़ा	קשה	ADJ;NOM;MASC;SG	ADV
कड़ा	קשיח	कड़ा	קשיח	ADJ;NOM;MASC;SG	
बदली	מעונן	बदल	מעונן	V;PFV;FEM;SG;V.PTCP;ACT	PROPN
एंजाइम	אנזים	एंजाइम	אנז	N;NOM;MASC;SG;3	N;MASC;PL
मूसा	מוזס	मूसा	מוזס	PROPN;NOM;MASC;SG;3	PROPN
मूसा	משה	मूसा	משה	PROPN;NOM;MASC;SG;3	PROPN
मूसा	מוסא	मूसा	מוסא	PROPN;NOM;MASC;SG;3	PROPN
पिंक	ורודה	पिंक	ורודה	PROPN;NOM;FEM;SG;3	PROPN
पिंक	וורוד	पिंक	וורוד	PROPN;NOM;FEM;SG;3	
पिंक	פינק	पिंक	פינק	PROPN;NOM;FEM;SG;3	PROPN
पिंक	ורוד	पिंक	ורוד	PROPN;NOM;FEM;SG;3	
बैरी	בארי	बैरी	בארי		PROPN
बैरी	אנטגוניסט	बैरी	אנטגוניסט		PROPN
चलाना	ביצוע	चला	ביצוע	V;MASC;NFIN;ACT	N;MASC;SG
दादी	סבתא	दादी	סבתא	N;NOM;FEM;SG;3	PROPN
दादी	סבתא	दादी	סבתא	N;NOM;FEM;SG;3	PROPN
कमिश्नर	הנציב	कमिश्नर	הנציב	N;NOM;MASC;SG;3	PROPN
