der	os	der	o	DET;NOM;DEF;MASC;SG	PRO;ACC;MASC;PL;3
bayerischer	bávaro	bayerisch	bávaro	ADJ	N;MASC;SG
australian	australiana	australian	australiano	PROPN;SG	N;FEM;SG
australian	australianos	australian	australiano	PROPN;SG	N;MASC;PL
australian	austrália	australian	austrália	PROPN;SG	N;FEM;SG
australian	australiano	australian	australiano	PROPN;SG	N;MASC;SG
australian	australian	australian	australian	PROPN;SG	N;MASC;SG
sächsische	saxão	sächsisch	saxão	ADJ;NOM;FEM;PL	N;MASC;SG
sächsische	saxões	sächsisch	saxão	ADJ;NOM;FEM;PL	N;MASC;PL
sächsische	saxon	sächsisch	saxon	ADJ;NOM;FEM;PL	N;MASC;SG
überraschend	surpreendentemente	überraschend	surpreendentemente	ADJ	ADV
monument	monumento	monument	monumento		N;MASC;SG
zürcher	zürcher	zürcher	zürcher	PROPN;NOM;MASC;SG	N;MASC;SG
konservativen	conservadora	konservativ	conservador	ADJ;PL	ADJ;FEM;SG
konservativen	conservadores	konservativ	conservador	ADJ;PL	N;MASC;PL
konservativen	conservador	konservativ	conservador	ADJ;PL	ADJ;MASC;SG
konservativen	conservadores	konservativ	conservador	ADJ;PL	N;MASC;PL
dementsprechend	correspondentemente	dementsprechend	correspondentemente	ADJ	ADV
schichten	camadas	schicht	camada	V;NFIN	N;FEM;PL
schichten	turnos	schicht	turno	V;NFIN	N;MASC;PL
schichten	tintas	schicht	tinta	V;NFIN	N;FEM;PL
schichten	revestimentos	schicht	revestimento	V;NFIN	N;MASC;PL
schichten	estratos	schicht	estrato	V;NFIN	N;MASC;PL
ten	rte	ten	rte	PROPN;NOM;SG	N;MASC;SG
ten	dezenas	ten	dezena	PROPN;NOM;SG	DET;MASC;PL
ten	dez	ten	dez	PROPN;NOM;SG	NUM
ten	ten	ten	ten	PROPN;NOM;SG	N;MASC;SG
khan	cã	khan	cã	PROPN;NOM;MASC;SG	N;MASC;SG
khan	khan	khan	khan	PROPN;NOM;MASC;SG	N;MASC;SG
tsv	tsv	tsv	tsv	PROPN;NOM;SG	N;MASC;SG
markgraf	marquês	markgraf	marquês	PROPN	N;MASC;SG
fehlenden	faltam	fehlend	faltar	ADJ	V;IND;PL;3;PRS;FIN
fehlenden	falta	fehlend	falta	ADJ	N;FEM;SG
fehlenden	faltando	fehlend	faltar	ADJ	V;V.MSDR
schacht	shaft	schachen	shaft	ADJ	N;MASC;SG
schacht	tabuleiro	schachen	tabuleiro	ADJ	N;MASC;SG
schacht	bandeja	schachen	bandeja	ADJ	N;FEM;SG
regen	chuvas	rege	chuva	V;NFIN	N;FEM;PL
regen	chuvas	rege	chuva	V;NFIN	N;FEM;PL
regen	regen	rege	regen	V;NFIN	N;MASC;SG
regen	chuva	rege	chuva	V;NFIN	N;FEM;SG
regen	rain	rege	rain	V;NFIN	N;MASC;SG
mac	mac	Mac	mac		N;MASC;SG
feiern	celebrações	feiern	celebração	V;NFIN	N;FEM;PL
feiern	comemorações	feiern	comemoração	V;NFIN	N;FEM;PL
feiern	partido	feiern	partido	V;NFIN	N;MASC;SG
feiern	party	feiern	party	V;NFIN	N;MASC;SG
feiern	festa	feiern	festa	V;NFIN	N;FEM;SG
feiern	celebração	feiern	celebração	V;NFIN	N;FEM;SG
feiern	comemoração	feiern	comemoração	V;NFIN	N;FEM;SG
fox	fox	fox	fox	PROPN;NOM;MASC;SG	N;MASC;SG
fox	raposa	fox	raposa	PROPN;NOM;MASC;SG	N;FEM;SG
boxer	boxeador	boxer	boxeador	ADJ	N;MASC;SG
boxer	pugilista	boxer	pugilista	ADJ	N;MASC;SG
boxer	boxer	boxer	boxer	ADJ	N;MASC;SG
boxer	pugilistas	boxer	pugilista	ADJ	N;MASC;PL
boxer	boxers	boxer	boxer	ADJ	N;MASC;PL
forderung	receber	forderung	receber	ADV	V;NFIN
forderung	reclamar	forderung	reclamar	ADV	V;NFIN
forderung	reivindicar	forderung	reivindicar	ADV	V;NFIN
forderung	reivindicação	forderung	reivindicação	ADV	N;FEM;SG
forderung	alegação	forderung	alegação	ADV	N;FEM;SG
forderung	procura	forderung	procura	ADV	N;FEM;SG
forderung	exigir	forderung	exigir	ADV	V;NFIN
forderung	demanda	forderung	demanda	ADV	N;FEM;SG
violine	violino	violin	violino		N;MASC;SG
clubs	clubs	club	clubs		N;MASC;PL
clubs	discotecas	club	discoteca		N;FEM;PL
clubs	clubes	club	clube		N;MASC;PL
erhaltung	preserve	erhaltung	preservar	N;SG	V;SBJV;SG;3;PRS;FIN
erhaltung	preservar	erhaltung	preservar	N;SG	V;NFIN
erhaltung	preservando	erhaltung	preservar	N;SG	V;V.MSDR
erhaltung	preservar	erhaltung	preservar	N;SG	V;NFIN
río	río	río	río	PROPN;NOM;MASC;SG	N;MASC;SG
bell	campainha	bell	campainha	PROPN;NOM;MASC;SG	N;FEM;SG
bell	bell	bell	bell	PROPN;NOM;MASC;SG	N;MASC;SG
bell	sininho	bell	sininho	PROPN;NOM;MASC;SG	N;FEM;SG
bell	sino	bell	sino	PROPN;NOM;MASC;SG	N;MASC;SG
herzen	corações	herzen	coração		N;FEM;PL
herzen	copas	herzen	copa		N;FEM;PL
herzen	hearts	herzen	heart		N;MASC;SG
herzen	heart	herzen	heart		N;MASC;SG
herzen	coração	herzen	coração		N;MASC;SG
passen	apto	passen	apto	V;NFIN	ADJ;MASC;SG
passen	fit	passen	fit	V;NFIN	N;MASC;SG
diss	diss	diss	diss		N;MASC;SG
denis	denis	denis	denis	PROPN;NOM;MASC;SG	N;MASC;SG
litauen	kaunas	litauen	kauna	PROPN;NOM	N;MASC;SG
litauen	lituânia	litauen	lituânia	PROPN;NOM	N;FEM;SG
litauen	lituano	litauen	lituano	PROPN;NOM	N;MASC;SG
litauen	lituana	litauen	lituano	PROPN;NOM	ADJ;FEM;SG
litauen	lituânia	litauen	lituânia	PROPN;NOM	N;FEM;SG
litauen	lituanos	litauen	lituano	PROPN;NOM	N;MASC;PL
geistlichen	clérigos	geistlich	clérigo	ADJ	N;MASC;PL
geistlichen	clérigos	geistlich	clérigo	ADJ	N;MASC;PL
geistlichen	clero	geistlich	clero	ADJ	N;MASC;SG
theologischen	teológica	theologisch	teológico	ADJ;NOM;MASC;PL	N;FEM;SG
einfügen	pasta	einfüg	pasta	V;NFIN	N;FEM;SG
einfügen	colar	einfüg	colar	V;NFIN	N;MASC;SG
einfügen	inserção	einfüg	inserção	V;NFIN	N;FEM;SG
premier	premier	premier	premier	PROPN;SG	N;MASC;SG
behielt	mantidos	behalten	manter	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
behielt	mantidas	behalten	manter	V;IND;SG;3;PST;FIN	V;FEM;PL;V.PTCP
dos	dos	dos	dos		N;MASC;SG
verweis	referência	verweis	referência	V;IND;SG;3;PST;FIN	N;FEM;SG
verweis	referencia	verweis	referenciar	V;IND;SG;3;PST;FIN	N;FEM;SG
verweis	repreensão	verweis	repreensão	V;IND;SG;3;PST;FIN	N;FEM;SG
verweis	reprimenda	verweis	reprimenda	V;IND;SG;3;PST;FIN	N;FEM;SG
landwirtschaftlichen	agrícola	landwirtschaftlich	agrícola	ADJ;NOM;PL	N;MASC;SG
unseren	nossa	unser	nosso	PRO;ACC;MASC;SG	DET;FEM;SG
unseren	nossas	unser	nosso	PRO;ACC;MASC;SG	DET;FEM;PL
unseren	nossos	unser	nosso	PRO;ACC;MASC;SG	DET;MASC;PL
unseren	nosso	unser	nosso	PRO;ACC;MASC;SG	DET;MASC;SG
unseren	nossa	unser	nosso	PRO;ACC;MASC;SG	DET;FEM;SG
unseren	nosso	unser	nosso	PRO;ACC;MASC;SG	DET;MASC;SG
verbinden	fusão	verbinden	fusão	V;NFIN	N;FEM;SG
verbinden	junção	verbinden	junção	V;NFIN	N;FEM;SG
verbinden	mesclagem	verbinden	mesclagem	V;NFIN	N;FEM;SG
verbinden	conexão	verbinden	conexão	V;NFIN	N;FEM;SG
verbinden	conexão	verbinden	conexão	V;NFIN	N;FEM;SG
sperrung	bloqueio	sperrung	bloqueio	ADJ	N;MASC;SG
sperrung	bloqueando	sperrung	bloquear	ADJ	V;V.MSDR
sperrung	bloquear	sperrung	bloquear	ADJ	V;NFIN
schwarzer	preta	schwarz	preto	ADJ	N;FEM;SG
schwarzer	black	schwarz	black	ADJ	N;MASC;SG
schwarzer	preto	schwarz	preto	ADJ	N;MASC;SG
schwarzer	pretas	schwarz	preto	ADJ	N;FEM;PL
schwarzer	negros	schwarz	negro	ADJ	N;MASC;PL
schwarzer	pretos	schwarz	preto	ADJ	N;MASC;PL
rtl	rtl	rtl	rtl		N;MASC;SG
ruhig	calado	ruhig	calar	ADJ	V;MASC;SG;V.PTCP
ruhig	silêncio	ruhig	silêncio	ADJ	N;MASC;SG
ruhig	calma	ruhig	calma	ADJ	N;FEM;SG
planeten	planet	planen	planet	V;IND;PL;3;FIN	N;MASC;SG
planeten	planeta	planen	planeta	V;IND;PL;3;FIN	N;MASC;SG
planeten	planetas	planen	planeta	V;IND;PL;3;FIN	N;MASC;PL
platzierung	posicionamentos	plazierung	posicionamento	N;NOM;FEM;SG	N;MASC;PL
überschrift	cabeçalho	überschreifen	cabeçalho		N;MASC;SG
überschrift	manchete	überschreifen	manchete		N;FEM;SG
überschrift	legenda	überschreifen	legenda		N;FEM;SG
überschrift	titulo	überschreifen	titulo		N;MASC;SG
überschrift	título	überschreifen	título		N;MASC;SG
überschrift	cabeçalho	überschreifen	cabeçalho		N;MASC;SG
überschrift	rumo	überschreifen	rumo		ADV
überschrift	direção	überschreifen	direção		N;FEM;SG
überschrift	rubrica	überschreifen	rubrica		N;FEM;SG
überschrift	cabeçalho	überschreifen	cabeçalho		N;MASC;SG
just	só	just	só	PROPN;NOM;SG	ADV
just	apenas	just	apenas	PROPN;NOM;SG	ADV
verteidiger	defensor	verteidiger	defensor	ADJ	N;MASC;SG
verteidiger	defender	verteidiger	defender	ADJ	V;NFIN
verteidiger	defensora	verteidiger	defensora	ADJ	N;FEM;SG
verteidiger	zagueiro	verteidiger	zagueiro	ADJ	N;MASC;SG
verteidiger	defesas	verteidiger	defesa	ADJ	N;FEM;PL
verteidiger	defensores	verteidiger	defensor	ADJ	N;MASC;PL
artillerie	artilharia	artillerie	artilharia	ADJ	N;FEM;SG
erhöhte	aumentado	erhöhen	aumentar	ADJ;NOM;SG	V;MASC;SG;V.PTCP
erhöhte	aumentados	erhöhen	aumentar	ADJ;NOM;SG	V;MASC;PL;V.PTCP
erhöhte	aumentou	erhöhen	aumentar	ADJ;NOM;SG	V;IND;SG;3;PST;FIN
erhöhte	aumentada	erhöhen	aumentar	ADJ;NOM;SG	V;FEM;SG;V.PTCP
erhöhte	elevado	erhöhen	elevar	ADJ;NOM;SG	V;MASC;SG;V.PTCP
erhöhte	elevada	erhöhen	elevar	ADJ;NOM;SG	V;FEM;SG;V.PTCP
erhöhte	elevados	erhöhen	elevar	ADJ;NOM;SG	V;MASC;PL;V.PTCP
steuern	controle	steuern	controle	V;NFIN	N;MASC;SG
steuern	control	steuern	control	V;NFIN	N;MASC;SG
steuern	controlo	steuern	controlo	V;NFIN	N;MASC;SG
steuern	tributação	steuern	tributação	V;NFIN	N;FEM;SG
steuern	impostos	steuern	imposto	V;NFIN	N;MASC;PL
steuern	fiscalidade	steuern	fiscalidade	V;NFIN	N;FEM;SG
steuern	impostos	steuern	imposto	V;NFIN	N;MASC;PL
steuern	impostos	steuern	imposto	V;NFIN	N;MASC;PL
wolff	wolff	wolff	wolff	PROPN	N;MASC;SG
welle	welle	wellen	welle		N;MASC;SG
welle	shaft	wellen	shaft		N;MASC;SG
welle	ondas	wellen	ondas		N;FEM;PL
welle	onda	wellen	onda		N;FEM;SG
welle	acenar	wellen	acenar		V;NFIN
welle	wave	wellen	wave		N;MASC;SG
versammlung	reunindo	versammlung	reunir	N;NOM;FEM;SG	V;V.MSDR
richtlinie	directiva	richtlinie	directivo	PROPN	N;FEM;SG
richtlinie	directriz	richtlinie	directriz	PROPN	N;FEM;SG
richtlinie	orientação	richtlinie	orientação	PROPN	N;FEM;SG
sizilien	sicilia	sizilien	sicilia	PROPN;NOM;SG	N;MASC;SG
sizilien	sicília	sizilien	sicília	PROPN;NOM;SG	N;FEM;SG
fifa	fifa	fifa	fifa	PROPN;NOM;SG	N;FEM;SG
roma	romani	roma	romani	PROPN	N;MASC;SG
roma	roma	roma	roma	PROPN	N;FEM;SG
zimmermann	zimmerman	zimmermann	zimmerman	PROPN	N;MASC;SG
zimmermann	zimmermann	zimmermann	zimmermann	PROPN	N;MASC;SG
zimmermann	carpinteiro	zimmermann	carpinteiro	PROPN	N;MASC;SG
zimmermann	carpenter	zimmermann	carpenter	PROPN	N;MASC;SG
verlangt	exigi	verlangen	exigir	V;V.PTCP	INTJ
kriege	wars	kriegen	war		N;MASC;SG
kriege	guerras	kriegen	guerra		N;FEM;PL
antragsteller	requerente	antragsteller	requerente	ADJ	N;MASC;SG
antragsteller	proponentes	antragsteller	proponente	ADJ	N;MASC;PL
antragsteller	candidato	antragsteller	candidato	ADJ	N;MASC;SG
antragsteller	requerente	antragsteller	requerente	ADJ	N;MASC;SG
antragsteller	queixoso	antragsteller	queixoso	ADJ	N;MASC;SG
antragsteller	requerentes	antragsteller	requerente	ADJ	N;MASC;PL
antragsteller	candidatos	antragsteller	candidato	ADJ	N;MASC;PL
melden	relatório	melden	relatório	V;NFIN	N;MASC;SG
elektronische	electrónico	elektronisch	eletrônico	ADJ;NOM;FEM;PL	ADJ;MASC;SG
elektronische	eletrônica	elektronisch	eletrônico	ADJ;NOM;FEM;PL	N;FEM;SG
elektronische	electrónica	elektronisch	electrónica	ADJ;NOM;FEM;PL	N;FEM;SG
elektronische	eletrônicos	elektronisch	eletrônico	ADJ;NOM;FEM;PL	N;MASC;PL
elektronische	eletrônico	elektronisch	eletrônico	ADJ;NOM;FEM;PL	N;MASC;SG
tiefen	profundezas	tief	profundeza	V;NFIN	N;FEM;PL
tiefen	profundidades	tief	profundidade	V;NFIN	N;FEM;PL
tiefen	profundidade	tief	profundidade	V;NFIN	N;FEM;SG
tiefen	profunda	tief	profundo	V;NFIN	ADJ;FEM;SG
tiefen	profundo	tief	profundo	V;NFIN	ADJ;MASC;SG
tiefen	deep	tief	deep	V;NFIN	N;MASC;SG
nikolai	nikolai	nikolai	nikolai	PROPN;NOM;MASC;SG	N;MASC;SG
nikolai	nicolás	nikolai	nicolás	PROPN;NOM;MASC;SG	N;MASC;SG
nikolai	nicholas	nikolai	nichola	PROPN;NOM;MASC;SG	N;FEM;PL
nikolai	nicolau	nikolai	nicolar	PROPN;NOM;MASC;SG	N;MASC;SG
nikolai	nikolai	nikolai	nikolai	PROPN;NOM;MASC;SG	N;MASC;SG
nikolai	nikolay	nikolai	nikolay	PROPN;NOM;MASC;SG	N;MASC;SG
stock	cane	stock	cane	PROPN	N;MASC;SG
stock	bengala	stock	bengalar	PROPN	N;FEM;SG
stock	cana	stock	cana	PROPN	N;FEM;SG
stock	pau	stock	pau	PROPN	N;MASC;SG
stock	stick	stock	stick	PROPN	N;MASC;SG
mississippi	mississippi	mississippi	mississippi	PROPN;NOM;SG	N;MASC;SG
mississippi	mississipi	mississippi	mississipiar	PROPN;NOM;SG	N;MASC;SG
mississippi	mississípi	mississippi	mississípi	PROPN;NOM;SG	N;MASC;SG
orf	orf	orf	orf	PROPN;NOM;SG	N;MASC;SG
mitgliedschaft	adesões	mitgliedschaft	adesão	ADJ	N;FEM;PL
mitgliedschaft	filiação	mitgliedschaft	filiação	ADJ	N;FEM;SG
mitgliedschaft	afiliação	mitgliedschaft	afiliação	ADJ	N;FEM;SG
mitgliedschaft	filiação	mitgliedschaft	filiação	ADJ	N;FEM;SG
mitgliedschaft	adesão	mitgliedschaft	adesão	ADJ	N;FEM;SG
circa	circa	circa	circa		N;MASC;SG
santiago	santiago	santiago	santiago	PROPN	N;MASC;SG
drehte	virei	drehen	virar	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
drehte	viraram	drehen	virar	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
drehte	rodada	drehen	rodada	V;IND;SG;3;PST;FIN	N;FEM;SG
insekten	insetos	insekt	inseto	V;NFIN	N;MASC;PL
insekten	insectos	insekt	insecto	V;NFIN	N;MASC;PL
insekten	insecto	insekt	insecto	V;NFIN	N;MASC;SG
insekten	insetos	insekt	inseto	V;NFIN	N;MASC;PL
insekten	inseto	insekt	inseto	V;NFIN	N;MASC;SG
insekten	insectos	insekt	insecto	V;NFIN	N;MASC;PL
insekten	insetos	insekt	inseto	V;NFIN	N;MASC;PL
insekten	bugs	insekt	bug	V;NFIN	N;MASC;PL
insekten	bichos	insekt	bicho	V;NFIN	N;MASC;PL
insekten	erros	insekt	erro	V;NFIN	N;MASC;PL
mainzer	mainz	mainzer	mainz	PROPN	N;MASC;SG
feat	façanha	feat	façanha	PROPN;NOM;SG	N;FEM;SG
exakt	precisamente	exakt	precisamente	ADJ	ADV
exakt	justamente	exakt	justamente	ADJ	ADV
exakt	exatamente	exakt	exatamente	ADJ	ADV
exakt	exactamente	exakt	exactamente	ADJ	ADV
unterlagen	dossier	unterliegen	dossier	V;V.PTCP	N;MASC;SG
unterlagen	dossiê	unterliegen	dossiê	V;V.PTCP	N;MASC;SG
unterlagen	documentação	unterliegen	documentação	V;V.PTCP	N;FEM;SG
unterlagen	documentos	unterliegen	documento	V;V.PTCP	N;MASC;PL
schulz	schulz	schulz	schulz	PROPN;NOM;SG	N;MASC;SG
übernahmen	aquisições	übernehmen	aquisição	V;FIN	N;FEM;PL
claudia	cláudia	claudia	cláudia	PROPN;NOM;SG	N;FEM;SG
claudia	claudia	claudia	claudia	PROPN;NOM;SG	N;FEM;SG
tatort	cena	tatort	cena	PROPN	N;FEM;SG
spaß	divertida	Spaß	divertido	N	ADJ;FEM;SG
spaß	divertido	Spaß	divertido	N	ADJ;MASC;SG
spaß	brincando	Spaß	brincar	N	V;V.MSDR
jeweilige	respectivo	jeweilig	respectivo	ADJ;NOM;FEM;PL	ADJ;MASC;SG
landwirtschaftliche	agrícola	landwirtschaftlich	agrícola	ADJ;NOM;FEM;PL	N;MASC;SG
landwirtschaftliche	agrária	landwirtschaftlich	agrário	ADJ;NOM;FEM;PL	N;FEM;SG
vorläufer	precursor	vorläufer	precursor	ADJ	N;MASC;SG
vorläufer	precursores	vorläufer	precursor	ADJ	N;MASC;PL
vorläufer	precursores	vorläufer	precursor	ADJ	N;MASC;PL
vorläufer	precursor	vorläufer	precursor	ADJ	N;MASC;SG
vorläufer	predecessores	vorläufer	predecessor	ADJ	N;MASC;PL
vorläufer	antecessores	vorläufer	antecessor	ADJ	N;MASC;PL
verlags	verlag	verlags	verlag	PROPN;NOM;SG	N;MASC;SG
übte	exercidas	üben	exercer	V;IND;SG;3;PST;FIN	V;FEM;PL;V.PTCP
übte	exercidos	üben	exercer	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
tennessee	tennessee	tennessee	tennessear	PROPN;NOM;NEUT;SG	N;MASC;SG
tageszeitung	jornais	Tageszeitung	jornal	N;NOM;FEM;SG	N;MASC;PL
gen	gene	gen	gene		N;MASC;SG
gen	genes	gen	gene		N;MASC;PL
gen	gen	gen	gen		N;MASC;SG
bedenken	preocupações	bedenken	preocupação	V;NFIN	N;FEM;PL
bedenken	preocupação	bedenken	preocupação	V;NFIN	N;FEM;SG
bedenken	dúvidas	bedenken	dúvida	V;NFIN	N;FEM;PL
bedenken	duvidas	bedenken	duvida	V;NFIN	N;FEM;PL
bedenken	duvida	bedenken	duvidar	V;NFIN	N;FEM;SG
zuschauern	espectadores	zuschauern	espectador		N;MASC;PL
zuschauern	espectadores	zuschauern	espectador		N;MASC;PL
zuschauern	visualizadores	zuschauern	visualizador		N;MASC;PL
zuschauern	telespectadores	zuschauern	telespectador		N;MASC;PL
aufenthalt	residence	aufenthalt	residence	ADJ	N;MASC;SG
aufenthalt	residência	aufenthalt	residência	ADJ	N;FEM;SG
aufenthalt	ficar	aufenthalt	ficar	ADJ	V;NFIN
aufenthalt	fica	aufenthalt	ficar	ADJ	V;IND;SG;3;PRS;FIN
aufenthalt	stay	aufenthalt	stay	ADJ	N;MASC;SG
aufenthalt	fique	aufenthalt	ficar	ADJ	V;SBJV;SG;3;PRS;FIN
komponenten	constituintes	komponent	constituinte	V;FIN	N;MASC;PL
komponenten	componente	komponent	componente	V;FIN	N;MASC;SG
komponenten	componentes	komponent	componente	V;FIN	N;MASC;PL
komponenten	plugins	komponent	plugim	V;FIN	N;MASC;PL
walker	walker	walk	walker	PROPN;SG	N;MASC;SG
privat	privat	privat	privat	ADJ	N;MASC;SG
privat	private	privat	private	ADJ	N;MASC;SG
profi	professional	profi	professional		N;MASC;SG
profi	profissionais	profi	profissional		N;MASC;PL
profi	profissional	profi	profissional		N;MASC;SG
begegnung	encontros	begegnung	encontro		N;MASC;PL
begegnung	encontro	begegnung	encontro		N;MASC;SG
erschossen	shot	erschießen	shot	V;V.PTCP	N;MASC;SG
erschossen	tiro	erschießen	tiro	V;V.PTCP	N;MASC;SG
var	var	var	var		N;MASC;SG
versuchten	tentada	versuchen	tentar	V;IND;PL;3;PST;FIN	V;FEM;SG;V.PTCP
versuchten	tentativa	versuchen	tentativa	V;IND;PL;3;PST;FIN	N;FEM;SG
versuchten	tentou	versuchen	tentar	V;IND;PL;3;PST;FIN	V;IND;SG;3;PST;FIN
versuchten	tentei	versuchen	tentar	V;IND;PL;3;PST;FIN	V;IND;SG;1;PST;FIN
versuchten	tentado	versuchen	tentar	V;IND;PL;3;PST;FIN	V;MASC;SG;V.PTCP
empire	empire	empir	empire	PROPN;NOM;SG	N;MASC;SG
empire	império	empir	império	PROPN;NOM;SG	N;MASC;SG
tennis	ténis	tennis	ténis		N;MASC;SG
tennis	tênis	tennis	tênis		N;MASC;SG
tennis	tenis	tennis	tenis		N;MASC;SG
hotels	hotéis	hotels	hotel	ADV	N;MASC;PL
ghs	ghs	ghs	ghs		N;MASC;SG
susanne	susanne	susanne	susanne	PROPN;NOM;SG	N;FEM;SG
susanne	susana	susanne	susano	PROPN;NOM;SG	N;FEM;SG
susanne	susan	susanne	susan	PROPN;NOM;SG	N;FEM;SG
robin	robin	robin	robin	PROPN;NOM;SG	N;MASC;SG
haushalte	famílias	haushalt	família		N;FEM;PL
haushalte	orçamentos	haushalt	orçamento		N;MASC;PL
vertrauen	fé	vertrauen	fé	V;NFIN	N;FEM;SG
vertrauen	faith	vertrauen	faith	V;NFIN	N;MASC;SG
vertrauen	confiança	vertrauen	confiança	V;NFIN	N;FEM;SG
vertrauen	confidência	vertrauen	confidência	V;NFIN	N;FEM;SG
vertrauen	trust	vertrauen	trust	V;NFIN	N;MASC;SG
vertrauen	confiança	vertrauen	confiança	V;NFIN	N;FEM;SG
vertrauen	confiáveis	vertrauen	confiável	V;NFIN	ADJ;MASC;PL
vertrauen	confiável	vertrauen	confiável	V;NFIN	ADJ;MASC;SG
bier	beer	bier	beer		N;MASC;SG
bier	cerveja	bier	cerveja		N;FEM;SG
bier	cervejas	bier	cerveja		N;FEM;PL
bier	cervejas	bier	cerveja		N;FEM;PL
baby	nenê	baby	nenê		N;MASC;SG
baby	neném	baby	neném		N;MASC;SG
baby	bebé	baby	bebé		N;MASC;SG
baby	bebê	baby	bebê		N;MASC;SG
baby	baby	baby	baby		N;MASC;SG
worms	vermes	worms	vermes	PROPN;NOM;MASC;SG	N;MASC;PL
worms	minhocas	worms	minhoca	PROPN;NOM;MASC;SG	N;FEM;PL
berufung	chamar	berufung	chamar	N	V;NFIN
berufung	chamando	berufung	chamar	N	V;V.MSDR
berufung	ligando	berufung	ligar	N	V;V.MSDR
spur	vestígios	spur	vestígio	N;NOM;FEM;SG	N;MASC;PL
spur	trace	spur	trace	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
märchen	contos	märchen	conto	V;NFIN	N;MASC;PL
märchen	tales	märchen	tale	V;NFIN	N;MASC;SG
lieben	amado	lieben	amado	V;FIN	N;MASC;SG
lieben	amada	lieben	amada	V;FIN	N;FEM;SG
lieben	amor	lieben	amor	V;FIN	N;MASC;SG
lieben	love	lieben	love	V;FIN	N;MASC;SG
lieben	amores	lieben	amor	V;FIN	N;MASC;PL
lösungen	soluções	lösungen	solução	V;NFIN	N;FEM;PL
lösungen	solução	lösungen	solução	V;NFIN	N;FEM;SG
wetter	clima	wetter	clima		N;MASC;SG
wetter	tempo	wetter	tempo		N;MASC;SG
wetter	meteorologia	wetter	meteorologia		N;FEM;SG
freitag	sexta	freitagen	sexta	ADV	N;FEM;SG
freitag	sextas	freitagen	sexta	ADV	N;FEM;PL
akzeptiert	aceite	akzeptieren	aceitar	V;V.PTCP	INTJ
akzeptiert	aceite	akzeptieren	aceitar	V;V.PTCP	INTJ
cds	cds	cds	cd		N;MASC;SG
irak	iraquiana	irak	iraquiano	PROPN;NOM;MASC;SG	ADJ;FEM;SG
irak	iraque	irak	iraque	PROPN;NOM;MASC;SG	N;MASC;SG
irak	iraquianos	irak	iraquiano	PROPN;NOM;MASC;SG	N;MASC;PL
irak	iraquiano	irak	iraquiano	PROPN;NOM;MASC;SG	N;MASC;SG
irak	iraque	irak	iraque	PROPN;NOM;MASC;SG	N;MASC;SG
jordan	jordânia	jordan	jordânia	PROPN;NOM;MASC;SG	N;FEM;SG
jordan	jordão	jordan	jordão	PROPN;NOM;MASC;SG	N;MASC;SG
jordan	jordan	jordan	jordan	PROPN;NOM;MASC;SG	N;MASC;SG
ian	lan	ian	lan	PROPN;NOM;MASC;SG	N;FEM;SG
ian	ian	ian	ian	PROPN;NOM;MASC;SG	N;MASC;SG
überprüfen	verificação	überprüfen	verificação	V;NFIN	N;FEM;SG
überprüfen	resenha	überprüfen	resenha	V;NFIN	N;FEM;SG
überprüfen	revisão	überprüfen	revisão	V;NFIN	N;FEM;SG
überprüfen	reexame	überprüfen	reexame	V;NFIN	N;MASC;SG
überprüfen	verificação	überprüfen	verificação	V;NFIN	N;FEM;SG
evolution	evolution	evolution	evolution	PROPN	N;MASC;SG
evolution	evolução	evolution	evolução	PROPN	N;FEM;SG
dead	morta	dead	morto	PROPN;NOM;SG	N;FEM;SG
dead	morto	dead	morrer	PROPN;NOM;SG	V;MASC;SG;V.PTCP
dead	mortos	dead	morto	PROPN;NOM;SG	N;MASC;PL
dead	dead	dead	dead	PROPN;NOM;SG	N;MASC;SG
lieferte	entregues	liefern	entregar	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
lieferte	fornecidos	liefern	fornecer	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
lieferte	fornecidas	liefern	fornecer	V;IND;SG;3;PST;FIN	V;FEM;PL;V.PTCP
absolute	absoluta	absolut	absoluto	ADJ;NOM;SG	N;FEM;SG
absolute	absolutos	absolut	absoluto	ADJ;NOM;SG	N;MASC;PL
schwaben	suábia	schwaben	suábir	PROPN	N;FEM;SG
ausgrabungen	escavação	ausgrabung	escavação	N;NOM;FEM;PL	N;FEM;SG
kaufen	compra	kaufen	compra	V;NFIN	N;FEM;SG
kaufen	compra	kaufen	compra	V;NFIN	N;FEM;SG
kaufen	buy	kaufen	buy	V;NFIN	N;MASC;SG
eingeordnet	categorizada	einordnen	categorizar	ADJ;V.PTCP	V;FEM;SG;V.PTCP
erlitt	sofreram	erleiden	sofrer	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
erlitt	sofria	erleiden	sofrer	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
forderungen	alegações	forderung	alegação	V;NFIN	N;FEM;PL
forderungen	reclamações	forderung	reclamação	V;NFIN	N;FEM;PL
