الكرامة	αξιοπρέπεια	كَرَامَة	αξιοπρέπεια	N;NOM;DEF;SG	N;ACC;FEM;SG
الكؤوس	ποτήρια	كُؤُوس	ποτήριο	N;NOM;DEF;SG	N;NOM;NEUT;PL
قارب	βάρκα	قَارِب	βάρκα	N;NOM;INDF;SG	N;ACC;FEM;SG
جرح	πληγωμένος	جُرح	πληγωμένος	N;NOM;INDF;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
جرح	τραυματίες	جُرح	τραυματίας	N;NOM;INDF;SG	N;NOM;MASC;PL
جرح	πληγωμένη	جُرح	πληγώνω	N;NOM;INDF;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
جرح	τραυματισμένος	جُرح	τραυματισμένος	N;NOM;INDF;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
الفوسفات	φωσφορικό	فُوسفَات	φωσφορικός		ADJ;NOM;NEUT;SG
الفوسفات	φωσφορικά	فُوسفَات	φωσφορικά		ADV
للاستثمار	επένδυση	للاستثمار	επένδυση		N;ACC;FEM;SG
للاستثمار	επενδύσεις	للاستثمار	επένδυση		N;NOM;FEM;PL
للاستثمار	επενδύσεων	للاستثمار	επένδυση		N;GEN;FEM;PL
سونيك	ηχητικό	سونيك	ηχητικός		ADJ;NOM;NEUT;SG
النشطة	ενεργοί	نَشَاط	ενεργός	N;NOM;DEF;SG	ADJ;NOM;MASC;PL
النشطة	ενεργά	نَشَاط	ενεργά	N;NOM;DEF;SG	ADV
النشطة	δραστική	نَشَاط	δραστικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
النشطة	ενεργός	نَشَاط	ενεργός	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
النشطة	ενεργή	نَشَاط	ενεργή	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
توما	τόμα	تُومَا	τόμα		N
العاب	παιχνίδια	لَعب	παιχνίδιο		N;NOM;NEUT;PL
العاب	αγωνες	لَعب	αγωνας		N;NOM;MASC;PL
العاب	αγώνες	لَعب	αγώνας		N;NOM;MASC;PL
العاب	games	لَعب	games		
العاب	παιχνίδια	لَعب	παιχνίδιο		N;NOM;NEUT;PL
سيبيريا	σιβηρίας	سِيبِيرِيَا	σιβηρία		N;GEN;FEM;SG
سيبيريا	σιβηρία	سِيبِيرِيَا	σιβηρία		N;ACC;FEM;SG
الاقتراح	προταση	اِقتِرَاح	προταση	N;NOM;DEF;SG	N;ACC;FEM;SG
السوربون	σορβόννη	سُوربُون	σορβόννη		N;NOM;FEM;SG
ينفذ	εκτελεί	نَفَّذ	εκτελώ	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
سيلفا	silva	سِيلفَا	silva		
سيلفا	σίλβα	سِيلفَا	σίλβα		
الفطرية	έμφυτη	فِطرِيّ	έμφυτος	ADJ;NOM;DEF;FEM;SG	N;NOM;FEM;SG
فينيكس	φοίνικας	فينيكس	φοίνικος		ADJ;NOM;MASC;SG
فينيكس	φοίνιξ	فينيكس	φοίνιξ		PROPN;NOM;FEM;SG
فينيكس	phoenix	فينيكس	phoenix		
فينيكس	φοίνικα	فينيكس	φοίνικος		ADJ;NOM;NEUT;SG
كيت	κέιτ	كَيت	κέιτ		
كيت	kate	كَيت	kate		
الخرسانة	σκυροδέματος	خَرَسَانَة	σκύροδεμα	N;NOM;DEF;SG	N;GEN;NEUT;SG
ناقصة	ελλιπείς	نَاقِصَة	ελλιπή	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
ناقصة	ημιτελή	نَاقِصَة	ημιτελής	ADJ;NOM;INDF;FEM;SG	ADV
باطن	πέλματα	بَاطِن	πέλμα		N;NOM;NEUT;PL
باطن	σόλες	بَاطِن	σόλος		N;NOM;FEM;PL
موقعة	υπογεγραμμένο	مُوَقَّع	υπογεγράμμενος	N;NOM;INDF;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
موقعة	υπογεγραμμένη	مُوَقَّع	υπογεγράμμενος	N;NOM;INDF;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
موقعة	υπογραφή	مُوَقَّع	υπογραφή	N;NOM;INDF;SG	N;ACC;FEM;SG
موقعة	υπέγραψε	مُوَقَّع	υπογράφω	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;ACT
موقعة	υπεγράφη	مُوَقَّع	υπεγράφη	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;PASS
تنبيه	συναγερμός	تَنبِيه	συναγερμός		N;NOM;MASC;SG
تنبيه	συναγερμό	تَنبِيه	συναγερμός		N;NOM;MASC;SG
تنبيه	ειδοποίηση	تَنبِيه	ειδοποίηση		N;NOM;FEM;SG
تنبيه	συναγερμός	تَنبِيه	συναγερμός		N;NOM;MASC;SG
ثري	πλούσιος	ثري	πλούσιος		ADJ;NOM;MASC;SG
ثري	ριτς	ثري	ριτς		
ثري	πλούσιοι	ثري	πλούσιος		ADJ;NOM;MASC;PL
ثري	πλούσιο	ثري	πλούσιο		ADJ;NOM;NEUT;SG
ثري	πλούσια	ثري	πλούσιος		ADJ;NOM;FEM;SG
رينو	ρίνο	رينو	ρίνο		
رينو	ρήνο	رينو	ρήνο		PROPN;ACC;MASC;SG
رينو	ρενό	رينو	ρενό		
رينو	renault	رينو	renault		
قلق	αγωνία	قَلَق	αγωνία	N;NOM;INDF;SG	N;ACC;FEM;SG
الدبلوماسي	διπλωμάτη	دِبلُومَاسِيّ	διπλώματος	N;NOM;DEF;SG	N;ACC;MASC;SG
الدبلوماسي	διπλωματική	دِبلُومَاسِيّ	διπλωματικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الدبلوماسي	διπλωματικά	دِبلُومَاسِيّ	διπλωματικά	N;NOM;DEF;SG	ADV
الدبلوماسي	διπλωματικό	دِبلُومَاسِيّ	διπλωματικός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
فضيحة	σκάνδαλα	فَضِيحَة	σκάνδαλο	N;NOM;INDF;SG	N;NOM;NEUT;PL
موتورز	motors	مُوتُورز	motors		
فهرنهايت	φαρενάιτ	فهرنهايت	φαρενάιτ		N
مطابقة	ματς	مُطَابَقَة	ματός	N;NOM;INDF;SG	
مطابقة	αγώνα	مُطَابَقَة	αγώνας	N;NOM;INDF;SG	N;ACC;MASC;SG
المعسكر	καμπ	مُعَسكَر	καμπ	N;NOM;DEF;SG	
اقليم	επαρχία	اقليم	επαρχία		N;NOM;FEM;SG
اقليم	περιφέρεια	اقليم	περιφέρεια		N;NOM;FEM;SG
اقليم	περιοχή	اقليم	περιοχή		N;NOM;FEM;SG
اقليم	έδαφος	اقليم	έδαφος		N;NOM;NEUT;SG
اقليم	επικράτεια	اقليم	επικράτεια		N;NOM;FEM;SG
مقهى	cafe	مَقهَى	cafe	N;NOM;INDF;SG	
مقهى	cafe	مَقهَى	cafe	N;NOM;INDF;SG	
سراي	galatasaray	سِرَاي	galatasaray		
المختلط	μεικτή	مُختَلِط	μεικτός	N;NOM;DEF;SG	PROPN;NOM;FEM;SG
المختلط	μικτή	مُختَلِط	μικτός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
المختلط	μεικτά	مُختَلِط	μεικτός	N;NOM;DEF;SG	ADV
المختلط	μεικτές	مُختَلِط	μεικτός	N;NOM;DEF;SG	N;NOM;FEM;PL
المتهم	κατηγορούμενοι	مُتَّهَم	κατηγορούμενος	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;PL
حامية	προστάτη	حَامِي	προστάτης	ADJ;NOM;INDF;FEM;SG	N;ACC;MASC;SG
حامية	προστάτης	حَامِي	προστάτης	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
الربح	κέρδη	رِبح	κέρδος	N;NOM;DEF;SG	N;NOM;NEUT;PL
ابتكار	καινοτομίες	اِبتِكَار	καινοτομία	N;NOM;INDF;SG	N;NOM;FEM;PL
ابتكار	καινοτομίας	اِبتِكَار	καινοτομία	N;NOM;INDF;SG	N;GEN;FEM;SG
عيادة	κλινική	عِيَادَة	κλινικός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
الديدان	σκουλήκια	الديدان	σκουλήκιο		N;NOM;NEUT;PL
دموية	αιματηρή	دَمَوِيَّة	αιματηρός	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
دموية	ματωμένη	دَمَوِيَّة	ματώνω	ADJ;NOM;INDF;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
باكو	μπακού	بَاكُو	μπακό		PROPN;NOM;NEUT;SG
لونغ	μακρύς	لُونغ	μακρύς		ADJ;NOM;MASC;SG
لونغ	μακρύ	لُونغ	μακρύς		N;NOM;NEUT;SG
لونغ	λονγκ	لُونغ	λονγκ		
لونغ	long	لُونغ	long		
النحت	γλυπτά	نَحت	γλυπτά	N;NOM;DEF;SG	N;NOM;NEUT;PL
النحت	γλυπτική	نَحت	γλυπτικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
لورين	lauren	لُورِين	lauren		
لورين	λόρεν	لُورِين	λόρος		PROPN;NOM;FEM;SG
ماضي	παρελθον	مَاضِي	παρελθον		N;NOM;NEUT;SG
ماضي	περασμένες	مَاضِي	περασμένος		ADJ;NOM;FEM;PL
ماضي	περασμένα	مَاضِي	περασμένος		ADJ;NOM;NEUT;PL
ماضي	παρελθόν	مَاضِي	παρελθόν		N;NOM;NEUT;SG
تفكك	χωρισμό	تَفَكُّك	χωρισμός	N;NOM;INDF;SG	N;ACC;MASC;SG
الفيلق	λεγεώνα	فَيلَق	λεγεώνας	N;NOM;DEF;SG	N;GEN;FEM;PL
فرانشيسكو	φραντσέσκο	فرَانشِيسكُو	φραντσέσκο		
الحلو	γλυκό	الحلو	γλυκό		N;NOM;NEUT;SG
الحلو	γλυκά	الحلو	γλυκά		N;NOM;NEUT;PL
الحلو	γλυκιά	الحلو	γλυκιά		N;NOM;FEM;SG
الحلو	γλυκός	الحلو	γλυκός		ADJ;NOM;MASC;SG
الكروم	chrome	كُرُوم	chrome	N;NOM;DEF;SG	
الكروم	χρωμίου	كُرُوم	χρώμιο	N;NOM;DEF;SG	N;GEN;NEUT;SG
الكروم	αμπέλια	كُرُوم	αμπέλιο	N;NOM;DEF;SG	N;NOM;NEUT;PL
الممر	διάδρομο	مَمر	διάδρομος	N;NOM;DEF;SG	N;ACC;MASC;SG
جمل	ποινές	جَمَل	ποινή	N;NOM;INDF;SG	N;NOM;FEM;PL
الشراكة	σύμπραξη	شِرَاكَة	σύμπραξη	N;NOM;DEF;SG	N;ACC;FEM;SG
تباع	πούλησε	أَبَاع	πουλώ	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
تباع	πουλήθηκε	أَبَاع	πουλώ	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
تباع	πωλήθηκε	أَبَاع	πωλώ	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
تباع	πωλούνται	أَبَاع	πωλώ	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
التنوير	φώτιση	تَنوِير	φώτιση	N;NOM;DEF;SG	N;ACC;FEM;SG
التنوير	διαφώτιση	تَنوِير	διαφώτιση	N;NOM;DEF;SG	N;ACC;FEM;SG
الاستواء	ισημερινό	اِستِوَاء	ισημερινός	N;NOM;DEF;SG	N;ACC;MASC;SG
الثعلب	φοξ	ثَعلَب	φοξ	N;NOM;DEF;SG	
الثعلب	fox	ثَعلَب	fox	N;NOM;DEF;SG	
الزئبق	υδραργύρου	زَئبَق	υδράργυρος	N;NOM;DEF;SG	N;GEN;NEUT;SG
نيك	nick	نيك	nick		
نيك	νικ	نيك	νικ		
الموضع	θεση	مُوَضَّع	θεση	N;NOM;DEF;SG	N;ACC;FEM;SG
الموضع	θέση	مُوَضَّع	θέση	N;NOM;DEF;SG	N;ACC;FEM;SG
الموضع	τοποθέτηση	مُوَضَّع	τοποθέτηση	N;NOM;DEF;SG	N;ACC;FEM;SG
نية	πρόθεσή	نِيَّة	πρόθεση	N;NOM;INDF;SG	N;ACC;FEM;SG
نية	πρόθεση	نِيَّة	πρόθεση	N;NOM;INDF;SG	N;ACC;FEM;SG
نية	πρόθεση	نِيَّة	πρόθεση	N;NOM;INDF;SG	N;ACC;FEM;SG
سمر	καλοκαιρι	سمر	καλοκαιρι		N;NOM;NEUT;SG
سمر	καλοκαίρι	سمر	καλοκαίρι		N;NOM;NEUT;SG
سمر	σάμμερ	سمر	σάμμερ		N
سمر	σάμερ	سمر	σάμερ		
الناقل	μεταφορέα	نَاقِل	μεταφορέας	N;NOM;DEF;SG	N;ACC;MASC;SG
الناقل	αεροπλανοφόρο	نَاقِل	αεροπλανοφόρος	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الناقل	μεταφορέα	نَاقِل	μεταφορέας	N;NOM;DEF;SG	N;ACC;MASC;SG
خطير	επικίνδυνες	خَطِير	επικίνδυνας	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
خطير	επικίνδυνα	خَطِير	επικίνδυνα	ADJ;NOM;INDF;MASC;SG	ADV
نورس	γλάρος	نورس	γλάρος		N;NOM;MASC;SG
الطبخ	μαγειρική	طَبخ	μαγειρικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الريش	πούπουλα	رِيش	πούπουλο	N;NOM;DEF;SG	N;NOM;NEUT;PL
الريش	φτερά	رِيش	φτερά	N;NOM;DEF;SG	N;NOM;NEUT;PL
غاري	γκάρυ	غاري	γκάρ		PROPN;NOM;MASC;SG
غاري	γκάρι	غاري	γκάρι		
مهارة	επιδεξιότητα	مَهَارَة	επιδεξιότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
مهارة	δεξιότητα	مَهَارَة	δεξιότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
مهارة	ικανότητα	مَهَارَة	ικανότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
مهارة	δεξιότητες	مَهَارَة	δεξιότητα	N;NOM;INDF;SG	N;NOM;FEM;PL
غابرييل	gabriel	غابرييل	gabriel		
غابرييل	γαβριήλ	غابرييل	γαβριήλ		PROPN;NOM;MASC;SG
غابرييل	γκάμπριελ	غابرييل	γκάμπριελ		
غابرييل	γκαμπριέλ	غابرييل	γκαμπριέλ		
غابرييل	γαβριέλλα	غابرييل	γαβριέλλος		PROPN;NOM;FEM;SG
غابرييل	γκαμπριέλ	غابرييل	γκαμπριέλ		
تؤخذ	τραβήχτηκε	أَخَذ	τραβήχω	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
التعدين	εξόρυξης	تَعدِين	εξόρυξη	N;NOM;DEF;SG	N;GEN;FEM;SG
التعدين	ορυχεία	تَعدِين	ορυχεία	N;NOM;DEF;SG	N;NOM;NEUT;PL
انضمام	προσχώρηση	اِنضِمَام	προσχώρηση	N;NOM;INDF;SG	N;ACC;FEM;SG
انضمام	ένταξη	اِنضِمَام	ένταξη	N;NOM;INDF;SG	N;ACC;FEM;SG
انضمام	προσχώρησης	اِنضِمَام	προσχώρηση	N;NOM;INDF;SG	N;GEN;FEM;SG
مبالغ	ποσά	مَبلَغ	ποσό	N;NOM;INDF;SG	N;NOM;NEUT;PL
بودابست	βουδαπέστη	بودابست	βουδαπίστομαι		PROPN;NOM;FEM;SG
باركر	πάρκερ	باركر	πάρκερ		PROPN;NOM;MASC;SG
باركر	parker	باركر	parker		
ستوديو	στούντιο	ستوديو	στούντιος		N;NOM;NEUT;SG
ستوديو	studio	ستوديو	studio		
بصرية	οπτικά	بَصَرِيّ	οπτικός	ADJ;NOM;INDF;FEM;SG	ADV
بصرية	οπτικές	بَصَرِيّ	οπτικός	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
بصرية	οπτικά	بَصَرِيّ	οπτικός	ADJ;NOM;INDF;FEM;SG	ADV
مجد	δοξα	مجد	δοξα		N
مجد	δόξα	مجد	δίχομαι		N;ACC;FEM;SG
جراح	χειρούργος	جُرح	χειρούργος	N;NOM;INDF;PL	N;NOM;MASC;SG
جراح	χειρουργός	جُرح	χειρουργός	N;NOM;INDF;PL	N;NOM;MASC;SG
الموجه	διάνυσμα	مُوَجَّه	διάνυσμα	ADJ;NOM;DEF;MASC;SG	N;NOM;NEUT;SG
كورنوال	κορνουάλη	كُورنَوَال	κορνουάλος		PROPN;NOM;FEM;SG
محي	διαγράφηκε	محي	διαγράφω		V;PFV;IND;SG;3;PST;FIN;PASS
محي	έσβησε	محي	σβένω		V;PFV;IND;SG;3;PST;FIN;ACT
ييل	γέιλ	يَيل	γέιλ		
ييل	yale	يَيل	yale		
المكثف	εντατικά	مُكَثَّف	εντατικά	N;NOM;DEF;SG	ADV
ديفيس	davis	دِيفِيس	davis		
ديفيس	ντέηβις	دِيفِيس	ντέηβις		
ديفيس	ντέιβις	دِيفِيس	ντέιβις		
تتابع	ρελέ	تَابَع	ρελός	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;NEUT;SG
دونالد	ντόναλντ	دُونَالد	ντόναλντ		PROPN;NOM;MASC;SG
بيض	αβγά	بَيض	αβγά		N;NOM;NEUT;PL
بيض	αυγά	بَيض	αυγά		N;NOM;NEUT;PL
بيض	αβγό	بَيض	αβγό		N;NOM;NEUT;SG
بيض	αυγό	بَيض	αυγός		N;NOM;NEUT;SG
بيض	ωάριο	بَيض	ωάριος		N;NOM;NEUT;SG
صادر	κατασχέθηκε	صَادِر	καθισχέω	ADJ;NOM;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
صادر	κατάσχεσε	صَادِر	κατάσχω	ADJ;NOM;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
صادر	κατασχέθηκαν	صَادِر	κατάσχω	ADJ;NOM;INDF;MASC;SG	V;PFV;IND;PL;3;PST;FIN;PASS
التوحد	αυτισμό	تَوَحُّد	αυτισμός	N;NOM;DEF;SG	N;ACC;MASC;SG
الجانبي	sidebar	جَانِب	sidebar	ADJ;NOM;DEF;MASC;SG	
افضل	καλύτερα	أَفضَل	καλά	ADJ;NOM;INDF;MASC;SG	ADV;CMPR
افضل	καλυτερα	أَفضَل	καλυτερα	ADJ;NOM;INDF;MASC;SG	ADV
افضل	καλύτερα	أَفضَل	καλά	ADJ;NOM;INDF;MASC;SG	ADV;CMPR
افضل	best	أَفضَل	best	ADJ;NOM;INDF;MASC;SG	
فين	finn	فِين	finn		
فين	φιν	فِين	φιν		
الحلبة	αρένα	الحلبة	αρένας	N;NOM;DEF;SG	N;ACC;FEM;SG
ديك	dick	دِيك	dick		
ديك	ντικ	دِيك	ντικ		
فيلق	λεγεώνα	فِيلق	λεγεώνας	N;NOM;INDF;SG	N;GEN;FEM;PL
حوت	φάλαινα	حَوت	φάλαινα		N;NOM;FEM;SG
الانتظار	περιμένω	اِنتِظَار	περιμένω	N;NOM;DEF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
الانتظار	περιμένοντας	اِنتِظَار	περιμένω	N;NOM;DEF;SG	V;IPFV;V.CVB;ACT
الانتظار	περιμένει	اِنتِظَار	περιμένω	N;NOM;DEF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
الانتظار	περίμενε	اِنتِظَار	περίμενο	N;NOM;DEF;SG	V;IPFV;IND;SG;3;PST;FIN;ACT
الانتظار	περιμένετε	اِنتِظَار	περιμένω	N;NOM;DEF;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
الكونت	καταμέτρηση	كُونت	καταμέτρηση		N;ACC;FEM;SG
الكونت	κόμης	كُونت	κόμη		N;NOM;MASC;SG
الكونت	κόμη	كُونت	κόμη		N;ACC;MASC;SG
الجذب	προσέλκυση	جَذب	προσέλκυση	N;NOM;DEF;PL	N;NOM;FEM;SG
الجذب	έλξης	جَذب	έλξη	N;NOM;DEF;PL	N;GEN;FEM;SG
الجذب	έλξη	جَذب	έλξη	N;NOM;DEF;PL	N;NOM;FEM;SG
نصير	νασίρ	نصير	νασίρ		N
نصير	ναζίρ	نصير	ναζίρ		N
نصير	ανεμιστήρα	نصير	ανεμιστήρα		N;NOM;MASC;SG
نصير	θαυμαστής	نصير	θαυμαστής		N;NOM;MASC;SG
نصير	fan	نصير	fan		
نصير	ανεμιστήρας	نصير	ανεμιστήρα		N;NOM;FEM;SG
نصير	φαν	نصير	φαν		
العرف	έθιμα	عَرف	έθιμα	N;NOM;DEF;SG	N;NOM;NEUT;PL
العرف	προσαρμοσμένο	عَرف	προσαρμόζω	N;NOM;DEF;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
العرف	προσαρμοσμένη	عَرف	προσαρμόζω	N;NOM;DEF;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
لقاح	εμβόλιο	لقاح	εμβόλιο		N;NOM;NEUT;SG
الباشا	μπάσα	الباشا	μπάσα		N
فلاش	φλας	فلاش	φλας		N
فلاش	λάμψη	فلاش	λάμψη		N;ACC;FEM;SG
فلاش	flash	فلاش	flash		
فلاش	αναλαμπή	فلاش	αναλαμπή		N;NOM;FEM;SG
الخضروات	λαχανικά	الخضروات	λαχανικά		ADV
راب	ραπ	رَاب	ραπ	N;NOM;INDF;SG	
عدسة	φακό	عَدسَة	φακός	N;NOM;INDF;SG	N;ACC;MASC;SG
مصارع	παλαιστή	مَصرَعَة	παλιστής	N;NOM;INDF;SG	N;ACC;MASC;SG
بريستول	μπρίστολ	برِيستُول	μπρίστολ		
جود	τζουντ	جود	τζουντ		
حضرية	urban	حَضَرِيّ	urban	ADJ;NOM;INDF;FEM;SG	
حضرية	αστικές	حَضَرِيّ	αστικός	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
الرئتين	πνεύμονες	رِئَة	πνεύμονας	N;ACC;DEF;DU	N;NOM;MASC;PL
الرئتين	πνευμόνια	رِئَة	πνευμόνιος	N;ACC;DEF;DU	N;NOM;NEUT;PL
تهدد	απειλητικό	هَدَّد	απειλητικός	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;NOM;NEUT;SG
تهدد	απειλητική	هَدَّد	απειλητικός	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;NOM;FEM;SG
تهدد	απειλητικά	هَدَّد	απειλητικά	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADV
يتعلم	μάθε	تَعَلَّم	μάθε	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
يتعلم	μάθετε	تَعَلَّم	μαθώ	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;PL;2;PRS;FIN;ACT
يتعلم	μάθεις	تَعَلَّم	μάθη	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
تعليمي	φροντιστήριο	تَعلِيمِيّ	φροντιστήριο	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
لويز	λουίζ	لويز	λουίζ		PROPN;NOM;FEM;SG
عميل	πελάτη	عَمِيل	πελάτης	N;NOM;INDF;SG	N;VOC;MASC;SG
عميل	πράκτορα	عَمِيل	πράκτορα	N;NOM;INDF;SG	N;ACC;MASC;SG
امين	αμήν	امين	αμήν		N;SG
الصمت	ησυχία	صَمت	ησυχία	N;NOM;DEF;SG	N;ACC;FEM;SG
الصدور	στήθη	صُدُور	στέκη	N;NOM;DEF;SG	N;NOM;NEUT;PL
الصدور	στήθια	صُدُور	στήθιο	N;NOM;DEF;SG	N;NOM;NEUT;PL
نفذ	εκτέλεση	نَفَّذ	εκτέλεση	V;PFV;MASC;SG;3;ACT	N;ACC;FEM;SG
المخلوقات	πλάσματα	مَخلُوق	πλάσμα	ADJ;NOM;DEF;FEM;PL	N;NOM;NEUT;PL
التعاقد	συμβαλλόμενα	تَعَاقُد	συμβαλλόμενος	N;NOM;DEF;SG	ADJ;NOM;NEUT;PL
التعاقد	συμβατικές	تَعَاقُد	συμβατικός	N;NOM;DEF;SG	ADJ;NOM;FEM;PL
التعاقد	συμβατική	تَعَاقُد	συμβατικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
التعاقد	σύμβαση	تَعَاقُد	σύμβαση	N;NOM;DEF;SG	N;ACC;FEM;SG
التعاقد	πρόσληψη	تَعَاقُد	πρόσληψη	N;NOM;DEF;SG	N;ACC;FEM;SG
التعاقد	προσλήψεις	تَعَاقُد	πρόσληψη	N;NOM;DEF;SG	N;NOM;FEM;PL
الحظر	απαγόρευση	حَظر	απαγόρευση	N;NOM;DEF;SG	N;ACC;FEM;SG
الحظر	μπαν	حَظر	μπαν	N;NOM;DEF;SG	
الحظر	εμπάργκο	حَظر	εμπάργκο	N;NOM;DEF;SG	
الحظر	απαγόρευση	حَظر	απαγόρευση	N;NOM;DEF;SG	N;ACC;FEM;SG
قبضة	γροθιά	قبضة	γροθιά	N;NOM;INDF;SG	N;ACC;FEM;SG
الثور	bull	ثَور	bull	N;NOM;DEF;SG	
الثور	ταύρο	ثَور	ταύρο	N;NOM;DEF;SG	N;ACC;MASC;SG
الثور	μπουλ	ثَور	μπουλ	N;NOM;DEF;SG	NUM
المشعة	ραδιενεργό	مُشعَة	ραδιενεργός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
المشعة	ραδιενεργών	مُشعَة	ραδιενεργή	N;NOM;DEF;SG	N;GEN;MASC;PL
المشعة	ραδιενεργά	مُشعَة	ραδιενεργά	N;NOM;DEF;SG	ADV
مستخدمين	χρήστες	مُستَخدَم	χρήστης	N;ACC;INDF;PL	N;NOM;MASC;PL
الدافع	κίνητρο	دَافِع	κίνητρο	N;NOM;DEF;SG	N;ACC;NEUT;SG
الدافع	κίνητρο	دَافِع	κίνητρο	N;NOM;DEF;SG	N;ACC;NEUT;SG
الدافع	κίνητρα	دَافِع	κίνητρο	N;NOM;DEF;SG	N;NOM;NEUT;PL
تاي	τάι	تاي	ο		
تاي	tai	تاي	tai		
رابعة	τέταρτος	رَابِع	τέταρτος	ADJ;NOM;INDF;FEM;SG	NUM;NOM;MASC;SG
