月	قمر	月	قَمَر	N	
跳水	الغطس	跳水	غَطس	V	N;NOM;DEF;SG
跳水	الغوص	跳水	غَوص	V	N;NOM;DEF;SG
巨型	عملاقة	巨型	عِملَاق	N	ADJ;NOM;INDF;FEM;SG
增援	تعزيزات	增援	تَعزِيز	V	N;NOM;INDF;PL
增援	التعزيزات	增援	تَعزِيز	V	N;NOM;DEF;PL
增援	تعزيز	增援	تَعزِيز	V	N;NOM;INDF;SG
增援	تقوية	增援	تَقوِيَة	V	N;NOM;INDF;SG
增援	التعزيز	增援	تَعزِيز	V	N;NOM;DEF;SG
頭髮	شعر	頭髮	شعر	N	
和	الراهب	和	رَاهِب	ADP	
和	راهب	和	راهب	ADP	N;NOM;INDF;SG
和	مونك	和	مونك	ADP	
和	monk	和	مَحَثّ	ADP	
和	الرهبان	和	رَهَبَان	ADP	N;NOM;DEF;PL
罕見	النادر	罕見	نَادِر	N	ADJ;NOM;DEF;MASC;SG
罕見	نادر	罕見	نَادِر	N	ADJ;NOM;INDF;MASC;SG
罕見	نادرة	罕見	نَادِر	N	ADJ;NOM;INDF;FEM;SG
約瑟夫	جوزيف	約瑟夫	جُوزِيف	PROPN	
核定	معتمدة	核定	مُعتَمَد	V	ADJ;NOM;INDF;FEM;SG
核定	المعتمدة	核定	مُعتَمَد	V	ADJ;NOM;DEF;FEM;SG
西門	سايمون	西門	سَايمُون	PROPN	
西門	سيمون	西門	سيمون	PROPN	
辯論	النقاش	辯論	النقاش	N	
巡回	المتجولة	巡回	مُتَجَوِّل	N	ADJ;NOM;DEF;FEM;SG
討厭	الكراهية	討厭	كُرَاهِيّ	V	N;NOM;DEF;SG
討厭	الكره	討厭	الكره	V	N;NOM;DEF;SG
討厭	حقد	討厭	حَقد	V	N;NOM;INDF;SG
討厭	كره	討厭	كَره	V	
剩餘	المتبقي	剩餘	مُتَبَقِّي	N	ADJ;NOM;DEF;MASC;SG
剩餘	المتبقية	剩餘	مُتَبَقِّي	N	ADJ;NOM;DEF;FEM;SG
夜晚	الليالي	夜晚	الليالي	N	
夜晚	ليالي	夜晚	ليالي	N	
轉型	انتقال	轉型	اِنتِقَال	V	N;NOM;INDF;SG
轉型	انتقالية	轉型	اِنتِقَالِيّ	V	ADJ;NOM;INDF;FEM;SG
轉型	الانتقال	轉型	اِنتِقَال	V	N;NOM;DEF;SG
轉型	تحويل	轉型	تَحوِيل	V	N;NOM;INDF;SG
轉型	التحول	轉型	تَحَوُّل	V	N;NOM;DEF;SG
轉型	التحويل	轉型	تَحوِيل	V	N;NOM;DEF;SG
負擔	عبء	負擔	عَبءَ	V	N;NOM;INDF;SG
負擔	العبء	負擔	عِبء	V	N;NOM;DEF;SG
關	ترابط	關	رَابَط	PROPN	N;NOM;INDF;SG
作物	محصول	作物	محصول	N	ADJ;NOM;INDF;MASC;SG
歧視	التمييز	歧視	تَميِيز	V	N;NOM;DEF;SG
歧視	تمييز	歧視	تَميِيز	V	N;NOM;INDF;SG
歧視	التمييزية	歧視	تَميِيزِيّ	V	ADJ;NOM;DEF;FEM;SG
歧視	تمييزية	歧視	تمييزية	V	ADJ;NOM;INDF;FEM;SG
芽	براعم	芽	بَرعَمَة	N	
芽	باد	芽	بَاد	N	
芽	بود	芽	بُود	N	
跳舞	قص	跳舞	قَصّ	N	
跳舞	يرقص	跳舞	رَقَّص	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
跳舞	ترقص	跳舞	رَقَّص	N	
疫苗	لقاح	疫苗	لقاح	N	
恭喜	مبروك	恭喜	مبروك	N	
恭喜	مبارك	恭喜	مبارك	N	
恭喜	تهانينا	恭喜	تهانينا	N	
恭喜	مبروك	恭喜	مبروك	N	
終點	طرفية	終點	طَرَفِيّ	N	ADJ;NOM;INDF;FEM;SG
終點	الطرفية	終點	طَرَفِيّ	N	ADJ;NOM;DEF;FEM;SG
傘	شمسية	傘	شَمسِيّ	N	ADJ;NOM;INDF;FEM;SG
儒	الكونفوشيوسية	儒	كُونفُوشُوشِيّ	PROPN	
追擊	السعي	追擊	سَعي	V	N;NOM;DEF;SG
本田	هوندا	本田	هوندا	N	
控制	متحكم	控制	مُتَحَكِّم	V	ADJ;NOM;INDF;MASC;SG
限量	المحدود	限量	مَحدُود	N	ADJ;NOM;DEF;MASC;SG
限量	محدود	限量	مَحدُود	N	ADJ;NOM;INDF;MASC;SG
限量	محدودا	限量	مَحدُود	N	ADJ;ACC;INDF;MASC;SG
限量	محدودة	限量	مَحدُود	N	ADJ;NOM;INDF;FEM;SG
實質	جوهر	實質	جَوهَر	N	
實質	الجوهر	實質	الجوهر	N	
實質	الجوهر	實質	الجوهر	N	
塑料	البلاستيكية	塑料	بلَاستِيكِيّ	N	ADJ;NOM;DEF;FEM;SG
塑料	بلاستيك	塑料	بلَاستِيك	N	
哭	بكاء	哭	بَكَاء	V	N;NOM;INDF;SG
哭	البكاء	哭	بَكَاء	V	N;NOM;DEF;SG
哭	بكاء	哭	بَكَاء	V	N;NOM;INDF;SG
參議	سيناتور	參議	سيناتور	V	
參議	السناتور	參議	السناتور	V	
參議	السيناتور	參議	سِينَاتُور	V	
一	يناير	一	يَنَايِر	NUM	N;GEN;INDF;SG
臀	ورك	臀	ورك	N	
臀	الورك	臀	وَرَك	N	
臀	هيب	臀	هيب	N	
難民	لاجئة	難民	لَاجِئ	N	ADJ;NOM;INDF;FEM;SG
科威特	kuwa	科威特	مُثَذِّه	PROPN	
科威特	الكويت	科威特	كُوَيت	PROPN	N;NOM;DEF;SG
科威特	كويت	科威特	كُوَيت	PROPN	
衰落	انخفاض	衰落	اِنخِفَاض	V	N;NOM;INDF;SG
衰落	انحدار	衰落	اِنحِدَار	V	N;NOM;INDF;SG
衰落	الانحدار	衰落	اِنحِدَار	V	N;NOM;DEF;SG
賊	لصا	賊	لَصَا	N	
興起	ظهور	興起	ظُهُور	V	N;NOM;INDF;SG
興起	نشوء	興起	نَشوَء	V	N;NOM;INDF;SG
興起	بروز	興起	بُرُوز	V	N;NOM;INDF;SG
禪	زين	禪	زين	N	
禪	زن	禪	زَنّ	N	
爭論	المجادلة	爭論	مُجَادَلَة	V	N;NOM;DEF;SG
爭論	خلاف	爭論	خِلَاف	V	N;NOM;INDF;SG
爭論	جدل	爭論	جَدَل	V	N;NOM;INDF;SG
爭論	الجدل	爭論	جَدَل	V	N;NOM;DEF;SG
爭論	الخلاف	爭論	خِلَاف	V	N;NOM;DEF;SG
爭論	حجة	爭論	حُجَّة	V	N;NOM;INDF;SG
爭論	الحجة	爭論	حُجَّة	V	N;NOM;DEF;SG
爭論	الحجج	爭論	حَجج	V	N;NOM;DEF;PL
爭論	المرافعات	爭論	مُرَافَعَة	V	N;NOM;DEF;PL
爭論	حجج	爭論	حَجج	V	
輔導	المشورة	輔導	مُشَوِّر	V	N;NOM;DEF;SG
輔導	الارشاد	輔導	إِرشَاد	V	N;NOM;DEF;SG
輔導	التوجيه	輔導	تَوجِيه	V	N;NOM;DEF;SG
輔導	المشورة	輔導	مُشَوِّر	V	N;NOM;DEF;SG
輔導	الاستشارة	輔導	اِستِشَارَة	V	N;NOM;DEF;SG
輔導	استشارات	輔導	اِستِشَارَة	V	N;NOM;INDF;PL
輔導	تدريس	輔導	تَدرِيس	V	N;NOM;INDF;SG
轉變	تحويل	轉變	تَحوِيل	V	N;NOM;INDF;SG
轉變	التحول	轉變	تَحَوُّل	V	N;NOM;DEF;SG
轉變	التحويل	轉變	تَحوِيل	V	N;NOM;DEF;SG
轉變	تحويل	轉變	تَحوِيل	V	N;NOM;INDF;SG
轉變	التحول	轉變	تَحَوُّل	V	N;NOM;DEF;SG
天鵝	سوان	天鵝	سوان	N	
喝	شرب	喝	شُرب	V	N;NOM;INDF;SG
喝	شراب	喝	شَرب	V	N;NOM;INDF;SG
喝	مشروب	喝	مَشرُوب	V	N;NOM;INDF;SG
受損	المتضررة	受損	مُتَضَرِّر	V	ADJ;NOM;DEF;FEM;SG
受損	متضررة	受損	مُتَضَرِّر	V	ADJ;NOM;INDF;FEM;SG
受損	متضرر	受損	مُتَضَرِّر	V	N;NOM;INDF;SG
夢幻	الحلم	夢幻	حُلم	ADJ	N;NOM;DEF;SG
夢幻	نحلم	夢幻	نحلم	ADJ	V;IPFV;MASC;IND;PL;1;FIN;ACT
夢幻	احلم	夢幻	أَحلَم	ADJ	
夢幻	حلم	夢幻	حُلم	ADJ	N;NOM;INDF;SG
實用	العملي	實用	عَمَلِيّ	N	
實用	المفيد	實用	مُفِيد	N	
實用	مفيدة	實用	مُفِيد	N	ADJ;NOM;INDF;FEM;SG
實用	مفيد	實用	مفيد	N	ADJ;NOM;INDF;MASC;SG
落後	متخلفة	落後	مُتَخَلِّف	V	ADJ;NOM;INDF;FEM;SG
落後	الخلف	落後	خَلَف	V	N;NOM;DEF;SG
剛果	الكونغو	剛果	اَلكُونغُو	PROPN	
喪失	خسارة	喪失	خَسَارَة	V	N;NOM;INDF;SG
喪失	الخسارة	喪失	خَسَارَة	V	N;NOM;DEF;SG
注射	حقن	注射	حَقَّن	V	N;NOM;INDF;SG
注射	الحقن	注射	الحقن	V	N;NOM;DEF;SG
注射	حقن	注射	حَقَّن	V	N;NOM;INDF;SG
注射	الحقن	注射	الحقن	V	N;NOM;DEF;SG
注射	الحقنة	注射	الحقنة	V	N;NOM;DEF;SG
傳遞	التتابع	傳遞	تَتَابُع	V	N;NOM;DEF;SG
曙光	الشفق	曙光	شَفق	PROPN	N;NOM;DEF;SG
研究	الباحث	研究	بَاحِث	V	N;NOM;DEF;SG
研究	باحثة	研究	بَاحِث	V	ADJ;NOM;INDF;FEM;SG
研究	باحث	研究	بَاحِث	V	N;NOM;INDF;SG
心靈	عقل	心靈	عَقَل	N	
鸚鵡	ببغاء	鸚鵡	بَبَغَاء	PROPN	N;NOM;INDF;SG
鸚鵡	الببغاء	鸚鵡	بَبَغ	PROPN	N;NOM;DEF;SG
鸚鵡	ببغاء	鸚鵡	بَبَغَاء	PROPN	N;NOM;INDF;SG
約會	تواعد	約會	تَوَاعُد	N	V;MASC;IMP;SG;FIN
緊張	عصبي	緊張	عصبي	N	ADJ;NOM;INDF;MASC;SG
緊張	متوتر	緊張	مُتَوَتِّر	N	ADJ;NOM;INDF;MASC;SG
緊張	عصبية	緊張	عَصَبِيّ	N	ADJ;NOM;INDF;FEM;SG
緊張	متوترة	緊張	مُتَوَتِّر	N	ADJ;NOM;INDF;FEM;SG
緊張	العصبي	緊張	عَصَبِيّ	N	
澄清	توضيح	澄清	تَوضِيح	PROPN	N;NOM;INDF;SG
澄清	توضيحات	澄清	تَوضِيح	PROPN	N;NOM;INDF;PL
澄清	ايضاح	澄清	إِيضَاح	PROPN	
澄清	التوضيح	澄清	تَوضِيح	PROPN	N;NOM;DEF;SG
壞	سيئة	壞	سَيِّئ	N	ADJ;NOM;INDF;FEM;SG
壞	باد	壞	بَاد	N	
壞	سيء	壞	سِيَّة	N	ADJ;NOM;INDF;MASC;SG
壞	سيئ	壞	سَيِّئ	N	ADJ;NOM;INDF;MASC;SG
壞	سئ	壞	سَأّ	N	ADJ;NOM;INDF;MASC;SG
滿意	رضا	滿意	رضا	N	
滿意	راضي	滿意	راضي	N	
滿意	راض	滿意	رَاضِي	N	
滿意	راضية	滿意	رَاضِي	N	ADJ;NOM;INDF;FEM;SG
滿意	رضيت	滿意	رضيت	N	V;PFV;FEM;SG;3;ACT
合計	الاجمالي	合計	إِجمَالِيّ	V	ADJ;NOM;DEF;MASC;SG
合計	التجميع	合計	تَجمِيع	V	N;NOM;DEF;SG
合計	تجميع	合計	تَجمِيع	V	N;NOM;INDF;SG
合計	مجمعة	合計	مُجَمَّع	V	ADJ;NOM;INDF;FEM;SG
囚犯	اسرى	囚犯	أَسِير	N	
便	بخيل	便	بَخِيل	ADV	
便	رخيصة	便	رَخِيص	ADV	ADJ;NOM;INDF;FEM;SG
便	رخيص	便	رَخِيص	ADV	ADJ;NOM;INDF;MASC;SG
便	ارخص	便	أَرخَص	ADV	
第五	خامس	第五	خَامِس	NUM	ADJ;NOM;INDF;MASC;SG
第五	الخامس	第五	خَامِس	NUM	ADJ;NOM;DEF;MASC;SG
第五	الخامسة	第五	خَامِس	NUM	ADJ;NOM;DEF;FEM;SG
第五	خامسا	第五	خَامِس	NUM	
影子	ظل	影子	ظَلّ	N	V;PFV;MASC;SG;3;ACT
緩慢	بطيء	緩慢	بطيء	ADJ	
緩慢	بطئ	緩慢	بَطَأ	ADJ	N;NOM;INDF;SG
死神	موت	死神	مَوت	N	
緊	ضيقة	緊	ضيقة		ADJ;NOM;INDF;FEM;SG
緊	ضيق	緊	ضيق		N;NOM;INDF;SG
廣義	اوسع	廣義	أَوسَع	N	
廣義	واسعة	廣義	وَاسِع	N	ADJ;NOM;INDF;FEM;SG
廣義	عريض	廣義	عَرِيض	N	ADJ;NOM;INDF;MASC;SG
廣義	واسع	廣義	وَاسِع	N	ADJ;NOM;INDF;MASC;SG
廣義	المعمم	廣義	مُعمَم	N	
廣義	اوسع	廣義	أَوسَع	N	
摘要	مجردة	摘要	مُجَرَّد	N	ADJ;NOM;INDF;FEM;SG
讚	مثل	讚	مِثلَ		ADP;NOM
讚	لايك	讚	لَايك		
讚	يحب	讚	حَبّ		V;IPFV;MASC;IND;SG;3;FIN;ACT
多	تعدد	多	عَدَّد	ADJ	N;NOM;INDF;SG
巴巴	بابا	巴巴	بابا	PROPN	
復出	عودة	復出	عَودَة	V	N;NOM;INDF;SG
客人	ضيف	客人	ضِيف	N	
精確	دقيقا	精確	دَقِيق	N	ADJ;ACC;INDF;MASC;SG
精確	دقيق	精確	دَقِيق	N	ADJ;NOM;INDF;MASC;SG
護理	اهتم	護理	اِهتَمّ	N	V;PFV;MASC;SG;3;ACT
諷刺	ساخر	諷刺	سَاخِر	V	ADJ;NOM;INDF;MASC;SG
諷刺	مفارقة	諷刺	مُفَارَقَة	V	N;NOM;INDF;SG
諷刺	السخرية	諷刺	سِخرِيّ	V	N;NOM;DEF;SG
地板	ارضية	地板	أَرضِيّ	N	ADJ;NOM;INDF;FEM;SG
地板	ارضية	地板	أَرضِيّ	N	ADJ;NOM;INDF;FEM;SG
地板	الارضية	地板	أَرضِيّ	N	
鬥爭	نضال	鬥爭	نِضَال	N	
鬥爭	كفاح	鬥爭	كَفَاح	N	
檢測	كشف	檢測	كَشَف	N	V;PFV;MASC;SG;3;ACT
冰島	ايسلندا	冰島	ايسلندا	PROPN	
排放	الانبعاثات	排放	اِنبِعَاث	V	N;NOM;DEF;PL
排放	انبعاث	排放	اِنبِعَاث	V	N;NOM;INDF;SG
排放	انبعاثات	排放	اِنبِعَاث	V	N;NOM;INDF;PL
排放	الانبعاثات	排放	اِنبِعَاث	V	N;NOM;DEF;PL
排放	انبعاثات	排放	اِنبِعَاث	V	N;NOM;INDF;PL
牛奶	لبن	牛奶	لبن	N	
牛奶	ميلك	牛奶	ميلك	N	
交響	سيمفونية	交響	سيمفونية	V	N;NOM;INDF;SG
彎	بيند	彎	بيند	N	
彎	ينحني	彎	ينحني	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
彎	عازمة	彎	عَازِم	N	ADJ;NOM;INDF;FEM;SG
製片	المنتجون	製片	مُنتِج	V	N;NOM;DEF;PL
製片	منتجين	製片	مُنتِج	V	ADJ;NOM;INDF;MASC;PL
製片	المنتجين	製片	مُنتِج	V	N;NOM;DEF;PL
製片	المنتج	製片	مُنتَج	V	N;NOM;DEF;SG
製片	منتجة	製片	مُنتِج	V	ADJ;NOM;INDF;FEM;SG
製片	منتج	製片	مُنتَج	V	N;NOM;INDF;SG
製片	المنتجة	製片	مُنتِج	V	ADJ;NOM;DEF;FEM;SG
棕色	اسمر	棕色	أَسمَر	N	
棕色	براون	棕色	براون	N	
受邀	مدعو	受邀	مَدعُوّ	V	N;NOM;INDF;SG
依賴	التبعية	依賴	تَبعِيَة	V	N;NOM;DEF;SG
依賴	الاعتماد	依賴	اِعتِمَاد	V	N;NOM;DEF;SG
依賴	تبعية	依賴	تَبعِيَة	V	N;NOM;INDF;SG
依賴	التبعية	依賴	تَبعِيَة	V	N;NOM;DEF;SG
依賴	الاعتماد	依賴	اِعتِمَاد	V	N;NOM;DEF;SG
緬	بورما	緬	بُورمَا	PROPN	
硫酸	كبريتات	硫酸	كبريتات	N	
手指	اصبع	手指	أَصبَع	N	
投影	الاسقاط	投影	إِسقَاط	V	N;NOM;DEF;SG
投影	اسقاط	投影	إِسقَاط	V	N;NOM;INDF;SG
龔	غونغ	龔	غونغ	PROPN	
雷射	ليزر	雷射	ليزر	N	
皇冠	تاج	皇冠	تاج	N	
皇冠	كراون	皇冠	كرَاون	N	
統治	حكام	統治	حَاكِم	V	N;NOM;INDF;PL
統治	الحكام	統治	حَكَم	V	N;NOM;DEF;PL
統治	حاكم	統治	حَاكِم	V	
豪華	الفاخر	豪華	فَاخِر	N	ADJ;NOM;DEF;MASC;SG
豪華	ترف	豪華	رَفَى	N	
豪華	فخمة	豪華	فَخم	N	ADJ;NOM;INDF;FEM;SG
認真	جاد	認真	جاد	N	
認真	جادة	認真	جَادّ	N	ADJ;ACC;INDF;FEM;SG
認真	بجد	認真	بَجدَ	N	
認真	جديا	認真	جِدِّيّ	N	ADJ;ACC;INDF;MASC;SG
電動	كهربائية	電動	كَهرَبَائِيَّة	N	
戀人	عشاق	戀人	عِشَاق	N	
戀人	حبايب	戀人	حبايب	N	
指派	الانتداب	指派	اِنتِدَاب	V	N;NOM;DEF;SG
指派	التكليف	指派	تَكلِيف	V	N;NOM;DEF;SG
指派	الانتداب	指派	اِنتِدَاب	V	N;NOM;DEF;SG
指派	المهام	指派	مَهَمَّة	V	N;NOM;DEF;PL
指派	مهام	指派	مَهَمَّة	V	N;NOM;INDF;PL
指派	تعيين	指派	تَعيِين	V	N;NOM;INDF;SG
毒性	سمية	毒性	سمية	N	
毒性	سمية	毒性	سمية	N	
賭	قمار	賭	قِمَار	N	
賭	راهن	賭	رَاهَن	N	
翅膀	اجنحة	翅膀	اجنحة	N	
刷	فرشاة	刷	فِرشَاة	PROPN	N;NOM;INDF;SG
激素	هرمون	激素	هرمون	N	
盟友	حلفاء	盟友	حَلِيف	N	ADJ;NOM;INDF;MASC;PL
盟友	حليف	盟友	حَلِيف	N	ADJ;NOM;INDF;MASC;SG
墨爾本	ملبورن	墨爾本	ملبورن	PROPN	
桶	براميل	桶	بَرمِيل	PROPN	
桶	البراميل	桶	بَرمِيل	PROPN	N;NOM;DEF;PL
桶	برميل	桶	بَرمِيل	PROPN	N;NOM;INDF;SG
桶	البرميل	桶	بَرمِيل	PROPN	N;NOM;DEF;SG
桶	دلو	桶	دَلُو	PROPN	
桶	الدلو	桶	دَلو	PROPN	N;NOM;DEF;SG
桶	الدلاء	桶	دَلَاء	PROPN	N;NOM;DEF;PL
對立	التنافس	對立	تَنَافُس	V	N;NOM;DEF;SG
對立	المواجهات	對立	مُوَاجَهَة	V	N;NOM;DEF;PL
對立	مجابهة	對立	مُجَابِه	V	N;NOM;INDF;SG
對立	المواجهة	對立	مُوَاجَهَة	V	N;NOM;DEF;SG
男生	اولاد	男生	اولاد	N	
男生	ولاد	男生	وَلَد	N	
奴隸	عبد	奴隸	عبد	N	
奴隸	عبدة	奴隸	عبدة	N	
犯人	اسرى	犯人	أَسِير	N	
壓縮	مضغوط	壓縮	مَضغُوط	V	ADJ;NOM;INDF;MASC;SG
壓縮	المضغوط	壓縮	مَضغُوط	V	
果實	فواكه	果實	فَاكِه	N	
果實	فواكه	果實	فَاكِه	N	
缺席	غائبة	缺席	غَائِبَة	V	ADJ;NOM;INDF;FEM;SG
缺席	غائب	缺席	غَائِب	V	ADJ;NOM;INDF;MASC;SG
缺席	غياب	缺席	غِيَاب	V	N;NOM;INDF;SG
缺席	غائبا	缺席	غَائِب	V	ADJ;ACC;INDF;MASC;SG
缺席	الغياب	缺席	غِيَاب	V	N;NOM;DEF;SG
缺席	غياب	缺席	غِيَاب	V	N;NOM;INDF;SG
基輔	كييف	基輔	كييف	PROPN	
七	se	七	إِشَّ	NUM	
綁	اختطاف	綁	اِختِطَاف	V	N;NOM;INDF;SG
綁	الاختطاف	綁	اِختِطَاف	V	N;NOM;DEF;SG
綁	الخطف	綁	خَطف	V	N;NOM;DEF;SG
綁	اختطاف	綁	اِختِطَاف	V	N;NOM;INDF;SG
綁	الاختطاف	綁	اِختِطَاف	V	N;NOM;DEF;SG
綁	الخطف	綁	خَطف	V	N;NOM;DEF;SG
反叛	المتمردين	反叛	مُتَمَرِّد	V	N;NOM;DEF;PL
反叛	متمردة	反叛	مُتَمَرِّد	V	ADJ;NOM;INDF;FEM;SG
反叛	المتمرد	反叛	مُتَمَرِّد	V	N;NOM;DEF;SG
反叛	متمرد	反叛	مُتَمَرِّد	V	ADJ;NOM;INDF;MASC;SG
反叛	التمرد	反叛	تَمَرُّد	V	N;NOM;DEF;SG
反叛	تمرد	反叛	تَمَرُّد	V	N;NOM;INDF;SG
西班牙	الاسبانية	西班牙	إِسبَانِيَّة	PROPN	N;NOM;DEF;SG
西班牙	اسبانية	西班牙	إِسبَانِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
西班牙	اسباني	西班牙	إِسبَانِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
西班牙	اسبانيا	西班牙	إِسبَانِيَا	PROPN	
修理	اصلاح	修理	إِصلَاح	V	N;NOM;INDF;SG
修理	التصليح	修理	تَصلِيح	V	N;NOM;DEF;SG
修理	الاصلاح	修理	إِصلَاح	V	N;NOM;DEF;SG
修理	تصليح	修理	تَصلِيح	V	N;NOM;INDF;SG
修理	الاصلاحات	修理	إِصلَاح	V	N;NOM;DEF;PL
修理	اصلاحات	修理	إِصلَاح	V	N;NOM;INDF;PL
丹佛	دينفر	丹佛	دينفر	PROPN	
丹佛	دنفر	丹佛	دُنفَر	PROPN	
阿部	ايب	阿部	ايب	PROPN	
衰退	الكساد	衰退	كَسَاد	V	N;NOM;DEF;SG
衰退	ركود	衰退	رُكُود	V	N;NOM;INDF;SG
衰退	الركود	衰退	رُكُود	V	N;NOM;DEF;SG
玻利維亞	بوليفيا	玻利維亞	بُولِيفِيَا	PROPN	
墜毀	تحطم	墜毀	تَحَطُّم	V	N;NOM;INDF;SG
墜毀	كراش	墜毀	كراش	V	
湖人	لايكرز	湖人	لايكرز	N	
恐懼	خو	恐懼	خو	N	
數千	الالاف	數千	أَلف	NUM	N;NOM;DEF;PL
排版	التصميم	排版	تَصمِيم	V	N;NOM;DEF;SG
排版	التخطيط	排版	تَخطِيط	V	N;NOM;DEF;SG
排版	تخطيط	排版	تَخطِيط	V	N;NOM;INDF;SG
滿洲	منشوريا	滿洲	مَنشُور	PROPN	
瀏覽	تصفح	瀏覽	تَصَفُّح	V	N;NOM;INDF;SG
瀏覽	المشاهدة	瀏覽	مُشَاهَدَة	V	N;NOM;DEF;SG
瀏覽	تصفح	瀏覽	تَصَفُّح	V	N;NOM;INDF;SG
瀏覽	عرض	瀏覽	عَرض	V	N;NOM;INDF;SG
瀏覽	منظر	瀏覽	مُنَظِّر	V	N;NOM;INDF;SG
瀏覽	اعرض	瀏覽	أَعرَض	V	
姊姊	اختي	姊姊	اختي	N	
姊姊	اخت	姊姊	أَخَى	N	
姊姊	الاخت	姊姊	الاخت	N	
姊姊	اختي	姊姊	اختي	N	
哈薩克	كازاخستان	哈薩克	كازاخستان	PROPN	
貸款	القروض	貸款	القروض	N	
黑山	مونتينيغرو	黑山	مونتينيغرو	PROPN	
常規	روتيني	常規	رُوتِينِيّ	N	ADJ;NOM;INDF;MASC;SG
常規	روتين	常規	رُوتِين	N	
常規	روتينية	常規	رُوتِينِيّ	N	ADJ;NOM;INDF;FEM;SG
常規	الروتينية	常規	رُوتِينِيّ	N	ADJ;NOM;DEF;FEM;SG
常規	الروتين	常規	رُوتِين	N	
開心	يسعد	開心	سَعِد	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
開心	سعيده	開心	سعيده	N	PRO;NOM;FEM;SG;3
開心	هابي	開心	هابي	N	
開心	سعيد	開心	سعيد	N	
開心	سعيدة	開心	سَعِيد	N	ADJ;NOM;INDF;FEM;SG
畢業	خريجي	畢業	خِرِّيج	V	N;NOM;INDF;PL
畢業	الخريجين	畢業	خَرِيج	V	N;ACC;DEF;DU
畢業	التخرج	畢業	تَخَرُّج	V	N;NOM;DEF;SG
畢業	خريج	畢業	خَرِيج	V	N;NOM;INDF;SG
骨骼	بونز	骨骼	بُونز	N	
骨骼	عظم	骨骼	عَظَم	N	
孔	طاووس	孔	طاووس	PROPN	
特工	عميلة	特工	عَمِيل	N	
跟	متابعه	跟	متابعه	V	PRO;NOM;MASC;SG;3
跟	المتابعة	跟	مُتَابَعَة	V	N;NOM;DEF;SG
跟	متابعة	跟	مُتَابَعَة	V	N;NOM;INDF;SG
預設	الافتراضي	預設	اِفتِرَاضِيّ	V	ADJ;NOM;DEF;MASC;SG
預設	افتراضي	預設	افتراضي	V	
預設	التخلف	預設	تَخَلُّف	V	N;NOM;DEF;SG
預設	التقصير	預設	تَقصِير	V	N;NOM;DEF;SG
預設	تقصير	預設	تَقصِير	V	N;NOM;INDF;SG
雷霆	رعد	雷霆	رعد	PROPN	
雷霆	الرعد	雷霆	رَعد	PROPN	N;NOM;DEF;SG
後代	الذرية	後代	ذُريَة	N	
後代	نسل	後代	نسل	N	
後代	ذرية	後代	ذُرِّيَّة	N	ADJ;NOM;INDF;FEM;SG
變動	تغيرات	變動	تَغَيُّر	V	N;NOM;INDF;PL
變動	تغييرات	變動	تَغيِير	V	N;NOM;INDF;PL
變動	التغييرات	變動	تَغيِير	V	N;NOM;DEF;PL
變動	التغيرات	變動	تَغَيُّر	V	N;NOM;DEF;PL
鞍	السرج	鞍	سِرج	PROPN	N;NOM;DEF;SG
變換	التحولات	變換	تَحَوُّل	V	N;NOM;DEF;PL
變換	تحولات	變換	تحولات	V	N;NOM;INDF;PL
變換	تحويل	變換	تَحوِيل	V	N;NOM;INDF;SG
變換	التحول	變換	تَحَوُّل	V	N;NOM;DEF;SG
變換	تحويل	變換	تَحوِيل	V	N;NOM;INDF;SG
變換	التحول	變換	تَحَوُّل	V	N;NOM;DEF;SG
變換	التحويل	變換	تَحوِيل	V	N;NOM;DEF;SG
花費	انفاق	花費	إِنفَاق	V	N;NOM;INDF;SG
花費	الانفاق	花費	نَفَق	V	N;NOM;DEF;SG
花費	قضاء	花費	قَضَاء	V	N;NOM;INDF;SG
岐阜	غيفو	岐阜	غِيفُو	PROPN	
戈爾	غور	戈爾	غُور	PROPN	
戈爾	جور	戈爾	جور	PROPN	
瓦特	واتس	瓦特	واتس	PROPN	
聊天	شات	聊天	شَات	N	
漂亮	جميلة	漂亮	جَمِيل	N	ADJ;NOM;INDF;FEM;SG
漂亮	جميله	漂亮	جميله	N	PRO;NOM;FEM;SG;3
三	دلتا	三	دلتا	NUM	
媒介	متوسط	媒介	مُتَوَسِّط	N	ADJ;NOM;INDF;MASC;SG
媒介	متوسطة	媒介	مُتَوَسِّط	N	ADJ;NOM;INDF;FEM;SG
媒介	المتوسط	媒介	مُتَوَسِّط	N	ADJ;NOM;DEF;MASC;SG
民事	مدنية	民事	مَدَنِيّ	N	ADJ;NOM;INDF;FEM;SG
民事	الاهلي	民事	الاهلي	N	
民事	المدنية	民事	مَدَنِيّ	N	ADJ;NOM;DEF;FEM;SG
民事	المدني	民事	مَدَنِيّ	N	ADJ;NOM;DEF;MASC;SG
叔叔	عمو	叔叔	عُمُوّ	N	
叔叔	عمي	叔叔	عمي	N	
叔叔	عم	叔叔	عَمّ	N	
叔叔	العم	叔叔	عَمّ	N	
棉花	قطن	棉花	قُطن	N	
