procurar	für	procurar	für	V	ADP
executado	ausgeführte	executar	ausgeführt	V	ADJ;NOM;SG
foches	tat	foche	tun	N	V;IND;SG;3;PST;FIN
foches	hast	foche	haben	N	V;IND;SG;3;PRS;FIN
foches	ihr	foche	ihr	N	PRO;NOM;MASC;SG
foches	dich	foche	du	N	
foches	du	foche	du	N	PRO;NOM;SG;2
foches	dir	foche	dur	N	
foches	sie	foche	sie	N	PRO;NOM;FEM;SG;3
anarquista	anarchist	anarquista	anarchist	N	PROPN
revolucionarios	revolutionären	revolucionario	revolutionär	N	ADJ;PL
revolucionarios	revolutionäre	revolucionario	revolutionär	N	ADJ;NOM;FEM;PL
irlandeses	irischen	irlander	irisch	N	
irlandeses	irische	irlander	irisch	N	ADJ;NOM;FEM;PL
irlandeses	irisch	irlander	irisch	N	ADJ
irlandeses	irisches	irlander	irisch	N	ADJ;NOM;NEUT;SG
irlandeses	gälisch	irlander	gälisch	N	ADJ
fodidos	sind	foder	sein	N	V;IND;PL;3;PRS;FIN
dámo	geben	dámo	geben		V;NFIN
dámo	gebe	dámo	geben		V;SBJV;SG;3;PRS;FIN
dámo	gib	dámo	gib		V;IND;SG;2;PRS;FIN
dámo	schenken	dámo	schenken		V;NFIN
willett	willett	willett	willeten	PROPN	PROPN;SG
mátao	tötet	mátao	töten	PROPN	V;IND;SG;3;PRS;FIN
mátao	töten	mátao	töten	PROPN	V;NFIN
mátao	kill	mátao	kollen	PROPN	PROPN
mátao	töte	mátao	töte	PROPN	PROPN;SG
mátao	er	mátao	er	PROPN	PRO;NOM;MASC;SG;3
mátao	ihn	mátao	er	PROPN	PRO;ACC;MASC;SG;3
mátao	ihm	mátao	er	PROPN	PRO;DAT;MASC;SG;3
ianqui	amerikanische	ianqui	amerikanisch	PROPN	ADJ;NOM;FEM;PL
ianqui	amerikaner	ianqui	amerikaner	PROPN	ADJ
ianqui	amerikanischen	ianqui	amerikanisch	PROPN	ADJ;NOM;PL
ianqui	amerikanisches	ianqui	amerikanisch	PROPN	ADJ;NOM;NEUT;SG
ianqui	amerikanisch	ianqui	amerikanisch	PROPN	ADJ
detido	festnahme	deter	festnahm	V	N;NOM;FEM;SG
shirley	shirley	shirley	shirley	PROPN	PROPN;NOM;SG
artillería	artillerie	artillería	artillerie	N	ADJ
claude	claude	claude	claude	PROPN	PROPN;NOM;MASC;SG
ping	ping	ping	pingen	PROPN	
ambulancias	krankenwagen	ambulancia	krankenwagen	N	ADJ
fodendo	scheiss	foder	scheiß	V	
fodendo	verdammte	foder	verdammen	V	ADJ;SG
fodendo	fucking	foder	fucking	V	PROPN
fodendo	mit	foder	mit	V	ADP
barricada	barrikade	barricar	barrikad	V	ADJ;NOM;FEM;SG
punk	punk	punk	punk	N	PROPN;SG
jerry	jerry	jerry	jerry	PROPN	PROPN;NOM;MASC;SG
condesa	gräfin	condesa	gräfin	N	PROPN;NOM;FEM;SG
comuneiros	kommunarden	comuneiro	kommunard	N	
cui	cui	cui	cui	PROPN	
zhong	zhong	zhong	zhong	N	
téñote	got	téñote	got	PROPN	PROPN
téñote	habe	téñote	haben	PROPN	V;SBJV;SG;3;PRS;FIN
téñote	hab	téñote	haben	PROPN	V;IND;SG;3;PRS;FIN
private	privater	private	privat	PROPN	ADJ
private	privat	private	privat	PROPN	ADJ
private	privatleben	private	privatleben	PROPN	V
private	privaten	private	privat	PROPN	ADJ;PL
private	private	private	privat	PROPN	ADJ;NOM;FEM;PL
profes	lehrer	profe	lehr	N	ADJ
profes	lehrkräfte	profe	lehrkraft	N	;NOM
cbi	iwc	cbi	iwc	PROPN	PROPN;NOM;MASC;SG
asteroides	asteroiden	asteroide	asteroiden	N	
asteroides	asteroiden	asteroide	asteroiden	N	
pender	pender	pender	pender	V	
desexaba	erwünscht	desexar	erwünscht	V	ADJ
desexaba	wollte	desexar	wollen	V	V;IND;SG;3;PST;FIN
ángeles	los	ángele	los	N	ADV
ángeles	angeles	ángele	angeles	N	PROPN;NOM;NEUT;SG
doenzas	krankheiten	doenza	krankheit	N	V;NFIN
doenzas	krankheit	doenza	krankheit	N	ADJ
hormona	hormonen	hormona	hormonen	N	
hormona	hormone	hormona	hormon	N	
doutores	ärzten	doutor	ärzt	N	V;FIN
jazz	jazz	jazz	jazz	PROPN	
tocamos	spiel	tocar	spielen	V	N;NOM;NEUT;SG
tocamos	stück	tocar	stück	V	ADJ
tocamos	spiele	tocar	spiel	V	N;NOM;NEUT;PL
bendición	segnen	bendición	segnen	N	V;NFIN
bendición	segen	bendición	segen	N	
finanzas	finanzierungen	finanzas	finanzierung	PROPN	N;NOM;FEM;PL
finanzas	finanzierung	finanzas	finanzierung	PROPN	N;NOM;FEM;SG
finanzas	finanzen	finanzas	finanzen	PROPN	
finanzas	finanzwesen	finanzas	finanzwesen	PROPN	
incribles	wahnsinn	incrible	wahnsinn	ADJ	
má	böse	má	böse	N	
má	schlecht	má	schlecht	N	ADJ
má	bad	má	bad	N	
má	schlimm	má	schlimm	N	ADJ
má	schlechten	má	schlecht	N	ADJ
hans	hans	haber	hans	PROPN	PROPN;NOM;MASC;SG
inspiración	anregungen	inspiración	anregiegen	N	V;NFIN
inspiración	inspirieren	inspiración	inspirieren	N	V;NFIN
gráfica	diagramm	gráfico	diagramm	ADJ	
gráfica	abbildung	gráfico	abbildung	ADJ	
gráfica	diagramm	gráfico	diagramm	ADJ	
gráfica	graph	gráfico	graph	ADJ	
gráfica	schaubild	gráfico	schaubild	ADJ	
gráfica	graphik	gráfico	graphik	ADJ	
estudamos	studium	estudar	studium	V	N;NOM;NEUT;SG
estudamos	studie	estudar	studie	V	N;NOM;FEM;SG
estudamos	arbeitszimmer	estudar	arbeitszimmer	V	
sabia	weise	sabia	weis	V	ADJ
sabia	wise	sabia	wise	V	
ministerio	bildungsministerium	ministerio	bildungsministerium	N	ADJ
ministerio	ministerium	ministerio	ministerium	N	ADJ
ministerio	niederlassung	ministerio	niederlassung	N	ADJ
ministerio	büros	ministerio	büros	N	
ministerio	büro	ministerio	büro	N	
noventa	ninety	noventa	ninety	NUM	PROPN;NOM;SG
ollade	schau	ollade	schau	ADV	;SG
ollade	schauen	ollade	schauen	ADV	V;NFIN
ollade	guck	ollade	guck	ADV	;SG
ollade	schaut	ollade	schauen	ADV	V;IND;SG;3;PRS;FIN
pensaría	denk	pensar	denk	V	
pensaría	denke	pensar	denken	V	
nostalxia	sehnsucht	nostalxia	sehnsuchen	N	PROPN
nostalxia	nostalgie	nostalxia	nostalgie	N	ADJ
existía	war	existir	sein	V	V;IND;SG;3;PST;FIN
existía	wurde	existir	werden	V	V;IND;SG;3;PST;FIN;PASS
existía	dort	existir	dort	V	ADV
existía	dorthin	existir	dorthin	V	ADV
existía	da	existir	da	V	ADV
seguise	noch	seguir	noch	V	ADV
seguise	still	seguir	still	V	ADJ
seguise	trotzdem	seguir	trotzdem	V	ADV
seguise	war	seguir	sein	V	V;IND;SG;3;PST;FIN
seguise	wurde	seguir	werden	V	V;IND;SG;3;PST;FIN;PASS
seguise	let	seguir	let	V	PROPN
poemas	gedichten	poema	gedicht	N	V;NFIN
sos	allein	se	allein	PROPN	ADV
sos	alleine	se	alleine	PROPN	ADV
sos	eigenes	se	eigen	PROPN	ADJ;NOM;NEUT;SG
sos	eigener	se	eigen	PROPN	ADJ
sos	eigene	se	eigen	PROPN	ADJ;NOM;FEM;PL
sos	eigenen	se	eigen	PROPN	ADJ;ACC;MASC;SG
collelo	nehmen	collelo	nehmen	N	V;NFIN
collelo	übernehmen	collelo	übernehmen	N	V;NFIN
collelo	nimm	collelo	nehmen	N	V;IND;SG;2;PRS;FIN
collelo	nehme	collelo	nehmen	N	V;IND;SG;3;PRS;FIN
collede	nehmen	colleder	nehmen	PROPN	V;NFIN
collede	übernehmen	colleder	übernehmen	PROPN	V;NFIN
collede	nimm	colleder	nehmen	PROPN	V;IND;SG;2;PRS;FIN
collede	nehme	colleder	nehmen	PROPN	V;IND;SG;3;PRS;FIN
coñecedes	weiss	coñecede	wissen	V	
coñecedes	don	coñecede	don	V	PROPN;NOM;MASC;SG
adoitan	sie	adoitar	sie	V	PRO;NOM;FEM;SG;3
adoitan	normalerweise	adoitar	normalerweise	V	ADV
adoitan	üblicherweise	adoitar	üblicherweise	V	ADV
adoitan	gewöhnlich	adoitar	gewöhnlich	V	ADJ
adoitan	meist	adoitar	meist	V	ADV
ducias	dutzend	ducia	dutzend	N	ADJ
ducias	dutzenden	ducia	dutzend	N	ADJ;PL
ducias	dutzende	ducia	dutzende	N	ADJ;NOM;FEM;PL
ensaios	studien	ensalo	studien	N	V;NFIN
supremo	supreme	supremo	supreme	N	PROPN;NOM;SG
supremo	höchster	supremo	hoch	N	ADJ
supremo	oberstes	supremo	ober	N	ADJ;NOM;NEUT;SG
supremo	obersten	supremo	ober	N	ADJ
supremo	oberste	supremo	ober	N	ADJ;NOM
supremo	höchste	supremo	hoch	N	ADJ;NOM;FEM;PL
táboa	tisch	táboa	tischen	N	ADJ
táboa	brach	táboa	brechen	N	V;IND;SG;3;PST;FIN
táboa	gebrochen	táboa	brechen	N	V;V.PTCP
táboa	kaputt	táboa	kaputt	N	ADJ
táboa	pleite	táboa	pleit	N	ADJ;NOM
myriad	unzählige	myriad	unzählig	PROPN	ADJ;NOM;FEM;PL
myriad	unzähligen	myriad	unzählig	PROPN	ADJ
inesperado	unerwarteten	inesperar	unerwartet	V	ADJ
inesperado	unerwartet	inesperar	unerwartet	V	ADJ
inesperado	unerwarteter	inesperar	unerwartet	V	ADJ
inesperado	unerwartete	inesperar	unerwartet	V	ADJ;NOM;FEM;PL
inesperado	unerwartetes	inesperar	unerwartet	V	ADJ;NOM;NEUT;SG
deunos	gab	deuno	geben	N	V;IND;SG;3;PST;FIN
deunos	gaben	deuno	geben	N	V;IND;PL;3;PST;FIN
madrugada	vormittags	madrugar	vormittags	V	ADV
madrugada	morgens	madrugar	morgens	V	ADV
madrugada	morgen	madrugar	morgen	V	ADV
madrugada	vormittag	madrugar	vormittag	V	ADV
illamento	isolieren	illamento	isolieren	N	V;NFIN
illamento	isolation	illamento	isolation	N	
illamento	isoliert	illamento	isolieren	N	ADJ;V.PTCP
baratos	preiswert	barato	preiswert	N	ADJ
baratos	billige	barato	billig	N	ADJ;NOM;FEM;PL
baratos	günstige	barato	günstig	N	ADJ;NOM;FEM;PL
baratos	günstig	barato	günstig	N	ADJ
baratos	billig	barato	billig	N	ADJ
baratos	billiger	barato	billig	N	ADJ
aparellos	vorrichtungen	aparello	vorrichtungen	N	V;NFIN
aparellos	endgeräte	aparello	endgerät	N	
corporal	body	corporal	body	ADJ	PROPN;NOM;SG
corporal	körper	corporal	körp	ADJ	
corporal	stelle	corporal	stellen	ADJ	V;IND;SG;3;PRS;FIN
negociacións	verhandlungen	negociación	verhandlingen	N	V
competición	wettbewerb	competición	wettbewerb	N	ADV
fainos	mache	faino	machen	N	V;IND;SG;3;PRS;FIN
fainos	make	faino	maken	N	PROPN
fainos	machen	faino	machen	N	V;NFIN
tenden	tendenziell	tender	tendenziell	V	ADJ
posicións	stellt	posición	stellen	N	V;IND;SG;3;PRS;FIN
posicións	posen	posición	pos	N	PROPN
posicións	standpunkte	posición	standpunkt	N	V;IND;PL;3;PST;FIN
posicións	positionen	posición	position	N	V;NFIN
harvard	harvard	harvard	harvard	V	PROPN;NOM;MASC;SG
seriamente	ernst	seriamente	ernst	ADV	PROPN
seriamente	ernsthaft	seriamente	ernsthaft	ADV	ADJ
seriamente	ernstlich	seriamente	ernstlich	ADV	ADJ
pides	ihr	peder	ihr	V	PRO;NOM;MASC;SG
pides	dich	peder	du	V	
pides	du	peder	du	V	PRO;NOM;SG;2
pides	dir	peder	dur	V	
pides	sie	peder	sie	V	PRO;NOM;FEM;SG;3
axudas	helfen	axuda	helfen	N	V;NFIN
axudas	hilfen	axuda	halfen	N	V;NFIN
axudas	help	axuda	help	N	PROPN
deixara	linke	deixar	linker	V	ADJ;NOM;FEM;PL
deixara	linker	deixar	link	V	ADJ
deixara	links	deixar	links	V	ADV
deixara	linken	deixar	link	V	ADJ;MASC;PL
deixara	let	deixar	let	V	PROPN
rematan	end	rematar	end	V	
rematan	ende	rematar	ende	V	N;ACC;NEUT;SG
amarelos	gelb	amarelo	gelb	N	ADJ
amarelos	gelben	amarelo	gelb	N	
xenocidio	völkermord	xenocidio	völkermord	N	PROPN
racial	rassen	racial	rassen	ADJ	N;NOM;PL
racial	rasse	racial	rassen	ADJ	
racial	wettrennen	racial	wettrennen	ADJ	V;NFIN
racial	rasse	racial	rassen	ADJ	
racial	rennen	racial	rennen	ADJ	V;NFIN
racial	race	racial	race	ADJ	
sinxelos	einfaches	sinxelo	einfach	N	ADJ;NOM;NEUT;SG
sinxelos	einfacher	sinxelo	einfach	N	ADJ
sinxelos	einfache	sinxelo	einfach	N	ADJ;NOM;FEM;PL
sinxelos	einfach	sinxelo	einfach	N	ADV
sinxelos	einfachen	sinxelo	einfach	N	ADJ;ACC;SG
nixeria	nigeria	nixeria	nigeria	N	PROPN;NOM;NEUT;SG
casco	helm	casco	helm	N	
deberan	sollte	deber	sollen	V	V;IND;SG;3;PST;FIN
deberan	soll	deber	sollen	V	V;IND;SG;3;PRS;FIN
deberan	sollten	deber	sollen	V	V;IND;PL;3;PST;FIN
deberan	sollen	deber	sollen	V	V;IND;PL;3;PRS;FIN
refiro	welche	referir	welch	V	PRO;NOM;SG
refiro	was	referir	was	V	PRO;NOM;NEUT;SG
refiro	welchen	referir	welch	V	PRO;NOM;SG
refiro	mittlere	referir	mittler	V	ADJ;NOM;FEM;PL
refiro	mittelwert	referir	mittelwern	V	
refiro	gemein	referir	gemein	V	ADJ
paisaxes	landschaft	paisaxe	landschaft	N	
paisaxes	landschaften	paisaxe	landschaft	N	ADJ
recoñeceu	anerkannte	recoñecer	anerkannt	V	ADJ;SG
sábese	jedes	sábese	jed	V	PRO;NOM;INDF;NEUT;SG
sábese	jeden	sábese	jed	V	PRO;ACC;INDF;MASC;SG
sábese	jede	sábese	jed	V	PRO;NOM;INDF;FEM;SG
fragmentos	fragment	fragmento	fragment	N	ADJ
fragmentos	bruchstücke	fragmento	bruchstücken	N	ADJ
fragmentos	fragmente	fragmento	fragment	N	ADJ;NOM;SG
atrapar	catch	atrapar	catch	V	PROPN;NOM;SG
atrapar	fang	atrapar	fang	V	
atrapar	fänge	atrapar	fängen	V	
morrían	sie	morrer	sie	V	PRO;NOM;FEM;SG;3
eficacia	effektivität	eficacia	effektivität	N	ADJ
eficacia	wirkungsgrad	eficacia	wirkungsgrad	N	PROPN
eficacia	wirksamkeit	eficacia	wirksamkeit	N	ADJ
eficacia	effizienz	eficacia	effizienz	N	
eficacia	wirkungsgrad	eficacia	wirkungsgrad	N	PROPN
eficacia	effektivität	eficacia	effektivität	N	ADJ
eficacia	effizienz	eficacia	effizienz	N	
debuxar	unentschieden	debuxar	unentschieden	V	ADJ
debuxar	verlosung	debuxar	verlosung	V	N;SG
debuxar	zeichnung	debuxar	zeichnung	V	N;NOM;FEM;SG
desesperada	verzweiflung	desesperar	verzweiflung	V	ADJ
desesperada	verzweifelt	desesperar	verzweifelt	V	ADJ
desesperada	hoffnungslos	desesperar	hoffnungslos	V	ADJ
desesperada	sohn	desesperar	sohnen	V	N;NOM;MASC;SG
balea	wale	balea	wale	N	
balea	wal	balea	wal	N	
nathaniel	nathaniel	nathaniel	nathaniel	PROPN	PROPN;NOM;SG
abren	offene	abren	offen	V	ADJ;NOM;FEM;PL
abren	offen	abren	offen	V	ADJ
abren	open	abren	open	V	
variedade	sorte	variedade	sorten	N	
variedade	vielzahl	variedade	vielzahl	N	ADJ
variedade	abwechslung	variedade	abwechslung	N	ADJ
variedade	sorten	variedade	sorten	N	V;IND;PL;3;FIN
caribe	karibik	caribe	karibik	N	PROPN
recuperación	verwertung	recuperación	verwertung	N	V;IND;SG;3;PRS;FIN
recuperación	erholung	recuperación	erholung	N	ADJ
recuperación	rückforderung	recuperación	Rückforderung	N	ADJ;NOM;FEM;SG
contaminación	verschmutzung	contaminación	verschmutzung	N	
contaminación	umweltverschmutzung	contaminación	umweltverschmutzung	N	ADJ
contaminación	verunreinigung	contaminación	verunreinigung	N	ADJ;SG
contaminación	luftverschmutzung	contaminación	luftverschmutzung	N	ADJ
caio	caius	caio	caius	V	PROPN;NOM;MASC;SG
texas	texas	texa	texas	PROPN	PROPN;NOM;NEUT;SG
pedazos	stück	pedazo	stück	N	ADJ
pedazos	stückzahl	pedazo	stückzahl	N	ADJ
pedazos	stücke	pedazo	stücken	N	
pedazos	teile	pedazo	teilen	N	ADV
bases	grundlagen	base	grundlagen	N	V;NFIN
bases	stützpunkte	base	stützpunkt	N	ADJ;PL
bases	basen	base	base	N	
bici	fahrräder	bici	fahrräd	PROPN	ADJ
bici	radtour	bici	radtour	PROPN	V;IND;SG;3;PRS;FIN
bici	motorrad	bici	motorrad	PROPN	
bici	fahrrad	bici	Fahrrad	PROPN	ADJ
bici	radfahren	bici	radfahren	PROPN	V;NFIN
admito	gestehe	admito	gestehen	ADV	V;IND;SG;3;PRS;FIN
admito	zugeben	admito	zugeben	ADV	V;NFIN
admito	gestehen	admito	gestehen	ADV	V;NFIN
admito	eingestehen	admito	eingestehen	ADV	V;NFIN
foxe	away	foxe	away	V	PROPN
foxe	weg	foxe	weg	V	ADV
minte	liegend	minte	liegend	V	ADJ
minte	lie	minte	lie	V	
minte	lüge	minte	lügen	V	
hail	hagel	hail	hagel	PROPN	
hail	heil	hail	heil	PROPN	
exercicios	übungen	exercicio	übungen	N	V;NFIN
lixeiramente	geringfügig	lixeiramente	geringfügig	ADV	ADJ
lixeiramente	leicht	lixeiramente	leicht	ADV	ADJ
ventos	winden	vento	winden	N	
ventos	wind	vento	wind	N	ADV
ventos	winde	vento	wehden	N	
dixéronlle	sagte	dixéronlle	sagen	PROPN	V;IND;SG;3;PST;FIN
dixéronlle	erzählt	dixéronlle	erzählen	PROPN	V;V.PTCP
dixéronlle	erzählte	dixéronlle	erzählen	PROPN	V;IND;SG;3;PST;FIN
dixéronlle	gesagt	dixéronlle	sagen	PROPN	V;V.PTCP
dixéronlle	sie	dixéronlle	sie	PROPN	PRO;NOM;FEM;SG;3
atopen	sie	atopar	sie	V	PRO;NOM;FEM;SG;3
cambialo	ändern	cambialo	ändern	PROPN	V;NFIN
cambialo	wechseln	cambialo	wechseln	PROPN	V;NFIN
cambialo	wechsel	cambialo	wechsel	PROPN	ADV
cambialo	veränderung	cambialo	veränderung	PROPN	N;NOM;FEM;SG
cambialo	änderung	cambialo	änderung	PROPN	N;NOM;FEM;SG
fundación	gründung	fundación	gründung	N	ADJ
fundación	foundation	fundación	foundation	N	PROPN;NOM;SG
fundación	grundlage	fundación	grundlage	N	ADJ;NOM;SG
construir	build	construir	build	V	PROPN
construir	bauwesen	construir	bauwesen	V	
construir	baugewerbe	construir	baugewerbe	V	
construir	gebäude	construir	gebäude	V	ADJ
farrapos	lumpen	farrapo	lumpen	N	V;NFIN
farrapos	fetzen	farrapo	fetzen	N	V;NFIN
farrapos	lappen	farrapo	lappen	N	V;NFIN
traballaban	arbeitszeit	traballar	arbeitszeit	V	
tiveran	habe	ter	haben	V	V;SBJV;SG;3;PRS;FIN
tiveran	sie	ter	sie	V	PRO;NOM;FEM;SG;3
ainda	still	ainda	still	ADV	ADJ
usala	verwendung	usalar	verwendung	V	N;SG
usala	nutzung	usalar	nutzung	V	N;NOM;FEM;SG
usala	gebrauch	usalar	gebrauch	V	ADJ
optimista	optimismus	optimista	optimismus	ADJ	ADV
normalidade	normalerweise	normalidade	normalerweise	N	ADV
cadela	hunde	cadela	hund	N	
cadela	hündin	cadela	hündin	N	
cadela	schlampe	cadela	schlamp	N	ADJ;NOM
cadela	zicke	cadela	zicken	N	
cadela	hündin	cadela	hündin	N	
cadela	bitch	cadela	bitch	N	PROPN;NOM;SG
encantaríame	love	encantaríame	love	V	PROPN
encantaríame	liebe	encantaríame	lieb	V	PROPN;NOM;SG
encantaríame	liebes	encantaríame	lieb	V	;NOM;SG
encantaríame	liebste	encantaríame	lieb	V	ADJ
virtude	tugend	virtude	tugend	N	
perigos	gefahren	perigo	fahren	N	V;V.PTCP
intencións	absicht	intención	absechen	N	
intencións	absichten	intención	absichten	N	V;NFIN
intencións	vorsätze	intención	vorsätzen	N	
cursos	kurse	curso	kürsen	N	ADJ
cursos	sprachkurse	curso	sprachkurs	N	
cursos	golfplätze	curso	golfplätzen	N	
cursos	seminaren	curso	seminar	N	
cursos	seminare	curso	seminar	N	ADJ;NOM
lembrades	merken	lembrade	merken	N	V;NFIN
lembrades	erinnern	lembrade	erinnern	N	V;NFIN
lembrades	ihr	lembrade	ihr	N	PRO;NOM;MASC;SG
lembrades	dich	lembrade	du	N	
lembrades	du	lembrade	du	N	PRO;NOM;SG;2
lembrades	dir	lembrade	dur	N	
lembrades	sie	lembrade	sie	N	PRO;NOM;FEM;SG;3
willie	willy	willie	willy	PROPN	PROPN;NOM;MASC;SG
willie	willie	willie	willie	PROPN	PROPN;NOM;MASC;SG
dick	schwanz	dick	schwanzen	PROPN	N
dick	dick	dick	dick	PROPN	ADJ
herbas	gras	herba	gras	N	
herbas	grass	herba	graß	N	
herbas	rasen	herba	rasen	N	
herbas	kräuter	herba	kräut	N	ADJ
herbas	kräutern	herba	kräutern	N	V;NFIN
howard	howard	howard	howard	PROPN	PROPN;NOM;MASC;SG
golpear	strike	golpear	strik	V	
golpear	streik	golpear	streik	V	N;SG
golpear	schlag	golpear	schlagen	V	
golpear	streiks	golpear	streiks	V	N;NOM
computadora	informatik	computar	informatik	N	PROPN
computadora	computer	computar	computer	N	ADJ
computadora	rechner	computar	rechner	N	
contactar	kontaktaufnahme	contactar	kontaktaufnahme	V	ADJ;SG
contactar	kontakte	contactar	kontakt	V	ADJ
contactar	kontakt	contactar	kontakt	V	N;NOM;SG
contactar	ansprechpartner	contactar	ansprechpartner	V	ADJ
preocúpame	sorgen	preocúpame	sorgen	PROPN	V;NFIN
preocúpame	sorge	preocúpame	sorgen	PROPN	
arquitecto	architekten	arquitecto	architekt	N	ADJ
arquitecto	architekt	arquitecto	architekt	N	ADJ
arquitecto	baumeister	arquitecto	baumeister	N	ADJ
catedral	dom	catedral	dom	N	PROPN;NOM;MASC;SG
catedral	kathedrale	catedral	kathedrale	N	;NOM
comparar	vergleich	comparar	vergleich	V	ADJ
comparar	vergleiche	comparar	vergleichen	V	
xogador	player	xogador	player	N	PROPN
xogador	spieler	xogador	spieler	N	ADJ
xogador	spieler	xogador	spieler	N	ADJ
computadores	informatik	computador	informatik	N	PROPN
computadores	computer	computador	computer	N	ADJ
computadores	computern	computador	computer	N	V;NFIN
computadores	rechner	computador	rechner	N	
computadores	pendler	computador	pendler	N	ADJ
durmía	schlaf	durmía	schlafen	V	
durmía	nachtruhe	durmía	nachtruhe	V	ADJ
élle	betreuung	élle	betreuung	V	N;SG
élle	pflege	élle	pfleg	V	
élle	care	élle	care	V	PROPN;NOM;SG
élle	she	élle	she	V	PROPN
élle	sie	élle	sie	V	PRO;NOM;FEM;SG;3
élle	don	élle	don	V	PROPN;NOM;MASC;SG
entren	erhalten	entren	erhalten	V	ADJ;V.PTCP
parentes	verwandten	parente	verwandt	N	V;PL;FIN
parentes	angehörige	parente	angehörig	N	ADJ;NOM;FEM;PL
parentes	verwandtschaft	parente	verwandtschaft	N	ADJ
parentes	verwandte	parente	verwenden	N	
parentes	angehörigen	parente	angehörig	N	V;IND;PL;3;FIN
bailes	tanzt	baile	tanzen	N	V;IND;SG;3;PRS;FIN
empezaron	sie	empezar	sie	V	PRO;NOM;FEM;SG;3
estadio	stadium	estadio	stadium	N	ADJ
estadio	arena	estadio	arena	N	
ocuparme	nehmen	ocuparme	nehmen	PROPN	V;NFIN
ocuparme	übernehmen	ocuparme	übernehmen	PROPN	V;NFIN
ocuparme	nimm	ocuparme	nehmen	PROPN	V;IND;SG;2;PRS;FIN
ocuparme	nehme	ocuparme	nehmen	PROPN	V;IND;SG;3;PRS;FIN
ocuparme	betreuung	ocuparme	betreuung	PROPN	N;SG
ocuparme	pflege	ocuparme	pfleg	PROPN	
ocuparme	care	ocuparme	care	PROPN	PROPN;NOM;SG
atópanse	sind	atópanse	sein	PROPN	V;IND;PL;3;PRS;FIN
fósemos	wurden	fósemo	werden	V	V;IND;PL;3;PST;FIN;PASS
fósemos	waren	fósemo	sein	V	V;IND;PL;3;PST;FIN
obstáculos	hürden	obstáculo	hürden	N	V;NFIN
sinxelamente	schlicht	sinxelamente	schlicht	ADV	ADJ
sinxelamente	just	sinxelamente	just	ADV	PROPN;NOM;SG
variedades	sorten	variedade	sorten	N	V;IND;PL;3;FIN
estupidez	dummheit	estupidez	dummheit	N	
estupidez	torheit	estupidez	torheit	N	PROPN
sabiades	tat	sabiar	tun	N	V;IND;SG;3;PST;FIN
sabiades	hast	sabiar	haben	N	V;IND;SG;3;PRS;FIN
sabiades	weiß	sabiar	wissen	N	V;IND;SG;3;PRS;FIN
sabiades	kenn	sabiar	kenn	N	V;IND;SG;3;FIN
sabiades	wissen	sabiar	wissen	N	V;NFIN
sabiades	weiss	sabiar	wissen	N	
sabiades	kennen	sabiar	kennen	N	V;NFIN
sabiades	ihr	sabiar	ihr	N	PRO;NOM;MASC;SG
sabiades	dich	sabiar	du	N	
sabiades	du	sabiar	du	N	PRO;NOM;SG;2
sabiades	dir	sabiar	dur	N	
sabiades	sie	sabiar	sie	N	PRO;NOM;FEM;SG;3
hamburguesa	hamburger	hamburguesa	hamburger	N	PROPN
deitados	liegen	deitado	liegen	N	V;NFIN
deitados	lügen	deitado	lügen	N	V;NFIN
deitados	liegend	deitado	liegend	N	ADJ
deitados	sofas	deitado	sofas	N	
deitados	liegen	deitado	liegen	N	V;NFIN
razas	wettrennen	raza	wettrennen	N	V;NFIN
razas	rennen	raza	rennen	N	V;NFIN
razas	rain	raza	rain	N	PROPN
razas	regen	raza	rege	N	V;NFIN
razas	regenwasser	raza	regenwasser	N	ADJ
pulmón	lunge	pulmón	lunge	N	
pulmón	lungenkrebs	pulmón	lungenkrebs	N	ADJ
pulmón	lung	pulmón	lung	N	
pulmón	lungen	pulmón	lang	N	V;NFIN
detectar	erkennung	detectar	erkennung	V	ADJ
cambiará	will	cambiar	wollen	V	V;IND;SG;3;PRS;FIN
cambiará	werden	cambiar	werden	V	V;NFIN;PASS
cambiará	wird	cambiar	werden	V	V;IND;SG;3;PRS;FIN;PASS
cambiará	wille	cambiar	willen	V	
cambiará	werde	cambiar	werden	V	V;SBJV;SG;3;PRS;FIN
cambiará	wechsel	cambiar	wechsel	V	ADV
cambiará	veränderung	cambiar	veränderung	V	N;NOM;FEM;SG
cambiará	änderung	cambiar	änderung	V	N;NOM;FEM;SG
atendendo	entsprechend	atender	entsprechend	V	ADJ
atendendo	gemäß	atender	gemäß	V	
atendendo	laut	atender	laut	V	ADP
catástrofe	katastrophen	catástrofe	katastrophen	N	V;NFIN
catástrofe	desaster	catástrofe	desaster	N	ADJ
descuberta	entdeckungsreise	descuberta	entdeckungsreise	V	;SG
descuberta	entdeckung	descuberta	entdeckung	V	N;SG
descuberta	discovery	descuberta	discovery	V	
voluntario	ehrenamtlich	voluntario	ehrenamtlich	N	ADJ
voluntario	freiwillig	voluntario	freiwillig	N	ADJ
voluntario	freiwilliger	voluntario	freiwillig	N	ADJ
voluntario	freiwillige	voluntario	freiwillig	N	ADJ;NOM;FEM;PL
voluntario	freiwilligen	voluntario	freiwillig	N	ADJ
ímoslle	lassen	ímoslle	lassen	PROPN	V;NFIN
ímoslle	zulassen	ímoslle	zulassen	PROPN	V;NFIN
ímoslle	lass	ímoslle	laß	PROPN	V;IND;SG;2;PRS;FIN
