que	那	que	那	PRO	DET
representación	代表	representación	代表	N	V
fármaco	那	fármaco	那	N	DET
porqué	為何	porqué	為何	ADV	
porqué	為	porqué	為	ADV	ADP
porqué	為	porqué	為	ADV	ADP
intentalo	嘗試	intentalo	嘗試	PROPN	V
intentalo	嘗試	intentalo	嘗試	PROPN	V
intentalo	試試	intentalo	試試	PROPN	V
simpático	尼斯	simpático	尼斯	ADJ	PROPN
simpático	搞笑	simpático	搞笑	ADJ	N
simpático	好笑	simpático	好笑	ADJ	N
raio	雷	raio	雷	N	PROPN
raio	ray	raio	ray	N	
semellantes	類似	semellante	類似	ADJ	V
semellantes	相似	semellante	相似	ADJ	V
semellantes	那	semellante	那	ADJ	DET
leu	閱讀	leu	閱讀	V	N
leu	她	leu	她	V	PRO;3
piloto	飛行	piloto	飛行	N	V
piloto	駕駛	piloto	駕駛	N	V
augas	飲水	auga	飲水	N	V
escribín	寫作	escribir	寫作	V	N
constitución	正	constitución	正	N	PART
voto	表決	voto	表決	N	V
voto	投票	voto	投票	N	V
voto	說	voto	說	N	V
tristeza	只	tristeza	只	N	ADV
tristeza	只有	tristeza	只有	N	ADP
ambición	抱	ambición	抱	N	V
ilegal	非	ilegal	非	ADJ	PROPN
ilegal	入境	ilegal	入境	ADJ	V
depósito	保證	depósito	保證	N	V
depósito	存	depósito	存	N	V
depósito	存款	depósito	存款	N	V
depósito	押金	depósito	押金	N	V
regular	定期	regular	定期	V	N
regular	經常	regular	經常	V	ADV
escrita	寫作	escribir	寫作	V	N
repetir	重復	repetir	重復	V	N
repetir	只	repetir	只	V	ADV
repetir	只要	repetir	只要	V	ADP
repetir	那	repetir	那	V	DET
repetir	再次	repetir	再次	V	ADV
repetir	任何	repetir	任何	V	DET
repetir	多	repetir	多	V	
repetir	更多	repetir	更多	V	ADJ
repetir	更	repetir	更	V	ADV
importan	護理	importar	護理	V	N
importan	關心	importar	關心	V	N
importan	關於	importar	關於	V	ADP
importan	唐	importar	唐	V	PROPN
importan	don	importar	don	V	
importan	頭腦	importar	頭腦	V	N
importan	心靈	importar	心靈	V	N
tratan	關於	tratar	關於	V	ADP
israel	以色列	israel	以色列	PROPN	PROPN
sobe	急	sober	急	V	N
decide	她	decidir	她	V	PRO;3
of	語音	of	語音	PROPN	N
of	嗓子	of	嗓子	PROPN	N
of	聲音	of	聲音	PROPN	N
of	島	of	島	PROPN	PROPN
responde	答	responder	答	V	N
responde	答案	responder	答案	V	N
responde	你	responder	你	V	PRO;2
descoñecido	陌生	descoñecido	陌生	N	ADJ
descoñecido	未	descoñecido	未	N	ADV;NEG
descoñecido	不	descoñecido	不	N	ADV;NEG
pareceu	那	parecer	那	V	DET
pareceu	思想	parecer	思想	V	N
miraba	她	mirabar	她	V	PRO;3
miraba	手錶	mirabar	手錶	V	N
fixéchelo	完成	fixéchelo	完成	N	V
fixéchelo	你	fixéchelo	你	N	PRO;2
empezo	首先	empezo	首先	V	
empezo	第一	empezo	第一	V	NUM
comprobar	測試	comprobar	測試	V	N
comprobar	試驗	comprobar	試驗	V	N
comprobar	測驗	comprobar	測驗	V	N
comprobar	支票	comprobar	支票	V	N
baixou	往下	baixar	往下	V	N
baixou	向	baixar	向	V	ADP
baixou	關	baixar	關	V	PROPN
gravar	唱片	gravar	唱片	V	N
gravar	紀錄	gravar	紀錄	V	N
gravar	右	gravar	右	V	N
gravar	電影	gravar	電影	V	N
gravar	膠片	gravar	膠片	V	N
gravar	影片	gravar	影片	V	N
aplicación	app	aplicación	app	N	
aplicación	撰寫	aplicación	撰寫	N	V
aplicación	寫	aplicación	寫	N	V
aplicación	寫信	aplicación	寫信	N	V
aplicación	寫入	aplicación	寫入	N	V
aplicación	申請	aplicación	申請	N	V
aplicación	申請	aplicación	申請	N	V
unidades	各	unidade	各	N	DET
colección	收集	colección	收集	N	V
colección	設	colección	設	N	V
colección	設定	colección	設定	N	V
longos	久	longo	久	ADJ	N
longos	長	longo	長	ADJ	PART
tirou	擲	ter	擲	V	N
produtor	製片	produtor	製片	N	V
produtor	製片	produtor	製片	N	V
colectiva	集體	colectivo	集體	ADJ	N
apostas	你	aposta	你	N	PRO;2
apostas	打賭	aposta	打賭	N	V
apostas	投注	aposta	投注	N	V
iría	她	ir	她	V	PRO;3
cheira	氣味	cheira	氣味	V	N
cheira	味道	cheira	味道	V	N
cheira	聞	cheira	聞	V	
discos	記錄	disco	記錄	N	V
discos	記錄	disco	記錄	N	V
pomba	鳩	pomba	鳩	N	PROPN
mafia	暴徒	mafia	暴徒	PROPN	N
mafia	暴民	mafia	暴民	PROPN	N
mafia	黑手	mafia	黑手	PROPN	N
avisar	警告	avisar	警告	V	N
avisar	電話	avisar	電話	V	N
avisar	通話	avisar	通話	V	N
avisar	你	avisar	你	V	PRO;2
pontes	橋	ponte	橋	N	PROPN
vindeira	下	vindeira	下	ADJ	DET
conspiración	共謀	conspiración	共謀	N	V
pagou	bill	pagar	bill	V	
pagou	法案	pagar	法案	V	N
viñese	這裡	viñer	這裡	V	PRO
viñese	她	viñer	她	V	PRO;3
confesar	懺悔	confesar	懺悔	V	N
confesar	坦白	confesar	坦白	V	
cineclube	字幕	cineclubir	字幕	PROPN	N
compostela	終	compostela	終	PROPN	N
compostela	結尾	compostela	結尾	PROPN	N
compostela	結束	compostela	結束	PROPN	V
compostela	字幕	compostela	字幕	PROPN	N
heite	你	heite	你	PROPN	PRO;2
prato	主要	prato	主要	N	ADV
berros	哭	berro	哭	N	V
berros	哭	berro	哭	N	V
dígoche	你	dígoche	你	V	PRO;2
dígoche	重復	dígoche	重復	V	N
farta	生病	farta	生病	N	V
anoxado	生氣	anoxar	生氣	V	N
anoxado	怒	anoxar	怒	V	N
anoxado	憤怒	anoxar	憤怒	V	ADJ
peche	關閉	peche	關閉	N	V
toquio	東京	toquio	東京	PROPN	PROPN
katherine	katherine	katherine	katherine	N	
vd	你	vd	你	PROPN	PRO;2
déixaa	讓	déixar	讓	N	V;CAUS
déixaa	她	déixar	她	N	PRO;3
déixaa	休假	déixar	休假	N	V
déixaa	離開	déixar	離開	N	V
soubo	從	soubo	從	V	ADP
soubo	從	soubo	從	V	ADP
soubo	從來	soubo	從來	V	ADV
hitler	希特勒	hitler	希特勒	PROPN	PROPN
actor	演戲	actor	演戲	N	V
actor	代理	actor	代理	N	V
gado	向	gado	向	N	ADP
juan	juan	juan	juan	PROPN	
s	mills	s	mills	N	
apetece	讚	apetecer	讚	V	
apetece	就	apetecer	就	V	ADV
apetece	像	apetecer	像	V	ADP
apetece	感覺	apetecer	感覺	V	N
apetece	想要	apetecer	想要	V	
coñecelo	你	coñecelo	你	N	PRO;2
acabe	終	acabar	終	V	N
acabe	結尾	acabar	結尾	V	N
acabe	當	acabar	當	V	ADP
detective	偵探	detective	偵探	N	V
detective	私人	detective	私人	N	ADJ
micho	kitty	micho	kitty	N	
chinatown	唐人	chinatown	唐人	N	PROPN
chinatown	華埠	chinatown	華埠	N	PROPN
xenerais	lecomte	xeneral	lecomte	N	
xenerais	兩	xeneral	兩	N	NUM
xenerais	兩	xeneral	兩	N	NUM
xenerais	二	xeneral	二	N	NUM
xenerais	被	xeneral	被	N	V;PASS
xenerais	排行	xeneral	排行	N	V
xenerais	排名	xeneral	排名	N	V
asedio	包圍	asedio	包圍	N	V
asedio	圍困	asedio	圍困	N	V
asedio	圍攻	asedio	圍攻	N	V
fornos	爐子	forno	爐子	N	PROPN
fornos	爆炸	forno	爆炸	N	V
fornos	爆	forno	爆	N	V
camiñantes	white	camiñante	white	N	
gnomo	imp	gnomo	imp	N	
drogo	將	drogo	將	N	V;CAUS
drogo	威爾	drogo	威爾	N	PROPN
formación	訓練	formación	訓練	N	V
afganistán	阿富汗	afganistán	阿富汗	PROPN	PROPN
cerebral	腦子	cerebral	腦子	ADJ	N
cerebral	大腦	cerebral	大腦	ADJ	N
cerebral	腦	cerebral	腦	ADJ	N
cerebral	腦	cerebral	腦	ADJ	N
preguntarme	問	preguntarme	問	V	
complexo	複雜	complexo	複雜	N	ADJ
típico	典型	típico	典型	ADJ	N
habitual	平時	habitual	平時	ADJ	N
curar	治癒	curar	治癒	V	N
morais	道義	moral	道義	ADJ	N
morais	道德	moral	道德	ADJ	N
nacionais	national	nacional	national	ADJ	
nacionais	國家	nacional	國家	ADJ	N
lembranzas	回憶	lembranza	回憶	N	V
puidesen	她們	poder	她	V	PRO;PL;3
puidesen	他們	poder	他	V	PRO;PL;3
puidesen	它們	poder	它	V	PRO;PL;3
principais	少校	principal	少校	ADJ	N
principais	主要	principal	主要	ADJ	ADV
principais	主修	principal	主修	ADJ	V
escuras	黑	escura	黑	ADJ	N
escuras	暗	escura	暗	ADJ	N
escuras	黑暗	escura	黑暗	ADJ	N
repente	全部	repente	全部	ADV	DET
repente	所有	repente	所有	ADV	DET
repente	all	repente	all	ADV	
velas	見	vela	見	N	V
velas	帆	vela	帆	N	PROPN
activa	積極	activo	積極	N	
amosarlles	展示	amosarles	展示	N	V
amosarlles	顯示	amosarles	顯示	N	V
amosarlles	show	amosarles	show	N	
amosarlles	你	amosarles	你	N	PRO;2
especiais	特別	especial	特別	ADJ	ADV
volvendo	背	volver	背	V	
volvendo	回	volver	回	V	PROPN
errado	錯	errar	錯	N	
asociación	結社	asociación	結社	N	V
comprensión	理解	comprensión	理解	N	V
comprensión	諒解	comprensión	諒解	N	V
steve	steve	stavar	steve	PROPN	
estudio	錄音	estudio	錄音	N	V
estudio	studio	estudio	studio	N	
estudio	工作	estudio	工作	N	V
policial	警方	policial	警方	ADJ	N
policial	警務	policial	警務	ADJ	N
policial	警察	policial	警察	ADJ	N
mortal	致命	mortal	致命	ADJ	N
casamento	結婚	casamento	結婚	N	V
xénero	將	xénero	將	N	V;CAUS
xénero	威爾	xénero	威爾	N	PROPN
permiten	容許	permitir	容許	V	ADP
poñerse	獲取	poñer	獲取	PROPN	V
poñerse	獲得	poñer	獲得	PROPN	V
poñerse	得到	poñer	得到	PROPN	V
estadounidenses	美式	estadounidenses	美式	ADJ	N
seria	認真	seria	認真	ADJ	N
ray	雷	ray	雷	PROPN	PROPN
ray	ray	ray	ray	PROPN	
respectar	尊重	respectar	尊重	V	N
deberes	作業	deber	作業	V	N
deberes	功課	deber	功課	V	N
deberes	職責	deber	職責	V	N
oculta	隱藏	oculto	隱藏	V	N
rebelión	反叛	rebelión	反叛	N	V
sofren	她們	sofrer	她	V	PRO;PL;3
sofren	他們	sofrer	他	V	PRO;PL;3
sofren	它們	sofrer	它	V	PRO;PL;3
aqui	這裡	aqui	這裡	PROPN	PRO
tí	你	tí	你		PRO;2
jacques	雅克	jacque	雅克	N	PROPN
jacques	jacques	jacque	jacques	N	
coñecidos	已	coñecer	已	V	ADV
busco	尋找	busco	尋找	N	V
criado	傭人	criar	傭人	V	N
bolso	包	bolso	包	N	PROPN
bolso	手提	bolso	手提	N	V
pensión	退休	pensión	退休	N	V
pensión	養老	pensión	養老	N	V
ri	笑	rir	笑	V	N
gobernador	高	gobernador	高	N	PROPN
balde	free	balde	free	N	
balde	演唱	balde	演唱	N	V
fuxiu	從	fuxiu	從	V	ADP
comprendes	你	comprender	你	N	PRO;2
quedas	你	queda	你	N	PRO;2
chantaxe	敲詐勒索	chantaxe	敲詐勒索	N	PROPN
chantaxe	敲詐	chantaxe	敲詐	N	V
chantaxe	勒索	chantaxe	勒索	N	V
donos	所有	dono	所有	N	DET
vasme	你	vasme	你	PROPN	PRO;2
chover	雨	chover	雨	V	N
chover	下雨	chover	下雨	V	N
chover	雨水	chover	雨水	V	N
chover	下雨	chover	下雨	V	N
sospeitoso	嫌犯	sospeitoso	嫌犯	ADJ	N
sospeitoso	嫌疑	sospeitoso	嫌疑	ADJ	N
sospeitoso	疑犯	sospeitoso	疑犯	ADJ	V
acusados	這些	acusar	這些	V	DET
triunfo	凱旋	triunfo	凱旋	N	PROPN
saberás	你	saber	你	V	PRO;2
horror	恐怖	horror	恐怖	PROPN	N
annie	annie	annie	annie	PROPN	
enfermeira	護士	enfermeiro	護士	ADJ	N
propietarios	所有	propietario	所有	N	DET
volviches	你	volviche	你	N	PRO;2
volviches	背	volviche	背	N	
volviches	回	volviche	回	N	PROPN
corporación	公開	corporación	公開	N	V
alxeria	阿爾及利亞	alxeria	阿爾及利亞	N	PROPN
gustaríanos	讚	gustaríano	讚	V	
gustaríanos	就	gustaríano	就	V	ADV
gustaríanos	像	gustaríano	像	V	ADP
comunal	公社	comunal	公社	ADJ	N
corten	切	cortar	切	V	ADV
corten	關	cortar	關	V	PROPN
corten	她	cortar	她	V	PRO;3
ric	ric	ric	ric	PROPN	
embarazada	孕婦	embarazar	孕婦	V	N
campamento	露營	campamento	露營	N	V
conscientes	自覺	consciente	自覺	ADJ	
conseguilo	獲取	conseguilo	獲取	ADV	V
conseguilo	獲得	conseguilo	獲得	ADV	V
conseguilo	得到	conseguilo	得到	ADV	V
exemplos	舉例	exemplo	舉例	N	V
caen	秋季	caer	秋季	V	N
caen	秋天	caer	秋天	V	N
patrick	patrick	patrick	patrick	PROPN	
divertida	搞笑	diverter	搞笑	V	N
divertida	好笑	diverter	好笑	V	N
divertida	好	diverter	好	V	ADJ
divertida	樂趣	diverter	樂趣	V	N
decidiron	她們	decidir	她	V	PRO;PL;3
decidiron	他們	decidir	他	V	PRO;PL;3
decidiron	它們	decidir	它	V	PRO;PL;3
pódelo	你	pódelo	你	N	PRO;2
fixeran	她們	facer	她	V	PRO;PL;3
fixeran	他們	facer	他	V	PRO;PL;3
fixeran	它們	facer	它	V	PRO;PL;3
débil	弱	débil	弱	ADJ	PART
débil	弱者	débil	弱者	ADJ	N
ausencia	缺席	ausencia	缺席	N	V
semellan	讚	semellar	讚	V	
semellan	就	semellar	就	V	ADV
semellan	像	semellar	像	V	ADP
foses	你	fose	你	V	PRO;2
esperamos	hope	esperar	hope	V	
lembranza	回憶	lembranza	回憶	N	V
estarían	她們	estar	她	V	PRO;PL;3
estarían	他們	estar	他	V	PRO;PL;3
estarían	它們	estar	它	V	PRO;PL;3
conte	你	conte	你	V	PRO;2
abertas	開	abrir	開	V	
bloque	block	bloque	block	N	
cuarta	第四	cuarto	第四	ADJ	NUM
magnífico	華麗	magnífico	華麗	ADJ	N
negación	拒絕	negación	拒絕	N	V
negación	否定	negación	否定	N	V
negación	否認	negación	否認	N	V
identificación	識別	identificación	識別	N	V
atopalo	找到	atopalo	找到	N	V
atopalo	尋找	atopalo	尋找	N	V
anciáns	老	ancián	老	N	PART
anciáns	舊	ancián	舊	N	ADJ
anciáns	舊	ancián	舊	N	PART
sorrí	笑	sorrí	笑	V	N
sorrí	微笑	sorrí	微笑	V	N
sorrí	笑容	sorrí	笑容	V	N
esquecerei	元	esquecer	元	V	PROPN
cualquera	任何	cualquera	任何	V	DET
descubrimento	發現	descubrimento	發現	N	V
descubrimento	探索	descubrimento	探索	N	V
tacto	touch	tacto	touch	N	
tacto	摸	tacto	摸	N	V
tacto	觸碰	tacto	觸碰	N	V
tacto	觸	tacto	觸	N	V
tacto	觸動	tacto	觸動	N	V
columna	列	columna	列	N	V
oficinas	辦公	oficina	辦公	N	V
oficinas	辦公	oficina	辦公	N	V
oficinas	辦事	oficina	辦事	N	V
delincuentes	罪犯	delincuente	罪犯	ADJ	N
únicas	只	único	只	ADJ	ADV
únicas	只有	único	只有	ADJ	ADP
canadá	加拿大	canadá	加拿大	PROPN	PROPN
satisfeito	滿意	satisfacer	滿意	V	N
extremo	結束	extremo	結束	N	V
volveuse	她	volveuse	她	V	PRO;3
saudar	你	saudar	你	V	PRO;2
integridade	完整	integridade	完整	N	ADJ
integridade	正直	integridade	正直	N	ADJ
graves	重度	grave	重度	ADJ	N
queiramos	想要	queirar	想要	V	
esperanzas	希望	esperanza	希望	N	V
esperanzas	hope	esperanza	hope	N	
precisión	精確	precisión	精確	N	ADJ
achégate	這裡	achégate	這裡	N	PRO
naquela	那	naquela	那	PROPN	DET
satisfacción	抵償	satisfacción	抵償	N	V
retirada	退	retirada	退	N	V
retirada	撤退	retirada	撤退	N	V
español	西班牙	español	西班牙	ADJ	PROPN
español	西班牙	español	西班牙	ADJ	PROPN
poderán	威爾	poder	威爾	V	PROPN
hugh	休	hugh	休	PROPN	N
claras	清除	claro	清除	ADJ	V
comentarios	評論	comentario	評論	N	V
volveron	背	volver	背	V	
volveron	回	volver	回	V	PROPN
axudarlle	幫助	axudarlle	幫助	N	V
axudarlle	幫忙	axudarlle	幫忙	N	V
axudarlle	你	axudarlle	你	N	PRO;2
esquerdo	左側	esquerdo	左側	ADJ	N
esquerdo	左	esquerdo	左	ADJ	N
esquerdo	左翼	esquerdo	左翼	ADJ	N
esquerdo	左邊	esquerdo	左邊	ADJ	N
acepto	接受	acepto	接受		V
acepto	唐	acepto	唐		PROPN
acepto	don	acepto	don		
ogallá	願望	ogallá	願望	V	N
xenebra	日內瓦	xenebra	日內瓦	N	PROPN
faloume	關於	faloume	關於	V	ADP
faloume	她	faloume	她	V	PRO;3
alimentar	動態	alimentar	動態	V	N
alimentar	飼料	alimentar	飼料	V	N
morrerá	威爾	morrer	威爾	V	PROPN
interno	內心	interno	內心	ADJ	N
interno	內	interno	內	ADJ	N
interno	內	interno	內	ADJ	N
cova	洞	cova	洞	N	PROPN
homicidio	謀殺	homicidio	謀殺	N	V
homicidio	謀殺	homicidio	謀殺	N	V
homicidio	謀殺	homicidio	謀殺	N	V
chove	雨	chove	雨	V	N
chove	下雨	chove	下雨	V	N
chove	雨水	chove	雨水	V	N
divina	華麗	divina	華麗	ADJ	N
comes	你	come	你	PROPN	PRO;2
comes	吃	come	吃	PROPN	V
comes	吃	come	吃	PROPN	V
cargar	負載	cargar	負載	V	N
preocupación	關切	preocupación	關切	N	
queridos	dear	querer	dear	V	
moto	摩托	moto	摩托	PROPN	N
moto	摩托	moto	摩托	PROPN	N
moto	機車	moto	機車	PROPN	N
tokio	東京	tokio	東京	PROPN	PROPN
escoitas	你	escoita	你	N	PRO;2
escoitas	聽著	escoita	聽著	N	V
escoitas	聽	escoita	聽	N	ADP
primo	小	primo	小	N	PART
provisións	供應	provisión	供應	N	V
cazar	獵	cazar	獵	V	N
cazar	hunt	cazar	hunt	V	
cazar	獵	cazar	獵	V	N
rabo	他	rabo	他	N	PRO;3
maria	瑪利亞	maria	瑪利亞	N	PROPN
maria	瑪麗亞	maria	瑪麗亞	N	PROPN
maria	maria	maria	maria	N	
revolucionaria	革命	revolucionario	革命	ADJ	N
mac	mac	mac	mac	PROPN	
enterro	喪葬	enterro	喪葬	N	V
enterro	葬	enterro	葬	N	V
enterro	埋葬	enterro	埋葬	N	V
enterro	喪葬	enterro	喪葬	N	V
enterro	喪禮	enterro	喪禮	N	V
entrega	送貨	entrega	送貨	N	V
entrega	投放	entrega	投放	N	V
entrega	交付	entrega	交付	N	V
entrega	交貨	entrega	交貨	N	V
entrega	遞送	entrega	遞送	N	V
esqueza	唐	esquecer	唐	V	PROPN
esqueza	don	esquecer	don	V	
ocupa	一	ocupar	一	V	NUM
ocupa	one	ocupar	one	V	
ocupa	一	ocupar	一	V	NUM
walker	walker	walker	walker	PROPN	
gañamos	元	gañar	元	V	PROPN
asustados	害怕	asustado	害怕	ADJ	V
conseguiches	你	conseguiches	你	V	PRO;2
traseira	背	traseiro	背	N	
traseira	回	traseiro	回	N	PROPN
rula	baby	rula	baby	N	PROPN
quieta	仍然	quieto	仍然	N	ADV
quieta	依然	quieto	依然	N	ADV
obradoiro	研討	obradoiro	研討	N	V
impórtame	護理	impórtame	護理	PROPN	N
impórtame	關心	impórtame	關心	PROPN	N
impórtame	唐	impórtame	唐	PROPN	PROPN
impórtame	don	impórtame	don	PROPN	
pescadores	漁夫	pescador	漁夫	N	PROPN
gobernar	細則	gobernar	細則	V	N
may	may	may	may	PROPN	
may	梅	may	梅	PROPN	PROPN
may	五	may	五	PROPN	NUM
may	五	may	五	PROPN	NUM
paguei	付費	paguar	付費	N	V
marqués	侯	marqués	侯	N	PROPN
cálmate	平靜	cálmate	平靜	PROPN	ADJ
cálmate	往下	cálmate	往下	PROPN	N
cálmate	向	cálmate	向	PROPN	ADP
nana	搖籃	nano	搖籃	PROPN	N
ghicho	guy	ghicho	guy	N	
gustábame	讚	gustábame	讚	PROPN	
gustábame	讚	gustábame	讚	PROPN	
gustábame	就	gustábame	就	PROPN	ADV
gustábame	像	gustábame	像	PROPN	ADP
gustábame	喜歡	gustábame	喜歡	PROPN	V
jun	淳	jun	淳	PROPN	PROPN
jun	俊	jun	俊	PROPN	PROPN
bird	伯德	bird	伯德	PROPN	PROPN
bird	鳥	bird	鳥	PROPN	N
tomaron	她們	tomar	她	V	PRO;PL;3
tomaron	他們	tomar	他	V	PRO;PL;3
tomaron	它們	tomar	它	V	PRO;PL;3
potencial	潛在	potencial	潛在	N	V
diabetes	糖尿	diabete	糖尿	PROPN	N
espiritual	靈性	espiritual	靈性	ADJ	N
espiritual	精神	espiritual	精神	ADJ	N
describir	形容	describir	形容	V	N
reaccionar	反應	reaccionar	反應	V	N
creatividade	創造	creatividade	創造	N	V
creatividade	創造	creatividade	創造	N	V
kennedy	肯尼迪	kennedy	肯尼迪	PROPN	PROPN
kennedy	kennedy	kennedy	kennedy	PROPN	
tendencia	趨向	tendencia	趨向	N	V
oístes	你	oíste	你	N	PRO;2
inxustiza	不	inxustiza	不	N	ADV;NEG
recentemente	最近	recente	最近	ADV	N
recentemente	近日	recente	近日	ADV	N
recentemente	近期	recente	近期	ADV	N
concurso	展示	concurso	展示	N	V
concurso	顯示	concurso	顯示	N	V
concurso	show	concurso	show	N	
mecanismos	承諾	mecanismo	承諾	N	
experimentar	體驗	experimentar	體驗	V	N
experimentar	經驗	experimentar	經驗	V	N
lento	慢	lento	慢	ADJ	
times	時代	time	時代	PROPN	N
times	times	time	times	PROPN	
times	時報	time	時報	PROPN	N
debilidade	弱	debilidade	弱	N	PART
debilidade	薄弱	debilidade	薄弱	N	ADJ
debilidade	軟弱	debilidade	軟弱	N	ADJ
básicamente	基本	básicamente	基本	ADV	N
convosco	你	convosco	你	V	PRO;2
investir	投資	investir	投資	V	N
inútiles	無用	inútil	無用	ADJ	V
complexos	複雜	complexo	複雜	N	ADJ
neses	那些	nes	那些	ADV	DET
interpretar	彈	interpretar	彈	V	N
continuación	下	continuación	下	N	DET
continuación	那	continuación	那	N	PRO
continuación	然後	continuación	然後	N	ADV
continuación	那麼	continuación	那麼	N	ADV
visuais	視覺	visual	視覺	ADJ	N
frases	判刑	frase	判刑	N	V
lenta	慢	lento	慢	ADJ	
axentes	代理	axente	代理	N	V
axentes	代理	axente	代理	N	V
separados	分離	separar	分離	ADJ	V
descubriron	她們	descubrir	她	V	PRO;PL;3
descubriron	他們	descubrir	他	V	PRO;PL;3
descubriron	它們	descubrir	它	V	PRO;PL;3
protexido	保護	protexido	保護	ADJ	V
nalgunha	某處	nalgún	某處	DET	N
rusa	俄	rusa	俄	ADJ	PROPN
rusa	俄	rusa	俄	ADJ	PROPN
practicar	實踐	practicar	實踐	V	N
necesaria	必要	necesario	必要	ADJ	N
necesaria	必	necesario	必	ADJ	V
activo	積極	activo	積極	N	
maquillaxe	化妝	maquillaxe	化妝	N	V
poderíase	你	poderíase	你	V	PRO;2
preocuparse	護理	preocuparse	護理	PROPN	N
preocuparse	關心	preocuparse	關心	PROPN	N
preocuparse	關於	preocuparse	關於	PROPN	ADP
estupenda	偉大	estupendar	偉大	N	ADJ
atravesar	透過	atravesar	透過	V	ADP
atravesar	通過	atravesar	通過	V	ADP
vaille	你	vaille	你	V	PRO;2
creando	而且	crear	而且	V	ADV
creando	和	crear	和	V	ADP
creando	還	crear	還	V	ADV
aventura	探險	aventura	探險	N	V
petición	請願	petición	請願	N	V
petición	請願	petición	請願	N	V
petición	上訪	petición	上訪	N	V
petición	請求	petición	請求	N	V
petición	要求	petición	要求	N	V
probalo	嘗試	probalo	嘗試	PROPN	V
probalo	試試	probalo	試試	PROPN	V
sigan	跟	sigar	跟	V	ADP
quentes	溫暖	quente	溫暖	ADJ	N
quentes	暖	quente	暖	ADJ	N
quentes	熱	quente	熱	ADJ	PART
quentes	燙	quente	燙	ADJ	N
confusión	困惑	confusión	困惑	N	V
desprezo	藐視	desprezo	藐視	N	PROPN
equivocada	錯誤	equivocar	錯誤	V	N
equivocada	錯	equivocar	錯	V	
colles	你	colle	你	N	PRO;2
públicas	公眾	público	公眾	ADJ	N
públicas	公開	público	公開	ADJ	V
chamalo	致電	chamalo	致電	N	V
chamalo	打電	chamalo	打電	N	V
chamalo	呼叫	chamalo	呼叫	N	V
volverán	她們	volver	她	V	PRO;PL;3
volverán	他們	volver	他	V	PRO;PL;3
volverán	它們	volver	它	V	PRO;PL;3
volverán	背	volver	背	V	
volverán	回	volver	回	V	PROPN
listaxe	列表	listaxe	列表	N	
tomas	你	toma	你	N	PRO;2
tremer	發抖	tremer	發抖	V	N
colonia	殖民	colonia	殖民	N	V
foca	封	foca	封	N	V
foca	海豹	foca	海豹	N	PROPN
seca	乾燥	seco	乾燥	N	ADJ
miro	觀看	miro	觀看	PROPN	V
miro	手錶	miro	手錶	PROPN	N
fixestes	你	fixeste	你	N	PRO;2
fixestes	完成	fixeste	完成	N	V
aprendiches	你	aprendiches	你	V	PRO;2
aprendiches	學	aprendiches	學	V	N
jay	傑	jay	傑	PROPN	PROPN
jay	jay	jay	jay	PROPN	
signo	簽字	signo	簽字	N	V
signo	簽	signo	簽	N	V
