stregone	ساحر.	stregone	ساحر.	N;MASC;SG	PROPN;NOM;MASC;SG;3
puzzle	بجھارت.	puzzle	بجھارت.	N;MASC	PROPN;NOM;MASC;SG;3
stupore	ہیبت-	stupore	ہیبت-	N;MASC;SG	PROPN;NOM;MASC;SG;3
stupore	تعجب	stupore	تعجب	N;MASC;SG	;NOM;MASC;SG;3
mascotte	مُبارک	mascottere	مُبارک	N;FEM;SG	PROPN;NOM;MASC;SG;3
sciogliere	اتحاد	sciogliere	اتحاد	V;NFIN	N;NOM;MASC;SG;3
sciogliere	گھلنا.	sciogliere	گھلنا.	V;NFIN	
sciogliere	اُڑجانا	sciogliere	اُڑجانا	V;NFIN	PROPN;NOM;MASC;SG;3
sciogliere	پگھلانا.	sciogliere	پگھلان	V;NFIN	PROPN;NOM;MASC;SG;3
sciogliere	جذبات	sciogliere	جذبہ	V;NFIN	N;NOM;MASC;PL;3
sciogliere	دھیما	sciogliere	دھیما	V;NFIN	PROPN;NOM;MASC;SG;3
negazione	تردید.	negazione	تردید.	N;FEM;SG	PROPN;NOM;MASC;SG;3
negazione	تردید.	negazione	تردید.	N;FEM;SG	PROPN;NOM;MASC;SG;3
negazione	بلا	negazione	بلا	N;FEM;SG	
negazione	نقیض	negazione	نقیض	N;FEM;SG	PROPN;NOM;MASC;SG;3
negazione	نا	negazione	نا	N;FEM;SG	
negazione	لاشے	negazione	لاشا	N;FEM;SG	V;MASC;SG;V.PTCP;ACT
negazione	سلب.	negazione	سلب.	N;FEM;SG	PROPN;NOM;MASC;SG;3
negazione	ہیچ.	negazione	ہیچ.	N;FEM;SG	
follow	سمجھنا	follow	سمجھ	N	V;MASC;SG;NFIN;ACT
follow	بوجھنا.	follow	بوجھنا.	N	PROPN;NOM;MASC;SG;3
analogico	وزن	analogico	وزن	ADJ;MASC;SG	N;NOM;MASC;SG;3
chain	جکڑنا	chain	جکڑنا	N	V;MASC;SG;NFIN;ACT
chain	روک	chain	روک	N	V;ACT
chain	پابند	chain	پابند	N	ADJ
onestà	نیکی.	onestà	نیکی.	N;FEM	PROPN;NOM;MASC;SG;3
onestà	کھراپن.	onestà	کھراپن.	N;FEM	PROPN;NOM;MASC;SG;3
mango	انبہ.	mango	انبہ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
mango	انبہ.	mango	انبہ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
mango	آم	mango	آم	N;MASC;SG	PROPN;NOM;MASC;SG;3
sloveni	سلووینیا	sloveno	سلووینیا	N;MASC;PL	PROPN;NOM;MASC;SG;3
reni	گُردہ.	reni	گُردہ.	N;MASC;PL	PROPN;NOM;MASC;SG;3
reni	طبیعت	reni	طبیعت	N;MASC;PL	N;NOM;MASC;SG;3
reni	مزاج	reni	مزاج	N;MASC;PL	N;NOM;MASC;SG;3
reni	کردار	reni	کردار	N;MASC;PL	N;NOM;MASC;SG;3
maglietta	بلاؤز.	maglietta	بلاؤز.	N;FEM;SG	PROPN;NOM;MASC;SG;3
maglietta	بلاؤز.	maglietta	بلاؤز.	N;FEM;SG	PROPN;NOM;MASC;SG;3
maglietta	قمیص	maglietta	قمیص	N;FEM;SG	PROPN;NOM;MASC;SG;3
scorretto	انداز	scorretto	انداز	ADJ;MASC;SG	N;NOM;MASC;SG;3
scorretto	(	scorretto	(	ADJ;MASC;SG	
scorretto	معیوب.	scorretto	معیوب.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
scorretto	انداز	scorretto	انداز	ADJ;MASC;SG	N;NOM;MASC;SG;3
scorretto	(	scorretto	(	ADJ;MASC;SG	
scorretto	معیوب.	scorretto	معیوب.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
stupro	توڑیا	stupro	توڑیا	N;MASC;SG	PROPN;NOM;MASC;SG;3
stupro	دھاوا	stupro	دھاوا	N;MASC;SG	
stupro	لوٹنا.	stupro	لوٹنا.	N;MASC;SG	V;NFIN
stupro	تاراجی.	stupro	تاراجی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
feci	گوبر	fece	گوبر	N;FEM;PL	
feci	فضلہ.	fece	فضلہ.	N;FEM;PL	
cappuccio	قصابے	cappuccio	قصابہ	N;MASC;SG	
cappuccio	چھولداری.	cappuccio	چھولداری.	N;MASC;SG	PROPN;NOM;MASC;SG;3
cappuccio	شامیانہ	cappuccio	شامیانہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
eroica	شجیع	eroica	شجیع	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
eroica	ڈرامائی	eroica	ڈرامائی	ADJ;FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
pregiudizi	کپٹ.	pregiudizio	کپٹ.	N;MASC;PL	PROPN;NOM;MASC;SG;3
pregiudizi	مطالبے	pregiudizio	مطالبہ	N;MASC;PL	N;NOM;MASC;SG;3
pregiudizi	جانبداری.	pregiudizio	جانبداری.	N;MASC;PL	PROPN;NOM;MASC;SG;3
pregiudizi	متعصبانہ.	pregiudizio	متعصبانہ.	N;MASC;PL	ADJ
oriental	سچا.	oriental	سچا.	N;SG	PROPN;NOM;MASC;SG;3
garanzie	ضمنی	garanzia	ضمنی	N;FEM;PL	ADJ
garanzie	متوازی	garanzia	متوازی	N;FEM;PL	ADJ;NOM
raja	جاگیردار.	raja	جاگیردار.	N;MASC	PROPN;NOM;MASC;SG;3
plausibile	متفنّی.	plausibile	متفنّی.	ADJ;SG	PROPN;NOM;MASC;SG;3
clash	بھڑنا	clash	بھڑ	N	V;NFIN;ACT
paralisi	فالج	paralisi	فالج	N;FEM	ADJ
paralisi	معذور	paralisi	معذور	N;FEM	ADJ
avventuriero	جسور	avventuriero	جسور	N;MASC;SG	PROPN;NOM;MASC;SG;3
avventuriero	جری	avventuriero	جری	N;MASC;SG	PROPN;NOM;MASC;SG;3
avventuriero	دوّار	avventuriero	دوّار	N;MASC;SG	PROPN;NOM;MASC;SG;3
malvagi	پرعناد	malvage	پرعناد	N;MASC;PL	PROPN;NOM;MASC;SG;3
malvagi	بڑھیا	malvage	بڑھیا	N;MASC;PL	V;PFV;FEM;SG;V.PTCP;ACT
malvagi	پاجی	malvage	پاجی	N;MASC;PL	PROPN;NOM;MASC;SG;3
malvagi	پُرآزار	malvage	پُرآزار	N;MASC;PL	ADJ
malvagi	بدکار.	malvage	بدکار.	N;MASC;PL	PROPN;NOM;MASC;SG;3
malvagi	بدمزاج	malvage	بدمزاج	N;MASC;PL	PROPN;NOM;MASC;SG;3
malvagi	چڑچڑا	malvage	چڑچڑا	N;MASC;PL	PROPN;NOM;MASC;SG;3
malvagi	شیطان	malvage	شیطان	N;MASC;PL	N;NOM;MASC;SG;3
malvagi	ڈراؤنا	malvage	ڈراوا	N;MASC;PL	V;MASC;SG;NFIN;ACT
malvagi	غلیظ	malvage	غلیظ	N;MASC;PL	N;NOM;MASC;SG;3
malvagi	لچا	malvage	لچا	N;MASC;PL	PROPN;NOM;MASC;SG;3
malvagi	گندا	malvage	گندا	N;MASC;PL	
malvagi	پرعناد	malvage	پرعناد	N;MASC;PL	PROPN;NOM;MASC;SG;3
malvagi	بڑھیا	malvage	بڑھیا	N;MASC;PL	V;PFV;FEM;SG;V.PTCP;ACT
malvagi	پاجی	malvage	پاجی	N;MASC;PL	PROPN;NOM;MASC;SG;3
malvagi	پُرآزار	malvage	پُرآزار	N;MASC;PL	ADJ
malvagi	بدکار.	malvage	بدکار.	N;MASC;PL	PROPN;NOM;MASC;SG;3
malvagi	شریر	malvage	شریر	N;MASC;PL	N;NOM;MASC;SG;3
malvagi	بدمزاج	malvage	بدمزاج	N;MASC;PL	PROPN;NOM;MASC;SG;3
malvagi	خبیث	malvage	خبیث	N;MASC;PL	ADJ
malvagi	چڑچڑا	malvage	چڑچڑا	N;MASC;PL	PROPN;NOM;MASC;SG;3
malvagi	شیطان	malvage	شیطان	N;MASC;PL	N;NOM;MASC;SG;3
malvagi	ڈراؤنا	malvage	ڈراوا	N;MASC;PL	V;MASC;SG;NFIN;ACT
malvagi	غلیظ	malvage	غلیظ	N;MASC;PL	N;NOM;MASC;SG;3
malvagi	لچا	malvage	لچا	N;MASC;PL	PROPN;NOM;MASC;SG;3
malvagi	گندا	malvage	گندا	N;MASC;PL	
affondata	(	affondare	(	V;FEM;SG;PST;V.PTCP	
erotico	ہوسناک.	erotico	ہوسناک.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
trappole	منہ	trappolo	منہ	N;FEM;PL	N;NOM;MASC;SG;3
trappole	کھٹکا	trappolo	کھٹکا	N;FEM;PL	V;PFV;MASC;SG;V.PTCP;ACT
trappole	منہ	trappolo	منہ	N;FEM;PL	N;NOM;MASC;SG;3
trappole	کھٹکا	trappolo	کھٹکا	N;FEM;PL	V;PFV;MASC;SG;V.PTCP;ACT
trappole	جال	trappolo	جال	N;FEM;PL	V;ACT
timbro	بھانتی	timbro	بھانتی	N;MASC;SG	V;IPFV;FEM;SG;V.PTCP;ACT
furgone	چھڑلا.	furgone	چھڑلا.	N;MASC;SG	
furgone	چھاج	furgone	چھاج	N;MASC;SG	
furgone	ہراول.	furgone	ہراول.	N;MASC;SG	PROPN;NOM;MASC;SG;3
furgone	چلنا	furgone	چل	N;MASC;SG	V;MASC;SG;NFIN;ACT
furgone	ٹہلنا.	furgone	ٹہلنا.	N;MASC;SG	V;MASC;SG;NFIN;ACT
shake	جھنجوڑنا	shake	جھنجوڑنا	N;MASC	V;NFIN;ACT
shake	رعشہ.	shake	رعشہ.	N;MASC	PROPN;NOM;MASC;SG;3
shake	کپکپی	shake	کپکپی	N;MASC	
shake	صدمہ.	shake	صدمہ.	N;MASC	PROPN;NOM;MASC;SG;3
shake	لرزنا.	shake	لرزنا.	N;MASC	PROPN;NOM;MASC;SG;3
shake	جھنجوڑنا	shake	جھنجوڑنا	N;MASC	V;NFIN;ACT
shake	رعشہ.	shake	رعشہ.	N;MASC	PROPN;NOM;MASC;SG;3
shake	کپکپانا	shake	کپکپانا	N;MASC	V;MASC;SG;NFIN;ACT
shake	کپکپی	shake	کپکپی	N;MASC	
shake	صدمہ.	shake	صدمہ.	N;MASC	PROPN;NOM;MASC;SG;3
shake	لرزنا.	shake	لرزنا.	N;MASC	PROPN;NOM;MASC;SG;3
arrogante	مغرور	arrogante	مغرور	ADJ;SG	PROPN;NOM;MASC;SG;3
confederati	اتحادی	confederato	اتحادی	N;MASC;PL	ADJ
chevalier	سورما	chevalier	سورما	N;FEM;PL	PROPN;NOM;MASC;SG;3
chevalier	بہادرآدمی	chevalier	بہادرآدمی	N;FEM;PL	N;NOM;MASC;SG;3
malata	الٹی	malato	الٹی	ADJ;FEM;SG	N;NOM;MASC;SG;3
malata	عاجز	malato	عاجز	ADJ;FEM;SG	N;NOM;MASC;SG;3
malata	استفراغ.	malato	استفراغ.	ADJ;FEM;SG	N;NOM;MASC;SG;3
malata	بیماری	malato	بیماری	ADJ;FEM;SG	N;NOM;FEM;SG;3
malata	قے	malato	قے	ADJ;FEM;SG	N;NOM;MASC;SG;3
malata	مرضین	malato	مرضین	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
consideri	امیدوار	considerio	امیدوار	V;IND;SG;2;PRS;FIN	N;NOM;MASC;SG;3
zucca	تونبا	zucca	تونبا	N;FEM;SG	PROPN;NOM;MASC;SG;3
zucca	تونبی.	zucca	تونبی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
farmaceutica	عطّار.	farmaceutico	عطّارؤ	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
farmaceutica	عطّاری.	farmaceutico	عطّاریؤ	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
ibridi	پیوندی.	ibridio	پیوندی.	N;MASC;PL	PROPN;NOM;MASC;SG;3
ibridi	انمل	ibridio	انمل	N;MASC;PL	
ibridi	دونسلا.	ibridio	دونسلا.	N;MASC;PL	PROPN;NOM;MASC;SG;3
ibridi	داغول	ibridio	داغول	N;MASC;PL	PROPN;NOM;MASC;SG;3
ibridi	پیوندی.	ibridio	پیوندی.	N;MASC;PL	PROPN;NOM;MASC;SG;3
ibridi	انمل	ibridio	انمل	N;MASC;PL	
ibridi	دونسلا.	ibridio	دونسلا.	N;MASC;PL	PROPN;NOM;MASC;SG;3
ibridi	داغول	ibridio	داغول	N;MASC;PL	PROPN;NOM;MASC;SG;3
ibridi	دوغلا	ibridio	دوغلا	N;MASC;PL	ADJ;NOM;MASC;SG
darling	دلدار.	darling	دلدارؤ	N	PROPN;NOM;MASC;SG;3
darling	محبوب	darling	محبوب	N	PROPN;NOM;MASC;SG;3
darling	دلارا	darling	دلارا	N	PROPN;NOM;MASC;SG;3
darling	پسندیدہ	darling	پسندیدہ	N	ADJ
darling	چہیتا	darling	چہیتا	N	V;IPFV;MASC;SG;V.PTCP;ACT
darling	حسین	darling	حسین	N	PROPN;NOM;MASC;SG;3
darling	دلکش.	darling	دلکش.	N	PROPN;NOM;MASC;SG;3
darling	مرغوب.	darling	مرغوب.	N	PROPN;NOM;MASC;SG;3
darling	خوبصورت	darling	خوبصورت	N	ADJ
darling	دلدار.	darling	دلدارؤ	N	PROPN;NOM;MASC;SG;3
darling	محبوب	darling	محبوب	N	PROPN;NOM;MASC;SG;3
darling	دلارا	darling	دلارا	N	PROPN;NOM;MASC;SG;3
darling	پسندیدہ	darling	پسندیدہ	N	ADJ
darling	چہیتا	darling	چہیتا	N	V;IPFV;MASC;SG;V.PTCP;ACT
darling	حسین	darling	حسین	N	PROPN;NOM;MASC;SG;3
darling	دلکش.	darling	دلکش.	N	PROPN;NOM;MASC;SG;3
darling	پیارا	darling	پیارا	N	ADJ;NOM;MASC;SG
darling	مرغوب.	darling	مرغوب.	N	PROPN;NOM;MASC;SG;3
darling	خوبصورت	darling	خوبصورت	N	ADJ
istinto	متّصف	istinto	متّصف	N;MASC;SG	ADJ
istinto	مملو	istinto	مملو	N;MASC;SG	
istinto	حسن	istinto	حسن	N;MASC;SG	PROPN;NOM;MASC;SG;3
rilevamento	تاڑنے	rilevamento	تاڑنہ	N;MASC;SG	V;NFIN
frumento	گیہوں	frumento	گیہوں	N;MASC;SG	
frumento	گندم.	frumento	گندم.	N;MASC;SG	PROPN;NOM;MASC;SG;3
aderenza	تھئیٹر	aderenza	تھئیٹر	N;FEM;SG	PROPN;NOM;MASC;SG;3
aderenza	روزگار-	aderenza	روزگار-	N;FEM;SG	PROPN;NOM;MASC;SG;3
aderenza	کتّا	aderenza	کتّا	N;FEM;SG	
aderenza	پکڑ	aderenza	پکڑ	N;FEM;SG	V;ACT
aderenza	تھئیٹر	aderenza	تھئیٹر	N;FEM;SG	PROPN;NOM;MASC;SG;3
aderenza	روزگار-	aderenza	روزگار-	N;FEM;SG	PROPN;NOM;MASC;SG;3
aderenza	کتّا	aderenza	کتّا	N;FEM;SG	
aderenza	اتصال.	aderenza	اتصال.	N;FEM;SG	
aderenza	جوڑ	aderenza	جوڑ	N;FEM;SG	V;ACT
aderenza	منسلک	aderenza	منسلک	N;FEM;SG	ADJ
mire	دلدل.	mire	دلدل.	N;FEM;PL	
mire	نرم	mire	نرم	N;FEM;PL	ADJ
sarto	خیّاط.	sarto	خیّاط.	N;MASC;SG	PROPN;NOM;MASC;SG;3
sarto	خیّاط.	sarto	خیّاط.	N;MASC;SG	PROPN;NOM;MASC;SG;3
switch	نکیلی	switch	نکیلی	N;MASC	PROPN;NOM;MASC;SG;3
switch	ہلکی	switch	ہلکی	N;MASC	ADJ;FEM
switch	مارنا	switch	مار	N;MASC	V;MASC;SG;NFIN;ACT
oculare	بصری.	oculare	بصری.	ADJ;SG	
oculare	چشمیہ.	oculare	چشمیہ.	ADJ;SG	PROPN;NOM;MASC;SG;3
bagnato	بھیگا	bagnato	بھیگ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
bagnato	شراب	bagnato	شراب	ADJ;MASC;SG	N;NOM;MASC;SG;3
bagnato	(	bagnato	(	ADJ;MASC;SG	
bagnato	تری	bagnato	تری	ADJ;MASC;SG	
bagnato	متوڑا	bagnato	متوڑا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
bagnato	برسات	bagnato	برسات	ADJ;MASC;SG	N;NOM;MASC;SG;3
bagnato	مریل	bagnato	مریل	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
bagnato	فضول.	bagnato	فضول.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
bagnato	(	bagnato	(	ADJ;MASC;SG	
bagnato	بھگونا	bagnato	بھگونا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
bagnato	رطوبت.	bagnato	رطوبت.	ADJ;MASC;SG	ADP
bagnato	مشروب.	bagnato	مشروب.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
bagnato	گیلا	bagnato	گیلا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
bagnato	نمی	bagnato	نمی	ADJ;MASC;SG	N;NOM;MASC;SG;3
mascherato	محجوب.	mascherare	محجوب.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
idoneo	مناسب.	idoneo	مناسب.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
idoneo	for	idoneo	for	ADJ;MASC;SG	
idoneo	اہل	idoneo	اہل	ADJ;MASC;SG	N;NOM;MASC;SG;3
udito	اظہارات	udito	اظہار	V;MASC;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
formaggi	بیزار	formaggio	بیزار	N;MASC;PL	ADJ
misurazioni	جانچ.	misurazione	جانچ.	N;FEM;PL	PROPN;NOM;MASC;SG;3
prudenza	دھیان.	prudenza	دھیان.	N;FEM;SG	PROPN;NOM;MASC;SG;3
drammatici	اچانک	drammatico	اچانک	ADJ;MASC;PL	ADV
drammatici	معنوی.	drammatico	معنوی.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
drammatici	ڈرامائی.	drammatico	ڈرامائی.	ADJ;MASC;PL	V;PFV;FEM;SG;V.PTCP;ACT
stupefacenti	منوم	stupefacente	منوم	N;MASC;PL	PROPN;NOM;MASC;SG;3
stupefacenti	نشہ	stupefacente	نشہ	N;MASC;PL	N;NOM;MASC;SG;3
stupefacenti	غفلت.	stupefacente	غفلت.	N;MASC;PL	PROPN;NOM;MASC;SG;3
stupefacenti	مخدّر	stupefacente	مخدّر	N;MASC;PL	PROPN;NOM;MASC;SG;3
stupefacenti	دارو.	stupefacente	دارو.	N;MASC;PL	PROPN;NOM;MASC;SG;3
stupefacenti	دوا	stupefacente	دوا	N;MASC;PL	N;NOM;FEM;SG;3
lavaggio	تھپیٹرنا.	lavaggio	تھپیٹرنا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
lavaggio	(	lavaggio	(	N;MASC;SG	
lavaggio	out	lavaggio	out	N;MASC;SG	
lavaggio	نہانا.	lavaggio	نہانا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
lavaggio	ترکرنا	lavaggio	ترکرنا	N;MASC;SG	V;NFIN;ACT
lavaggio	بھگونا	lavaggio	بھگونا	N;MASC;SG	PROPN;NOM;MASC;SG;3
lavaggio	پھوار	lavaggio	پھوار	N;MASC;SG	PROPN;NOM;MASC;SG;3
lavaggio	دھلاوا	lavaggio	دھلاوا	N;MASC;SG	
lavaggio	لادی.	lavaggio	لادی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
lavaggio	نہلانا-	lavaggio	نہلانات	N;MASC;SG	PROPN;NOM;MASC;SG;3
lavaggio	تھپیٹرنا.	lavaggio	تھپیٹرنا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
lavaggio	(	lavaggio	(	N;MASC;SG	
lavaggio	دھونا	lavaggio	دھونا	N;MASC;SG	V;MASC;SG;NFIN;ACT
lavaggio	out	lavaggio	out	N;MASC;SG	
lavaggio	نہانا.	lavaggio	نہانا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
lavaggio	ترکرنا	lavaggio	ترکرنا	N;MASC;SG	V;NFIN;ACT
lavaggio	بھگونا	lavaggio	بھگونا	N;MASC;SG	PROPN;NOM;MASC;SG;3
lavaggio	پھوار	lavaggio	پھوار	N;MASC;SG	PROPN;NOM;MASC;SG;3
lavaggio	دھلاوا	lavaggio	دھلاوا	N;MASC;SG	
lavaggio	لادی.	lavaggio	لادی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
lavaggio	نہلانا-	lavaggio	نہلانات	N;MASC;SG	PROPN;NOM;MASC;SG;3
spezie	لونگ	spezie	لونگ	N;FEM;PL	PROPN;NOM;MASC;SG;3
spezie	الائچی	spezie	الائچی	N;FEM;PL	N;NOM;FEM;SG;3
satirico	طنّاز	satirico	طنّاز	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	لکیر	morbido	لکیر	ADJ;MASC;SG	N;NOM;MASC;SG;3
morbido	عریاں.	morbido	عریاںؤ	ADJ;MASC;SG	V;MASC;PL;FIN;ACT
morbido	ڈھیلا	morbido	ڈھیلا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	حلیم.	morbido	حلیم.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	تیز.	morbido	تیز.	ADJ;MASC;SG	
morbido	(	morbido	(	ADJ;MASC;SG	
morbido	چکنا	morbido	چکنا	ADJ;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
morbido	دُھندلا.	morbido	دُھندلا.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	دبّو	morbido	دبّو	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	ملائم	morbido	ملائم	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	لطیف	morbido	لطیف	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	(	morbido	(	ADJ;MASC;SG	
morbido	(	morbido	(	ADJ;MASC;SG	
morbido	گداز	morbido	گداز	ADJ;MASC;SG	N;NOM;MASC;SG;3
morbido	بھیگا	morbido	بھیگ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	نرمی	morbido	نرمی	ADJ;MASC;SG	N;NOM;MASC;SG;3
morbido	(	morbido	(	ADJ;MASC;SG	
morbido	آہستگی	morbido	آہستگی	ADJ;MASC;SG	N;NOM;MASC;SG;3
morbido	لکیر	morbido	لکیر	ADJ;MASC;SG	N;NOM;MASC;SG;3
morbido	عریاں.	morbido	عریاںؤ	ADJ;MASC;SG	V;MASC;PL;FIN;ACT
morbido	ڈھیلا	morbido	ڈھیلا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	حلیم.	morbido	حلیم.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	تیز.	morbido	تیز.	ADJ;MASC;SG	
morbido	(	morbido	(	ADJ;MASC;SG	
morbido	چکنا	morbido	چکنا	ADJ;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
morbido	دُھندلا.	morbido	دُھندلا.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	دبّو	morbido	دبّو	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	ملائم	morbido	ملائم	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	لطیف	morbido	لطیف	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	(	morbido	(	ADJ;MASC;SG	
morbido	(	morbido	(	ADJ;MASC;SG	
morbido	گداز	morbido	گداز	ADJ;MASC;SG	N;NOM;MASC;SG;3
morbido	بھیگا	morbido	بھیگ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
morbido	نرمی	morbido	نرمی	ADJ;MASC;SG	N;NOM;MASC;SG;3
morbido	(	morbido	(	ADJ;MASC;SG	
morbido	آہستگی	morbido	آہستگی	ADJ;MASC;SG	N;NOM;MASC;SG;3
vigneti	تاکستان	vigneto	تاکستان	N;MASC;PL	PROPN;NOM;MASC;SG;3
conveniente	کارآمد.	conveniente	کارآمد.	ADJ;SG	PROPN;NOM;MASC;SG;3
migrazioni	مہاجرت	migrazione	مہاجرت	N;FEM;PL	N;NOM;MASC;SG;3
suggestiva	ناشائستہ	suggestivo	ناشائستہ	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
suggestiva	اُبھارنے	suggestivo	اُبھار	ADJ;FEM;SG	V;ACC;NFIN
intensi	(	intenso	(	ADJ;MASC;PL	
intensi	حسّاس	intenso	حسّاس	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
intensi	(	intenso	(	ADJ;MASC;PL	
intensi	حسّاس	intenso	حسّاس	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
osservanza	تعظیم.	osservanza	تعظیم.	N;FEM;SG	PROPN;NOM;MASC;SG;3
osservanza	روایت.	osservanza	روایت.	N;FEM;SG	PROPN;NOM;MASC;SG;3
flessibilità	سیدھا	flessibilità	سیدھا	N;FEM	V;ACT
flessibilità	لچکدار	flessibilità	لچکدار	N;FEM	ADJ
gospel	انجیل.	gospel	انجیل.	N;MASC	PROPN;NOM;MASC;SG;3
finite	غائب	finire	غائب	V;FEM;PL;PST;V.PTCP	ADJ
finite	جمع	finire	جمع	V;FEM;PL;PST;V.PTCP	N;NOM;MASC;SG;3
centauro	قنطور.	centauro	قنطور.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
aldilà	متجاوز.	aldilà	متجاوز.	N;FEM	ADJ
aldilà	مار	aldilà	مار	N;FEM	V;ACT
tier	صف	tier	صف	N	V;SG;ACT
terziario	pliocene	terziario	pliocene	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
terziario	سوم	terziario	سوم	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
terziario	eocene	terziario	eocene	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
cute	رگڑنا.	cuta	رگڑنا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
cute	چمڑی.	cuta	چمڑی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
cute	جلد	cuta	جلد	N;FEM;SG	ADV
cute	اسٹینسل.	cuta	اسٹینسل.	N;FEM;SG	PROPN;NOM;MASC;SG;3
cute	رگڑنا.	cuta	رگڑنا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
cute	چمڑی.	cuta	چمڑی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
cute	جلد	cuta	جلد	N;FEM;SG	ADV
cute	اسٹینسل.	cuta	اسٹینسل.	N;FEM;SG	PROPN;NOM;MASC;SG;3
cute	پوست	cuta	پوست	N;FEM;SG	
chiodo	مینح	chiodo	مینح	N;MASC;SG	PROPN;NOM;MASC;SG;3
chiodo	کیل	chiodo	کیل	N;MASC;SG	PROPN;NOM;MASC;SG;3
dickens	what	dickens	what	N;MASC;SG	PROPN;NOM;MASC;SG;3
calvario	ابتلا	calvario	ابتلا	N;MASC;SG	
giustifica	درست	giustificare	درست	V;IND;SG;3;PRS;FIN	ADJ
rinomata	نامور.	rinomare	نامور.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
onestamente	ایمانداری	onestamente	ایمانداری	ADV	N;NOM;MASC;SG;3
onestamente	حقیقتہً	onestamente	حقیقتہً	ADV	PROPN;NOM;MASC;SG;3
garland	انعام.	garland	انعام.	N;FEM;SG	PROPN;NOM;MASC;SG;3
spezzato	شکستہ	spezzare	شکستہ	V;MASC;SG;PST;V.PTCP	
spezzato	خراب-	spezzare	خراب-	V;MASC;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
spezzato	ناہموار	spezzare	ناہموار	V;MASC;SG;PST;V.PTCP	ADJ
bracciali	ہتھکڑی	bracciale	ہتھکڑی	N;MASC;PL	ADJ
decomposizione	رینجھنے	decomposizione	رینجھنے	N;FEM;SG	V;NFIN
decomposizione	سڑنا	decomposizione	سڑ	N;FEM;SG	PROPN;NOM;MASC;SG;3
