der	на	der	на	DET;NOM;DEF;MASC;SG	ADP
echte	истински	echt	истински	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
echte	истински	echt	истински	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
wählen	набиране	wählen	набиране	V;NFIN	N;INDF;NEUT;SG
wählen	избор	wählen	избор	V;NFIN	N;INDF;MASC;SG
wählen	избор	wählen	избор	V;NFIN	N;INDF;MASC;SG
wählen	маркиране	wählen	маркиране	V;NFIN	N;INDF;NEUT;SG
wählen	избиране	wählen	избиране	V;NFIN	N;INDF;NEUT;SG
intensiv	интензивно	intensiv	интензивно	ADJ	ADV
intensiv	интензивно	intensiv	интензивно	ADJ	ADV
intensiv	напрегнато	intensiv	напрегна	ADJ	ADV
intensiv	интензивно	intensiv	интензивно	ADJ	ADV
akademischen	академик	akademisch	академик	ADJ;NOM;MASC;PL	N;INDF;MASC;SG
akademischen	академична	akademisch	академичен	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
beweis	доказателство	beweis	доказателство		N;INDF;NEUT;SG
beweis	доказателството	beweis	доказателство		N;DEF;NEUT;SG
beweis	доказване	beweis	доказване		N;INDF;NEUT;SG
beweis	доказателства	beweis	доказателство		N;INDF;NEUT;PL
säulen	стълбове	säulen	стълб	V;NFIN	N;INDF;MASC;PL
säulen	колони	säulen	колона	V;NFIN	N;INDF;FEM;PL
säulen	колони	säulen	колона	V;NFIN	N;INDF;FEM;PL
duo	дуо	duo	дуо		N;INDF;NEUT;SG
duo	дует	duo	дует		N;INDF;MASC;SG
udssr	ссср	udssr	ссср	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
einzug	абзац	einzug	абзац	ADV	N;INDF;MASC;SG
einzug	тире	einzug	тире	ADV	N;INDF;NEUT;SG
einzug	вдлъбнатина	einzug	вдлъбнатина	ADV	N;INDF;FEM;SG
graben	разкопки	graben	разкопка	V;NFIN	N;INDF;FEM;PL
graben	ров	graben	ров	V;NFIN	N;INDF;MASC;SG
graben	грабен	graben	грабен	V;NFIN	N;INDF;MASC;SG
bus	автобусът	bus	автобус		N;DEF;MASC;SG
bus	автобус	bus	автобус		N;INDF;MASC;SG
bus	бус	bus	бус		N;INDF;MASC;SG
berühmten	прочут	berühmt	прочут	ADJ;PL	ADJ;INDF;MASC;SG
berühmten	прочута	berühmt	прочутам-се	ADJ;PL	ADJ;INDF;FEM;SG
berühmten	известна	berühmt	известен	ADJ;PL	ADJ;INDF;FEM;SG
berühmten	известен	berühmt	известен	ADJ;PL	ADJ;INDF;MASC;SG
berühmten	знаменит	berühmt	знаменит	ADJ;PL	ADJ;INDF;MASC;SG
bataillon	батальона	bataillon	батальон	PROPN	N;DEF;MASC;SG
bataillon	батальон	bataillon	батальон	PROPN	N;INDF;MASC;SG
sarah	сара	sarah	сар	PROPN;NOM;SG	PROPN;INDF;FEM;SG
winkel	ъгъл	winkel	ъгъл		N;INDF;MASC;SG
winkel	ъгли	winkel	ъгъл		N;INDF;FEM;PL
voraussetzung	предпоставки	voraussetzung	предпоставка		N;INDF;FEM;PL
voraussetzung	условно	voraussetzung	условно		ADV
voraussetzung	условна	voraussetzung	условен		ADJ;INDF;FEM;SG
voraussetzung	предпоставка	voraussetzung	предпоставка		N;INDF;FEM;SG
voraussetzung	предпоставка	voraussetzung	предпоставка		N;INDF;FEM;SG
voraussetzung	предпоставки	voraussetzung	предпоставка		N;INDF;FEM;PL
voraussetzung	състояние	voraussetzung	състояние		N;INDF;NEUT;SG
voraussetzung	състоянието	voraussetzung	състояние		N;DEF;NEUT;SG
voraussetzung	условие	voraussetzung	условие		N;INDF;NEUT;SG
gäbe	би	geben	съм	V;IND;SG;3;PRS;FIN	V;IPFV;COND;SG;3;PST;FIN
bewegt	преместване	bewegen	преместване	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
bewegt	движение	bewegen	движение	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
bewegt	местене	bewegen	местене	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
bewegt	преместване	bewegen	преместване	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
bewegt	ходове	bewegen	ход	V;IND;SG;3;PRS;FIN	N;INDF;MASC;PL
bewegt	движения	bewegen	движение	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;PL
bewegt	преместени	bewegen	преместя-(се)	V;IND;SG;3;PRS;FIN	V;PFV;INDF;PL;V.PTCP;PASS
nacional	национал	nacional	национал	PROPN	N;INDF;MASC;SG
voller	пълна	voll	пълен		ADJ;INDF;FEM;SG
voller	пълни	voll	пълен		ADJ;INDF;PL
voller	пълен	voll	пълен		ADJ;INDF;MASC;SG
voller	пълно	voll	пълен		ADV
voller	изпълнен	voll	изпълня-(се)		V;PFV;INDF;MASC;SG;V.PTCP;PASS
voller	напълнена	voll	напълня-(се)		V;PFV;INDF;FEM;SG;V.PTCP;PASS
voller	претъпкан	voll	претъпкам		V;PFV;INDF;MASC;SG;V.PTCP;PASS
nehme	вземете	nehmen	взема	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
nehme	вземи	nehmen	взема	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
pferde	кончета	pferd	конче		N;INDF;NEUT;PL
pferde	коне	pferd	кон		N;INDF;MASC;PL
pferde	конете	pferd	кон		N;DEF;MASC;PL
pferde	конче	pferd	конче		N;INDF;NEUT;SG
pferde	кон	pferd	кон		N;INDF;MASC;SG
pferde	конски	pferd	конски		ADJ;INDF;MASC;SG
pferde	еднокопитни	pferd	еднокопитен		ADJ;INDF;PL
erinnerungen	аларма	erinnerung	аларма	N;NOM;FEM;PL	N;INDF;FEM;SG
erinnerungen	спомен	erinnerung	спомен	N;NOM;FEM;PL	N;INDF;MASC;SG
erinnerungen	памет	erinnerung	памет	N;NOM;FEM;PL	N;INDF;FEM;SG
blaue	блу	blau	блу	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
blaue	синьо	blau	син	ADJ;NOM;FEM;PL	ADV
blaue	син	blau	син	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
blaue	синя	blau	син	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
steiner	щайнер	stein	щайнер	PROPN	N;INDF;MASC;SG
vorschläge	предложенията	vorschläg	предложение		N;DEF;NEUT;PL
vorschläge	предложения	vorschläg	предложение		N;INDF;NEUT;PL
vorschläge	предложения	vorschläg	предложение		N;INDF;NEUT;PL
vorschläge	предложение	vorschläg	предложение		N;INDF;NEUT;SG
railway	железници	railway	железница	PROPN;NOM;SG	N;INDF;FEM;PL
railway	железница	railway	железница	PROPN;NOM;SG	N;INDF;FEM;SG
railway	железопътен	railway	железопътен	PROPN;NOM;SG	ADJ;INDF;MASC;SG
künstlerin	изпълнител	künstlerin	изпълнител	PROPN;NOM;SG	N;INDF;MASC;SG
künstlerin	художничка	künstlerin	художничка	PROPN;NOM;SG	N;INDF;FEM;SG
künstlerin	художник	künstlerin	художник	PROPN;NOM;SG	N;INDF;MASC;SG
künstlerin	артист	künstlerin	артист	PROPN;NOM;SG	N;INDF;MASC;SG
künstlerin	творец	künstlerin	творец	PROPN;NOM;SG	N;INDF;MASC;SG
höchstens	макс	höchstens	макс	ADV	N;INDF;MASC;SG
kriterium	критерий	kriterium	критерий	ADJ	N;INDF;MASC;SG
münzen	монети	münzen	монета	V;NFIN	N;INDF;MASC;PL
münzen	монети	münzen	монета	V;NFIN	N;INDF;MASC;PL
münzen	монета	münzen	монета	V;NFIN	N;INDF;FEM;SG
münzen	монетата	münzen	монета	V;NFIN	N;DEF;NEUT;PL
lüneburg	люнебург	lüneburg	люнебург	PROPN;NOM;SG	N;INDF;MASC;SG
weiterentwicklung	напредък	weiterentwicklung	напредък	ADJ	N;INDF;MASC;SG
admiral	адмиралът	admiral	адмирал	PROPN;NOM;MASC;SG	N;DEF;MASC;SG
admiral	адмирал	admiral	адмирам	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
edgar	едгар	edgar	едгар	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
portugiesischen	португалски	portugiesisch	португалски	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
helsinki	хелзинки	helsinki	хелзинка	PROPN;NOM;SG	N;INDF;FEM;PL
übliche	обичайно	üblich	обичайно	ADJ;NOM;FEM;PL	ADV
übliche	обичайното	üblich	обичаен	ADJ;NOM;FEM;PL	ADJ;DEF;NEUT;SG
sabine	сабин	sabin	сабин	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
einzugsgebiet	водосборния	eingsgebieten	водосборен	V;NFIN	ADJ;DEF;MASC;SG
einzugsgebiet	басейн	eingsgebieten	басейн	V;NFIN	N;INDF;MASC;SG
alois	алоис	alois	алоис	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
sportliche	атлетичен	sportlich	атлетичен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
sportliche	спортно	sportlich	спортен	ADJ;NOM;FEM;PL	ADV
sportliche	спортно	sportlich	спортен	ADJ;NOM;FEM;PL	ADV
greifswald	грайфсвалд	greifswald	грайфсвалд	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
wiesen	пасища	weisen	пасище	V;NFIN	N;INDF;NEUT;PL
wiesen	пасища	weisen	пасище	V;NFIN	N;INDF;NEUT;PL
wiesen	ливади	weisen	ливад	V;NFIN	N;INDF;FEM;PL
wiesen	медоус	weisen	медоус	V;NFIN	N;INDF;MASC;SG
wiesen	ливада	weisen	ливад	V;NFIN	N;INDF;FEM;SG
wiesen	поляна	weisen	поляна	V;NFIN	N;INDF;FEM;SG
wiesen	медоу	weisen	медоу	V;NFIN	N;INDF;MASC;SG
edmund	едмънд	edmund	едмънд	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
sex	секс	sex	секс		N;INDF;MASC;SG
sex	секса	sex	секс		N;DEF;MASC;SG
sex	сексът	sex	секс		N;DEF;MASC;SG
boris	борис	boris	борис	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
sag	кажи	saugen	кажа		V;PFV;IMP;SG;2;FIN
sag	sag	saugen	sag		PROPN;INDF;MASC;SG
höhle	пещера	höhlen	пещера		N;INDF;FEM;SG
höhle	пещерата	höhlen	пещера		N;DEF;FEM;SG
höhle	бърлогата	höhlen	бърлога		N;DEF;FEM;SG
höhle	бърлога	höhlen	бърлог		N;INDF;FEM;SG
höhle	пещери	höhlen	пещеря		N;INDF;FEM;PL
bruce	брус	bruce	брус	PROPN;NOM;SG	PROPN;INDF;MASC;SG
behaupten	иск	behaupten	иск	V;NFIN	N;INDF;MASC;SG
behaupten	твърдение	behaupten	твърдение	V;NFIN	N;INDF;NEUT;SG
behaupten	претенция	behaupten	претенция	V;NFIN	N;INDF;FEM;SG
palast	дворци	palast	дворец	PROPN;SG	N;INDF;MASC;PL
palast	палас	palast	палас	PROPN;SG	N;INDF;MASC;SG
palast	двореца	palast	дворец	PROPN;SG	N;DEF;MASC;SG
palast	дворец	palast	дворец	PROPN;SG	N;INDF;MASC;SG
palast	дворецът	palast	дворец	PROPN;SG	N;DEF;MASC;SG
palast	палат	palast	палат	PROPN;SG	N;INDF;MASC;SG
wahrscheinlichkeit	вероятност	wahrscheinlichkeit	вероятност	ADJ	N;INDF;FEM;SG
wahrscheinlichkeit	вероятност	wahrscheinlichkeit	вероятност	ADJ	N;INDF;FEM;SG
lyon	лайън	lyon	лайън	PROPN;NOM;SG	N;INDF;MASC;SG
lyon	лион	lyon	лион	PROPN;NOM;SG	PROPN;INDF;MASC;SG
lyon	лайънс	lyon	лайънс	PROPN;NOM;SG	N;INDF;MASC;SG
ausrichtung	подравняване	ausrichtung	подравняване	ADJ	N;INDF;NEUT;SG
ausrichtung	насоченост	ausrichtung	насоченост	ADJ	N;INDF;FEM;SG
ausrichtung	ориентация	ausrichtung	ориентация	ADJ	N;INDF;FEM;SG
ausrichtung	ориентиране	ausrichtung	ориентиране	ADJ	N;INDF;NEUT;SG
ausrichtung	ориентацията	ausrichtung	ориентация	ADJ	N;DEF;FEM;SG
ausrichtung	изравняване	ausrichtung	изравняване	ADJ	N;INDF;NEUT;SG
ausrichtung	подравняване	ausrichtung	подравняване	ADJ	N;INDF;NEUT;SG
archäologische	археологически	archäologisch	археологически	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
archäologische	археологически	archäologisch	археологически	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
magnus	магнус	magnus	магнус	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
werft	ярд	werfen	ярд	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
freiwillige	доброволците	freiwillig	доброволец	ADJ;NOM;FEM;PL	N;DEF;MASC;PL
freiwillige	доброволци	freiwillig	доброволец	ADJ;NOM;FEM;PL	N;INDF;MASC;PL
freiwillige	доброволен	freiwillig	доброволен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
freiwillige	доброволна	freiwillig	доброволен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
freiwillige	доброволно	freiwillig	доброволно	ADJ;NOM;FEM;PL	ADV
freiwillige	доброволка	freiwillig	доброволка	ADJ;NOM;FEM;PL	N;INDF;FEM;SG
freiwillige	доброволци	freiwillig	доброволец	ADJ;NOM;FEM;PL	N;INDF;MASC;PL
freiwillige	доброволец	freiwillig	доброволец	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
böse	гаден	böse	гаден		ADJ;INDF;MASC;SG
böse	гадно	böse	гаден		ADV
böse	гадни	böse	гаден		ADJ;INDF;PL
böse	гневен	böse	гневен		ADJ;INDF;MASC;SG
böse	бесен	böse	бесен		N;INDF;MASC;SG
böse	ядосан	böse	ядосам-(се)		N;INDF;MASC;SG
böse	ядосана	böse	ядосам-(се)		N;INDF;FEM;SG
böse	лоша	böse	лош		ADJ;INDF;FEM;SG
böse	зле	böse	зле		ADV
böse	лошо	böse	лошо		ADV
böse	лош	böse	лош		ADJ;INDF;MASC;SG
böse	кофти	böse	кофта		ADV
böse	злото	böse	зло		N;DEF;NEUT;SG
böse	зла	böse	зъл		ADJ;INDF;FEM;SG
böse	зъл	böse	зъл		ADJ;INDF;MASC;SG
böse	зли	böse	зли		N;INDF;MASC;PL
böse	зло	böse	зло		N;INDF;NEUT;SG
böse	зла	böse	зъл		ADJ;INDF;FEM;SG
böse	порочен	böse	пороча		V;PFV;INDF;MASC;SG;V.PTCP;PASS
manchester	манчестър	manchester	манчестър	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
gesellschaften	корпорациите	gesellschaft	корпорация	ADJ	N;DEF;FEM;PL
gesellschaften	корпорации	gesellschaft	корпорация	ADJ	N;INDF;FEM;PL
gesellschaften	дружества	gesellschaft	дружество	ADJ	N;INDF;NEUT;PL
gesellschaften	фирми	gesellschaft	фирма	ADJ	N;INDF;FEM;PL
gesellschaften	компании	gesellschaft	компания	ADJ	N;INDF;FEM;PL
gesellschaften	общества	gesellschaft	общество	ADJ	N;INDF;NEUT;PL
affäre	афера	affäre	афера	ADJ;SG	N;INDF;FEM;SG
affäre	скандали	affäre	скандал	ADJ;SG	N;INDF;MASC;PL
affäre	скандално	affäre	скандално	ADJ;SG	ADV
affäre	скандал	affäre	скандал	ADJ;SG	N;INDF;MASC;SG
blauen	блу	blau	блу	ADJ	N;INDF;MASC;SG
blauen	синьо	blau	син	ADJ	ADV
blauen	син	blau	син	ADJ	N;INDF;MASC;SG
serbien	сърбия	Serbien	сърбия		PROPN;INDF;FEM;SG
serbien	косово	Serbien	косово		PROPN;INDF;NEUT;SG
küche	ресторанти	küchen	ресторант	N;NOM;FEM;SG	N;INDF;MASC;PL
ontario	онтарио	ontario	онтарио	PROPN;NOM;SG	PROPN;INDF;MASC;SG
messen	измерване	messen	измерване	V;NFIN	N;INDF;NEUT;SG
messen	експозиции	messen	експозиция	V;NFIN	N;INDF;FEM;PL
messen	изложби	messen	изложба	V;NFIN	N;INDF;FEM;PL
messen	изложения	messen	изложение	V;NFIN	N;INDF;NEUT;PL
messen	мярка	messen	мярка	V;NFIN	N;INDF;FEM;SG
messen	панаири	messen	панаир	V;NFIN	N;INDF;MASC;PL
messen	оценяване	messen	оценяване	V;NFIN	N;INDF;NEUT;SG
messen	измервания	messen	измерване	V;NFIN	N;INDF;NEUT;PL
messen	измерване	messen	измерване	V;NFIN	N;INDF;NEUT;SG
dirk	дърк	dirk	дърк	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
badminton	бадминтон	badminton	бадминтон		N;INDF;MASC;SG
geöffnet	отворено	öffnen	отворя	V;V.PTCP	ADV
geöffnet	отваряне	öffnen	отваряне	V;V.PTCP	N;INDF;NEUT;SG
veränderung	промени	veränderung	промяна	N;NOM;FEM;SG	N;INDF;FEM;PL
zentral	централизирано	zentral	централизирам	ADJ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zentral	централно	zentral	централен	ADJ	ADV
zentral	централа	zentral	централа	ADJ	N;INDF;FEM;SG
zentral	централизирана	zentral	централизирам	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zentral	централно	zentral	централен	ADJ	ADV
schröder	шрьодер	schröder	шрьодер	PROPN	N;INDF;MASC;SG
zeichner	илюстратор	zeichner	илюстратор	ADJ	N;INDF;MASC;SG
definitiv	определено	definitiv	определено	ADJ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
benz	бенц	benz	бенц		N;INDF;MASC;SG
stirbt	умиране	sterben	умиране	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
dasselbe	същият	dasselbe	същ	ADV	ADJ;DEF;MASC;SG
dasselbe	същата	dasselbe	същ	ADV	ADJ;DEF;FEM;SG
dasselbe	същото	dasselbe	същ	ADV	ADJ;DEF;NEUT;SG
grundstück	парцел	grundstücken	парцел		N;INDF;MASC;SG
grundstück	сюжет	grundstücken	сюжет		N;INDF;MASC;SG
grundstück	заговор	grundstücken	заговор		N;INDF;MASC;SG
grundstück	заговори	grundstücken	заговоря-(се)		V;PFV;IND;SG;3;PST;FIN;ACT
grundstück	парцели	grundstücken	парцел		N;INDF;MASC;PL
grundstück	имот	grundstücken	имот		N;INDF;MASC;SG
grundstück	собственост	grundstücken	собственост		N;INDF;FEM;SG
grundstück	имущество	grundstücken	имущество		N;INDF;NEUT;SG
grundstück	свойство	grundstücken	свойство		N;INDF;NEUT;SG
grundstück	земи	grundstücken	земя		N;INDF;FEM;PL
grundstück	земя	grundstücken	земя		N;INDF;FEM;SG
modus	режим	modus	режим		N;INDF;MASC;SG
modus	modus	modus	modus		ADJ;INDF;MASC;SG
berücksichtigung	обмисляне	berücksichtigung	обмисляне	ADJ	N;INDF;NEUT;SG
karls	шарлеман	karls	шарлеман		N;INDF;MASC;SG
schuld	дългове	schuld	дълг	ADJ	N;INDF;MASC;PL
schuld	дълг	schuld	дълг	ADJ	N;INDF;MASC;SG
schuld	вина	schuld	вина	ADJ	N;INDF;NEUT;SG
schuld	вината	schuld	вина	ADJ	N;DEF;FEM;SG
wozu	защо	wozu	защо	ADV	PRO
diego	диего	diego	диего	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
panzer	резервоар	panzer	резервоар	ADJ	N;INDF;MASC;SG
panzer	танк	panzer	танк	ADJ	N;INDF;MASC;SG
panzer	цистерна	panzer	цистерна	ADJ	N;INDF;FEM;SG
panzer	резервоари	panzer	резервоар	ADJ	N;INDF;MASC;PL
panzer	танкове	panzer	танк	ADJ	N;INDF;MASC;PL
panzer	цистерни	panzer	цистерн	ADJ	N;INDF;FEM;PL
rekord	рекорд	rekord	рекорд		N;INDF;MASC;SG
rekord	запис	rekord	запис		N;INDF;MASC;SG
total	напълно	total	напълно	ADJ	ADV
fördern	насърчаване	fördern	насърчаване	V;NFIN	N;INDF;NEUT;SG
fördern	насърчаване	fördern	насърчаване	V;NFIN	N;INDF;NEUT;SG
fördern	популяризиране	fördern	популяризиране	V;NFIN	N;INDF;NEUT;SG
fördern	приемен	fördern	приемен	V;NFIN	ADJ;INDF;MASC;SG
fördern	фостър	fördern	фостър	V;NFIN	N;INDF;MASC;SG
