sandstein	arenisca	sandstein	arenisca		N;FEM;SG
organisierten	organizadas	organisieren	organizado	V;IND;PL;3;PST;FIN	ADJ;FEM;PL;V.PTCP
organisierten	organizado	organisieren	organizado	V;IND;PL;3;PST;FIN	ADJ;MASC;SG;V.PTCP
kugel	esfera	kugeln	esfera		N;FEM;SG
kugel	globo	kugeln	globo		N;MASC;SG
kugel	globe	kugeln	globe		N;SG
kugel	bola	kugeln	bola		N;FEM;SG
kugel	balón	kugeln	balón		N;MASC;SG
kugel	pelota	kugeln	pelota		N;FEM;SG
kugel	ball	kugeln	ball		N;MASC;SG
kugel	orbe	kugeln	orbe		N;MASC;SG
kugel	esfera	kugeln	esfera		N;FEM;SG
kugel	balazo	kugeln	balazo		N;MASC;SG
kugel	bala	kugeln	bala		N;FEM;SG
kosovo	kosovo	kosovo	kosovo	PROPN;NOM;SG	N;FEM;SG
delegation	delegación	delegation	delegación		N;FEM;SG
delegation	delegaciones	delegation	delegación		N;FEM;PL
färbung	colorear	färbung	colorear	N;NOM;FEM;SG	V;NFIN
färbung	coloreado	färbung	coloreado	N;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
färbung	colorantes	färbung	colorante	N;NOM;FEM;SG	N;PL
färbung	colorear	färbung	colorear	N;NOM;FEM;SG	V;NFIN
trophy	trofeo	trophy	trofeo	PROPN	N;MASC;SG
ausstrahlung	transmitiendo	ausstrahlung	transmitir	N;NOM;FEM;SG	V;V.MSDR
pest	peste	pest	peste		N;FEM;SG
pest	plaga	pest	plaga		N;FEM;SG
pest	plagas	pest	plaga		N;FEM;PL
pest	peste	pest	peste		N;FEM;SG
pest	plaga	pest	plaga		N;FEM;SG
pest	peste	pest	peste		N;FEM;SG
pest	pestilencia	pest	pestilencia		N;FEM;SG
indischer	indios	indisch	indio	ADJ	N;MASC;PL
indischer	indio	indisch	indio	ADJ	N;MASC;SG
indischer	india	indisch	india	ADJ	N;FEM;SG
indischer	hindú	indisch	hindú	ADJ	N;SG
genehmigt	autorizadas	hehmigen	autorizado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
genehmigt	autorizados	hehmigen	autorizado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
genehmigt	autorizada	hehmigen	autorizado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
genehmigt	autorizado	hehmigen	autorizado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
genehmigt	aprobados	hehmigen	aprobar	V;V.PTCP	ADJ;MASC;PL;V.PTCP
genehmigt	aprobado	hehmigen	aprobado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
genehmigt	aprobada	hehmigen	aprobado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
genehmigt	aprobadas	hehmigen	aprobado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
genehmigt	sancionada	hehmigen	sancionado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
genehmigt	sancionados	hehmigen	sancionar	V;V.PTCP	ADJ;MASC;PL;V.PTCP
genehmigt	sancionado	hehmigen	sancionado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
genehmigt	autorizado	hehmigen	autorizado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
genehmigt	autorizadas	hehmigen	autorizado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
genehmigt	autorizados	hehmigen	autorizado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
genehmigt	autorizada	hehmigen	autorizado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
universum	universe	universum	universe	ADV	
universum	universo	universum	universo	ADV	N;MASC;SG
gespräche	conversaciones	gespräch	conversación	ADJ	N;FEM;PL
gespräche	charlas	gespräch	charla	ADJ	N;FEM;PL
gespräche	conversaciones	gespräch	conversación	ADJ	N;FEM;PL
gespräche	entrevistas	gespräch	entrevista	ADJ	N;FEM;PL
gespräche	discusiones	gespräch	discusión	ADJ	N;FEM;PL
gespräche	debates	gespräch	debate	ADJ	N;MASC;PL
gespräche	deliberaciones	gespräch	deliberación	ADJ	N;FEM;PL
biathlon	biatlón	biathlon	biatlón	ADJ	N;MASC;SG
wärme	térmicos	wärm	térmico		ADJ;MASC;PL
wärme	térmico	wärm	térmico		ADJ;MASC;SG
wärme	termal	wärm	termal		ADJ;SG
wärme	térmica	wärm	térmico		ADJ;FEM;SG
wärme	heat	wärm	heat		N;MASC
wärme	calor	wärm	calor		N;MASC;SG
wärme	cálido	wärm	cálido		ADJ;MASC;SG
wärme	caliente	wärm	caliente		ADJ;SG
wärme	tibio	wärm	tibio		ADJ;MASC;SG
wärme	cálida	wärm	cálido		ADJ;FEM;SG
wärme	calidez	wärm	calidez		N;FEM;SG
wärme	calor	wärm	calor		N;MASC;SG
wärme	calefacción	wärm	calefacción		N;FEM;SG
wärme	calentamiento	wärm	calentamiento		N;MASC;SG
kommerzielle	anuncio	kommerziell	anuncio	ADJ;NOM;FEM;PL	N;MASC;SG
kommerzielle	comercial	kommerziell	comercial	ADJ;NOM;FEM;PL	ADJ;SG
korrigieren	rectificación	korrigieren	rectificación	V;NFIN	N;FEM;SG
korrigieren	corrección	korrigieren	corrección	V;NFIN	N;FEM;SG
korrigieren	fix	korrigieren	fix	V;NFIN	N
korrigieren	correcto	korrigieren	correcto	V;NFIN	ADJ;MASC;SG
korrigieren	correcta	korrigieren	correcto	V;NFIN	ADJ;FEM;SG
korrigieren	rectificación	korrigieren	rectificación	V;NFIN	N;FEM;SG
mechanische	mecánico	mechanisch	mecánico	ADJ;NOM;FEM;PL	ADJ;MASC;SG
mechanische	mecánica	mechanisch	mecánico	ADJ;NOM;FEM;PL	ADJ;FEM;SG
moor	páramo	moor	páramo		N;MASC;SG
moor	moro	moor	moro		N;MASC;SG
moor	marismas	moor	marisma		N;FEM;PL
moor	pantano	moor	pantano		N;MASC;SG
moor	marsh	moor	marsh		N;SG
moor	páramo	moor	páramo		N;MASC;SG
moor	moros	moor	moro		N;MASC;PL
moor	páramos	moor	páramo		N;MASC;PL
moor	ciénaga	moor	ciénaga		N;FEM;SG
moor	pantano	moor	pantano		N;MASC;SG
bezeugt	testificó	bezeugen	testificar	ADJ;V.PTCP	V;IND;SG;3;PST;FIN
erfüllung	cumpliendo	Erfüllung	cumplir	N;SG	V;V.MSDR
schach	ajedrez	schach	ajedrez	ADJ	N;MASC;SG
hauptquartier	sede	hauptquartier	sede		N;FEM;SG
hauptquartier	cuartel	hauptquartier	cuartel		N;MASC;SG
hauptquartier	cuarteles	hauptquartier	cuartel		N;MASC;PL
hauptquartier	sedes	hauptquartier	sede		N;FEM;PL
ward	ward	werden	ward		PROPN
ward	pabellón	werden	pabellón		N;MASC;SG
vieles	muchas	viel	mucho	PRO;NOM;INDF;NEUT;SG	PRO;FEM;PL
vieles	muchos	viel	mucho	PRO;NOM;INDF;NEUT;SG	PRO;MASC;PL
vieles	much	viel	much	PRO;NOM;INDF;NEUT;SG	N
vieles	mucho	viel	mucho	PRO;NOM;INDF;NEUT;SG	ADV
einheitlich	uniformemente	einheitlich	uniformemente	ADJ	ADV
einheitlich	uniformes	einheitlich	uniforme	ADJ	N;MASC;PL
ehrungen	tributos	ehringen	tributo	V;NFIN	N;MASC;PL
ehrungen	distinciones	ehringen	distinción	V;NFIN	N;FEM;PL
ehrungen	honores	ehringen	honor	V;NFIN	N;MASC;PL
ehrungen	honra	ehringen	honra	V;NFIN	N;FEM;SG
ehrungen	honores	ehringen	honor	V;NFIN	N;MASC;PL
ehrungen	honra	ehringen	honra	V;NFIN	N;FEM;SG
auftauchen	aparición	auftauchen	aparición	V;NFIN	N;FEM;SG
auftauchen	surgimiento	auftauchen	surgimiento	V;NFIN	N;MASC;SG
einbau	apropiado	einbau	apropiado	N;SG	ADJ;MASC;SG;V.PTCP
steinen	stones	stein	ston	V;NFIN	N;MASC;PL
steinen	piedras	stein	piedra	V;NFIN	N;FEM;PL
breitengrad	latitud	breitengrad	latitud	ADJ	N;FEM;SG
breitengrad	paralelismo	breitengrad	paralelismo	ADJ	N;MASC;SG
breitengrad	longitud	breitengrad	longitud	ADJ	N;FEM;SG
silberne	plata	silbern	plata	ADJ;NOM;FEM;PL	N;FEM;SG
silberne	plateado	silbern	plateado	ADJ;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
silberne	plateado	silbern	plateado	ADJ;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
commonwealth	mancomunidad	commonwealth	mancomunidad	ADJ	N;FEM;SG
commonwealth	cac	commonwealth	cac	ADJ	PROPN
hohenzollern	hohenzollern	hohenzollern	hohenzollern	ADJ;PL	N;SG
klang	sonido	klingen	sonido		N;MASC;SG
klang	sound	klingen	sound		N
klang	sonaba	klingen	sonar		V;IND;SG;3;IPFV;FIN
klang	sonado	klingen	sonado		ADJ;MASC;SG;V.PTCP
klang	sonó	klingen	sonar		V;IND;SG;3;PST;FIN
klang	klang	klingen	klang		N;MASC;SG
verpflichtete	obligado	verpflichten	obligado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
verpflichtete	alistado	verpflichten	alistar	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
malta	malta	malta	malta		N;FEM;SG
sitzung	reuniones	sitzung	reunión	N;SG	N;FEM;PL
sitzung	sentado	sitzung	sentado	N;SG	ADJ;MASC;SG;V.PTCP
sitzung	sentadas	sitzung	sentada	N;SG	ADJ;FEM;PL;V.PTCP
sitzung	sentada	sitzung	sentado	N;SG	ADJ;FEM;SG;V.PTCP
sitzung	sentados	sitzung	sentado	N;SG	ADJ;MASC;PL;V.PTCP
bolivien	boliviano	bolivien	boliviano	PROPN;NOM;NEUT;SG	ADJ;MASC;SG
bolivien	bolivianos	bolivien	boliviano	PROPN;NOM;NEUT;SG	N;MASC;PL
bolivien	bolivia	bolivien	bolivia	PROPN;NOM;NEUT;SG	N;FEM;SG
bolivien	boliviana	bolivien	boliviano	PROPN;NOM;NEUT;SG	ADJ;FEM;SG
bolivien	bolivia	bolivien	bolivia	PROPN;NOM;NEUT;SG	N;FEM;SG
wohin	where	wohin	where	ADV	N
wohin	donde	wohin	donde	ADV	PRO
wohin	adonde	wohin	adonde	ADV	
wohin	dónde	wohin	dónde	ADV	PRO
schwerpunkte	destacadas	schwerpunkt	destacado	ADJ;SG	ADJ;FEM;PL;V.PTCP
schwerpunkte	destaca	schwerpunkt	destacar	ADJ;SG	V;IND;SG;3;PRS;FIN
schwerpunkte	destacados	schwerpunkt	destacado	ADJ;SG	ADJ;MASC;PL;V.PTCP
schwerpunkte	reflejos	schwerpunkt	reflejo	ADJ;SG	N;MASC;PL
schwerpunkte	enfoque	schwerpunkt	enfoque	ADJ;SG	N;MASC;SG
schwerpunkte	centrar	schwerpunkt	centrar	ADJ;SG	V;NFIN
schwerpunkte	concentración	schwerpunkt	concentración	ADJ;SG	N;FEM;SG
schwerpunkte	focus	schwerpunkt	focu	ADJ;SG	N
schwerpunkte	foco	schwerpunkt	foco	ADJ;SG	N;MASC;SG
schwerpunkte	prioritarios	schwerpunkt	prioritario	ADJ;SG	ADJ;MASC;PL
schwerpunkte	prioridades	schwerpunkt	prioridad	ADJ;SG	N;FEM;PL
schwerpunkte	prioritarias	schwerpunkt	prioritario	ADJ;SG	ADJ;FEM;PL
seoul	seúl	seoul	seúl	PROPN;NOM;MASC;SG	N;MASC;SG
handels	distribución	handels	distribución	PROPN;SG	N;FEM;SG
verpflichtung	convenio	verpflichtung	convenio	V;IND;SG;3;PRS;FIN	N;MASC;SG
verpflichtung	pacto	verpflichtung	pacto	V;IND;SG;3;PRS;FIN	N;MASC;SG
verpflichtung	obligación	verpflichtung	obligación	V;IND;SG;3;PRS;FIN	N;FEM;SG
verpflichtung	compromiso	verpflichtung	compromiso	V;IND;SG;3;PRS;FIN	N;MASC;SG
verpflichtung	compromisos	verpflichtung	compromiso	V;IND;SG;3;PRS;FIN	N;MASC;PL
teilnahmen	participado	teilnehmen	participado	V;IND;PL;3;PST;FIN	ADJ;MASC;SG;V.PTCP
teilnahmen	participó	teilnehmen	participar	V;IND;PL;3;PST;FIN	V;IND;SG;3;PST;FIN
teilnahmen	asistió	teilnehmen	asistir	V;IND;PL;3;PST;FIN	V;IND;SG;3;PST;FIN
teilnahmen	asistido	teilnehmen	asistir	V;IND;PL;3;PST;FIN	ADJ;MASC;SG;V.PTCP
teilnahmen	participaciones	teilnehmen	participación	V;IND;PL;3;PST;FIN	N;FEM;PL
aufsatz	ensayo	aufsatzen	ensayo		N;MASC;SG
leiche	cadaver	leiche	cadaver	ADJ;NOM;FEM;SG	N;MASC;SG
leiche	cadáver	leiche	cadáver	ADJ;NOM;FEM;SG	N;MASC;SG
leiche	cadaver	leiche	cadaver	ADJ;NOM;FEM;SG	N;MASC;SG
leiche	cadáver	leiche	cadáver	ADJ;NOM;FEM;SG	N;MASC;SG
warner	warner	warn	warner	PROPN	N;SG
verträge	tratados	verträgen	tratado	N;NOM;PL	ADJ;MASC;PL;V.PTCP
nordsee	norte	nordsee	norte	PROPN;NOM;SG	N;MASC;SG
abschied	despedidas	abscheiden	despedido		N;FEM;PL
abschied	despedida	abscheiden	despedida		N;FEM;SG
abschied	despedida	abscheiden	despedida		N;FEM;SG
abschied	adios	abscheiden	adio		INTJ
perfekt	perfect	perfekt	perfect	ADJ	N
perfekt	perfectamente	perfekt	perfectamente	ADJ	ADV
burgruine	ruinas	burgruin	ruina	PROPN;NOM;SG	N;FEM;PL
kommunisten	comunista	kommunist	comunista	N;PL	ADJ;SG
kommunisten	comunismo	kommunist	comunismo	N;PL	N;MASC;SG
kommunisten	comunista	kommunist	comunista	N;PL	ADJ;SG
eingegangen	recibidas	eingehen	recibido	V;V.PTCP	ADJ;FEM;PL;V.PTCP
eingegangen	recibida	eingehen	recibido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
eingegangen	recibidos	eingehen	recibido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
eingegangen	recibido	eingehen	recibido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ngc	ngc	ngc	ngc	PROPN;NOM;SG	N;SG
augustin	agustín	augusten	agustín	PROPN;NOM;MASC;SG	PROPN
augustin	augustine	augusten	augustinar	PROPN;NOM;MASC;SG	N;MASC;SG
augustin	agustín	augusten	agustín	PROPN;NOM;MASC;SG	PROPN
augustin	augustin	augusten	augustin	PROPN;NOM;MASC;SG	N;MASC;SG
werdegang	carrera	werdegang	carrera		N;FEM;SG
werdegang	historia	werdegang	historia		N;FEM;SG
werdegang	historial	werdegang	historial		N;MASC;SG
organ	órganos	organ	órgano		N;MASC;PL
organ	órganos	organ	órgano		N;MASC;PL
organ	órgano	organ	órgano		N;MASC;SG
konto	cuenta	konto	contar	N;NOM;SG	V;IND;SG;3;PRS;FIN
inhaftiert	encarcelado	inhaftieren	encarcelado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
inhaftiert	encarcelados	inhaftieren	encarcelado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
inhaftiert	detenida	inhaftieren	detenido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
inhaftiert	detenido	inhaftieren	detenido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
inhaftiert	arrestada	inhaftieren	arrestado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
inhaftiert	detenidos	inhaftieren	detenido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
inhaftiert	arrestados	inhaftieren	arrestado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
inhaftiert	arrestado	inhaftieren	arrestado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
inhaftiert	detenida	inhaftieren	detenido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
inhaftiert	detenido	inhaftieren	detenido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
inhaftiert	detenidas	inhaftieren	detener	V;V.PTCP	ADJ;FEM;PL;V.PTCP
inhaftiert	detenidos	inhaftieren	detenido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
inhaftiert	encarcelado	inhaftieren	encarcelado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
inhaftiert	encarcelados	inhaftieren	encarcelado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
inhaftiert	encarcelado	inhaftieren	encarcelado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
inhaftiert	encarcelados	inhaftieren	encarcelado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
busse	bus	büssen	bus		N;MASC;SG
busse	autobus	büssen	autobus		N;MASC;SG
busse	autobús	büssen	autobús		N;MASC;SG
busse	autobuses	büssen	autobús		N;MASC;PL
busse	ómnibus	büssen	ómnibus		N;MASC
busse	autocares	büssen	autocar		N;MASC;PL
busse	entrenadores	büssen	entrenador		N;MASC;PL
busse	ómnibus	büssen	ómnibus		N;MASC
busse	autobuses	büssen	autobús		N;MASC;PL
busse	buses	büssen	bus		N;MASC;PL
mineral	minerales	mineral	mineral	PROPN	N;PL
mineral	mineral	mineral	mineral	PROPN	ADJ;SG
mineral	minerales	mineral	mineral	PROPN	N;PL
mixed	mixtas	mixed	mixta	PROPN	ADJ;FEM;PL
mixed	mixta	mixed	mixto	PROPN	ADJ;FEM;SG
mixed	mixto	mixed	mixto	PROPN	ADJ;MASC;SG
mixed	mixtos	mixed	mixto	PROPN	ADJ;MASC;PL
mixed	mezclado	mixed	mezclado	PROPN	ADJ;MASC;SG;V.PTCP
konzerten	conciertos	konzern	concierto	V;FIN	N;MASC;PL
holger	holger	holger	holger		N;SG
kommissar	detective	kommissar	detective	PROPN	N;SG
kommissar	inspector	kommissar	inspector	PROPN	N;MASC;SG
kommissar	inspectora	kommissar	inspector	PROPN	N;FEM;SG
kommissar	comisario	kommissar	comisario	PROPN	N;MASC;SG
kommissar	comisario	kommissar	comisario	PROPN	N;MASC;SG
kommissar	superintendente	kommissar	superintendente	PROPN	N;SG
kommissar	comisaria	kommissar	comisaria	PROPN	N;FEM;SG
kommissar	comisionada	kommissar	comisionado	PROPN	N;FEM;SG
kommissar	comisionado	kommissar	comisionado	PROPN	ADJ;MASC;SG;V.PTCP
kommissar	comisario	kommissar	comisario	PROPN	N;MASC;SG
erlernte	aprendí	erlernen	aprender	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
erlernte	aprendido	erlernen	aprender	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
erlernte	aprendido	erlernen	aprender	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
präsentierte	presentado	präsentieren	presentado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
präsentierte	presentada	präsentieren	presentado	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
präsentierte	presentados	präsentieren	presentado	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
dream	dream	dream	dream		N
dream	sueña	dream	soñar		V;IND;SG;3;PRS;FIN
dream	sueño	dream	sueño		N;MASC;SG
dream	ensueño	dream	ensueño		ADJ;MASC;SG
dream	soñar	dream	soñar		V;NFIN
aktien	saldos	akteinen	saldo		N;MASC;PL
aktien	poblaciones	akteinen	población		N;FEM;PL
aktien	stocks	akteinen	stocks		N;MASC;PL
aktien	acciones	akteinen	acción		N;FEM;PL
aktien	existencias	akteinen	existencia		N;FEM;PL
aktien	caldo	akteinen	caldo		N;MASC;SG
aktien	acciones	akteinen	acción		N;FEM;PL
aktien	existencias	akteinen	existencia		N;FEM;PL
aktien	comparte	akteinen	compartir		V;IND;SG;3;PRS;FIN
aktien	acciones	akteinen	acción		N;FEM;PL
aktien	equidad	akteinen	equidad		N;FEM;SG
grammatik	gramática	grammatik	gramático	ADJ	N;FEM;SG
lustig	fun	lustig	fun	ADJ	N
lustig	diversión	lustig	diversión	ADJ	N;FEM;SG
lustig	funny	lustig	funny	ADJ	N
fernseh	televisor	fernseh	televisor		N;MASC;SG
fernseh	television	fernseh	television		N;FEM;SG
fernseh	televisión	fernseh	televisión		N;FEM;SG
fernseh	televisiones	fernseh	televisión		N;FEM;PL
landshut	landshut	landshut	landshut		PROPN
silver	plata	silver	plata	PROPN	N;FEM;SG
silver	plateado	silver	plateado	PROPN	ADJ;MASC;SG;V.PTCP
case	case	case	case		N
case	caso	case	caso		N;MASC;SG
case	estuche	case	estuche		N;MASC;SG
spanier	españoles	spanier	español		N;MASC;PL
upper	upper	upper	upper		N
filter	filtro	filter	filtro	ADJ	N;MASC;SG
filter	filtrar	filter	filtrar	ADJ	V;NFIN
filter	filtra	filter	filtra	ADJ	V;IND;SG;3;PRS;FIN
filter	filtros	filter	filtro	ADJ	N;MASC;PL
hölle	hell	höllen	hell		N
hölle	infierno	höllen	infierno		N;MASC;SG
hölle	hellfire	höllen	hellfirar		N;MASC;SG
beat	beat	beaten	beat	PROPN;SG	N
meta	meta	meta	meta	PROPN;NOM;SG	N;FEM;SG
charakteristisch	característica	charakteristisch	característica	ADJ	N;FEM;SG
grade	grado	grad	grado		N;MASC;SG
grade	grados	grad	grado		N;MASC;PL
grade	títulos	grad	título		N;MASC;PL
grade	titulaciones	grad	titulación		N;FEM;PL
mönch	fraile	mönch	fraile	PROPN;SG	N;MASC;SG
mönch	monje	mönch	monje	PROPN;SG	N;MASC;SG
plateau	meseta	plateau	meseta	ADJ	N;FEM;SG
plateau	altiplano	plateau	altiplano	ADJ	N;MASC;SG
befreien	liberador	befreien	liberador	V;NFIN	ADJ;MASC;SG
befreien	liberador	befreien	liberador	V;NFIN	ADJ;MASC;SG
umgestaltet	rediseñado	umgestalten	rediseñar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ausgeschieden	excretado	ausgescheiden	excretar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
mathematischen	matemático	mathematisch	matemático	ADJ;NOM;PL	ADJ;MASC;SG
mathematischen	matemáticas	mathematisch	matemático	ADJ;NOM;PL	N;FEM;PL
mathematischen	matemática	mathematisch	matemático	ADJ;NOM;PL	ADJ;FEM;SG
amateur	aficionada	amateur	aficionado	PROPN	ADJ;FEM;SG;V.PTCP
amateur	aficionados	amateur	aficionado	PROPN	N;MASC;PL
amateur	amateur	amateur	amateur	PROPN	N;FEM;SG
amateur	aficionado	amateur	aficionado	PROPN	ADJ;MASC;SG;V.PTCP
nachbarschaft	vecinos	nachbarschaft	vecino	ADJ	N;MASC;PL
nachbarschaft	vecinos	nachbarschaft	vecino	ADJ	N;MASC;PL
nachbarschaft	vecindario	nachbarschaft	vecindario	ADJ	N;MASC;SG
nachbarschaft	barrio	nachbarschaft	barrio	ADJ	N;MASC;SG
nachbarschaft	vecindad	nachbarschaft	vecindad	ADJ	N;FEM;SG
nachbarschaft	vecindad	nachbarschaft	vecindad	ADJ	N;FEM;SG
nachbarschaft	barrio	nachbarschaft	barrio	ADJ	N;MASC;SG
nachbarschaft	vecindario	nachbarschaft	vecindario	ADJ	N;MASC;SG
staatsanwaltschaft	enjuiciamiento	staatsanwaltschaft	enjuiciamiento	ADJ	N;MASC;SG
staatsanwaltschaft	acusación	staatsanwaltschaft	acusación	ADJ	N;FEM;SG
staatsanwaltschaft	fiscalía	staatsanwaltschaft	fiscalía	ADJ	N;FEM;SG
staatsanwaltschaft	fiscal	staatsanwaltschaft	fiscal	ADJ	N;SG
staatsanwaltschaft	fiscalía	staatsanwaltschaft	fiscalía	ADJ	N;FEM;SG
staatsanwaltschaft	procurador	staatsanwaltschaft	procurador	ADJ	N;MASC;SG
popularität	popularidad	popularität	popularidad	ADJ	N;FEM;SG
oberhausen	oberhausen	oberhausen	oberhausen	PROPN;NOM;NEUT;SG	N;MASC;SG
laurent	laurent	laurent	laurent	PROPN;NOM;SG	PROPN
wolfenbüttel	wolfenbüttel	wolfenbüttel	wolfenbüttel	PROPN;NOM;SG	ADJ;SG
konsequenzen	implicaciones	konsequenz	implicación	V;NFIN	N;FEM;PL
konsequenzen	consecuencias	konsequenz	consecuencia	V;NFIN	N;FEM;PL
konsequenzen	repercusiones	konsequenz	repercusión	V;NFIN	N;FEM;PL
konsequenzen	consecuencias	konsequenz	consecuencia	V;NFIN	N;FEM;PL
belgische	bélgica	belgisch	bélgico	ADJ;NOM;FEM;PL	N;FEM;SG
belgische	belga	belgisch	belga	ADJ;NOM;FEM;PL	N;SG
belgische	belgas	belgisch	belga	ADJ;NOM;FEM;PL	N;PL
rechtsprechung	jurisdicción	rechtsprechung	jurisdicción	ADJ	N;FEM;SG
rechtsprechung	competencia	rechtsprechung	competencia	ADJ	N;FEM;SG
rechtsprechung	sentencias	rechtsprechung	sentencia	ADJ	N;FEM;PL
rechtsprechung	juicios	rechtsprechung	juicio	ADJ	N;MASC;PL
rechtsprechung	judicatura	rechtsprechung	judicatura	ADJ	N;FEM;SG
rechtsprechung	magistratura	rechtsprechung	magistratura	ADJ	N;FEM;SG
rechtsprechung	jurisprudencia	rechtsprechung	jurisprudencia	ADJ	N;FEM;SG
bakterien	bacteriana	bakterien	bacteriano	N;NOM;PL	ADJ;FEM;SG
bakterien	bacterianas	bakterien	bacteriano	N;NOM;PL	ADJ;FEM;PL
bakterien	bacteria	bakterien	bacteria	N;NOM;PL	N;FEM;SG
martha	marta	martha	marta	PROPN;NOM;SG	N;FEM;SG
martha	martha	martha	martha	PROPN;NOM;SG	N;FEM;SG
pan	cacerola	pan	cacerola	PROPN;NOM;MASC;SG	N;FEM;SG
pan	sartén	pan	sartén	PROPN;NOM;MASC;SG	N;FEM;SG
pan	pan	pan	pan	PROPN;NOM;MASC;SG	N;MASC;SG
channel	canal	channel	canal	PROPN;NOM;SG	N;MASC;SG
channel	canalizar	channel	canalizar	PROPN;NOM;SG	V;NFIN
channel	canales	channel	canal	PROPN;NOM;SG	N;MASC;PL
channel	channel	channel	channel	PROPN;NOM;SG	N;SG
übersetzen	traducción	übersetzen	traducción	V;NFIN	N;FEM;SG
übersetzen	traducciones	übersetzen	traducción	V;NFIN	N;FEM;PL
erhard	erhard	erherden	erhard	PROPN;NOM;MASC;SG	PROPN
hunderte	centenares	hundern	centenar	NUM	N;MASC;PL
trainiert	entrenado	trainieren	entrenado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
trainiert	entrenada	trainieren	entrenado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
trainiert	capacitado	trainieren	capacitado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
trainiert	entrenados	trainieren	entrenar	V;V.PTCP	ADJ;MASC;PL;V.PTCP
börse	canje	börsen	canje		N;MASC;SG
börse	cambio	börsen	cambio		N;MASC;SG
börse	intercambio	börsen	intercambio		N;MASC;SG
kings	reyes	kings	rey	PROPN;NOM;SG	N;MASC;PL
kings	kings	kings	king	PROPN;NOM;SG	N;MASC;PL
taunus	taunus	taunus	taunus	PROPN;NOM;SG	N;MASC
angefangen	iniciada	anfangen	iniciado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
angefangen	iniciado	anfangen	iniciado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
angefangen	iniciado	anfangen	iniciado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
damm	dam	damm	dam		N;MASC
damm	presa	damm	presa		N;FEM;SG
damm	embalse	damm	embalse		N;MASC;SG
damm	represa	damm	represar		N;FEM;SG
damm	dique	damm	dique		N;MASC;SG
damm	damm	damm	damm		N;SG
genua	génova	genua	génovo	PROPN;NOM;SG	N;FEM;SG
cook	cocinero	cook	cocinero	PROPN;NOM;SG	N;MASC;SG
cook	cook	cook	cook	PROPN;NOM;SG	PROPN
cook	cocinar	cook	cocinar	PROPN;NOM;SG	V;NFIN
cook	cocinera	cook	cocinerar	PROPN;NOM;SG	N;FEM;SG
cook	cocina	cook	cocina	PROPN;NOM;SG	N;FEM;SG
exzellent	excelentemente	exzellent	excelentemente	ADJ	ADV
