les	la	le	el	DET;DEF;PL	DET;DEF;FEM;SG
jette	jette	jeter	jette	V;IND;SG;3;PRS;FIN	
index	index	index	index	N;MASC;SG	
index	índexs	index	índex	N;MASC;SG	N;MASC;PL
enregistre	rècord	enregistrer	rècord	V;IND;SG;3;PRS;FIN	N;MASC;SG
bouche	llavis	bouche	llavi	N;FEM;SG	N;MASC;PL
bouche	boca	bouche	boca	N;FEM;SG	
bouche	boques	bouche	boca	N;FEM;SG	
queen	queen	queen	quear	N;MASC;SG	
queen	reina	queen	reina	N;MASC;SG	
lyonnais	lionès	lyonnais	lionès	N;MASC;SG	ADJ;MASC;SG
lyonnais	lyon	lyonnais	lyon	N;MASC;SG	
lyonnais	lió	lyonnais	lió	N;MASC;SG	
lyonnais	lyons	lyonnais	lyon	N;MASC;SG	PROPN
blessure	perjudici	blessure	perjudici	N;FEM;SG	
blessure	ferida	blessure	ferit	N;FEM;SG	ADJ;FEM;SG;V.PTCP
équateur	équateur	équateur	équateur	N;MASC;SG	
équateur	ecuador	équateur	ecuador	N;MASC;SG	PROPN
fine	multa	fin	multa	ADJ;FEM;SG	N;FEM;SG
bourgeois	burgués	bourgeois	buruuar	N;MASC;SG	V;SBJV;SG;3;IPFV;FIN
anneau	anell	anneau	anell	N;MASC;SG	
chambres	room	chambre	room	N;FEM;PL	
chambres	sala	chambre	sala	N;FEM;PL	N;FEM;SG
chambres	habitació	chambre	habitació	N;FEM;PL	N;FEM;SG
youtube	youtube	youtube	youtube	N;FEM;SG	
xii	xii	xii	xii	NUM	
pire	pitjor	pire	pitjor	INTJ	ADJ;SG
onde	onde	onde	onde	N;FEM;SG	
retourner	retorn	retourner	retorn	V;NFIN	N;MASC;SG
retourner	devolució	retourner	devolució	V;NFIN	N;FEM;SG
abc	abc	abc	abc	PROPN	
exposé	exposat	exposer	exposar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
exposé	exposats	exposer	exposat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
définie	definides	définir	definit	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
définie	definit	définir	definit	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
définie	definits	définir	definit	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
masque	mascarada	masque	mascarada	N;MASC;SG	ADJ;FEM;SG;V.PTCP
masque	màscara	masque	màscara	N;MASC;SG	V;IND;SG;3;PRS;FIN
combattre	combat	combattre	combat	V;NFIN	
gloire	glory	gloire	glory	N;FEM;SG	PROPN
basses	baix	bas	baix	ADJ;FEM;PL	
archive	arxiva	archive	arxivar	N;FEM;SG	V;IND;SG;3;PRS;FIN
protégé	protegit	protéger	protegit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
monter	mont	monter	mont	V;NFIN	
fidèles	fidel	fidèle	fidel	ADJ;MASC;PL	ADJ;SG
papillon	papillon	papillon	papillon	N;MASC;SG	
comparaison	compare	comparaison	compare	N;FEM;SG	
comparaison	compara	comparaison	comparar	N;FEM;SG	V;IND;SG;3;PRS;FIN
comparaison	comparar	comparaison	comparar	N;FEM;SG	V;NFIN
préparer	preparant	préparer	preparar	V;NFIN	V;V.MSDR
vendée	vendée	vendée	vendée	V;FEM;SG;PST;V.PTCP	N
accepté	acordats	accepter	acordat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
accepté	acordat	accepter	acordar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
accepté	pactat	accepter	pactat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
accepté	acceptada	accepter	acceptat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
accepté	acceptats	accepter	acceptat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
accepté	acceptat	accepter	acceptat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
pousse	push	pousser	push	V;IND;SG;3;PRS;FIN	
luigi	luigi	luigi	luigi	PROPN	PROPN
mondiaux	global	mondial	global	ADJ;MASC;PL	ADJ;SG
grant	didac	grant	didac	PROPN	
grant	grant	grant	grant	PROPN	N;SG
grant	subvenció	grant	subvenció	PROPN	N;FEM;SG
globe	globe	globe	globe	N;MASC;SG	PROPN
atlas	atles	atlas	atles	N;MASC;SG	
ballon	pilota	ballon	pilotar	N;MASC;SG	V;IND;SG;3;PRS;FIN
romantique	romanç	romantique	romanç	ADJ;MASC;SG	
frappe	vaga	frapper	vaga	V;IND;SG;3;PRS;FIN	N;FEM;SG
quotidienne	daily	quotidien	daily	ADJ;FEM;SG	N;MASC;SG
entouré	rodejats	entourer	rodejat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
entouré	envoltades	entourer	envoltat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
entouré	rodejat	entourer	rodejar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
anonyme	anònim	anonyme	anònim	ADJ;MASC;SG	
anonyme	anonymous	anonyme	anonymou	ADJ;MASC;SG	N;MASC;PL
anonyme	anònims	anonyme	anònim	ADJ;MASC;SG	ADJ;MASC;PL
anonyme	anonyme	anonyme	anonyme	ADJ;MASC;SG	PROPN
assurance	assegurances	assurance	assegurança	N;FEM;SG	N;FEM;PL
audience	públic	audience	públic	N;FEM;SG	ADJ;MASC;SG
phil	phil	phil	phil	N;MASC;SG	PROPN
helsinki	hèlsinki	helsinki	hèlsinki	PROPN	
helsinki	helsinki	helsinki	helsinki	PROPN	
espère	esperança	espérer	esperança	V;IND;SG;3;PRS;FIN	N;FEM;SG
lawrence	lawrence	lawrence	lawrence	PROPN	
unesco	unesco	unesco	unesco	N;MASC;SG	
littoral	costaneres	littoral	costanera	N;MASC;SG	ADJ;FEM;PL
danny	danny	danny	danny	PROPN	
enterré	enterrat	enterrer	enterrat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
enterré	enterrats	enterrer	enterrar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
bonus	bonus	bonus	bonu	N;MASC;SG	
bonus	bonificacions	bonus	bonificació	N;MASC;SG	N;FEM;PL
théories	teoria	théorie	teoria	N;FEM;PL	N;FEM;SG
hot	hot	hot	hot	N;MASC;SG	PROPN
hot	calent	hot	calent	N;MASC;SG	
éliminatoires	playoff	éliminatoire	playoff	ADJ;MASC;PL	
éliminatoires	desempat	éliminatoire	desempat	ADJ;MASC;PL	N;MASC;SG
éliminatoires	eliminatòries	éliminatoire	eliminatòria	ADJ;MASC;PL	N;FEM;PL
disant	dient	dire	dir	V;PRS;V.PTCP	V;V.MSDR
rocher	boulder	rocher	boulder	N;MASC;SG	
rocher	rocher	rocher	rocher	N;MASC;SG	
résoudre	resolent	résoudre	resoldre	V;NFIN	V;V.MSDR
résistant	resistents	résistant	resistent	V;PRS;V.PTCP	ADJ;PL
résistant	resistents	résistant	resistent	V;PRS;V.PTCP	ADJ;PL
résistant	resistència	résistant	resistència	V;PRS;V.PTCP	N;FEM;SG
janeiro	janeiro	janeiro	janeiro	PROPN	
sculptures	escultura	sculpture	escultura	N;FEM;PL	N;FEM;SG
investissement	inversions	investissement	inversió	N;MASC;SG	N;FEM;PL
transformé	transformat	transformer	transformar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
privés	privat	priver	privat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
privés	privats	priver	privat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL
compagnon	acompanyant	compagnon	acompanyar	N;MASC;SG	V;V.MSDR
compagnon	compagnon	compagnon	compagnon	N;MASC;SG	
chroniques	crònica	chronique	crònica	N;FEM;PL	N;FEM;SG
tue	kill	tuer	kill	V;IND;SG;3;PRS;FIN	
paolo	paolo	paolo	paolo	PROPN	PROPN
stratégique	estratègiques	stratégique	estratègic	ADJ;MASC;SG	ADJ;FEM;PL
stratégique	estratègics	stratégique	estratègic	ADJ;MASC;SG	ADJ;MASC;PL
réfugiés	refugiat	réfugié	refugiat	N;MASC;PL	ADJ;MASC;SG;V.PTCP
égale	iguals	égal	igual	ADJ;FEM;SG	ADJ;PL
œufs	ou	œuf	ou	N;MASC;PL	
tentatives	intentada	tentative	intentar	N;FEM;PL	ADJ;FEM;SG;V.PTCP
emma	emma	emma	emma	N;FEM;SG	
blanches	white	blanc	white	ADJ;FEM;PL	PROPN
blanches	blanc	blanc	blanc	ADJ;FEM;PL	ADJ;MASC;SG
distinguer	distinció	distinguer	distinció	V;NFIN	N;FEM;SG
distinguer	distingint	distinguer	distenir	V;NFIN	V;V.MSDR
doublé	doblat	doubler	doblat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
industriels	industrial	industriel	industrial	ADJ;MASC;PL	ADJ;SG
tarn	tarn	tarn	tarn	N;MASC;SG	ADJ;MASC;SG
compagnons	compagnons	compagnon	compagnó	N;MASC;PL	
challenge	challenge	challenge	challenge	N;MASC;SG	
adolphe	adolph	adolphe	adolph	N;MASC;SG	PROPN
adolphe	adolphe	adolphe	adolphe	N;MASC;SG	PROPN
adolphe	adolf	adolphe	adolf	N;MASC;SG	PROPN
serpent	serpent	serpent	serpent	N;MASC;SG	
chimiques	chemical	chimique	chemical	ADJ;MASC;PL	ADJ;SG
chimiques	químic	chimique	químic	ADJ;MASC;PL	ADJ;MASC;SG
livret	fullet	livret	fullet	N;MASC;SG	
média	mitjans	média	mitjà	N;MASC;SG	N;MASC;PL
noires	black	noir	black	ADJ;FEM;PL	
noires	negre	noir	negre	ADJ;FEM;PL	
noires	noires	noir	noira	ADJ;FEM;PL	
georg	georg	georg	georg	PROPN	PROPN
individuelle	individualment	individuel	individualment	ADJ;FEM;SG	ADV
individuelle	individu	individuel	individu	ADJ;FEM;SG	N;MASC;SG
individuelle	individuals	individuel	individual	ADJ;FEM;SG	ADJ;PL
parker	parker	parker	parker	PROPN	PROPN
métropolitaine	metropolitan	métropolitain	metropolitar	ADJ;FEM;SG	
isaac	isaac	isaac	isaac	PROPN	
invite	indicatiu	invite	indicatiu	N;FEM;SG	ADJ;MASC;SG
invite	convida	invite	convidar	N;FEM;SG	V;IND;SG;3;PRS;FIN
invite	invitacions	invite	invitació	N;FEM;SG	N;FEM;PL
anges	angel	ange	angel	N;MASC;PL	
anges	àngel	ange	àngel	N;MASC;PL	
rencontrer	conèixer	rencontrer	conèixer	V;NFIN	V;NFIN
étang	étang	étang	étang	N;MASC;SG	
attente	esperant	attente	esperar	N;FEM;SG	V;V.MSDR
virginia	virgínia	virginia	virgínia	PROPN	ADJ;FEM;SG
virginia	virginia	virginia	virginia	PROPN	
restant	restant	rester	restant	V;PRS;V.PTCP	
restant	restants	rester	restant	V;PRS;V.PTCP	ADJ;PL
symboles	símbol	symbole	símbol	N;MASC;PL	
voûte	arch	voûte	arch	N;FEM;SG	
murray	murray	murray	murray	PROPN	
racines	arrel	racine	arrel	N;FEM;PL	
houston	houston	houston	houstó	PROPN	
accueilli	acollit	accueillir	acollir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
fréquente	freqüents	fréquent	freqüent	ADJ;FEM;SG	ADJ;PL
équipé	equipada	équiper	equipat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
équipé	equipats	équiper	equipat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
équipé	equipat	équiper	equipat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
mali	mali	mali	mali	N;MASC;SG	PROPN
repos	descansa	repos	descansar	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
repos	descans	repos	descans	ADJ;MASC;SG	N;MASC;SG
gardes	gardes	garde	garda	N;MASC;PL	
gardes	guàrdia	garde	guàrdia	N;MASC;PL	N;SG
gand	gant	gand	gant	PROPN	PROPN
gand	gand	gand	gand	PROPN	
évolué	evolucionat	évoluer	evolucionar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
romane	romane	roman	romane	ADJ;FEM;SG	PROPN
vents	vent	vent	vent	N;MASC;PL	N;MASC;SG
rap	rap	rap	rap	N;MASC;SG	
circulaire	circular	circulaire	circular	ADJ;MASC;SG	
vive	vive	vif	vive	ADJ;FEM;SG	INTJ
fribourg	friburg	fribourg	friburg	PROPN	
assistance	suport	assistance	suport	N;FEM;SG	
uruguay	uruguai	uruguay	uruguar	PROPN	N;FEM;SG
suzanne	suzanne	suzanne	suzanne	N;FEM;SG	PROPN
adams	adams	adam	adam	PROPN	
permanente	permanents	permanent	permanent	ADJ;FEM;SG	ADJ;PL
wayne	wayne	wayne	wayne	PROPN	PROPN
malte	malta	malte	malta	PROPN	
spider	aranya	spider	aranya	PROPN	N;FEM;SG
ahmed	ahmed	ahmed	ahmed	PROPN	PROPN
ahmed	ahmet	ahmed	ahmet	PROPN	PROPN
anton	anton	anton	antondre	PROPN	
spéciaux	especial	spécial	especial	ADJ;MASC;PL	ADJ;SG
républicains	republicà	républicain	republicà	ADJ;MASC;PL	ADJ;MASC;SG
républicains	republicans	républicain	republicà	ADJ;MASC;PL	N;MASC;PL
indiens	indians	indien	indià	ADJ;MASC;PL	N;MASC;PL
indiens	indis	indien	indi	ADJ;MASC;PL	N;MASC;PL
indiens	indi	indien	indi	ADJ;MASC;PL	ADJ;MASC;SG
gallery	galeria	gallery	galeria	PROPN	N;FEM;SG
tournant	rotatius	tourner	rotatiu	V;PRS;V.PTCP	ADJ;MASC;PL
tournant	convertint	tourner	convertir	V;PRS;V.PTCP	V;V.MSDR
âges	edat	âge	edat	N;MASC;PL	N;FEM;SG
offrir	ofrena	offrir	ofrena	V;NFIN	N;FEM;SG
offrir	oferta	offrir	oferta	V;NFIN	N;FEM;SG
gridcolor	gridcolor	gridcolor	gridcolor	PROPN	
crédité	acreditada	créditer	acreditat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
crédité	acreditat	créditer	acreditar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
tests	provant	test	provant	N;MASC;PL	V;V.MSDR
tests	assaig	test	assaig	N;MASC;PL	N;MASC;SG
neutralité	neutre	neutralité	neutre	N;FEM;SG	ADJ;MASC;SG
neutralité	neutral	neutralité	neutral	N;FEM;SG	ADJ;SG
suisses	suís	suisse	suís	N;MASC;PL	ADJ;MASC;SG
bière	beers	bière	beer	N;FEM;SG	PROPN
bière	cerveses	bière	cervesa	N;FEM;SG	N;FEM;PL
arr	arr	arr	arr		
faibles	dèbil	faible	dèbil	ADJ;MASC;PL	ADJ;SG
faibles	feble	faible	feble	ADJ;MASC;PL	ADJ;SG
faibles	baix	faible	baix	ADJ;MASC;PL	
arnold	arnold	arnold	arnold	PROPN	
élue	elegits	élire	elegit	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
élue	electes	élire	electe	V;FEM;SG;PST;V.PTCP	N;PL
julia	julia	julia	julia	PROPN	ADJ;FEM;SG
julia	júlia	julia	júlia	PROPN	
angel	angel	angel	angel	PROPN	
angel	àngel	angel	àngel	PROPN	
précédentes	anterior	précédent	anterior	ADJ;FEM;PL	ADJ;SG
archéologiques	arqueològic	archéologique	arqueològic	ADJ;MASC;PL	ADJ;MASC;SG
ottawa	ottawa	ottawa	ottat	PROPN	N;SG
professeurs	professorat	professeur	professorat	N;MASC;PL	N;MASC;SG
professeurs	facultat	professeur	facultat	N;MASC;PL	N;FEM;SG
occupée	ocupat	occuper	ocupat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
confusion	confús	confusion	confús	N;FEM;SG	ADJ;MASC;SG
clergé	clergues	clergé	clerg	N;MASC;SG	
clergé	clergues	clergé	clerg	N;MASC;SG	
étrange	strange	étrange	strange	ADJ;MASC;SG	PROPN
étrange	senars	étrange	senar	ADJ;MASC;SG	
étrange	senar	étrange	senar	ADJ;MASC;SG	
étrange	bizarre	étrange	bizarre	ADJ;MASC;SG	
éteint	extingit	éteindre	extingir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
éteint	extingida	éteindre	extingit	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
éteint	extingit	éteindre	extingir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
nobles	noble	noble	noble	ADJ;MASC;PL	
exprimer	express	exprimer	express	V;NFIN	
exprimer	expressar	exprimer	expressar	V;NFIN	V;NFIN
exprimer	expressant	exprimer	expressar	V;NFIN	V;V.MSDR
vendre	vendre	vendre	vendre	V;NFIN	V;NFIN
vicomte	vicomte	vicomte	vicomte	N;MASC;SG	
session	session	session	session	N;FEM;SG	
marshall	marshall	marshall	marshall	ADJ;MASC;SG	
sorbonne	sorbona	sorbonne	sorbonar	N;FEM;SG	
lang	lang	lang	lang	PROPN	
vallées	vallées	vallée	valla	N;FEM;PL	
inc	inc	inc	inc		PROPN
just	només	just	només	INTJ	ADV
suites	suites	suite	suit	N;FEM;PL	V;IND;PL;3;PRS;FIN
contrôler	control	contrôler	control	V;NFIN	N;MASC;SG
contrôler	controlant	contrôler	controlar	V;NFIN	V;V.MSDR
pietro	pietro	pietro	pietro	PROPN	
chœurs	chorus	chœur	chorus	N;MASC;PL	PROPN
ferrand	ferrand	ferrand	ferrand	PROPN	
arsenal	arsenal	arsenal	arsenal	N;MASC;SG	
adrien	adrien	adrien	adrir	PROPN	
adrien	adrian	adrien	adriar	PROPN	
larry	larry	larry	larry	PROPN	PROPN
spéciales	especial	spécial	especial	ADJ;FEM;PL	ADJ;SG
récentes	recent	récent	recent	ADJ;FEM;PL	ADJ;SG
policiers	policia	policier	policia	N;MASC;PL	N;SG
armement	armes	armement	arma	N;MASC;SG	N;FEM;PL
ailier	winger	ailier	winger	N;MASC;SG	
off	apagat	off	apagat		ADJ;MASC;SG;V.PTCP
off	off	off	off		
mayenne	mayenne	mayenne	mayenne	ADJ;FEM;SG	N;MASC;SG
marion	marion	marion	marion	PROPN	
robe	vestit	robe	vestit	N;FEM;SG	ADJ;MASC;SG;V.PTCP
golf	golf	golf	golf	N;MASC;SG	
baker	baker	baker	baker	PROPN	PROPN
baker	forner	baker	forner	PROPN	N;MASC;SG
baker	flequer	baker	flequer	PROPN	N;MASC;SG
jay	jay	jay	jay	PROPN	PROPN
mystère	misteri	mystère	misteri	N;MASC;SG	
mystère	mystère	mystère	mystère	N;MASC;SG	
stewart	stewart	stewart	stewart	PROPN	
adq	adq	adé	adq	PROPN	ADJ;MASC;SG
sint	sint	sint	sint	PROPN	PROPN
similaires	similar	similaire	similar	ADJ;MASC;PL	ADJ;SG
sage	savis	sage	savi	ADJ;MASC;SG	N;MASC;PL
sage	savi	sage	savi	ADJ;MASC;SG	
sage	sage	sage	sage	ADJ;MASC;SG	
vaisseaux	vaisseaux	vaisseau	vaisseaux	N;MASC;PL	
idéal	ideals	idéal	ideal	ADJ;MASC;SG	ADJ;PL
lionel	lionel	lionel	lionel	PROPN	
particules	partícula	particule	partícula	N;FEM;PL	V;IND;SG;3;PRS;FIN
écurie	estable	écurie	estable	N;FEM;SG	ADJ;SG
baby	baby	baby	baby	N;MASC;SG	
soprano	soprano	soprano	soprano	N;MASC;SG	
kennedy	kennedy	kennedy	kennedy	PROPN	
harris	harris	harris	harri	PROPN	
shakespeare	shakespeare	shakespear	shakespeare	N;MASC;SG	
masters	masters	master	master	N;MASC;PL	
refusé	denegat	refuser	denegar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
refusé	denegada	refuser	denegat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
refusé	rebutjat	refuser	rebutjat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
refusé	rebutjat	refuser	rebutjat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
refusé	disminuït	refuser	disminuir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
coureurs	riders	coureur	rider	N;MASC;PL	ADJ;PL
extraits	extractes	extraire	extracte	V;MASC;PL;PST;V.PTCP	
extraits	extreu	extraire	extreure	V;MASC;PL;PST;V.PTCP	V;IND;SG;3;PRS;FIN
extraits	extracte	extraire	extracte	V;MASC;PL;PST;V.PTCP	
extraits	extractes	extraire	extracte	V;MASC;PL;PST;V.PTCP	
rencontré	met	rencontrer	met	V;MASC;SG;PST;V.PTCP	
cadet	cadet	cadet	cadet	N;MASC;SG	
tribune	tribune	tribune	tribune	N;FEM;SG	PROPN
lightgrey	lightgrey	lightgrey	lightgrey	PROPN	
down	down	down	down	PROPN	
pau	pau	pau	pau	PROPN	N;FEM;SG
mineurs	menors	mineur	menor	N;MASC;PL	ADJ;PL
dei	dei	dei	dei	PROPN	
commis	passants	commettre	passant	V;MASC;SG;PST;V.PTCP	N;PL
commis	comès	commettre	comès	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
faciliter	facilitant	faciliter	facilitar	V;NFIN	V;V.MSDR
aval	aval	aval	aval	N;MASC;SG	
physicien	físic	physicien	físic	N;MASC;SG	ADJ;MASC;SG
bobby	bobby	bobby	bobby	PROPN	
opposant	oponent	opposer	oponent	V;PRS;V.PTCP	
opposant	adversari	opposer	adversari	V;PRS;V.PTCP	ADJ;MASC;SG
dangereux	perillosos	dangereux	perillós	ADJ;MASC;SG	ADJ;MASC;PL
modes	modes	mode	moda	N;MASC;PL	
robinson	robinson	robinson	robinsor	PROPN	ADJ;MASC;SG
panneau	signa	panneau	signar	N;MASC;SG	V;IND;SG;3;PRS;FIN
panneau	signar	panneau	signar	N;MASC;SG	V;NFIN
pomme	apple	pomme	apple	N;FEM;SG	
rosa	rosa	rosa	rosa	PROPN	
bologne	bologna	bologne	bologna	PROPN	
bologne	bolonya	bologne	bolonya	PROPN	
seed	llavor	seed	llavor	PROPN	N;FEM;SG
saga	saga	saga	saga	N;FEM;SG	
salvador	salvador	salvador	salvador	N;MASC;SG	
reconnaître	reconèixer	reconnaître	reconèixer	V;NFIN	V;NFIN
reconnaître	reconèixer	reconnaître	reconèixer	V;NFIN	V;NFIN
reconnaître	reconeixent	reconnaître	reconèixer	V;NFIN	V;V.MSDR
volant	volant	volant	volant	N;MASC;SG	
textcolor	textcolor	textcolor	textcolor	PROPN	
dents	dent	dent	dent	N;FEM;PL	
dents	bonys	dent	bony	N;FEM;PL	ADJ;MASC;PL
may	maig	may	maig	PROPN	N
tommy	tommy	tommy	tommy	PROPN	PROPN
richesse	riqueses	richesse	riquesa	N;FEM;SG	N;FEM;PL
indes	índia	inde	índia	N;FEM;PL	
terry	terry	terry	terry	PROPN	
sprint	sprint	sprint	sprint	N;MASC;SG	
infrastructures	infraestructura	infrastructure	infraestructura	N;FEM;PL	N;FEM;SG
travaillant	treballant	travailler	treballar	V;PRS;V.PTCP	V;V.MSDR
matthew	matthew	matthew	matthew	PROPN	
matthew	mateu	matthew	mateu	PROPN	
cerveau	cervells	cerveau	cervell	N;MASC;SG	N;MASC;PL
fabrique	fàbrica	fabrique	fàbrica	ADJ;FEM;SG	N;FEM;SG
fabrique	fabrica	fabrique	fabrica	ADJ;FEM;SG	V;IND;SG;3;PRS;FIN
fabrique	fabrique	fabrique	fabrique	ADJ;FEM;SG	
arte	arte	arte	arte	PROPN	PROPN
voter	votació	voter	votació	V;NFIN	N;FEM;SG
voter	vot	voter	vot	V;NFIN	N;MASC;SG
voter	votacions	voter	votació	V;NFIN	N;FEM;PL
diplomate	diplomàtic	diplomate	diplomàtic	N;MASC;SG	ADJ;MASC;SG
maternelle	preescolar	maternel	preescolar	ADJ;FEM;SG	
urbaines	urban	urbain	urban	ADJ;FEM;PL	
écologique	ecològiques	écologique	ecològic	ADJ;MASC;SG	ADJ;FEM;PL
joan	joan	joan	joan	PROPN	
théodore	theodore	théodore	theodore	N;MASC;SG	PROPN
théodore	teodor	théodore	teodor	N;MASC;SG	
théodore	théodore	théodore	théodore	N;MASC;SG	
architectes	arquitecte	architecte	arquitecte	N;MASC;PL	N;MASC;SG
transformer	transformant	transformer	transformar	V;NFIN	V;V.MSDR
transformer	transformada	transformer	transformat	V;NFIN	ADJ;FEM;SG;V.PTCP
publiées	publicat	publier	publicat	V;FEM;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
habitude	costum	habitude	costum	N;FEM;SG	
modeste	humil	modeste	humil	ADJ;MASC;SG	
modeste	humils	modeste	humil	ADJ;MASC;SG	ADJ;PL
modeste	modeste	modeste	modeste	ADJ;MASC;SG	
fantôme	ghost	fantôme	ghost	N;MASC;SG	PROPN
fantôme	fantasma	fantôme	fantasma	N;MASC;SG	
fantôme	phantom	fantôme	phantom	N;MASC;SG	PROPN
animé	anima	animer	animar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
animé	animades	animer	animat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
animé	animat	animer	animat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
animé	anime	animer	anime	V;MASC;SG;PST;V.PTCP	N;MASC;SG
ludwig	ludwig	ludwig	ludwig	PROPN	PROPN
dérivé	derivat	dériver	derivar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
dérivé	derivada	dériver	derivat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
marcus	marcus	marcus	marcus	PROPN	
universal	universal	universal	universal	PROPN	ADJ;SG
imaginaire	fantasia	imaginaire	fantasia	ADJ;MASC;SG	
microsoft	microsoft	microsoft	microsoft	N;MASC;SG	
lens	lens	lens	lens	N;MASC;SG	PROPN
lens	lent	lens	lent	N;MASC;SG	ADJ;MASC;SG
bucarest	dosrius	bucarest	dosriu	PROPN	ADJ;MASC;PL
bucarest	bucarest	bucarest	bucarest	PROPN	
passée	passat	passer	passat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
témoignage	testimonial	témoignage	testimonial	N;MASC;SG	ADJ;SG
nage	nedar	nage	nedar	N;FEM;SG	V;NFIN
arizona	arizona	arizona	arizonar	PROPN	N;FEM;SG
wrestling	lluita	wrestling	lluitar	N;MASC;SG	V;IND;SG;3;PRS;FIN
commerciales	comercial	commercial	comercial	ADJ;FEM;PL	ADJ;SG
circonstances	circumstància	circonstance	circumstància	N;FEM;PL	N;FEM;SG
chants	chants	chant	chant	N;MASC;PL	
gratte	gratacel	gratte	gratacel	N;FEM;SG	ADJ;MASC;SG
heart	cor	heart	cor	N;MASC;SG	
déclin	declinant	déclin	declinar	N;MASC;SG	V;V.MSDR
thermique	calor	thermique	calor	ADJ;MASC;SG	
réformes	reforma	réforme	reforma	N;FEM;PL	N;FEM;SG
pôles	polonesos	pôle	polonès	N;MASC;PL	ADJ;MASC;PL
partenaires	soci	partenaire	soci	N;MASC;PL	N;MASC;SG
bruit	soroll	bruit	soroll	N;MASC;SG	
tchécoslovaquie	txecoslovàquia	tchécoslovaquie	txecoslovàquia	N;FEM;SG	ADJ;FEM;SG
devise	divisa	devise	divisa	N;FEM;SG	V;IND;SG;3;PRS;FIN
finir	acabat	finir	acabar	V;NFIN	ADJ;MASC;SG;V.PTCP
annie	annie	annie	annie	N;FEM;SG	PROPN
limiter	límit	limiter	límit	V;NFIN	N;MASC;SG
limiter	limitant	limiter	limitant	V;NFIN	V;V.MSDR
circuits	tours	circuit	toure	N;MASC;PL	
mono	mono	mono	mono	N;MASC;SG	
clinique	clinic	clinique	clinic	ADJ;FEM;SG	
