par	glede	par	glede		ADV
rozā	rožnato	rozā	rožnato	N	ADJ;NOM;NEUT;SG
#ffd	#ffd	#ffd	#ffd		
bumba	žogo	bumba	žoga	N;NOM;FEM;SG	N;ACC;FEM;SG
bumba	bombo	bumba	bomba	N;NOM;FEM;SG	N;ACC;FEM;SG
ref	sodnik	ref	sodnik		N;NOM;MASC;SG
ref	sklic	ref	sklic		N;NOM;MASC;SG
cūku	prašiči	cūka	prašič	N;ACC;FEM;SG	N;NOM;MASC;PL
cūku	prašiči	cūka	prašič	N;ACC;FEM;SG	N;NOM;MASC;PL
cūku	pujs	cūka	pujs	N;ACC;FEM;SG	N;NOM;MASC;SG
cūku	prašič	cūka	prašič	N;ACC;FEM;SG	N;NOM;MASC;SG
bizness	posli	bizness	posel	N;NOM;MASC;SG	N;NOM;MASC;PL
ieteica	predlagane	ieteikt	predlagan	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
ieteica	predlagan	ieteikt	predlagan	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
ieteica	predlagano	ieteikt	predlagan	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
ieteica	predlagani	ieteikt	predlagan	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
ieteica	predlagana	ieteikt	predlagan	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
ieteica	priporočamo	ieteikt	priporočati	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
ieteica	priporočena	ieteikt	priporočen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
ieteica	priporočeno	ieteikt	priporočen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
ieteica	priporočeni	ieteikt	priporočen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
ieteica	priporočljivo	ieteikt	priporočljiv	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;NEUT;SG
klaipēdas	klaipėda	klaipēda	klaipad	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
basketball	košarko	basketball	košarka	N;NOM;FEM;SG	N;ACC;FEM;SG
lampas	svetilko	lampa	svetilka	N;NOM;FEM;PL	N;ACC;FEM;SG
lampas	svetilka	lampa	svetilka	N;NOM;FEM;PL	N;NOM;FEM;SG
lampas	svetila	lampa	svetiti	N;NOM;FEM;PL	V;IPFV;FEM;SG;V.PTCP
xviii	xviii	kviis	svi		N;NOM;MASC;SG
džou	zhou	džoa	zhou	PROPN	PROPN;NOM;MASC;SG
maksimāli	maksimum	maksimāli	maksimum	ADV	N;NOM;MASC;SG
maksimāli	največja	maksimāli	velik	ADV	ADJ;NOM;RL;FEM;SG
mācās	preučevanje	mācīties	preučevanje	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;NEUT;SG
mācās	učenje	mācīties	učenje	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;NEUT;SG
bosnijas	bosanski	bosnija	bosanski	PROPN;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
elektronikas	elektronika	elektronika	elektronika	N;NOM;FEM;PL	N;NOM;FEM;SG
elektronikas	elektroniko	elektronika	elektronik	N;NOM;FEM;PL	N;ACC;FEM;SG
aparatūras	strojne	aparatūra	strojen	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
aparatūras	strojna	aparatūra	strojen	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
runājot	govorjenje	runāt	govorjenje	V;V.CVB	N;NOM;NEUT;SG
kopienu	skupnost	kopiena	skupnost	N;ACC;MASC;SG	N;NOM;FEM;SG
kopienu	skupnosti	kopiena	skupnost	N;ACC;MASC;SG	N;GEN;FEM;PL
profesionāli	strokovna	profesionāli	strokoven	ADV	ADJ;NOM;FEM;SG
profesionāli	poklicna	profesionāli	poklicen	ADV	ADJ;NOM;FEM;SG
profesionāli	poklicne	profesionāli	poklicen	ADV	ADJ;NOM;FEM;PL
profesionāli	strokovni	profesionāli	strokoven	ADV	ADJ;NOM;MASC;SG
profesionāli	poklicno	profesionāli	poklicen	ADV	ADJ;NOM;NEUT;SG
garīgās	duševno	garīga	duševno	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
garīgās	mentalno	garīga	mentalen	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
garīgās	duševna	garīga	duševen	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
vienkārša	enostavno	vienkārša	enostavno	ADJ;NOM;FEM;SG	ADV
vienkārša	preprosto	vienkārša	preprosto	ADJ;NOM;FEM;SG	ADV
izvēlēta	izbrano	izvēlēt	izbran	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
izvēlēta	izbranih	izvēlēt	izbran	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
izvēlēta	izbrani	izvēlēt	izbran	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
izvēlēta	izbrane	izvēlēt	izbran	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
izvēlēta	izbrana	izvēlēt	izbran	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
izvēlēta	izbran	izvēlēt	izbran	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
ienaidnieki	sovražnike	ienaidnieks	sovražnik	N;NOM;MASC;PL	N;ACC;MASC;PL
ienaidnieki	sovražnikov	ienaidnieks	sovražnikov	N;NOM;MASC;PL	N;GEN;MASC;PL
autoriem	avtorji	autors	avtor	N;DAT;MASC;PL	N;NOM;MASC;PL
tatra	tatra	tatra	tatra	N;NOM;MASC;SG	
matemātikā	matematika	matemātika	matematika	N;ESS;FEM;SG	N;NOM;FEM;SG
viļņi	valovanje	vilnis	valovanje	N;NOM;MASC;PL	N;NOM;NEUT;SG
horvātu	hrvaška	horvāts	hrvaški	N;ACC;MASC;SG	ADJ;NOM;FEM;SG
horvātu	hrvaško	horvāts	hrvaški	N;ACC;MASC;SG	ADJ;NOM;NEUT;SG
horvātu	hrvaške	horvāts	hrvaški	N;ACC;MASC;SG	ADJ;NOM;FEM;PL
horvātu	hrvaški	horvāts	hrvaški	N;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
nejauši	naključna	nejauši	naključen	ADV	ADJ;NOM;FEM;SG
nejauši	naključni	nejauši	naključen	ADV	ADJ;NOM;MASC;SG
nejauši	naključen	nejauši	naključen	ADV	ADJ;NOM;INDF;MASC;SG;V.PTCP
nejauši	ponesreči	nejauši	ponesreči	ADV	V;PFV;IND;SG;3;PRS;FIN
uztvert	zaznane	uztvert	zaznan	V;POS;NFIN	ADJ;NOM;FEM;PL;V.PTCP
nesekmīgi	neuspešno	nesekmīgi	neuspešen	ADV	ADJ;NOM;NEUT;SG
sestais	šesti	sests	šesti	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
sestais	šesta	sests	šesti	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
sestais	šesto	sests	šesti	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;ACC;NEUT;SG
sql	sql	sql	sel	N	PROPN;NOM;MASC;SG
hamburgas	hamburg	hamburga	hamburg	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
izgatavo	proizvedeno	izgatavot	proizveden	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
izgatavo	proizveden	izgatavot	proizveden	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
izgatavo	izdelano	izgatavot	izdelan	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
izgatavo	izdelan	izgatavot	izdelan	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
izgatavo	izdelane	izgatavot	izdelan	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
fjodors	fjodor	fjodors	fjodor	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
paketes	pakete	pakete	paket	N;NOM;FEM;PL	N;ACC;MASC;PL
oksfordas	oxford	oksforda	osford	PROPN;NOM;FEM;PL	PROPN;NOM;MASC;SG
oksfordas	oxfordu	oksforda	onford	PROPN;NOM;FEM;PL	N;DAT;MASC;SG
ziņoja	prijavljenih	ziņot	prijavljen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;GEN;MASC;PL;V.PTCP
etnisko	etničnih	etniska	etničen	ADJ;ACC;MASC;SG	ADJ;GEN;MASC;PL
etnisko	etnične	etniska	etničen	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;PL
etnisko	etnično	etniska	etnično	ADJ;ACC;MASC;SG	ADV
sportistiem	športniki	sportists	športnik	N;DAT;MASC;PL	N;NOM;MASC;PL
sportistiem	športnike	sportists	športnik	N;DAT;MASC;PL	N;ACC;MASC;PL
ganību	pase	ganība	pasa	N;ACC;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
ganību	paša	ganība	paša	N;ACC;FEM;SG	N;NOM;FEM;SG
piektdienā	petek	piektdiena	petek	N;ESS;FEM;SG	N;INAN;ACC;MASC;SG
pasniedzēji	profesorjev	pasniedzējs	profesor	N;NOM;MASC;PL	N;GEN;MASC;PL
pasniedzēji	učiteljev	pasniedzējs	učitelj	N;NOM;MASC;PL	N;GEN;MASC;PL
pasniedzēji	učitelje	pasniedzējs	učitelj	N;NOM;MASC;PL	N;ACC;MASC;PL
pasniedzēji	trenerjev	pasniedzējs	trener	N;NOM;MASC;PL	N;GEN;MASC;PL
über	über	bbert	über		
atomi	atomov	atome	atomov	N;NOM;MASC;PL	N;GEN;MASC;PL
kompleksā	zapletena	komplekss	zapleten	N;ESS;MASC;SG	ADJ;NOM;FEM;SG
kompleksā	zapleteno	komplekss	zapleten	N;ESS;MASC;SG	ADJ;NOM;NEUT;SG
kompleksā	kompleks	komplekss	kompleks	N;ESS;MASC;SG	N;NOM;MASC;SG
kompleksā	kompleksna	komplekss	kompleksen	N;ESS;MASC;SG	ADJ;NOM;FEM;SG
egļu	fir	egle	fir	N;GEN;MASC;PL	N;NOM;MASC;SG
brauciens	vožnjo	brauciens	vožnja	N;NOM;MASC;SG	N;ACC;FEM;SG
ietilpība	zmogljivosti	ietilpība	zmogljivost	N;NOM;FEM;SG	N;GEN;FEM;SG
revīzijas	revizija	revīzija	revizija	N;NOM;FEM;PL	N;NOM;FEM;SG
revīzijas	presoja	revīzija	presoja	N;NOM;FEM;PL	N;NOM;FEM;SG
revīzijas	revizijo	revīzija	revizija	N;NOM;FEM;PL	N;ACC;FEM;SG
revīzijas	revizija	revīzija	revizija	N;NOM;FEM;PL	N;NOM;FEM;SG
mod	mod	mod	mod		N;NOM;MASC;SG
smadzenes	možgani	smadzenes	možgani	N;NOM;FEM	N;NOM;MASC;PL
smadzenes	možgansko	smadzenes	možganski	N;NOM;FEM	ADJ;NOM;NEUT;SG
smadzenes	možganski	smadzenes	možganski	N;NOM;FEM	ADJ;NOM;MASC;PL
smadzenes	možgane	smadzenes	možgani	N;NOM;FEM	N;ACC;MASC;PL
smadzenes	možganska	smadzenes	možganski	N;NOM;FEM	ADJ;NOM;FEM;SG
smadzenes	možgani	smadzenes	možgani	N;NOM;FEM	N;NOM;MASC;PL
smadzenes	možgane	smadzenes	možgani	N;NOM;FEM	N;ACC;MASC;PL
autonomā	avtonomne	autonoms	avtonomen	N;NOM;FEM;SG	ADJ;NOM;FEM;PL
autonomā	samostojno	autonoms	samostojen	N;NOM;FEM;SG	ADV
autonomā	avtonomna	autonoms	avtonomen	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
redze	vidu	redze	vido	N;NOM;FEM;SG	V;MASC;SG;V.PTCP
redze	vizijo	redze	vizeti	N;NOM;FEM;SG	N;ACC;FEM;SG
aktīvā	dejavno	aktīva	dejavno	ADJ;NOM;FEM;SG	ADV
aktīvā	aktivni	aktīva	aktiven	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
aktīvā	aktivno	aktīva	aktivno	ADJ;NOM;FEM;SG	ADV
iedarbības	izpostavitev	iedarbība	izpostavitev	N;NOM;FEM;PL	N;NOM;FEM;SG
iedarbības	izpostavljanje	iedarbība	izpostavljanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
iedarbības	izpostavljenost	iedarbība	izpostavljenost	N;NOM;FEM;PL	N;NOM;FEM;SG
iedarbības	izpostavljenosti	iedarbība	izpostavljenost	N;NOM;FEM;PL	N;GEN;FEM;SG
mongolijas	mongolski	mongolija	mongolski	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
mongolijas	mongoliji	mongolija	mongolija	N;NOM;FEM;PL	N;NOM;FEM;SG
apdraudēta	ogrožen	apdraudēt	ogrožen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
apdraudēta	ogroženih	apdraudēt	ogrožen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
apdraudēta	ogroženi	apdraudēt	ogrožen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
apdraudēta	ogroženo	apdraudēt	ogrožen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
apdraudēta	ogrožena	apdraudēt	ogrožen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
apdraudēta	ogrožene	apdraudēt	ogrožen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
apdraudēta	ogrožanje	apdraudēt	ogrožanje	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
apdraudēta	ogrožen	apdraudēt	ogrožen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
apdraudēta	ogrožena	apdraudēt	ogrožen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
apdraudēta	grozil	apdraudēt	groziti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
apdraudēta	ogrožene	apdraudēt	ogrožen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
apdraudēta	ogrožen	apdraudēt	ogrožen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
apdraudēta	ogrožena	apdraudēt	ogrožen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
olbaltumvielu	beljakovin	olbaltumviela	beljakovina	N;ACC;FEM;SG	N;GEN;FEM;PL
olbaltumvielu	protein	olbaltumviela	protein	N;ACC;FEM;SG	N;NOM;MASC;SG
olbaltumvielu	proteini	olbaltumviela	protein	N;ACC;FEM;SG	N;NOM;MASC;PL
olbaltumvielu	beljakovine	olbaltumviela	beljakovina	N;ACC;FEM;SG	N;NOM;FEM;PL
moriss	maurice	moriss	maurica	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
piekraste	obalo	piekraste	obala	N;NOM;FEM;SG	N;ACC;FEM;SG
piekraste	shore	piekraste	shora	N;NOM;FEM;SG	
piekraste	obalo	piekraste	obala	N;NOM;FEM;SG	N;ACC;FEM;SG
delegācijas	delegacije	delegācija	delegacija	N;NOM;FEM;SG	N;NOM;FEM;PL
delegācijas	delegacij	delegācija	delegacija	N;NOM;FEM;SG	N;GEN;FEM;PL
daudzveidība	raznolikosti	daudzveidība	raznolikost	N;NOM;FEM;SG	N;GEN;FEM;SG
žoržs	georges	žoržs	georges	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
izsūtīts	izgnani	izsūtīt	izgnan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
izsūtīts	izgnan	izsūtīt	izgnan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
kamerūnas	kamerun	kamerūna	kamerun	PROPN;NOM;FEM;PL	N;NOM;MASC;SG
zaļa	zeleno	zaļš	zelen	ADJ;NOM;FEM;SG	ADV
zaļa	zelene	zaļš	zelen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
zaļa	green	zaļš	green	ADJ;NOM;FEM;SG	
baktēriju	bakterijske	baktērija	bakterijski	N;ACC;MASC;SG	ADJ;NOM;FEM;PL
baktēriju	bakterija	baktērija	bakterija	N;ACC;MASC;SG	N;NOM;FEM;SG
baktēriju	bakterije	baktērija	bakterija	N;ACC;MASC;SG	N;NOM;FEM;PL
klientiem	kupci	klients	kupec	N;DAT;MASC;PL	N;NOM;MASC;PL
klientiem	strank	klients	stranka	N;DAT;MASC;PL	N;GEN;FEM;PL
klientiem	stranke	klients	stranka	N;DAT;MASC;PL	N;NOM;FEM;PL
klientiem	klienti	klients	klient	N;DAT;MASC;PL	N;NOM;MASC;PL
klientiem	strank	klients	stranka	N;DAT;MASC;PL	N;GEN;FEM;PL
klientiem	stranke	klients	stranka	N;DAT;MASC;PL	N;NOM;FEM;PL
ložu	neprebojni	loze	neprebojen	N;ACC;MASC;SG	ADJ;NOM;NEUT;SG
malaizijas	malezija	malaizija	malezija	N;NOM;FEM;PL	N;NOM;FEM;SG
malaizijas	malezijski	malaizija	malezijski	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
resursus	vire	resursi	vir	N;ACC;MASC	N;ACC;MASC;PL
resursus	sredstva	resursi	sredstvo	N;ACC;MASC	N;NOM;NEUT;PL
resursus	viri	resursi	vir	N;ACC;MASC	N;NOM;MASC;PL
kijevā	kijevu	kijeva	kijeva	PROPN;ESS;FEM;SG	PROPN;DAT;MASC;SG
serveri	strežnik	serveris	strežnik	N;NOM;MASC;PL	N;NOM;MASC;SG
galos	konce	gals	konec	N;ESS;MASC;PL	N;ACC;MASC;PL
galos	konci	gals	konec	N;ESS;MASC;PL	N;NOM;MASC;PL
raksturu	lik	raksturs	lika	N;ACC;MASC;SG	N;NOM;MASC;SG
raksturu	karakter	raksturs	karakter	N;ACC;MASC;SG	N;NOM;MASC;SG
kopijas	kopij	kopija	kopija	N;NOM;FEM;PL	N;GEN;FEM;PL
sauber	sauber	saubert	sauber		N;NOM;MASC;SG
stad	stad	stad	stad		
kristieši	kristjane	kristietis	kristjan	N;NOM;MASC;PL	N;ACC;MASC;PL
kristieši	kristjanov	kristietis	kristjan	N;NOM;MASC;PL	N;GEN;MASC;PL
acīmredzot	očitno	acīmredzot	očitno		ADV
acīmredzot	očitno	acīmredzot	očitno		ADV
paziņo	najavi	paziņot	najava	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;FEM;SG
aprakstīts	opisano	aprakstīt	opisan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
aprakstīts	opisane	aprakstīt	opisan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
aprakstīts	opisan	aprakstīt	opisan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
aprakstīts	opisani	aprakstīt	opisan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
aprakstīts	opisana	aprakstīt	opisan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
bernhards	bernhard	bernhards	bernhard	PROPN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
los	los	los	los		PROPN;NOM;MASC;SG
sestā	šesti	sests	šesti	NUM;NOM;FEM;SG	ADJ;NOM;MASC;SG
sestā	šesta	sests	šesti	NUM;NOM;FEM;SG	ADJ;NOM;FEM;SG
sestā	šesto	sests	šesti	NUM;NOM;FEM;SG	ADJ;ACC;NEUT;SG
vēju	vetru	vējš	veter	N;ACC;MASC;SG	N;DAT;MASC;SG
vēju	veter	vējš	veter	N;ACC;MASC;SG	N;NOM;MASC;SG
vēju	vetra	vējš	veter	N;ACC;MASC;SG	N;GEN;MASC;SG
izpildīts	usmrtili	izpildīt	usmrtiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
izpildīts	izvršena	izpildīt	izvršen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
izpildīts	usmrčen	izpildīt	usmrčen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
izpildīts	izpolnjen	izpildīt	izpolnjen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
izpildīts	izpolnjeno	izpildīt	izpolnjen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
izpildīts	izpolnjena	izpildīt	izpolnjen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
izpildīts	izpolnjene	izpildīt	izpolnjen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
izpildīts	izpolnjeni	izpildīt	izpolnjen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
izpildīts	doseženo	izpildīt	dosežen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
gerhards	gerhard	gerhards	gerhard	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
pēdu	noga	pēda	nog	N;ACC;FEM;SG	N;NOM;FEM;SG
pēdu	stopalo	pēda	stopalo	N;ACC;FEM;SG	N;NOM;NEUT;SG
volfgangs	wolfgang	volfgangs	wolfgang	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
ticība	vere	ticība	vera	N;NOM;FEM;SG	N;NOM;FEM;PL
ticība	vero	ticība	vera	N;NOM;FEM;SG	N;ACC;FEM;SG
javas	vezivo	java	vezivo	N;NOM;FEM;PL	N;NOM;FEM;SG
ārpuses	zunaj	ārpuse	zunaj	N;NOM;FEM;PL	ADV
ārpuses	zunanjost	ārpuse	zunanjost	N;NOM;FEM;PL	N;NOM;FEM;SG
ārpuses	zunanjosti	ārpuse	zunanjost	N;NOM;FEM;PL	N;GEN;FEM;SG
irāna	iranu	irāns	iran	N;NOM;FEM;SG	N;DAT;MASC;SG
irāna	irana	irāns	iran	N;NOM;FEM;SG	N;GEN;MASC;SG
irāna	iran	irāns	iran	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
alfonso	alfonso	alfonso	alfonsa	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
maiju	maji	maijs	maj	N;ACC;MASC;SG	N;NOM;MASC;PL
maiju	maya	maijs	maya	N;ACC;MASC;SG	N;NOM;FEM;SG
maiju	maji	maijs	maj	N;ACC;MASC;SG	N;NOM;MASC;PL
ajax	ajaxa	ajaļ	ajax		N;GEN;MASC;SG
zondes	sondo	zonde	sondo	N;NOM;FEM;PL	N;ACC;FEM;SG
zondes	sonda	zonde	sonda	N;NOM;FEM;PL	N;NOM;FEM;SG
dzeltens	rumene	dzeltens	rumen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
dzeltens	rumeno	dzeltens	rumen	ADJ;NOM;MASC;SG	ADV
narvas	narva	narva	narva	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
himalaju	himalajska	himala	himalajski	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
irākā	irak	irāka	irak	N;ESS;FEM;SG	PROPN;NOM;MASC;SG
irākā	iraku	irāka	irak	N;ESS;FEM;SG	N;DAT;MASC;SG
publicēšana	objavo	publicēšana	objava	N;NOM;FEM;SG	N;ACC;FEM;SG
publicēšana	objavo	publicēšana	objava	N;NOM;FEM;SG	N;ACC;FEM;SG
uzmanības	pozor	uzmanība	pozor	N;NOM;FEM;PL	
uzmanības	pozornost	uzmanība	pozornost	N;NOM;FEM;PL	N;NOM;FEM;SG
slīpi	nagnjena	slīpi	nagnjen	N;NOM;MASC;PL	ADJ;NOM;FEM;SG;V.PTCP
slīpi	nagnjen	slīpi	nagnjen	N;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
vienkāršas	preprost	vienkārša	preprosto	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
vienkāršas	preprosta	vienkārša	preprost	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
vienkāršas	enostavno	vienkārša	enostavno	ADJ;NOM;FEM;PL	ADV
vienkāršas	preprosto	vienkārša	preprosto	ADJ;NOM;FEM;PL	ADV
nakti	noč	nakts	noč	N;ACC;FEM;SG	N;NOM;FEM;SG
krūtis	dojke	krūts	dojka	N;NOM;FEM;PL	N;NOM;FEM;SG
krūtis	dojk	krūts	dojka	N;NOM;FEM;PL	N;NOM;FEM;SG
akadēmiskā	akademske	akadēmiska	akademski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
ielās	ulice	iela	ulica	N;ESS;FEM;PL	N;NOM;FEM;PL
ielās	ceste	iela	cesta	N;ESS;FEM;PL	N;NOM;FEM;PL
malta	malto	malts	malto	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
malta	malta	malts	malta	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	PROPN;NOM;FEM;SG
edvīns	edwin	edvīns	edwin	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
lēmumus	odločitve	lēmums	odločitev	N;ACC;MASC;PL	N;NOM;FEM;PL
lēmumus	odločbe	lēmums	odločba	N;ACC;MASC;PL	N;NOM;FEM;PL
lēmumus	sklepi	lēmums	sklep	N;ACC;MASC;PL	N;NOM;MASC;PL
endrū	andrej	endrū	andrej	PROPN	PROPN;NOM;MASC;SG
endrū	andreja	endrū	andreja	PROPN	N;NOM;MASC;SG
endrū	andrew	endrū	andrew	PROPN	PROPN;NOM;MASC;SG
miers	mir	miers	mir	N;NOM;MASC	N;NOM;MASC;SG
miers	peace	miers	peac	N;NOM;MASC	
reāli	resničen	reāli	resničen	ADV	ADJ;NOM;INDF;MASC;SG
reāli	resnična	reāli	resničen	ADV	ADJ;NOM;FEM;SG
reāli	prava	reāli	pravi	ADV	ADJ;NOM;FEM;SG
reāli	realno	reāli	realen	ADV	ADJ;NOM;NEUT;SG
reāli	realna	reāli	realen	ADV	ADJ;NOM;FEM;SG
reāli	realističen	reāli	realističen	ADV	ADJ;NOM;INDF;MASC;SG
reāli	stvarno	reāli	stvarno	ADV	ADJ;NOM;NEUT;SG
reāli	realno	reāli	realen	ADV	ADJ;NOM;NEUT;SG
reāli	stvarno	reāli	stvarno	ADV	ADJ;NOM;NEUT;SG
reāli	realno	reāli	realen	ADV	ADJ;NOM;NEUT;SG
