lokalizacji	местоположения	lokalizacja	местоположение	N;GEN;FEM;SG	N;INDF;NEUT;PL
foster	фостър	foster	фостър	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;INDF;MASC;SG
foster	приемни	foster	приемен	V;IPFV;IND;SG;2;PRS;FIN;ACT	ADJ;INDF;PL
harvey	харви	harvea	харвя	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
krytykę	критики	krytyka	критика	N;ACC;FEM;SG	N;INDF;FEM;PL
eugene	юджийн	eugen	юджийн	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
wspomniany	спомената	wspomnieć	спомена	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
wspomniany	споменато	wspomnieć	спомена	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
wspomniany	споменат	wspomnieć	спомена	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
burza	гръмотевична	burza	гръмотевичен	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
tragedii	трагедии	tragedia	трагедия	N;GEN;FEM;SG	N;INDF;FEM;PL
edwards	едуардс	edwards	едуардс	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
nowoczesny	модерно	nowoczesny	модерно	ADJ;NOM;MASC;SG	ADV
nowoczesny	модерни	nowoczesny	модерен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
nowoczesny	съвременно	nowoczesny	съвременно	ADJ;NOM;MASC;SG	ADV
nowoczesny	съвременни	nowoczesny	съвременен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
nowoczesny	съвременно	nowoczesny	съвременно	ADJ;NOM;MASC;SG	ADV
louisa	луиза	louis	луиза		N;INDF;FEM;SG
utah	юта	utah	юта	PROPN;NOM;MASC;SG	PROPN;INDF;FEM;SG
guillermo	гилермо	guillermo	гилермо	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
dochody	приход	dochód	приход	N;NOM;MASC;PL	N;INDF;MASC;SG
dochody	доход	dochód	доход	N;NOM;MASC;PL	N;INDF;MASC;SG
dochody	приход	dochód	приход	N;NOM;MASC;PL	N;INDF;MASC;SG
ruth	рут	ruth	рут	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
piętra	етажите	piętro	етаж	N;NOM;NEUT;SG	N;DEF;MASC;PL
piętra	подове	piętro	под	N;NOM;NEUT;SG	N;INDF;MASC;PL
piętra	етажи	piętro	етаж	N;NOM;NEUT;SG	N;INDF;MASC;PL
tango	танго	tango	танго		N;INDF;NEUT;SG
zorganizowane	организиран	zorganizować	организирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zorganizowane	организирана	zorganizować	организирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zorganizowane	организирано	zorganizować	организирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zorganizowane	организирани	zorganizować	организирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zorganizowane	организиран	zorganizować	организирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zorganizowane	организирана	zorganizować	организирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zorganizowane	организирано	zorganizować	организирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zorganizowane	организирани	zorganizować	организирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
towarowy	товари	towarowy	товар	ADJ;NOM;MASC;SG	N;INDF;MASC;PL
wykorzystany	експлоатирани	wykorzystać	експлодирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
gotowy	готови	gotowy	готов	ADJ;NOM;MASC;SG	ADJ;INDF;PL
franków	франка	franek	франк	N;ACC;MASC;PL	N;DEF;MASC;SG
cywilów	цивилни	cywil	цивилен	N;ACC;MASC;PL	ADJ;INDF;PL
body	тялото	bód	тяло		N;DEF;NEUT;SG
body	тяло	bód	тяло		N;INDF;NEUT;SG
body	телесно	bód	телесно		ADV
higgins	хигинс	higgins	хигинс	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
zarejestrowane	регистриран	zarejestrować	регистрирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zarejestrowane	регистрирана	zarejestrować	регистрирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zarejestrowane	регистрирано	zarejestrować	регистрирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zarejestrowane	регистрирани	zarejestrować	регистрирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zarejestrowane	записани	zarejestrować	запиша-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zarejestrowane	записано	zarejestrować	запиша-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zarejestrowane	записан	zarejestrować	запиша-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zarejestrowane	записана	zarejestrować	запиша-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
crystal	кристъл	crystal	кристъл		N;INDF;MASC;SG
crystal	кристална	crystal	кристален		ADJ;INDF;FEM;SG
crystal	кристал	crystal	кристал		N;INDF;MASC;SG
crystal	кристално	crystal	кристално		ADV
dzwon	бел	dzwon	бел	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
rozmowa	разговори	rozmowa	разговор	N;NOM;FEM;SG	N;INDF;MASC;PL
marcelo	марсело	marcelo	марсело	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
uzupełnienia	допълва	uzupełnić	допълвам	N;PFV;GEN;NEUT;SG;POS;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
uzupełnienia	допълват	uzupełnić	допълвам	N;PFV;GEN;NEUT;SG;POS;V.MSDR	V;IPFV;IND;PL;3;PRS;FIN;ACT
uzupełnienia	допълнения	uzupełnić	допълнение	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;INDF;NEUT;PL
toro	торо	toro	торо		PROPN;INDF;MASC;SG
lampy	светлина	lampa	светлина	N;ACC;FEM;PL	N;INDF;FEM;SG
lampy	лампа	lampa	лампа	N;ACC;FEM;PL	N;INDF;FEM;SG
lampy	лампата	lampa	лампа	N;ACC;FEM;PL	N;DEF;FEM;SG
wad	дефекти	wada	дефект		N;INDF;MASC;PL
wad	недостатъци	wada	недостатък		N;INDF;MASC;PL
wad	пороци	wada	порок		N;INDF;MASC;PL
zakup	покупки	zakup	покупка	N;NOM;MASC;SG	N;INDF;FEM;PL
zakup	покупките	zakup	покупка	N;NOM;MASC;SG	N;DEF;FEM;PL
curtis	къртис	curtis	къртис		PROPN;INDF;MASC;SG
spirit	дух	spirit	дух		N;INDF;MASC;SG
zorganizowany	организиран	zorganizować	организирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zorganizowany	организирана	zorganizować	организирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zorganizowany	организирано	zorganizować	организирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zorganizowany	организирани	zorganizować	организирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zorganizowany	организиран	zorganizować	организирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zorganizowany	организирана	zorganizować	организирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zorganizowany	организирано	zorganizować	организирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zorganizowany	организирани	zorganizować	организирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
arabski	арабин	arabski	арабин	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
lin	лин	lin	лин		PROPN;INDF;FEM;SG
lin	въжетата	lin	въжета		N;DEF;NEUT;PL
lin	въжета	lin	въжет		N;INDF;NEUT;PL
leslie	лесли	lasnąć	лесля	V;IPFV;IND;SG;2;PRS;FIN;ACT	PROPN;INDF;MASC;SG
lima	лима	lima	лима		PROPN;INDF;FEM;SG
głosi	проповядва	głos	проповядвам-(се)		V;IPFV;IND;SG;3;PRS;FIN;ACT
singles	единични	singles	единичен		ADJ;INDF;PL
singles	сингъла	singles	сингъл		N;DEF;MASC;SG
singles	необвързани	singles	необвързан		ADJ;INDF;PL
naprzeciw	обратното	naprzeciw	обратен		ADJ;DEF;NEUT;SG
garcia	гарсия	garcia	гарсия	PROPN;NOM;MASC;SG	PROPN;INDF;FEM;SG
garcia	гарсия	garcia	гарсия	PROPN;NOM;MASC;SG	PROPN;INDF;FEM;SG
osp	опс	osp	опс		N;INDF;MASC;SG
zimbabwe	зимбабве	zimbabwy	зимбабве		N;INDF;NEUT;SG
bach	бах	bach	съм	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
bird	птиче	bird	птиче	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;NEUT;SG
bird	бърд	bird	бърд	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;INDF;MASC;SG
bird	птичка	bird	птичка	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;FEM;SG
bird	птица	bird	птица	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;FEM;SG
pokolenie	поколенията	pokolenie	поколение	N;NOM;NEUT;SG	N;DEF;NEUT;PL
pokolenie	поколения	pokolenie	поколение	N;NOM;NEUT;SG	N;INDF;NEUT;PL
uzbrojony	въоръжен	uzbroić	въоръжа	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
uzbrojony	въоръжени	uzbroić	въоръжа	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
uzbrojony	въоръжена	uzbroić	въоръжа	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
gun	пистолет	guna	пистолет		N;INDF;MASC;SG
gun	оръжие	guna	оръжие		N;INDF;NEUT;SG
wydać	харчи	wydać	харча-(се)	V;PFV;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
brody	бради	broda	брад		N;INDF;FEM;PL
brody	броуди	broda	броуд		N;INDF;FEM;PL
brody	броди	broda	бродя		V;IPFV;IMP;SG;3;FIN
spożywczy	бакалия	spożywczy	бакал	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
palma	палма	palmo	палма		N;INDF;FEM;SG
six	шестима	six	шестима		NUM;INDF;PL
six	шест	six	шест		NUM;INDF;PL
poziomy	хоризонтални	poziom	хоризонтален	N;NOM;MASC;PL	ADJ;INDF;PL
poziomy	хоризонтално	poziom	хоризонтално	N;NOM;MASC;PL	ADV
poziomy	хоризонтален	poziom	хоризонтален	N;NOM;MASC;PL	ADJ;INDF;MASC;SG
poziomy	хоризонтална	poziom	хоризонтален	N;NOM;MASC;PL	ADJ;INDF;FEM;SG
ustalenie	установи	ustalenie	установя-(се)	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;IMP;SG;2;FIN
chana	чан	chany	чан		PROPN;INDF;MASC;SG
discovery	откритие	discover	откритие		N;INDF;NEUT;SG
discovery	разкритие	discover	разкритие		N;INDF;NEUT;SG
discovery	дискавъри	discover	дискавър		N;INDF;MASC;SG
discovery	откриване	discover	откриване		N;INDF;NEUT;SG
zera	нули	zera	нули		N;INDF;FEM;PL
zera	нули	zera	нули		N;INDF;FEM;PL
dekady	десетилетия	dekada	десетилетие		N;INDF;NEUT;PL
dekady	десетилетие	dekada	десетилетие		N;INDF;NEUT;SG
