und	si	und	sine	CONJ	
hütte	hut	hüten	hut		N;INDF;MASC;SG
hütte	colibă	hüten	colibă		N;INDF;FEM;SG
hütte	coliba	hüten	colibă		N;DEF;FEM;SG
hütte	cabana	hüten	cabană		N;DEF;FEM;SG
hütte	casuta	hüten	casut		N;DEF;FEM;SG
hütte	baracă	hüten	barac		N;INDF;FEM;SG
hütte	cabană	hüten	cabană		N;INDF;FEM;SG
hütte	cabină	hüten	cabină		N;INDF;FEM;SG
hütte	cabina	hüten	cabină		N;DEF;FEM;SG
hütte	cabana	hüten	cabană		N;DEF;FEM;SG
hütte	lodge	hüten	lodge		N;INDF;MASC;SG
hütte	loja	hüten	lojă		N;DEF;FEM;SG
hütte	lojă	hüten	lojă		N;INDF;FEM;SG
ding	lucru	ding	lucru		N;INDF;MASC;SG
briten	brit	breten	brit		N;INDF;MASC;SG
briten	britanicii	breten	britanic		N;DEF;MASC;PL
briten	britanici	breten	britanic		ADJ;INDF;MASC;PL
jahrgang	epocă	jahrgang	epocă		N;INDF;FEM;SG
angeordnet	aranjată	anordnen	aranja	V;V.PTCP	ADJ;INDF;FEM;SG
angeordnet	aranjate	anordnen	aranja	V;V.PTCP	ADJ;INDF;FEM;PL
angeordnet	aranjat	anordnen	aranja	V;V.PTCP	ADJ;INDF;MASC;SG
exil	exilul	exil	exil	N;NOM;MASC;SG	N;DEF;MASC;SG
exil	exilat	exil	exila	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
soldat	soldat	soldat	soldat	PROPN	N;INDF;MASC;SG
eigentum	proprietate	eigentum	proprietate	ADJ	N;INDF;FEM;SG
eigentum	proprietatea	eigentum	proprietate	ADJ	N;DEF;FEM;SG
eigentum	proprietate	eigentum	proprietate	ADJ	N;INDF;FEM;SG
eigentum	proprietatea	eigentum	proprietate	ADJ	N;DEF;FEM;SG
leer	leer	leer	leer	ADJ	
leer	gol	leer	gol	ADJ	N;INDF;MASC;SG
leer	goala	leer	gol	ADJ	N;DEF;FEM;SG
leichter	lumină	leicht	lumină	ADJ	N;INDF;FEM;SG
leichter	light	leicht	light	ADJ	
leichter	lumina	leicht	lumină	ADJ	N;DEF;FEM;SG
leichter	ușor	leicht	ușor	ADJ	ADV
leichter	usor	leicht	usor	ADJ	ADV
leichter	bricheta	leicht	brichetă	ADJ	N;DEF;FEM;SG
leichter	brichetă	leicht	brichetă	ADJ	N;INDF;FEM;SG
neapel	bologna	neapel	bolognă	PROPN;NOM;SG	PROPN
neapel	neapole	neapel	neapol	PROPN;NOM;SG	N;INDF;MASC;SG
neapel	napoli	neapel	napoli	PROPN;NOM;SG	PROPN
neapel	neapole	neapel	neapol	PROPN;NOM;SG	N;INDF;MASC;SG
neapel	napoli	neapel	napoli	PROPN;NOM;SG	PROPN
entdeckung	descoperind	entdeckung	descoperi	N;SG	V;V.MSDR
entdeckung	descoperiri	entdeckung	descoperire	N;SG	N;INDF;FEM;PL
fuchs	fuchs	fachsen	fuchs	PROPN;NOM;SG	PROPN
fuchs	vulpe	fachsen	vulpă	PROPN;NOM;SG	N;INDF;FEM;SG
fuchs	vulpea	fachsen	vulpe	PROPN;NOM;SG	N;DEF;FEM;SG
fuchs	fox	fachsen	fox	PROPN;NOM;SG	N;INDF;MASC;SG
zusammenschluss	concentrație	zusammenschlussen	concentrație	ADJ	N;INDF;FEM;SG
zusammenschluss	concentrare	zusammenschlussen	concentrare	ADJ	N;INDF;FEM;SG
zusammenschluss	concentrația	zusammenschlussen	concentrație	ADJ	N;DEF;FEM;SG
verdient	meritat	verdienen	merita	V;V.PTCP	ADJ;INDF;MASC;SG
verdient	merite	verdienen	merit	V;V.PTCP	N;INDF;FEM;PL
verdient	merit	verdienen	merit	V;V.PTCP	N;INDF;MASC;SG
verdient	merite	verdienen	merit	V;V.PTCP	N;INDF;FEM;PL
verdient	meritele	verdienen	merit	V;V.PTCP	N;DEF;FEM;PL
beobachten	ceas	beobachten	ceas	V;NFIN	N;INDF;MASC;SG
beobachten	privind	beobachten	privind	V;NFIN	ADP;ACC
beobachten	vizionarea	beobachten	vizionare	V;NFIN	N;DEF;FEM;SG
block	blochează	block	bloca		V;IND;3;PRS;FIN
block	bloc	block	bloc		N;INDF;MASC;SG
block	block	block	block		N;INDF;MASC;SG
dokumentarfilm	documentar	dokumentarfilm	documentar	PROPN	N;INDF;MASC;SG
dokumentarfilm	documentare	dokumentarfilm	documentare	PROPN	N;INDF;FEM;PL
dokumentarfilm	documentarul	dokumentarfilm	documentar	PROPN	N;DEF;MASC;SG
dokumentarfilm	documentare	dokumentarfilm	documentare	PROPN	N;INDF;FEM;PL
sammeln	adunare	sammeln	adunare	V;NFIN	N;INDF;FEM;SG
dauerhaft	permanent	dauerhaft	permanent	ADJ	ADV
dauerhaft	permanent	dauerhaft	permanent	ADJ	ADV
angriffe	atacurile	angreifen	atac	N;NOM;PL	N;DEF;FEM;PL
durchschnittliche	medii	durchschnittlich	medie	ADJ;NOM;FEM;PL	N;INDF;FEM;PL
durchschnittliche	medie	durchschnittlich	medie	ADJ;NOM;FEM;PL	N;INDF;FEM;SG
durchschnittliche	mediu	durchschnittlich	mediu	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
urheber	autori	urheber	autor		N;INDF;MASC;PL
urheber	autorilor	urheber	autor		N;DEF;MASC;PL
urheber	autorii	urheber	autor		N;DEF;MASC;PL
urheber	creatorul	urheber	creator		N;DEF;MASC;SG
urheber	creator	urheber	creator		N;INDF;MASC;SG
urheber	copyright	urheber	copyright		ADJ;INDF;MASC;SG
beauftragt	mandatat	beauftragen	mandatat	V;V.PTCP	ADJ;INDF;MASC;SG
jens	jens	jens	jens	PROPN;NOM;MASC;SG	PROPN
gebäuden	clădiri	gebäuden	clădire	V;NFIN	N;INDF;FEM;PL
gebäuden	cladiri	gebäuden	cladire	V;NFIN	N;INDF;FEM;PL
hell	iadul	hell	iad	ADJ	N;DEF;MASC;SG
hell	iad	hell	iad	ADJ	
hell	bright	hell	bright	ADJ	N;INDF;MASC;SG
zufällig	aleatoriu	zufällig	aleatoriu	ADJ	ADV
zufällig	random	zufällig	random	ADJ	V;IND;SG;3;PRS;FIN
zufällig	aleatoare	zufällig	aleator	ADJ	N;INDF;FEM;PL
zufällig	aleatoriu	zufällig	aleatoriu	ADJ	ADV
zufällig	aleator	zufällig	aleatoriu	ADJ	ADV
zufällig	aleatorie	zufällig	aleatoriu	ADJ	N;INDF;FEM;SG
zufällig	accidental	zufällig	accidental	ADJ	ADV
ausgewiesen	desemnate	ausweisen	desemna	V;V.PTCP	ADJ;INDF;FEM;PL
ausgewiesen	desemnată	ausweisen	desemnat	V;V.PTCP	ADJ;INDF;FEM;SG
ausgewiesen	desemnat	ausweisen	desemnat	V;V.PTCP	ADJ;INDF;MASC;SG
ausgewiesen	deportat	ausweisen	deporta	V;V.PTCP	ADJ;INDF;MASC;SG
schnelle	repede	schnell	repede	ADJ;NOM;FEM;PL	ADV
schnelle	rapid	schnell	rapid	ADJ;NOM;FEM;PL	ADV
schnelle	speedy	schnell	speedy	ADJ;NOM;FEM;PL	
schnelle	rapidă	schnell	rapid	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
schnelle	repede	schnell	repede	ADJ;NOM;FEM;PL	ADV
schnelle	rapid	schnell	rapid	ADJ;NOM;FEM;PL	ADV
schnelle	rapidă	schnell	rapid	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
wörterbuch	lexiconul	wörterbuch	lexicon	ADJ	N;DEF;MASC;SG
wörterbuch	vocabular	wörterbuch	vocabular	ADJ	N;INDF;MASC;SG
wörterbuch	vocabularul	wörterbuch	vocabular	ADJ	N;DEF;MASC;SG
wörterbuch	dictionar	wörterbuch	dictionar	ADJ	N;INDF;MASC;SG
nebenfluss	afluent	nebenflussen	afluent	V;V.PTCP	N;INDF;MASC;SG
abgeordnete	congressman	abgeordnet	congressman	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
abgeordnete	congresmanul	abgeordnet	congresman	ADJ;NOM;FEM;PL	N;DEF;MASC;SG
abgeordnete	congresman	abgeordnet	congresman	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
abgeordnete	parlamentarii	abgeordnet	parlamentar	ADJ;NOM;FEM;PL	N;DEF;MASC;PL
abgeordnete	parlamentarilor	abgeordnet	parlamentar	ADJ;NOM;FEM;PL	N;DEF;MASC;PL
abgeordnete	parlamentari	abgeordnet	parlamentar	ADJ;NOM;FEM;PL	N;INDF;MASC;PL
abgeordnete	detașat	abgeordnet	detașat	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
aktionen	promovări	aktion	promovare	V;NFIN	N;INDF;FEM;PL
aktionen	acţiune	aktion	acţiune	V;NFIN	N;INDF;FEM;SG
aktionen	actiune	aktion	actiune	V;NFIN	N;INDF;FEM;SG
aktionen	acțiune	aktion	acțiune	V;NFIN	N;INDF;FEM;SG
aktionen	campanii	aktion	campanie	V;NFIN	N;INDF;FEM;PL
aktionen	campaniile	aktion	campanie	V;NFIN	N;DEF;FEM;PL
aktionen	acțiunile	aktion	acțiune	V;NFIN	N;DEF;FEM;PL
aktionen	acțiuni	aktion	acțiune	V;NFIN	N;INDF;FEM;PL
ralf	ralf	ralfen	ralf	PROPN;NOM;MASC;SG	PROPN
gordon	gordon	gordon	gordon	PROPN;NOM;MASC;SG	PROPN
niederlagen	înfrângeri	niederliegen	înfrângere	V;NFIN	N;INDF;FEM;PL
papier	hârtie	papier	hârtie		N;INDF;FEM;SG
papier	hîrtie	papier	hîrtie		N;INDF;FEM;SG
stift	stylus	stefen	stylus		N;INDF;MASC;SG
stift	creion	stefen	creion		N;INDF;MASC;SG
stift	stilou	stefen	stilou		N;INDF;MASC;SG
stift	fixează	stefen	fixa		V;IND;3;PRS;FIN
stift	pin	stefen	pin		N;INDF;MASC;SG
maurice	maurice	maurice	mauric	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
kpd	kpd	kpd	kpd	PROPN;NOM;SG	
wahr	adevărat	wahr	adevărat	ADJ	ADV
erzielt	marcat	erzielen	marca	V;V.PTCP	ADJ;INDF;MASC;SG
erzielt	înscris	erzielen	înscrie	V;V.PTCP	ADJ;INDF;MASC;SG
erzielt	atins	erzielen	atinge	V;V.PTCP	ADJ;INDF;MASC;SG
erzielt	obținut	erzielen	obține	V;V.PTCP	ADJ;INDF;MASC;SG
erzielt	realizat	erzielen	realiza	V;V.PTCP	ADJ;INDF;MASC;SG
halb	semi	halb	semi	ADJ	
halb	jumatate	halb	jumata	ADJ	
halb	jumate	halb	juma	ADJ	
halb	jumătate	halb	jumătate	ADJ	N;INDF;FEM;SG
überzeugt	convingător	überzeugt	convingător	ADJ	ADV
überzeugt	încrezători	überzeugt	încrezător	ADJ	V;IND;PL;2;IPFV;FIN
missouri	missouri	missouri	missou	PROPN;NOM;MASC;SG	PROPN
freundschaft	prietenia	freundschaft	prietenie		N;DEF;FEM;SG
freundschaft	prietenie	freundschaft	prietenie		N;INDF;FEM;SG
stärke	putere	stark	putere		N;INDF;FEM;SG
stärke	puterea	stark	putere		N;DEF;FEM;SG
stärke	forta	stark	forta		N;DEF;FEM;SG
stärke	grosimea	stark	grosime		N;DEF;FEM;SG
stärke	grosime	stark	grosime		N;INDF;FEM;SG
stärke	amidon	stark	amidon		N;INDF;MASC;SG
gliederung	detaliere	gliederung	detaliere	N;NOM;FEM;SG	N;INDF;FEM;SG
gliederung	structură	gliederung	structură	N;NOM;FEM;SG	N;INDF;FEM;SG
gliederung	structura	gliederung	structură	N;NOM;FEM;SG	N;DEF;FEM;SG
gliederung	structurii	gliederung	structură	N;NOM;FEM;SG	N;DEF;FEM;SG
lehnte	refuzată	lehnen	refuza	V;IND;SG;3;PST;FIN	ADJ;INDF;FEM;SG
lehnte	refuzate	lehnen	refuza	V;IND;SG;3;PST;FIN	ADJ;INDF;FEM;PL
lehnte	refuzat	lehnen	refuza	V;IND;SG;3;PST;FIN	ADJ;INDF;MASC;SG
konkreten	concret	konkret	concret		ADJ;INDF;MASC;SG
konkreten	beton	konkret	beton		N;INDF;MASC;SG
konkreten	concrete	konkret	concret		ADJ;INDF;FEM;PL
elizabeth	elizabeth	elizabeth	elizabeth	PROPN;SG	PROPN
elizabeth	elisabeta	elizabeth	elisabetă	PROPN;SG	N;DEF;FEM;SG
genügend	suficiente	genügend	suficient	ADV	ADJ;INDF;FEM;PL
genügend	suficientă	genügend	suficient	ADV	ADJ;INDF;FEM;SG
fred	fred	fred	frede	PROPN;NOM;SG	PROPN
beenden	sfârșit	beenden	sfârșit	V;NFIN	N;INDF;MASC;SG
beenden	sfarsit	beenden	sfarsi	V;NFIN	
beenden	final	beenden	final	V;NFIN	N;INDF;MASC;SG
beenden	ieşirea	beenden	ieșire	V;NFIN	N;DEF;FEM;SG
beenden	ieşire	beenden	ieşire	V;NFIN	N;INDF;FEM;SG
beenden	ieșire	beenden	ieșire	V;NFIN	N;INDF;FEM;SG
beenden	iesire	beenden	iesire	V;NFIN	N;INDF;FEM;SG
johnny	johnny	johnny	johnny	PROPN;NOM;MASC;SG	PROPN
testament	testament	testament	testament	ADJ	N;INDF;MASC;SG
testament	testamentul	testament	testament	ADJ	N;DEF;MASC;SG
testament	wills	testament	wills	ADJ	PROPN
dei	dei	dei	del	PROPN;NOM;SG	N;INDF;MASC;SG
formation	formarea	formation	formare	ADJ	N;DEF;FEM;SG
formation	formație	formation	formație	ADJ	N;INDF;FEM;SG
wand	peretele	wand	perete	N;NOM;FEM;SG	N;DEF;MASC;SG
wand	wall	wand	wall	N;NOM;FEM;SG	PROPN
wand	zidul	wand	zid	N;NOM;FEM;SG	N;DEF;MASC;SG
wand	bagheta	wand	baghetă	N;NOM;FEM;SG	N;DEF;FEM;SG
wand	baghetă	wand	baghetă	N;NOM;FEM;SG	N;INDF;FEM;SG
diözese	eparhie	diözese	eparhie	N;NOM;FEM;SG	N;INDF;FEM;SG
abgrenzung	limite	abgrenzung	limită	ADJ	N;INDF;FEM;PL
abgrenzung	limitele	abgrenzung	limită	ADJ	N;DEF;FEM;PL
abgrenzung	delimitare	abgrenzung	delimitare	ADJ	N;INDF;FEM;SG
abgrenzung	demarcare	abgrenzung	demarcare	ADJ	N;INDF;FEM;SG
arm	săracul	arm	sărac	ADJ	N;DEF;MASC;SG
arm	braț	arm	braț	ADJ	N;INDF;MASC;SG
arm	brațul	arm	braț	ADJ	N;DEF;MASC;SG
arm	arm	arm	avea	ADJ	N;INDF;MASC;SG
arm	brat	arm	brat	ADJ	N;INDF;MASC;SG
samen	sperma	samen	spermă	V;NFIN	N;DEF;FEM;SG
samen	spermă	samen	spermă	V;NFIN	N;INDF;FEM;SG
samen	semințe	samen	sămânță	V;NFIN	N;INDF;FEM;PL
samen	seminte	samen	semânt	V;NFIN	
entstandenen	suportate	entstanden	suporta	V;FIN	ADJ;INDF;FEM;PL
kontakte	contact	kontakt	contact	ADJ	N;INDF;MASC;SG
kontakte	contactează	kontakt	contacta	ADJ	V;IND;3;PRS;FIN
kontakte	contactul	kontakt	contact	ADJ	N;DEF;MASC;SG
kontakte	contacte	kontakt	contact	ADJ	N;INDF;FEM;PL
kontakte	contactele	kontakt	contact	ADJ	N;DEF;FEM;PL
glocken	clopot	glock	clopot	N;NOM;PL	N;INDF;MASC;SG
glocken	clopotul	glock	clopot	N;NOM;PL	N;DEF;MASC;SG
glocken	bell	glock	bell	N;NOM;PL	PROPN
glocken	clopotele	glock	clopot	N;NOM;PL	N;DEF;FEM;PL
unterscheidung	diferențiere	unterscheidung	diferențiere	ADJ	N;INDF;FEM;SG
unterscheidung	distincție	unterscheidung	distincție	ADJ	N;INDF;FEM;SG
unterscheidung	distincția	unterscheidung	distincție	ADJ	N;DEF;FEM;SG
unterscheidung	distinge	unterscheidung	distinge	ADJ	V;IND;SG;3;PRS;FIN
unesco	unesco	unesco	unesc		N;INDF;MASC;SG
peking	beijing	peking	beijing	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
peking	peking	peking	pekinge	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
journalisten	jurnalistă	journalist	jurnalist	N	ADJ;INDF;FEM;SG
florian	florian	florian	florian	PROPN;NOM;MASC;SG	PROPN
erforschung	explorarea	erforschung	explorare	ADJ	N;DEF;FEM;SG
erforschung	explorare	erforschung	explorare	ADJ	N;INDF;FEM;SG
salzburger	salzburger	salzburger	salzburger	ADJ	N;INDF;MASC;SG
hits	hituri	hits	hitură	PROPN;NOM	N;INDF;FEM;PL
hits	lovește	hits	lovi	PROPN;NOM	V;IND;SG;3;PRS;FIN
pflege	grijuliu	pfleg	grijuliu		ADJ;INDF;MASC;SG
pflege	îngrijirea	pfleg	îngrijire		N;DEF;FEM;SG
pflege	grija	pfleg	grijă		N;DEF;FEM;SG
pflege	întreținerea	pfleg	întreținere		N;DEF;FEM;SG
pflege	intretinere	pfleg	intretinere		N;INDF;FEM;SG
pflege	întreținere	pfleg	întreținere		N;INDF;FEM;SG
pflege	îngrijire	pfleg	îngrijire		N;INDF;FEM;SG
pflege	ingrijire	pfleg	ingrijire		N;INDF;FEM;SG
pflege	grija	pfleg	grijă		N;DEF;FEM;SG
durchbruch	descoperire	durchbruchen	descoperire	V;IND;SG;3;FIN	N;INDF;FEM;SG
gewidmet	devotată	widmen	devota	V;V.PTCP	ADJ;INDF;FEM;SG
gewidmet	devotat	widmen	devotat	V;V.PTCP	ADJ;INDF;MASC;SG
gewidmet	dedicată	widmen	dedica	V;V.PTCP	ADJ;INDF;FEM;SG
gewidmet	dedicate	widmen	dedica	V;V.PTCP	ADJ;INDF;FEM;PL
gewidmet	dedicat	widmen	dedica	V;V.PTCP	ADJ;INDF;MASC;SG
hanau	hanau	hanau	hanau	PROPN;NOM;MASC;SG	V;IND;PL;3;IPFV;FIN
typischen	tipic	typisch	tipic	ADJ	ADV
wirklichkeit	realitate	wirklichkeit	realitate	ADJ	N;INDF;FEM;SG
wirklichkeit	realitatea	wirklichkeit	realitate	ADJ	N;DEF;FEM;SG
corporation	corporation	corporation	corporation	PROPN	N;INDF;MASC;SG
bene	bene	bene	bană	PROPN;NOM;SG	
hochzeit	nunti	hochzeit	nunti	N;NOM;FEM;SG	N;INDF;FEM;PL
hochzeit	căsătorie	hochzeit	căsătorie	N;NOM;FEM;SG	N;INDF;FEM;SG
hochzeit	căsătoria	hochzeit	căsătorie	N;NOM;FEM;SG	N;DEF;FEM;SG
hochzeit	casatorie	hochzeit	casatorie	N;NOM;FEM;SG	N;INDF;FEM;SG
hochzeit	casatoria	hochzeit	casatorie	N;NOM;FEM;SG	N;DEF;FEM;SG
hochzeit	căsnicie	hochzeit	căsnicie	N;NOM;FEM;SG	N;INDF;FEM;SG
hochzeit	nuntă	hochzeit	nuntă	N;NOM;FEM;SG	N;INDF;FEM;SG
hochzeit	nunta	hochzeit	nunta	N;NOM;FEM;SG	N;DEF;FEM;SG
kapazität	capacități	kapazität	capacitate	N;NOM;FEM;SG	N;INDF;FEM;PL
kapazität	capacitățile	kapazität	capacitate	N;NOM;FEM;SG	N;DEF;FEM;PL
kapazität	capacitatea	kapazität	capacitate	N;NOM;FEM;SG	N;DEF;FEM;SG
kapazität	capacitate	kapazität	capacitate	N;NOM;FEM;SG	N;INDF;FEM;SG
formuliert	formulată	formulieren	formula	V;V.PTCP	ADJ;INDF;FEM;SG
formuliert	formulate	formulieren	formula	V;V.PTCP	ADJ;INDF;FEM;PL
formuliert	formulat	formulieren	formula	V;V.PTCP	ADJ;INDF;MASC;SG
formuliert	formulate	formulieren	formula	V;V.PTCP	ADJ;INDF;FEM;PL
kolonie	colonia	kolonie	colonie	ADJ	N;DEF;FEM;SG
kolonie	colonie	kolonie	colonie	ADJ	N;INDF;FEM;SG
studios	studiouri	studios	studio	PROPN	N;INDF;FEM;PL
studios	studiourile	studios	studio	PROPN	N;DEF;FEM;PL
studios	studios	studios	studios	PROPN	N;INDF;MASC;SG
hms	hms	hms	hms	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ltd	srl	ltd	srl	PROPN;NOM;SG	
ltd	ltd	ltd	ltd	PROPN;NOM;SG	N
bbc	bbc	bbc	bbc	PROPN;NOM;SG	N;INDF;MASC;SG
jänner	ianuarie	jann	ianuarie		N;INDF;MASC;SG
personal	personal	personal	personal	ADJ	ADV
personal	personalul	personal	personal	ADJ	N;DEF;MASC;SG
personal	personal	personal	personal	ADJ	ADV
personal	personalul	personal	personal	ADJ	N;DEF;MASC;SG
personal	staff	personal	staff	ADJ	N;INDF;MASC;SG
wissenschaftlich	științific	wissenschaftlich	științific	ADJ	ADV
netzwerk	reţeaua	netzwerk	regea	PROPN	N;DEF;FEM;SG
netzwerk	retea	netzwerk	retea	PROPN	N;DEF;FEM;SG
netzwerk	rețea	netzwerk	rețea	PROPN	N;INDF;FEM;SG
netzwerk	network	netzwerk	network	PROPN	N;INDF;MASC;SG
netzwerk	rețele	netzwerk	rețea	PROPN	N;INDF;FEM;PL
netzwerk	retele	netzwerk	rete	PROPN	N;INDF;FEM;PL
erziehung	educa	erziehung	educa	N;NOM;FEM;SG	V;IND;SG;3;IPFV;FIN
erziehung	educație	erziehung	educație	N;NOM;FEM;SG	N;INDF;FEM;SG
erziehung	educația	erziehung	educație	N;NOM;FEM;SG	N;DEF;FEM;SG
erziehung	educatie	erziehung	educatie	N;NOM;FEM;SG	N;INDF;FEM;SG
enge	înguste	eng	îngust	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
enge	îngustă	eng	îngust	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
enge	restrânge	eng	restrânge	ADJ;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
enge	strans	eng	strans	ADJ;NOM;FEM;SG	
enge	strâns	eng	strâns	ADJ;NOM;FEM;SG	ADV
gesamtwertung	clasament	gesamtwertung	clasament	ADJ	N;INDF;MASC;SG
gesamtwertung	clasamentul	gesamtwertung	clasament	ADJ	N;DEF;MASC;SG
vizepräsident	vicii	vizepräsident	viciu	ADJ	N;INDF;FEM;PL
vizepräsident	viciul	vizepräsident	viciu	ADJ	N;DEF;MASC;SG
vizepräsident	moravuri	vizepräsident	moravuri	ADJ	N;INDF;FEM;PL
vizepräsident	viciu	vizepräsident	viciu	ADJ	N;INDF;MASC;SG
vizepräsident	vice	vizepräsident	vice	ADJ	
reihen	rândurile	reih	rând	V;NFIN	N;DEF;FEM;PL
reihen	serie	reih	serie	V;NFIN	N;INDF;FEM;SG
reihen	serii	reih	serie	V;NFIN	N;INDF;FEM;PL
reihen	seria	reih	serie	V;NFIN	N;DEF;FEM;SG
reihen	randuri	reih	rand	V;NFIN	N;INDF;FEM;PL
reihen	rânduri	reih	rând	V;NFIN	N;INDF;FEM;PL
neumann	neumann	neumann	neumann	PROPN;NOM;SG	PROPN
komplette	completa	komplett	completa	ADJ;NOM;FEM;PL	ADJ;DEF;FEM;SG
komplette	completă	komplett	complet	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
komplette	complet	komplett	complet	ADJ;NOM;FEM;PL	ADV
technologie	tech	technologie	tech	PROPN;SG	N
technologie	tehnologie	technologie	tehnologie	PROPN;SG	N;INDF;FEM;SG
technologie	tehnologii	technologie	tehnologie	PROPN;SG	N;INDF;FEM;PL
technologie	tehnologia	technologie	tehnologie	PROPN;SG	N;DEF;FEM;SG
georgia	georgia	georgia	georgie	PROPN;NOM;MASC;SG	PROPN
konkrete	concret	konkret	concret	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
konkrete	beton	konkret	beton	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
wittenberg	wittenberg	wittenberg	wittenberg	PROPN;NOM;SG	PROPN
nachricht	mesajul	nachrecht	mesaj	ADJ	N;DEF;MASC;SG
nachricht	mesaj	nachrecht	mesaj	ADJ	N;INDF;MASC;SG
redakteur	editorul	redakteur	editor	ADJ	N;DEF;MASC;SG
redakteur	redactor	redakteur	redactor	ADJ	N;INDF;MASC;SG
redakteur	editor	redakteur	editor	ADJ	N;INDF;MASC;SG
bmw	bmw	bmw	bmw	PROPN;NOM	N;INDF;MASC;SG
schlagzeug	percuție	schlagzeug	percuție	ADJ	N;INDF;FEM;SG
schlagzeug	toba	schlagzeug	toba	ADJ	N;DEF;FEM;SG
schlagzeug	tobă	schlagzeug	tobă	ADJ	N;INDF;FEM;SG
schlagzeug	tambur	schlagzeug	tambur	ADJ	N;INDF;MASC;SG
schlagzeug	tobe	schlagzeug	tobe	ADJ	N;INDF;FEM;PL
schlagzeug	tobele	schlagzeug	tobel	ADJ	N;DEF;FEM;PL
ansichten	convingerile	ansichten	convingere	V;PL;FIN	N;DEF;FEM;PL
ansichten	convingeri	ansichten	convingere	V;PL;FIN	N;INDF;FEM;PL
ansichten	vizualizări	ansichten	vizualizare	V;PL;FIN	N;INDF;FEM;PL
ansichten	păreri	ansichten	părere	V;PL;FIN	N;INDF;FEM;PL
infobox	infobox	infobox	infobox		N;INDF;MASC;SG
gefangen	prizonierul	fangen	prizonier	V;V.PTCP	N;DEF;MASC;SG
gefangen	prizonier	fangen	prizonier	V;V.PTCP	N;INDF;MASC;SG
gefangen	captivi	fangen	captiv	V;V.PTCP	ADJ;INDF;MASC;PL
gefangen	captive	fangen	captiv	V;V.PTCP	ADJ;INDF;FEM;PL
gefangen	captivă	fangen	captivă	V;V.PTCP	ADJ;INDF;FEM;SG
gefangen	captiv	fangen	captiv	V;V.PTCP	ADJ;INDF;MASC;SG
gefangen	prinsă	fangen	prinde	V;V.PTCP	ADJ;INDF;FEM;SG
gefangen	prins	fangen	prinde	V;V.PTCP	ADJ;INDF;MASC;SG
gefangen	capturat	fangen	capturat	V;V.PTCP	ADJ;INDF;MASC;SG
gefangen	capturată	fangen	captura	V;V.PTCP	ADJ;INDF;FEM;SG
gefangen	capturate	fangen	captura	V;V.PTCP	ADJ;INDF;FEM;PL
gregor	grigore	gregor	grigore	PROPN;NOM;MASC;SG	PROPN
gregor	gregory	gregor	gregory	PROPN;NOM;MASC;SG	PROPN
gregor	gregor	gregor	gregor	PROPN;NOM;MASC;SG	PROPN
umständen	împrejurări	umständen	împrejurare		N;INDF;FEM;PL
umständen	circumstanțele	umständen	circumstanță		N;DEF;FEM;PL
umständen	circumstanțe	umständen	circumstanță		N;INDF;FEM;PL
jugendlichen	adolescenti	jugendlich	adolescenti	ADJ	N;INDF;MASC;PL
jugendlichen	tinerete	jugendlich	tânera	ADJ	
jugendlichen	tineret	jugendlich	tineret	ADJ	N;INDF;MASC;SG
jugendlichen	tineretul	jugendlich	tineret	ADJ	N;DEF;MASC;SG
jugendlichen	adolescenti	jugendlich	adolescenti	ADJ	N;INDF;MASC;PL
statue	efigie	statu	efigie	N;NOM;SG	N;INDF;FEM;SG
statue	statuia	statu	statuie	N;NOM;SG	N;DEF;FEM;SG
statue	statuie	statu	statuie	N;NOM;SG	N;INDF;FEM;SG
extra	suplimentar	extra	suplimentar		ADJ;INDF;MASC;SG
gruss	salutări	graß	salutare	;SG	N;INDF;FEM;PL
gruss	salutari	graß	salutar	;SG	N;INDF;MASC;PL
gruss	urare	graß	urare	;SG	N;INDF;FEM;SG
mythologie	mitologia	mythologie	mitologie	N;NOM;FEM;SG	N;DEF;FEM;SG
mythologie	mitologie	mythologie	mitologie	N;NOM;FEM;SG	N;INDF;FEM;SG
brachten	adusă	bringen	aduce	V;IND;PL;3;PST;FIN	ADJ;INDF;FEM;SG
brachten	adusa	bringen	adusa	V;IND;PL;3;PST;FIN	ADJ;DEF;FEM;SG
brachten	adus	bringen	aduce	V;IND;PL;3;PST;FIN	V;MASC;SG;V.PTCP
axel	axel	axel	axel	PROPN;NOM;MASC;SG	PROPN
