през	דרך	през	דרך	ADP	
триъгълник	משולש	триъгълник	משולש	N;INDF;MASC;SG	PROPN
комикс	קומיקס	комикс	קומיקס	N;INDF;MASC;SG	PROPN
комикс	קומיקס	комикс	קומיקס	N;INDF;MASC;SG	PROPN
болен	חולה	болен	חלה	ADJ;INDF;MASC;SG	PROPN
тютюн	טבק	тютюн	טבק	N;INDF;MASC;SG	PROPN
лукас	לוקאס	лукас	לוקאס	N;INDF;MASC;SG	PROPN
лукас	לוקס	лукас	לוקס	N;INDF;MASC;SG	PROPN
лукас	לוקאס	лукас	לוקאס	N;INDF;MASC;SG	PROPN
лукас	לוקס	лукас	לוקס	N;INDF;MASC;SG	PROPN
царски	ריגל	царски	ריגל	ADJ;INDF;MASC;SG	PROPN
царски	מלכותי	царски	מלכותי	ADJ;INDF;MASC;SG	N;MASC;SG
линк	קישור	линк	קישור	N;INDF;MASC;SG	
линк	לינק	линк	לינק	N;INDF;MASC;SG	PROPN
хълмове	הילס	хълм	הילס	N;INDF;MASC;PL	PROPN
изобретател	ממציא	изобретател	ממציא	N;INDF;MASC;SG	PROPN
изобретател	הממציא	изобретател	הממציא	N;INDF;MASC;SG	PROPN
пасища	מרעה	пасище	מרעה	N;INDF;NEUT;PL	PROPN
пасища	מרעה	пасище	מרעה	N;INDF;NEUT;PL	PROPN
изпрати	שלחי	изпратя	שלח	V;PFV;IND;SG;3;PST;FIN;ACT	
изпрати	שלחו	изпратя	שלח	V;PFV;IND;SG;3;PST;FIN;ACT	V;PL;3;PST
първична	ראשי	първичен	ראש	ADJ;INDF;FEM;SG	N;PSSD;MASC;PL
първична	העיקרי	първичен	העיקר	ADJ;INDF;FEM;SG	PROPN
таймс	פעמים	таймс	פעם	N;INDF;MASC;SG	N;FEM;PL
таймс	הטיימס	таймс	הטיימס	N;INDF;MASC;SG	PROPN
таймс	טיימס	таймс	טיימס	N;INDF;MASC;SG	PROPN
таймс	זמנים	таймс	זמן	N;INDF;MASC;SG	N;MASC;PL
жлези	בלוטת	жлез	בלוטת	N;INDF;FEM;PL	N;FEM;SG
коларов	קולארוב	коларов	קולארוב	PROPN;INDF;MASC;SG	PROPN
улицата	סטריט	улица	סטריט	N;DEF;FEM;SG	PROPN
отрича	מכחישה	отричам-(се)	הכחיש	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
отрича	מכחיש	отричам-(се)	הכחיש	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
отразяват	משקפים	отразявам-(се)	שיקף	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;MASC;PL;V.PTCP;ACT
отразяват	משקף	отразявам-(се)	משקף	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
маркетинг	שיווק	маркетинг	שיווק	N;INDF;MASC;SG	PROPN
верона	ורונה	верон	ורונה	N;INDF;FEM;SG	PROPN
реклами	פירסום	реклам	פירסום	N;INDF;FEM;PL	N;MASC;SG
реклами	פרסום	реклам	פרסום	N;INDF;FEM;PL	N;MASC;SG
разрушени	נהרס	разруша-(се)	נהרס	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;3;PST;MID
разрушени	הושמד	разруша-(се)	הושמד	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;3;PST;PASS
разрушени	הרס	разруша-(се)	הרס	V;PFV;INDF;PL;V.PTCP;PASS	N;MASC;SG
разрушени	הרוס	разруша-(се)	הרוס	V;PFV;INDF;PL;V.PTCP;PASS	
разрушени	נהרסו	разруша-(се)	נהרס	V;PFV;INDF;PL;V.PTCP;PASS	V;PL;3;PST;MID
разрушени	הריסה	разруша-(се)	הריסה	V;PFV;INDF;PL;V.PTCP;PASS	N;FEM;SG
бейкър	אופה	бейкър	אופה	PROPN;INDF;MASC;SG	PROPN
бейкър	בייקר	бейкър	ייקר	PROPN;INDF;MASC;SG	PROPN
нула	זירו	нула	זירו	N;INDF;FEM;SG	PROPN
нула	אפס	нула	אפס	N;INDF;FEM;SG	
кризата	המשבר	криза	המשבר	N;DEF;FEM;SG	PROPN
органите	איבר	орган	איבר	N;DEF;MASC;PL	N;MASC;SG
забележка	תו	забележка	תו	N;INDF;FEM;SG	
забележка	פתק	забележка	פתק	N;INDF;FEM;SG	
забележка	הערה	забележка	הערה	N;INDF;FEM;SG	ADV
доналд	דונלד	доналд	דונלד	N;INDF;MASC;SG	PROPN
султана	סולטנה	султана	סולטנה	N;DEF;MASC;SG	PROPN
султана	הסולטן	султана	הסולטן	N;DEF;MASC;SG	PROPN
султана	סולטאן	султана	סולטאן	N;DEF;MASC;SG	PROPN
султана	סולטן	султана	סולטן	N;DEF;MASC;SG	PROPN
цивилни	אזרחית	цивилен	אזרחי	ADJ;INDF;PL	ADV
цивилни	אזרח	цивилен	אזרח	ADJ;INDF;PL	N;MASC;SG
цивилни	אזרחי	цивилен	אזרח	ADJ;INDF;PL	N;MASC;PL
цивилни	אזרחים	цивилен	אזרח	ADJ;INDF;PL	N;MASC;PL
путин	פוטין	путин	פוטין	PROPN;INDF;MASC;SG	PROPN
представено	הגיש	представя-(се)	הגיש	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
представено	נשלחו	представя-(се)	נשלח	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PL;3;PST;MID
представено	נשלח	представя-(се)	נשלח	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;3;PST;MID
представено	נשלחה	представя-(се)	נשלח	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;FEM;SG;3;PST;MID
бит	ביט	бия-(се)	ביט	N;INDF;MASC;SG	PROPN
бит	סיביות	бия-(се)	סיביות	N;INDF;MASC;SG	N;FEM;PL
бит	הוכה	бия-(се)	הוכה	N;INDF;MASC;SG	V;MASC;SG;3;PST;PASS
бит	מובס	бия-(се)	מובס	N;INDF;MASC;SG	V;MASC;SG;V.PTCP;PASS
бит	מוכה	бия-(се)	מוכה	N;INDF;MASC;SG	
бит	הוכתה	бия-(се)	הוכה	N;INDF;MASC;SG	V;FEM;SG;3;PST;PASS
плод	פרי	плод	פרי	N;INDF;MASC;SG	
плод	פירות	плод	פרי	N;INDF;MASC;SG	N;MASC;PL
имението	האחוזה	имение	האחוזה	N;DEF;NEUT;SG	PROPN
имението	מנור	имение	מנור	N;DEF;NEUT;SG	PROPN
доктрина	דוקטרינת	доктрина	דוקטרינה	N;INDF;FEM;SG	N;PSSD;FEM;SG
еволюцията	אבולוציה	еволюция	אבולוציה	N;DEF;FEM;SG	PROPN
рицар	אביר	рицар	אביר	N;INDF;MASC;SG	PROPN
неправилно	שגוי	неправилно	שגוי	ADV	
тото	טוטו	тото	טוטו	N;INDF;NEUT;SG	
плаща	משלמת	плащам	משלמה	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
плаща	משלם	плащам	שילם	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
плаща	משתלם	плащам	השתלם	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
оригинален	מקוריות	оригинален	מקורי	ADJ;INDF;MASC;SG	ADJ;FEM;PL
оригинален	מקוריים	оригинален	מקורי	ADJ;INDF;MASC;SG	ADJ;MASC;PL
оригинален	מקורית	оригинален	מקורי	ADJ;INDF;MASC;SG	ADV
оригинален	המקורי	оригинален	המקור	ADJ;INDF;MASC;SG	PROPN
католици	קתולי	католик	קתולי	N;INDF;MASC;PL	PROPN
католици	קתולית	католик	קתולי	N;INDF;MASC;PL	ADV
твърд	תקיף	твърд	תקיף	ADJ;INDF;MASC;SG	
твърд	מוצק	твърд	הוצק	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP;PASS
твърд	מוצקה	твърд	הוצק	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP;PASS
твърд	קשה	твърд	קשה	ADJ;INDF;MASC;SG	ADV
твърд	קשיח	твърд	קשיח	ADJ;INDF;MASC;SG	
твърд	קשיח	твърд	קשיח	ADJ;INDF;MASC;SG	
развит	פיתח	развит-(се)	פיתח	ADJ;INDF;MASC;SG	N;MASC;SG
развит	התפתח	развит-(се)	התפתח	ADJ;INDF;MASC;SG	V;MASC;SG;3;PST
развит	מפותחת	развит-(се)	מפותח	ADJ;INDF;MASC;SG	PROPN
развит	התפתחה	развит-(се)	התפתח	ADJ;INDF;MASC;SG	V;FEM;SG;3;PST
вавилон	בבל	вавилон	בבל	N;INDF;MASC;SG	PROPN
вавилон	בבילון	вавилон	בבילון	N;INDF;MASC;SG	PROPN
умрял	מת	умра	מת	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	ADJ;MASC;SG
умрял	מתו	умра	מת	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	PROPN
умрял	מתה	умра	מת	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	PROPN
нападки	לצלוף	нападка	צלף	N;INDF;FEM;PL	V;NFIN;ACT
невада	נבדה	невад	נבד	N;INDF;FEM;SG	PROPN
невада	נבאדה	невад	נבאד	N;INDF;FEM;SG	PROPN
месопотамия	מסופוטמיה	месопотамия	מסופוטמיה	PROPN;INDF;FEM;SG	PROPN
молекули	מולקולה	молекул	מולקולה	N;INDF;MASC;PL	N;FEM;SG
марек	מאריק	марек	מאריק	N;INDF;MASC;SG	PROPN
кайзерслаутерн	קייזרסלאוטרן	кайзерслаутерн	וקייזרסלאוטרן	N;INDF;MASC;SG	PROPN
наляво	שמאל	наляво	שמאל	ADV	N;MASC;SG
наляво	משמאל	наляво	משמאל	ADV	PROPN
дакота	דקוטה	дакът	דקוט	PROPN;INDF;FEM;SG	PROPN
радиус	רדיוס	радиус	רדיוס	N;INDF;MASC;SG	PROPN
здрави	בריאה	здрав	בריא	ADJ;INDF;PL	N;FEM;SG
здрави	בריאות	здрав	בריאות	ADJ;INDF;PL	N;FEM;SG
здрави	בריא	здрав	בריא	ADJ;INDF;PL	PROPN
ориз	רייס	ориз	רייס	N;INDF;MASC;SG	PROPN
ориз	אורז	ориз	אורז	N;INDF;MASC;SG	PROPN
дванадесет	twelve	дванадесет	twelve	NUM;INDF;PL	
подчинени	הכפופים	подчиня-(се)	הכפף	V;PFV;INDF;PL;V.PTCP;PASS	N;MASC;PL
подчинени	כפופים	подчиня-(се)	כפף	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP;ACT
подчинени	כפוף	подчиня-(се)	כפוף	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG
подчинени	כפופה	подчиня-(се)	כפף	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;V.PTCP;ACT
желязна	איירון	железен	איירון	ADJ;INDF;FEM;SG	PROPN
желязна	ברזל	железен	ברזל	ADJ;INDF;FEM;SG	
същността	תמצית	същност	תמצית	N;DEF;FEM;SG	
хелзинки	הלסינקי	хелзинка	הלסינקי	N;INDF;FEM;PL	PROPN
анкара	אנקרה	анкара	אנקרה	N;INDF;FEM;SG	PROPN
мирно	שלווים	мирно	שלווה	ADV	N;MASC;PL
мирно	שליו	мирно	של	ADV	
мирно	שלווה	мирно	שלווה	ADV	
дървена	מעץ	дървен	מעץ	ADJ;INDF;FEM;SG	
ръсел	ראסל	ръсел	ראסל	N;INDF;MASC;SG	PROPN
ръсел	ראסל	ръсел	ראסל	N;INDF;MASC;SG	PROPN
прогрес	קידמה	прогрес	קידם	N;INDF;MASC;SG	V;FEM;SG;3;PST;ACT
прогрес	הקדמה	прогрес	הקדמה	N;INDF;MASC;SG	PROPN
изпратена	נשלחו	изпратя	נשלח	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PL;3;PST;MID
изпратена	נשלח	изпратя	נשלח	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;MID
изпратена	נשלחה	изпратя	נשלח	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;SG;3;PST;MID
цветни	צבעוניות	цветен	צבעוניות	ADJ;INDF;PL	N;FEM;PL
цветни	צבעוניים	цветен	צבעוני	ADJ;INDF;PL	N;MASC;PL
човешко	אנוש	човешки	אנוש	ADV	
човешко	אנושי	човешки	אנושי	ADV	ADJ;MASC;SG
човешко	אדם	човешки	אדם	ADV	N;MASC;SG
процесите	תהליכי	процес	תהליך	N;DEF;MASC;PL	N;PSSD;MASC;PL
изпълнен	מילא	изпълня-(се)	מילא	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;MASC;SG
леля	דודה	леля	דוד	N;INDF;FEM;SG	
леля	דודה	леля	דוד	N;INDF;FEM;SG	
скок	קפוץ	скок	קפוץ	N;INDF;MASC;SG	
скок	קפצו	скок	קפץ	N;INDF;MASC;SG	V;PL;3;PST
скок	לקפוץ	скок	קפץ	N;INDF;MASC;SG	V;NFIN;ACT
частична	חלקית	частичен	חלקית	ADJ;INDF;FEM;SG	ADV
частична	חלקי	частичен	חלק	ADJ;INDF;FEM;SG	N;MASC;PL
люк	לוק	люк	לוק	N;INDF;MASC;SG	PROPN
дева	דיווה	дева	דיווה	N;INDF;FEM;SG	PROPN
андреас	אנדריאס	андреас	אנדריאס	PROPN;INDF;MASC;SG	PROPN
андреас	אנדראס	андреас	אנדראס	PROPN;INDF;MASC;SG	PROPN
казан	קלחת	кажа	קלחת	V;PFV;INDF;MASC;SG;V.PTCP;PASS	PROPN
казан	קאזאן	кажа	קאזאן	V;PFV;INDF;MASC;SG;V.PTCP;PASS	PROPN
слънчеви	שמש	слънчев	שמש	ADJ;INDF;PL	
слънчеви	סאני	слънчев	סאני	ADJ;INDF;PL	PROPN
слънчеви	שמש	слънчев	שמש	ADJ;INDF;PL	
лусия	לוסיה	лусия	לוסיה	PROPN;INDF;FEM;SG	PROPN
победителите	זוכים	победител	זכה	N;DEF;MASC;PL	V;MASC;PL;V.PTCP;ACT
въздушно	אווירי	въздушен	אווירי	ADV	N;MASC;SG
въздушно	אוויר	въздушен	אוויר	ADV	N;MASC;SG
въздушно	אייר	въздушен	אייר	ADV	PROPN
въздушно	אויר	въздушен	אויר	ADV	PROPN
арагон	אראגון	арагон	אראגון	PROPN;INDF;MASC;SG	PROPN
азиатски	אסייתית	азиатски	אסייתי	ADJ;INDF;MASC;SG	ADV
азиатски	אסייתי	азиатски	אסייתי	ADJ;INDF;MASC;SG	PROPN
азиатски	אסיאתית	азиатски	אסיאתי	ADJ;INDF;MASC;SG	PROPN
азиатски	אסיה	азиатски	אסיה	ADJ;INDF;MASC;SG	PROPN
азиатски	אסיאתי	азиатски	אסיאתי	ADJ;INDF;MASC;SG	PROPN
умерено	מתון	умерено	מתון	ADV	ADJ;MASC;SG
истинска	ריאל	истински	ריאל	ADJ;INDF;FEM;SG	PROPN
истинска	אמיתית	истински	אמיתי	ADJ;INDF;FEM;SG	ADV
истинска	אמיתיים	истински	אמיתי	ADJ;INDF;FEM;SG	ADJ;MASC;PL
истинска	אמיתיות	истински	אמיתי	ADJ;INDF;FEM;SG	ADJ;FEM;PL
стан	סטאן	стан	סטאן	N;INDF;MASC;SG	PROPN
стан	סטן	стан	סטן	N;INDF;MASC;SG	PROPN
журито	מושבעים	жури	מושבע	N;DEF;NEUT;SG	V;MASC;PL;V.PTCP;PASS
журито	המושבעים	жури	המושבע	N;DEF;NEUT;SG	N;MASC;PL
образователни	חינוכית	образователен	חינוכי	ADJ;INDF;PL	ADV
образователни	חינוכי	образователен	חינוכי	ADJ;INDF;PL	ADJ;MASC;SG
формиране	תצורה	формиране	תצורה	N;INDF;NEUT;SG	PROPN
формиране	מערך	формиране	מערך	N;INDF;NEUT;SG	PROPN
добави	הוסף	добавя	הוסף	V;PFV;IND;SG;3;PST;FIN;ACT	
добави	הוספה	добавя	הוספה	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
разработени	פיתח	разработя-(се)	פיתח	V;PFV;INDF;PL;V.PTCP;PASS	N;MASC;SG
разработени	התפתח	разработя-(се)	התפתח	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;3;PST
разработени	מפותחת	разработя-(се)	מפותח	V;PFV;INDF;PL;V.PTCP;PASS	PROPN
разработени	התפתחה	разработя-(се)	התפתח	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;3;PST
сиво	אפורה	сиво	אפורה	ADV	ADJ;FEM;SG
сиво	גריי	сиво	גריי	ADV	PROPN
сиво	אפור	сиво	אפור	ADV	
сиво	אפורה	сиво	אפורה	ADV	ADJ;FEM;SG
сиво	גריי	сиво	גריי	ADV	PROPN
сиво	אפור	сиво	אפור	ADV	
условно	מותנה	условно	הותנה	ADV	V;MASC;SG;V.PTCP;PASS
условно	מותנית	условно	הותנה	ADV	V;V.PTCP
археолог	ארכיאולוג	археолог	ארכיאולוג	N;INDF;MASC;SG	PROPN
археолог	ארכיאולוג	археолог	ארכיאולוג	N;INDF;MASC;SG	PROPN
сфорца	ספורצה	сфорц	ספורצה	N;INDF;FEM;SG	PROPN
тъмна	אפל	тъмен	אפל	ADJ;INDF;FEM;SG	
тъмна	אפלה	тъмен	אפלה	ADJ;INDF;FEM;SG	PROPN
тъмна	חושך	тъмен	חושך	ADJ;INDF;FEM;SG	N;MASC;SG
тъмна	כהה	тъмен	כהה	ADJ;INDF;FEM;SG	
костите	בונס	кост	בונס	N;DEF;FEM;PL	PROPN
костите	בונז	кост	בונז	N;DEF;FEM;PL	PROPN
слиза	יורד	слизам	ירד	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
слиза	יורדת	слизам	ירד	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
пръст	האצבע	пръст	האצבע	N;INDF;MASC;SG	PROPN
пръст	אצבע	пръст	אצבע	N;INDF;MASC;SG	ADV
пръст	בוהן	пръст	בוהן	N;INDF;MASC;SG	PROPN
пръст	הבוהן	пръст	הבוהן	N;INDF;MASC;SG	PROPN
модена	מודנה	моден	מודנה	N;INDF;FEM;SG	PROPN
астрономия	אסטרונומיה	астрономия	אסטרונומיה	N;INDF;FEM;SG	PROPN
президентските	נשיאותי	президентски	נשיאותי	ADJ;DEF;PL	ADJ;MASC;SG
сокол	פאלקון	сокол	פאלקון	N;INDF;MASC;SG	PROPN
сокол	פלקון	сокол	פלקון	N;INDF;MASC;SG	PROPN
сокол	בז	сокол	בז	N;INDF;MASC;SG	
изкуствен	מלאכותית	изкуствен	מלאכותי	ADJ;INDF;MASC;SG	ADV
изкуствен	מלאכותיים	изкуствен	מלאכותי	ADJ;INDF;MASC;SG	ADJ;MASC;PL
великден	הפסחא	великден	הפסחא	N;INDF;MASC;SG	PROPN
великден	פסחא	великден	פסחא	N;INDF;MASC;SG	
пациенти	חולי	пациент	חולי	N;INDF;MASC;PL	PROPN
пациенти	חולים	пациент	חלה	N;INDF;MASC;PL	V;MASC;PL;V.PTCP;ACT
сейшели	סיישל	сейшел	סיישל	N;INDF;MASC;SG	PROPN
морско	ימית	морски	ימית	ADV	PROPN
организирано	מאורגן	организирам	מאורגן	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG
организирано	מאורגן	организирам	מאורגן	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG
организирано	מסודרת	организирам	מסודר	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;FEM;SG
организирано	מאורגנים	организирам	אורגן	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
нормандия	נורמנדי	нормандия	נורמנדי	N;INDF;FEM;SG	PROPN
построено	בנויה	построя-(се)	בנה	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;FEM;SG
построено	נבנתה	построя-(се)	נבנה	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;FEM;SG;3;PST;MID
построено	נבנה	построя-(се)	נבנה	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;3;PST;MID
построено	בנה	построя-(се)	בנה	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	
построено	בנוי	построя-(се)	בנה	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP;ACT
спортно	ספורטיבי	спортен	ספורטיבי	ADV	N;MASC;SG
спортно	ספורטיבית	спортен	ספורטיבית	ADV	N;FEM;SG
спортно	ספורט	спортен	ספורט	ADV	N;MASC;SG
остро	שארפ	остро	שארפ	ADV	PROPN
остро	חדה	остро	חד	ADV	
остро	חדות	остро	חד	ADV	N;FEM;PL
руините	חורבות	руина	חורבות	N;DEF;FEM;PL	
руините	הורסת	руина	הורסה	N;DEF;FEM;PL	V;FEM;SG;V.PTCP;ACT
финландски	פיני	финландски	פיני	ADJ;INDF;MASC;SG	PROPN
финландски	פינית	финландски	פיני	ADJ;INDF;MASC;SG	PROPN
клеопатра	קליאופטרה	клеопатър	קליאופטרה	N;INDF;FEM;SG	PROPN
