から	no	から	no	CONJ	
報復	atriebība	報復	atriebība	V	N;NOM;FEM;SG
アルフレッド	alfrēds	アルフレッド	alfrēds	PROPN	PROPN;NOM;MASC;SG
オールド	vecā	オールド	veca	N	ADJ;NOM;FEM;SG
オールド	veca	オールド	veca	N	ADJ;NOM;FEM;SG
オールド	veci	オールド	vecs	N	ADJ;NOM;MASC;PL
オールド	vecs	オールド	vecs	N	ADJ;NOM;MASC;SG
一夫	kadzuo	一夫	kadzu	PROPN	N;NOM;MASC;SG
スティーヴ	stīvs	スティーヴ	stīvs	PROPN	PROPN;NOM;MASC;SG
クリック	spied	クリック	spiest	N	INTJ
クリック	nospiest	クリック	nospiest	N	V;POS;NFIN
カーン	khan	カーン	khan	PROPN	
積分	neatņemama	積分	neatņemt	N	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
有罪	vainīgs	有罪	vainīgs	V	ADJ;NOM;MASC;SG
有罪	vainīgi	有罪	vainīgi	V	ADV
有罪	vainīga	有罪	vainīga	V	ADJ;NOM;FEM;SG
グレゴリオ	gregorio	グレゴリオ	gregorio	PROPN	N
交互	pārmaiņus	交互	pārmaiņi	ADJ	N;ACC;MASC;PL
交互	aizvietotājs	交互	aizvietotājs	ADJ	N;NOM;MASC;SG
交互	aizstājējs	交互	aizstājējs	ADJ	N;NOM;MASC;SG
交互	vietnieks	交互	vietnieks	ADJ	N;NOM;MASC;SG
交互	pārmaiņus	交互	pārmaiņi	ADJ	N;ACC;MASC;PL
サハ	saha	サハ	sahs	PROPN	
許容	iecietība	許容	iecietība		N;NOM;FEM;SG
許容	pielaide	許容	pielaide		N;NOM;FEM;SG
許容	tolerance	許容	tolerance		N;NOM;FEM;SG
許容	pielaidi	許容	pielaide		N;ACC;FEM;SG
調印	parakstīšana	調印	parakstīšana	V	N;NOM;FEM;SG
調印	parakstīšanas	調印	parakstīšana	V	N;NOM;FEM;SG
布告	proklamēšanas	布告	proklamēšana	V	N;NOM;FEM;SG
布告	pasludināšana	布告	pasludināšana	V	N;NOM;FEM;SG
布告	dekrētu	布告	dekrēt	V	N;ACC;FEM;SG
布告	dekrēts	布告	dekrēt	V	N;NOM;MASC;SG
布告	deklarāciju	布告	deklarācija	V	N;ACC;FEM;SG
布告	deklarācija	布告	deklarācija	V	N;NOM;FEM;SG
栄え	turīga	栄える	turīga	V	ADJ;NOM;FEM;SG
エディ	edijs	エディ	edijs	PROPN	N;NOM;MASC;SG
ビルマ	birmu	ビルマ	birms	PROPN	N;ACC;FEM;SG
ビルマ	birmā	ビルマ	birma	PROPN	N;ESS;FEM;SG
ビルマ	birma	ビルマ	birma	PROPN	N;NOM;FEM;SG
キャサリン	katrīna	キャサリン	katrīns	PROPN	PROPN;NOM;FEM;SG
ウド	udo	ウド	udo	PROPN	PROPN
置換	nomainot	置換	nomainot	N	V;V.CVB
置換	nomainīt	置換	nomainīt	N	V;POS;NFIN
置換	aizvietot	置換	aizvietot	N	V;POS;NFIN
置換	aizstāt	置換	aizstāt	N	V;POS;NFIN
エルサ	elza	エルサ	elza	PROPN	N;NOM;FEM;SG
ローリング	rites	ローリング	rite	PROPN	N;NOM;MASC;SG
同	absolventi	同	absolvents	ADJ	N;NOM;MASC;PL
同	atkalapvienošanās	同	atkalapvienošanās	ADJ	N;NOM;FEM;SG
同	salidojuma	同	salidojums	ADJ	N;GEN;MASC;SG
リフト	pacelt	リフト	pacelt	N	V;POS;NFIN
窒素	slāpekli	窒素	slāpeklis		N;ACC;MASC;SG
窒素	slāpekļa	窒素	slāpeklis		N;GEN;MASC;SG
窒素	slāpeklis	窒素	slāpeklis		N;NOM;MASC;SG
クロード	claude	クロード	claude	PROPN	
クロード	klods	クロード	klods	PROPN	PROPN;NOM;MASC;SG
アウグスト	augusts	アウグスト	augusts	PROPN	N;NOM;MASC;SG
アウグスト	augustā	アウグスト	augusts	PROPN	N;ESS;MASC;SG
きみ	kimi	きむ	kimēt	N	
ゴッド	dievs	ゴッド	dievs	PROPN	N;NOM;MASC;SG
収束	konverģences	収束	konverģence	V	N;NOM;FEM;PL
収束	konverģence	収束	konverģence	V	N;NOM;FEM;SG
バート	bart	バート	bart	PROPN	
タール	darvas	タール	darva	PROPN	N;NOM;FEM;PL
タール	darva	タール	darva	PROPN	N;NOM;FEM;SG
弾圧	apspiesti	弾圧	apspiest	N	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
弾圧	apspiest	弾圧	apspiest	N	V;POS;NFIN
弾圧	apspiež	弾圧	apspēt	N	V;FH;IND;3;POS;PRS;FIN;ACT
招聘	ielūgums	招聘	ielūgums	V	N;NOM;MASC;SG
招聘	uzaicinājums	招聘	uzaicinājums	V	N;NOM;MASC;SG
転写	transkripcijas	転写	transkripcija	V	N;NOM;FEM;PL
智子	tomoko	智子	tomoks	PROPN	N
真夏	jāņu	真夏	jāņi	N	PROPN;GEN;MASC
激怒	dusmām	激怒	dusmas	V	N;DAT;FEM
激怒	nikns	激怒	nikns	V	ADJ;NOM;MASC;SG
申し出	piedāvājums	申し出る	piedāvājums	V	N;NOM;MASC;SG
きちんと	kārtīgs	きちんと	kārtīgs	ADV	ADJ;NOM;MASC;SG
バレンシア	valensijas	バレンシア	valensija	PROPN	PROPN;NOM;FEM;SG
ログイン	pieteikties	ログイン	pieteikties	N	V;POS;REFL;NFIN
ズーム	zoom	ズーム	zoom	N	
サリー	sallija	サリー	sallija	PROPN	PROPN;NOM;FEM;SG
メルセデス	mercedes	メルセデス	mercede	PROPN	N;NOM;FEM;PL
スロベニア	slovēnija	スロベニア	slovēnija	PROPN	N;NOM;FEM;SG
スロベニア	slovēnijā	スロベニア	slovēnija	PROPN	N;ESS;FEM;SG
スロベニア	slovēņu	スロベニア	slovēns	PROPN	N;ACC;FEM;PL
理恵	lie	理恵	lie	PROPN	
オスカー	oskars	オスカー	oskars	PROPN	N;NOM;MASC;SG
ロビンソン	robinsons	ロビンソン	robinsons	PROPN	N;NOM;MASC;SG
つながり	savienojumi	つながり	savienojums	V	N;NOM;MASC;PL
つながり	pieslēgums	つながり	pieslēgums	V	N;NOM;MASC;SG
つながり	savienojums	つながり	savienojums	V	N;NOM;MASC;SG
分ける	dalījums	分ける	dalījums	V	N;NOM;MASC;SG
商用	komerciāls	商用	komerciāls	V	ADJ;NOM;MASC;SG
商用	komerciālais	商用	komerciāls	V	ADJ;NOM;MASC;SG
商用	komerciālie	商用	komerciāls	V	ADJ;NOM;MASC;PL
商用	komerciālā	商用	komerciāla	V	ADJ;NOM;FEM;SG
商用	komerciāli	商用	komerciāli	V	ADV
ひかる	hikaru	ひかる	hikars	PROPN	N;ACC;MASC;SG
レナ	lena	レナ	lena	PROPN	
レナ	lēna	レナ	lēna	PROPN	ADJ;NOM;FEM;SG
シンデレラ	pelnrušķīte	シンデレラ	pelnrušķīte	PROPN	N;NOM;FEM;SG
キリン	žirafe	キリン	žirafe	PROPN	N;NOM;FEM;SG
呼吸	elpošana	呼吸	elpošana	V	N;NOM;FEM;SG
慢性	hroniska	慢性	hroniska	N	ADJ;NOM;FEM;SG
慢性	hronisks	慢性	hronisks	N	ADJ;NOM;MASC;SG
メリーランド	maryland	メリーランド	maryandēt	PROPN	
収穫	raža	収穫	raža	V	N;NOM;FEM;SG
収穫	ieguve	収穫	ieguve	V	N;NOM;FEM;SG
収穫	novākšanas	収穫	novākšana	V	N;NOM;FEM;SG
追認	ratifikācija	追認	ratifikācija	V	N;NOM;FEM;SG
トリプル	trīskāršā	トリプル	trīskārša	N	ADJ;ESS;FEM;SG
ナッシュ	nash	ナッシュ	nash	PROPN	
ルイジアナ	luiziāna	ルイジアナ	luiziāns	PROPN	N;NOM;FEM;SG
オーダー	pasūtīt	オーダー	pasūtīt	N	V;POS;NFIN
虐待	ļaunprātīgas	虐待	ļaunprātīga	V	ADJ;NOM;FEM;PL
ブース	būts	ブース	būts	N	ADJ;NOM;MASC;SG
長老	vecākais	長老	vecs	N	ADJ;NOM;CMPR;MASC;SG
長老	vecākie	長老	vecs	N	ADJ;NOM;CMPR;MASC;PL
集計	apkopošana	集計	apkopošana	V	N;NOM;FEM;SG
集計	apvienošana	集計	apvienošana	V	N;NOM;FEM;SG
集計	apkopojums	集計	apkopojums	V	N;NOM;MASC;SG
応答	reakcija	応答	reakcija	V	N;NOM;FEM;SG
応答	atbilde	応答	atbilde	V	N;NOM;FEM;SG
クリーク	upīte	クリーク	upīte	PROPN	N;NOM;FEM;SG
ハーツ	sirdis	ハーツ	sirds	PROPN	N;NOM;FEM;PL
ハーツ	sirdīs	ハーツ	sirdīt	PROPN	N;ESS;FEM;PL
ウマ	zirgi	ウマ	zirgs	PROPN	N;NOM;MASC;PL
ウマ	zirgus	ウマ	zirgs	PROPN	N;ACC;MASC;PL
ウマ	zirgs	ウマ	zirgs	PROPN	N;NOM;MASC;SG
ウマ	zirga	ウマ	zirgs	PROPN	N;GEN;MASC;SG
ウマ	zirgu	ウマ	zirgs	PROPN	N;ACC;MASC;SG
ウマ	zirgam	ウマ	zirgs	PROPN	N;DAT;MASC;SG
スル	sul	スル	sulēt	PROPN	
固体	cietais	固体	ciets	N	ADJ;NOM;MASC;SG
固体	cietā	固体	cieta	N	ADJ;NOM;FEM;SG
固体	cieta	固体	ciest	N	V;FH;IND;3;POS;PST;FIN;ACT
固体	ciets	固体	ciets	N	ADJ;NOM;MASC;SG
秀雄	hideo	秀雄	hideo	PROPN	
ボビー	bobijs	ボビー	bobijs	PROPN	N;NOM;MASC;SG
集約	apkopošana	集約	apkopošana	V	N;NOM;FEM;SG
集約	apvienošana	集約	apvienošana	V	N;NOM;FEM;SG
集約	apkopojums	集約	apkopojums	V	N;NOM;MASC;SG
ブルックリン	bruklinas	ブルックリン	bruklina	PROPN	N;NOM;FEM;PL
補正	korekcijas	補正	korekcija	V	N;NOM;FEM;PL
補正	labojumi	補正	labojums	V	N;NOM;MASC;PL
補正	korekcija	補正	korekcija	V	N;NOM;FEM;SG
補正	koriģēšana	補正	koriģēšana	V	N;NOM;FEM;SG
補正	labojumi	補正	labojums	V	N;NOM;MASC;PL
補正	labojums	補正	labojums	V	N;NOM;MASC;SG
補正	korekcijas	補正	korekcija	V	N;NOM;FEM;PL
補正	pielāgojumi	補正	pielāgojums	V	N;NOM;MASC;PL
補正	pielāgojumus	補正	pielāgojums	V	N;ACC;MASC;PL
遅い	vēlu	遅い	vēlu	ADJ	ADV
遅い	novēloti	遅い	novēlot	ADJ	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
遅い	lēni	遅い	lēni	ADJ	ADV
拒絶	atteikums	拒絶	atteikums	V	N;NOM;MASC;SG
拒絶	noraidījums	拒絶	noraidījums	V	N;NOM;MASC;SG
拒絶	noraidīšanu	拒絶	noraidīšana	V	N;ACC;FEM;SG
直子	naoko	直子	naoko	PROPN	N
本州	honsju	本州	hons	PROPN	N;GEN;MASC;PL
マニラ	manilas	マニラ	manila	PROPN	PROPN;NOM;FEM;SG
続行	turpinājums	続行	turpinājums	V	N;NOM;MASC;SG
続行	turpināšana	続行	turpināšana	V	N;NOM;FEM;SG
勝つ	win	勝つ	win	V	
江南	gangnam	江南	gangns	PROPN	
中毒	atkarīgi	中毒	atkarīgi	N	ADV
丹後	tango	丹後	tango	PROPN	N
あす	asuka	あす	asukt	PROPN	N;NOM;FEM;SG
アドバイス	konsultācijas	アドバイス	konsultācija	V	N;NOM;FEM;PL
アドバイス	padoms	アドバイス	padoms	V	N;NOM;MASC;SG
アドバイス	ieteikumi	アドバイス	ieteikums	V	N;NOM;MASC;PL
留置	aizturēšanas	留置	aizturēšana	V	N;NOM;FEM;SG
留置	aizturēšana	留置	aizturēšana	V	N;NOM;FEM;SG
水木	midzuki	水木	midzuks	PROPN	N;NOM;MASC;PL
遺言	būs	遺言	būt	N	V;FH;IND;3;POS;FUT;FIN;ACT
ウォーカー	vokers	ウォーカー	vokers	PROPN	N;NOM;MASC;SG
シェイクスピア	šekspīra	シェイクスピア	šekspīrs	PROPN	N;NOM;MASC;SG
尊重	sakarā	尊重	sakars	V	N;ESS;MASC;SG
尊重	cieņā	尊重	cieņa	V	ADJ;NOM;FEM;SG
尊重	cieņa	尊重	cieņa	V	N;NOM;FEM;SG
ギニア	gvineja	ギニア	gvineja	PROPN	N;NOM;FEM;SG
ギニア	gvinejas	ギニア	gvineja	PROPN	N;NOM;FEM;PL
ギニア	gvinejas	ギニア	gvineja	PROPN	N;NOM;FEM;PL
ウラジーミル	vladimirs	ウラジーミル	vladimirs	PROPN	PROPN;NOM;MASC;SG
ウラジーミル	vladimir	ウラジーミル	vladimir	PROPN	
リサ	lisa	リサ	list	PROPN	PROPN;NOM;FEM;SG
カーニバル	karnevāla	カーニバル	karnevāls	PROPN	N;GEN;MASC;SG
アフター	pēc	アフター	pēc	PROPN	ADP
拡散	izplatīties	拡散	izplatīties	N	V;POS;REFL;NFIN
メモ	piezīme	メモ	piezīme	N	
メモ	atzīmē	メモ	atzīmēt	N	V;FH;IND;3;POS;PRS;FIN;ACT
モダン	modernā	モダン	moderna	N	ADJ;NOM;FEM;SG
モダン	moderni	モダン	moderns	N	ADV
モダン	moderns	モダン	moderns	N	ADJ;NOM;MASC;SG
モダン	moderna	モダン	moderna	N	ADJ;NOM;FEM;SG
免除	izņēmums	免除	izņēmums	V	N;NOM;MASC;SG
コスモス	cosmos	コスモス	cosms	PROPN	N;ESS;MASC;PL
異議	iebildumu	異議	iebildums	V	N;ACC;MASC;SG
異議	iebildumi	異議	iebildums	V	N;NOM;MASC;PL
異議	iebildums	異議	iebildums	V	N;NOM;MASC;SG
カルロ	carlo	カルロ	carlot	PROPN	
規約	apzīmējumi	規約	apzīmējums	V	N;NOM;MASC;PL
規約	termini	規約	termins	V	N;NOM;MASC;PL
奉納	veltījums	奉納	veltījums	V	N;NOM;MASC;SG
鳩山	hatojama	鳩山	hatot	PROPN	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
喜び	prieku	喜び	prieks	V	N;ACC;MASC;SG
喜び	prieks	喜び	prieks	V	N;NOM;MASC;SG
喜び	prieka	喜び	prieks	V	N;GEN;MASC;SG
喜び	priekus	喜び	prieks	V	N;ACC;MASC;PL
喜び	prieks	喜び	prieks	V	N;NOM;MASC;SG
スライド	slaidu	スライド	slaids	N	ADJ;ACC;MASC;SG
シュミット	schmidt	シュミット	schmidt	PROPN	
シュミット	schmitt	シュミット	schmitt	PROPN	
ノーフォーク	norfolk	ノーフォーク	norfolkt	PROPN	
摂政	regency	摂政	regency	N	
ストレス	uzsvēra	ストレス	uzsvērt	N	V;FH;IND;3;POS;PST;FIN;ACT
ケベック	kvebekā	ケベック	kvebeks	PROPN	N;ESS;MASC;SG
遅延	kavēšanās	遅延	kavēšanās	V	N;NOM;FEM;SG
遅延	aizkavēšanās	遅延	aizkavēšanās	V	N;NOM;FEM;SG
遅延	aizture	遅延	aizture	V	N;NOM;FEM;SG
褐色	brauns	褐色	brauns	N	PROPN;NOM;MASC;SG
褐色	brūnais	褐色	brūns	N	ADJ;NOM;MASC;SG
褐色	brūna	褐色	brūns	N	ADJ;NOM;FEM;SG
褐色	brūns	褐色	brūns	N	ADJ;NOM;MASC;SG
非	neoficiālā	非	neoficiāla	N	ADJ;NOM;FEM;SG
非	neoficiāla	非	neoficiāla	N	ADJ;NOM;FEM;SG
非	neoficiāls	非	neoficiāls	N	ADJ;NOM;MASC;SG
非	neformālās	非	neformāla	N	ADJ;NOM;FEM;PL
非	neoficiāls	非	neoficiāls	N	ADJ;NOM;MASC;SG
非	neoficiāli	非	neoficiāli	N	ADV
非	neformāla	非	neformāla	N	ADJ;NOM;FEM;SG
非	neformālā	非	neformāla	N	ADJ;NOM;FEM;SG
アトラス	atlas	アトラス	atla	PROPN	
アトラス	atlants	アトラス	atlants	PROPN	N;NOM;MASC;SG
モナコ	monako	モナコ	monako	PROPN	PROPN
便利	izdevīgi	便利	izdevīgi	ADJ	ADV
便利	ērti	便利	ērti	ADJ	ADV
便利	ērtības	便利	ērtība	ADJ	N;NOM;FEM;PL
腫瘍	audzēja	腫瘍	audzēt		V;FH;IND;3;POS;PST;FIN;ACT
腫瘍	audzēju	腫瘍	audzējs		N;ACC;MASC;SG
腫瘍	audzējs	腫瘍	audzējs		N;NOM;MASC;SG
腫瘍	audzēja	腫瘍	audzēt		V;FH;IND;3;POS;PST;FIN;ACT
ヒルズ	pakalni	ヒルズ	pakalns	PROPN	N;NOM;MASC;PL
アリア	ārija	アリア	ārija	PROPN	N;NOM;FEM;SG
ハリケーン	orkāna	ハリケーン	orkāna	PROPN	N;NOM;MASC;SG
ハリケーン	viesuļvētra	ハリケーン	viesuļvētra	PROPN	N;NOM;FEM;SG
二	divreiz	二	divreiz	NUM	ADV
アリー	ali	アリー	alī	PROPN	PROPN
アリー	sabiedrotais	アリー	sabiedrot	PROPN	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
ポルシェ	porsche	ポルシェ	porsche	PROPN	
放浪	klīst	放浪	klīst	V	INTJ
フレンド	draugs	フレンド	draugs	PROPN	N;NOM;MASC;SG
デュエット	duet	デュエット	duet	PROPN	
支払う	atalgojums	支払う	atalgojums	V	N;NOM;MASC;SG
支払う	samaksa	支払う	samaksa	V	N;NOM;FEM;SG
オクラホマ	oklahoma	オクラホマ	oklahoms	PROPN	PROPN;NOM;FEM;SG
フレッド	fred	フレッド	fred	PROPN	
フレッド	freds	フレッド	freds	PROPN	PROPN;NOM;MASC;SG
エリー	elija	エリー	elīt	PROPN	N;NOM;FEM;SG
承継	mantošanas	承継	mantošana	V	N;NOM;FEM;PL
フィッシャー	fišers	フィッシャー	fišers	PROPN	PROPN;NOM;MASC;SG
フィッシャー	fischer	フィッシャー	fischer	PROPN	
集積	uzkrāšanas	集積	uzkrāšana	V	N;NOM;FEM;SG
集積	uzkrāšanās	集積	uzkrāšanās	V	N;NOM;FEM;SG
集積	uzkrāšana	集積	uzkrāšana	V	N;NOM;FEM;SG
漏れ	noplūdes	漏れ	noplūde		N;NOM;FEM;PL
漏れ	noplūde	漏れ	noplūde		N;NOM;FEM;SG
ミール	mir	ミール	mirt	PROPN	PROPN
ジャム	jam	ジャム	jam	N	
ボルチモア	baltimoras	ボルチモア	baltimora	PROPN	N;NOM;FEM;PL
チャック	čaka	チャック	čaka	N	PROPN;NOM;FEM;SG
モリス	morris	モリス	morris	PROPN	PROPN;NOM;MASC;SG
モロッコ	maroka	モロッコ	maroks	PROPN	N;NOM;FEM;SG
モロッコ	marokas	モロッコ	maroka	PROPN	PROPN;NOM;FEM;PL
モロッコ	maroka	モロッコ	maroks	PROPN	N;NOM;FEM;SG
フレッシュ	svaiga	フレッシュ	svaiga	N	ADJ;NOM;FEM;SG
フレッシュ	svaigas	フレッシュ	svaiga	N	ADJ;NOM;FEM;PL
フレッシュ	svaigs	フレッシュ	svaigs	N	ADJ;NOM;MASC;SG
フレッシュ	svaigi	フレッシュ	svaigi	N	ADV
パット	pat	パット	pat	PROPN	PART
ふた	vāks	ふうだ	vākt		N;NOM;MASC;SG
ふた	vāku	ふうだ	vāks		N;ACC;MASC;SG
まあ	labi	まあ	labi	CONJ	ADV
まあ	nu	まあ	nu	CONJ	INTJ
メルボルン	melburnas	メルボルン	melburna	PROPN	PROPN;NOM;FEM;PL
完璧	ideāli	完璧	ideāli	ADJ	ADV
完璧	perfekti	完璧	perfekts	ADJ	ADV
完璧	pilnība	完璧	pilnībā	ADJ	N;NOM;FEM;SG
コスタ	costa	コスタ	cost	PROPN	PROPN;NOM;FEM;SG
五月	var	五月	varēt	N	V;FH;IND;3;POS;PRS;FIN;ACT
五月	drīkst	五月	drīkstēt	N	V;FH;IND;3;POS;PRS;FIN;ACT
サンシャイン	saule	サンシャイン	saule	PROPN	N;NOM;FEM;SG
サンシャイン	saulīte	サンシャイン	saulīte	PROPN	N;NOM;FEM;SG
ミカ	mika	ミカ	miks	PROPN	PROPN;NOM;FEM;SG
ダニー	denijs	ダニー	denijs	PROPN	N;NOM;MASC;SG
補完	pabeigšana	補完	pabeigšana	V	N;NOM;FEM;SG
補完	pabeigšanas	補完	pabeigšana	V	N;NOM;FEM;SG
常時	pastāvīgi	常時	pastāvīgi	N	ADV
常時	nepārtraukti	常時	nepārtraukti	N	ADV
クック	gatavot	クック	gatavot	PROPN	V;POS;NFIN
クック	pavārs	クック	pavārs	PROPN	N;NOM;MASC;SG
娯楽	izklaide	娯楽	izklaide		N;NOM;FEM;SG
娯楽	izklaide	娯楽	izklaide		N;NOM;FEM;SG
娯楽	izklaides	娯楽	izklaide		N;NOM;FEM;PL
ローザ	rosa	ローザ	rosa	PROPN	PROPN;NOM;FEM;SG
ローザ	roza	ローザ	roza	PROPN	PROPN;NOM;FEM;SG
ローリー	rorijs	ローリー	rorijs	PROPN	PROPN;NOM;MASC;SG
サムライ	samuraju	サムライ	samura	PROPN	N;ACC;MASC;SG
素晴らしい	apbrīnojami	素晴らしい	apbrīnot	ADJ	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
素晴らしい	amazing	素晴らしい	amazings	ADJ	
素晴らしい	brīnišķīgi	素晴らしい	brīnišķīgi	ADJ	ADV
レーシング	sacīkšu	レーシング	sacīkt	PROPN	N;ACC;FEM;SG
レーシング	racing	レーシング	racingt	PROPN	
レーシング	sacīkstes	レーシング	sacīkste	PROPN	N;NOM;FEM;PL
警報	brīdinājums	警報	brīdinājums	V	N;NOM;MASC;SG
炎上	liesmas	炎上	liesma	V	N;NOM;FEM;PL
ロビー	robijs	ロビー	robijs	N	PROPN;NOM;MASC;SG
ジョルジュ	žoržs	ジョルジュ	žoržs	PROPN	PROPN;NOM;MASC;SG
フォース	piespiest	フォース	piespiest	N	V;POS;NFIN
リヨン	lyon	リヨン	lyon	PROPN	
オンタリオ	ontario	オンタリオ	ontario	PROPN	
通訳	tulku	通訳	tulka	V	N;ACC;MASC;SG
通訳	interpretācijas	通訳	interpretācija	V	N;NOM;FEM;PL
通訳	interpretāciju	通訳	interpretācija	V	N;ACC;FEM;SG
通訳	interpretācijā	通訳	interpretācija	V	N;ESS;FEM;SG
通訳	interpretācija	通訳	interpretācija	V	N;NOM;FEM;SG
ドロップ	metot	ドロップ	mest	N	V;V.CVB
ドロップ	nomest	ドロップ	nomest	N	V;POS;NFIN
カーター	kārters	カーター	kārters	PROPN	PROPN;NOM;MASC;SG
配達	piegāde	配達	piegāde	V	N;NOM;FEM;SG
配達	piegādes	配達	piegāde	V	N;NOM;FEM;PL
婚姻	laulība	婚姻	laulība	V	N;NOM;FEM;SG
婚姻	laulībā	婚姻	laulība	V	N;ESS;FEM;SG
婚姻	laulību	婚姻	laulība	V	N;ACC;FEM;SG
婚姻	laulības	婚姻	laulība	V	N;NOM;FEM;PL
レバノン	libānas	レバノン	libāna	PROPN	PROPN;NOM;FEM;SG
レバノン	libānas	レバノン	libāna	PROPN	PROPN;NOM;FEM;SG
レバノン	libāna	レバノン	libāna	PROPN	PROPN;NOM;FEM;SG
ジョナサン	jonathan	ジョナサン	jonathan	PROPN	
コードネーム	kodētais	コードネーム	kodēt	N	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
のぞみ	nozomi	のぞみ	nozome	PROPN	N;NOM;MASC;SG
シカ	dzeltenbrūns	シカ	dzeltenbrūns	N	ADJ;NOM;MASC;SG
ハンブルク	hamburgas	ハンブルク	hamburga	PROPN	PROPN;NOM;FEM;SG
ハンブルク	hamburg	ハンブルク	hamburg	PROPN	
ハンブルク	hamburgā	ハンブルク	hamburga	PROPN	N;ESS;MASC;SG
デイヴィス	davis	デイヴィス	davis	PROPN	PROPN;NOM;MASC;SG
ケープ	renāra	ケープ	renāra	PROPN	N;NOM;MASC;SG
ガルシア	garsija	ガルシア	garsija	PROPN	PROPN;NOM;FEM;SG
ガルシア	garcía	ガルシア	garcs	PROPN	
エストニア	igaunija	エストニア	igaunija	PROPN	N;NOM;FEM;SG
エストニア	igaunijā	エストニア	igaunija	PROPN	PROPN;ESS;FEM;SG
メリー	priecīgus	メリー	priecīgs	PROPN	ADJ;ACC;MASC;PL
脅迫	apdraudējumi	脅迫	apdraudējums	V	N;NOM;MASC;PL
脅迫	draudi	脅迫	draude	V	N;NOM;MASC
ジオン	diona	ジオン	diona	PROPN	PROPN;NOM;FEM;SG
線形	lineāro	線形	lineārs	N	ADJ;ACC;MASC;SG
線形	lineārās	線形	lineāra	N	ADJ;NOM;FEM;PL
線形	lineārā	線形	lineārs	N	ADJ;ESS;FEM;SG
リプレイ	atkārtot	リプレイ	atkārtot	PROPN	V;POS;NFIN
コンチネンタル	kontinentālā	コンチネンタル	kontinentāla	PROPN	ADJ;NOM;FEM;SG
コンチネンタル	kontinentālās	コンチネンタル	kontinentāla	PROPN	ADJ;NOM;FEM;PL
ウズベキスタン	uzbekistānu	ウズベキスタン	uzbekistāns	PROPN	N;ACC;MASC;SG
ウズベキスタン	uzbekistāna	ウズベキスタン	uzbekistāns	PROPN	N;NOM;FEM;SG
釈放	izlaišana	釈放	izlaišana	V	N;NOM;FEM;SG
釈放	atbrīvošana	釈放	atbrīvošana	V	N;NOM;FEM;SG
メイ	var	メイ	varēt	PROPN	V;FH;IND;3;POS;PRS;FIN;ACT
メイ	drīkst	メイ	drīkstēt	PROPN	V;FH;IND;3;POS;PRS;FIN;ACT
メイ	maijs	メイ	maijs	PROPN	N;NOM;MASC;SG
高額	dārgi	高額	dārgs	ADJ	ADV
ディビジョン	divīzija	ディビジョン	divīzija	PROPN	N;NOM;FEM;SG
ディビジョン	rajons	ディビジョン	rajons	PROPN	N;NOM;MASC;SG
ディビジョン	dalīšana	ディビジョン	dalīšana	PROPN	N;NOM;FEM;SG
安部	abe	安部	abe	PROPN	
不当	netaisnīgi	不当	netaisnīgi	ADJ	ADV
非	privāti	非	privāts	N	ADJ;NOM;MASC;PL
非	privāta	非	privāts	N	ADJ;NOM;FEM;SG
非	privātie	非	privāts	N	ADJ;NOM;MASC;PL
非	private	非	private	N	
非	privātais	非	privāts	N	ADJ;NOM;MASC;SG
非	privāts	非	privāts	N	ADJ;NOM;MASC;SG
非	privāti	非	privāts	N	ADJ;NOM;MASC;PL
水族館	akvārijs	水族館	akvārijs		N;NOM;MASC;SG
ロスト	zaudēti	ロスト	zaudēt	N	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
ロスト	pazaudēts	ロスト	pazaudēt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ロスト	zaudēja	ロスト	zaudēt	N	V;FH;IND;3;POS;PST;FIN;ACT
ロスト	pazudis	ロスト	pazust	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ロスト	zaudēts	ロスト	zaudēt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
大通り	boulevard	大通り	boulevard	N	
フライング	peld	フライング	peldēt	N	V;FH;IND;3;POS;PRS;FIN;ACT
フライング	lido	フライング	lidot	N	V;FH;IND;3;POS;PRS;FIN;ACT
平等	līdztiesība	平等	līdztiesība	ADJ	N;NOM;FEM;SG
平等	vienlīdzība	平等	vienlīdzība	ADJ	N;NOM;FEM;SG
混雑	sastrēgumi	混雑	sastrēgums	V	N;NOM;MASC;PL
混雑	sastrēgumu	混雑	sastrēgums	V	N;ACC;MASC;SG
仕上げ	apdares	仕上げる	apdare	V	N;NOM;FEM;PL
仕上げ	apdare	仕上げる	apdare	V	N;NOM;FEM;SG
進入	pieeja	進入	pieeja	V	N;NOM;FEM;SG
春樹	haruki	春樹	haruki	PROPN	N;NOM;MASC;SG
ダイジェスト	sagremot	ダイジェスト	sagremt	N	V;POS;NFIN
クルス	cruz	クルス	cruz	PROPN	
独身	vienotā	独身	vienots	N	ADJ;NOM;FEM;SG
