категорія	kategorii	категорія	kategoria	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
молекул	molekuły	молекула	molekuć	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
гонки	wyścig	гонка	wyścig	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
гонки	racing	гонка	racing	N;INAN;NOM;FEM;PL	
гонки	ściganie	гонка	ścigać	N;INAN;NOM;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
рейнланд	nadrenia	рейнланд	nadrenie		PROPN;NOM;FEM;SG
ранній	wczesna	ранній	wczesny	ADJ;NOM;MASC;SG	
ранній	wcześnie	ранній	wcześnie	ADJ;NOM;MASC;SG	ADV
ранній	wczesne	ранній	wczesny	ADJ;NOM;MASC;SG	
підприємець	przedsiębiorcy	підприємець	przedsiębiorca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
іран	iranie	іран	iran	PROPN;INAN;NOM;MASC;SG	
іран	iranu	іран	iran	PROPN;INAN;NOM;MASC;SG	PROPN;GEN;MASC;SG
іран	irański	іран	irański	PROPN;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
іран	iran	іран	iran	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
алекс	alexa	алекс	alex	PROPN;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
алекс	alex	алекс	alex	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
панорама	panorama	панорама	panoram	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
довідка	pomoc	довідка	pomoc	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
довідка	pomocy	довідка	pomoc	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
поїзди	pociągów	поїзд	pociąg	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
герби	herbie	герб	herba	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
герби	herby	герб	herba	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
блоків	klocki	блок	klocka	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
блоків	bloki	блок	blok	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
хлопчик	boy	хлопчик	boy	N;ANIM;NOM;MASC;SG	
чарлі	charlie	чарлі	charlie	PROPN;ANIM;NOM;MASC;SG	
чарлі	charliego	чарлі	charlić	PROPN;ANIM;NOM;MASC;SG	
чарлі	charley	чарлі	charley	PROPN;ANIM;NOM;MASC;SG	
придбання	zakupu	придбання	zakup	N;INAN;NOM;NEUT;SG	N;GEN;MASC;SG
невеликими	nieznaczne	невеликий	nieznaczny	ADJ;INS;PL	ADJ;NOM;NEUT;SG
водія	kierowca	водія	kierowca	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
водія	sterownik	водія	sterownik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
чин	chin	чина	chuna	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
чин	china	чина	chiny	N;INAN;NOM;MASC;SG	
мотиви	motywów	мотива	motyw	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
реєстр	rejestru	реєстр	rejester	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
простий	prosta	простий	prosty	ADJ;NOM;MASC;SG	
простий	proste	простий	prosty	ADJ;NOM;MASC;SG	
простий	plain	простий	plain	ADJ;NOM;MASC;SG	
відзначається	obchodzony	відзначатися	obchodzić	V;IPFV;IND;SG;3;PRS;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
турне	touring	турний	touring	N;INAN;NOM;NEUT;SG	
козацька	kozak	козацький	kozak	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG
труби	rury	труби	rura	N;INAN;NOM;FEM;PL	
труби	rurki	труби	rurka	N;INAN;NOM;FEM;PL	
труби	rurka	труби	rurek	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
запросив	zaproszone	запросити	zaprosić	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
запросив	zaproszeni	запросити	zaprosić	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
запросив	zaproszony	запросити	zaprosić	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
шотландія	scotia	шотландія	scotiać	N;INAN;NOM;FEM;SG	
шотландія	szkocja	шотландія	szkocja	N;INAN;NOM;FEM;SG	
шотландія	szkocji	шотландія	szkocja	N;INAN;NOM;FEM;SG	PROPN;GEN;FEM;SG
старе	stare	старий	stary	ADJ;NOM;NEUT;SG	
старе	stare	старий	stary	ADJ;NOM;NEUT;SG	
старе	old	старий	old	ADJ;NOM;NEUT;SG	
старе	stara	старий	stary	ADJ;NOM;NEUT;SG	
коста	costa	кістий	costa	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
коста	kosta	кістий	kosta	PROPN;ANIM;NOM;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
дорогою	kochana	дорога	kochać	N;INAN;INS;FEM;SG	ADJ;NOM;FEM;SG
дорогою	kochany	дорога	kochany	N;INAN;INS;FEM;SG	ADJ;NOM;MASC;SG
дорогою	kochanie	дорога	kochanie	N;INAN;INS;FEM;SG	N;NOM;NEUT;SG
стандарти	normy	стандарт	norma	N;INAN;NOM;MASC;PL	
стандарти	norm	стандарт	norma	N;INAN;NOM;MASC;PL	
шер	sher	шер	sher		
шер	cher	шер	cher		
прибуття	przylotów	прибуття	przylot	N;INAN;NOM;NEUT;SG	N;GEN;MASC;PL
активним	aktywne	активний	aktywny	ADJ;INS;NEUT;SG	ADJ;NOM;NEUT;SG
активним	aktywna	активний	aktywny	ADJ;INS;NEUT;SG	ADJ;NOM;FEM;SG
активним	aktywni	активний	aktywny	ADJ;INS;NEUT;SG	ADJ;NOM;MASC;PL
активним	aktywny	активний	aktywny	ADJ;INS;NEUT;SG	ADJ;NOM;MASC;SG
активним	czynne	активний	czynny	ADJ;INS;NEUT;SG	ADJ;NOM;NEUT;SG
перегляду	przeglądanie	перегляд	przeglądać	N;INAN;GEN;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
пілот	pilocie	пілота	pilot	N;ANIM;NOM;MASC;SG	N;DAT;MASC;SG
воля	will	воля	will	N;INAN;NOM;FEM;SG	V;PFV;IND;SG;2;PRS;FIN;ACT
воля	będzie	воля	być	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;FUT;FIN
воля	zechciał	воля	zechcieć	N;INAN;NOM;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
воля	wola	воля	wola	N;INAN;NOM;FEM;SG	
назавжди	forever	назавжди	forever		
назавжди	wiecznie	назавжди	wiecznie		ADV
назавжди	trwale	назавжди	trwal		
помилка	porażki	помилка	porażka	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
помилка	nieudane	помилка	nieudany	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
помилка	pomyłka	помилка	pomyłka	N;INAN;NOM;FEM;SG	
монтаж	montaż	монтаж	montaż	N;INAN;NOM;MASC;SG	
монтаж	edycji	монтаж	edycja	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
ліцензії	pozwolenia	ліцензія	pozwolić	N;INAN;NOM;FEM;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
ліцензії	licencji	ліцензія	licencja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
ліцензії	licencja	ліцензія	licencja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
ліцензії	licencji	ліцензія	licencja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
пат	pat	пат	pat		
пат	pat	пат	pat		
епоха	epoki	епоха	epoka	N;INAN;NOM;FEM;SG	
епоха	era	епоха	era	N;INAN;NOM;FEM;SG	
епоха	era	епоха	era	N;INAN;NOM;FEM;SG	
епоха	ery	епоха	ery	N;INAN;NOM;FEM;SG	
регіональний	regionalnych	регіональний	regionalny	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
монумент	pomnik	монумент	pomnik	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
коріння	korzeni	коріння	korzenie	N;INAN;NOM;NEUT;SG	
взуття	buty	взуття	but	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
взуття	buta	взуття	but	N;INAN;NOM;NEUT;SG	N;GEN;MASC;SG
взуття	but	взуття	but	N;INAN;NOM;NEUT;SG	
взуття	buty	взуття	but	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
взуття	butów	взуття	but	N;INAN;NOM;NEUT;SG	N;GEN;MASC;PL
виконавчий	executive	виконавчий	executiv	ADJ;NOM;MASC;SG	
виконавчий	wykonawczy	виконавчий	wykonawczy	ADJ;NOM;MASC;SG	ADJ;ACC;MASC;SG
сем	sem	сем	sem	PROPN;ANIM;NOM;MASC;SG	
сем	sama	сем	sam	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
сем	sam	сем	sam	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
мис	cape	мис	capy	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
стюарт	stuart	стюарт	stuart	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
стюарт	stewart	стюарт	stewart	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
рудольф	rudolph	рудольф	rudoli	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
рудольф	rudolf	рудольф	rudolf	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
рудольф	rudolf	рудольф	rudolf	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
тулуб	tułowia	тулуб	tułówiać	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
грала	zagrali	грати	zagrać	V;IPFV;FEM;IND;SG;PST;FIN	V;PFV;MASC;IND;PL;PST;FIN;ACT
кременчук	krzemieńczuk	кременчук	krzemieńczuk	PROPN;INAN;NOM;MASC;SG	
отаман	ataman	отаман	ataman	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
вілла	villa	вілла	vill	N;INAN;NOM;FEM;SG	
часопис	czasopisma	часопис	czasopismo	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
ельст	elst	ельст	elst		
баз	baz	баз	baza	N;INAN;GEN;FEM;PL	
баз	buzz	баз	buzz	N;INAN;GEN;FEM;PL	
пиво	piwa	пиво	piwo	N;INAN;NOM;NEUT;SG	N;ACC;NEUT;SG
оболонки	powłoka	оболонка	powłoka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
оболонки	powłoki	оболонка	powłoki	N;INAN;NOM;FEM;PL	
оболонки	shell	оболонка	shell	N;INAN;NOM;FEM;PL	
оболонки	skorupy	оболонка	skorupa	N;INAN;NOM;FEM;PL	
війн	wojen	війна	wojen	N;INAN;GEN;FEM;PL	
війн	wojny	війна	wojna	N;INAN;GEN;FEM;PL	N;GEN;FEM;SG
сотня	hundred	сотня	hundred	N;INAN;NOM;FEM;SG	
статуя	pomnik	статуватий	pomnik	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
статуя	posąg	статуватий	posąg	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
затверджено	zatwierdzony	затверджити	zatwierdzić	V;PFV;IND;0;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
затверджено	zatwierdzona	затверджити	zatwierdzić	V;PFV;IND;0;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
затверджено	zatwierdzone	затверджити	zatwierdzić	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
затверджено	zatwierdzonych	затверджити	zatwierdzić	V;PFV;IND;0;FIN	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
прототип	prototyp	прототип	prototyp	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
кислота	kwasy	кислота	kwas	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
джонсон	johnsona	джонсон	johnsona	PROPN;ANIM;NOM;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
джонсон	johnson	джонсон	johnson	PROPN;ANIM;NOM;MASC;SG	
грузія	gruzja	грузія	gruzja	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG
грузія	georgia	грузія	georgia	PROPN;INAN;NOM;FEM;SG	
коментар	komentować	коментар	komentować	N;INAN;NOM;MASC;SG	V;IPFV;NFIN;ACT
поштова	pocztowy	поштова	pocztowy	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
поштова	pocztowych	поштова	pocztowy	N;INAN;NOM;FEM;SG	ADJ;GEN;MASC;PL
поштова	pocztowe	поштова	pocztowy	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
борці	protestujących	борк	protestować	N;ANIM;NOM;MASC;PL	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
малюнки	grafika	малюнок	grafika	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
скасовано	odwołane	скасувати	odwołać	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
скасовано	odwołany	скасувати	odwołać	V;PFV;IND;0;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
скасовано	anulowane	скасувати	anulować	V;PFV;IND;0;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
скасовано	odwołany	скасувати	odwołać	V;PFV;IND;0;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
скасовано	odwołane	скасувати	odwołać	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
скасовано	anulowane	скасувати	anulować	V;PFV;IND;0;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
крило	wing	крило	wing	N;INAN;NOM;NEUT;SG	
прискорення	przyspieszyć	прискорення	przyspieszyć	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
прискорення	przyśpieszyć	прискорення	przyśpieszyć	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
самці	samców	самка	samc	N;ANIM;NOM;MASC;PL	
самці	mężczyzn	самка	mężczyzna	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
самці	samce	самка	samka	N;ANIM;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
поранених	ranna	поранений	ranna	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG
поранених	ranny	поранений	ranny	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	ADJ;NOM;MASC;SG
поранених	zraniony	поранений	zranić	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
поранених	ranni	поранений	ranny	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	ADJ;NOM;MASC;PL
жіночого	kobiece	жіночий	kobiece	ADJ;GEN;MASC;SG	
жіночого	kobieca	жіночий	kobieca	ADJ;GEN;MASC;SG	N;NOM;FEM;SG
жіночого	kobiecy	жіночий	kobiecy	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
всеукраїнської	informacyjny	всеукраїнський	informacyjny	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG
всеукраїнської	informacyjne	всеукраїнський	informacyjny	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG
відвідував	odwiedzili	відвідувати	odwiedzić	V;IPFV;MASC;IND;SG;PST;FIN	V;PFV;MASC;IND;PL;PST;FIN;ACT
відвідував	odwiedził	відвідувати	odwiedzić	V;IPFV;MASC;IND;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
відвідував	odwiedziła	відвідувати	odwiedzić	V;IPFV;MASC;IND;SG;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
смоленська	smoleńsk	смоленський	smoleński	ADJ;NOM;FEM;SG	
підписали	podpisany	підписати	podpisać	V;PFV;IND;PL;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
підписали	podpisana	підписати	podpisać	V;PFV;IND;PL;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
підписали	podpisane	підписати	podpisać	V;PFV;IND;PL;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
заводів	fabryk	завод	fabryka	N;INAN;GEN;MASC;PL	
заводів	fabryki	завод	fabryka	N;INAN;GEN;MASC;PL	N;GEN;FEM;SG
жіночі	pani	жіночий	pani	ADJ;NOM;PL	N;NOM;FEM;SG
жіночі	dama	жіночий	dam	ADJ;NOM;PL	
листів	korespondencja	лист	korespondencja	N;INAN;GEN;MASC;PL	N;NOM;FEM;SG
листів	korespondencji	лист	korespondencja	N;INAN;GEN;MASC;PL	N;GEN;FEM;SG
скоріше	raczej	скоріше	raczej	ADV;CMPR	PART
добрий	dobre	добрий	dobry	ADJ;NOM;MASC;SG	
добрий	dobrze	добрий	dobrze	ADJ;NOM;MASC;SG	ADV
ударів	strokes	удар	strokes	N;INAN;GEN;MASC;PL	
ударів	skórkę	удар	skórka	N;INAN;GEN;MASC;PL	N;ACC;FEM;SG
правові	legalnie	правовий	legalnie	ADJ;NOM;PL	ADV
правові	prawny	правовий	prawny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
правові	prawne	правовий	prawny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
правові	legalne	правовий	legalny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
житло	progach	житло	próg	N;INAN;NOM;NEUT;SG	N;ACC;MASC;PL
наталя	natalia	наталь	natalia	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
монте	monte	монти	monty		
гриби	grzybów	гриб	grzyb	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
гриби	grzyb	гриб	grzyb	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
ілюстрації	ilustracja	ілюстрація	ilustracja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
метрополітен	metra	метрополітен	metr	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
метрополітен	metrem	метрополітен	metr	N;INAN;NOM;MASC;SG	N;INS;MASC;SG
метрополітен	metro	метрополітен	metro	N;INAN;NOM;MASC;SG	
метрополітен	metra	метрополітен	metr	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
метрополітен	metro	метрополітен	metro	N;INAN;NOM;MASC;SG	
бактерій	bakterii	бактерія	bakteria	N;ANIM;ACC;FEM;PL	
тривали	trwało	тривати	trwać	V;IPFV;IND;PL;PST;FIN	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
тривали	trwała	тривати	trwać	V;IPFV;IND;PL;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
строк	okresy	строк	okres	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
строк	okresów	строк	okres	N;INAN;NOM;MASC;SG	N;GEN;MASC;PL
затоці	zatoce	заток	zatoc	N;INAN;NOM;MASC;SG	
спеціальність	stężeń	спеціальність	stężenie	N;INAN;NOM;FEM;SG	N;GEN;NEUT;PL
командувача	dowódca	командувач	dowódca	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
фінансової	odpowiedzialności	фінансовий	odpowiedzialność	ADJ;GEN;FEM;SG	N;GEN;FEM;SG
фінансової	odpowiedzialność	фінансовий	odpowiedzialność	ADJ;GEN;FEM;SG	N;NOM;FEM;SG
внизу	dół	внизу	dół	ADV	N;NOM;MASC;SG
внизу	dno	внизу	dno	ADV	
внизу	dnie	внизу	dzień	ADV	
внизу	dole	внизу	dół	ADV	V;PFV;IND;SG;PRS;FIN;ACT
внизу	dolna	внизу	dolny	ADV	
талант	talenty	талант	talent	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
талант	talentu	талант	talent	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
фази	etap	фаза	etap	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
фази	faza	фаза	faza	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
фази	fazy	фаза	faza	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
фази	faz	фаза	faz	N;INAN;NOM;FEM;PL	
фази	fazy	фаза	faza	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
подається	rozdziałów	подаватися	rozdział	V;IPFV;IND;SG;3;PRS;FIN	N;GEN;MASC;PL
подається	rozdziały	подаватися	rozdział	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
іспанської	hiszpanie	іспанський	hiszpan	ADJ;GEN;FEM;SG	N;NOM;MASC;PL
іспанської	hiszpańskie	іспанський	hiszpański	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG
іспанської	hiszpańska	іспанський	hiszpański	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
іспанської	hiszpański	іспанський	hiszpański	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG
хіт	hit	хіт	hit	N;INAN;NOM;MASC;SG	
хіт	uderzył	хіт	uderzyć	N;INAN;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
хіт	heath	хіт	heath	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
вершин	szczyty	вершина	szczyt	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
вершин	peaks	вершина	peaks	N;INAN;GEN;FEM;PL	
вершин	szczyty	вершина	szczyt	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
турки	turków	турок	turek	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
активна	aktywni	активний	aktywny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
керувати	zarządzanie	керувати	zarządzać	V;IPFV;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
лорд	panie	лорд	pan	PROPN;ANIM;NOM;MASC;SG	
комунікації	komunikat	комунікація	komunikat	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
комунікації	komunikacja	комунікація	komunikacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
комунікації	komunikacji	комунікація	komunikacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
привід	powody	привід	powód	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
привід	powodu	привід	powodu	N;INAN;NOM;MASC;SG	ADP
привід	drive	привід	driv	N;INAN;NOM;MASC;SG	
привід	prowadzić	привід	prowadzić	N;INAN;NOM;MASC;SG	V;IPFV;NFIN;ACT
встановлюється	instalacje	встановлюватися	instalacja	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
встановлюється	instalacji	встановлюватися	instalacja	V;IPFV;IND;SG;3;PRS;FIN	N;GEN;FEM;SG
встановлюється	ustanawianie	встановлюватися	ustanawiać	V;IPFV;IND;SG;3;PRS;FIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
встановлюється	ustanawiające	встановлюватися	ustanawiać	V;IPFV;IND;SG;3;PRS;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
боги	bogów	бог	bóg	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
боги	bóstwo	бог	bóstwo	N;ANIM;NOM;MASC;PL	N;NOM;NEUT;SG
руслан	rusłan	руслан	rusłan	PROPN;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
тимчасовий	tymczasowo	тимчасовий	tymczasowo	ADJ;NOM;MASC;SG	ADV
тимчасовий	tymczasowego	тимчасовий	tymczasowy	ADJ;NOM;MASC;SG	ADJ;ACC;MASC;SG
шахта	szyb	шахта	szyba	N;INAN;NOM;FEM;SG	
зберігати	zachować	зберігати	zachować	V;IPFV;NFIN	V;PFV;NFIN;ACT
зберігати	zachowaj	зберігати	zachować	V;IPFV;NFIN	V;PFV;IMP;SG;2;FIN;ACT
зберігати	utrzymać	зберігати	utrzymać	V;IPFV;NFIN	V;PFV;NFIN;ACT
зберігати	sklepie	зберігати	sklep	V;IPFV;NFIN	N;DAT;MASC;SG
зберігати	sklep	зберігати	sklep	V;IPFV;NFIN	N;NOM;MASC;SG
зберігати	store	зберігати	stór	V;IPFV;NFIN	
христос	christos	христос	christos	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
христос	chryste	христос	chrysty	PROPN;ANIM;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
христос	chrystus	христос	chrystus	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
позначає	marek	позначати	marek	V;IPFV;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG
позначає	znaki	позначати	znak	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
позначає	ślady	позначати	ślad	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
позначає	marks	позначати	marks	V;IPFV;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG
аргумент	argumenty	аргумент	argument	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
біле	biel	білий	biel	ADJ;NOM;NEUT;SG	
біле	biał	білий	biać	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG
біле	white	білий	whita	ADJ;NOM;NEUT;SG	
біле	biały	білий	biały	ADJ;NOM;NEUT;SG	
єдність	jedności	єдність	jedność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
марино	marino	марино	marino	N;INAN;NOM;FEM;SG	
відкрити	otwarte	відкрити	otworzyć	V;PFV;NFIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
відкрити	otwarty	відкрити	otworzyć	V;PFV;NFIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
кім	kim	ком	kto		PRO;INS;MASC;SG
натрію	sodu	натрій	sód	N;INAN;NOM;MASC;SG	
представництва	ambasadorów	представництво	ambasador	N;INAN;NOM;NEUT;SG	N;ACC;MASC;PL
представництва	przedstawicielstw	представництво	przedstawicielstwo	N;INAN;NOM;NEUT;SG	N;GEN;MASC;PL
офіс	biuro	офіс	biuro	N;INAN;NOM;MASC;SG	
офіс	biurowe	офіс	biurowy	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
народилась	urodzony	народитися	urodzić	V;PFV;FEM;IND;SG;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
