ausscheiden	звільнення	ausscheiden	звільнення	V;NFIN	N;INAN;NOM;NEUT;SG
achtung	увага	achtung	увага		N;INAN;NOM;FEM;SG
salon	салон	salon	салон	PROPN;SG	N;INAN;NOM;MASC;SG
salon	закривання	salon	закривання	PROPN;SG	N;INAN;NOM;NEUT;SG
buddhismus	буддизм	buddhismus	буддизм	PROPN	N;INAN;NOM;MASC;SG
buddhismus	буддійський	buddhismus	буддійський	PROPN	ADJ;NOM;MASC;SG
sauer	зауер	sauer	зауерти	ADJ	
sauer	злість	sauer	злість	ADJ	N;INAN;NOM;FEM;SG
sauer	кричати	sauer	кричати	ADJ	V;IPFV;NFIN
zufall	шанс	zufall	шанс		N;INAN;NOM;MASC;SG
zufall	вірогідність	zufall	вірогідність		N;INAN;NOM;FEM;SG
zufall	випадковість	zufall	випадковість		N;INAN;NOM;FEM;SG
zufall	випадкові	zufall	випадковий		ADJ;NOM;PL
zufall	випадкове	zufall	випадковий		ADJ;NOM;NEUT;SG
zufall	випадковий	zufall	випадковий		ADJ;NOM;MASC;SG
zufall	випадкова	zufall	випадковий		ADJ;NOM;FEM;SG
zufall	випадкових	zufall	випадковий		ADJ;GEN;PL
zufall	навмання	zufall	навмання		ADV
zufall	аварія	zufall	аварія		N;INAN;NOM;FEM;SG
zufall	випадковість	zufall	випадковість		N;INAN;NOM;FEM;SG
zufall	співпадіння	zufall	співпадіння		N;INAN;NOM;NEUT;SG
jay	джей	jays	джей	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
suite	комплект	suite	комплект		N;INAN;NOM;MASC;SG
kommend	іду	kommend	іти	ADJ	V;IPFV;IND;SG;1;PRS;FIN
kommend	наближається	kommend	наближатися	ADJ	V;IPFV;IND;SG;3;PRS;FIN
kommend	coming	kommend	coming	ADJ	
salz	сіль	salz	сіль		N;INAN;NOM;FEM;SG
salz	солі	salz	сіль		N;INAN;NOM;FEM;PL
monaco	монако	monaco	монако	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
guillaume	гійом	guillaume	гій	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
export	експорт	export	експорт		N;INAN;NOM;MASC;SG
export	експортувати	export	експортувати		V;IPFV;NFIN
kollege	співробітник	kolleg	співробітник		N;ANIM;NOM;MASC;SG
kollege	колезі	kolleg	колега		N;ANIM;DAT;FEM;SG
kollege	колега	kolleg	колега		N;ANIM;NOM;MASC;SG
kollege	колеги	kolleg	колега		N;ANIM;NOM;MASC;PL
portugiesische	португальська	portugiesisch	португальський	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
future	майбутнє	futur	майбутнє	PROPN	ADJ;NOM;NEUT;SG
kommende	наступних	kommend	наступний	ADJ;NOM;FEM;PL	ADJ;GEN;PL
naval	морська	naval	морський	PROPN	ADJ;NOM;FEM;SG
helen	гелен	helen	гелен	PROPN;NOM;SG	PROPN;ANIM;NOM;FEM;SG
helen	хелен	helen	хелен	PROPN;NOM;SG	PROPN;ANIM;NOM;FEM;SG
bretagne	бретань	bretagne	бретання	PROPN;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG
bretagne	бріттані	bretagne	бріттань	PROPN;NOM;FEM;SG	N;ANIM;NOM;MASC;PL
söhnen	сини	söhnen	син	V;NFIN	N;ANIM;NOM;MASC;PL
railroad	машиніст	railroad	машиніст	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
railroad	залізниця	railroad	залізниця	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
entfernte	далеких	entfernen	далекий	V;IND;SG;3;PST;FIN	ADJ;ACC;PL
entfernte	вій	entfernen	вій	V;IND;SG;3;PST;FIN	
entfernte	далекого	entfernen	далекий	V;IND;SG;3;PST;FIN	ADJ;GEN;MASC;SG
entfernte	вилучено	entfernen	вилучити	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
entfernte	видалили	entfernen	видалити	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
entfernte	вилучені	entfernen	вилучений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;PL;V.PTCP;PASS
entfernte	видалено	entfernen	видати	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
entfernte	віддалений	entfernen	віддалений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
entfernte	пульт	entfernen	пульта	V;IND;SG;3;PST;FIN	N;INAN;NOM;MASC;SG
entfernte	віддалене	entfernen	віддалений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
volumen	гучність	volum	гучність	V;NFIN	N;INAN;NOM;FEM;SG
volumen	каналах	volum	канал	V;NFIN	N;INAN;ESS;FEM;PL
betreten	введення	betreten	введення	V;NFIN	N;INAN;NOM;NEUT;SG
betreten	enter	betreten	enter	V;NFIN	
normandie	нормандії	normandie	нормандія	PROPN;NOM;SG	PROPN;INAN;GEN;FEM;SG
normandie	нормандія	normandie	нормандія	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
larry	ларрі	larry	ларрі	PROPN;NOM;SG	
larry	ларі	larry	лар	PROPN;NOM;SG	
larry	лері	larry	лері	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
ghana	гани	ghana	гани	PROPN;NOM;MASC;SG	PROPN;INAN;NOM;FEM;SG
himmelfahrt	сходяться	himmelfahren	сходитися	ADJ	V;IPFV;IND;PL;3;PRS;FIN
himmelfahrt	сходження	himmelfahren	сходження	ADJ	N;INAN;NOM;NEUT;SG
himmelfahrt	вознесіння	himmelfahren	вознесіння	ADJ	N;INAN;NOM;NEUT;SG
himmelfahrt	успіння	himmelfahren	успіння	ADJ	N;INAN;NOM;NEUT;SG
yale	єль	yale	єль	PROPN;NOM;SG	
richten	пробивання	richten	пробивання	V;NFIN	N;INAN;NOM;NEUT;SG
regierungen	правління	regierung	правління	V;NFIN	N;INAN;NOM;NEUT;SG
regierungen	уряд	regierung	уряд	V;NFIN	N;INAN;NOM;MASC;SG
regierungen	уряди	regierung	уряд	V;NFIN	N;INAN;NOM;MASC;PL
besserung	удосконалення	besserung	удосконалення	ADJ	N;INAN;NOM;NEUT;SG
estnischen	естонська	estnisch	естонський	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
wilden	дикі	wild	дикий		ADJ;NOM;PL
wilden	дикий	wild	дикий		ADJ;NOM;MASC;SG
wilden	wild	wild	wild		
wilden	диких	wild	дикий		ADJ;ANIM;ACC;PL
wilden	дикун	wild	дикун		N;ANIM;NOM;MASC;SG
deep	глибока	deep	глибока		ADJ;NOM;FEM;SG
deep	deep	deep	deep		
deep	глибоко	deep	глибоко		ADV
deep	глибокий	deep	глибокий		ADJ;NOM;MASC;SG
beruflichen	професійно	beruflich	професійно	ADJ	ADV
manhattan	манхеттен	manhattan	манхеттен	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
talsperre	гребля	talsperre	гребль	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
talsperre	водосховище	talsperre	водосховище	PROPN;NOM;SG	N;INAN;NOM;NEUT;SG
volleyball	стріли	volleyball	стріла		N;INAN;NOM;FEM;PL
volleyball	волейбол	volleyball	волейбол		N;INAN;NOM;MASC;SG
sortiert	впорядкувати	sortieren	впорядкувати	ADJ;V.PTCP	V;PFV;NFIN
sortiert	сортування	sortieren	сортування	ADJ;V.PTCP	N;INAN;NOM;NEUT;SG
sortiert	сортувати	sortieren	сортувати	ADJ;V.PTCP	V;IPFV;NFIN
sortiert	впорядковано	sortieren	впорядковано	ADJ;V.PTCP	V;PFV;IND;0;FIN
sortiert	організовано	sortieren	організовано	ADJ;V.PTCP	V;PFV;IND;0;FIN
sortiert	сортувати	sortieren	сортувати	ADJ;V.PTCP	V;IPFV;NFIN
urlaub	святкова	urlaub	святковий	ADV	ADJ;NOM;FEM;SG
urlaub	свято	urlaub	свято	ADV	N;INAN;NOM;NEUT;SG
urlaub	відпустка	urlaub	відпустка	ADV	N;INAN;NOM;FEM;SG
urlaub	свята	urlaub	свято	ADV	N;INAN;NOM;NEUT;SG
neffe	племінник	neffen	племінник	ADJ	N;ANIM;NOM;MASC;SG
plural	множини	plural	множина	ADJ	N;INAN;NOM;FEM;PL
baptiste	батіст	baptiste	батіст	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
baptiste	батист	baptiste	батист	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
julie	джулі	julie	джуль	PROPN;NOM;FEM;SG	PROPN;ANIM;NOM;FEM;SG
inspiriert	натхненно	inspirieren	натхненно	V;V.PTCP	ADV
rafael	рафаель	rafael	рафаель	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
metro	метрополітен	metro	метрополітен	PROPN	N;INAN;NOM;MASC;SG
metro	метро	metro	метро	PROPN	N;INAN;NOM;NEUT;SG
metro	metro	metro	metro	PROPN	
regina	регіна	Regina	регін	PROPN;NOM;FEM;SG	PROPN;ANIM;NOM;FEM;SG
feind	ворог	feind	ворог		N;INAN;NOM;MASC;SG
feind	розрізнити	feind	розрізнити		V;PFV;NFIN
feind	ворогів	feind	ворог		N;ANIM;ACC;MASC;PL
feind	вороги	feind	ворог		N;ANIM;NOM;MASC;PL
schriftliche	писав	schriftlich	писати	ADJ;NOM;FEM;PL	V;IPFV;MASC;IND;SG;PST;FIN
schriftliche	записано	schriftlich	записати	ADJ;NOM;FEM;PL	V;PFV;IND;0;FIN
schriftliche	написано	schriftlich	написати	ADJ;NOM;FEM;PL	V;PFV;IND;0;FIN
niedergang	відхилити	niedergang	відхилити	N	V;PFV;NFIN
klage	бойовики	klage	бойовик	ADJ	N;ANIM;NOM;MASC;PL
klage	дії	klage	дія	ADJ	N;INAN;NOM;FEM;PL
klage	дія	klage	дія	ADJ	N;INAN;NOM;FEM;SG
klage	скарга	klage	скарга	ADJ	N;INAN;NOM;FEM;SG
klage	позов	klage	позов	ADJ	N;INAN;NOM;MASC;SG
fortschritt	прогрес	fortschreiten	прогрес	PROPN	N;INAN;NOM;MASC;SG
fortschritt	поступ	fortschreiten	поступ	PROPN	N;INAN;NOM;MASC;SG
fortschritt	прогресу	fortschreiten	прогрес	PROPN	N;INAN;GEN;MASC;SG
teich	ставок	teich	ставка		N;INAN;NOM;FEM;SG
teich	понд	teich	понд		
endgültige	фінал	endgültig	фінал	ADJ;NOM;FEM;PL	N;INAN;NOM;MASC;SG
endgültige	остаточний	endgültig	остаточний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
endgültige	final	endgültig	final	ADJ;NOM;FEM;PL	
endgültige	definitive	endgültig	definitive	ADJ;NOM;FEM;PL	
track	доріжки	track	доріжка		N;INAN;NOM;FEM;PL
track	трек	track	трек		N;INAN;NOM;MASC;SG
track	композицію	track	композиція		N;INAN;ACC;FEM;SG
track	доріжка	track	доріжка		N;INAN;NOM;FEM;SG
track	композиція	track	композиція		N;INAN;NOM;FEM;SG
track	стежити	track	стежити		V;IPFV;NFIN
dachau	дахау	dachau	даха		PROPN;INAN;NOM;MASC;SG
sms	sms	sms	sms		
sms	смс	sms	смс		N;INAN;NOM;NEUT;SG
sms	ки	sms	ки		
sms	смс	sms	смс		N;INAN;NOM;NEUT;SG
anatomie	анатомія	anatomie	анатомія		N;INAN;NOM;FEM;SG
strauss	букет	strauss	букет	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
strauss	штраус	strauss	штраус	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
leere	пустоти	leer	пустота		N;INAN;NOM;FEM;PL
leere	порожнім	leer	порожній		ADJ;INS;FEM;SG
leere	порожнє	leer	порожній		ADJ;NOM;NEUT;SG
leere	порожня	leer	порожній		ADJ;NOM;FEM;SG
leere	порожні	leer	порожній		ADJ;NOM;PL
leere	порожній	leer	порожній		ADJ;DAT;FEM;SG
leere	бланк	leer	бланк		N;INAN;NOM;MASC;SG
leere	порожній	leer	порожній		ADJ;DAT;FEM;SG
raketen	ракета	raket	ракета	N;PL	N;INAN;NOM;FEM;SG
steuer	фіскальної	steuer	фіскальний		ADJ;GEN;FEM;SG
steuer	проведених	steuer	проведений		ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
steuer	податкова	steuer	податковий		ADJ;NOM;FEM;SG
steuer	податки	steuer	податок		N;INAN;NOM;MASC;PL
steuer	податок	steuer	податок		N;INAN;NOM;MASC;SG
steuer	податки	steuer	податок		N;INAN;NOM;MASC;PL
bull	бик	bull	бик		N;ANIM;NOM;MASC;SG
bull	бул	bull	бути		
bull	бика	bull	бико		N;ANIM;ACC;MASC;SG
bull	булл	bull	булл		N;INAN;NOM;MASC;SG
irene	ірен	iren	ірен	PROPN;NOM;FEM;SG	PROPN;ANIM;NOM;FEM;SG
aussterben	винищення	aussterben	винищення	V;NFIN	N;INAN;NOM;NEUT;SG
aussterben	вимирання	aussterben	вимирання	V;NFIN	N;INAN;NOM;NEUT;SG
aussterben	загибель	aussterben	загибель	V;NFIN	N;INAN;NOM;FEM;SG
aussterben	зникнення	aussterben	зникнення	V;NFIN	N;INAN;NOM;NEUT;SG
aussprache	вимова	aussprechen	вимовий		N;INAN;NOM;FEM;SG
aussprache	дискусії	aussprechen	дискусія		N;INAN;NOM;FEM;PL
aussprache	дебати	aussprechen	дебати		N;INAN;NOM;MASC;PL
aussprache	пленарному	aussprechen	пленарний		ADJ;DAT;MASC;SG
perry	перрі	perry	перра	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
aufgeben	відмовитися	aufgeben	відмовитися	ADJ	V;PFV;NFIN
aufgeben	вихід	aufgeben	вихід	ADJ	N;INAN;NOM;MASC;SG
aufgeben	вийти	aufgeben	вийти	ADJ	V;PFV;NFIN
aufgeben	здатися	aufgeben	здатися	ADJ	V;PFV;NFIN
aufgeben	вихід	aufgeben	вихід	ADJ	N;INAN;NOM;MASC;SG
montag	понеділок	montag	понеділок	ADV	N;INAN;NOM;MASC;SG
kurve	крива	kurv	криво	ADJ	N;INAN;NOM;FEM;SG
goldener	голден	golden	голден	ADJ	
rettung	врятувати	rettung	врятувати	N;FEM;SG	V;PFV;NFIN
ems	ems	ems	ems		
empfänger	приймачі	empfänger	приймача	ADJ	N;INAN;NOM;MASC;PL
empfänger	адресата	empfänger	адресат	ADJ	N;ANIM;ACC;MASC;SG
empfänger	отримувача	empfänger	отримувач	ADJ	N;ANIM;ACC;MASC;SG
empfänger	одержувач	empfänger	одержувач	ADJ	N;ANIM;NOM;MASC;SG
empfänger	одержувача	empfänger	одержувач	ADJ	N;ANIM;ACC;MASC;SG
empfänger	адресатів	empfänger	адресат	ADJ	N;ANIM;ACC;MASC;PL
empfänger	отримувачі	empfänger	отримувач	ADJ	N;ANIM;NOM;MASC;PL
empfänger	отримувач	empfänger	отримувач	ADJ	N;INAN;NOM;MASC;SG
iucn	iucn	iucn	iucn	ADJ	
kaiserliche	імператорський	kaiserlich	імператорський	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
kaiserliche	імперський	kaiserlich	імперський	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
kaiserliche	imperial	kaiserlich	imperial	ADJ;NOM;FEM;PL	
warf	кинули	werfen	кинути	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
erläuterung	пояснення	Erläuterung	пояснення	ADJ;SG	N;INAN;NOM;NEUT;SG
erläuterung	пояснення	Erläuterung	пояснення	ADJ;SG	N;INAN;NOM;NEUT;SG
edith	едіт	edith	едіт	PROPN;NOM;FEM;SG	PROPN;ANIM;NOM;FEM;SG
gewerkschaften	профспілки	gewerkschaft	профспілка	ADJ;PL	N;INAN;NOM;FEM;PL
gewerkschaften	профспілок	gewerkschaft	профспілка	ADJ;PL	N;INAN;GEN;FEM;PL
tokyo	токіо	tokyo	токіо	PROPN;NOM;MASC;SG	PROPN;INAN;NOM;NEUT;SG
tokyo	tokyo	tokyo	tokyo	PROPN;NOM;MASC;SG	
beton	бетонні	beton	бетонний		ADJ;NOM;PL
beton	бетон	beton	бетон		N;INAN;NOM;MASC;SG
santo	санто	santo	санто	PROPN	
playoffs	плей	playoffs	плей	PROPN	
holen	отримання	holen	отримання	V;NFIN	N;INAN;NOM;NEUT;SG
holen	get	holen	get	V;NFIN	
jünger	молодше	jung	молодший	ADJ	ADV;CMPR
jünger	учні	jung	учень	ADJ	N;ANIM;NOM;MASC;PL
jünger	disciple	jung	disciple	ADJ	
bois	буа	bois	буа	PROPN;SG	
glücklich	щасливо	glücklich	щасливо	ADJ	ADV
glücklich	пощастило	glücklich	пощастити	ADJ	V;PFV;NEUT;IND;SG;PST;FIN
glücklich	щасливчик	glücklich	щасливчик	ADJ	N;INAN;NOM;MASC;SG
demokraten	демократичний	demokraten	демократичний	N;NOM;PL	ADJ;NOM;MASC;SG
anbieten	пропозиція	anbieten	пропозиція	V;NFIN	N;INAN;NOM;FEM;SG
anbieten	пропозиція	anbieten	пропозиція	V;NFIN	N;INAN;NOM;FEM;SG
rakete	ракет	raken	ракета	ADJ;NOM;SG	N;INAN;GEN;FEM;PL
rakete	ракети	raken	ракета	ADJ;NOM;SG	N;INAN;NOM;FEM;PL
rakete	ракета	raken	ракета	ADJ;NOM;SG	N;INAN;NOM;FEM;SG
rakete	ракета	raken	ракета	ADJ;NOM;SG	N;INAN;NOM;FEM;SG
spezifische	конкретних	spezifisch	конкретний	ADJ;NOM;FEM;PL	ADJ;GEN;PL
spezifische	певне	spezifisch	певний	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
ausgleich	компенсація	ausgleich	компенсація	ADJ	N;INAN;NOM;FEM;SG
ausgleich	зміщення	ausgleich	зміщення	ADJ	N;INAN;NOM;NEUT;SG
ausgleich	зсув	ausgleich	зсувати	ADJ	N;INAN;NOM;MASC;SG
ausgleich	відступ	ausgleich	відступ	ADJ	N;INAN;NOM;MASC;SG
wallace	воллес	wallace	воллес	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
schnellste	найкоротшого	schnell	найкоротший	ADJ;NOM;FEM;SG	ADJ;GEN;CMPR;MASC;SG
schnellste	найшвидше	schnell	найшвидше	ADJ;NOM;FEM;SG	ADV;RL
kapital	капітал	kapital	капітал		N;INAN;NOM;MASC;SG
kapital	столиця	kapital	столиця		N;INAN;NOM;FEM;SG
verwechselt	простирадла	verwechseln	простирадла	V;V.PTCP	N;INAN;NOM;FEM;PL
facto	факто	facto	факто	ADJ	
helena	гелен	helena	гелен	PROPN;NOM;SG	PROPN;ANIM;NOM;FEM;SG
helena	хелен	helena	хелен	PROPN;NOM;SG	PROPN;ANIM;NOM;FEM;SG
unterhalten	розважальна	unterhalten	розважальний	V;V.PTCP	ADJ;NOM;FEM;SG
unterhalten	цікава	unterhalten	цікавий	V;V.PTCP	ADJ;NOM;FEM;SG
entwässert	виснаження	entwässern	виснаження	V;V.PTCP	N;INAN;NOM;NEUT;SG
anwesend	сьогодення	anwesend	сьогодення	ADJ	N;INAN;NOM;NEUT;SG
anwesend	подарунок	anwesend	подарунок	ADJ	N;INAN;NOM;MASC;SG
moses	мойсей	moses	мойсь	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
champion	шам	champion	шам	PROPN	
champion	чемпіон	champion	чемпіон	PROPN	N;ANIM;NOM;MASC;SG
singapur	сінгапурі	singapur	сінгапур	PROPN;NOM;MASC;SG	N;INAN;DAT;MASC;SG
singapur	сінгапуру	singapur	сінгапур	PROPN;NOM;MASC;SG	PROPN;INAN;GEN;MASC;SG
pablo	пабло	pablo	пабнути	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;FEM;SG
mülheim	мюльгайм	mülheim	мюльга	PROPN;NOM;SG	
toulouse	тулузи	toulouse	тулуза	PROPN;NOM;MASC;SG	PROPN;INAN;NOM
verlegung	трансфер	verlegung	трансфер	V	N;INAN;NOM;MASC;SG
verlegung	перенесення	verlegung	перенесення	V	N;INAN;NOM;NEUT;SG
verlegung	споруд	verlegung	споруда	V	N;INAN;GEN;FEM;PL
nordöstlichen	східного	nordöstlich	східний	ADJ;NOM;MASC;PL	ADJ;GEN;MASC;SG
neunten	ninth	neunt	ninth	ADJ	
lyriker	поет	lyrik	поет	ADJ	N;ANIM;NOM;MASC;SG
lyriker	поетів	lyrik	поет	ADJ	N;ANIM;ACC;MASC;PL
lyriker	поети	lyrik	поет	ADJ	N;ANIM;NOM;MASC;PL
muslime	мусульмани	muslim	мусульман		N;ANIM;NOM;MASC;PL
muslime	мусульмани	muslim	мусульман		N;ANIM;NOM;MASC;PL
muslime	мусульманин	muslim	мусульманин		N;ANIM;NOM;MASC;SG
heyne	heyne	heyne	heyne	PROPN;NOM;SG	
stille	безтурботний	still	безтурботний		ADJ;NOM;MASC;SG
stille	тиха	still	тиха		ADJ;NOM;FEM;SG
stille	мовчазна	still	мовчазний		ADJ;NOM;FEM;SG
stille	тиша	still	тиша		N;INAN;NOM;FEM;SG
stille	тиші	still	тиша		N;INAN;DAT;FEM;SG
stille	мовчання	still	мовчання		N;INAN;NOM;NEUT;SG
tatsächlichen	поширювати	tatsächlich	поширювати	ADJ	V;IPFV;NFIN
tatsächlichen	ям	tatsächlich	ям	ADJ	
miles	кілометрів	miles	кілометр	PROPN;NOM;SG	N;INAN;GEN;MASC;PL
christlich	християни	christlich	християнин	ADJ	N;ANIM;NOM;MASC;PL
christlich	християнин	christlich	християнин	ADJ	N;ANIM;NOM;MASC;SG
