تلاقی	reunion	تلاقی	reunion	ADJ	N
چُپڑا	mượt	چُپڑا	mượt	PROPN;NOM;MASC;SG;3	ADJ
چُپڑا	ẩm	چُپڑا	ẩm	PROPN;NOM;MASC;SG;3	N
چپڑاؤُ	shameless	چپڑاؤُ	shameless	PROPN;NOM;MASC;SG;3	
چپڑاؤُ	dép	چپڑاؤُ	dép	PROPN;NOM;MASC;SG;3	N
چپڑاؤُ	giày	چپڑاؤُ	giày	PROPN;NOM;MASC;SG;3	N
چپڑنا	escape	چپڑ	escape	V;SG;NFIN;ACT	
چُپڑنا	grease	چُپڑ	grease	V;NFIN;ACT	
چُپڑنا	mỡ	چُپڑ	mỡ	V;NFIN;ACT	N
چُپڑنا	bơ	چُپڑ	bơ	V;NFIN;ACT	N
چُپکا	sly	چُپکا	sly	PROPN;NOM;MASC;SG;3	
چُپکا	silent	چُپکا	silent	PROPN;NOM;MASC;SG;3	
چُپکا	thoả	چُپکا	thoả	PROPN;NOM;MASC;SG;3	V
چِپکانا	keo	چِپکانا	keo	PROPN;NOM;MASC;SG;3	N
چِپکانا	dán	چِپکانا	dán	PROPN;NOM;MASC;SG;3	V
چِپکانا	dã	چِپکانا	dã	PROPN;NOM;MASC;SG;3	N
چِپکانا	lòi	چِپکانا	lòi	PROPN;NOM;MASC;SG;3	ADJ
چِپکانا	stick	چِپکانا	stick	PROPN;NOM;MASC;SG;3	N
چِپکن	bond	چِپکن	bond	PROPN;NOM;MASC;SG;3	N
چِپکنا	lòi	چِپک	lòi	V;SG;ACT	ADJ
چِپکنا	stick	چِپک	stick	V;SG;ACT	N
چِپکُو	keo	چِپکُو	keo	PROPN;NOM;MASC;SG;3	N
چِپکواں	dính	چِپکواں	dính	PROPN;NOM;MASC;SG;3	V
چِپکواں	sticky	چِپکواں	sticky	PROPN;NOM;MASC;SG;3	N
چُپکی	tiet	چُپکی	tiet	PROPN;NOM;MASC;SG;3	
چپل	brutal	چپل	brutal	N;NOM;MASC;SG;3	
چپل	biến	چپل	biến	N;NOM;MASC;SG;3	V
چپل	nasty	چپل	nasty	N;NOM;MASC;SG;3	
چپل	agile	چپل	agile	N;NOM;MASC;SG;3	
چپل	rơn	چپل	rơn	N;NOM;MASC;SG;3	
چپل	foul	چپل	foul	N;NOM;MASC;SG;3	
چپل	swift	چپل	swift	N;NOM;MASC;SG;3	
چپل	mau	چپل	mau	N;NOM;MASC;SG;3	ADJ
چپل	nhanh	چپل	nhanh	N;NOM;MASC;SG;3	ADJ
چپل	inconstant	چپل	inconstant	N;NOM;MASC;SG;3	
چپل	lắc	چپل	lắc	N;NOM;MASC;SG;3	V
چپل	run	چپل	run	N;NOM;MASC;SG;3	
چپل	volatile	چپل	volatile	N;NOM;MASC;SG;3	
چپّل	dép	چپّل	dép	PROPN;NOM;MASC;SG;3	N
چپّل	sandal	چپّل	sandal	PROPN;NOM;MASC;SG;3	N
چپنی	patella	چپنی	patella	PROPN;NOM;MASC;SG;3	
چپنی	bìa	چپنی	bìa	PROPN;NOM;MASC;SG;3	
چپنی	cover	چپنی	cover	PROPN;NOM;MASC;SG;3	
چپنی	che	چپنی	che	PROPN;NOM;MASC;SG;3	N
چپنی	lừa	چپنی	lừa	PROPN;NOM;MASC;SG;3	V
چپُّو	chèo	چپُّو	chèo	PROPN;NOM;MASC;SG;3	V
چپوٹا	còng	چپوٹا	còng	PROPN;NOM;MASC;SG;3	V
چپوٹا	tát	چپوٹا	tát	PROPN;NOM;MASC;SG;3	V
چپوٹا	smack	چپوٹا	smack	PROPN;NOM;MASC;SG;3	
چپوٹا	tát	چپوٹا	tát	PROPN;NOM;MASC;SG;3	V
چپوٹا	slap	چپوٹا	slap	PROPN;NOM;MASC;SG;3	
چُپّی	hush	چُپّی	hush	PROPN;NOM;MASC;SG;3	
چُپّی	tiet	چُپّی	tiet	PROPN;NOM;MASC;SG;3	
چپیٹ	mát	چپیٹ	mát	PROPN;NOM;MASC;SG;3	ADJ
چپیٹ	hỉ	چپیٹ	hỉ	PROPN;NOM;MASC;SG;3	N
چپیٹ	thổi	چپیٹ	thổi	PROPN;NOM;MASC;SG;3	V
چپیٹ	tát	چپیٹ	tát	PROPN;NOM;MASC;SG;3	V
چپیٹ	slap	چپیٹ	slap	PROPN;NOM;MASC;SG;3	
چپیٹ	sốc	چپیٹ	sốc	PROPN;NOM;MASC;SG;3	N
چپیٹ	shock	چپیٹ	shock	PROPN;NOM;MASC;SG;3	
چپیٹا	mát	چپیٹا	mát	PROPN;NOM;MASC;SG;3	ADJ
چپیٹا	tát	چپیٹا	tát	PROPN;NOM;MASC;SG;3	V
چپیٹا	slap	چپیٹا	slap	PROPN;NOM;MASC;SG;3	
چپیٹا	hỉ	چپیٹا	hỉ	PROPN;NOM;MASC;SG;3	N
چپیٹا	thổi	چپیٹا	thổi	PROPN;NOM;MASC;SG;3	V
چِت	mác	چِت	mác	PROPN;NOM;MASC;SG;3	N
چِت	mark	چِت	mark	PROPN;NOM;MASC;SG;3	
چِت	nghĩ	چِت	nghĩ	PROPN;NOM;MASC;SG;3	V
چِت	tưởng	چِت	tưởng	PROPN;NOM;MASC;SG;3	V
چِت	spot	چِت	spot	PROPN;NOM;MASC;SG;3	
چِت	điểm	چِت	điểm	PROPN;NOM;MASC;SG;3	N
چِت	blot	چِت	blot	PROPN;NOM;MASC;SG;3	
چِت	ức	چِت	ức	PROPN;NOM;MASC;SG;3	N
چِت	tim	چِت	tim	PROPN;NOM;MASC;SG;3	
چِت	heart	چِت	heart	PROPN;NOM;MASC;SG;3	
چِت	phiền	چِت	phiền	PROPN;NOM;MASC;SG;3	V
چِتانا	khuyên	چِتانا	khuyên	PROPN;NOM;MASC;SG;3	V
چِتانا	nhắc	چِتانا	nhắc	PROPN;NOM;MASC;SG;3	V
چِتائونی	cảnh	چِتائونی	cảnh	PROPN;NOM;MASC;SG;3	N
چِتائونی	token	چِتائونی	token	PROPN;NOM;MASC;SG;3	N
چِتائونی	mã	چِتائونی	mã	PROPN;NOM;MASC;SG;3	N
چترُ	cãi	چترُ	cãi	PROPN;NOM;MASC;SG;3	V
چترُ	sharp	چترُ	sharp	PROPN;NOM;MASC;SG;3	N
چترُ	nhọn	چترُ	nhọn	PROPN;NOM;MASC;SG;3	V
چترُ	sly	چترُ	sly	PROPN;NOM;MASC;SG;3	
چترُ	minh	چترُ	minh	PROPN;NOM;MASC;SG;3	N
چترُ	khôn	چترُ	khôn	PROPN;NOM;MASC;SG;3	ADJ
چترُ	yến	چترُ	yến	PROPN;NOM;MASC;SG;3	N
چترُ	swift	چترُ	swift	PROPN;NOM;MASC;SG;3	
چترُ	wise	چترُ	wise	PROPN;NOM;MASC;SG;3	
چترُ	mau	چترُ	mau	PROPN;NOM;MASC;SG;3	ADJ
چترُ	nhanh	چترُ	nhanh	PROPN;NOM;MASC;SG;3	ADJ
چتر	parasol	چتر	parasol	PROPN;NOM;MASC;SG;3	
چتر	umbrella	چتر	umbrella	PROPN;NOM;MASC;SG;3	
چتر	canopy	چتر	canopy	PROPN;NOM;MASC;SG;3	N
چِتر	lẻ	چِتر	lẻ	PROPN;NOM;MASC;SG;3	ADJ
چِتر	spot	چِتر	spot	PROPN;NOM;MASC;SG;3	
چِتر	điểm	چِتر	điểm	PROPN;NOM;MASC;SG;3	N
چِتر	sáng	چِتر	sáng	PROPN;NOM;MASC;SG;3	N
چِتر	mẻ	چِتر	mẻ	PROPN;NOM;MASC;SG;3	ADJ
چِتر	tranh	چِتر	tranh	PROPN;NOM;MASC;SG;3	N
چِتر	sơn	چِتر	sơn	PROPN;NOM;MASC;SG;3	N
چِتر	ảnh	چِتر	ảnh	PROPN;NOM;MASC;SG;3	N
چِتر	sketch	چِتر	sketch	PROPN;NOM;MASC;SG;3	N
چِتر	lạ	چِتر	lạ	PROPN;NOM;MASC;SG;3	ADJ
چِترالیہ	studio	چِترالیہ	studio	PROPN;NOM;MASC;SG;3	
چتُرائی	wisdom	چتُرائی	wisdom	PROPN;NOM;MASC;SG;3	ADJ
چِترنگی	variegated	چِترنگی	variegated	PROPN;NOM;MASC;SG;3	
چِتکار	quát	چِتکار	quát	PROPN;NOM;MASC;SG;3	N
چِتکار	hét	چِتکار	hét	PROPN;NOM;MASC;SG;3	V
چِتکار	khốc	چِتکار	khốc	PROPN;NOM;MASC;SG;3	
چِتکار	cry	چِتکار	cry	PROPN;NOM;MASC;SG;3	
چِتکار	khóc	چِتکار	khóc	PROPN;NOM;MASC;SG;3	V
چِتکبرا	adelomyia	چِتکبرا	adelomyia	PROPN;NOM;MASC;SG;3	N
چِتکبرا	đốm	چِتکبرا	đốm	PROPN;NOM;MASC;SG;3	N
چِتکبرا	spotted	چِتکبرا	spotted	PROPN;NOM;MASC;SG;3	
چِتلا	adelomyia	چِتلا	adelomyia	PROPN;NOM;MASC;SG;3	N
چِتلا	đốm	چِتلا	đốm	PROPN;NOM;MASC;SG;3	N
چِتلا	spotted	چِتلا	spotted	PROPN;NOM;MASC;SG;3	
چِتنا	xem	چِتنا	xem	PROPN;NOM;MASC;SG;3	V
چِتوَن	trán	چِتوَن	trán	PROPN;NOM;MASC;SG;3	N
چِتوَن	xem	چِتوَن	xem	PROPN;NOM;MASC;SG;3	V
چِتوَن	nhìn	چِتوَن	nhìn	PROPN;NOM;MASC;SG;3	V
چِتوَن	glance	چِتوَن	glance	PROPN;NOM;MASC;SG;3	
چِتیّ	spot	چِتیّ	spot	PROPN;NOM;MASC;SG;3	
چِتیّ	điểm	چِتیّ	điểm	PROPN;NOM;MASC;SG;3	N
چِتیّ	bầm	چِتیّ	bầm	PROPN;NOM;MASC;SG;3	V
چِتھڑا	rag	چِتھڑا	rag	PROPN;NOM;MASC;SG;3	
چِتھڑیا	ragged	چِتھڑیا	ragged	PROPN;NOM;MASC;SG;3	V
چُتّھل	jester	چُتّھل	jester	PROPN;NOM;MASC;SG;3	
چُتّھل	hề	چُتّھل	hề	PROPN;NOM;MASC;SG;3	
چُتّھل	dị	چُتّھل	dị	PROPN;NOM;MASC;SG;3	
چُتّھل	joker	چُتّھل	joker	PROPN;NOM;MASC;SG;3	
چٹ	nhanh	چٹ	nhanh	N;NOM;MASC;SG;3	ADJ
چِٹ	thẻ	چِٹ	thẻ	PROPN;NOM;MASC;SG;3	N
چِٹ	nhãn	چِٹ	nhãn	PROPN;NOM;MASC;SG;3	N
چِٹ	chit	چِٹ	chit	PROPN;NOM;MASC;SG;3	N
چِٹ	bit	چِٹ	bit	PROPN;NOM;MASC;SG;3	N
چِٹ	cắn	چِٹ	cắn	PROPN;NOM;MASC;SG;3	V
چِٹ	chip	چِٹ	chip	PROPN;NOM;MASC;SG;3	N
چِٹ	mảnh	چِٹ	mảnh	PROPN;NOM;MASC;SG;3	N
چِٹ	miếng	چِٹ	miếng	PROPN;NOM;MASC;SG;3	N
چِٹ	piece	چِٹ	piece	PROPN;NOM;MASC;SG;3	
چِٹ	vở	چِٹ	vở	PROPN;NOM;MASC;SG;3	N
چٹّا	mát	چٹّا	mát	PROPN;NOM;MASC;SG;3	ADJ
چٹّا	bmi	چٹّا	bmi	PROPN;NOM;MASC;SG;3	NUM
چٹّا	gỗ	چٹّا	gỗ	PROPN;NOM;MASC;SG;3	N
چٹّا	củi	چٹّا	củi	PROPN;NOM;MASC;SG;3	N
چٹّا	mụn	چٹّا	mụn	PROPN;NOM;MASC;SG;3	N
چٹّا	củi	چٹّا	củi	PROPN;NOM;MASC;SG;3	N
چِٹّا	fair	چِٹّا	fair	PROPN;NOM;MASC;SG;3	N
چِٹّا	trắng	چِٹّا	trắng	PROPN;NOM;MASC;SG;3	N
چِٹّا	white	چِٹّا	white	PROPN;NOM;MASC;SG;3	
چِٹّا	bạch	چِٹّا	bạch	PROPN;NOM;MASC;SG;3	N
چِٹّا	xoã	چِٹّا	xoã	PROPN;NOM;MASC;SG;3	N
چٹاگورا	trắng	چٹاگورا	trắng	PROPN;NOM;MASC;SG;3	N
چٹاگورا	white	چٹاگورا	white	PROPN;NOM;MASC;SG;3	
چٹاگورا	bạch	چٹاگورا	bạch	PROPN;NOM;MASC;SG;3	N
چٹاخ	mác	چٹاخ	mác	PROPN;NOM;MASC;SG;3	N
چٹاخ	mark	چٹاخ	mark	PROPN;NOM;MASC;SG;3	
چٹاخ	snap	چٹاخ	snap	PROPN;NOM;MASC;SG;3	N
چٹاخ	đứt	چٹاخ	đứt	PROPN;NOM;MASC;SG;3	V
چٹاخ	spot	چٹاخ	spot	PROPN;NOM;MASC;SG;3	
چٹاخ	điểm	چٹاخ	điểm	PROPN;NOM;MASC;SG;3	N
چٹاخ	đê	چٹاخ	đê	PROPN;NOM;MASC;SG;3	N
چٹاخ	nứt	چٹاخ	nứt	PROPN;NOM;MASC;SG;3	V
چٹاخا	crash	چٹاخا	crash	PROPN;NOM;MASC;SG;3	
چٹاخا	joy	چٹاخا	joy	PROPN;NOM;MASC;SG;3	N
چٹاخا	nếm	چٹاخا	nếm	PROPN;NOM;MASC;SG;3	V
چٹاخا	hương	چٹاخا	hương	PROPN;NOM;MASC;SG;3	N
چٹاخا	tát	چٹاخا	tát	PROPN;NOM;MASC;SG;3	V
چٹاخا	smack	چٹاخا	smack	PROPN;NOM;MASC;SG;3	
چٹاخا	crash	چٹاخا	crash	PROPN;NOM;MASC;SG;3	
چٹاخا	joy	چٹاخا	joy	PROPN;NOM;MASC;SG;3	N
چٹاخا	nếm	چٹاخا	nếm	PROPN;NOM;MASC;SG;3	V
چٹاخا	hương	چٹاخا	hương	PROPN;NOM;MASC;SG;3	N
چٹاخا	đê	چٹاخا	đê	PROPN;NOM;MASC;SG;3	N
چٹاخا	nứt	چٹاخا	nứt	PROPN;NOM;MASC;SG;3	V
چٹاخا	tát	چٹاخا	tát	PROPN;NOM;MASC;SG;3	V
چٹاخا	smack	چٹاخا	smack	PROPN;NOM;MASC;SG;3	
چُٹالنا	đau	چُٹال	đau	V;MASC;SG;NFIN;ACT	ADJ
چٹان	vuốt	چٹان	vuốt	PROPN;NOM;MASC;SG;3	V
چٹان	cliff	چٹان	cliff	PROPN;NOM;MASC;SG;3	N
چٹان	đá	چٹان	đá	PROPN;NOM;MASC;SG;3	N
چٹان	rock	چٹان	rock	PROPN;NOM;MASC;SG;3	N
چٹائی	reed	چٹائی	reed	V;PFV;FEM;SG;V.PTCP;ACT	
چٹائی	mat	چٹائی	mat	V;PFV;FEM;SG;V.PTCP;ACT	N
چٹائی	reed	چٹائی	reed	V;PFV;FEM;SG;V.PTCP;ACT	
چٹپٹاہٹ	uro	چٹپٹاہٹ	uro	PROPN;NOM;MASC;SG;3	
چٹپٹاہٹ	nod	چٹپٹاہٹ	nod	PROPN;NOM;MASC;SG;3	
چٹپٹاہٹ	distress	چٹپٹاہٹ	distress	PROPN;NOM;MASC;SG;3	N
چٹخا	tách	چٹخا	tách	PROPN;NOM;MASC;SG;3	V
چٹخا	chia	چٹخا	chia	PROPN;NOM;MASC;SG;3	V
چٹخا	tách	چٹخا	tách	PROPN;NOM;MASC;SG;3	V
چٹخا	chia	چٹخا	chia	PROPN;NOM;MASC;SG;3	V
چٹخا	cracked	چٹخا	cracked	PROPN;NOM;MASC;SG;3	
چٹخارا	tang	چٹخارا	tang	PROPN;NOM;MASC;SG;3	
چٹخارا	đường	چٹخارا	đường	PROPN;NOM;MASC;SG;3	N
چٹخارا	kềm	چٹخارا	kềm	PROPN;NOM;MASC;SG;3	V
چٹخنا	tách	چٹخنا	tách	PROPN;NOM;MASC;SG;3	V
چٹخنا	chia	چٹخنا	chia	PROPN;NOM;MASC;SG;3	V
چٹخنا	đê	چٹخنا	đê	PROPN;NOM;MASC;SG;3	N
چٹخنا	nứt	چٹخنا	nứt	PROPN;NOM;MASC;SG;3	V
چٹخنا	bloom	چٹخنا	bloom	PROPN;NOM;MASC;SG;3	
چٹخنا	blooms	چٹخنا	blooms	PROPN;NOM;MASC;SG;3	
چٹخنا	nở	چٹخنا	nở	PROPN;NOM;MASC;SG;3	V
چٹخَنا	còng	چٹخظنا	còng	PROPN;NOM;MASC;SG;3	V
چٹخَنا	tát	چٹخظنا	tát	PROPN;NOM;MASC;SG;3	V
چٹخَنا	smack	چٹخظنا	smack	PROPN;NOM;MASC;SG;3	
چٹخَنا	tát	چٹخظنا	tát	PROPN;NOM;MASC;SG;3	V
چٹخَنا	slap	چٹخظنا	slap	PROPN;NOM;MASC;SG;3	
چٹک	pet	چٹک	pet		N
چٹک	snap	چٹک	snap		N
چٹک	đứt	چٹک	đứt		V
چٹک	trưng	چٹک	trưng		N
چٹک	sparrow	چٹک	sparrow		N
چٹک	đê	چٹک	đê		N
چٹک	nứt	چٹک	nứt		V
چٹک	tát	چٹک	tát		V
چٹک	chói	چٹک	chói		N
چٹکارا	mác	چٹکارا	mác	PROPN;NOM;MASC;SG;3	N
چٹکارا	mark	چٹکارا	mark	PROPN;NOM;MASC;SG;3	
چٹکارا	spot	چٹکارا	spot	PROPN;NOM;MASC;SG;3	
چٹکارا	điểm	چٹکارا	điểm	PROPN;NOM;MASC;SG;3	N
چٹکارا	thẹo	چٹکارا	thẹo	PROPN;NOM;MASC;SG;3	
چٹکارا	scar	چٹکارا	scar	PROPN;NOM;MASC;SG;3	
چٹکارا	sẹo	چٹکارا	sẹo	PROPN;NOM;MASC;SG;3	N
چُٹکُلا	jest	چُٹکُلا	jest	PROPN;NOM;MASC;SG;3	
چُٹکُلا	joke	چُٹکُلا	joke	PROPN;NOM;MASC;SG;3	N
چُٹکُلا	đùa	چُٹکُلا	đùa	PROPN;NOM;MASC;SG;3	V
چُٹکُلا	đểu	چُٹکُلا	đểu	PROPN;NOM;MASC;SG;3	PART
چٹکنا	hộp	چٹک	hộp	V;MASC;SG;NFIN;ACT	N
چٹکنا	box	چٹک	box	V;MASC;SG;NFIN;ACT	N
چٹکنا	slap	چٹک	slap	V;MASC;SG;NFIN;ACT	
چٹکنا	đê	چٹک	đê	V;MASC;SG;NFIN;ACT	N
چُٹکنا	nip	چُٹک	nip	V;NFIN;ACT	
چُٹکنا	bit	چُٹک	bit	V;NFIN;ACT	N
چِٹکی	nắng	چِٹکی	nắng	PROPN;NOM;MASC;SG;3	N
چِٹکی	nhiệt	چِٹکی	nhiệt	PROPN;NOM;MASC;SG;3	N
چِٹکی	sáng	چِٹکی	sáng	PROPN;NOM;MASC;SG;3	N
چِٹکی	mẻ	چِٹکی	mẻ	PROPN;NOM;MASC;SG;3	ADJ
چِٹکی	shining	چِٹکی	shining	PROPN;NOM;MASC;SG;3	
چِٹکی	ấm	چِٹکی	ấm	PROPN;NOM;MASC;SG;3	N
چُٹکی	chụm	چُٹک	chụm	PROPN;NOM;MASC;SG;3	N
چُٹکی	véo	چُٹک	véo	PROPN;NOM;MASC;SG;3	V
چٹکیلا	ngon	چٹکیلا	ngon	PROPN;NOM;MASC;SG;3	ADJ
چٹکیلا	tasty	چٹکیلا	tasty	PROPN;NOM;MASC;SG;3	
چٹکیلا	sáng	چٹکیلا	sáng	PROPN;NOM;MASC;SG;3	N
چٹکیلا	mẻ	چٹکیلا	mẻ	PROPN;NOM;MASC;SG;3	ADJ
چٹکیلا	brilliant	چٹکیلا	brilliant	PROPN;NOM;MASC;SG;3	
چٹکیلا	nến	چٹکیلا	nến	PROPN;NOM;MASC;SG;3	N
چٹکیلا	glowing	چٹکیلا	glowing	PROPN;NOM;MASC;SG;3	
چٹکیلا	glittering	چٹکیلا	glittering	PROPN;NOM;MASC;SG;3	V
چٹکیلا	gay	چٹکیلا	gay	PROPN;NOM;MASC;SG;3	N
چِٹلا	nhỏ	چِٹلا	nhỏ	PROPN;NOM;MASC;SG;3	ADJ
چِٹلا	diminutive	چِٹلا	diminutive	PROPN;NOM;MASC;SG;3	
چِٹلا	nhỏ	چِٹلا	nhỏ	PROPN;NOM;MASC;SG;3	ADJ
چِٹلا	tiểu	چِٹلا	tiểu	PROPN;NOM;MASC;SG;3	
چٹّی	mát	چٹّی	mát	PROPN;NOM;MASC;SG;3	ADJ
چٹّی	ổn	چٹّی	ổn	PROPN;NOM;MASC;SG;3	ADJ
چٹّی	khỏe	چٹّی	khỏe	PROPN;NOM;MASC;SG;3	ADJ
چٹّی	sạc	چٹّی	sạc	PROPN;NOM;MASC;SG;3	V
چِٹیّ	trắng	چِٹیّ	trắng	PROPN;NOM;MASC;SG;3	N
چِٹیّ	white	چِٹیّ	white	PROPN;NOM;MASC;SG;3	
چِٹیّ	bạch	چِٹیّ	bạch	PROPN;NOM;MASC;SG;3	N
چُٹیا	braid	چُٹیا	braid	PROPN;NOM;MASC;SG;3	
چُٹیا	tết	چُٹیا	tết	PROPN;NOM;MASC;SG;3	N
چٹیانا	còng	چٹیانا	còng	PROPN;NOM;MASC;SG;3	V
چٹیانا	rise	چٹیانا	rise	PROPN;NOM;MASC;SG;3	
چٹیانا	tát	چٹیانا	tát	PROPN;NOM;MASC;SG;3	V
چٹیانا	smack	چٹیانا	smack	PROPN;NOM;MASC;SG;3	
چٹیانا	tát	چٹیانا	tát	PROPN;NOM;MASC;SG;3	V
چٹیانا	slap	چٹیانا	slap	PROPN;NOM;MASC;SG;3	
چُٹیانا	đánh	چُٹیانا	đánh	PROPN;NOM;MASC;SG;3	V
چُٹیانا	phật	چُٹیانا	phật	PROPN;NOM;MASC;SG;3	N
چُٹیانا	bầm	چُٹیانا	bầm	PROPN;NOM;MASC;SG;3	V
چُٹیانا	bit	چُٹیانا	bit	PROPN;NOM;MASC;SG;3	N
چُٹیانا	đớp	چُٹیانا	đớp	PROPN;NOM;MASC;SG;3	V
چُٹیانا	táp	چُٹیانا	táp	PROPN;NOM;MASC;SG;3	V
چُٹیانا	cắn	چُٹیانا	cắn	PROPN;NOM;MASC;SG;3	V
چٹیل	bleak	چٹیل	bleak	PROPN;NOM;MASC;SG;3	
چُٹیل	thương	چُٹیل	thương	PROPN;NOM;MASC;SG;3	V
چُٹیل	thương	چُٹیل	thương	PROPN;NOM;MASC;SG;3	V
چُٹیل	đau	چُٹیل	đau	PROPN;NOM;MASC;SG;3	ADJ
چُٹیل	hại	چُٹیل	hại	PROPN;NOM;MASC;SG;3	V
چُٹیل	thương	چُٹیل	thương	PROPN;NOM;MASC;SG;3	V
چَٹِیلا	savory	چَٹِیلا	savory	PROPN;NOM;MASC;SG;3	
چَٹھّا	dainty	چَٹھّا	dainty	PROPN;NOM;MASC;SG;3	
چَٹھّا	kẹo	چَٹھّا	kẹo	PROPN;NOM;MASC;SG;3	N
چِٹھّی	chữ	چِٹھّی	chữ	PROPN;NOM;MASC;SG;3	N
چِٹھّی	thư	چِٹھّی	thư	PROPN;NOM;MASC;SG;3	N
چِٹھّی	chit	چِٹھّی	chit	PROPN;NOM;MASC;SG;3	N
چِٹھّی	bill	چِٹھّی	bill	PROPN;NOM;MASC;SG;3	
چِٹھّی	qua	چِٹھّی	qua	PROPN;NOM;MASC;SG;3	V
چِٹھّی	đèo	چِٹھّی	đèo	PROPN;NOM;MASC;SG;3	N
چِٹھّی	pass	چِٹھّی	pass	PROPN;NOM;MASC;SG;3	N
چِٹھّی	nháp	چِٹھّی	nháp	PROPN;NOM;MASC;SG;3	V
چُچانا	lens	چُچانا	lens	PROPN;NOM;MASC;SG;3	
چُچانا	leak	چُچانا	leak	PROPN;NOM;MASC;SG;3	
چُچانا	drip	چُچانا	drip	PROPN;NOM;MASC;SG;3	
چِچڑھی	line	چِچڑھی	line	PROPN;NOM;MASC;SG;3	
چِچڑھی	dòng	چِچڑھی	dòng	PROPN;NOM;MASC;SG;3	N
چِچیانا	whine	چِچیانا	whine	PROPN;NOM;MASC;SG;3	
چچیر	stripe	چچیر	stripe	PROPN;NOM;MASC;SG;3	
چچیر	line	چچیر	line	PROPN;NOM;MASC;SG;3	
چچیر	dòng	چچیر	dòng	PROPN;NOM;MASC;SG;3	N
چخ	nhiễu	چخ	nhiễu		V
چخ	cãi	چخ	cãi		V
چخلّس	đùa	چخلّس	đùa	PROPN;NOM;MASC;SG;3	V
چخلّس	fun	چخلّس	fun	PROPN;NOM;MASC;SG;3	N
چخلّس	ké	چخلّس	ké	PROPN;NOM;MASC;SG;3	N
چخلّس	vui	چخلّس	vui	PROPN;NOM;MASC;SG;3	
چخلّس	laughter	چخلّس	laughter	PROPN;NOM;MASC;SG;3	
چُداس	ham	چُداس	ham	PROPN;NOM;MASC;SG;3	N
چُداس	nhiệt	چُداس	nhiệt	PROPN;NOM;MASC;SG;3	N
چدّر	tờ	چدّر	tờ	PROPN;NOM;MASC;SG;3	
چدّر	mẩu	چدّر	mẩu	PROPN;NOM;MASC;SG;3	N
چُدکّڑ	dâm	چُدکّڑ	dâm	PROPN;NOM;MASC;SG;3	N
چُدّو	đĩ	چُدّو	đĩ	PROPN;NOM;MASC;SG;3	N
چڈّا	hề	چڈّا	hề	PROPN;NOM;MASC;SG;3	
چڈّا	dị	چڈّا	dị	PROPN;NOM;MASC;SG;3	
چڈّا	háng	چڈّا	háng	PROPN;NOM;MASC;SG;3	N
چڈّی	lót	چڈّی	lót	PROPN;NOM;MASC;SG;3	V
چڈّی	underwear	چڈّی	underwear	PROPN;NOM;MASC;SG;3	N
چر	đảo	چر	đảo		N
چِر	cũ	چِر	cũ	PROPN;NOM;MASC;SG;3	ADJ
چِر	tuổi	چِر	tuổi	PROPN;NOM;MASC;SG;3	N
چِر	già	چِر	già	PROPN;NOM;MASC;SG;3	ADJ
چرا	sao	چرا	sao	V;ACT	PROPN
چرّا	đê	چرّا	đê	PROPN;NOM;MASC;SG;3	N
چرّا	nứt	چرّا	nứt	PROPN;NOM;MASC;SG;3	V
چرّا	cracking	چرّا	cracking	PROPN;NOM;MASC;SG;3	N
چراغ	nhạt	چراغ	nhạt	N;NOM;MASC;SG;3	ADJ
چران	fallow	چران	fallow		N
چرانا	feed	چرانا	feed	V;MASC;SG;NFIN;ACT	N
چُرانا	rob	چُرانا	rob	PROPN;NOM;MASC;SG;3	
چُرانا	cướp	چُرانا	cướp	PROPN;NOM;MASC;SG;3	V
چُرانا	bóc	چُرانا	bóc	PROPN;NOM;MASC;SG;3	V
چُرانا	chụm	چُرانا	chụm	PROPN;NOM;MASC;SG;3	N
چُرانا	véo	چُرانا	véo	PROPN;NOM;MASC;SG;3	V
چُرانا	rob	چُرانا	rob	PROPN;NOM;MASC;SG;3	
چُرانا	cướp	چُرانا	cướp	PROPN;NOM;MASC;SG;3	V
چُرانا	bóc	چُرانا	bóc	PROPN;NOM;MASC;SG;3	V
چُرانا	chụm	چُرانا	chụm	PROPN;NOM;MASC;SG;3	N
چُرانا	véo	چُرانا	véo	PROPN;NOM;MASC;SG;3	V
چرّانا	đê	چرّانا	đê	PROPN;NOM;MASC;SG;3	N
چرّانا	nứt	چرّانا	nứt	PROPN;NOM;MASC;SG;3	V
چرّانا	throb	چرّانا	throb	PROPN;NOM;MASC;SG;3	
چِراند	xương	چِراند	xương	PROPN;NOM;MASC;SG;3	N
چِراند	thịt	چِراند	thịt	PROPN;NOM;MASC;SG;3	N
چِراندا	stinky	چِراندا	stinky	PROPN;NOM;MASC;SG;3	
چِرائو	slit	چِرائو	slit	PROPN;NOM;MASC;SG;3	
چِرائو	thuê	چِرائو	thuê	PROPN;NOM;MASC;SG;3	V
چرب	nhờn	چرب	nhờn		N
چرب	nhờn	چرب	nhờn		N
چرب	béo	چرب	béo		N
چرب	mập	چرب	mập		ADJ
چرب	fat	چرب	fat		N
چرب	sharp	چرب	sharp		N
چرب	nhọn	چرب	nhọn		V
چرب	mịn	چرب	mịn		N
چرب	mượt	چرب	mượt		ADJ
چرب	ẩm	چرب	ẩm		N
چرب	mau	چرب	mau		ADJ
چرب	nhanh	چرب	nhanh		ADJ
