विपक्षी	антагонисти	विपक्षी	антагонист	N;NOM;MASC;SG;3	N;INDF;MASC;PL
एडी	еди	एडी	еди	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
एडी	ади	एडी	ади	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
मिज़ोरम	мизорам	मिज़ोरम	мизорам	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
नहरों	канал	नहर	канал	N;ACC;FEM;PL;3	N;INDF;MASC;SG
उज़्बेकिस्तान	узбекистан	उज़्बेकिसिसान	узбекистан	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
सीरियल	нигерия	सीरियल	нигерия	N;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
सीरियल	серийни	सीरियल	сериен	N;NOM;MASC;SG;3	ADJ;INDF;PL
रिवर्स	задна	रिवर्स	заден	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
रिवर्स	обратна	रिवर्स	обратен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
रिवर्स	обратен	रिवर्स	обратя	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
कार्यपालिका	изпълнителна	कार्यपालिका	изпълнителен	N;NOM;FEM;SG;3	ADJ;INDF;FEM;SG
कार्यपालिका	изпълнителни	कार्यपालिका	изпълнителен	N;NOM;FEM;SG;3	ADJ;INDF;PL
कास्ट	хвърли	कास्ट	хвърля-(се)	N;NOM;MASC;SG;3	V;PFV;IMP;SG;2;FIN
ठहरने	обитаема	ठहर	обитаем	V;ACC;NFIN	N;INDF;FEM;SG
परमहंस	парамаханса	परमहंस	парамаханс	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
कैदी	затворничка	कैदी	затворничка	N;NOM;MASC;PL;3	N;INDF;FEM;SG
कैदी	затворник	कैदी	затворник	N;NOM;MASC;PL;3	N;INDF;MASC;SG
साओ	цао	साओ	цао	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
साओ	као	साओ	као	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
साओ	сао	साओ	сао	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
कैश	кеш	कैश	къш	N;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
केंट	кент	केंट	кент	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
इराकी	иракски	इराकी	иракски	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
इराकी	иракчани	इराकी	иракчанин	N;NOM;MASC;SG;3	N;INDF;MASC;PL
पेले	пеле	पेला	пеле	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मेटा	мета	मेटा	мето		N;INDF;MASC;SG
सिग्मा	сигма	सिग्मा	сигма		N;INDF;FEM;SG
पाला	пала	पाला	пала	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
गूढ़	езотерични	गूढ़	езотеричен		ADJ;INDF;PL
मरणोपरांत	посмъртно	मरणोपरांत	посмъртно	PROPN;NOM;MASC;SG;3	ADV
गिरवी	пешка	गिरवी	пешка		N;INDF;FEM;SG
गिरवी	пионка	गिरवी	пионка		N;INDF;FEM;SG
नाममात्र	номинална	नाममात्र	номинален	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
नाममात्र	номинално	नाममात्र	номинално	N;NOM;MASC;SG;3	ADV
नाममात्र	номинален	नाममात्र	номинален	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
मल्टीमीडिया	мултимедийни	मल्टीमीडिया	мултимедиен	N;NOM;MASC;SG;3	ADJ;INDF;PL
ग्लेशियर	ледници	ग्लेशियर	ледница	N;NOM;MASC;SG;3	N;INDF;MASC;PL
निरोध	презервативи	निरोध	презервативя-се	N;NOM;MASC;SG;3	N;INDF;FEM;PL
निरोध	презерватив	निरोध	презерватив	N;NOM;MASC;SG;3	N;INDF;MASC;PL
उपासक	поклонници	उपासक	поклонник	N;NOM;MASC;SG;3	N;INDF;MASC;PL
लारा	лара	लार	лара	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
थर्मल	топлинна	थर्मल	топлинен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
डेविल	дявол	डेविल	дявол	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
डेविल	дявола	डेविल	дявол	PROPN;NOM;FEM;SG;3	N;DEF;MASC;SG
कक्षीय	орбитален	कक्षीय	орбитален	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
अधूरा	непълни	अधूरा	непълня	ADJ;NOM;MASC;SG	ADJ;INDF;PL
अधूरा	непълно	अधूरा	непълно	ADJ;NOM;MASC;SG	ADV
उत्साही	ентусиазиран	उत्साही	ентусиазирам	N;NOM;MASC;SG;3	V;PFV;INDF;MASC;SG;V.PTCP;PASS
सराहनीय	похвално	सराहनीय	похвално	PROPN;NOM;MASC;SG;3	ADV
किंवदंती	легендата	किंवदंती	легенда	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
किंवदंती	легенда	किंवदंती	легенда	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
छलांग	скок	छलांग	скок	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
लाओस	лаос	लाओस	лаос	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
साइप्रस	кипър	साइप्रस	кипър	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
गाढ़ा	дръзки	गाढ़ा	дръзка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
गाढ़ा	смело	गाढ़ा	смело	N;NOM;MASC;SG;3	ADV
गाढ़ा	дръзко	गाढ़ा	дързък	N;NOM;MASC;SG;3	ADV
गाढ़ा	смели	गाढ़ा	смял	N;NOM;MASC;SG;3	ADJ;INDF;PL
गाढ़ा	смел	गाढ़ा	смел	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
एंथोनी	антъни	एंथोनी	антъна	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
बीयर	бирата	बीयर	бира		N;DEF;FEM;SG
बीयर	бира	बीयर	бира		N;INDF;FEM;SG
वेनेजुएला	венецуела	वेनेजुएला	венецуел	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
बोनस	премия	बोनस	премие	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
बोनस	бонус	बोनस	бонус	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बोनस	бонуси	बोनस	бонуса	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
बोनस	премии	बोनस	премия	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
बोनस	бонуси	बोनस	бонуса	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
ज्या	sine	ज्या	sine		N;INDF;MASC;SG
झूठे	лъжец	झूठा	лъжец	ADJ;NOM;MASC;PL	N;INDF;MASC;SG
झूठे	лъжци	झूठा	лъжец	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
अस्थियों	боунс	अस्थी	боунс	N;ACC;FEM;PL;3	N;INDF;MASC;SG
पिक्सेल	пиксели	पिक्सेल	пиксел	N;NOM;MASC;SG;3	N;INDF;FEM;PL
लॉयड	лойд	लॉयड	лойд	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
ब्रेट	брет	ब्रेट	брет	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
सुनहरा	златни	सुनहरा	златен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
सुनहरा	златно	सुनहरा	златен	ADJ;NOM;MASC;SG	ADV
सुनहरा	златни	सुनहरा	златен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
सुनहरा	златно	सुनहरा	златен	ADJ;NOM;MASC;SG	ADV
सुनहरा	злато	सुनहरा	злато	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
शौचालय	тоалетни	शौचालय	тоалетен	N;NOM;MASC;SG;3	N;INDF;MASC;PL
पर्सनल	лично	पर्सनल	лично	N;NOM;MASC;SG;3	ADV
पर्सनल	личен	पर्सनल	личен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
पर्सनल	лична	पर्सनल	личен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
पर्सनल	лични	पर्सनल	личен	N;NOM;MASC;SG;3	ADJ;INDF;PL
पर्सनल	персонален	पर्सनल	персонален	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
मेगाडेथ	megadeth	मेगाडेथ	megadeth	N;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
लोकल	локална	लोकल	локален	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
लोकल	местна	लोकल	местен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
लोकल	локално	लोकल	локално	N;NOM;MASC;SG;3	ADV
लोकल	местно	लोकल	местен	N;NOM;MASC;SG;3	ADV
लोकल	местни	लोकल	местен	N;NOM;MASC;SG;3	ADJ;INDF;PL
लोकल	местен	लोकल	местя-(се)	N;NOM;MASC;SG;3	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
मस्जिदों	джамията	मस्जिद	джамия	N;ACC;FEM;PL;3	N;DEF;FEM;SG
मस्जिदों	джамия	मस्जिद	джам	N;ACC;FEM;PL;3	N;INDF;FEM;SG
विकासवादी	еволюционна	विकासवादी	еволюционен	PROPN;NOM;SG;3	ADJ;INDF;FEM;SG
डेयरी	млечни	डेयरी	млечен	N;NOM;FEM;SG;3	ADJ;INDF;PL
गेल	гейл	गेल	гейл	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
गेल	гейл	गेल	гейл	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
छू	докосване	छू	докосване	V;ACT	N;INDF;NEUT;SG
ट्रेक	трек	ट्रेक	трек		N;INDF;MASC;SG
जेफ	джеф	जेफ	джеф	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
मददगार	помощничка	मददगार	помощничка	ADP	N;INDF;FEM;SG
मददगार	помощник	मददगार	помощник	ADP	N;INDF;MASC;SG
वर्णनात्मक	описателен	वर्णनात्मक	описателен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
मद	позиции	मद	позиция		N;INDF;FEM;PL
मद	артикули	मद	артикул		N;INDF;MASC;PL
मद	предмети	मद	предмет		N;INDF;MASC;PL
मद	елементи	मद	елемент		N;INDF;MASC;PL
मद	точка	मद	точка		N;INDF;FEM;SG
मद	елемент	मद	елемент		N;INDF;MASC;SG
मद	артикул	मद	артикул		N;INDF;MASC;SG
बियोवुल्फ़	беоулф	बियोवुल्फ़	беоулф	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
वू	уу	वू	уу	PROPN;NOM;MASC;SG;3	PROPN;INDF;NEUT;SG
वू	ву	वू	ву	PROPN;NOM;MASC;SG;3	PROPN;INDF;NEUT;SG
रनर	бегач	रनर	бегач		N;INDF;MASC;SG
जेसन	джейсън	जेसन	джейсън	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
जेसन	язон	जेसन	язон	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
क्रोएशिया	хърватска	क्रोएशिया	хърватска	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
क्रोएशिया	хърватия	क्रोएशिया	хърват	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
आरा	ara	आरा	ara		PROPN;INDF;MASC;SG
कल्याणकारी	каузи	कल्याणकारी	кауза	N;NOM;MASC;SG;3	N;INDF;FEM;PL
कल्याणकारी	причини	कल्याणकारी	причина	N;NOM;MASC;SG;3	N;INDF;FEM;PL
कल्याणकारी	причинява	कल्याणकारी	причинявам	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
सेटिंग	настройки	सेटिंग	настройка	N;NOM;FEM;SG;3	N;INDF;FEM;PL
टीपू	типу	टीपू	типу	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
नीरो	неро	नीरो	аз	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
नीरो	нерон	नीरो	нерон	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
नीरो	ниро	नीरो	нирой	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
उस्मानी	османската	उस्मानी	османски	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
ग्लासगो	глазгоу	ग्लासगो	глазгоу	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
परिसंचरण	кръвоносната	परिसंचरण	кръвоносен	N;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
ईश्वरीय	благочестив	ईश्वरीय	благочестив	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ताश	картите	ताश	карта	N;NOM;MASC;SG;3	N;DEF;FEM;PL
ताश	карти	ताश	карта	N;NOM;MASC;SG;3	N;INDF;FEM;PL
ताश	картички	ताश	картичка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
सजावटी	декоративни	सजावटी	декоративен	N;NOM;MASC;SG;3	ADJ;INDF;PL
एमिली	емили	एमिली	емил	PROPN;NOM;FEM;SG;3	PROPN;INDF;FEM;SG
शील	скромността	शील	скромност		N;DEF;FEM;SG
शील	скромност	शील	скромност		N;INDF;FEM;SG
पोलियो	полиомиелит	पोलियो	полиомиелит	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
लिथियम	литий	लिथियम	литий		N;INDF;MASC;PL
बॉयल	бойл	बॉयल	бойл	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
पालक	спанак	पालक	спанак		N;INDF;MASC;SG
हिरन	сърна	हिरन	сърна-(се)		N;INDF;MASC;SG
हिरन	елен	हिरन	елен		N;INDF;MASC;SG
हिरन	елени	हिरन	елен		N;INDF;MASC;PL
चैपल	капела	चैपल	капел	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
चैपल	параклис	चैपल	параклис	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
चैपल	параклиса	चैपल	параклис	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
होंडा	хонда	होंडा	хонд	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
अभिभावक	родители	अभिभावक	родител	N;NOM;MASC;SG;3	N;INDF;MASC;PL
अभिभावक	родителите	अभिभावक	родител	N;NOM;MASC;SG;3	N;DEF;MASC;PL
फ्लैट	плоски	फ्लैट	плоска	N;NOM;MASC;SG;3	ADJ;INDF;PL
फ्लैट	плоско	फ्लैट	плоско	N;NOM;MASC;SG;3	ADV
फ्लैट	плосък	फ्लैट	плосък	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
टेन	тан	टेन	тан		N;INDF;MASC;SG
टेन	тен	टेन	тен		N;INDF;MASC;SG
टेन	десетка	टेन	десетка		N;INDF;FEM;SG
टेन	ten	टेन	ten		ADJ
टेन	десет	टेन	десет		NUM;INDF;PL
चीड़	пайн	चीड़	пайн	N;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
आइवी	бръшлян	आइवी	бръшлям-се		N;INDF;MASC;SG
आइवी	айви	आइवी	айв		PROPN;INDF;FEM;SG
गार्डनर	гарднър	गार्डनर	гарднър	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
तोड़कर	чупене	तोड़	чупене	V;V.CVB	N;INDF;NEUT;SG
तोड़कर	разбиване	तोड़	разбиване	V;V.CVB	N;INDF;NEUT;SG
मॉन्ट्रियल	монреал	मॉन्ट्रियल	монреал	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
अठारहवीं	eighteenth	अठारहवां	eighteenth	ADJ;NOM;FEM;SG	PROPN;INDF;MASC;SG
हेलो	здравей	हेलो	здравей	PROPN;NOM;MASC;SG;3	INTJ
हेलो	ало	हेलो	ало	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
हेलो	здравейте	हेलो	здравейте	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
हेलो	хало	हेलो	хало	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
हेलो	ореол	हेलो	ореол	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कोका	кокаинът	कोका	кокаин	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
कोका	кокаин	कोका	кокаин	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कोका	кока	कोका	кока	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
रॉड	прът	रॉड	прът		N;INDF;MASC;SG
रॉड	род	रॉड	род		N;INDF;MASC;SG
निरस्त	отмени	निरस्त	отменя	N;NOM;MASC;SG;3	V;PFV;IMP;SG;2;FIN
चेचक	шарка	चेचक	шарка		N;INDF;FEM;SG
नर्स	сестри	नर्स	сестра	N;NOM;FEM;SG;3	N;INDF;FEM;PL
उठती	изгряваща	उठ	изгрявам	V;IPFV;FEM;SG;V.PTCP;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
मुड़	извратен	मुड़	извратя	V;ACT	ADJ;INDF;MASC;SG
ब्रोमाइड	бромид	ब्रोमाइड	бромид	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
हड़प्पा	харапа	हड़प्पा	харапа	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
पकड़कर	държане	पकड़	държане	V;V.CVB	N;INDF;NEUT;SG
पकड़कर	стопанство	पकड़	стопанство	V;V.CVB	N;INDF;NEUT;SG
पकड़कर	задържане	पकड़	задържане	V;V.CVB	N;INDF;NEUT;SG
पकड़कर	холдинг	पकड़	холдинг	V;V.CVB	N;INDF;MASC;SG
जया	джая	जया	джай	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
नार्वे	норвегия	नार्वे	норвегия	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
धैर्य	търпение	धैर्य	търпение		N;INDF;NEUT;SG
धैर्य	търпението	धैर्य	търпение		N;DEF;NEUT;SG
धैर्य	издръжливост	धैर्य	издръжливост		N;INDF;FEM;SG
महत्वाकांक्षी	амбициозен	महत्वाकांक्षी	амбициозен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
महत्वाकांक्षी	амбициозно	महत्वाकांक्षी	амбициозен	N;NOM;MASC;SG;3	ADV
महत्वाकांक्षी	амбициозна	महत्वाकांक्षी	амбициозен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
महत्वाकांक्षी	амбициозни	महत्वाकांक्षी	амбициозен	N;NOM;MASC;SG;3	ADJ;INDF;PL
