par	za	par	za		ADP;ACC
bosnijas	bosanac	bosnija	bosanac	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
elektronikas	elektroniku	elektronika	elektronika	N;NOM;FEM;PL	N;ACC;FEM;SG
aparatūras	hardver	aparatūra	hardver	N;NOM;FEM;PL	N;NOM;MASC;SG
runājot	govoreći	runāt	govoriti	V;V.CVB	ADV;RL
kopienu	zajednica	kopiena	zajednica	N;ACC;MASC;SG	N;NOM;FEM;SG
kopienu	zajednice	kopiena	zajednica	N;ACC;MASC;SG	N;NOM;FEM;PL
profesionāli	profesionalni	profesionāli	profesionalan	ADV	ADJ;NOM;DEF;MASC;SG
profesionāli	profesionalac	profesionāli	profesionalac	ADV	N;NOM;MASC;SG
profesionāli	profesionalna	profesionāli	profesionalan	ADV	ADJ;NOM;DEF;FEM;SG
garīgās	mentalni	garīga	mentalan	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
garīgās	mentalno	garīga	mentalan	ADJ;NOM;FEM;PL	ADV
garīgās	mentalna	garīga	mentalan	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
vienkārša	jednostavno	vienkārša	jednostavno	ADJ;NOM;FEM;SG	ADV
vienkārša	ravnica	vienkārša	ravnica	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
izvēlēta	odabran	izvēlēt	odabrati	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
izvēlēta	izabrani	izvēlēt	izabrati	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
izvēlēta	odabrano	izvēlēt	odabrati	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
izvēlēta	odabrani	izvēlēt	odabrati	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
izvēlēta	odabrane	izvēlēt	odabrati	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;PL;V.PTCP
izvēlēta	odabrana	izvēlēt	odabrati	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
ienaidnieki	neprijatelje	ienaidnieks	neprijatelj	N;NOM;MASC;PL	N;ACC;MASC;PL
autoriem	autori	autors	autor	N;DAT;MASC;PL	N;NOM;MASC;PL
autoriem	autora	autors	autor	N;DAT;MASC;PL	N;ACC;MASC;SG
disertāciju	teze	disertācija	teza	N;ACC;FEM;SG	N;NOM;FEM;PL
disertāciju	tezi	disertācija	teza	N;ACC;FEM;SG	N;DAT;FEM;SG
disertāciju	teza	disertācija	teza	N;ACC;FEM;SG	N;NOM;FEM;SG
viļņi	valove	vilnis	val	N;NOM;MASC;PL	N;ACC;MASC;PL
horvātu	hrvatica	horvāts	hrvatica	N;ACC;MASC;SG	N;NOM;FEM;SG
horvātu	hrvatski	horvāts	hrvatski	N;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
horvātu	hrvatsko	horvāts	hrvatski	N;ACC;MASC;SG	ADJ;NOM;NEUT;SG
nejauši	slučajni	nejauši	slučajna	ADV	ADJ;NOM;DEF;MASC;SG
nejauši	random	nejauši	rand	ADV	N;INS;MASC;SG
nejauši	slučajna	nejauši	slučajn	ADV	ADJ;NOM;DEF;FEM;SG
nejauši	slučajna	nejauši	slučajn	ADV	ADJ;NOM;DEF;FEM;SG
sestais	šesta	sests	šesta	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
sestais	sixth	sests	sixth	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADP
sestais	šesto	sests	šesti	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
sestais	šesti	sests	šesti	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
sql	sql	sql	sql	N	PROPN;NOM;MASC;SG
hamburgas	hamburgu	hamburga	hamburg	PROPN;NOM;FEM;SG	N;DAT;MASC;SG
hamburgas	hamburg	hamburga	hamburg	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
izgatavo	proizveden	izgatavot	proizvesti	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP;PASS
fjodors	fjodor	fjodors	fjodor	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
shēmas	dijagrame	shēma	dijagram	N;NOM;FEM;PL	N;ACC;MASC;PL
oksfordas	oxford	oksforda	oxford	PROPN;NOM;FEM;PL	PROPN;NOM;MASC;SG
oksfordas	oxfordu	oksforda	Oxford	PROPN;NOM;FEM;PL	N;DAT;MASC;SG
oksfordas	oxforda	oksforda	Oxford	PROPN;NOM;FEM;PL	N;NOM;MASC;SG
ziņoja	prijavljen	ziņot	prijaviti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP;PASS
ziņoja	prijavljeno	ziņot	prijaviti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP;PASS
ziņoja	prijavljena	ziņot	prijaviti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG;V.PTCP
ziņoja	prijavljeni	ziņot	prijavljen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;DEF;MASC;PL;V.PTCP
etnisko	etničke	etniska	etnički	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;PL
etnisko	etničkih	etniska	etnički	ADJ;ACC;MASC;SG	ADJ;GEN;DEF;MASC;PL
etnisko	etno	etniska	etno	ADJ;ACC;MASC;SG	ADP
etnisko	etnički	etniska	etnički	ADJ;ACC;MASC;SG	ADV
sportistiem	sportaši	sportists	sportaš	N;DAT;MASC;PL	N;NOM;MASC;PL
ganību	pase	ganība	pasti	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
piektdienā	petak	piektdiena	petak	N;ESS;FEM;SG	N;NOM;MASC;SG
über	über	bbert	über		ADP
dobumā	šupljine	dobums	šupljina	N;ESS;MASC;SG	N;NOM;FEM;PL
atomi	atoma	atome	atoma	N;NOM;MASC;PL	N;GEN;MASC;PL
kompleksā	složeno	komplekss	složen	N;ESS;MASC;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
kompleksā	kompleks	komplekss	kompleks	N;ESS;MASC;SG	N;NOM;MASC;SG
kompleksā	složena	komplekss	složen	N;ESS;MASC;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
egļu	jele	egle	jeljeti	N;GEN;MASC;PL	N;NOM;FEM;PL
brauciens	jaši	brauciens	jašiti	N;NOM;MASC;SG	N;DAT;FEM;SG
brauciens	jahati	brauciens	jahati	N;NOM;MASC;SG	V;NFIN
neatkarība	neovisnosti	neatkarība	neovisnost	N;NOM;FEM;SG	N;NOM;FEM;PL
revīzijas	revizija	revīzija	revizija	N;NOM;FEM;PL	N;NOM;FEM;SG
smadzenes	mozak	smadzenes	mozak	N;NOM;FEM	N;NOM;MASC;SG
smadzenes	mozak	smadzenes	mozak	N;NOM;FEM	N;NOM;MASC;SG
autonomā	autonomna	autonoms	autonoman	N;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
redze	viziju	redze	vizija	N;NOM;FEM;SG	N;ACC;FEM;SG
aktīvā	aktivne	aktīva	aktivan	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;PL
aktīvā	aktivno	aktīva	aktivno	ADJ;NOM;FEM;SG	ADV
iedarbības	izloženost	iedarbība	izloženost	N;NOM;FEM;PL	N;NOM;FEM;SG
iedarbības	izlaganje	iedarbība	izlaganje	N;NOM;FEM;PL	N;NOM;NEUT;SG
mongolijas	mongolski	mongolija	mongolski	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
mongolijas	mongoliji	mongolija	mongolija	N;NOM;FEM;PL	N;DAT;FEM;SG
apdraudēta	ugrožena	apdraudēt	ugroziti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
apdraudēta	ugrožavanje	apdraudēt	ugrožavanje	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
apdraudēta	prijeti	apdraudēt	prijetiti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
apdraudēta	ugrožena	apdraudēt	ugroziti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
apdraudēta	kompromitiran	apdraudēt	kompromitiran	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
apdraudēta	ugrožen	apdraudēt	ugroziti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
olbaltumvielu	protein	olbaltumviela	protein	N;ACC;FEM;SG	N;NOM;MASC;SG
olbaltumvielu	proteina	olbaltumviela	protein	N;ACC;FEM;SG	N;GEN;MASC;SG
olbaltumvielu	proteini	olbaltumviela	protein	N;ACC;FEM;SG	N;NOM;MASC;PL
apm	cca	apm	cca		N;NOM;MASC;SG
moriss	maurice	moriss	maurica	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
piekraste	obale	piekraste	obala	N;NOM;FEM;SG	N;NOM;FEM;PL
piekraste	obali	piekraste	obala	N;NOM;FEM;SG	N;DAT;FEM;SG
piekraste	obale	piekraste	obala	N;NOM;FEM;SG	N;NOM;FEM;PL
piekraste	obali	piekraste	obala	N;NOM;FEM;SG	N;DAT;FEM;SG
piekraste	obalu	piekraste	obala	N;NOM;FEM;SG	N;ACC;FEM;SG
delegācijas	izaslanstva	delegācija	izaslanstvo	N;NOM;FEM;SG	N;NOM;NEUT;PL
daudzveidība	raznolikosti	daudzveidība	raznolikost	N;NOM;FEM;SG	N;NOM;FEM;PL
daudzveidība	različitosti	daudzveidība	različitost	N;NOM;FEM;SG	N;NOM;FEM;PL
apskates	inspekcija	apskate	inspekcija	N;NOM;FEM;PL	N;NOM;FEM;SG
žoržs	georges	žoržs	georges	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
kamerūnas	kamerun	kamerūna	kamerun	PROPN;NOM;FEM;PL	N;NOM;MASC;SG
zaļa	zelene	zaļš	zelen	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;PL
baktēriju	bakterijski	baktērija	bakterijski	N;ACC;MASC;SG	ADV
baktēriju	bakterija	baktērija	bakterija	N;ACC;MASC;SG	N;NOM;FEM;SG
baktēriju	bakterije	baktērija	bakterija	N;ACC;MASC;SG	N;NOM;FEM;PL
klientiem	kupci	klients	kupac	N;DAT;MASC;PL	N;NOM;MASC;PL
klientiem	klijenti	klients	klijent	N;DAT;MASC;PL	N;NOM;MASC;PL
klientiem	mušterije	klients	mušterija	N;DAT;MASC;PL	N;NOM;FEM;PL
klientiem	klijente	klients	klijent	N;DAT;MASC;PL	N;ACC;MASC;PL
klientiem	klijenti	klients	klijent	N;DAT;MASC;PL	N;NOM;MASC;PL
klientiem	klijenata	klients	klijent	N;DAT;MASC;PL	N;GEN;MASC;PL
malaizijas	maleziji	malaizija	malezija	N;NOM;FEM;PL	N;DAT;FEM;SG
malaizijas	malezijski	malaizija	malezijski	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
mošeja	džamije	mošeja	džamija	N;NOM;FEM;SG	N;NOM;FEM;PL
mošeja	džamiji	mošeja	džamija	N;NOM;FEM;SG	N;DAT;FEM;SG
resursus	resursi	resursi	resurs	N;ACC;MASC	N;NOM;MASC;PL
resursus	resursa	resursi	resurs	N;ACC;MASC	N;GEN;MASC;SG
resursus	sredstva	resursi	sredstvo	N;ACC;MASC	N;NOM;NEUT;PL
kijevā	kijev	kijeva	kijev	PROPN;ESS;FEM;SG	PROPN;NOM;MASC;SG
serveri	poslužitelj	serveris	poslužitelj	N;NOM;MASC;PL	N;NOM;MASC;SG
serveri	server	serveris	server	N;NOM;MASC;PL	N;NOM;MASC;SG
serveri	servera	serveris	server	N;NOM;MASC;PL	N;GEN;MASC;SG
galos	završetke	gals	završetak	N;ESS;MASC;PL	N;ACC;MASC;PL
raksturu	lik	raksturs	lik	N;ACC;MASC;SG	N;NOM;MASC;SG
raksturu	karakter	raksturs	karakter	N;ACC;MASC;SG	N;NOM;MASC;SG
skar	udaranje	skart	udaranje	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
skar	dodirne	skart	dodiran	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;DEF;FEM;PL
sauber	sauber	saubert	sauber		N;NOM;MASC;SG
kristieši	kršćane	kristietis	kršćanin	N;NOM;MASC;PL	N;ACC;MASC;PL
grifs	griff	grifs	griff	N;NOM;MASC;SG	
acīmredzot	očito	acīmredzot	očito		ADV
acīmredzot	navodno	acīmredzot	navodno		ADV
aprakstīts	opisano	aprakstīt	opisati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
aprakstīts	opisan	aprakstīt	opisati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
aprakstīts	opisana	aprakstīt	opisati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
bernhards	bernhard	bernhards	bernhard	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
los	los	los	los		PROPN;NOM;MASC;SG
sestā	šesta	sests	šesta	NUM;NOM;FEM;SG	ADJ;NOM;FEM;SG
sestā	sixth	sests	sixth	NUM;NOM;FEM;SG	ADP
sestā	šesto	sests	šesti	NUM;NOM;FEM;SG	ADJ;NOM;NEUT;SG
sestā	šesti	sests	šesti	NUM;NOM;FEM;SG	ADJ;NOM;MASC;SG
vēju	vetar	vējš	vetar	N;ACC;MASC;SG	N;NOM;MASC;SG
vēju	vjetar	vējš	vjetar	N;ACC;MASC;SG	N;NOM;MASC;SG
vēju	vjetra	vējš	vjetar	N;ACC;MASC;SG	N;GEN;MASC;SG
izpildīts	pogubljen	izpildīt	pogubiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
izpildīts	pogubljeni	izpildīt	pogubljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
izpildīts	izvršeno	izpildīt	izvršiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
izpildīts	ispunjeni	izpildīt	ispuniti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
izpildīts	ispunjeno	izpildīt	ispuniti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
izpildīts	ispunjena	izpildīt	ispuniti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
izpildīts	ostvaren	izpildīt	ostvariti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
gerhards	gerhard	gerhards	gerhard	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
pēdu	stopalo	pēda	stopati	N;ACC;FEM;SG	N;NOM;NEUT;SG
pēdu	noga	pēda	noga	N;ACC;FEM;SG	N;NOM;FEM;SG
simptomi	simptome	simptoms	simptom	N;NOM;MASC;PL	N;ACC;MASC;PL
volfgangs	wolfgang	volfgangs	wolfgang	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
ticība	vjere	ticība	vjera	N;NOM;FEM;SG	N;NOM;FEM;PL
ticība	vjeru	ticība	vjera	N;NOM;FEM;SG	N;ACC;FEM;SG
ārpuses	vani	ārpuse	vani	N;NOM;FEM;PL	ADV
ārpuses	izvana	ārpuse	izvana	N;NOM;FEM;PL	ADV
irāna	iranu	irāns	irana	N;NOM;FEM;SG	N;DAT;MASC;SG
irāna	irana	irāns	irana	N;NOM;FEM;SG	N;GEN;MASC;SG
irāna	iran	irāns	iran	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
alfonso	alfonso	alfonso	alfonso	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
maiju	maje	maijs	maj	N;ACC;MASC;SG	N;NOM;FEM;PL
maiju	majo	maijs	majo	N;ACC;MASC;SG	INTJ
maiju	maya	maijs	may	N;ACC;MASC;SG	PROPN;NOM;MASC;SG
maiju	maja	maijs	maj	N;ACC;MASC;SG	PROPN;NOM;FEM;SG
ajax	ajax	ajaļ	ajax		N;NOM;MASC;SG
zondes	sonda	zonde	sond	N;NOM;FEM;PL	N;NOM;FEM;SG
narvas	narva	narva	narva	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
himalaju	himalajski	himala	himalajski	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
irākā	irak	irāka	irak	N;ESS;FEM;SG	PROPN;NOM;MASC;SG
uzmanības	pažnja	uzmanība	pažnja	N;NOM;FEM;PL	N;NOM;FEM;SG
uzmanības	reflektor	uzmanība	reflektor	N;NOM;FEM;PL	N;NOM;MASC;SG
slīpi	nagnut	slīpi	nagnut	N;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
vienkāršas	jednostavna	vienkārša	jednostavan	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
vienkāršas	jednostavan	vienkārša	jednostavan	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
vienkāršas	jednostavno	vienkārša	jednostavno	ADJ;NOM;FEM;PL	ADV
izpostīja	shrvana	izpostīt	shrvan	V;FH;IND;3;POS;PST;FIN;ACT	N;NOM;FEM;SG
tjurku	turkijski	tjurka	turkijski	N;NOM;MASC;SG	ADV
nakti	noć	nakts	noć	N;ACC;FEM;SG	N;NOM;FEM;SG
nakti	noći	nakts	noć	N;ACC;FEM;SG	N;GEN;FEM;SG
nakti	noc	nakts	noc	N;ACC;FEM;SG	N;NOM;MASC;SG
krūtis	sisa	krūts	sisa	N;NOM;FEM;PL	N;NOM;MASC;SG
akadēmiskā	akademske	akadēmiska	akademski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;PL
akadēmiskā	akademski	akadēmiska	akademski	ADJ;NOM;FEM;SG	ADV
ielās	ulice	iela	ulica	N;ESS;FEM;PL	N;NOM;FEM;PL
ielās	ulica	iela	ulica	N;ESS;FEM;PL	N;NOM;FEM;SG
ielās	ulicama	iela	ulica	N;ESS;FEM;PL	N;INS;FEM;PL
malta	malta	malts	malt	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	PROPN;NOM;FEM;SG
lēmumus	odluke	lēmums	odluka	N;ACC;MASC;PL	N;NOM;FEM;PL
endrū	andrija	endrū	andrija	PROPN	N;NOM;MASC;SG
endrū	andrew	endrū	andrew	PROPN	PROPN;NOM;MASC;SG
miers	mir	miers	mir	N;NOM;MASC	N;NOM;MASC;SG
reāli	real	reāli	real	ADV	PROPN;NOM;MASC;SG
reāli	pravi	reāli	prav	ADV	ADJ;NOM;DEF;MASC;SG
reāli	realni	reāli	realan	ADV	ADJ;NOM;DEF;MASC;SG
reāli	realna	reāli	realan	ADV	ADJ;NOM;DEF;FEM;SG
reāli	realan	reāli	realan	ADV	ADJ;NOM;INDF;MASC;SG
galaktikas	galaksija	galaktika	galaksija	N;NOM;FEM;PL	N;NOM;FEM;SG
galaktikas	galaktički	galaktika	galaktički	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
ziema	zime	ziema	zima	N;NOM;FEM;SG	N;NOM;FEM;PL
ziema	zimi	ziema	zim	N;NOM;FEM;SG	ADV
aizsargātu	zaštiti	aizsargāt	zaštita	V;PFV;ACC;INDF;MASC;SG;PST;V.PTCP	N;DAT;FEM;SG
aizsargātu	štiti	aizsargāt	štititi	V;PFV;ACC;INDF;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
matemātika	matematiku	matemātika	matematika	N;NOM;FEM;SG	N;ACC;FEM;SG
matemātika	matematike	matemātika	matematika	N;NOM;FEM;SG	N;NOM;FEM;PL
matemātika	matematički	matemātika	matematički	N;NOM;FEM;SG	ADV
matemātika	matematiku	matemātika	matematika	N;NOM;FEM;SG	N;ACC;FEM;SG
slavena	poznati	slavena	poznat	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;PL
trīsdesmit	thirty	trīsdesmit	thirty	NUM;PL	PROPN;NOM;MASC;SG
palātas	chambers	palāta	chambers	N;NOM;FEM;PL	N;NOM;MASC;SG
palātas	odaje	palāta	odavati	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
tiešsaistes	online	tiešsaiste	online	ADJ;NOM;FEM;PL	ADP
holivudas	hollywood	holivuda	hollywood	N;NOM;FEM;PL	PROPN;NOM;MASC;SG
koordinātas	koordinate	koordināt	koordinat	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	N;NOM;FEM;PL
dumpis	pobune	dumpis	pobuna	N;NOM;MASC;SG	N;NOM;FEM;PL
lietuviešiem	litvanaca	lietuvietis	litvanac	N;DAT;MASC;PL	N;GEN;MASC;PL
marko	marko	markot	marko	PROPN	PROPN;NOM;MASC;SG
marko	marco	markot	marco	PROPN	N;NOM;MASC;SG
ģerboni	grb	ģerbons	grb	N;ACC;MASC;SG	N;NOM;MASC;SG
kvalifikācija	kvalifikacije	kvalifikācija	kvalifikacija	N;NOM;FEM;SG	N;NOM;FEM;PL
kvalifikācija	kvalifikacije	kvalifikācija	kvalifikacija	N;NOM;FEM;SG	N;NOM;FEM;PL
simons	simone	simons	simon	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
simons	simon	simons	simon	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
simons	simona	simons	simon	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
numuri	brojeve	numurs	broj	N;NOM;MASC;PL	N;ACC;MASC;PL
ray	ray	ray	ray		PROPN;NOM;MASC;SG
skolēni	studentima	skolēns	student	N;NOM;MASC;PL	N;DAT;MASC;PL
bagāta	rich	bagāta	rich	ADJ;NOM;FEM;SG	ADP
dokumentus	dokumenti	dokuments	dokument	N;ACC;MASC;PL	N;NOM;MASC;PL
dokumentus	dokumenta	dokuments	dokument	N;ACC;MASC;PL	N;ACC;MASC;SG
kvalitāte	kvalitetno	kvalitāte	kvalitetno	N;NOM;FEM;SG	ADV
beisbola	bejzbol	beisbols	bejzbol	N;GEN;MASC;SG	N;NOM;MASC;SG
beisbola	bejzbola	beisbols	bejzbol	N;GEN;MASC;SG	N;NOM;MASC;SG
beisbola	baseball	beisbols	baseball	N;GEN;MASC;SG	N;NOM;MASC;SG
zirgus	konjima	zirgs	konj	N;ACC;MASC;PL	N;DAT;MASC;PL
zirgus	konji	zirgs	konji	N;ACC;MASC;PL	N;NOM;MASC;PL
bebru	dabar	bebrs	dabar	N;ACC;MASC;SG	N;NOM;MASC;SG
leņķi	kutova	leņķis	kut	N;ACC;MASC;SG	N;GEN;MASC;PL
pelēkais	siva	pelēks	siv	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
pelēkais	grey	pelēks	grey	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG
tirgotāji	dilera	tirgotājs	diler	N;NOM;MASC;PL	N;ACC;MASC;SG
slēgts	zaključan	slēgt	zaključan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
slēgts	zaključano	slēgt	zaključano	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG
slēgts	zaključana	slēgt	zaključati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
slēgts	zaključani	slēgt	zaključan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL
slēgts	zatvoreno	slēgt	zatvoriti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
slēgts	zatvorena	slēgt	zatvoriti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
slēgts	zatvoren	slēgt	zatvoriti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
moldovas	moldavija	moldova	moldavija	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
koncerti	koncerte	koncerts	koncert	N;NOM;MASC;PL	N;ACC;MASC;PL
koncerti	koncerata	koncerts	koncert	N;NOM;MASC;PL	N;GEN;MASC;PL
zīdītāji	sisavaca	zīdītājs	sisavac	N;NOM;MASC;PL	N;GEN;MASC;PL
zīdītāji	sisavac	zīdītājs	sisavac	N;NOM;MASC;PL	N;NOM;MASC;SG
paziņojumu	obavijesti	paziņojums	obavijest	N;ACC;MASC;SG	N;NOM;FEM;PL
paziņojumu	obavijest	paziņojums	obavijest	N;ACC;MASC;SG	N;NOM;FEM;SG
point	točka	point	točka		N;NOM;FEM;SG
meklējumos	traganje	meklējums	traganje	N;ESS;MASC;PL	N;NOM;NEUT;SG
meklējumos	pohod	meklējums	pohod	N;ESS;MASC;PL	N;NOM;MASC;SG
meklējumos	potraga	meklējums	potraga	N;ESS;MASC;PL	N;NOM;FEM;SG
nepāra	čudno	nepārs	čudno		ADV
ses	ses	ses	ses		PROPN;NOM;MASC;SG
ses	cer	ses	cer		N;NOM;MASC;SG
atmiņa	memorije	atmiņa	memorija	N;NOM;FEM;SG	N;NOM;FEM;PL
kristāla	kristal	kristāls	kristal	N;GEN;MASC;SG	N;NOM;MASC;SG
kristāla	kristalno	kristāls	kristalno	N;GEN;MASC;SG	ADV
kristāla	kristalna	kristāls	kristalan	N;GEN;MASC;SG	ADJ;NOM;DEF;FEM;SG
kristāla	crystal	kristāls	crystal	N;GEN;MASC;SG	ADP
fragmenti	izvatke	fragments	izvatak	N;NOM;MASC;PL	N;ACC;MASC;PL
ieviešanu	predstavljanje	ieviešana	predstavljanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
ieviešanu	uvod	ieviešana	uvod	N;ACC;FEM;SG	N;NOM;MASC;SG
ieviešanu	upoznavanje	ieviešana	upoznavanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
inga	inga	inga	ing	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
cūkas	prase	cūka	prasa	N;NOM;FEM;PL	N;NOM;MASC;SG
cūkas	svinja	cūka	svinjati	N;NOM;FEM;PL	N;NOM;FEM;SG
hits	hitove	hits	hit	N;NOM;MASC;SG	N;ACC;MASC;PL
strāva	trenutni	strāva	trenutan	N;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
strāva	trenutna	strāva	trenutan	N;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
basketbols	košarku	basketbols	košarka	N;NOM;MASC;SG	N;ACC;FEM;SG
licences	dozvola	licence	dozvola	N;NOM;FEM;PL	N;NOM;FEM;SG
licences	dozvolu	licence	dozvola	N;NOM;FEM;PL	N;ACC;FEM;SG
ice	leda	ice	led		N;GEN;MASC;SG
ice	led	ice	led		N;NOM;MASC;SG
ice	ice	ice	ice		N;NOM;MASC;SG
mītnes	stožer	mītne	stožer	N;NOM;FEM;PL	N;NOM;MASC;SG
