और	og	और	og		CONJ
प्रशंसक	fan	प्रशंसक	fan	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
निवेशकों	investor	निवेशक	investor	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;SG
निवेशकों	investors	निवेशक	investors	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;SG
निवेशकों	investoren	निवेशक	investor	N;ACC;MASC;PL;3	N;DEF;MASC+FEM;SG
सेठ	seth	सेठ	seth	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
आँकड़े	statistikker	आँकडा	statistik	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC+FEM;PL
आँकड़े	statistik	आँकडा	statistik	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC+FEM;SG
मन्त्र	mantraer	मन्त्र	mantra	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
उदार	generøst	उदार	generøst	PROPN;NOM;MASC;SG;3	ADV
उदार	generøs	उदार	gene	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
उदार	gavmildt	उदार	gavmilde	PROPN;NOM;MASC;SG;3	ADV
उदार	gavmild	उदार	gavmild	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
उदार	liberale	उदार	liberal	PROPN;NOM;MASC;SG;3	ADJ;PL
उदार	liberal	उदार	liberal	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
उदार	liberalt	उदार	liberal	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
भाषाएं	sprog	भाषा	sprog	N;NOM;FEM;PL;3	N;INDF;NEUT;SG
एयरलाइन	airbus	एयरलाइन	airbus	N;NOM;FEM;SG;3	
एयरलाइन	flyselskaber	एयरलाइन	flyselskab	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
एयरलाइन	luftfartsselskaber	एयरलाइन	luftfartsselskab	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
तस्वीरें	pics	तस्वीर	pics	N;NOM;FEM;PL;3	
ग्रेड	grade	ग्रेड	grad	N;NOM;MASC;SG;3	
ग्रेड	karakterer	ग्रेड	karakter	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
ग्रेड	kvaliteter	ग्रेड	kvalitet	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
सब्जी	vegetabilsk	सब्जी	vegetabilsk	N;NOM;FEM;SG;3	ADJ;INDF;SG
बोइंग	boeing	बोइंग	boeing	N;NOM;MASC;SG;3	
सवारी	ride	सवारी	ride	N;NOM;FEM;SG;3	V;NFIN;ACT
सवारी	rider	सवारी	rid	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
सवारी	ride	सवारी	ride	N;NOM;FEM;SG;3	V;NFIN;ACT
सवारी	rid	सवारी	rid	N;NOM;FEM;SG;3	V;IMP
कपड़ा	tekstilvarer	कपडा	tekstilvar	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
कपड़ा	tekstiler	कपडा	tekstil	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
झा	ria	झा	ria	PROPN;NOM;MASC;SG;3	
प्लस	plus	प्लस	plus		N;INDF;MASC+FEM;SG
गंध	lugte	गंध	lugt	PROPN;NOM;FEM;SG;3	V;NFIN;ACT
गंध	lugt	गंध	lugt	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
गंध	duft	गंध	duft	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
अंटार्कटिका	antarktis	अंटार्कटिका	antarktis	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
गोद	omgange	गोद	omgange	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
गोद	runder	गोद	runde	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
गोद	skød	गोद	skød	N;NOM;FEM;SG;3	V;IND;PST;FIN;ACT
छुट्टी	holiday	छुट्टी	holiday	N;NOM;FEM;SG;3	
यंग	unge	यंग	ung		ADJ;PL
यंग	ung	यंग	ung		ADJ;INDF;MASC+FEM;SG
अल्लाह	gud	अल्लाह	gud	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
अल्लाह	allah	अल्लाह	allah	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
अल्लाह	allahs	अल्लाह	allahs	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
राइट	wright	राइट	wright		
नित्य	daglige	नित्य	daglig		ADJ;PL
नित्य	dagligt	नित्य	dagligt		ADV
नित्य	daily	नित्य	daily		
नित्य	daglig	नित्य	daglig		ADV
दक्ष	kvikt	दक्ष	kvikt		ADJ;INDF;NEUT;SG
आंख	øje	आंख	øje		N;INDF;NEUT;SG
आंख	øjne	आंख	øje		N;INDF;NEUT;PL
आंख	blik	आंख	blik		N;INDF;NEUT;SG
आंख	eye	आंख	ey		
आंख	øjet	आंख	øje		N;DEF;NEUT;SG
पालतू	pet	पालतू	pet	N;NOM;MASC;SG;3	
संचित	akkumulerede	संचित	akkumulere	ADP	V;PST;V.PTCP
संचित	akkumuleret	संचित	akkumulere	ADP	V;INDF;SG;PST;V.PTCP
संचित	konsoliderede	संचित	konsolidere	ADP	V;PL;PST;V.PTCP
संचित	konsolideret	संचित	konsolidere	ADP	V;INDF;SG;PST;V.PTCP
लाला	lala	लाला	lala	PROPN;NOM;MASC;SG;3	
उधार	lånte	उधार	lånt		V;IND;PST;FIN;ACT
उधार	lånt	उधार	lån		V;INDF;SG;PST;V.PTCP
उधार	låner	उधार	låne		V;IND;PRS;FIN;ACT
उधार	låne	उधार	lån		V;NFIN;ACT
उधार	låntagning	उधार	låntagning		N;INDF;MASC+FEM;SG
अनुभवी	erfaren	अनुभवी	erfare	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
अनुभवी	oplevet	अनुभवी	opleve	PROPN;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
अनुभवी	oplevede	अनुभवी	opleve	PROPN;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
अनुभवी	opleves	अनुभवी	opleve	PROPN;NOM;MASC;SG;3	V;NFIN;PASS
टोनी	tony	टोनी	tony	PROPN;NOM;MASC;SG;3	
सजीव	living	सजीव	living		N;INDF;MASC+FEM;SG
सजीव	leve	सजीव	leve		V;NFIN;ACT
सजीव	levende	सजीव	levende		ADJ
सजीव	bor	सजीव	bo		V;IND;PRS;FIN;ACT
सजीव	live	सजीव	live		
सजीव	leve	सजीव	leve		V;NFIN;ACT
सजीव	lev	सजीव	lev		N;INDF;NEUT;SG
सजीव	levende	सजीव	levende		ADJ
सजीव	organisme	सजीव	organisme		N;INDF;MASC+FEM;SG
सजीव	organismer	सजीव	organisme		N;INDF;MASC+FEM;PL
सजीव	organismen	सजीव	organisme		N;DEF;MASC+FEM;SG
यूनिट	enheder	यूनिट	enhed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
यूनिट	unit	यूनिट	unit	N;NOM;FEM;SG;3	
शॉट	skød	शॉट	skød	N;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
शॉट	shot	शॉट	shot	N;NOM;MASC;SG;3	
शॉट	skudt	शॉट	skyde	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
शॉट	shots	शॉट	shots	N;NOM;MASC;SG;3	
मिस्टर	mister	मिस्टर	miste	PROPN;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
थाई	thai	थाई	thai		N;INDF;MASC+FEM;SG
थाई	thailandske	थाई	thailandsk		ADJ;PL
चिकित्सकों	terapi	चिकित्सक	terapi	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;SG
वॉशिंगटन	washington	वॉशिंगटन	washington	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
भोज	banket	भोज	bank	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
परिधि	omkreds	परिधि	omkreds		N;INDF;MASC+FEM;SG
प्रसव	fødsler	प्रसव	fødsel	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
मानस	manas	मानस	manas		
उपेक्षा	forsømmer	उपेक्षा	forsømme	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
कराते	karate	करा	karate	V;IPFV;MASC;PL;V.PTCP;ACT	N;INDF;MASC+FEM;SG
उत्तेजित	omtumlet	उत्तेजित	omtumle	ADJ	V;INDF;SG;PST;V.PTCP
उत्तेजित	hyper	उत्तेजित	hype	ADJ	N;INDF;MASC+FEM;SG
उत्तेजित	glæder	उत्तेजित	glæde	ADJ	V;IND;PRS;FIN;ACT
उत्तेजित	begejstret	उत्तेजित	begejstret	ADJ	V;INDF;SG;PST;V.PTCP
उत्तेजित	ophidset	उत्तेजित	ophidse	ADJ	V;INDF;SG;PST;V.PTCP
उत्तेजित	spændte	उत्तेजित	spænde	ADJ	V;PL;PST;V.PTCP
उत्तेजित	pumpet	उत्तेजित	pumpe	ADJ	V;INDF;SG;PST;V.PTCP
अनावश्यक	uønskede	अनावश्यक	uønsket	ADP	ADJ;PL
अनावश्यक	uønsket	अनावश्यक	unnsket	ADP	ADJ;INDF;SG
अनावश्यक	overflødig	अनावश्यक	overflødig	ADP	ADJ;INDF;MASC+FEM;SG
अनावश्यक	unødvendigt	अनावश्यक	unødvendigt	ADP	ADJ;INDF;NEUT;SG
अनावश्यक	unødvendige	अनावश्यक	unødvendig	ADP	ADJ;PL
अनावश्यक	unødig	अनावश्यक	unødig	ADP	N;INDF;MASC+FEM;SG
अनावश्यक	unødvendig	अनावश्यक	unødvendig	ADP	ADJ;INDF;MASC+FEM;SG
अनावश्यक	overflødig	अनावश्यक	overflødig	ADP	ADJ;INDF;MASC+FEM;SG
अनावश्यक	overflødige	अनावश्यक	overflødig	ADP	ADJ;PL
अनावश्यक	overflødigt	अनावश्यक	overflødig	ADP	ADJ;INDF;NEUT;SG
क्षतिग्रस्त	skadet	क्षतिग्रस्त	skad	ADJ	V;INDF;SG;PST;V.PTCP
क्षतिग्रस्त	beskadiget	क्षतिग्रस्त	beskadige	ADJ	V;INDF;SG;PST;V.PTCP
क्षतिग्रस्त	beskadigede	क्षतिग्रस्त	beskadige	ADJ	V;PL;PST;V.PTCP
वाई	vai	वाई	vai		
कश्यप	kashyap	कश्यप	kashyap	PROPN;NOM;MASC;SG;3	
सेवक	tjener	सेवक	tjene	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
फिल्मी	folie	फिल्मी	folie	ADJ;NOM	N;INDF;MASC+FEM;SG
फिल्मी	filme	फिल्मी	filme	ADJ;NOM	V;NFIN;ACT
फिल्मी	film	फिल्मी	film	ADJ;NOM	N;INDF;MASC+FEM;PL
शर्करा	kulhydrater	शर्करा	kulhydrat	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
पंच	slag	पंच	slag		N;INDF;NEUT;SG
पंच	punch	पंच	punch		
अनौपचारिक	uformelt	अनौपचारिक	uformelt	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
अनौपचारिक	uformel	अनौपचारिक	uformel	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
स्तूप	stupa	स्तूप	stupa	N;NOM;MASC;SG;3	
साम्यवादी	kommunisme	साम्यवादी	kommunisme	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
साम्यवादी	kommunismen	साम्यवादी	kommunisme	PROPN;NOM;SG;3	N;DEF;MASC+FEM;SG
अरुणाचल	arunachal	अरुणाचल	arunachal	PROPN;NOM;MASC;SG;3	
प्रासंगिक	relevans	प्रासंगिक	relevans	ADJ	N;INDF;MASC+FEM;SG
कूद	spring	कूद	spring	N;NOM;FEM;SG;3	
कूद	hoppe	कूद	hoppe	N;NOM;FEM;SG;3	V;NFIN;ACT
कूद	hop	कूद	hop	N;NOM;FEM;SG;3	V;IMP
कूद	springe	कूद	springe	N;NOM;FEM;SG;3	V;NFIN;ACT
कूद	sprunget	कूद	springe	N;NOM;FEM;SG;3	V;INDF;SG;PST;V.PTCP
कूद	sprang	कूद	springe	N;NOM;FEM;SG;3	V;IND;PST;FIN;ACT
कूद	hoppet	कूद	hoppe	N;NOM;FEM;SG;3	V;INDF;SG;PST;V.PTCP
कूद	hoppede	कूद	hoppe	N;NOM;FEM;SG;3	V;IND;PST;FIN;ACT
कूद	springer	कूद	springe	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
कूद	hopper	कूद	hoppe	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
कूद	hoppe	कूद	hoppe	N;NOM;FEM;SG;3	V;NFIN;ACT
कूद	hoppende	कूद	hoppe	N;NOM;FEM;SG;3	V;PRS;V.PTCP
प्रत्यय	suffikser	प्रत्यय	suffikser	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
रावत	rawat	रावत	rawat	PROPN;NOM;MASC;SG;3	
नासा	nasa	नासा	nasa	PROPN;NOM;FEM;SG;3	PROPN
हीरो	helt	हीरो	helt	N;NOM;MASC;SG;3	ADV
हीरो	hero	हीरो	hero	N;NOM;MASC;SG;3	
रियो	rio	रियो	rio	PROPN;NOM;MASC;SG;3	
विकृत	degenereret	विकृत	degenerere	ADJ	V;INDF;SG;PST;V.PTCP
विकृत	fordreje	विकृत	fordreje	ADJ	V;NFIN;ACT
सांख्यिकीय	statistisk	सांख्यिकीय	statistisk	N;NOM;3	ADV
सैम	sam	सैम	sam	N;NOM;MASC;SG;3	
एयरपोर्ट	lufthavne	एयरपोर्ट	lufthavne	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
एयरपोर्ट	lufthavne	एयरपोर्ट	lufthavne	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
एयरपोर्ट	lufthavnene	एयरपोर्ट	lufthavn	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
सुलभ	engangs	सुलभ	engang		N;INDF;MASC+FEM;SG
सुलभ	disponibel	सुलभ	disponibel		N;INDF;MASC+FEM;SG
सुलभ	handy	सुलभ	handy		N;INDF;MASC+FEM;SG
सुलभ	praktisk	सुलभ	praktisk		ADJ;INDF;SG
हू	hoo	हू	hoo	PROPN;NOM;MASC;SG;3	
रिक्त	null	रिक्त	null		N;INDF;NEUT;SG
रिक्त	tomme	रिक्त	tom		ADJ;PL
रिक्त	tomt	रिक्त	tom		ADJ;INDF;NEUT;SG
रिक्त	tom	रिक्त	tom		
रिक्त	tomt	रिक्त	tom		ADJ;INDF;NEUT;SG
रिक्त	blankt	रिक्त	blankt		ADJ;INDF;NEUT;SG
रिक्त	blanke	रिक्त	blanke		ADJ;PL
रिक्त	blank	रिक्त	blank		ADJ;INDF;MASC+FEM;SG
बडी	makker	बडी	makke	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
बडी	kammerat	बडी	kammerat	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
बडी	buddy	बडी	buddy	ADJ;NOM;FEM;SG	
वादक	trommeslager	वादक	trommeslag	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
गामा	kilogram	गामा	kilogram	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
गामा	gram	गामा	gram	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
गामा	grams	गामा	gram	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
गामा	gamma	गामा	gamma	PROPN;NOM;MASC;SG;3	
नियंत्रक	kontroller	नियंत्रक	kontrol	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
अनु	anu	अनु	anu		
मोर	påfugl	मोर	påfugl		N;INDF;MASC+FEM;SG
ढाल	hældning	ढाल	hældning		N;INDF;MASC+FEM;SG
ढाल	gradient	ढाल	gradient		N;INDF;MASC+FEM;SG
ढाल	rampe	ढाल	rampe		N;INDF;MASC+FEM;SG
ढाल	rampen	ढाल	rampe		N;DEF;MASC+FEM;SG
अभिन्न	integreret	अभिन्न	integrere	PROPN;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
अभिन्न	integrerende	अभिन्न	integrere	PROPN;NOM;MASC;SG;3	V;PRS;V.PTCP
अभिन्न	uadskillelige	अभिन्न	uadskillelig	PROPN;NOM;MASC;SG;3	ADJ;PL
अभिन्न	uadskillelig	अभिन्न	uadskillelig	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
फेफड़े	lunger	फेफड	lunge	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
फेफड़े	lungerne	फेफड	lunge	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
दोस्तों	fyre	दोस्त	fyre	N;ACC;MASC;PL;3	V;NFIN;ACT
दोस्तों	guys	दोस्त	guys	N;ACC;MASC;PL;3	
दोस्तों	friends	दोस्त	friends	N;ACC;MASC;PL;3	V;PRS;V.PTCP
रोज	steg	रोज	stige	N;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
रोज	daglige	रोज	daglig	N;NOM;MASC;SG;3	ADJ;PL
रोज	daglige	रोज	daglig	N;NOM;MASC;SG;3	ADJ;PL
रोज	dagligt	रोज	dagligt	N;NOM;MASC;SG;3	ADV
रोज	daily	रोज	daily	N;NOM;MASC;SG;3	
रोज	daglig	रोज	daglig	N;NOM;MASC;SG;3	ADV
खोलने	åbning	खोल	åbning	V;NFIN;ACT	N;INDF;MASC+FEM;SG
खुलासा	afslører	खुलासा	afsløre	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
खुलासा	afsløre	खुलासा	afsløre	N;NOM;MASC;SG;3	V;NFIN;ACT
तोड़ने	breaking	तोड़	breaking	V;NFIN;ACT	N;INDF;MASC+FEM;SG
जरूर	må	जरूर	måtte	ADV	V;IND;PRS;FIN;ACT
जरूर	skal	जरूर	skulle	ADV	V;IND;PRS;FIN;ACT
प्रशासक	administratorer	प्रशासक	administrator	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
नकल	efterligninger	नकल	efterligning		N;INDF;MASC+FEM;PL
नकल	efterligning	नकल	efterligning		N;INDF;MASC+FEM;SG
नकल	imiteret	नकल	imitere		V;INDF;SG;PST;V.PTCP
नकल	kopi	नकल	kopi		N;INDF;MASC+FEM;SG
बलिदान	ofre	बलिदान	offer	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
बलिदान	ofrer	बलिदान	ofre	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
बलिदान	ofre	बलिदान	offer	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
सर्प	slange	सर्प	slang	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सर्प	slangen	सर्प	slang	PROPN;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
सर्प	snake	सर्प	snake	PROPN;NOM;MASC;SG;3	
सर्प	snog	सर्प	snå	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
टुकड़ों	krummer	टुकडा	krumme	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;SG
बैटमैन	batman	बैटमैन	batman	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
गुड	god	गुड	god		ADJ;INDF;MASC+FEM;SG
गुड	gode	गुड	god		ADJ;PL
गुड	godt	गुड	godt		ADV
धनुष	buk	धनुष	buk	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
धनुष	sløjfe	धनुष	sløjfe	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
धनुष	bov	धनुष	bov	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
धनुष	bue	धनुष	bue	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
एप्पल	æble	एप्पल	æble	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
एप्पल	apple	एप्पल	apple	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
असंख्य	utal	असंख्य	utal		N;INDF;NEUT;SG
मधु	honey	मधु	hon	PROPN;NOM;MASC;SG;3	
मधु	skat	मधु	skat	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
मधु	honning	मधु	honning	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
परिदृश्य	landskaber	परिदृश्य	landskaber	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
मछलियों	fisk	मछली	fisk	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;SG
मछलियों	fisker	मछली	fisker	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;SG
हार्वर्ड	harvard	हार्वर्ड	harvard	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
मार्क्स	marx	मार्क्स	marx	N;NOM;MASC;SG;3	
वॉन	von	वॉन	von	PROPN;NOM;MASC;SG;3	
सराय	saraj	सराय	saraj	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
सराय	inn	सराय	inn	N;NOM;MASC;SG;3	
कट	cut	कट	cut	V;SG;FIN;ACT	
कट	klippet	कट	klippe	V;SG;FIN;ACT	N;DEF;NEUT;SG
कट	snit	कट	snit	V;SG;FIN;ACT	N;INDF;NEUT;SG
कट	klip	कट	klip	V;SG;FIN;ACT	N;INDF;NEUT;SG
भयानक	frygteligt	भयानक	frygtelig	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
भयानक	forfærdeligt	भयानक	forfærdelig	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
भयानक	skrækkeligt	भयानक	skrækkeligt	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
भयानक	frygtelig	भयानक	frygtelig	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
भयानक	forfærdelig	भयानक	forfærdelig	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
भयानक	frygteligt	भयानक	frygtelig	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
भयानक	forfærdeligt	भयानक	forfærdelig	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
भयानक	frygtelig	भयानक	frygtelig	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
भयानक	skrækkeligt	भयानक	skrækkeligt	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
भयानक	forfærdelig	भयानक	forfærdelig	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
पुरस्कृत	belønnes	पुरस्कृत	beløn	PROPN;NOM;MASC;SG;3	V;IND;PRS;FIN;PASS
पुरस्कृत	belønnet	पुरस्कृत	belønne	PROPN;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
केविन	kevin	केविन	kevin	PROPN;NOM;MASC;SG;3	PROPN
शिक्षित	uddannede	शिक्षित	uddanne	ADJ	V;PL;PST;V.PTCP
शिक्षित	uddannet	शिक्षित	uddanne	ADJ	V;INDF;SG;PST;V.PTCP
मिलन	milan	मिलन	milan		PROPN
मिलन	milano	मिलन	milano		PROPN
हिंसक	voldsomt	हिंसक	voldsomt	ADJ	ADV
ढाका	dhaka	ढाका	dhaka	PROPN;NOM;MASC;SG;3	
तलाक	skilsmisser	तलाक	skilsmisse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
तलाक	fraskilt	तलाक	fraskilt	N;NOM;MASC;SG;3	ADJ;INDF;SG
तलाक	skilt	तलाक	skilt	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
राजनयिक	diplomat	राजनयिक	diplomat	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
ब्रूस	bruce	ब्रूस	bruce	PROPN;NOM;MASC;SG;3	
कवच	panser	कवच	panse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
ड्यूक	duke	ड्यूक	duke	PROPN;NOM;MASC;SG;3	
ड्यूक	hertug	ड्यूक	hertug	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
तैनात	udsendt	तैनात	udsende	ADJ	V;INDF;SG;PST;V.PTCP
अनुष्ठान	ritualer	अनुष्ठान	ritual	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
राष्ट्रमंडल	commonwealth	राष्ट्रमंडल	commonwealth	PROPN;NOM;MASC;SG;3	
तार्किक	logisk	तार्किक	logisk		ADJ;INDF;SG
तार्किक	logiske	तार्किक	logisk		ADJ;PL
महामारी	epidemier	महामारी	epidemi	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
महामारी	epidemier	महामारी	epidemi	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
मीर	mir	मीर	mir	PROPN;NOM;MASC;SG;3	
पिक्चर्स	pixar	पिक्चर	pixar	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
साइकिल	cykler	साइकिल	cykle	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
साइकिल	cykler	साइकिल	cykle	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
कामयाब	succes	कामयाब	succes	ADJ	N;INDF;MASC+FEM;SG
कामयाब	styret	कामयाब	styre	ADJ	V;INDF;SG;PST;V.PTCP
कामयाब	administreret	कामयाब	administrere	ADJ	V;INDF;SG;PST;V.PTCP
कामयाब	forvaltede	कामयाब	forvalte	ADJ	V;PL;PST;V.PTCP
कामयाब	forvaltet	कामयाब	forvalte	ADJ	V;INDF;SG;PST;V.PTCP
कामयाब	lykkedes	कामयाब	lykkes	ADJ	V;IND;PST;FIN;ACT
कामयाब	håndteret	कामयाब	håndtere	ADJ	V;INDF;SG;PST;V.PTCP
