som	kot	som	kot	ADP	CONJ
spennende	razburljivo	spennende	razburljiv	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
konkret	konkretno	konkret	konkretno	ADJ;INDF;NEUT;SG	ADV
konkret	konkretne	konkret	konkreten	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
konkret	beton	konkret	beton	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
alliert	zaveznika	alliere	zaveznik	ADJ;INDF;SG;V.PTCP	N;ACC;MASC;SG
alliert	zaveznik	alliere	zaveznik	ADJ;INDF;SG;V.PTCP	N;NOM;MASC;SG
alliert	ally	alliere	ally	ADJ;INDF;SG;V.PTCP	N;NOM;MASC;SG
plante	rastline	plant	rastlina	N;INDF;FEM;SG	N;NOM;FEM;PL
stars	zvezde	stars	zvezda	N;INDF;NEUT;SG	N;NOM;FEM;PL
stars	zvezdice	stars	zvezdica	N;INDF;NEUT;SG	N;NOM;FEM;PL
stars	zvezd	stars	zvezda	N;INDF;NEUT;SG	N;GEN;FEM;PL
presenterte	uvedeno	presentere	uvedeno	V;IND;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
presenterte	uveden	presentere	uveden	V;IND;PST;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
presenterte	uvedeni	presentere	uveden	V;IND;PST;FIN	ADJ;NOM;MASC;PL;V.PTCP
presenterte	uvedene	presentere	uveden	V;IND;PST;FIN	ADJ;NOM;FEM;PL;V.PTCP
presenterte	uvedena	presentere	uveden	V;IND;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
faktiske	dejanski	faktisk	dejanski	ADJ;PL	ADJ;NOM;MASC;SG
faktiske	dejanska	faktisk	dejanski	ADJ;PL	ADJ;NOM;FEM;SG
virksomheter	podjetja	virksomheter	podjetje	N;INDF;NEUT;SG	N;NOM;NEUT;PL
kulturell	kulturne	kulturell	kulturen	ADJ;INDF;SG	ADJ;NOM;FEM;PL
kulturell	kulturni	kulturell	kulturen	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
imponerende	impresivno	imponerende	impresiven	ADJ;PL;V.PTCP	ADJ;NOM;NEUT;SG
industrielle	industrijsko	industriell	industrijsko	ADJ;PL	ADJ;NOM;NEUT;SG
industrielle	industrijska	industriell	industrijski	ADJ;PL	ADJ;NOM;FEM;SG
industrielle	industrijski	industriell	industrijski	ADJ;PL	ADJ;NOM;MASC;SG
reaksjoner	reakcije	reaksjon	reakcija	N;INDF;MASC;SG	N;NOM;FEM;PL
reaksjoner	odzivi	reaksjon	odziv	N;INDF;MASC;SG	N;NOM;MASC;PL
reaksjoner	odzivi	reaksjon	odziv	N;INDF;MASC;SG	N;NOM;MASC;PL
utsagn	izjave	utsagn	izjava	N;INDF;NEUT;SG	N;NOM;FEM;PL
individuell	individualno	individuell	individualno	ADJ;INDF;SG	ADV
individuell	posamezni	individuell	posamezen	ADJ;INDF;SG	ADJ;NOM;MASC;PL
individuell	posameznik	individuell	posameznik	ADJ;INDF;SG	N;NOM;MASC;SG
fylle	zapolni	fylle	zapolniti	V;IMP;NFIN	V;PFV;IND;SG;3;PRS;FIN
fylle	napolni	fylle	napolen	V;IMP;NFIN	V;PFV;IND;SG;3;PRS;FIN
call	poklici	call	poklic	N;INDF;MASC;SG	N;NOM;MASC;PL
call	pokliči	call	poklic	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN
call	pokličite	call	poklicati	N;INDF;MASC;SG	V;PFV;IMP;PL;2;FIN
hemmelighet	skrivna	hemmelighet	skriven	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
hemmelighet	skrivno	hemmelighet	skrivno	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
rekkevidde	doseči	rekkevidd	doseči	N;INDF;FEM;SG	V;PFV;NFIN
snakkes	govori	snakkes	govoriti	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
snakkes	pogovori	snakkes	pogovor	N;INDF;NEUT;SG	N;NOM;MASC;PL
munthe	munthe	munthe	muntha	N;INDF;MASC;SG	N;NOM;FEM;PL
farvann	waters	farvann	waters	N;INDF;MASC;SG	
beskytter	pokrovitelj	beskytte	pokrovitelj	N;INDF;FEM;PL	N;NOM;MASC;SG
beskytter	varuje	beskytte	varovati	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
beskytter	ščiti	beskytte	ščititi	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
beskytter	varovanje	beskytte	varovanje	N;INDF;FEM;PL	N;NOM;NEUT;SG
beskytter	zaščitnik	beskytte	zaščitnik	N;INDF;FEM;PL	N;NOM;MASC;SG
vert	gostitelja	verte	gostitelj	V;IND;PRS;FIN	N;ANIM;ACC;MASC;SG
vert	gostitelj	verte	gostitelj	V;IND;PRS;FIN	N;NOM;MASC;SG
vert	gostovanje	verte	gostovanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
ufullstendig	nedokončano	ufullstendig	nedokončano	ADJ;INDF;NEUT;SG	ADV
ufullstendig	nepopolni	ufullstendig	nepopolen	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
gilbert	gilbert	gilbere	gilbert	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
involverte	vključen	involvere	vključen	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
involverte	vpletena	involvere	vpleten	ADJ;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
involverte	vpleten	involvere	vpleten	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
melding	svetovalni	melding	svetovalen	N;INDF;FEM;SG	ADJ;NOM;MASC;PL
delstater	stanje	delstater	stanje	N;INDF;MASC;PL	N;NOM;NEUT;SG
delstater	država	delstater	država	N;INDF;MASC;PL	N;NOM;FEM;SG
delstater	državno	delstater	državen	N;INDF;MASC;PL	ADJ;NOM;NEUT;SG
peace	peace	peace	peac	N	
levetid	doživljenjsko	levetid	doživljenjski	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
godkjente	odobrena	godkjenne	odobren	ADJ;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
godkjente	odobreno	godkjenne	odobreno	ADJ;PL;V.PTCP	ADJ;NOM;NEUT;SG
godkjente	odobren	godkjenne	odobren	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
offensiv	ofenzivo	offensiv	ofenziv	ADJ;INDF;SG	N;ACC;FEM;SG
fair	pošteno	fair	pošteno	N;INDF;MASC;SG	ADV
fair	pravično	fair	pravičen	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
dialekt	narečjem	dialekt	narečje	N;INDF;MASC;SG	N;DAT;NEUT;PL
sivil	civilno	sivil	civilen	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
sivil	civilni	sivil	civilen	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
sivil	civilne	sivil	civilen	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
sivil	civilna	sivil	civilen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
bond	bond	bond	bond	N;INDF;MASC;SG	
avslørt	razkril	avsløre	razkriti	ADJ;INDF;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
avslørt	pokazala	avsløre	pokazati	ADJ;INDF;SG;V.PTCP	V;PFV;FEM;SG;V.PTCP
avslørt	razkrili	avsløre	razkriti	ADJ;INDF;SG;V.PTCP	V;PFV;MASC;PL;V.PTCP
avslørt	razkrila	avsløre	razkriti	ADJ;INDF;SG;V.PTCP	V;PFV;FEM;SG;V.PTCP
avslørt	izpostavljeni	avsløre	izpostavljen	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
avslørt	izpostavljene	avsløre	izpostavljen	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
reed	reed	reed	reed	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
bin	bin	bin	bin	PROPN	
bin	koš	bin	koš	PROPN	N;NOM;MASC;SG
minnet	spomnil	minne	spomniti	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
minnet	opomnil	minne	opomniti	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
minnet	spomini	minne	spomin	N;DEF;NEUT;SG	N;NOM;MASC;PL
monica	monika	monica	monik	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
nederlaget	porazi	nederlag	poraz	N;DEF;NEUT;SG	N;NOM;MASC;PL
oppfølger	nadaljevanje	oppfølge	nadaljevanje	N;INDF;FEM;PL	N;NOM;NEUT;SG
avstemning	glasujte	avstemning	glasovati	N;INDF;FEM;SG	V;IMP;PL;2;FIN
evig	večno	evig	večen	ADJ;INDF;NEUT;SG	ADV
evig	zavedno	evig	zavedno	ADJ;INDF;NEUT;SG	ADV
evig	večno	evig	večen	ADJ;INDF;NEUT;SG	ADV
bulgarsk	bolgarski	bulgarsk	bolgarski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
mord	umorov	mord	umor	N;INDF;NEUT;SG	N;GEN;MASC;PL
tilbudt	ponujenih	tilbyde	ponujen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
tilbudt	ponujene	tilbyde	ponujen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
tilbudt	ponujeni	tilbyde	ponujen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
tilbudt	ponudil	tilbyde	ponuditi	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
maksimal	maksimum	maksimal	maksimum	ADJ;INDF;SG	N;NOM;MASC;SG
maksimal	največja	maksimal	velik	ADJ;INDF;SG	ADJ;NOM;RL;FEM;SG
oppgi	vstop	oppgi	vstop	V;IMP;FIN	N;NOM;MASC;SG
oppgi	vstopi	oppgi	vstop	V;IMP;FIN	V;PFV;IND;SG;3;PRS;FIN
grovt	grobi	grov	grobiti	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
grovt	groba	grov	grob	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
grovt	grobo	grov	grobo	ADJ;INDF;NEUT;SG	ADV
dødsfall	smrti	dødsfall	smrt	N;INDF;NEUT;SG	N;NOM;FEM;PL
synge	poj	syngje	poj	N;INDF;NEUT;SG	ADV
bestå	podaj	bestå	podaj	V;IMP;FIN	N;NOM;MASC;SG
bestå	prelaz	bestå	prelaz	V;IMP;FIN	N;NOM;MASC;SG
bestå	podaja	bestå	podajati	V;IMP;FIN	V;IPFV;IND;SG;3;PRS;FIN
bestå	mimo	bestå	mimo	V;IMP;FIN	ADP;GEN
skule	šole	skule	šola	N;INDF;MASC;SG	N;NOM;FEM;PL
sas	sas	seie	sas	N;NEUT	N;NOM;MASC;SG
cia	cia	cia	ciaa	N	PROPN;NOM;FEM;SG
terry	terry	terry	terry	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
skåret	vrezal	skår	vrezati	N;DEF;NEUT;SG	V;IPFV;MASC;SG;V.PTCP
mig	miga	mig	miga	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
mig	mig	mig	miga	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
avsluttes	konci	avsluttes	konec	N;INDF;MASC;SG	N;NOM;MASC;PL
avsluttes	konča	avsluttes	končati	N;INDF;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
stalin	stalin	stalin	stalin	PROPN	N;NOM;MASC;SG
bye	adijo	bye	adija	N;INDF;MASC;SG	
fyrste	princa	fyrste	princ	ADJ;DEF;SG	N;ACC;MASC;SG
fyrste	prince	fyrste	prince	ADJ;DEF;SG	
fyrste	knez	fyrste	knez	ADJ;DEF;SG	N;NOM;MASC;SG
fyrste	princ	fyrste	princ	ADJ;DEF;SG	N;NOM;MASC;SG
afrikansk	afriške	afrikansk	afriški	ADJ;INDF;SG	ADJ;NOM;FEM;PL
lovet	obljubljeno	lov	obljubljen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
lovet	obljubil	lov	obljubiti	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
pink	rožnata	pink	rožnat	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
pink	rožnate	pink	rožnat	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
pink	rožnati	pink	rožnat	N;INDF;NEUT;SG	ADJ;NOM;MASC;PL
pink	rožnato	pink	rožnato	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
journalister	novinarji	journalister	novinar	N;INDF;MASC;SG	N;NOM;MASC;PL
journalister	novinarjev	journalister	novinar	N;INDF;MASC;SG	N;GEN;MASC;PL
journalister	novinarje	journalister	novinar	N;INDF;MASC;SG	N;ACC;MASC;PL
journalister	novinarji	journalister	novinar	N;INDF;MASC;SG	N;NOM;MASC;PL
ming	ming	ming	ming	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
grace	grace	grace	graca	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
lisboa	lizbonska	lisbo	lizbonski	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
lisboa	lizboni	lisbo	lizbon	N;INDF;NEUT;SG	PROPN;NOM;FEM;SG
lisboa	lizbonske	lisbo	lizbonski	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
rapportert	poročali	rapportere	poročati	ADJ;INDF;SG;V.PTCP	V;IPFV;MASC;PL;V.PTCP
rapportert	prijavljenih	rapportere	prijavljen	ADJ;INDF;SG;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
venter	čakanje	vente	čakanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
stian	stian	stian	stian	N;INDF;MASC;SG	
walisisk	welsh	walisisk	Welsh	ADJ;INDF;NEUT;SG	PROPN;NOM;MASC;SG
fornyet	obnovljen	fornye	obnovljen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
fornyet	obnovljena	fornye	obnovljen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
fornyet	obnovljeno	fornye	obnovljen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
fornyet	prenovljeno	fornye	prenovljen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
salmebok	pesmarice	salmebok	pesmarica	N;INDF;FEM;SG	N;NOM;FEM;PL
herjet	opustošena	herj	opustošen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
railway	železnice	railway	železnica	N;INDF;MASC;SG	N;NOM;FEM;PL
railway	železniški	railway	železniški	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
formell	formalno	formell	formalno	ADJ;INDF;SG	ADV
stiftelse	temelje	stiftelse	temelj	N;INDF;MASC;SG	N;ACC;MASC;PL
through	skoz	through	skoz		
through	skozi	through	skozi		ADP;ACC
interessante	zanimiv	interessant	zanimiv	ADJ;PL	ADJ;NOM;INDF;MASC;SG
interessante	zanimivo	interessant	zanimiv	ADJ;PL	ADJ;NOM;NEUT;SG
interessante	zanimiva	interessant	zanimiv	ADJ;PL	ADJ;NOM;FEM;SG
forsvunnet	pogrešana	forsvinne	pogrešan	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
forsvunnet	manjkajoče	forsvinne	manjkajoč	N;DEF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
forsvunnet	pogrešan	forsvinne	pogrešan	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
forsvunnet	manjka	forsvinne	manjkati	N;DEF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
forsvunnet	manjkajo	forsvinne	manjkati	N;DEF;NEUT;SG	V;IPFV;IND;PL;3;PRS;FIN
forsvunnet	izginil	forsvinne	izginiti	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
forsvunnet	izginila	forsvinne	izginiti	N;DEF;NEUT;SG	V;PFV;FEM;SG;V.PTCP
dyret	živalsko	dyr	živalski	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG
dyret	živalska	dyr	živalski	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG
dyret	živali	dyr	žival	N;DEF;NEUT;SG	N;NOM;FEM;PL
håndtere	ročaj	håndtere	ročaj	V;NFIN	N;NOM;MASC;SG
middle	sredina	middle	sredina	PROPN	N;NOM;FEM;SG
middle	srednji	middle	srednji	PROPN	ADJ;NOM;DEF;MASC;SG
middle	srednja	middle	srednji	PROPN	ADJ;NOM;FEM;SG
philippe	philippe	philippe	philippa	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
orange	oranžno	orang	oranžen	N;INDF;MASC;SG	ADV
orange	oranžni	orang	oranžen	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
orange	oranžne	orang	oranžen	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
orange	oranžna	orang	oranžen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
moser	moser	moser	moser	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
utdødd	izumrli	utdødd	izumreti	ADJ;INDF;NEUT;SG	V;PFV;MASC;PL;V.PTCP
utdødd	izumrla	utdødd	izumreti	ADJ;INDF;NEUT;SG	V;PFV;FEM;SG;V.PTCP
avgjort	definitivno	avgjere	definitivno	ADJ;INDF;NEUT;SG;V.PTCP	ADV
avgjort	vsekakor	avgjere	vsekakor	ADJ;INDF;NEUT;SG;V.PTCP	PART
avgjort	zagotovo	avgjere	zagotovo	ADJ;INDF;NEUT;SG;V.PTCP	ADV
oppgradert	nadgradili	oppgradere	nadgraditi	ADJ;INDF;SG;V.PTCP	V;PFV;MASC;PL;V.PTCP
melk	mlečni	melk	mlečen	N;INDF;NEUT;SG	ADJ;NOM;MASC;PL
strøket	soseski	strøk	soseski	N;DEF;NEUT;SG	N;NOM;FEM;DU
mette	mette	mette	metta	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
utvalgt	izbrani	utvalg	izbran	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
utvalgt	izbranih	utvalg	izbran	ADJ;INDF;NEUT;SG	ADJ;GEN;MASC;PL;V.PTCP
utvalgt	izbrani	utvalg	izbran	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
utvalgt	izbrane	utvalg	izbran	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
lånt	sposodil	låne	sposoditi	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
lånt	sposodila	låne	sposodilo	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;V.PTCP
lånt	posodil	låne	posoditi	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
fotballspillere	nogometaši	fotballspillere	nogometaš	N;INDF;FEM;SG	N;NOM;MASC;PL
stridsvogner	tanke	stridsvogn	tanek	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
stridsvogner	cisterne	stridsvogn	cisteren	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
stridsvogner	tanki	stridsvogn	tanek	N;INDF;FEM;PL	ADJ;NOM;MASC;PL
skulptur	kipi	skulptur	kipa	N;INDF;MASC;SG	N;NOM;MASC;PL
streng	stroge	streng	strog	ADJ;INDF;SG	ADJ;NOM;FEM;PL
streng	niz	streng	niz	ADJ;INDF;SG	N;NOM;MASC;SG
streng	vrvica	streng	vrvica	ADJ;INDF;SG	N;NOM;FEM;SG
streng	vrvico	streng	vrvica	ADJ;INDF;SG	N;ACC;FEM;SG
streng	vrvice	streng	vrvica	ADJ;INDF;SG	N;NOM;FEM;PL
pietro	pietro	pietro	pietro	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
nordstrand	nordstrand	nordstrand	nordstrand	N;INDF;NEUT;SG	
aktuell	pravočasno	aktuell	pravočasno	ADJ;INDF;SG	ADV
velkommen	vabljeni	velkommen	vabljen	N;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
velkommen	dobrodošel	velkommen	dobrodošel	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
velkommen	dobrodošli	velkommen	dobrodošel	N;INDF;MASC;SG	ADJ;NOM;MASC;PL
berkeley	berkeley	berkeley	berkeley	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
sanne	res	sann	res	ADJ;PL	ADV
sanne	resnično	sann	resnično	ADJ;PL	ADV
sanne	true	sann	true	ADJ;PL	N;NOM;MASC;SG
sanne	resnična	sann	resničen	ADJ;PL	ADJ;NOM;FEM;SG
sanne	resnica	sann	resnica	ADJ;PL	N;NOM;FEM;SG
blind	slep	blind	slep	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
blind	slepe	blind	slep	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
blind	slepa	blind	slep	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
blind	slepi	blind	slep	N;INDF;MASC;SG	ADJ;NOM;MASC;PL
most	največ	most	največ	N;INDF;FEM;SG	DET
most	najbolj	most	najbolj	N;INDF;FEM;SG	ADV;RL
apollo	apollo	apollo	apollo	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
trompet	trobente	tromp	trobent	N;DEF;NEUT;SG	N;NOM;FEM;PL
følgelig	posledično	følgelig	posledično	N;INDF;MASC;SG	ADV
rumensk	romunski	rumensk	romunski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
skjulte	skrito	skjule	skrit	ADJ;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
skjulte	skrit	skjule	skrit	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
skjulte	skrita	skjule	skrit	ADJ;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
skjulte	skrila	skjule	skrilati	ADJ;PL;V.PTCP	V;PFV;FEM;SG;V.PTCP
skjulte	skril	skjule	skril	ADJ;PL;V.PTCP	V;PFV;MASC;SG;V.PTCP
vennskap	prijateljstva	vennskap	prijateljstvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
vennskap	prijateljstva	vennskap	prijateljstvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
svare	odgovor	svare	odgovor	V;IMP;NFIN	N;NOM;MASC;SG
svare	odgovori	svare	odgovor	V;IMP;NFIN	N;NOM;MASC;PL
riktige	pravilno	riktig	pravilno	ADJ;PL	ADV
riktige	pravilna	riktig	pravilen	ADJ;PL	ADJ;NOM;FEM;SG
riktige	pravilen	riktig	pravilen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
match	ujema	match	ujem	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
hjort	jeleni	hjort	jelen	N;INDF;MASC;SG	ADJ;NOM;MASC;PL
hjort	jelena	hjort	jelen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
teknikker	tehnik	teknikker	tehnika	N;INDF;NEUT;PL	N;NOM;MASC;SG
strenge	stroga	streng	strog	ADJ;PL	ADJ;NOM;FEM;SG
strenge	strogi	streng	strog	ADJ;PL	ADJ;NOM;MASC;SG
lowry	lowry	lowry	lowry	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
mads	mads	mads	mads	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
rapporterte	prijavljenih	rapportere	prijavljen	V;IND;PST;FIN	ADJ;GEN;MASC;PL;V.PTCP
uttale	izgovoriti	uttale	izgovoriti	N;INDF;FEM;SG	V;PFV;NFIN
opprørerne	upornikov	opprørerne	upornik	N;INDF;NEUT;SG	N;GEN;MASC;PL
opprørerne	uporniki	opprørerne	upornik	N;INDF;NEUT;SG	N;NOM;MASC;PL
fans	ventilatorji	fan	ventilator	N;INDF;NEUT;SG	N;NOM;MASC;PL
fans	ljubitelji	fan	ljubitelj	N;INDF;NEUT;SG	N;NOM;MASC;PL
fans	oboževalci	fan	oboževalec	N;INDF;NEUT;SG	N;NOM;MASC;PL
fans	navijači	fan	navijač	N;INDF;NEUT;SG	N;NOM;MASC;PL
overbevist	prepričal	overbevis	prepričati	ADJ;INDF;SG	V;PFV;MASC;SG;V.PTCP
craig	craig	craig	craig	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
omvendt	povratne	omvendt	povraten	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
omvendt	vzvratno	omvendt	vzvraten	ADJ;INDF;NEUT;SG	ADV
even	celo	even	celo	N;INDF;MASC;SG	PART
bird	bird	bird	bird	N	
koloni	kolonije	koloni	kolonija	N;INDF;MASC;SG	N;NOM;FEM;PL
basel	basel	basel	basti	N;INDF;MASC;SG	
rhinen	porenje	rhin	porenje	N;DEF;MASC;SG	PROPN;NOM;NEUT;SG
rhinen	ren	rhin	ren	N;DEF;MASC;SG	PROPN;NOM;FEM;SG
partner	partnerja	partner	partner	N;INDF;MASC;SG	N;NOM;MASC;DU
gjennomsnitt	povprečna	gjennomsnitt	povprečen	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
gjennomsnitt	povprečno	gjennomsnitt	povprečen	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
styrtet	strmoglavilo	styrte	strmoglaviti	N;DEF;NEUT;SG	V;PFV;NEUT;SG;V.PTCP
styrtet	strmoglavil	styrte	strmoglaviti	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
amerikanerne	američani	amerikanern	američan	ADJ;PL	N;NOM;MASC;PL
kassel	kassel	kassel	kassel	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
begreper	pojmi	begrepe	pojem	N;INDF;NEUT;SG	N;NOM;MASC;PL
begreper	koncepti	begrepe	koncept	N;INDF;NEUT;SG	N;NOM;MASC;PL
nominasjoner	kandidature	nominasjon	kandidatura	N;INDF;MASC;SG	N;NOM;FEM;PL
behandle	obdelovanje	behandle	obdelovanje	V;IMP;NFIN	N;NOM;NEUT;SG
behandle	predelava	behandle	predelava	V;IMP;NFIN	N;NOM;FEM;SG
behandle	obdelava	behandle	obdelava	V;IMP;NFIN	N;NOM;FEM;SG
behandle	predelavo	behandle	predelava	V;IMP;NFIN	N;ACC;FEM;SG
nyeste	najnovejši	ny	nov	N;INDF;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
nyeste	najnovejše	ny	nov	N;INDF;MASC;SG	ADJ;NOM;RL;FEM;SG
nyeste	najnovejša	ny	nov	N;INDF;MASC;SG	ADJ;NOM;RL;FEM;SG
nyeste	najnovejši	ny	nov	N;INDF;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
nyeste	najnovejše	ny	nov	N;INDF;MASC;SG	ADJ;NOM;RL;FEM;SG
rovdyr	plenilci	rovdyr	plenilec	N;INDF;NEUT;SG	N;NOM;MASC;PL
mitchell	mitchell	mitchell	mitchel	PROPN	N;NOM;MASC;SG
delstat	državno	delstat	državen	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
houston	houston	houston	houston	PROPN	PROPN;NOM;MASC;SG
retter	posodo	rette	posoda	N;INDF;MASC;PL	N;ACC;FEM;SG
retter	posoda	rette	posoda	N;INDF;MASC;PL	N;NOM;FEM;SG
alminnelig	navadni	alminnelig	navaden	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
blokkert	blokiral	blokkere	blokirati	ADJ;INDF;SG;V.PTCP	V;MASC;SG;V.PTCP
flyter	plavajoče	flyte	plavajoč	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
flyter	plava	flyte	plavati	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
flyter	tokovi	flyte	tok	N;INDF;NEUT;SG	N;NOM;MASC;PL
