से	от	से	от		ADP
प्रतिस्पर्धी	състезателен	प्रतिस्पर्धी	състезателен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
आयरन	железен	आयरन	железен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
आयरन	желязна	आयरन	железен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
आयरन	железни	आयरन	железен	N;NOM;MASC;SG;3	ADJ;INDF;PL
स्टाफ	служители	स्टाफ	служител	N;NOM;MASC;SG;3	N;INDF;MASC;PL
डाई	боя	डाई	бой		N;INDF;FEM;SG
देखिये	гледай	देखिया	гледам	V;IND;SG;3;FIN;ACT	V;IPFV;IMP;SG;2;FIN
देखिये	гледайте	देखिया	гледам	V;IND;SG;3;FIN;ACT	V;IPFV;IMP;PL;2;FIN
स्विस	швейцария	स्विस	швейцария		PROPN;INDF;FEM;SG
स्विस	швейцарски	स्विस	швейцарски		ADJ;INDF;MASC;SG
स्विस	швейцарско	स्विस	швейцарски		ADV
स्विस	швейцарска	स्विस	швейцарски		ADJ;INDF;FEM;SG
रूढ़िवादी	консервативна	रूढ़िवादी	консервативен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
रूढ़िवादी	консервативни	रूढ़िवादी	консервативен	N;NOM;MASC;SG;3	ADJ;INDF;PL
रूढ़िवादी	консервативно	रूढ़िवादी	консервативно	N;NOM;MASC;SG;3	ADV
रूढ़िवादी	консервативен	रूढ़िवादी	консервативен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
फोर्ट	форт	फोर्ट	форт	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
चमड़े	кожен	चमड़ा	кожен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
चमड़े	кожи	चमड़ा	кожа	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चमड़े	кожена	चमड़ा	кожен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
हफ्ते	седмици	हफ्ता	седмица	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चैंपियंस	шампиони	चैंपियंस	шампион	N;NOM;MASC;SG;3	N;INDF;MASC;PL
चैंपियंस	шампионите	चैंपियंस	шампион	N;NOM;MASC;SG;3	N;DEF;MASC;PL
मुद्रित	печатни	मुद्रित	печатен	N;NOM;MASC;SG;3	ADJ;INDF;PL
मुद्रित	отпечатани	मुद्रित	отпечатам-(се)	N;NOM;MASC;SG;3	V;PFV;INDF;PL;V.PTCP;PASS
मुद्रित	отпечатано	मुद्रित	отпечатано	N;NOM;MASC;SG;3	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
अभिनव	иновативни	अभिनव	иновативен	PROPN;NOM;MASC;SG;3	ADJ;INDF;PL
अभिनव	новаторски	अभिनव	новаторски	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
अभिनव	иновационни	अभिनव	иновационен	PROPN;NOM;MASC;SG;3	ADJ;INDF;PL
कनेक्शन	връзки	कनेक्शन	връзка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अरस्तू	аристотел	अरस्तू	аристотел	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बिली	били	बिली	съм	PROPN;NOM;MASC;SG;3	V;IPFV;INDF;IND;PL;V.PTCP;ACT
बिली	били	बिली	съм	PROPN;NOM;MASC;SG;3	V;IPFV;INDF;IND;PL;V.PTCP;ACT
अरविन्द	ауробиндо	अरविन्द	ауробиндо	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अर्द्ध	полу	अर्द्ध	полу		ADJ;INDF;MASC;SG
खाया	яла	खा	яла	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
खाया	ял	खा	ял	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
खाया	изяден	खा	изям-(се)	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
खाया	изядени	खा	изям-(се)	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
खाया	ял	खा	ял	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
खाया	изядена	खा	изям-(се)	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
बार्सिलोना	барселона	बार्सिलोना	барселон	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
अग्रिम	аванс	अग्रिम	аванс	ADJ	N;INDF;MASC;SG
अग्रिम	предварително	अग्रिम	предварително	ADJ	ADV
विकिमीडिया	уикимедия	विकिमीडिया	уикимедия	ADJ	N;INDF;FEM;SG
अब्राहम	ейбрахам	अब्राहम	ейбрахам	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अब्राहम	авраам	अब्राहम	авраам	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
अब्राहम	абрахам	अब्राहम	абрахам	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अब्राहम	аврам	अब्राहम	аврам	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
जुड़वां	близнаци	जुड़वां	близнак	N;NOM;MASC;SG;3	N;INDF;MASC;PL
जुड़वां	близнаци	जुड़वां	близнак	N;NOM;MASC;SG;3	N;INDF;MASC;PL
जुड़वां	близнаците	जुड़वां	близнак	N;NOM;MASC;SG;3	N;DEF;MASC;PL
जुड़वां	близначки	जुड़वां	близначка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
गोल्फ	голф	गोल्फ	голф	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
बाधित	прекъсната	बाधित	прекъсна-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
बाधित	прекъснати	बाधित	прекъсна-(се)	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
बाधित	прекъснато	बाधित	прекъсна-(се)	ADJ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
बाधित	прекъсва	बाधित	прекъсвам-(се)	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
बाधित	прекъснат	बाधित	прекъсна-(се)	ADJ	V;PFV;IND;PL;3;PRS;FIN;ACT
मुकेश	мукеш	मुकेश	мука	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;2;PRS;FIN;ACT
हिप	хип	हिप	хип		N;INDF;MASC;SG
हिप	бедро	हिप	бедро		N;INDF;NEUT;SG
हिप	бедрото	हिप	бедро		N;DEF;NEUT;SG
हिप	ханша	हिप	ханша		N;DEF;MASC;SG
विलक्षण	старомодна	विलक्षण	старомоден	ADP	ADJ;INDF;FEM;SG
विलक्षण	старомоден	विलक्षण	старомоден	ADP	ADJ;INDF;MASC;SG
दुरुपयोग	злоупотреби	दुरुपयोग	злоупотреба	N;NOM;MASC;SG;3	N;INDF;FEM;PL
लेक	лех	लेक	лех	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
मिल्वौकी	милуоки	मिल्वौकी	милуок	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कंधे	рамото	कंधे	рамо	N;NOM;MASC;PL;3	N;DEF;NEUT;SG
कंधे	рамо	कंधे	рамо	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
मज़बूत	силни	मज़बूत	силен	CONJ	ADJ;INDF;PL
मज़बूत	силен	मज़बूत	силен	CONJ	ADJ;INDF;MASC;SG
मज़बूत	силно	मज़बूत	силно	CONJ	ADV
मज़बूत	силна	मज़बूत	силен	CONJ	ADJ;INDF;FEM;SG
कंट्रोल	ctrl	कंट्रोल	ctrl	N;NOM;MASC;SG;3	V;PFV;IMP;SG;2;FIN
थीम	теми	थीम	тема		N;INDF;FEM;PL
थीम	темите	थीम	тема		N;DEF;FEM;PL
थीम	тема	थीम	тема		N;INDF;FEM;SG
संगमरमर	крайъгълен	संगमरमर	крайъгълен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
शेखर	шекхар	शेखर	шекхар	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PST;FIN;ACT
कीर्ति	славата	कीर्ति	слава	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
कीर्ति	слава	कीर्ति	слава	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
मिलाने	милано	मिला	милано	V;NFIN;ACT	PROPN;INDF;MASC;SG
मिलाने	милан	मिला	милан	V;NFIN;ACT	PROPN;INDF;MASC;SG
जेन	джейн	जेन	джейн	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
जेन	джен	जेन	джен	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
कहां	къде	कहाँ	къде		ADV
आतंरिक	вътрешна	आतंरिक	вътрешен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
आतंरिक	вътрешно	आतंरिक	вътрешен	N;NOM;MASC;SG;3	ADV
आतंरिक	вътрешни	आतंरिक	вътрешен	N;NOM;MASC;SG;3	ADJ;INDF;PL
आतंरिक	вътрешен	आतंरिक	вътрешен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
कैथरीन	катрин	कैथरीन	катрин	PROPN;NOM;FEM;SG;3	PROPN;INDF;FEM;SG
कैथरीन	катрин	कैथरीन	катрин	PROPN;NOM;FEM;SG;3	PROPN;INDF;FEM;SG
कैथरीन	катерина	कैथरीन	катерина	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
करन	каран	करन	карам	PROPN;NOM;MASC;SG;3	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
पत्ती	пати	पत्ती	пата	N;NOM;FEM;SG;3	PROPN;INDF;FEM;SG
हिम	снежна	हिम	снежен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
हस्तांतरण	трансфери	हस्तांतरण	трансфер	N;NOM;MASC;SG;3	N;INDF;MASC;PL
हस्तांतरण	преводи	हस्तांतरण	превод	N;NOM;MASC;SG;3	N;INDF;MASC;PL
लॉजिक	логически	लॉजिक	логически	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
धुरी	оста	धुरी	остам	N;NOM;FEM;SG;3	ADV
धुरी	оси	धुरी	ося-се	N;NOM;FEM;SG;3	N;INDF;FEM;PL
धुरी	оста	धुरी	остам	N;NOM;FEM;SG;3	ADV
निकाली	извлечен	निकाल	извлека	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
निकाली	извлечени	निकाल	извлека	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
आभास	възприема	आभास	възприемам		V;IPFV;IND;SG;3;PRS;FIN;ACT
ख़राब	лоша	ख़राब	лош	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
ख़राब	зле	ख़राब	зле	PROPN;NOM;MASC;SG;3	ADV
ख़राब	лошо	ख़राब	лошо	PROPN;NOM;MASC;SG;3	ADV
ख़राब	лош	ख़राब	лош	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
ख़राब	кофти	ख़राब	кофта	PROPN;NOM;MASC;SG;3	ADV
प्रतिबिंबित	отразяване	प्रतिबिंबित	отразяване	ADJ	N;INDF;NEUT;SG
प्रतिबिंबित	отразяват	प्रतिबिंबित	отразявам-(се)	ADJ	V;IPFV;IND;PL;3;PRS;FIN;ACT
एकाधिक	мултиплейър	एकाधिक	мултиплейър		N;INDF;MASC;SG
कार्बोहाइड्रेट	въглехидрати	कार्बोहाइड्रेट	въглехидрат	N;NOM;MASC;SG;3	N;INDF;MASC;PL
पतले	скини	पतला	скиня-(се)	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
पतले	слаб	पतला	слаб	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
दर्रा	мине	दर्रा	мина-(се)	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;PST;FIN;ACT
वरीयता	предпочитан	वरीयता	предпочитам	N;NOM;FEM;SG;3	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
वरीयता	предпочитания	वरीयता	предпочитание	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
गुहा	кухина	गुहा	кухина		N;INDF;FEM;SG
पहलवान	борци	पहलवान	борец	N;NOM;MASC;SG;3	N;INDF;MASC;PL
पहलवान	борците	पहलवान	борец	N;NOM;MASC;SG;3	N;DEF;MASC;PL
रैंक	ранг	रैंक	ранг		N;INDF;MASC;SG
अपूर्ण	несъвършен	अपूर्ण	несъвършен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
अपूर्ण	непълна	अपूर्ण	непълна	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
अपूर्ण	непълни	अपूर्ण	непълня	N;NOM;MASC;SG;3	ADJ;INDF;PL
अपूर्ण	непълен	अपूर्ण	непълен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
अपूर्ण	непълно	अपूर्ण	непълно	N;NOM;MASC;SG;3	ADV
डेल	дейл	डेल	дейл	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
डेल	дел	डेल	дел	PROPN;NOM;MASC;SG;3	PROPN
डेल	del	डेल	del	PROPN;NOM;MASC;SG;3	PROPN
डेल	дел	डेल	дел	PROPN;NOM;MASC;SG;3	PROPN
डेल	dell	डेल	dell	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
दूरदर्शी	телескопи	दूरदर्शी	телескоп	N;NOM;MASC;SG;3	N;INDF;MASC;PL
दूरदर्शी	благоразумно	दूरदर्शी	благоразумно	N;NOM;MASC;SG;3	ADV
तटस्थ	безпристрастен	तटस्थ	безпристрастен		ADJ;INDF;MASC;SG
तटस्थ	безпристрастно	तटस्थ	безпристрастно		ADV
तटस्थ	неутрални	तटस्थ	неутрален		ADJ;INDF;PL
तटस्थ	неутрално	तटस्थ	неутрално		ADV
तटस्थ	неутрална	तटस्थ	неутрален		ADJ;INDF;FEM;SG
तटस्थ	неутрален	तटस्थ	неутрален		ADJ;INDF;MASC;SG
उन्मुख	ориентирана	उन्मुख	ориентирам		V;PFV;INDF;FEM;SG;V.PTCP;PASS
उन्मुख	ориентиран	उन्मुख	ориентирам		V;PFV;INDF;MASC;SG;V.PTCP;PASS
उन्मुख	ориентирани	उन्मुख	ориентирам		V;PFV;INDF;PL;V.PTCP;PASS
अनुकूलित	оптимизиран	अनुकूलित	оптимизирам	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
अनुकूलित	обичай	अनुकूलित	обичам	ADJ	V;IPFV;IMP;SG;2;FIN
भेड़	овце	भेड़	овце	N;NOM;MASC;SG;3	N;INDF;FEM;PL
रैखिक	линейни	रैखिक	линеен	N;NOM;MASC;3	ADJ;INDF;PL
रैखिक	линеен	रैखिक	линеен	N;NOM;MASC;3	ADJ;INDF;MASC;SG
रैखिक	линейна	रैखिक	линеен	N;NOM;MASC;3	ADJ;INDF;FEM;SG
फांसी	висящ	फाँसी	вися	N;NOM;FEM;SG;3	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
फांसी	висящи	फाँसी	вися	N;NOM;FEM;SG;3	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
सस्ते	евтино	सस्ता	евтин	ADJ;NOM;MASC;PL	ADV
सस्ते	евтин	सस्ता	евтин	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
सस्ते	евтина	सस्ता	евтин	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
प्रयोगात्मक	експериментални	प्रयोगात्मक	експериментален	N;NOM;MASC;SG;3	ADJ;INDF;PL
प्रयोगात्मक	експериментална	प्रयोगात्मक	експериментален	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
प्रयोगात्मक	експериментален	प्रयोगात्मक	експериментален	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
प्रयोगात्मक	експериментално	प्रयोगात्मक	експериментално	N;NOM;MASC;SG;3	ADV
ऐनी	ане	ऐना	ане	PROPN;NOM;FEM;SG;3	PROPN;INDF;MASC;SG
ऐनी	анн	ऐना	анн	PROPN;NOM;FEM;SG;3	PROPN;INDF;FEM;SG
ऐनी	ан	ऐना	ан	PROPN;NOM;FEM;SG;3	PROPN;INDF;FEM;SG
बेला	бела	बेला	бял	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
निकालना	извличане	निकाल	извличане	V;MASC;NFIN;ACT	N;INDF;NEUT;SG
निकालना	екстракция	निकाल	екстракция	V;MASC;NFIN;ACT	N;INDF;FEM;SG
नॉर्वे	норвегия	नॉर्वे	норвегия	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
सालाना	годишен	सालाना	годишен	ADP	ADJ;INDF;MASC;SG
सालाना	годишно	सालाना	годишно	ADP	ADV
सालाना	годишна	सालाना	годишна	ADP	ADJ;INDF;FEM;SG
कलम	писалка	कलम	писалка		N;INDF;FEM;SG
कलम	pen	कलम	pen		N;INDF;MASC;SG
कलम	химикалка	कलम	химикалка		N;INDF;FEM;SG
कलम	химикал	कलम	химикал		N;INDF;MASC;SG
कलम	присаждане	कलम	присаждане		N;INDF;NEUT;SG
बॉस	шефе	बॉस	шефе	N;NOM;MASC;SG;3	ADV
टोरंटो	торонто	टोरंटो	торонто	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
जॉर्जिया	джорджия	जॉर्जिया	джорджия	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
जॉर्जिया	грузия	जॉर्जिया	груз	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
कोल	кол	कोल	кол		N;INDF;MASC;SG
कोल	коул	कोल	коул		PROPN;INDF;MASC;SG
