nasr	nasr	nasr	nasr	PROPN	
violență	przemocy	violență	przemoc	N;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
eleanor	eleanor	eleanor	eleanor	PROPN	PROPN;NOM;FEM;SG
deșert	pustyni	deșert	pustynia	N;INDF;MASC;SG	
deșert	pustynia	deșert	pustynia	N;INDF;MASC;SG	
oferta	ofertę	ofertă	oferta	N;DEF;FEM;SG	N;ACC;FEM;SG
oferta	oferta	ofertă	oferty	N;DEF;FEM;SG	N;NOM;FEM;SG
oferta	oferty	ofertă	oferta	N;DEF;FEM;SG	N;ACC;FEM;PL
favorabile	korzystne	favorabil	korzystny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
favorabile	korzystny	favorabil	korzystny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
favorabile	korzystne	favorabil	korzystny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
favorabile	sprzyjające	favorabil	sprzyjać	ADJ;INDF;FEM;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
favorabile	korzystna	favorabil	korzystny	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
castro	castro	castro	castro	PROPN	PROPN;NOM;MASC;SG
geologice	geologiczna	geologic	geologiczny	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
geologice	geologiczne	geologic	geologiczny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
franc	franc	franc	franc	N;INDF;MASC;SG	
flavius	flavius	flaviu	flavius	PROPN	PROPN;NOM;MASC;SG
koch	koch	koch	koch	PROPN	PROPN;NOM;MASC;SG
israeliene	izraela	israelian	izrael	ADJ;INDF;FEM;PL	N;GEN;MASC;SG
furtună	burza	furtună	burza	N;INDF;FEM;SG	N;NOM;FEM;SG
furtună	burza	furtună	burza	N;INDF;FEM;SG	N;NOM;FEM;SG
furtună	storm	furtună	storm	N;INDF;FEM;SG	
furtună	sztorm	furtună	sztorm	N;INDF;FEM;SG	N;NOM;MASC;SG
vatican	watykan	vatican	watykan	N;INDF;MASC;SG	
ken	ken	ken	ken	PROPN	
ken	kena	ken	kena	PROPN	
remarcabil	zaległ	remarcabil	zalec	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
biologice	biologiczne	biologic	biologiczny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
biologice	biologiczna	biologic	biologiczny	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
biologice	biologiczny	biologic	biologiczny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
știut	wiedział	ști	wiedzieć	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
regulate	zwykły	regulat	zwykły	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
regulate	regularne	regulat	regularny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
regulate	regularnie	regulat	regularnie	ADJ;INDF;FEM;PL	ADV
regulate	regularny	regulat	regularny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
lusignan	lusignan	lusignan	lusignan	N;INDF;MASC;SG	
rwanda	rwandzie	rwanda	rwanda	PROPN	
biblioteci	biblioteki	bibliotecă	biblioteka	N;INDF;FEM;PL	N;GEN;FEM;SG
ciudat	dziwny	ciudat	dziwny	ADV	ADJ;NOM;MASC;SG
ciudat	dziwna	ciudat	dziwny	ADV	ADJ;NOM;FEM;SG
ciudat	dziwne	ciudat	dziwny	ADV	ADJ;NOM;NEUT;SG
ciudat	dziwny	ciudat	dziwny	ADV	ADJ;NOM;MASC;SG
ciudat	dziwna	ciudat	dziwny	ADV	ADJ;NOM;FEM;SG
ciudat	dziwne	ciudat	dziwny	ADV	ADJ;NOM;NEUT;SG
ciudat	dziwna	ciudat	dziwny	ADV	ADJ;NOM;FEM;SG
ciudat	dziwne	ciudat	dziwny	ADV	ADJ;NOM;NEUT;SG
productions	productions	productions	productions	N;INDF;MASC;SG	
națiune	narodu	națiune	naród	N;INDF;FEM;SG	N;GEN;MASC;SG
națiune	naród	națiune	naród	N;INDF;FEM;SG	N;NOM;MASC;SG
sinteză	syntezy	sinteză	syntez	N;INDF;FEM;SG	
mal	mal	mal	mala	N;INDF;MASC;SG	
tower	wieża	tower	wieża	PROPN	N;NOM;FEM;SG
tower	tower	tower	tower	PROPN	
tower	wieży	tower	wieża	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pradă	zdobycz	pradă	zdobyczyć	N;INDF;FEM;SG	N;NOM;FEM;SG
franconia	frankonia	franconie	frankonia	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
artista	artystka	artista	artystka	N;DEF;FEM;SG	N;NOM;FEM;SG
artista	artyści	artista	artysta	N;DEF;FEM;SG	N;NOM;MASC;PL
artista	artysta	artista	artysta	N;DEF;FEM;SG	N;NOM;MASC;SG
artista	wykonawca	artista	wykonawca	N;DEF;FEM;SG	N;NOM;MASC;SG
titan	tytan	titan	tytan	N;INDF;MASC;SG	
titan	tytan	titan	tytan	N;INDF;MASC;SG	
mărci	marek	marcă	marek	N;INDF;FEM;PL	PROPN;NOM;MASC;SG
mărci	marki	marcă	marka	N;INDF;FEM;PL	N;ACC;FEM;SG
mărci	marek	marcă	marek	N;INDF;FEM;PL	PROPN;NOM;MASC;SG
mărci	marks	marcă	marks	N;INDF;FEM;PL	PROPN;NOM;MASC;SG
revue	revue	reveni	revua	N;INDF;MASC;SG	
ordinele	rozkazy	ordin	rozkaz	N;DEF;FEM;PL	N;NOM;MASC;PL
ordinele	zamówienia	ordin	zamówienie	N;DEF;FEM;PL	N;NOM;NEUT;SG
ozn	ufo	ozn	ufo	N;INDF;MASC;SG	
excepții	wyłączenia	excepție	wyłączyć	N;INDF;FEM;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
excepții	zwolnienia	excepție	zwolnienie	N;INDF;FEM;PL	N;NOM;NEUT;SG
explicații	wytłumaczenia	explicație	wytłumaczyć	N;INDF;FEM;PL	N;GEN;NEUT;SG
explicații	wyjaśnienia	explicație	wyjaśnienie	N;INDF;FEM;PL	N;NOM;NEUT;SG
valabil	ważność	valabil	ważność	ADJ;INDF;MASC;SG	N;ACC;FEM;SG
monroe	monroe	monroe	monro	PROPN	
duh	duh	duh	duh	N;INDF;MASC;SG	
duh	dżin	duh	dżinina	N;INDF;MASC;SG	
facultate	uniwersytety	facultate	uniwersytet	N;INDF;FEM;SG	N;NOM;MASC;PL
facultate	uniwersytetu	facultate	uniwersytet	N;INDF;FEM;SG	N;GEN;MASC;SG
facultate	university	facultate	universit	N;INDF;FEM;SG	
facultate	uczelnia	facultate	uczelniać	N;INDF;FEM;SG	N;NOM;FEM;SG
facultate	uniwersytet	facultate	uniwersytet	N;INDF;FEM;SG	N;NOM;MASC;SG
facultate	studia	facultate	studia	N;INDF;FEM;SG	N;NOM;NEUT;PL
facultate	uczelnia	facultate	uczelniać	N;INDF;FEM;SG	N;NOM;FEM;SG
facultate	college	facultate	collega	N;INDF;FEM;SG	N;NOM;MASC;SG
facultate	kolegium	facultate	kolegium	N;INDF;FEM;SG	N;NOM;NEUT;SG
facultate	wydział	facultate	wydział	N;INDF;FEM;SG	N;NOM;MASC;SG
facultate	kadra	facultate	kadra	N;INDF;FEM;SG	N;NOM;FEM;SG
neptun	neptune	neptun	neptuny	PROPN	
apache	apache	apache	apache	N;INDF;MASC;SG	
rome	rzym	romă	rzym	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
teologice	teologiczne	teologic	teologiczny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
rădăcini	korzenie	rădăcină	korzenie	N;INDF;FEM;PL	N;NOM;NEUT;SG
rădăcini	korzeni	rădăcină	korzenie	N;INDF;FEM;PL	
monarhiei	monarchia	monarhie	monarchia	N;DEF;FEM;SG	N;NOM;FEM;SG
negocieri	negocjacji	negociere	negocjacja	N;INDF;FEM;PL	N;GEN;FEM;SG
negocieri	negocjacji	negociere	negocjacja	N;INDF;FEM;PL	N;GEN;FEM;SG
raf	raf	raf	raf	PROPN	PROPN;NOM;MASC;SG
ierarhia	hierarchii	ierarhie	hierarchia	N;DEF;FEM;SG	N;GEN;FEM;SG
săraci	biedny	sărac	biedny	ADJ;INDF;MASC;PL	ADJ;NOM;MASC;SG
săraci	biedne	sărac	biedny	ADJ;INDF;MASC;PL	ADJ;NOM;NEUT;SG
săraci	biedna	sărac	biedny	ADJ;INDF;MASC;PL	ADJ;NOM;FEM;SG
mâine	jutro	mâine	jutro		ADV
regulamentul	regulacje	regulament	regulacja	N;DEF;MASC;SG	N;NOM;FEM;PL
regulamentul	regulacja	regulament	regulacja	N;DEF;MASC;SG	N;NOM;FEM;SG
regulamentul	rozporządzenie	regulament	rozporządzenie	N;DEF;MASC;SG	N;NOM;NEUT;SG
regulamentul	rozporządzenia	regulament	rozporządzenie	N;DEF;MASC;SG	N;NOM;NEUT;SG
regulamentul	regulamin	regulament	regulamin	N;DEF;MASC;SG	N;ACC;MASC;SG
vina	winę	vină	wina	N;DEF;FEM;SG	N;ACC;FEM;SG
vina	winić	vină	winić	N;DEF;FEM;SG	V;IPFV;NFIN;ACT
vina	winy	vină	wina	N;DEF;FEM;SG	
randy	randy	randy	randa	PROPN	N;NOM;MASC;SG
provocate	sprowokowany	provocat	sprowokować	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
administratorii	administratorów	administrator	administrator	N;DEF;MASC;PL	N;ACC;MASC;PL
administratorii	administratorzy	administrator	administrator	N;DEF;MASC;PL	N;NOM;MASC;PL
administratorii	administratorów	administrator	administrator	N;DEF;MASC;PL	N;ACC;MASC;PL
administratorii	administratorzy	administrator	administrator	N;DEF;MASC;PL	N;NOM;MASC;PL
colorate	kolorowe	colorat	kolorowy	N;INDF;FEM;PL	ADJ;NOM;NEUT;SG
colorate	kolorowy	colorat	kolorowy	N;INDF;FEM;PL	ADJ;NOM;MASC;SG
colorate	kolorowych	colorat	kolorowy	N;INDF;FEM;PL	ADJ;GEN;MASC;PL
colorate	kolorowych	colorat	kolorowy	N;INDF;FEM;PL	ADJ;GEN;MASC;PL
colorate	kolorowe	colorat	kolorowy	N;INDF;FEM;PL	ADJ;NOM;NEUT;SG
colorate	kolorowy	colorat	kolorowy	N;INDF;FEM;PL	ADJ;NOM;MASC;SG
colorate	barwione	colorat	barwić	N;INDF;FEM;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
versiunile	wersji	versiune	wersja	N;DEF;FEM;PL	N;GEN;FEM;SG
versiunile	wersjach	versiune	wersja	N;DEF;FEM;PL	N;DAT;FEM;PL
versiunile	wersje	versiune	wersać	N;DEF;FEM;PL	N;NOM;FEM;PL
dispare	zniknie	dispărea	zniknąć	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
seven	siedmiu	seven	siedem	N;INDF;MASC;SG	
seven	siedem	seven	siedem	N;INDF;MASC;SG	
luftwaffe	luftwaffe	luftwaffă	luftwaffe	PROPN	
dorită	pożądanego	dorit	pożądać	ADJ;INDF;FEM;SG	ADJ;ACC;MASC;SG
dorită	pożądany	dorit	pożądać	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
dorită	pożądane	dorit	pożądać	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
dorită	poszukiwana	dorit	poszukiwać	ADJ;INDF;FEM;SG	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
dorită	chciał	dorit	chcieć	ADJ;INDF;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
dorită	poszukiwany	dorit	poszukiwać	ADJ;INDF;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
dorită	poszukiwani	dorit	poszukiwać	ADJ;INDF;FEM;SG	ADJ;IPFV;NOM;MASC;PL;POS;V.PTCP;PASS
pasărea	ptaka	pasăre	ptak	N;DEF;FEM;SG	N;ACC;MASC;SG
pasărea	ptak	pasăre	ptak	N;DEF;FEM;SG	N;NOM;MASC;SG
pasărea	bird	pasăre	bird	N;DEF;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
pasărea	ptaszek	pasăre	ptaszek	N;DEF;FEM;SG	N;NOM;MASC;SG
văduva	wdowa	văduvă	wdowa	N;DEF;FEM;SG	N;NOM;FEM;SG
văduva	wdowy	văduvă	wdowa	N;DEF;FEM;SG	
garcia	garcia	garcia	garcia	PROPN	PROPN;NOM;MASC;SG
ark	arka	ark	arka	N;INDF;MASC;SG	
ark	arki	ark	ark	N;INDF;MASC;SG	
casetă	kasetę	casetă	kaseta	N;INDF;FEM;SG	N;ACC;FEM;SG
casetă	kaseta	casetă	kaseta	N;INDF;FEM;SG	N;NOM;FEM;SG
casetă	taśmy	casetă	taśma	N;INDF;FEM;SG	
casetă	taśma	casetă	taśma	N;INDF;FEM;SG	N;NOM;FEM;SG
musical	muzyczne	musical	muzyczny	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
musical	muzyczny	musical	muzyczny	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
gyula	gyula	gyula	gyul	PROPN	PROPN;NOM;MASC;SG
fericit	szczęśliwi	fericit	szczęśliwy	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
fericit	wszystkiego	fericit	wszystko	ADJ;INDF;MASC;SG	PRO;GEN;NEUT;SG
olimpia	olimpia	olimpie	olimpia	N;DEF;FEM;SG	
patriei	ojczyzna	patrie	ojczyzna	PROPN;DEF;FEM;SG	N;NOM;FEM;SG
patriei	ojczyzny	patrie	ojczyzna	PROPN;DEF;FEM;SG	N;GEN;FEM;SG
poze	zdjecia	poză	zdjecie	N;INDF;FEM;PL	V;PFV;IND;SG;FIN;ACT
poze	zdjecia	poză	zdjecie	N;INDF;FEM;PL	V;PFV;IND;SG;FIN;ACT
constanta	stał	constantă	stać	N;DEF;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
constanta	stały	constantă	stać	N;DEF;FEM;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
constanta	stałej	constantă	stały	N;DEF;FEM;SG	ADJ;GEN;FEM;SG
constanta	stała	constantă	stać	N;DEF;FEM;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
armat	uzbrojeni	armat	uzbroić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
mongolii	mongołowie	mongol	mongoł	N;DEF;MASC;PL	N;NOM;MASC;PL
sodiu	sodu	sodiu	sód	N;INDF;MASC;SG	
prenume	nazwisko	prenume	nazwisko		N;NOM;NEUT;SG
prenume	nazwiska	prenume	nazwisko		N;NOM;NEUT;PL
tentativă	próbowano	tentativă	próbować	N;INDF;FEM;SG	V;IPFV;IND;0;PST;FIN;ACT
tentativă	usiłowanie	tentativă	usiłować	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
prinde	połów	prinde	połów	V;IND;SG;3;PRS;FIN	
prinde	złap	prinde	złap	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
prinde	łap	prinde	łap	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
accepta	akceptuje	accepta	akceptować	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
accepta	akceptuję	accepta	akceptować	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
accepta	przyjmij	accepta	przyjmie	V;IND;SG;3;IPFV;FIN	V;PFV;IMP;SG;2;FIN;ACT
valdemar	valdemar	valdemar	valdemar	PROPN	
lut	glina	lut	glina	N;INDF;MASC;SG	
lut	claya	lut	claya	N;INDF;MASC;SG	
lut	clay	lut	clay	N;INDF;MASC;SG	
istria	istria	istrie	istria	PROPN	
dieter	dieter	dieter	dieter	PROPN	PROPN;NOM;MASC;SG
patricia	patrycja	patricie	patrycja	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
patricia	patricia	patricie	patrić	N;DEF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
liberty	liberty	liberty	liberta	N;INDF;MASC;SG	
esență	istota	esență	istota	N;INDF;FEM;SG	N;NOM;FEM;SG
cetățenia	obywatelstwo	cetățenie	obywatelstwo	N;DEF;FEM;SG	N;NOM;NEUT;SG
cetățenia	narodowość	cetățenie	narodowość	N;DEF;FEM;SG	N;NOM;FEM;SG
cetățenia	obywatelstwa	cetățenie	obywatelstwo	N;DEF;FEM;SG	N;NOM;NEUT;SG
cetățenia	obywatelstwo	cetățenie	obywatelstwo	N;DEF;FEM;SG	N;NOM;NEUT;SG
usd	usd	usd	usić	N	V;IPFV;IMP;SG;2;FIN;ACT
nice	ładnie	nice	ładnie		ADV
nice	fajny	nice	fajny		ADJ;NOM;MASC;SG
nice	fajna	nice	fajny		ADJ;NOM;FEM;SG
nice	fajne	nice	fajny		ADJ;NOM;NEUT;SG
nice	ładne	nice	ładny		ADJ;NOM;NEUT;SG
beatrice	beatrice	beatric	beatrica	N;INDF;FEM;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
spadă	miecz	spadă	miecz	N;INDF;FEM;SG	N;NOM;MASC;SG
bolivia	boliwii	bolivie	boliwia	PROPN	
ciuperci	grzyb	ciupercă	grzyb	N;INDF;FEM;PL	N;NOM;MASC;SG
criteriul	kryterium	criteriu	kryterium	N;DEF;MASC;SG	N;NOM;NEUT;SG
goga	goga	gogă	goga	PROPN	
performanțe	wykonanie	performanță	wykonać	N;INDF;FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
performanțe	skuteczność	performanță	skuteczność	N;INDF;FEM;PL	N;NOM;FEM;SG
performanțe	występ	performanță	występ	N;INDF;FEM;PL	N;ACC;MASC;SG
performanțe	wydajność	performanță	wydajność	N;INDF;FEM;PL	N;ACC;FEM;SG
performanțe	wydajności	performanță	wydajność	N;INDF;FEM;PL	N;GEN;FEM;SG
pakistan	pakistan	pakistan	pakistan	PROPN	
pakistan	pakistanie	pakistan	pakistać	PROPN	
pakistan	pakistanu	pakistan	pakistan	PROPN	N;GEN;MASC;SG
optică	optyczne	optic	optyczny	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
optică	optyczny	optic	optyczny	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
optică	optyka	optic	optykać	N;INDF;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
profesoară	nauczycielu	profesoară	nauczyciel	N;INDF;FEM;SG	N;VOC;MASC;SG
profesoară	nauczyciel	profesoară	nauczyciel	N;INDF;FEM;SG	N;NOM;MASC;SG
profesoară	nauczycielka	profesoară	nauczycielka	N;INDF;FEM;SG	N;NOM;FEM;SG
nad	nad	nade	nad	PROPN	ADP
éditions	éditions	éditions	éditions	PROPN	
anolis	anolis	anolis	anolis	PROPN	
solide	stał	solid	stać	ADJ;INDF;FEM;PL	V;IPFV;MASC;IND;SG;PST;FIN;ACT
solide	solidne	solid	solidny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
solide	solidna	solid	solidny	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
solide	solidny	solid	solidny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
artificială	sztuczna	artificial	sztuczny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
artificială	sztuczny	artificial	sztuczny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
artificială	sztuczne	artificial	sztuczny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
banks	banks	banks	banks	PROPN	
banks	banki	banks	bank	PROPN	N;NOM;MASC;PL
banks	bankami	banks	bank	PROPN	N;INS;MASC;PL
banks	banków	banks	bank	PROPN	N;GEN;MASC;PL
instrucțiuni	instrukcji	instrucțiune	instrukcja	N;INDF;FEM;PL	N;GEN;FEM;SG
instrucțiuni	instrukcja	instrucțiune	instrukcja	N;INDF;FEM;PL	N;NOM;FEM;SG
aluminiu	aluminium	aluminiu	aluminium	N;INDF;MASC;SG	
aluminiu	aluminiowe	aluminiu	aluminiowy	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
aluminiu	aluminium	aluminiu	aluminium	N;INDF;MASC;SG	
aluminiu	aluminiowe	aluminiu	aluminiowy	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
generic	ogólny	generic	ogólny	ADV	ADJ;NOM;MASC;SG
generic	ogólna	generic	ogólny	ADV	ADJ;NOM;FEM;SG
generic	ogólne	generic	ogólny	ADV	ADJ;NOM;NEUT;SG
turismul	turystyka	turism	turystyka	N;DEF;MASC;SG	N;NOM;FEM;SG
turismul	turystyki	turism	turystyka	N;DEF;MASC;SG	N;GEN;FEM;SG
ajax	ajax	ajax	ajax	N;INDF;MASC;SG	
flacăra	płomienie	flacără	płomić	N;DEF;FEM;SG	N;NOM;MASC;PL
flacăra	płomień	flacără	płomień	N;DEF;FEM;SG	N;NOM;MASC;SG
grupări	grup	grupare	grupa	N;INDF;FEM;PL	
grupări	grupy	grupare	grupa	N;INDF;FEM;PL	N;ACC;FEM;SG
marion	marion	marion	marion	PROPN	PROPN;NOM;MASC;SG
dinți	ząbki	dinte	ząbek	N;INDF;MASC;PL	
liège	liège	liège	liógać	PROPN	
evidentă	oczywista	evident	oczywistać	ADJ;INDF;FEM;SG	
evidentă	oczywisty	evident	oczywisty	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
evidentă	oczywiste	evident	oczywisty	ADJ;INDF;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
distincția	rozróżnienie	distincție	rozróżnienie	N;DEF;FEM;SG	N;NOM;NEUT;SG
distincția	wyróżnienie	distincție	wyróżnienie	N;DEF;FEM;SG	N;NOM;NEUT;SG
nod	węzła	nod	wązła	N;INDF;MASC;SG	
selo	selo	selo	selo	N;INDF;MASC;SG	
glasgow	glasgow	glasgow	glasg	PROPN	PROPN;NOM;MASC;SG
geniu	genialne	geniu	genialny	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
geniu	genialny	geniu	genialny	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
broadway	broadway	broadway	broadway	PROPN	N;NOM;MASC;SG
broadway	broadwayu	broadway	broadway	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
întreprinderea	przedsiębiorczość	întreprindere	przedsiębiorczość	N;DEF;FEM;SG	N;NOM;FEM;SG
întreprinderea	przedsiębiorstwo	întreprindere	przedsiębiorstwo	N;DEF;FEM;SG	N;NOM;NEUT;SG
întreprinderea	przedsięwzięcie	întreprindere	przedsięwzięcie	N;DEF;FEM;SG	N;NOM;NEUT;SG
întreprinderea	enterprise	întreprindere	enterprisa	N;DEF;FEM;SG	
toledo	toledo	toledo	toledo	PROPN	
autorilor	autorzy	autor	autor	N;DEF;MASC;PL	N;NOM;MASC;PL
autorilor	autorów	autor	autor	N;DEF;MASC;PL	N;GEN;MASC;PL
abdul	abdul	abdu	abdul	PROPN	PROPN;NOM;MASC;SG
cavaleria	kawaleria	cavalerie	kawalerium	N;DEF;FEM;SG	N;NOM;FEM;SG
cavaleria	kawalerii	cavalerie	kawaleria	N;DEF;FEM;SG	N;GEN;FEM;SG
brand	brand	brand	brand	N;INDF;MASC;SG	
brand	marka	brand	marka	N;INDF;MASC;SG	
burgas	burgas	burgas	burgas	PROPN	PROPN;NOM;MASC;SG
ciuc	ciuc	ciuc	ciuc	PROPN	
colțul	zakręt	colț	zakręt	N;DEF;MASC;SG	N;NOM;MASC;SG
colțul	kącik	colț	kącik	N;DEF;MASC;SG	N;NOM;MASC;SG
colțul	róg	colț	róg	N;DEF;MASC;SG	N;NOM;MASC;SG
colțul	rogu	colț	róg	N;DEF;MASC;SG	N;GEN;MASC;SG
cuplu	para	cuplu	para	N;INDF;MASC;SG	
evanghelia	ewangelii	evanghelie	ewangelia	N;DEF;FEM;SG	N;GEN;FEM;SG
evanghelia	gospel	evanghelie	gospel	N;DEF;FEM;SG	
mărturie	zeznanie	mărturie	zeznanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
mărturie	zeznania	mărturie	zeznanie	N;INDF;FEM;SG	N;NOM;NEUT;PL
emmanuel	emmanuel	emmanuel	emmanuel	PROPN	PROPN;NOM;MASC;SG
alpii	alpy	alpiu	alpy	N;DEF;MASC;PL	V;IPFV;IND;PL;PRS;FIN;ACT
caracteristic	cecha	caracteristic	cechać	ADV	N;NOM;FEM;SG
caracteristic	charakterystyczne	caracteristic	charakterystyczny	ADV	ADJ;NOM;NEUT;SG
condiție	warunek	condiție	warunek	N;INDF;FEM;SG	N;ACC;MASC;SG
condiție	stan	condiție	stan	N;INDF;FEM;SG	N;NOM;MASC;SG
pedeapsă	karne	pedeapsă	karny	N;INDF;FEM;SG	N;NOM;MASC;SG
pedeapsă	kara	pedeapsă	kara	N;INDF;FEM;SG	N;NOM;FEM;SG
pedeapsă	karny	pedeapsă	karny	N;INDF;FEM;SG	
pedeapsă	kara	pedeapsă	kara	N;INDF;FEM;SG	N;NOM;FEM;SG
pedeapsă	kary	pedeapsă	kara	N;INDF;FEM;SG	N;ACC;FEM;PL
onorific	honorowym	onorific	honorowy	N;INDF;MASC;SG	ADJ;INS;MASC;SG
onorific	honorowe	onorific	honorowy	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
onorific	honorowy	onorific	honorowy	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
combinat	łącznie	combina	łącznie	ADJ;INDF;MASC;SG	ADV
grey	siwy	grey	siwa	PROPN	N;NOM;MASC;SG
grey	szary	grey	szary	PROPN	
grey	szara	grey	szara	PROPN	ADJ;NOM;FEM;SG
grey	szare	grey	szary	PROPN	ADJ;NOM;NEUT;SG
grey	grey	grey	grać	PROPN	
como	como	como	como	N;INDF;MASC;SG	
stand	stać	sta	stać		V;IPFV;NFIN;ACT
stand	stoisko	sta	stoisko		N;NOM;NEUT;SG
șanse	szansę	șansă	szansa	N;INDF;FEM;PL	N;ACC;FEM;SG
șanse	chance	șansă	chanka	N;INDF;FEM;PL	
șanse	szansa	șansă	szansa	N;INDF;FEM;PL	N;NOM;FEM;SG
guvernele	rządy	guvern	rząd	N;DEF;FEM;PL	N;NOM;MASC;PL
guvernele	rządów	guvern	rząd	N;DEF;FEM;PL	N;GEN;MASC;PL
confederația	konfederacji	confederație	konfederacja	N;DEF;FEM;SG	N;GEN;FEM;SG
confederația	konfederacja	confederație	konfederacja	N;DEF;FEM;SG	N;NOM;FEM;SG
ward	ward	ward	warda	PROPN	PROPN;NOM;MASC;SG
localnicilor	miejscowi	localnic	miejscowy	N;DEF;MASC;PL	ADJ;NOM;MASC;PL
localnicilor	miejscowych	localnic	miejscowy	N;DEF;MASC;PL	ADJ;GEN;MASC;PL
organisme	organizmy	organism	organizm	N;INDF;FEM;PL	V;IPFV;IMP;PL;1;FIN;ACT
organisme	ciał	organism	ciało	N;INDF;FEM;PL	
organisme	ciała	organism	ciało	N;INDF;FEM;PL	N;GEN;NEUT;SG
consul	konsul	cons	konsul	N;INDF;MASC;SG	
deciziile	decyzje	decizie	decyzja	N;DEF;FEM;PL	N;NOM;FEM;PL
deciziile	decyzji	decizie	decyzja	N;DEF;FEM;PL	N;GEN;FEM;SG
nevada	nevada	nevada	nevadać	PROPN	N;NOM;MASC;SG
iarbă	trawę	iarbă	trawa	N;INDF;FEM;SG	N;ACC;FEM;SG
iarbă	trawka	iarbă	trawka	N;INDF;FEM;SG	N;NOM;FEM;SG
iarbă	trawy	iarbă	trawa	N;INDF;FEM;SG	N;ACC;FEM;PL
