datu	datu	datu	dat	PROPN	
utrecht	utrecht	utrecht	utrecht	PROPN	PROPN;NOM;MASC;SG
masters	mistrzowie	masters	mistrz	PROPN	N;NOM;MASC;PL
masters	masters	masters	masters	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
amfibi	płazów	amfibi	płaz	N;SG	N;ACC;MASC;PL
amfibi	płazy	amfibi	płaz	N;SG	N;NOM;MASC;PL
tennessee	tennessee	tennessee	tennesska	PROPN	N;ACC;MASC;SG
ubi	yam	ubi	yam	N;SG	
ubi	jam	ubi	ja	N;SG	
ubi	ubi	ubi	ubić	N;SG	
seal	foki	seal	foki	PROPN	
seal	fok	seal	fok	PROPN	
seal	pieczęć	seal	pieczęć	PROPN	N;NOM;FEM;SG
monitor	monitory	monitor	monitor	N;SG	N;NOM;MASC;PL
castro	castro	castro	castro	PROPN	PROPN;NOM;MASC;SG
hell	hell	hell	hell	PROPN	
hell	piekło	hell	piekło	PROPN	N;NOM;NEUT;SG
assembly	montaż	assembly	montaż	N	
pernapasan	oddechowych	pernapasan	oddechowy	N;SG	ADJ;GEN;MASC;PL
pernapasan	oddycha	pernapasan	oddychać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
pernapasan	oddychać	pernapasan	oddychać	N;SG	V;IPFV;NFIN;ACT
mengepung	oblężenie	menkepung	oblężenie	V;SG;ACT	N;NOM;NEUT;SG
mengepung	otoczony	menkepung	otoczyć	V;SG;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
mengepung	otoczone	menkepung	otoczyć	V;SG;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
mengepung	otoczona	menkepung	otoczyć	V;SG;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
bollywood	bollywood	bollywood	bollywood	N	
ira	ira	ira	irać	PROPN	
hearts	serduszka	hearts	serduszko	PROPN	N;NOM;NEUT;SG
hearts	hearts	hearts	hearts	PROPN	
hearts	serc	hearts	serc	PROPN	
hearts	serca	hearts	serce	PROPN	N;NOM;NEUT;SG
harvey	harvey	harvey	harvea	PROPN	PROPN;NOM;MASC;SG
harvey	harveya	harvey	harveya	PROPN	
broadcast	transmisje	broadcast	transmisja	PROPN	N;NOM;FEM;PL
broadcast	transmisja	broadcast	transmisja	PROPN	N;NOM;FEM;SG
broadcast	nadawanie	broadcast	nadawać	PROPN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
broadcast	transmisji	broadcast	transmisja	PROPN	N;GEN;FEM;SG
berlian	diament	berlian	diament	N;SG	
berlian	diamond	berlian	diamond	N;SG	
berlian	diamenty	berlian	diament	N;SG	N;ACC;MASC;PL
berlian	diamenty	berlian	diament	N;SG	N;ACC;MASC;PL
berlian	karo	berlian	karo	N;SG	
loir	loir	loir	loir	PROPN	
penyu	turtle	penyu	turtło	N	
dibalik	odwrócony	dibalik	odwrócić	ADP;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
dibalik	odwrócone	dibalik	odwrócić	ADP;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dibalik	odwrócony	dibalik	odwrócić	ADP;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
merintis	wszczęcia	menrintis	wszcząć	V;SG;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
kemah	obozy	kemah	obóz	N;SG	N;NOM;MASC;PL
kemah	camp	kemah	campa	N;SG	
rizky	shirley	rizky	shirley	PROPN	N;NOM;FEM;SG
als	als	als	als	PROPN	
monako	monaco	monako	monaco	PROPN	
monako	monako	monako	monako	PROPN	
train	pociągiem	train	pociąg	PROPN	N;INS;MASC;SG
train	pociągu	train	pociąg	PROPN	N;GEN;MASC;SG
train	pociąg	train	pociąg	PROPN	N;NOM;MASC;SG
train	pociągi	train	pociąg	PROPN	N;NOM;MASC;PL
cafe	kawiarni	cafe	kawiarnia	PROPN	N;GEN;FEM;SG
cafe	cafe	cafe	caf	PROPN	
cafe	kawiarnia	cafe	kawiarnia	PROPN	N;NOM;FEM;SG
cafe	kawiarni	cafe	kawiarnia	PROPN	N;GEN;FEM;SG
cafe	kawiarnia	cafe	kawiarnia	PROPN	N;NOM;FEM;SG
cafe	café	cafe	caf	PROPN	
bersahabat	przyjacielski	bersahabat	przyjacielski	V;SG;ACT	ADJ;NOM;MASC;SG
bersahabat	przyjazny	bersahabat	przyjazny	V;SG;ACT	ADJ;NOM;MASC;SG
bersahabat	przyjazna	bersahabat	przyjazny	V;SG;ACT	ADJ;NOM;FEM;SG
bersahabat	przyjazne	bersahabat	przyjazny	V;SG;ACT	ADJ;NOM;NEUT;SG
bersahabat	friendly	bersahabat	friendla	V;SG;ACT	
door	drzwi	door	drzwi	PROPN	N;NOM;NEUT;PL
mekanis	mechanicznie	mekanis	mechanicznie	N;SG	ADV
mekanis	mechaniczny	mekanis	mechaniczny	N;SG	ADJ;NOM;MASC;SG
mekanis	mechaniczne	mekanis	mechaniczny	N;SG	ADJ;NOM;NEUT;SG
batubara	węgla	batubara	węgiel	N;SG	
fleksibel	elastyczność	fleksibel	elastyczność	ADJ;SG	N;NOM;FEM;SG
fleksibel	elastyczność	fleksibel	elastyczność	ADJ;SG	N;NOM;FEM;SG
fleksibel	elastyczności	fleksibel	elastyczność	ADJ;SG	N;GEN;FEM;SG
cornwall	kornwalii	cornwall	kornwalia	PROPN	
nuansa	niuanse	nuansa	niuanse	N;SG	N;NOM;MASC;PL
cher	cher	cher	cher	PROPN	
limit	granica	limit	granica	PROPN	N;NOM;FEM;SG
limit	ograniczenie	limit	ograniczenie	PROPN	N;NOM;NEUT;SG
limit	limit	limit	limit	PROPN	N;NOM;MASC;SG
bahari	morski	bahari	morski	PROPN	ADJ;NOM;MASC;SG
jamak	mnoga	jamak	mnóg	ADJ;SG	N;NOM;FEM;SG
mouse	myszy	mouse	mysieć	N	
mouse	mysz	mouse	myć	N	
kenny	kenny	kenny	kenny	PROPN	PROPN;NOM;MASC;SG
mempekerjakan	zatrudniają	menpekerjakan	zatrudniać	V;SG;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
mempekerjakan	wynajęcie	menpekerjakan	wynająć	V;SG;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
mempekerjakan	zatrudnienie	menpekerjakan	zatrudnienie	V;SG;ACT	N;NOM;NEUT;SG
mempekerjakan	zatrudniania	menpekerjakan	zatrudniać	V;SG;ACT	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
worcester	worcester	worcester	worcester	PROPN	N;ACC;MASC;SG
memuaskan	spełniają	menpuaskan	spełniać	V;SG;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
memuaskan	satysfakcjonujące	menpuaskan	satysfakcjonować	V;SG;ACT	ADJ;NOM;NEUT;SG
memuaskan	zadowalający	menpuaskan	zadować	V;SG;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
memuaskan	zadowalające	menpuaskan	zadować	V;SG;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
memuaskan	satysfakcjonujące	menpuaskan	satysfakcjonować	V;SG;ACT	ADJ;NOM;NEUT;SG
memuaskan	zadowalające	menpuaskan	zadować	V;SG;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
memuaskan	spełniające	menpuaskan	spełniać	V;SG;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
memuaskan	spełnianie	menpuaskan	spełniać	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
sim	sim	sim	sią	PROPN	
sim	licencja	sim	licencja	PROPN	N;NOM;FEM;SG
sim	licencji	sim	licencja	PROPN	N;GEN;FEM;SG
sim	licencje	sim	licencja	PROPN	N;NOM;FEM;PL
jiang	jiang	jiang	jianga	PROPN	
basilika	bazylika	basilika	bazylika	PROPN	N;NOM;FEM;SG
ngurah	ngurah	ngurah	ngurah	PROPN	
louise	ludwika	louise	ludwik	PROPN	
louise	louise	louise	louis	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
kera	małp	kera	małpa	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
kera	małpy	kera	małpa	N	
kera	małpy	kera	małpa	N	
kera	małp	kera	małpa	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
kera	małpy	kera	małpa	N	
elektromagnetik	elektromagnetyczne	elektromagnetik	elektromagnetyczny	N	ADJ;NOM;NEUT;SG
hut	hut	hut	hut	PROPN	
permen	słodycze	permen	słodycz	N;SG	N;NOM;MASC;PL
permen	słodko	permen	słodko	N;SG	
permen	cukierki	permen	cukierka	N;SG	
permen	cukierki	permen	cukierka	N;SG	
permen	candy	permen	candy	N;SG	
permen	cukierek	permen	cukierka	N;SG	
permen	słodycze	permen	słodycz	N;SG	N;NOM;MASC;PL
shield	tarcze	shield	tarczyć	PROPN	N;NOM;FEM;PL
shield	osłony	shield	osłon	PROPN	N;ACC;FEM;PL
shield	tarcza	shield	tarczyć	PROPN	N;NOM;FEM;SG
shield	osłona	shield	osłona	PROPN	N;NOM;FEM;SG
shield	tarczy	shield	tarcza	PROPN	N;GEN;FEM;SG
