wat	מה	wat	מה	PRO	ADV
lux	לאקס	lux	לאקס		
stalingrad	סטלינגרד	stalingrad	סטלינגרד	N;SG	PROPN
pablo	פבלו	pablo	פבלו		PROPN
pablo	פאבלו	pablo	פאבלו		PROPN
serwies	סרביה	serwies	סרביה		PROPN
serwies	סרבי	serwies	סרבי		PROPN
svalbard	סבאלברד	svalbard	סבאלברד	N;SG	PROPN
klik	לחיצה	klik	לחיצה		N;FEM;SG
klik	לחץ	klik	לחץ		N;MASC;SG
turbo	טורבו	turbo	טורבו		PROPN
anastasius	אנסטסיוס	anastasius	אנסטסיוס		PROPN
koepel	מכתש	koepel	מכתש	N;SG	PROPN
billy	בילי	billy	בילי		PROPN
gemonteer	רכוב	monteer	רכוב	V;PST;V.PTCP	PROPN
vloer	קומה	vloer	קומה	V;PRS	N;FEM;SG
vloer	רצפה	vloer	רצפה	V;PRS	N;FEM;SG
bergman	ברגמן	bergman	ברגמן	N;SG	PROPN
geïsoleerde	מבודדים	isoleer	מבודד	ADJ;NOM	
milwaukee	מילווקי	milwaukee	מילווקי	N;SG	PROPN
garnisoen	גאריסון	garnisoen	גאריסון	N;SG	PROPN
garnisoen	גריסון	garnisoen	גריסון	N;SG	
fossiel	מאובן	fossiel	מאובן	N;SG	PROPN
stelselmatig	שיטתי	stelselmatig	שיטתי	V;PRS	ADJ;MASC;SG
stelselmatig	שיטתית	stelselmatig	שיטתי	V;PRS	ADV
ibm	ibm	ibm	ibm		PROPN
houer	מיכל	houer	מיכל	N;SG	
kontemporêre	עכשווית	kontemporêre	עכשווי	ADJ;NOM	N;FEM;SG
muntstukke	מטבעות	muntstuk	מטבע	N;PL	
weber	וובר	weber	וובר		PROPN
intense	אינטנסיבי	intens	אינטנסיבי		ADJ;MASC
fotosintese	פוטוסינתזה	fotosintes	פוטוסינתזה	N;PL	PROPN
satan	שטן	satan	שטן	V;PRS	
satan	השטן	satan	השטן	V;PRS	
delhi	דלהי	delhi	דלהי	PROPN;SG	PROPN
staking	סטרייק	staking	סטרייק	N;SG	PROPN
uitnodiging	להזמנה	uitnodiging	הזמנה	N;SG	V;NFIN;ACT
algebra	אלגברה	algebra	אלגברה		N;FEM;SG
kwaai	כעס	kwaai	כעס		N;MASC;SG
kwaai	כועסת	kwaai	כעס		V;FEM;SG;V.PTCP;ACT
kwaai	כועס	kwaai	כעס		V;MASC;SG;V.PTCP;ACT
bepalings	תנאי	bepaling	תנאי	N;PL	
paartjie	זוג	paartjig	זוג	ADP	
lukas	לוק	lukas	לוק		PROPN
opgeleide	הכשרה	oplei	הכשרה	ADJ;NOM	N;FEM;SG
opgeleide	מאומן	oplei	מאומן	ADJ;NOM	V;MASC;SG;V.PTCP;PASS
oplewer	נכנע	oplewer	נכנע		V;MASC;SG;3;PST;MID
titan	טיטאן	titan	טיטאן		PROPN
cap	קאפ	cap	קאפ	N;SG	PROPN
cap	קפ	cap	קפ	N;SG	
cap	שווי	cap	שווי	N;SG	
oefening	אימונים	oefening	אימון	N;SG	N;MASC;PL
vlek	ספוט	vlek	ספוט	N;SG	PROPN
benin	בנין	benin	בניין	PROPN;SG	PROPN
iubn	iucn	iubn	iucn	V;PRS	N;MASC;SG
spasie	המדינה	spasie	המדין	N;SG	V;FEM;SG;3;PST;ACT
spasie	החלף	spasie	החלף	N;SG	
spasie	תחליף	spasie	החליף	N;SG	V;FEM;SG;3;FUT;ACT
spasie	החליפי	spasie	החליף	N;SG	ADV
gepas	ראוי	pas	ראוי		ADJ;MASC;SG
gepas	מתאים	pas	התאים		V;MASC;SG;V.PTCP;ACT
gepas	מתאימה	pas	התאים		V;FEM;SG;V.PTCP;ACT
gepas	הולמת	pas	הולם		ADJ;FEM;SG
gepas	רלוונטיים	pas	רלוונטיים		ADJ;MASC;PL
gepas	רלוונטית	pas	רלוונטי		ADJ;FEM;SG
gepas	רלוונטי	pas	רלוונטי		ADJ;MASC;SG
gepas	רלוונטיות	pas	רלוונטיה		N;FEM;SG
gepas	התאמה	pas	התאמה		N;FEM;SG
gepas	תאם	pas	תאם		V;MASC;SG;3;PST;ACT
poseidon	פוסידון	poseidon	פוסידון	PRO;NOM;SG;3	PROPN
girl	בחורה	girl	בחורה		N;FEM;SG
girl	ילדה	girl	ילד		N;FEM;SG
girl	נערה	girl	נערה		N;FEM;SG
vereenvoudigde	מופשטת	vereenvoudig	הופשט		V;FEM;SG;V.PTCP;PASS
regsgeleerde	משפטן	regsgeleerd	משפטן	ADJ;NOM	N;MASC;SG
gliese	גליזה	glies	גליזה	ADJ;NOM	PROPN
kliënt	הלקוח	kliënt	הלקוח	N;SG	
korps	החיל	korp	החיל	N;SG	ADV
korps	חיל	korp	חיל	N;SG	PROPN
phillip	פיליפ	phillip	פיליפ		PROPN
woodstock	וודסטוק	woodstock	ודסטוק	PROPN;SG	PROPN
radiale	ברדיאנים	radiaal	ברדיאני		N;MASC;PL
kwark	קווארק	kwark	קווארק	N;SG	PROPN
lewendig	בחיים	lewendig	בחיים	ADV	
lewendig	חי	lewendig	חי	ADV	
wettig	חוקי	wettig	חוקי	PART	ADJ;MASC;PL
wettig	משפטי	wettig	משפטי	PART	ADJ;MASC;SG
wettig	חוקית	wettig	חוקי	PART	ADV
wettig	חוקיים	wettig	חוקי	PART	ADJ;MASC;PL
wettig	חוקיות	wettig	חוקיות	PART	N;FEM;SG
irannese	האיראני	irannees	האיראני		PROPN
edwin	אדווין	edwin	אדווין		PROPN
opgedateer	עודכן	opdateer	עודכן	V;PST;V.PTCP	PROPN
opgedateer	עדכני	opdateer	עדכן	V;PST;V.PTCP	ADJ;MASC;SG
opgedateer	עדכון	opdateer	עדכון	V;PST;V.PTCP	N;MASC;SG
opgedateer	העדכון	opdateer	העדכון	V;PST;V.PTCP	PROPN
opgedateer	עדכן	opdateer	עדכן	V;PST;V.PTCP	PROPN
tin	פח	tin	פח	N;SG	
tin	טין	tin	טין	N;SG	PROPN
pennsilvanië	פנסילבניה	pennsilvanië	פנסילבניה		PROPN
verskoning	התנצלותי	verskoning	התנצלותי		PROPN
verskoning	מתנצל	verskoning	התנצל		V;MASC;SG;V.PTCP
verskoning	התנצלויות	verskoning	התנצלות		N;FEM;PL
jade	ירקן	jade	ירקן		PROPN
porto	פורטו	porto	פורט	PROPN;SG	PROPN
vreemd	מוזרה	vreemd	מוזר		ADJ;FEM;SG
vreemd	מוזר	vreemd	מוזר		ADJ;MASC;SG
vreemd	מוזרים	vreemd	מוזר		ADJ;MASC;PL
vreemd	מוזרה	vreemd	מוזר		ADJ;FEM;SG
vreemd	מוזר	vreemd	מוזר		ADJ;MASC;SG
vreemd	מוזרות	vreemd	מוזר		ADJ;FEM;PL
vreemd	משונה	vreemd	שונה		V;MASC;SG;V.PTCP;PASS
blanche	בלאנש	blanche	בלאנש		PROPN
goethe	גתה	goethe	גתה		PROPN
mauritanië	מאוריטניה	mauritanië	מאוריטניה	PROPN;SG	PROPN
longe	ריאות	lonk	ריאות	N;PL	N;FEM;SG
pour	למזוג	pour	מזג		PROPN
pour	לשפוך	pour	שפך		V;NFIN;ACT
opdragte	מצווה	opdrag	ציווה	N;PL	V;FEM;SG;V.PTCP;ACT
everest	האוורסט	everest	האוורסט		PROPN
uitnemendheid	מצויינות	uitnemendheid	צויין	N;SG	V;FEM;PL;V.PTCP;PASS
landman	לנדמן	landman	לנדמן		PROPN
sonde	חטא	sonde	חטא		PROPN
sonde	החטא	sonde	החטא		PROPN
cornwall	קורנוול	cornwall	קורנוול	PROPN;SG	PROPN
emilia	אמיליה	emilia	אמיליה		PROPN
slowenië	סלובניה	slofenië	סלובניה	V;PRS	PROPN
nathan	נתן	nathan	נתן		PROPN
nathan	נייתן	nathan	נייתן		PROPN
administrateurs	מנהלים	administrateur	ניהל	N;PL	V;MASC;PL;V.PTCP;ACT
andrei	אנדריי	andrei	אנדריי		PROPN
andrei	אנדריי	andrei	אנדריי		PROPN
mer	מאר	mer	מאר	N;SG	PROPN
mer	מר	mer	מר	N;SG	PROPN
barok	בארוק	barok	בארוק		PROPN
verskriklike	נורא	verskriklik	נורא	N;SG	
verskriklike	נוראי	verskriklik	נוראי	N;SG	ADJ;MASC;SG
verskriklike	נוראית	verskriklik	נוראי	N;SG	ADV
dissipline	משמעת	dissipline	משמעת	N;PL	N;FEM;SG
koran	הקוראן	koran	הקוראן		PROPN
bosnië	בוסניה	bosnië	בוסניה	PROPN;SG	PROPN
sweet	זיעה	sweet	זיעה	V;PRS	N;FEM;SG
ustring	ustring	ustring	ustring		PRO;MASC;SG;3
bonn	בון	bonn	בון	N;SG	PROPN
sedan	סדאן	sedan	סדאן		PROPN
lag	צוחקים	lag	צחק	N;SG	V;MASC;PL;V.PTCP;ACT
lag	צוחקת	lag	צחק	N;SG	V;FEM;SG;V.PTCP;ACT
lag	לצחוק	lag	צחק	N;SG	V;NFIN;ACT
lag	צחק	lag	צחק	N;SG	PROPN
lag	צחוק	lag	צחוק	N;SG	PROPN
terre	טר	terr	טר		PROPN
clark	קלארק	clark	קלארק		PROPN
pascal	פסקל	pascal	פסקל		PROPN
saamsmelt	למזג	saamsmelt	מיזג	V;PRS	
saamsmelt	מיזוג	saamsmelt	מיזוג	V;PRS	
gewoonte	מנהג	gewoonte	מנהג	N;SG	
gewoonte	הרגל	gewoonte	הרגל	N;SG	PROPN
amptenaar	רשמי	amptenaar	רשמי	N;SG	ADJ;MASC;SG
amptenaar	רישמי	amptenaar	רישמי	N;SG	PROPN
obama	אובאמה	obama	אובאמה		PROPN
obama	אובמה	obama	אובמה		PROPN
wayne	ויין	wayn	ויין		PROPN
wayne	ווין	wayn	ווין		PROPN
wayne	וויין	wayn	מוויין		PROPN
oder	אודר	oder	אודר		PROPN
infrarooi	אינפרא	infrarooi	אינפרא	N;SG	
kommersieel	מסחרי	kommersieel	מסחרי	ADV	ADJ;MASC;SG
kommersieel	פרסומת	kommersieel	פרסומת	ADV	N;FEM;SG
verjaarsdag	יומולדת	verjaarsdag	יומולד	V;PRS	PROPN
karen	קארן	karen	קארן	N;SG	PROPN
tik	סוג	tik	סוג	V;PRS	N;MASC;SG
tik	הקלדה	tik	הקלדה	V;PRS	N;FEM;SG
marc	מארק	marc	מארק	PROPN;SG	PROPN
drome	חלומות	drom	חלום	V;PRS	N;MASC;PL
vertrou	אמון	vertrou	אמון	V;PRS	N;MASC;SG
vertrou	מהימן	vertrou	מהימן	V;PRS	N;MASC;SG
vertrou	בטחה	vertrou	בטח	V;PRS	PROPN
dominikaanse	הדומיניקנית	dominikaans	הדומיניקני	ADJ;NOM	PROPN
mededingers	מתחרים	mededinger	התחרה	N;PL	V;MASC;PL;V.PTCP
sapiens	ספיינס	sapiens	ספיינס		PROPN
zulu	זולו	zulu	זול	PROPN;SG	
castro	קסטרו	castro	קסטרו		PROPN
gepaste	נאות	pas	None	ADJ;NOM	
gepaste	יאה	pas	יאה	ADJ;NOM	
perm	סלסול	perm	סלסול	V;PRS	PROPN
steppe	ערבה	step	ערבה	N;PL	PROPN
steppe	הערבה	step	הערבה	N;PL	N;FEM;SG
steppe	סטפ	step	סטפ	N;PL	PROPN
tibettaanse	טיבטי	tibettaans	טיבטי	N;SG	PROPN
systems	מערכות	system	מערכת		N;FEM;PL
vesel	סיבים	vesel	סיב		N;MASC;PL
kevin	קווין	kevin	קווין		PROPN
polo	פולו	polo	פולו		PROPN
vertikaal	אנכית	vertikaal	אנכי		ADV
relevant	רלוונטיים	relevant	רלוונטיים		ADJ;MASC;PL
relevant	רלוונטית	relevant	רלוונטי		ADJ;FEM;SG
relevant	רלוונטי	relevant	רלוונטי		ADJ;MASC;SG
relevant	רלוונטיות	relevant	רלוונטיה		N;FEM;SG
raam	המסגרת	raam	המסגרת	V;PRS	PROPN
raam	מסגרת	raam	מסגרת	V;PRS	N;FEM;SG
draad	אשכול	draad	אשכול	N;SG	PROPN
venster	החלון	venster	החלון	N;SG	PROPN
kiel	קיל	kiel	קיל		PROPN
fleur	פלר	fleur	פלר		PROPN
newfoundland	ניופאונדלנד	newfoundland	ניופאונדלנד	N;SG	PROPN
gesteel	גנובה	steel	גנובה	V;PST;V.PTCP	
gesteel	גנוב	steel	גנוב	V;PST;V.PTCP	PROPN
gesteel	נגנב	steel	נגנב	V;PST;V.PTCP	
que	גחלים	que	גחל		N;MASC;PL
tacitus	טקיטוס	tacitus	טקיטוס	ADV	PROPN
passiewe	פסיבית	passief	פסיבי	DET;DEF	ADV
passiewe	פסיבי	passief	פסיבי	DET;DEF	ADJ;MASC;SG
gaius	גאיוס	gaius	גאיוס	N;SG	PROPN
versailles	ורסאי	versailles	ורסאי	N;PL	PROPN
wingerde	כרמים	wing	כרם	ADJ;NOM	PROPN
besoeker	אורח	besoeker	אורח	V;PRS	N;MASC;SG
besoeker	מבקר	besoeker	מבקר	V;PRS	N;MASC;SG
mons	מונס	mons	מונס		PROPN
noot	ביל	noot	ביל	N;SG	PROPN
noot	שביל	noot	שביל	N;SG	
maori	מאורי	maori	מאורי		PROPN
skoot	שוט	skoot	שוט	N;SG	
skoot	נורה	skoot	נורה	N;SG	V;MASC;SG;3;PST;MID
skoot	ירה	skoot	ירה	N;SG	V;MASC;SG;3;PST;ACT
katoliek	קתולי	katoliek	קתולי		PROPN
katoliek	קתולית	katoliek	קתולי		ADV
katoliek	קתולים	katoliek	קתולי		N;MASC;PL
nero	נירו	nero	נירה	PRO;NOM;SG;3	PROPN
nero	נרו	nero	נרה	PRO;NOM;SG;3	PROPN
morris	מוריס	morris	הוריס		PROPN
massas	גושים	massas	גוש		N;MASC;PL
massas	המונים	massas	המון		N;MASC;PL
kriminele	פושע	krimineel	פושע	ADJ;NOM	N;MASC;SG
kriminele	פושעת	krimineel	פושע	ADJ;NOM	N;FEM;SG
kriminele	פלילית	krimineel	פלילי	ADJ;NOM	ADV
gavin	גאווין	gavin	גאווין		PROPN
gavin	גווין	gavin	גווין		PROPN
wasili	וסילי	wasili	וסילי		PROPN
akwitanië	אקוויטניה	akwitanië	אקוויטניה		PROPN
volgehoue	המשיך	volhou	המשיך	ADJ;NOM	V;MASC;SG;3;PST;ACT
volgehoue	המשיכה	volhou	המשיך	ADJ;NOM	V;FEM;SG;3;PST;ACT
frankfort	פרנקפורט	frankfort	פרנקפורט	N;SG	PROPN
gevrees	חשש	gevrees	חשש		N;MASC;SG
kolonisasie	מטע	kolonisasie	מטע	N;SG	
languedoc	לנגדוק	languedoc	נגד		PROPN
geldige	תקף	geldig	תקף	ADJ;NOM	V;MASC;SG;3;PST;ACT
geldige	בתוקף	geldig	בתוקף	ADJ;NOM	
geldige	תקפה	geldig	תקפה	ADJ;NOM	N;FEM;SG
hot	חמה	hot	חם		PROPN
hot	שווה	hot	שווה		PROPN
missouri	מיזורי	missouri	מיזורי		PROPN
organe	איבר	organe	איבר	N;PL	N;MASC;SG
commander	מפקד	commander	מפקד		N;MASC;SG
commander	קומנדר	commander	קומנדר		PROPN
sekuriteit	סודית	sekuriteit	סודית	N;SG	ADV
sekuriteit	סוד	sekuriteit	סוד	N;SG	
reykjavik	רייקיאוויק	reykjavik	רייקיאוויק	N;SG	PROPN
virgin	בתול	virgin	בתול		PROPN
virgin	בתולה	virgin	בתולה		PROPN
maritieme	ימית	maritiem	ימית	ADJ;NOM	PROPN
harald	הארלד	harald	הארלד	N;SG	PROPN
tier	טייגר	tier	טייגר		PROPN
tier	טיגריס	tier	טיגריס		PROPN
evangeliese	האוונגליסטית	evangelies	האוונגליסטית	ADJ;NOM	ADV
skat	אומדן	skat	אומדן	V;PRS	N;MASC;SG
much	הרבה	much	הרבה		ADV
gesukkel	טרחה	gesukkel	טרחה	V;PST;V.PTCP	N;FEM;SG
napier	נאפייר	napier	נאפייר		PROPN
koeie	פרות	koeie	פרות	N;PL	
lloyd	לויד	lloyd	לויד		PROPN
grace	גרייס	grace	גרייס		PROPN
grace	חסד	grace	חסד		
ballet	בלט	ballet	בלט	N;SG	
sebastian	סבסטיאן	sebastian	סבסטיאן		PROPN
honda	הונדה	honda	הונדה		PROPN
khmer	הקמר	khmer	הקמר	PROPN;SG	PROPN
romantiek	רומנטיקה	romantiek	רומנטיקה		N
basketbal	כדורסל	basketbal	כדורסל	N;PL	N;MASC;SG
nood	צורך	nood	צורך	PRO	N;MASC;SG
nood	זקוקה	nood	זקוק	PRO	ADJ;FEM;SG
nood	צריך	nood	צריך	PRO	V;MASC;SG
nood	צריכה	nood	צריך	PRO	ADJ;FEM;SG
nood	זקוק	nood	None	PRO	ADJ;MASC;SG
kuiper	קויפר	kuiper	קויפר		PROPN
slim	חכמה	slim	חכמה		N;FEM;SG
slim	חכמים	slim	חכם		N;MASC;PL
insert	להפריע	insert	הפריע		V;NFIN;ACT
plastiek	פלסטיק	plastiek	פלסטיק	N;SG	PROPN
plastiek	פלסטיק	plastiek	פלסטיק	N;SG	PROPN
registreer	מנוי	registreer	מנוי	V;PRS	PROPN
registreer	רשום	registreer	רשם	V;PRS	PROPN
kognitiewe	קוגניטיבי	kognitief	קוגניטיבי	ADJ;NOM	N;MASC;SG
isabel	איזבל	isabel	איזבל		PROPN
halley	האלי	halley	האלי		PROPN
yorkshire	יורקשייר	yorkshier	יורקשייר	PROPN;SG	PROPN
malcolm	מלקולם	malcolm	מלקולם	PROPN;SG	PROPN
maui	מאווי	maui	מאווי		PROPN
zealand	זילנד	zealand	זילנד	PROPN;SG	PROPN
essex	אסקס	essex	אסקס		PROPN
blaar	עלה	blaar	עלה	N;SG	V;MASC;SG;3;PST;ACT
blaar	העלה	blaar	העלה	N;SG	V;MASC;SG;3;PST;ACT
herinneringe	זיכרונות	herinnering	זיכרון	N;SG	N;MASC;PL
herinneringe	זכרונות	herinnering	זכרון	N;SG	N;MASC;PL
herinneringe	הזיכרונות	herinnering	הזיכרונות	N;SG	N;MASC;PL
martha	מרתה	martha	מרתה		PROPN
vak	מגש	vak	מגש	N;SG	
gareth	גארת	gareth	גארת		PROPN
kaliningrad	קלינינגרד	kaliningrad	קלינינגרד		PROPN
diana	דיאנה	diana	דיאנה		PROPN
fame	תהילה	fame	תהילה		PROPN
fernando	פרננדו	fernando	פרננדו		PROPN
pool	קוטב	pool	קוטב		PROPN
rosa	רוסה	rosa	רוסה		PROPN
rosa	רוזה	rosa	רוזה		PROPN
lone	שכר	lone	שכר	N;PL	N;MASC;SG
mann	מאן	mann	מאן		PROPN
huxley	האקסלי	huxley	האקסלי		PROPN
frances	פרנסס	frances	פרנסס	PROPN;SG	PROPN
frances	פרנסיס	frances	פרנסיס	PROPN;SG	PROPN
mondelinge	אוראלי	mondeling	אוראלי	ADJ;NOM	PROPN
vierkantige	סקוור	vierkantig	סקוור	ADJ;NOM	PROPN
vierkantige	כיכר	vierkantig	כיכר	ADJ;NOM	PROPN
vierkantige	ריבוע	vierkantig	ריבוע	ADJ;NOM	PROPN
vierkantige	מרובע	vierkantig	מרובע	ADJ;NOM	PROPN
binnekort	בקרוב	binnekort	בקרוב		ADV
were	היו	were	היה		V;PL;3;POS;PST
koch	קוך	koch	קוך	PROPN;SG	PROPN
koch	קוץ	koch	קוץ	PROPN;SG	
pisa	פיזה	pisa	פיזה		PROPN
hoofweg	כביש	hoofweg	כביש	N;SG	PROPN
oorlewendes	שורדים	oorlewende	שרד	N;PL	V;MASC;PL;V.PTCP;ACT
oorlewendes	ניצולי	oorlewende	ניצול	N;PL	PROPN
prediker	קהלת	prediker	קהלה	N;SG	PROPN
mandaat	המנדט	mandaat	המנדט	N;SG	PROPN
alexandra	אלכסנדרה	alexandra	אלכסנדרה		PROPN
bestuurders	מנהלים	bestuurder	ניהל	N;PL	V;MASC;PL;V.PTCP;ACT
plasing	פוסט	plasing	פוסט	N;SG	PROPN
plasing	פרסם	plasing	פרסם	N;SG	V;MASC;SG;3;PST;ACT
wense	משאלות	wens	משאלה	PRO;SG;3	
vervanging	חילוף	vervanging	חילוף	V;PRS	N;MASC;SG
sigma	סיגמא	sigma	סגמא		PROPN
sigma	סיגמה	sigma	סיגמה		PROPN
vasco	ואסקו	vasco	ואסקו		PROPN
alliance	הברית	allianc	הברית		PROPN
alliance	ברית	allianc	ברית		N;FEM;SG
kronieke	כרוניקל	kroniek	כרוניקל	ADJ;NOM	PROPN
geraamde	מוערך	raam	הוערך	ADJ;NOM	V;MASC;SG;V.PTCP;PASS
geraamde	משוער	raam	משוער	ADJ;NOM	PROPN
honger	רעבים	honger	רעב	V;PRS	N;MASC;PL
honger	רעב	honger	רעב	V;PRS	N;MASC;SG
honger	רעבה	honger	רעבה	V;PRS	
jemen	תימן	jemen	None	PROPN;SG	PROPN
laos	לאוס	laos	לאוס	PROPN;SG	PROPN
niggie	דודן	niggie	דודן	N;SG	PROPN
niggie	אחיינית	niggie	אחייני	N;SG	PROPN
niggie	האחיינית	niggie	האחיין	N;SG	PROPN
omskakeling	המרה	omskakeling	המרה	N;SG	
tennessee	טנסי	tennessee	טנסי	PROPN;SG	PROPN
dokumentêr	תיעודי	dokumentêr	תעודי		PROPN
orlando	אורלנדו	orlando	אורלנדו	PROPN;SG	PROPN
holden	הולדן	holden	הולדן	PROPN;SG	PROPN
linda	לינדה	linda	לינדה		PROPN
hertogin	דוכסית	hertogin	דוכסי		PROPN
hertogin	הדוכסית	hertogin	הדוכסי		PROPN
gespesifiseer	שצוין	spesifiseer	שצוין	V;PST;V.PTCP	
seekoei	היפופוטם	seekoei	היפופוטם	N;SG	PROPN
funksionele	מתפקד	funksioneel	התפקד	ADJ;NOM	V;MASC;SG;V.PTCP
funksionele	פונקציונלי	funksioneel	פונקציונלי	ADJ;NOM	N
kelly	קלי	kelly	קלי		
sous	רוטב	sous	רוטב	N;SG	PROPN
weeklikse	שבועי	weekliks	שבועי	ADJ;NOM	N;MASC;SG
robbie	רובי	robbie	רובה		PROPN
estniese	אסטונית	estnies	אסטוני	ADJ;NOM	PROPN
nevada	נבדה	nevada	נבד	PROPN;SG	PROPN
nevada	נבאדה	nevada	נבאד	PROPN;SG	PROPN
aantreklike	מושכת	aantreklik	מושכה	ADJ;NOM	V;FEM;SG;V.PTCP;ACT
aantreklike	מושכות	aantreklik	מושכה	ADJ;NOM	V;FEM;PL;V.PTCP;ACT
aantreklike	מושך	aantreklik	משך	ADJ;NOM	V;MASC;SG;V.PTCP;ACT
wright	רייט	wright	רייט		PROPN
krities	קריטית	krities	קריטי	ADV	N
krities	קריטי	krities	קריטי	ADV	ADJ
krities	ביקורתי	krities	ביקורתי	ADV	ADJ;MASC;SG
prefek	פרפקט	prefek	פרפקט		PROPN
magiese	קסומים	magies	קסומים	ADJ;NOM	N;MASC;PL
magiese	קסום	magies	קסום	ADJ;NOM	
magiese	קסומה	magies	קסומה	ADJ;NOM	ADV
horus	הורוס	horus	הורוס	N;SG	PROPN
stempel	בול	stempel	בול	V;PRS	
stempel	חותמת	stempel	חותמת	V;PRS	N;FEM;SG
christ	המשיח	christ	המשיח		V;MASC;SG;3;PST;ACT
leningrad	לנינגרד	leningrad	לנינגרד	V;PRS	PROPN
staaf	רוד	staaf	רוד		PROPN
earl	ארל	earl	ארל		PROPN
search	חיפוש	search	חיפוש		N;MASC;SG
morfologie	מורפולוגיה	morfologie	מורפולוגיה		N;FEM;SG
else	אחר	else	אחר		ADP
jordan	ירדן	jordan	ירדן		PROPN
afgelaai	הורדת	aflaai	הורדה	V;PST;V.PTCP	N;FEM;SG
afgelaai	הורד	aflaai	הורד	V;PST;V.PTCP	PROPN
afgelaai	הורדה	aflaai	הורדה	V;PST;V.PTCP	N;FEM;SG
afgelaai	הורדות	aflaai	הורדה	V;PST;V.PTCP	N;FEM;PL
vrylik	בחופשיות	vrylik	בחופשיות	V;PRS	ADV
picasso	פיקאסו	picasso	פיקאסו		PROPN
opinie	הדעה	opinie	הדעה	N;SG	ADV
rjoerik	רוריק	rjoerik	רוריק		PROPN
operasionele	מבצעית	operasioneel	מבצעי	ADJ;NOM	ADV
waarborg	אחריות	waarborg	אחריות	V;PRS	N;FEM;SG
waarborg	ערובה	waarborg	ערובה	V;PRS	N;FEM;SG
skoene	הנעלה	skoen	הנעלה	N;PL	N;FEM;SG
brandewyn	ברנדי	brandewyn	ברנדי	N;SG	PROPN
bemarking	שיווק	bemarking	שיווק	N;SG	PROPN
myspace	מייספייס	myspace	מייספייס		PROPN
château	שאטו	château	שאט		PROPN
herzegowina	הרצגובינה	herzegowina	הרצגובינה		PROPN
base	בסיס	base	בסיס		N;MASC;SG
bryan	בראין	bryan	בראין		PROPN
bryan	בריאן	bryan	בריאן		PROPN
bryan	בראיין	bryan	בראיין		PROPN
zambezi	זמבזי	zambezi	זמבזי	PROPN;SG	PROPN
omsluit	גשר	omsluit	גשר	V;PRS	N;MASC;SG
umeå	אומאו	umeå	אומא	PROPN;SG	PROPN
geestelik	רוחנית	geestelik	רוחני	PRO	ADV
geestelik	רוחני	geestelik	רוחני	PRO	N;MASC;PL
geestelik	רוחניות	geestelik	רוחני	PRO	N;FEM;PL
gutenberg	גוטנברג	gutenberg	גוטנברג		PROPN
okt	באוקטובר	okt	באוקטובר	PROPN;SG	PROPN
louvre	הלובר	louvre	הלובר	N;PL	PROPN
plata	פלטה	plata	פלט	PROPN;SG	N;FEM;SG
africanus	אפריקנוס	africanus	אפריקנוס	N;SG	PROPN
afwesig	חסרה	afwesig	חסר		N;FEM;SG
afwesig	חסרים	afwesig	חסר		ADJ;MASC;PL
afwesig	געגועים	afwesig	געגוע		N;MASC;PL
afwesig	חסר	afwesig	חסר		ADJ;MASC;SG
icd	icd	icd	icd	N;SG	PROPN
alfonso	אלפונסו	alfonso	אלפונסו		PROPN
milner	מילנר	milner	מילנר	N;SG	PROPN
orion	אוריון	orion	אוריון		PROPN
ogg	ogg	ogg	ogg		PROPN
movement	תנועה	movement	תנועה		N;FEM;SG
scotia	סקוטיה	scotia	סקוטיה	PROPN;SG	PROPN
molekule	מולקולה	molekual	מולקולה	N;PL	N;FEM;SG
alba	אלבה	alba	אלבה		PROPN
mini	מיני	mini	מין	N;SG	
kabel	כבלים	kabel	כבל	N;SG	N;MASC;PL
kabel	כבל	kabel	כבל	N;SG	PROPN
igor	איגור	igor	איגור		PROPN
voorvaders	אבותינו	voorvader	אבותינו	N;PL	PROPN
eksklusiewe	בבלעדיות	eksklusief	בבלעדיות	ADJ;NOM	N;FEM;PL
eksklusiewe	בלעדי	eksklusief	בלעדי	ADJ;NOM	PROPN
eksklusiewe	בלעדיות	eksklusief	בלעדי	ADJ;NOM	N;FEM;PL
wallace	וואלאס	wallace	וואלאס		PROPN
wallace	וואלס	wallace	וואלס		PROPN
wallace	וולאס	wallace	וולאס		PROPN
