और	и	और	и		CONJ
बिल्ली	кпп	बिल्ली	кппа	PROPN;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
बिल्ली	кошка	बिल्ली	кошка	PROPN;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
बिल्ली	cat	बिल्ली	cat	PROPN;NOM;FEM;SG;3	PROPN
क्षुद्रग्रह	астероидов	क्षुद्रग्रह	астероид	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
आसमान	sky	आसमान	sky	N;NOM;MASC;SG;3	PROPN
आसमान	скай	आसमान	скай	N;NOM;MASC;SG;3	INTJ
आसमान	неба	आसमान	небо	N;NOM;MASC;SG;3	N;INAN;GEN;NEUT;SG
आसमान	небеса	आसमान	небес	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
मिनी	mini	मिनी	mini	N;NOM;MASC;SG;3	PROPN
मिनी	мини	मिनी	мин	N;NOM;MASC;SG;3	
क्रियाएँ	деятельность	क्रिया	деятельность	N;NOM;FEM;PL;3	N;INAN;NOM;FEM;SG
क्रियाएँ	активность	क्रिया	активность	N;NOM;FEM;PL;3	N;INAN;NOM;FEM;SG
क्रियाएँ	деятельность	क्रिया	деятельность	N;NOM;FEM;PL;3	N;INAN;NOM;FEM;SG
वैली	уолли	वैला	учелть		N;ANIM;NOM;MASC;SG
याचिका	петиции	याचिका	петиция	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
याचिका	петицию	याचिका	петиция	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
स्नेह	привязанность	स्नेह	привязанность		N;INAN;NOM;FEM;SG
जैक्सन	джексон	जैक्सन	джексон	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
चोर	чор	चोर	чор	N;NOM;MASC;SG;3	
चोर	воров	चोर	вор	N;NOM;MASC;SG;3	N;ANIM;GEN;MASC;PL
चोर	воры	चोर	вор	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
कॉपी	скопировал	कॉपी	попировать		V;PFV;MASC;IND;SG;PST;FIN;ACT
कॉपी	копирование	कॉपी	копирование		N;INAN;NOM;NEUT;SG
कॉपी	скопировать	कॉपी	копировать		V;PFV;NFIN;ACT
कॉपी	копировать	कॉपी	копировать		V;IPFV;NFIN;ACT
कॉपी	копия	कॉपी	копия		N;INAN;NOM;FEM;SG
कॉपी	копии	कॉपी	копия		N;INAN;NOM;FEM;PL
कॉपी	копий	कॉपी	копия		N;INAN;GEN;FEM;PL
कॉपी	экземпляры	कॉपी	экземпляр		N;INAN;NOM;MASC;PL
डाइऑक्साइड	диоксида	डाइऑक्साइड	диоксид	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
केप	плащ	केप	плащ	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
केप	мыс	केप	мы	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मौसमी	сезонных	मौसमी	сезонный	PROPN;NOM;SG;3	ADJ;GEN;PL
भेजी	отправлено	भेज	отправить	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
भेजी	отправили	भेज	отправить	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;IND;PL;PST;FIN;ACT
कमेटी	комитета	कमेटी	комитет	N;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
दोस्ती	дружбы	दोस्ती	дружба	N;NOM;FEM;SG;3	N;INAN;GEN;FEM;SG
बम्बई	бомбей	बम्बई	бомбя	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
एयरबस	airbus	एयरबस	airbus	N;NOM;MASC;SG;3	PROPN
सील	печать	सील	печать		N;INAN;NOM;FEM;SG
आभासी	виртуальная	आभासी	виртуальный	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
आभासी	виртуальные	आभासी	виртуальный	N;NOM;MASC;SG;3	ADJ;NOM;PL
आभासी	виртуальный	आभासी	виртуальный	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
सलीम	салим	सलीम	сальм	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
नक्काशी	резьбой	नक्काशी	резьба	N;NOM;FEM;SG;3	N;INAN;INS;FEM;SG
विचलन	отклонения	विचलन	отклонение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
डबिंग	озвучке	डबिंग	озвучка	PROPN;NOM;MASC;SG;3	N;INAN;DAT;FEM;SG
डेविस	дэвис	डेविस	дэвис	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
होस्ट	принимающих	होस्ट	принимать	N;NOM;MASC;SG;3	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
होस्ट	принимающая	होस्ट	принимать	N;NOM;MASC;SG;3	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
होस्ट	организаторы	होस्ट	организатор	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
जलाशय	бассейна	जलाशय	бассейн	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
ऋणात्मक	негативных	ऋणात्मक	негативный	N;NOM;MASC;SG;3	ADJ;GEN;PL
ऋणात्मक	отрицательный	ऋणात्मक	отрицательный	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
ऋणात्मक	отрицательные	ऋणात्मक	отрицательный	N;NOM;MASC;SG;3	ADJ;NOM;PL
ऋणात्मक	отрицательно	ऋणात्मक	отрицательно	N;NOM;MASC;SG;3	ADV
ऋणात्मक	негативные	ऋणात्मक	негативный	N;NOM;MASC;SG;3	ADJ;NOM;PL
ऋणात्मक	отрицательное	ऋणात्मक	отрицательный	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
जवान	янг	जवान	янг	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
जवान	молодая	जवान	молодой	N;NOM;MASC;PL;3	ADJ;NOM;FEM;SG
जवान	молодые	जवान	молодой	N;NOM;MASC;PL;3	ADJ;NOM;PL
जवान	young	जवान	young	N;NOM;MASC;PL;3	PROPN
जवान	молодых	जवान	молодой	N;NOM;MASC;PL;3	ADJ;GEN;PL
जवान	молодой	जवान	молодой	N;NOM;MASC;PL;3	ADJ;NOM;MASC;SG
सूफी	суфи	सूफी	суфи	PROPN;NOM;MASC;SG;3	
डॉग	собака	डॉग	собака	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
डॉग	пес	डॉग	пес	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
डॉग	пёс	डॉग	пёс	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
टूल	инструменты	टूल	инструмент	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
टैक्सी	taxi	टैक्सी	taxi	N;NOM;FEM;SG;3	PROPN
अचल	недвижимого	अचल	недвижимый		ADJ;GEN;MASC;SG
अचल	недвижимое	अचल	недвижимый		ADJ;NOM;NEUT;SG
सूरा	главу	सूरा	глава	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
पेरू	перу	पेरू	перо	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
भूरा	браун	भूरा	браун	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
भूरा	коричневые	भूरा	коричневый	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
भूरा	коричневый	भूरा	коричневый	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
यूनिक्स	unix	यूनिक्स	unix	PROPN;NOM;MASC;SG;3	PROPN
गार्ड	охранники	गार्ड	охранник	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
गार्ड	охранников	गार्ड	охранник	N;NOM;MASC;SG;3	N;ANIM;GEN;MASC;PL
रेलमार्ग	railroad	रेलमार्ग	railroad	N;NOM;MASC;SG;3	PROPN
बेसिक	базовые	बेसिक	базовый	PROPN;NOM;SG;3	ADJ;NOM;PL
बेसिक	основные	बेसिक	основной	PROPN;NOM;SG;3	ADJ;NOM;PL
बेसिक	базовый	बेसिक	базовый	PROPN;NOM;SG;3	ADJ;NOM;MASC;SG
बेसिक	базовая	बेसिक	базовый	PROPN;NOM;SG;3	ADJ;NOM;FEM;SG
बेसिक	basic	बेसिक	basic	PROPN;NOM;SG;3	PROPN
फेडरेशन	федерации	फेडरेशन	федерация	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
रस्सी	веревку	रस्सी	веревка	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
क्रीम	сливки	क्रीम	сливки	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
अलास्का	аляска	अलास्का	аляска	PROPN;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
शुद्धता	целомудрие	शुद्धता	целомудрий	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
शुद्धता	целомудрия	शुद्धता	целомудрия	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
शुद्धता	точности	शुद्धता	точность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
रुद्र	рудра	रुद्र	рудро	PROPN;NOM;MASC;SG;3	
शिशुओं	малыши	शिशू	малыш	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
शिशुओं	детки	शिशू	детка	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
शिशुओं	дети	शिशू	ребенок	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
विश्वव्यापी	worldwide	विश्वव्यापी	worldwide	N;NOM;MASC;SG;3	PROPN
लेनी	лени	ले	лень	V;FEM;NFIN;ACT	N;INAN;GEN;FEM;SG
देह	body	देह	body		PROPN
देह	тела	देह	тело		N;INAN;NOM;NEUT;PL
देह	тело	देह	тело		N;INAN;NOM;NEUT;SG
जौ	ячмень	जौ	ячмень		N;INAN;NOM;MASC;SG
युवावस्था	молодежи	युवावस्था	молодежь	N;NOM;FEM;SG;3	N;INAN;GEN;FEM;SG
स्टाइल	style	स्टाइल	style	N;NOM;MASC;SG;3	PROPN
रेड्डी	редди	रेड्डी	редди	PROPN;NOM;SG;3	
गुरुकुल	семинарии	गुरुकुल	семинария	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
लौटे	вернулся	लौट	вернуться	V;PFV;MASC;PL;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;MID
लौटे	возвращено	लौट	возвратить	V;PFV;MASC;PL;V.PTCP;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
कारखानों	заводы	कारखाना	завод	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
कारखानों	фабрики	कारखाना	фабрика	N;ACC;MASC;PL;3	N;INAN;NOM;FEM;PL
कारखानों	фабрик	कारखाना	фабрика	N;ACC;MASC;PL;3	N;INAN;GEN;FEM;PL
ढांचा	рамки	ढांचा	рамка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
ढांचा	рамку	ढांचा	рамка	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
ढांचा	рамки	ढांचा	рамка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
मजदूरी	заработная	मजदूरी	заработный	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
विस्थापन	перемещения	विस्थापन	перемещение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
कठिनाइयों	трудности	कठिनाई	трудность	N;ACC;FEM;PL;3	N;INAN;NOM;FEM;PL
चैन	чан	चैन	чан		PART
चैन	тян	चैन	тян		N;INAN;NOM;FEM;SG
चैन	цепочку	चैन	цепочка		N;INAN;ACC;FEM;SG
चैन	цепочка	चैन	цепочка		N;INAN;NOM;FEM;SG
चैन	цепь	चैन	цепь		N;INAN;NOM;FEM;SG
प्रतीकों	символов	प्रतीक	символ	N;ACC;MASC;PL;3	N;INAN;GEN;MASC;PL
प्रतीकों	символы	प्रतीक	символ	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
भ्रष्ट	повреждены	भ्रष्ट	повредить	PROPN;NOM;MASC;SG;3	V;PFV;PL;PST;V.PTCP;PASS
अभियान्त्रिकी	инженерии	अभियान्त्रिकी	инженерия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
सामंजस्य	гармонию	सामंजस्य	гармония	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
सामंजस्य	гармонии	सामंजस्य	гармония	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
पैक	пакеты	पैक	пакет	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
पैक	стаи	पैक	стая	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
पिक्चर	pixar	पिक्चर	pixar	N;NOM;MASC;SG;3	PROPN
इराक़	ирак	इराका	ирак	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
वाइन	вина	वाइन	вино		N;INAN;NOM;NEUT;SG
वाइन	вино	वाइन	вино		N;INAN;NOM;NEUT;SG
फारस	персии	फारस	персия	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
शतरंज	шахматы	शतरंज	шахматы	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
गर्भपात	аборты	गर्भपात	аборт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
गर्भपात	абортов	गर्भपात	аборт	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
छावनी	расквартирования	छावनी	расквартирование	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;PL
ग्रीष्म	саммерс	ग्रीष्म	саммерс		N;ANIM;NOM;MASC;SG
ग्रीष्म	лето	ग्रीष्म	лето		N;INAN;NOM;NEUT;SG
ग्रीष्म	summer	ग्रीष्म	summer		PROPN
ग्रीष्म	саммер	ग्रीष्म	саммер		N;INAN;NOM;FEM;SG
ग्रीष्म	летний	ग्रीष्म	летний		ADJ;NOM;MASC;SG
बेल्ट	ремни	बेल्ट	ремень		N;INAN;NOM;MASC;PL
बेल्ट	пояса	बेल्ट	пояс		N;INAN;NOM;MASC;PL
बेल्ट	ремень	बेल्ट	ремень		N;INAN;NOM;MASC;SG
बेल्ट	пояса	बेल्ट	пояс		N;INAN;NOM;MASC;PL
बेल्ट	пояс	बेल्ट	пояс		N;INAN;NOM;MASC;SG
पुजारी	священника	पुजारी	священник	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
खां	хан	खाँ	хан	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
मीना	мина	मीना	мина	PROPN;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
एनीमेशन	анимации	एनीमेशन	анимация	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
एनीमेशन	оптимизации	एनीमेशन	оптимизация	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
एनीमेशन	анимации	एनीमेशन	анимация	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
नॉन	non	नॉन	non		PROPN
समस्याएँ	проблем	समस्या	проблема	N;NOM;FEM;PL;3	N;INAN;GEN;FEM;PL
एलिजाबेथ	елизавета	एलिजाबेथ	елизавет	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
एलिजाबेथ	элизабет	एलिजाबेथ	элизабет	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
डिएगो	диего	डिएगो	дие	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
रांची	ранчи	रांची	ранчи	PROPN;NOM;MASC;SG;3	
पैट्रिक	патрика	पैट्रिक	патрика	PROPN;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
पैट्रिक	патрик	पैट्रिक	патрик	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
विक्टर	виктор	विक्टर	виктор	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
मित्रता	дружбы	मित्रता	дружба	N;NOM;FEM;SG;3	N;INAN;GEN;FEM;SG
यूरेनियम	уран	यूरेनियम	уран	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
श्रद्धांजलि	должное	श्रद्धांजलि	должный	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
ड्रीम	сон	ड्रीम	сон	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
ड्रीम	dream	ड्रीम	dream	PROPN;NOM;MASC;SG;3	PROPN
ड्रीम	мечта	ड्रीम	мечта	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
तुरन्त	немедленно	तुरन्त	немедленно		ADV
तुरन्त	незамедлительно	तुरन्त	незамедлительно		ADV
तुरन्त	моментально	तुरन्त	моментально		ADV
तुरन्त	мгновенно	तुरन्त	мгновенно		ADV
क्लबों	club	क्लब	club	N;ACC;MASC;PL;3	PROPN
क्लबों	клуб	क्लब	клуб	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;SG
सरसों	горчица	सरस	горчица	N;ACC;MASC;PL;3	N;INAN;NOM;FEM;SG
वार्नर	warner	वार्नर	warner	PROPN;NOM;MASC;SG;3	PROPN
सिस्टम्स	систем	सिस्टम	система	N;NOM;MASC;PL;3	N;INAN;GEN;FEM;PL
चलना	прогулки	चल	прогулка	V;MASC;NFIN;ACT	N;INAN;NOM;FEM;PL
चलना	пройтись	चल	пройтись	V;MASC;NFIN;ACT	V;PFV;NFIN;MID
चलना	прогулка	चल	прогулка	V;MASC;NFIN;ACT	N;INAN;NOM;FEM;SG
चलना	пешком	चल	пешком	V;MASC;NFIN;ACT	ADV
धुन	мелодию	धुन	мелодия	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
समितियों	комитеты	समिति	комитет	N;ACC;FEM;PL;3	N;INAN;NOM;MASC;PL
मसाले	специи	मसाला	специя	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
लेबनान	ливан	लेबनान	ливан	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
लेबनान	ливана	लेबनान	ливан	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
लेबनान	ливане	लेबनान	ливан	PROPN;NOM;MASC;SG;3	N;INAN;DAT;MASC;SG
नौका	яхты	नौका	яхта	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
नौका	яхту	नौका	яхта	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
नौका	лодке	नौका	лодка	N;NOM;FEM;SG;3	N;INAN;DAT;FEM;SG
नौका	лодку	नौका	лодка	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
शैवाल	водоросли	शैवाल	водоросль	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
प्रचारक	промоутеры	प्रचारक	промоутер	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
