bmw	bmw	bmw	bmw	N;INDF;MASC+FEM;SG	PROPN;NOM
udsatte	zurückgestellt	udsat	zurückstellen	ADJ;PL	V;V.PTCP
udsatte	aufgeschoben	udsat	aufschieben	ADJ;PL	V;V.PTCP
udsatte	vertagt	udsat	vertagen	ADJ;PL	V;V.PTCP
udsatte	verschoben	udsat	verschieben	ADJ;PL	V;V.PTCP
udsatte	zurückgestellt	udsat	zurückstellen	ADJ;PL	V;V.PTCP
craig	craig	craig	craig		PROPN;SG
beregninger	kalkulation	beregning	kalkulation	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
beregninger	berechnung	beregning	berechnung	N;INDF;MASC+FEM;PL	ADJ
beregninger	berechnungen	beregning	berechnung	N;INDF;MASC+FEM;PL	V;NFIN
varieret	verschieden	variere	verschieden	V;INDF;SG;PST;V.PTCP	ADJ
varieret	abwechslungsreich	variere	abwechslungsreich	V;INDF;SG;PST;V.PTCP	ADJ
varieret	vielfältig	variere	vielfältig	V;INDF;SG;PST;V.PTCP	ADJ
varieret	unterschiedlich	variere	unterschiedlich	V;INDF;SG;PST;V.PTCP	ADJ
varieret	abwechslungsreiche	variere	abwechslungsreich	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
stjernen	sternchen	stjerne	sternch	N;DEF;MASC+FEM;SG	
stjernen	star	stjerne	Star	N;DEF;MASC+FEM;SG	PROPN
stjernen	sterne	stjerne	stern	N;DEF;MASC+FEM;SG	
stjernen	stern	stjerne	stern	N;DEF;MASC+FEM;SG	
håndværkere	handwerkern	håndværker	handwerkern	N;INDF;NEUT;PL	V;NFIN
håndværkere	handwerker	håndværker	handwerker	N;INDF;NEUT;PL	ADJ
håndværkere	handwerkern	håndværker	handwerkern	N;INDF;NEUT;PL	V;NFIN
håndværkere	handwerker	håndværker	handwerker	N;INDF;NEUT;PL	ADJ
kalk	calcium	kalk	calcium	N;INDF;NEUT;SG	
kalk	kalzium	kalk	kalzium	N;INDF;NEUT;SG	
kalk	kalk	kalk	kalk	N;INDF;NEUT;SG	
distribution	vertrieb	distribution	vertreiben	N;INDF;MASC+FEM;SG	
distribution	aufteilung	distribution	aufteilung	N;INDF;MASC+FEM;SG	ADJ;SG
bonn	bonn	bonn	bonn	PROPN	PROPN;NOM;NEUT;SG
smal	schmale	smal	schmal	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
mekaniske	mechanisches	mekanisk	mechanisch	ADJ;PL	ADJ;NOM;NEUT;SG
litterær	literarische	litterær	literarisch	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
fylde	füllung	fylde	füllung	V;NFIN;ACT	N;SG
fylde	fülle	fylde	füllen	V;NFIN;ACT	
dokumentar	dokumentarfilm	dokumentar	dokumentarfilm	N;INDF;NEUT;SG	PROPN
dokumentar	doku	dokumentar	doku	N;INDF;NEUT;SG	
farvande	wasser	farvand	wasser	N;INDF;NEUT;PL	N;NOM;NEUT;SG
farvande	waters	farvand	waters	N;INDF;NEUT;PL	PROPN;NOM;SG
farvande	gewässern	farvand	gewäßtern	N;INDF;NEUT;PL	V;NFIN
farvande	gewässer	farvand	gewässer	N;INDF;NEUT;PL	
platforme	plattformen	platform	plattformen	N;INDF;MASC+FEM;PL	ADJ
platforme	plattform	platform	plattform	N;INDF;MASC+FEM;PL	ADJ
gener	belästigung	gen	belästigung	N;INDF;NEUT;PL	ADJ
gener	ärgernis	gen	ärgernis	N;INDF;NEUT;PL	ADJ
gener	gene	gen	gen	N;INDF;NEUT;PL	
gener	genen	gen	genen	N;INDF;NEUT;PL	
generaler	generals	general	generals	N;INDF;MASC+FEM;PL	
teatre	theater	teater	theat	N;INDF;NEUT;PL	N;NOM;SG
teatre	kinos	teater	kinos	N;INDF;NEUT;PL	
teatre	theater	teater	theat	N;INDF;NEUT;PL	N;NOM;SG
flytning	bewegen	flytning	bewegen	N;INDF;MASC+FEM;SG	V;NFIN
flytning	verschieben	flytning	verscheiben	N;INDF;MASC+FEM;SG	V;NFIN
flytning	bewegt	flytning	bewegen	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
flytning	umzüge	flytning	umzügen	N;INDF;MASC+FEM;SG	
flytning	verlegung	flytning	verlegung	N;INDF;MASC+FEM;SG	V
flytning	bewegung	flytning	bewegung	N;INDF;MASC+FEM;SG	
flytning	bewegungsfreiheit	flytning	bewegungsfreiheit	N;INDF;MASC+FEM;SG	ADJ
flytning	bewegungen	flytning	bewegungen	N;INDF;MASC+FEM;SG	V;NFIN
flytning	freizügigkeit	flytning	Freizügigkeit	N;INDF;MASC+FEM;SG	
munke	mönchen	munke	mönchen	N;INDF;MASC+FEM;PL	
munke	mönche	munke	mönch	N;INDF;MASC+FEM;PL	
mexicansk	mexikanische	mexicansk	mexikanisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
mexicansk	mexikanischen	mexicansk	mexikanisch	ADJ;INDF;SG	ADJ;NOM;MASC;PL
dtu	dtu	dtu	dtu	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
gottlieb	gottlieb	gottlie	gottlei	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
jung	jung	jung	jung		ADJ
sheffield	sheffield	sheffield	sheffield		PROPN
offensiven	offensiv	offensiv	offensiv	N;DEF;MASC+FEM;SG	ADJ
offensiven	beleidigend	offensiv	beleidigend	N;DEF;MASC+FEM;SG	ADJ
offensiven	offensive	offensiv	offensiv	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;PL
truman	truman	truman	truman		PROPN;NOM;MASC;SG
turnerede	tournee	turnere	tournen	V;IND;PST;FIN;ACT	
harbor	harbor	harbor	harbor		PROPN;NOM;SG
harbor	hafen	harbor	hafen		
harbor	hafens	harbor	hafens		
elektroner	elektronen	elektrone	elektron	N;INDF;MASC+FEM;PL	
påstande	forderungen	påstande	forderung	N;INDF;MASC+FEM;PL	V;NFIN
påstande	behauptungen	påstande	behauptehen	N;INDF;MASC+FEM;PL	V;NFIN
påstande	ansprüche	påstande	ansprechen	N;INDF;MASC+FEM;PL	
påstande	vorwürfe	påstande	vorwürfen	N;INDF;MASC+FEM;PL	ADJ
påstande	behauptungen	påstande	behauptehen	N;INDF;MASC+FEM;PL	V;NFIN
påstande	zusicherungen	påstande	zusicherung	N;INDF;MASC+FEM;PL	V;NFIN
påstande	behauptungen	påstande	behauptehen	N;INDF;MASC+FEM;PL	V;NFIN
påstande	aussagen	påstande	aussagen	N;INDF;MASC+FEM;PL	V;NFIN
riges	reichs	rig	reichs	ADJ;GEN	PROPN
riges	reiches	rig	reich	ADJ;GEN	ADJ;NOM;NEUT;SG
eftermiddagen	nachmittags	eftermiddag	nachmittags	N;DEF;MASC+FEM;SG	ADV
eftermiddagen	nachmittag	eftermiddag	nachmittag	N;DEF;MASC+FEM;SG	ADV
wisconsin	wisconsin	wisconsin	wisconsin	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
crystal	crystal	crystal	crystal		PROPN
crystal	kristalle	crystal	kristall		ADJ;NOM
crystal	kristall	crystal	kristall		
vedligeholdelse	unterhalt	vedligeholdelse	unterhalt	N;INDF;MASC+FEM;SG	
vedligeholdelse	instandhaltung	vedligeholdelse	instandhaltung	N;INDF;MASC+FEM;SG	ADJ
vedligeholdelse	pflege	vedligeholdelse	pfleg	N;INDF;MASC+FEM;SG	
sid	sid	sid	sid	N;INDF;MASC+FEM;SG	
homo	homo	homo	homo		PROPN
malcolm	malcolm	malcolm	malcolm		PROPN;NOM;SG
perfekt	perfect	perfekt	perfecen	ADJ;INDF;SG	PROPN
fugtige	feuchten	fugtig	feucht	ADJ;PL	V;FIN
fugtige	feuchte	fugtig	feucht	ADJ;PL	ADJ;NOM;SG
fugtige	feuchten	fugtig	feucht	ADJ;PL	V;FIN
fugtige	feuchte	fugtig	feucht	ADJ;PL	ADJ;NOM;SG
cat	katze	cat	katz		
cat	kater	cat	Kater		
cat	katzen	cat	katzen		N;NOM;PL
cat	cat	cat	cat		
seere	zuschauer	seer	zuschauer	N;INDF;MASC+FEM;PL	ADV
seere	aufrufe	seer	aufrufen	N;INDF;MASC+FEM;PL	
seere	zuschauern	seer	zuschauern	N;INDF;MASC+FEM;PL	
seere	betrachter	seer	betrachter	N;INDF;MASC+FEM;PL	ADJ
sild	hering	sild	hering	N;INDF;MASC+FEM;PL	
udfald	ergebnis	udfald	ergebnis	N;INDF;NEUT;SG	ADJ
udfald	resultate	udfald	resultat	N;INDF;NEUT;SG	
udfald	ergebnisse	udfald	ergebnis	N;INDF;NEUT;SG	N;NOM;NEUT;PL
udfald	ergebnis	udfald	ergebnis	N;INDF;NEUT;SG	ADJ
udfald	ergebnissen	udfald	ergebneißen	N;INDF;NEUT;SG	V;NFIN
persisk	persische	persisk	persisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
persisk	perser	persisk	pers	ADJ;INDF;SG	
forudsætning	voraussetzung	forudsætning	voraussetzung	N;INDF;MASC+FEM;SG	
forudsætning	vorbedingung	forudsætning	vorbedingung	N;INDF;MASC+FEM;SG	ADJ
forudsætning	voraussetzung	forudsætning	voraussetzung	N;INDF;MASC+FEM;SG	
forudsætning	prämisse	forudsætning	prämisse	N;INDF;MASC+FEM;SG	
forudsætning	voraussetzung	forudsætning	voraussetzung	N;INDF;MASC+FEM;SG	
forudsætning	vorbedingung	forudsætning	vorbedingung	N;INDF;MASC+FEM;SG	ADJ
forudsætning	grundvoraussetzung	forudsætning	grundvoraussetzung	N;INDF;MASC+FEM;SG	ADJ
hovedperson	hauptfigur	hovedperson	hauptfigur	N;INDF;MASC+FEM;SG	ADJ
hovedperson	protagonist	hovedperson	protagonist	N;INDF;MASC+FEM;SG	ADJ
hovedperson	protagonisten	hovedperson	protagonisten	N;INDF;MASC+FEM;SG	
wanderers	wanderers	wandere	wanderers	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
commonwealth	commonwealth	commonwealth	commonwealth		ADJ
kunstig	künstliche	kunstig	künstlich	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
dos	dos	dos	dos		
fods	foot	fod	foot	N;INDF	PROPN;NOM;SG
fods	fuß	fod	faß	N;INDF	ADJ
fods	fuss	fod	fassen	N;INDF	
oregon	oregon	oregon	oregon		PROPN;NOM;SG
bordeaux	bordeaux	bordeaux	bordeaux		PROPN
fænomenet	erscheinung	fænomene	Erscheinung	N;DEF;NEUT;SG	ADJ
fænomenet	phänomen	fænomene	phänom	N;DEF;NEUT;SG	V;NFIN
earl	earl	earl	earl		PROPN;NOM;MASC;SG
earl	earls	earl	earls		PROPN;NOM;SG
dramatiker	dramatiker	dramatiker	dramatiker	N;INDF;MASC+FEM;SG	ADJ
bæres	erschöpft	bære	erschöpfen	V;IND;PRS;FIN;PASS	ADJ;V.PTCP
bæres	getragene	bære	getragen	V;IND;PRS;FIN;PASS	ADJ;NOM
fotos	fotografien	fotos	fotografien	N;INDF;NEUT;PL	
fotos	fotos	fotos	fotos	N;INDF;NEUT;PL	
fotos	bildergalerie	fotos	bildergalerie	N;INDF;NEUT;PL	ADJ
fotos	fotografien	fotos	fotografien	N;INDF;NEUT;PL	
fotos	fotos	fotos	fotos	N;INDF;NEUT;PL	
stage	stufe	stage	stufen	N;INDF;MASC+FEM;SG	ADJ
stage	bühnen	stage	bühnen	N;INDF;MASC+FEM;SG	N;NOM;PL
stage	stage	stage	stage	N;INDF;MASC+FEM;SG	
skovgaard	skovgaard	skovgaard	skovgaard		ADJ
mistanke	verdacht	mistanke	verdachen|verdenken	N;INDF;MASC+FEM;SG	V;V.PTCP
mistanke	misstrauen	mistanke	misstrauen	N;INDF;MASC+FEM;SG	V;NFIN
mistanke	verdächtige	mistanke	verdächtige	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
mistanke	verdacht	mistanke	verdachen|verdenken	N;INDF;MASC+FEM;SG	V;V.PTCP
mistanke	verdächtigen	mistanke	verdächtigen	N;INDF;MASC+FEM;SG	ADJ
mistanke	verdächtig	mistanke	verdächtig	N;INDF;MASC+FEM;SG	ADJ
mistanke	verdächtiger	mistanke	verdächtiger	N;INDF;MASC+FEM;SG	ADJ
mistanke	vermutet	mistanke	vermuten	N;INDF;MASC+FEM;SG	V;V.PTCP
mistanke	verdacht	mistanke	verdachen|verdenken	N;INDF;MASC+FEM;SG	V;V.PTCP
mistanke	vermutete	mistanke	vermuten	N;INDF;MASC+FEM;SG	V;IND;SG;3;PST;FIN
mistanke	verdächtig	mistanke	verdächtig	N;INDF;MASC+FEM;SG	ADJ
mistanke	verdächtigt	mistanke	verdächtigen	N;INDF;MASC+FEM;SG	V;V.PTCP
mistanke	verdacht	mistanke	verdachen|verdenken	N;INDF;MASC+FEM;SG	V;V.PTCP
mistanke	misstrauen	mistanke	misstrauen	N;INDF;MASC+FEM;SG	V;NFIN
digitalt	digitalkamera	digitalt	digitalkamera	ADJ;INDF;NEUT;SG	
digitalt	digitale	digitalt	digital	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
antager	vorausgesetzt	antage	voraussetzen	V;IND;PRS;FIN;ACT	ADJ
paradis	paradise	paradis	paradise	N;INDF;NEUT;SG	PROPN
svømmer	schwimmbad	svømme	schwimmbad	V;IND;PRS;FIN;ACT	ADJ
svømmer	schwimmer	svømme	schwimmer	V;IND;PRS;FIN;ACT	ADJ
maine	maine	maine	mainen	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
helikoptere	helikopter	helikopter	helikopter	N;INDF;MASC+FEM;PL	ADJ
helikoptere	hubschrauber	helikopter	hubschrauber	N;INDF;MASC+FEM;PL	ADJ
afgrænset	definierten	afgrænse	definiert	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
afgrænset	abgegrenzte	afgrænse	abgegrenzt	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
afgrænset	abgegrenzten	afgrænse	abgegrenzt	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
afgrænset	begrenzt	afgrænse	begrenzen	V;INDF;SG;PST;V.PTCP	ADJ
moderat	mäßige	moderat	mäßig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
moderat	moderate	moderat	moderat	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
malling	malling	malling	malling		
brændende	brenn	brænde	brenn	V;PRS;V.PTCP	
brændende	verbrennung	brænde	verbrennung	V;PRS;V.PTCP	N;NOM;FEM;SG
brændende	burning	brænde	burningen	V;PRS;V.PTCP	PROPN
friends	freundeskreis	friends	freundeskreis	V;PRS;V.PTCP	ADJ
friends	freundinnen	friends	freundinnen	V;PRS;V.PTCP	N;NOM;PL
friends	friends	friends	friends	V;PRS;V.PTCP	PROPN
friends	freunde	friends	freund	V;PRS;V.PTCP	N;NOM;PL
købmænd	kaufleute	købmand	kaufleut	N;INDF;MASC+FEM;PL	ADJ;NOM;PL
dedikeret	engagiert	dedikere	engagiert	V;INDF;SG;PST;V.PTCP	ADJ;V.PTCP
dedikeret	engagierten	dedikere	engagiert	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
dedikeret	widmet	dedikere	widmen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
kontinent	kontinent	kontinent	kontinent	N;INDF;NEUT;SG	
baser	grundlagen	base	grundlagen	N;INDF;MASC+FEM;PL	V;NFIN
baser	stützpunkte	base	stützpunkt	N;INDF;MASC+FEM;PL	ADJ;PL
baser	basen	base	base	N;INDF;MASC+FEM;PL	
gemt	verborgene	gemme	verborgen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
gemt	verborgen	gemme	verborgen	V;INDF;SG;PST;V.PTCP	ADJ
gemt	versteckt	gemme	verstecken	V;INDF;SG;PST;V.PTCP	ADJ
oplyste	lit	oplyse	lit	V;IND;PST;FIN;ACT	
oplyste	aufgeklärten	oplyse	aufgeklärt	V;IND;PST;FIN;ACT	ADJ
tang	tang	tang	tang	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
tang	algen	tang	alge	N;INDF;MASC+FEM;SG	
tang	pinzette	tang	pinzent	N;INDF;MASC+FEM;SG	;SG
tang	zange	tang	zang	N;INDF;MASC+FEM;SG	
opretter	schöpfer	oprette	schöpfer	V;IND;PRS;FIN;ACT	
opretter	urheber	oprette	urheber	V;IND;PRS;FIN;ACT	
midterste	middle	midter	middle	ADJ;DEF;RL	PROPN
midterste	mitte	midter	mitte	ADJ;DEF;RL	ADV
affald	abfall	affald	abfall	N;INDF;NEUT;SG	
affald	abfälle	affald	abfallen	N;INDF;NEUT;SG	
affald	abfällen	affald	abfällen	N;INDF;NEUT;SG	V;NFIN
affald	abfälle	affald	abfallen	N;INDF;NEUT;SG	
maximilian	maximilian	maximilian	maximilian	N;INDF;MASC+FEM;SG	PROPN
suzuki	suzuki	suzuki	suzuki		PROPN;NOM;SG
jelena	jelena	jelena	jelena		PROPN;NOM;SG
positioner	standpunkte	position	standpunkt	N;INDF;MASC+FEM;PL	V;IND;PL;3;PST;FIN
positioner	positionen	position	position	N;INDF;MASC+FEM;PL	V;NFIN
lægen	doctor	læge	doctor	N;DEF;MASC+FEM;SG	PROPN
taktik	taktiken	taktik	taktik	N;INDF;MASC+FEM;SG	V;NFIN
medina	medina	medina	medina		PROPN;NOM;MASC;SG
munden	mund	mund	mund	N;DEF;MASC+FEM;SG	
munden	klappe	mund	klapp	N;DEF;MASC+FEM;SG	
munden	maul	mund	maul	N;DEF;MASC+FEM;SG	
konrad	konrad	konrad	konrad		PROPN;NOM;MASC;SG
kæmpet	kämpften	kæmpe	kämpfen	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
kæmpet	kämpften	kæmpe	kämpfen	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
demonstrationer	protesten	demonstration	prot	N;INDF;MASC+FEM;PL	ADJ
demonstrationer	vorführungen	demonstration	vorführingen	N;INDF;MASC+FEM;PL	V;NFIN
rocky	rocky	rocky	rocky	N;INDF;MASC+FEM;SG	PROPN;SG
henningsen	henningsen	henningsen	henningsen	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
larsson	larsson	larsson	larsson		PROPN
bemærkede	vermerkt	bemærket	vermerken	V;IND;PST;FIN;ACT	ADJ;V.PTCP
sorg	kummer	sorg	kumm	N;INDF;MASC+FEM;SG	
sorg	schmerz	sorg	schmerz	N;INDF;MASC+FEM;SG	PROPN
sorg	trauer	sorg	trau	N;INDF;MASC+FEM;SG	ADJ
sorg	traurig	sorg	traurig	N;INDF;MASC+FEM;SG	ADJ
sorg	traurigkeit	sorg	traurigkeit	N;INDF;MASC+FEM;SG	ADJ
sorg	trauer	sorg	trau	N;INDF;MASC+FEM;SG	ADJ
sorg	kummer	sorg	kumm	N;INDF;MASC+FEM;SG	
sorg	leid	sorg	leid	N;INDF;MASC+FEM;SG	
sorg	trauer	sorg	trau	N;INDF;MASC+FEM;SG	ADJ
sorg	trauern	sorg	trauern	N;INDF;MASC+FEM;SG	V;NFIN
sorg	trauer	sorg	trau	N;INDF;MASC+FEM;SG	ADJ
edith	edith	edith	edith	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
olof	olof	olof	olof	PROPN	PROPN;NOM;MASC;SG
wulff	wulff	wulff	wulfen		
anseelse	bekanntheit	anseelse	bekanntheit	N;INDF;MASC+FEM;SG	ADJ
anseelse	reputation	anseelse	reputation	N;INDF;MASC+FEM;SG	
smed	schmied	smide	schmeiden	V;IND;PST;FIN;ACT	
smed	schmiede	smide	schmeiden	V;IND;PST;FIN;ACT	
malere	maler	male	maler	N;INDF;MASC+FEM;PL	ADJ
absolutte	absolut	absolutte	absolut	ADJ;PL	ADV
absolutte	absolutes	absolutte	absolut	ADJ;PL	ADJ;NOM;NEUT;SG
absolutte	absolute	absolutte	absolut	ADJ;PL	ADJ;NOM;SG
aske	asche	aske	aschen	N;INDF;NEUT;SG	
aske	asche	aske	aschen	N;INDF;NEUT;SG	
aske	asch	aske	asch	N;INDF;NEUT;SG	
aske	ash	aske	ash	N;INDF;NEUT;SG	PROPN;NOM;SG
davies	davies	davie	davies		PROPN
kardinal	kardinal	kardinal	kardinal	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
sår	wunde	sår	wehden	N;INDF;NEUT;SG	
sår	wunden	sår	wehden	N;INDF;NEUT;SG	N;NOM;PL
sår	wunde	sår	wehden	N;INDF;NEUT;SG	
sår	wunden	sår	wehden	N;INDF;NEUT;SG	N;NOM;PL
affære	affäre	affære	affäre	N;INDF;MASC+FEM;SG	ADJ;SG
kulturarv	kulturerbe	kulturarv	kulturerbe	N;INDF;MASC+FEM;SG	ADJ
kulturarv	denkmalschutz	kulturarv	denkmalschutz	N;INDF;MASC+FEM;SG	ADJ
kulturarv	welterbe	kulturarv	welterbe	N;INDF;MASC+FEM;SG	
trine	trine	trine	tren		PROPN;NOM;SG
trine	kate	trine	kate		PROPN;NOM;SG
trine	katja	trine	katja		PROPN;NOM;FEM;SG
regime	kur	regime	kur	N;INDF;NEUT;SG	
regime	regelung	regime	Regelung	N;INDF;NEUT;SG	ADJ
regime	regime	regime	regim	N;INDF;NEUT;SG	
alliancen	bündnis	alliance	bündnis	N;DEF;MASC+FEM;SG	
alliancen	alliance	alliance	alliance	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
alliancen	allianz	alliance	allianz	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
money	money	money	money		PROPN;NOM;SG
money	geld	money	geld		N;NOM;NEUT;SG
knut	knut	knut	knut		PROPN;NOM;MASC;SG
udfordringer	herausforderung	udfordring	herausforderung	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;SG
leeds	leeds	leeds	leeds		PROPN;NOM;SG
protein	proteinen	protein	protein	N;INDF;NEUT;SG	V;NFIN
protein	protein	protein	protein	N;INDF;NEUT;SG	PROPN
protein	eiweiß	protein	eiweiß	N;INDF;NEUT;SG	
protein	proteine	protein	proteine	N;INDF;NEUT;SG	
protein	proteinen	protein	protein	N;INDF;NEUT;SG	V;NFIN
protein	proteine	protein	proteine	N;INDF;NEUT;SG	
protein	eiweiß	protein	eiweiß	N;INDF;NEUT;SG	
netværket	netzwerk	netværk	netzwerk	N;DEF;NEUT;SG	PROPN
netværket	streckennetz	netværk	streckennetz	N;DEF;NEUT;SG	ADJ
netværket	netzwerke	netværk	netzwerk	N;DEF;NEUT;SG	
netværket	netz	netværk	netz	N;DEF;NEUT;SG	
klipper	klippen	klippe	klippen	N;INDF;MASC+FEM;PL	V;NFIN
klipper	felsen	klippe	felsen	N;INDF;MASC+FEM;PL	V;NFIN
klipper	rockt	klippe	rocken	N;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
klipper	gestein	klippe	gestein	N;INDF;MASC+FEM;PL	
klipper	felsen	klippe	felsen	N;INDF;MASC+FEM;PL	V;NFIN
roberto	roberto	roberto	roberto		PROPN
ekspansion	expansion	ekspansion	expansion	N;INDF;MASC+FEM;SG	
genetisk	genetische	genetisk	genetisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
tømmer	holz	tømme	holz	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
tømmer	holzindustrie	tømme	holzindustrie	N;INDF;MASC+FEM;PL	
tømmer	holz	tømme	holz	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
intellektuelle	geistiges	intellektuel	geistig	ADJ;PL	ADJ;NOM;NEUT;SG
rangering	rangieren	rangering	rangieren	N;INDF;MASC+FEM;SG	V;NFIN
hellig	heilige	hellig	heilig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
tempo	geschwindigkeit	tempo	geschwindigkeit	N;INDF;NEUT;SG	ADJ
tempo	pace	tempo	pace	N;INDF;NEUT;SG	PROPN;NOM;SG
tempo	tempo	tempo	tempo	N;INDF;NEUT;SG	ADJ
tempo	geschwindigkeit	tempo	geschwindigkeit	N;INDF;NEUT;SG	ADJ
tempo	rhythmus	tempo	rhythmus	N;INDF;NEUT;SG	ADJ
tempo	tempo	tempo	tempo	N;INDF;NEUT;SG	ADJ
talsmand	sprechers	talsmand	sprechers	N;INDF;MASC+FEM;SG	ADV
talsmand	sprechers	talsmand	sprechers	N;INDF;MASC+FEM;SG	ADV
talsmand	sprecherin	talsmand	sprecherin	N;INDF;MASC+FEM;SG	ADJ
ibm	ibm	ibm	ibm	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
digtere	dichter	digter	dicht	N;INDF;MASC+FEM;PL	ADJ
digtere	lyriker	digter	lyrik	N;INDF;MASC+FEM;PL	ADJ
vang	vang	vang	vang	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
terminal	terminal	terminal	terminal	N;INDF;MASC+FEM;SG	
terminal	terminals	terminal	terminals	N;INDF;MASC+FEM;SG	ADV
terminal	endgeräte	terminal	endgerät	N;INDF;MASC+FEM;SG	
berkeley	berkeley	berkeley	berkeley		PROPN;NOM;SG
indkomst	einkommen	indkomst	einkommen	N;INDF;MASC+FEM;SG	V;NFIN
indkomst	einkommen	indkomst	einkommen	N;INDF;MASC+FEM;SG	V;NFIN
indkomst	einnahmen	indkomst	einnehmen	N;INDF;MASC+FEM;SG	V;NFIN
indkomst	einkünfte	indkomst	einkünfen	N;INDF;MASC+FEM;SG	;SG
björn	björn	björn	björn	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
faldne	fiel	falden	fallen	ADJ;PL	V;IND;SG;3;PST;FIN
faldne	gefallen	falden	fallen|gefallen	ADJ;PL	V;V.PTCP
faldne	fallen	falden	fallen	ADJ;PL	V;NFIN
faldne	gestürzt	falden	stürzen	ADJ;PL	V;V.PTCP
tegneserie	comics	tegneserie	comic	N;INDF;MASC+FEM;SG	PROPN
tegneserie	comic	tegneserie	comic	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
tegneserie	komiker	tegneserie	komik	N;INDF;MASC+FEM;SG	ADJ
tegneserie	cartoons	tegneserie	cartoons	N;INDF;MASC+FEM;SG	ADV
tegneserie	comic	tegneserie	comic	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
tegneserie	cartoon	tegneserie	cartoon	N;INDF;MASC+FEM;SG	PROPN
tegneserie	karikaturen	tegneserie	karikatur	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tegneserie	karikatur	tegneserie	karikatur	N;INDF;MASC+FEM;SG	
bedrifter	holdings	bedrifter	holdings	N;INDF;MASC+FEM;PL	PROPN;NOM;SG
bedrifter	errungenschaften	bedrifter	errungenschaft	N;INDF;MASC+FEM;PL	V;NFIN
bedrifter	leistungen	bedrifter	leistung	N;INDF;MASC+FEM;PL	V;PL
koalition	bündnis	koalition	bündnis	N;INDF;MASC+FEM;SG	
koalition	koalition	koalition	koalition	N;INDF;MASC+FEM;SG	
forever	ewig	foreve	ewig	N;INDF;MASC+FEM;SG	
forever	forever	foreve	forever	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
dynamo	dynamo	dynamo	dynamo	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
perron	bahnsteig	perron	bahnsteig	N;INDF;MASC+FEM;SG	
perron	bahnsteige	perron	bahnsteige	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
perron	plattform	perron	plattform	N;INDF;MASC+FEM;SG	ADJ
omar	omar	omar	omar	PROPN	PROPN;NOM;MASC;SG
rikke	rikke	rikke	rikken	N;INDF;MASC+FEM;SG	PROPN
blok	sperren	blok	sperren	N;INDF;MASC+FEM;SG	V;NFIN
blok	blockieren	blok	blockieren	N;INDF;MASC+FEM;SG	V;NFIN
blok	block	blok	block	N;INDF;MASC+FEM;SG	
