the	do	the	do	DET;DEF	PROPN
crying	chorando	cry	chorar	N;SG	V
crying	choraba	cry	chorar	N;SG	V
crying	chorar	cry	chorar	N;SG	V
crying	choran	cry	chorar	N;SG	V
gangs	forzados	gang	forzar	N;PL	V
palestinians	palestinos	palestinians	palestino	PROPN;PL	N
pants	no	pants	no	N;PL	V
pants	os	pants	o	N;PL	DET
bernstein	bernstein	bernstein	bernstein	PROPN;SG	PROPN
defendants	dos	defendant	dos	N;PL	PROPN
defendants	acusados	defendant	acusar	N;PL	V
defendants	acusado	defendant	acusar	N;PL	V
defendants	os	defendant	o	N;PL	DET
defendants	imputados	defendant	imputar	N;PL	V
dixie	dixie	dixie	dixie	PROPN;SG	PROPN
chasing	de	chase	de	N;SG	ADP
chasing	perseguen	chase	perseguir	N;SG	V
insist	en	insist	en	V;IMP;FIN	ADP
respects	respecta	respects	respectar	N;PL	V
philips	phillips	philip	phillips	N;PL	PROPN
intellectuals	intelectuais	intellectual	intelectual	N;PL	ADJ
cod	bacallau	cod	bacallar	PROPN;SG	N
cod	bacallao	cod	bacallao	PROPN;SG	PROPN
exhausted	esgotada	exhaust	esgotar	ADJ	V
exhausted	exhaustos	exhaust	exhausto	ADJ	V
luca	luca	luca	luca	PROPN;SG	N
ngo	ngo	ngo	ngo	N;SG	PROPN
behave	ben	behave	ben	V;IMP;FIN	ADV
lips	os	lip	o	N;PL	DET
africans	africanos	african	africano	PROPN;PL	ADJ
africans	costa	african	costa	PROPN;PL	N
glucose	glicosa	glucose	glicosa	N;SG	ADJ
ditch	gabia	ditch	gabia	V;IMP;FIN	N
hmm	hmm	hmm	hmm	INTJ	PROPN
medication	mellor	medication	mellor	N;SG	ADJ
auguste	auguste	auguste	augustir	PROPN;SG	PROPN
wilkes	wilkes	wilk	wilkes	PROPN;SG	PROPN
spear	spear	spear	spear	N;SG	V
sins	agarimosa	sin	agarimosar	N;PL	ADJ
satan	satanás	satan	sataná	PROPN;SG	V
satan	satán	satan	satán	PROPN;SG	
sloan	sloan	sloan	sloar	PROPN;SG	PROPN
sloan	a	sloan	o	PROPN;SG	DET
sloan	matou	sloan	matar	PROPN;SG	V
hears	oe	hear	oe	V;IND;SG;3;PRS;FIN	N
awakening	espertar	awaken	espertar	N;SG	V
sherlock	sherlock	sherlock	sherlock	PROPN;SG	N
leroy	leroy	leroy	leroy	PROPN;SG	PROPN
mister	cabaleiro	mister	cabaleiro	N;SG	ADJ
mister	mire	mister	mirar	N;SG	V
fascism	o	fascism	o	N;SG	DET
awful	horrible	awful	horrible	ADJ	N
whistle	asubía	whistle	asubir	N;SG	V
dracula	drácula	dracula	drácula	PROPN;SG	N
yen	iens	yen	ien	PROPN;SG	PROPN
handsome	guapos	handsome	guapo	ADJ	N
handsome	guapo	handsome	guapo	ADJ	N
handsome	guapa	handsome	guapa	ADJ	N
handsome	moi	handsome	moi	ADJ	ADV
caring	coidado	caring	coidado	ADJ	N
miner	mineiro	miner	mineiro	N;SG	ADJ
fearing	á	fear	á	V;V.MSDR	N
tanner	tanner	tanner	tanner	PROPN;SG	PROPN
moe	moe	moe	moe	PROPN;SG	PROPN
merrill	merrill	merrill	merrill	PROPN;SG	PROPN
saul	saúl	saul	saúl	PROPN;SG	PROPN
pardon	desculpe	pardon	desculpe	N;SG	PROPN
pardon	perdoe	pardon	perdoar	N;SG	PROPN
strangers	estraños	stranger	estraño	N;PL	ADJ
strangers	forasteiros	stranger	forasteiro	N;PL	ADJ
protects	a	protect	o	V;IND;SG;3;PRS;FIN	DET
roofs	nos	roof	nos	N;PL	PRO
roofs	tellados	roof	tellar	N;PL	V
hail	“	hail	“	PROPN;SG	
hail	sarabia	hail	sarabia	PROPN;SG	N
hail	”	hail	”	PROPN;SG	PROPN
hail	en	hail	en	PROPN;SG	ADP
hail	galego	hail	galego	PROPN;SG	ADJ
hail	saudamos	hail	saudar	PROPN;SG	V
blowing	o	blowing	o	N;SG	DET
fundamentally	de	fundamentally	de	ADV	ADP
sexy	sexy	sexy	sexy	ADJ	PROPN
threaten	a	threaten	o	V;IMP;FIN	DET
washing	lavar	wash	lavar	N;SG	V
washing	a	wash	o	N;SG	DET
bathroom	cuarto	bathroom	cuarto	N;SG	ADJ
crowded	xente	crowded	xente	ADJ	N
forgive	perdóame	forgive	perdóame	V;IMP;FIN	PROPN
forgive	desculpe	forgive	desculpe	V;IMP;FIN	PROPN
forgive	perdóeme	forgive	perdóeme	V;IMP;FIN	N
forgive	perdoe	forgive	perdoar	V;IMP;FIN	PROPN
sardinia	sardeña	sardinia	sardeña	PROPN;SG	N
dai	dai	dai	dai	PROPN;SG	PROPN
kindly	favor	kindly	favor	ADV	N
kindly	consciente	kindly	consciente	ADV	ADJ
gertrude	gertrude	gertrude	gertrude	PROPN;SG	PROPN
parkinson	párkinson	parkinson	párkinson	N;SG	PROPN
hormone	hormonal	hormone	hormonal	N;SG	ADJ
outlaw	ladrón	outlaw	ladrón	PROPN;SG	N
laughing	rir	laugh	rir	N;SG	V
laughing	de	laugh	de	N;SG	ADP
laughing	nunca	laugh	nunca	N;SG	ADV
cigarette	un	cigarette	un	N;SG	DET
chick	unha	chick	un	N;SG	DET
dumb	parvo	dumb	parvo	ADJ	N
neptune	neptuno	neptune	neptuno	PROPN;SG	PROPN
dice	dados	dice	dar	N;SG	V
swallow	trague	swallow	trague	V;IMP;FIN	PROPN
clint	clint	clint	clint	PROPN;SG	PROPN
enjoying	ben	enjoy	ben	V;V.MSDR	ADV
malaria	a	malaria	o	N;SG	DET
depressed	depresión	depressed	depresión	ADJ	N
depressed	deprimido	depressed	deprimir	ADJ	N
kemp	señora	kemp	señor	PROPN;SG	N
kemp	kemp	kemp	kemp	PROPN;SG	PROPN
pretend	que	pretend	que	V;IMP;FIN	PRO
safari	safaris	safari	safaris	PROPN;SG	N
safari	safari	safari	safar	PROPN;SG	PROPN
discarded	toneladas	discard	tonelada	V;PST;V.PTCP	N
priorities	as	priority	o	N;PL	DET
homicide	cometidos	homicide	cometer	N;SG	V
homework	os	homework	o	N;SG	DET
homework	deberes	homework	deber	N;SG	V
quietly	silencio	quietly	silencio	ADV	N
cosmos	cosmos	cosmos	cosmo	N;PL	V
insights	sobre	insight	sobre	N;PL	ADP
internationale	o	internationale	o	ADJ	DET
internationale	xénero	internationale	xénero	ADJ	N
brains	os	brain	o	N;PL	DET
gee	buf	gee	buf	N;SG	PROPN
cathy	cathy	cathy	cathy	PROPN;SG	PROPN
interacting	interactuando	interact	interactuar	N;SG	V
interacting	co	interact	co	N;SG	PROPN
sinister	fúnebre	sinister	fúnebrir	ADJ	N
asleep	durmindo	asleep	durmindo	ADJ	V
asleep	durme	asleep	durme	ADJ	N
asleep	dorme	asleep	dorme	ADJ	N
asleep	adormeceu	asleep	adormecer	ADJ	V
asleep	durmir	asleep	durmir	ADJ	V
lied	mentín	lie	mentín	V;PST;V.PTCP	PROPN
charming	que	charming	que	ADJ	PRO
charming	encantado	charming	encantar	ADJ	V
charming	querida	charming	querer	ADJ	V
hokkaido	hokkaido	hokkaido	hokkar	PROPN;SG	PROPN
unemployed	no	unemployed	no	ADJ	V
unemployed	paro	unemployed	paro	ADJ	N
unemployed	parados	unemployed	parado	ADJ	N
unemployed	aumento	unemployed	aumento	ADJ	N
sonia	sonia	sonia	soniar	PROPN;SG	PROPN
cows	as	cow	o	N;PL	DET
marianne	marianne	marianne	marianne	PROPN;SG	PROPN
marianne	marianka	marianne	marianka	PROPN;SG	N
fortunately	por	fortunately	por	ADV	ADP
fortunately	sorte	fortunately	sorte	ADV	N
ate	comiches	eat	comiche	V;PST;FIN	N
ate	hoxe	eat	hoxe	V;PST;FIN	ADV
analyzing	analizar	analyze	analizar	N;SG	V
analyzing	analizando	analyze	analizar	N;SG	V
scared	medo	scared	medo	ADJ	N
drowning	afogada	drow	afogada	N;SG	V
drowning	afogar	drow	afogar	N;SG	V
picasso	picasso	picasso	picasso	PROPN;SG	N
dreaming	de	dream	de	N;SG	ADP
galileo	galileo	galileo	galileo	PROPN;SG	N
gaga	gaga	gaga	gagar	PROPN;SG	PROPN
bandits	bandidos	bandit	bandido	N;PL	V
systematically	pór	systematically	pór	ADV	V
systematically	práctica	systematically	práctica	ADV	N
gotta	tes	gotta	tes	PROPN;SG	V
gotta	que	gotta	que	PROPN;SG	PRO
gotta	teño	gotta	ter	PROPN;SG	V
gotta	ten	gotta	ter	PROPN;SG	V
gotta	temos	gotta	ter	PROPN;SG	V
gotta	hai	gotta	haber	PROPN;SG	V
beg	perdón	beg	perdón	V;IMP;FIN	N
beg	perdoe	beg	perdoar	V;IMP;FIN	PROPN
beg	desculpe	beg	desculpe	V;IMP;FIN	PROPN
blew	a	blow	o	V;IND;PST;FIN	DET
confessed	confesei	confess	confeseir	V;PST;V.PTCP	PROPN
shaping	a	shape	o	N;SG	DET
shaping	modelando	shape	modelar	N;SG	V
listener	escoita	listener	escoita	N;SG	V
mussolini	mussolini	mussolini	mussolini	PROPN;SG	PROPN
chinatown	chinatown	chinatown	chinatown	PROPN;SG	N
striped	raias	stripe	raia	ADJ	N
repression	da	repression	da	N;SG	V
idiot	imbécil	idiot	imbécil	N;SG	ADJ
hacker	hacker	hacker	hacker	N;SG	PROPN
inverness	inverness	inverness	inverness	PROPN;SG	PROPN
marta	marta	marta	marto	PROPN;SG	N
dyke	fada	dyke	fada	PROPN;SG	N
dyke	das	dyke	das	PROPN;SG	N
dyke	lesbiana	dyke	lesbianar	PROPN;SG	N
lenny	lenny	lenny	lenny	PROPN;SG	PROPN
betrayal	unha	betrayal	un	N;SG	DET
joints	xiratorias	joint	xiratoria	N;PL	ADJ
nutrients	nutrientes	nutrient	nutriente	N;PL	ADJ
nutrients	nutrintes	nutrient	nutrinte	N;PL	ADJ
polly	polly	polly	polly	PROPN;SG	PROPN
domenico	domenico	domenico	domenico	PROPN;SG	N
louie	louie	louie	louie	PROPN;SG	PROPN
hooper	hooper	hooper	hooper	PROPN;SG	PROPN
homo	homo	homo	homo	N;SG	PROPN
cute	moi	cute	moi	ADJ	ADV
norma	norma	norma	norma	PROPN;SG	N
idle	improdutivo	idle	improdutivo	N;SG	ADJ
whiskey	güisqui	whiskey	güisqui	N;SG	PROPN
convict	presidiario	convict	presidiario	N;SG	ADJ
hanoi	hanoi	hanoi	hanol	PROPN;SG	PROPN
haley	haley	haley	haley	PROPN;SG	PROPN
mccormick	mccormick	mccormick	mccormick	PROPN;SG	PROPN
toes	dos	toe	dos	N;PL	PROPN
raul	raúl	raul	raúl	PROPN;SG	PROPN
cleaner	máis	cleaner	máis	N;SG	ADV
cleaner	limpa	cleaner	limpo	N;SG	ADJ
jar	de	jar	de	N;SG	ADP
jar	bote	jar	bote	N;SG	PROPN
ursula	ursula	ursula	ursular	PROPN;SG	N
auschwitz	auschwitz	auschwitz	auschwitz	PROPN;SG	PROPN
pisa	pisa	pisa	pisar	PROPN;SG	PROPN
pity	mágoa	pity	mágoa	N;SG	ADJ
argyll	argyll	argyll	argyll	PROPN;SG	PROPN
palin	palin	palin	palin	PROPN;SG	PROPN
kaufman	kaufman	kaufman	kaufmar	PROPN;SG	V
viet	viet	viet	viet	PROPN;SG	PROPN
viet	vietminh	viet	vietminh	PROPN;SG	PROPN
longevity	da	longevity	da	N;SG	V
highness	súa	highness	seu	N;SG	DET
highness	real	highness	real	N;SG	ADJ
highness	si	highness	si	N;SG	ADV
dresses	vestidos	dress	vestido	N;PL	V
nerves	os	nerve	o	N;PL	DET
fugitive	fuxitivo	fugitive	fuxitivo	N;SG	ADJ
poses	posicións	pose	posición	V;IND;SG;3;PRS;FIN	N
storytelling	contar	storytel	contar	N;SG	V
salvatore	salvatore	salvatore	salvatore	PROPN;SG	N
gamble	apostar	gamble	apostar	N;SG	V
compassion	a	compassion	o	N;SG	DET
eureka	eureka	eureka	eureka	PROPN;SG	PROPN
rum	ron	rum	ron	PROPN;SG	N
hid	escondín	hide	esconder	V;PST;V.PTCP	PROPN
edna	edna	edna	edna	PROPN;SG	PROPN
groves	groves	grove	grove	N;PL	PROPN
groves	miña	grove	meu	N;PL	DET
groves	vinnie	grove	vinnie	N;PL	PROPN
comrades	dos	comrade	dos	N;PL	PROPN
excitement	a	excitement	o	N;SG	DET
gage	gage	gige	gage	PROPN;SG	PROPN
terribly	síntoo	terribly	síntoo	ADV	V
rubbish	parvadas	rubbish	parvar	N;SG	ADJ
scotch	escocés	scotch	escocés	PROPN;SG	N
scotch	dobre	scotch	dobre	PROPN;SG	N
mornings	mañás	morning	mañás	N;PL	ADV
saigon	saigón	saigon	saigón	PROPN;SG	PROPN
yep	si	yep	si	INTJ	ADV
obesity	a	obesity	o	N;SG	DET
shouting	non	shout	non	N;SG	PART
indochina	indochina	indochina	indochina	PROPN;SG	N
originals	os	original	o	N;PL	DET
originals	orixinais	original	orixinal	N;PL	ADJ
vincenzo	vincenzo	vincenzo	vincenzo	PROPN;SG	N
pockets	nos	pocket	nos	N;PL	PRO
scary	medo	scary	medo	ADJ	N
trustworthy	confianza	trustworthy	confianza	ADJ	N
liar	mentiroso	liar	mentiroso	N;SG	ADJ
liar	mentireira	liar	mentireiro	N;SG	ADJ
sincere	de	sincere	de	ADJ	ADP
awake	esperta	awake	esperta	ADJ	V
anarchy	anarquía	anarchy	anarquía	PROPN;SG	N
slice	rebándenme	slice	rebándenme	N;SG	PROPN
slice	faise	slice	faise	N;SG	V
soho	soho	soho	soho	PROPN;SG	PROPN
trillion	trillóns	trillion	trillón	NUM	N
trillion	de	trillion	de	NUM	ADP
trillion	billóns	trillion	billón	NUM	N
ellie	ellie	ellie	ellie	PROPN;SG	PROPN
mandela	mandela	mandela	mandela	PROPN;SG	PROPN
temptation	deixes	temptation	deixar	N;SG	V
