oli	была	olema	быть	V;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
identiteedi	личность	identiteet	личность	N;GEN;SG	N;INAN;NOM;FEM;SG
fraktsioon	фракции	fraktsioon	фракция	N;NOM;SG	N;INAN;NOM;FEM;PL
bit	бит	bit	бит	N;NOM;SG	
lenin	ленина	lenin	ленин	N;NOM;SG	N;ANIM;ACC;MASC;SG
aastakümneid	десятилетий	aasta_kümme	десятилетие	N;PRT;PL	N;INAN;GEN;NEUT;PL
aastakümneid	десятилетиями	aasta_kümme	десятилетие	N;PRT;PL	N;INAN;INS;NEUT;PL
aastakümneid	десятилетия	aasta_kümme	десятилетие	N;PRT;PL	N;INAN;NOM;NEUT;PL
rõõmu	радости	rõõm	радость	N;PRT;SG	N;INAN;NOM;FEM;PL
rõõmu	джой	rõõm	джой	N;PRT;SG	N;ANIM;NOM;FEM;SG
rõõmu	радость	rõõm	радость	N;PRT;SG	N;INAN;NOM;FEM;SG
avamine	открыть	avamine	открыть	N;NOM;SG	V;PFV;NFIN;ACT
avamine	открытый	avamine	открыть	N;NOM;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
avamine	открыто	avamine	открыто	N;NOM;SG	ADV
avamine	open	avamine	open	N;NOM;SG	PROPN
avamine	открытая	avamine	открыть	N;NOM;SG	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
avamine	открытия	avamine	открытие	N;NOM;SG	N;INAN;NOM;NEUT;PL
koolibri	колибри	kooliber	колибрь	N;NOM;SG	
toode	продукта	toode	продукт	N;NOM;SG	N;INAN;GEN;MASC;SG
äkki	может	äkki	мочь	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
äkki	возможно	äkki	возможный	ADV	ADJ;NEUT;SG
elektriline	электрические	elektriline	электрический	ADJ;NOM;SG	ADJ;NOM;PL
elektriline	электрических	elektriline	электрический	ADJ;NOM;SG	ADJ;GEN;PL
elektriline	электрик	elektriline	электрик	ADJ;NOM;SG	N;ANIM;NOM;MASC;SG
elektriline	electric	elektriline	electric	ADJ;NOM;SG	PROPN
varane	рано	varane	рано	ADJ;NOM;SG	ADV
lendab	мух	lendama	муха	V;IND;SG;3;PRS;FIN;ACT	N;ANIM;GEN;FEM;PL
lendab	мухи	lendama	муха	V;IND;SG;3;PRS;FIN;ACT	N;ANIM;NOM;FEM;PL
hull	сумасшествие	hull	сумасшествие	ADJ;NOM;SG	N;INAN;NOM;NEUT;SG
hull	безумие	hull	безумие	ADJ;NOM;SG	N;INAN;NOM;NEUT;SG
hull	безумно	hull	безумно	ADJ;NOM;SG	ADV
analoog	аналоговых	analoog	аналоговый	N;NOM;SG	ADJ;GEN;PL
analoog	аналоговые	analoog	аналоговый	N;NOM;SG	ADJ;NOM;PL
lingi	линк	ling	линк	N;GEN;SG	N;INAN;NOM;MASC;SG
lingi	связать	ling	связать	N;GEN;SG	V;PFV;NFIN;ACT
lingi	ссылка	ling	ссылка	N;GEN;SG	N;INAN;NOM;FEM;SG
lingi	ссылку	ling	ссылка	N;GEN;SG	N;INAN;ACC;FEM;SG
kontrollitud	контролируемых	kontrolli=tud	контролировать	ADJ;PST;V.PTCP;PASS	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
kontrollitud	управляемый	kontrolli=tud	управлять	ADJ;PST;V.PTCP;PASS	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
kontrollitud	контролируемые	kontrolli=tud	контролировать	ADJ;PST;V.PTCP;PASS	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
kontrollitud	контролируется	kontrolli=tud	контролировать	ADJ;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kontrollitud	проверено	kontrolli=tud	проверить	ADJ;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
kontrollitud	подтвержденные	kontrolli=tud	подтвердить	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
kontrollitud	проверил	kontrolli=tud	проверить	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
kontrollitud	проверили	kontrolli=tud	проверить	ADJ;PST;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
kontrollitud	проверено	kontrolli=tud	проверить	ADJ;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
tsn	тсн	tsn	тсн	NUM	N;INAN;NOM;MASC;SG
riski	риска	risk	риск	N;PRT;SG	N;INAN;GEN;MASC;SG
riski	риск	risk	риск	N;PRT;SG	N;INAN;NOM;MASC;SG
riski	риски	risk	риск	N;PRT;SG	N;INAN;NOM;MASC;PL
süstemaatiline	систематические	süstemaatiline	систематический	ADJ;NOM;SG	ADJ;NOM;PL
süstemaatiline	систематического	süstemaatiline	систематический	ADJ;NOM;SG	ADJ;GEN;MASC;SG
dominikaani	доминиканская	dominikaan	доминиканский	N;NOM;SG	ADJ;NOM;FEM;SG
dominikaani	доминиканской	dominikaan	доминиканский	N;NOM;SG	ADJ;INS;FEM;SG
juhuslik	случайных	juhuslik	случайный	ADJ;NOM;SG	ADJ;GEN;PL
juhuslik	случайные	juhuslik	случайный	ADJ;NOM;SG	ADJ;NOM;PL
loomuse	улов	loomus	улов	N;GEN;SG	N;INAN;NOM;MASC;SG
sibula	луком	sibul	лук	N;PRT;SG	N;INAN;INS;MASC;SG
sibula	лук	sibul	лук	N;PRT;SG	N;INAN;NOM;MASC;SG
saalomoni	соломоновых	saalomon	соломоновый	N;NOM;SG	ADJ;GEN;PL
saalomoni	соломона	saalomon	соломон	N;NOM;SG	N;ANIM;ACC;MASC;SG
vaikne	тишина	vaikne	тишина	ADJ;NOM;SG	N;INAN;NOM;FEM;SG
vaikne	тихо	vaikne	тихо	ADJ;NOM;SG	ADV
vaikne	молчание	vaikne	молчание	ADJ;NOM;SG	N;INAN;NOM;NEUT;SG
vaikne	молчать	vaikne	молчать	ADJ;NOM;SG	V;IPFV;NFIN;ACT
riigikaitse	обороны	riigi_kaitse	оборона	N;NOM;SG	N;INAN;NOM;FEM;PL
esindavad	представляющий	esindama	представлять	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
esindavad	представляющее	esindama	представлять	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;ACT
riiklikud	национальных	riiklik	национальный	ADJ;NOM;PL	ADJ;GEN;PL
riiklikud	national	riiklik	national	ADJ;NOM;PL	PROPN
riiklikud	национальная	riiklik	национальный	ADJ;NOM;PL	ADJ;NOM;FEM;SG
riiklikud	национальный	riiklik	национальный	ADJ;NOM;PL	ADJ;NOM;MASC;SG
imetajad	млекопитающих	imetaja	млекопитающее	N;NOM;PL	N;ANIM;ACC;MASC;PL
una	уна	una	ун	N;NOM;SG	
kirjutamine	напиши	kirjutamine	пишаш	N;NOM;SG	V;PFV;IMP;SG;2;FIN;ACT
kirjutamine	пиши	kirjutamine	писать	N;NOM;SG	V;IPFV;IMP;SG;2;FIN;ACT
kirjutamine	пишите	kirjutamine	писать	N;NOM;SG	V;IPFV;IMP;PL;2;FIN;ACT
kirjutamine	напишите	kirjutamine	писать	N;NOM;SG	V;PFV;IMP;PL;2;FIN;ACT
kirjutamine	написать	kirjutamine	писать	N;NOM;SG	V;PFV;NFIN;ACT
kirjutamine	горит	kirjutamine	гореть	N;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
kirjutamine	пишу	kirjutamine	писать	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
kirjutamine	писать	kirjutamine	писать	N;NOM;SG	V;IPFV;NFIN;ACT
alustatud	начато	alusta=tud	начать	ADJ;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
alustatud	начали	alusta=tud	начать	ADJ;PST;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
alustatud	начато	alusta=tud	начать	ADJ;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
alustatud	начал	alusta=tud	начать	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
alustatud	началось	alusta=tud	начаться	ADJ;PST;V.PTCP;PASS	V;PFV;NEUT;IND;SG;PST;FIN;MID
alustatud	начато	alusta=tud	начать	ADJ;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
tunnustust	признательность	tunnustus	признательность	N;PRT;SG	N;INAN;NOM;FEM;SG
moodustamine	формирования	moodustamine	формирование	N;NOM;SG	N;INAN;NOM;NEUT;PL
artist	artist	artist	artist	N;NOM;SG	PROPN
tõenäoline	вероятно	tõe_näoline	вероятно	ADJ;NOM;SG	ADV
domineerivad	доминирующим	domineerima	доминировать	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;INS;MASC;SG;PRS;V.PTCP;ACT
membraani	мембрана	membraan	мембрана	N;PRT;SG	N;INAN;NOM;FEM;SG
bin	бин	bin	бин	N;NOM;SG	PART
küsis	спрашивает	küsima	спрашивать	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
küsis	спросили	küsima	спросить	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
cross	креста	cross	крест	N;NOM;SG	N;INAN;GEN;MASC;SG
lõhe	лосося	lõhe	лососиться	N;NOM;SG	N;INAN;GEN;MASC;SG
kätt	рука	käsi	рука	N;PRT;SG	N;INAN;NOM;FEM;SG
kätt	руку	käsi	рука	N;PRT;SG	N;INAN;ACC;FEM;SG
rätsep	портной	rätsep	портный	N;NOM;SG	ADJ;NOM;MASC;SG
kangas	ткани	kangas	ткань	N;NOM;SG	N;INAN;NOM;FEM;PL
spetsialist	специалиста	spetsialist	специалист	N;NOM;SG	N;ANIM;ACC;MASC;SG
tower	tower	tower	tower	N;NOM;SG	PROPN
tüvi	стволовых	tüvi	стволовый	N;NOM;SG	ADJ;GEN;PL
galaxy	галактике	galaxy	галактика	N;NOM;SG	N;INAN;DAT;FEM;SG
galaxy	galaxy	galaxy	galaxy	N;NOM;SG	PROPN
kudede	салфетки	kude	салфетка	N;GEN;PL	N;INAN;NOM;FEM;PL
luud	костей	luud	кость	N;NOM;SG	N;INAN;GEN;FEM;PL
luud	кости	luud	кость	N;NOM;SG	N;INAN;NOM;FEM;PL
töödeldud	обработанных	töödel=dud	обработать	ADJ;PST;V.PTCP;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
töödeldud	обработки	töödel=dud	обработка	ADJ;PST;V.PTCP;PASS	N;INAN;GEN;FEM;SG
süsinik	углерода	süsinik	углерод	N;NOM;SG	N;INAN;GEN;MASC;SG
koolid	школ	kool	школа	N;NOM;PL	N;INAN;GEN;FEM;PL
vennapoeg	племянника	venna_poeg	племянник	N;NOM;SG	N;ANIM;ACC;MASC;SG
santo	санту	santo	сант	N;NOM;SG	N;ANIM;ACC;MASC;SG
sahara	сахары	sahara	сахара	N;NOM;SG	N;INAN;NOM;FEM;PL
sahara	сахара	sahara	сахар	N;NOM;SG	N;INAN;GEN;MASC;SG
sahara	сахаре	sahara	сахара	N;NOM;SG	N;INAN;DAT;MASC;SG
rolling	rolling	rolling	rolling	N;NOM;SG	PROPN
universaalne	universal	universaalne	universal	ADJ;NOM;SG	PROPN
universaalne	универсальные	universaalne	универсальный	ADJ;NOM;SG	ADJ;NOM;PL
universaalne	всеобщего	universaalne	всеобщий	ADJ;NOM;SG	ADJ;GEN;MASC;SG
dick	дик	dick	дик	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG
xxi	xxi	xx	xxi	N;NOM;SG	NUM
xxi	ххi	xx	ххi	N;NOM;SG	
analüütiline	аналитических	analüütiline	аналитический	ADJ;NOM;SG	ADJ;GEN;PL
klaasist	стакан	klaas	стакан	N;IN+ABL;SG	N;INAN;NOM;MASC;SG
klaasist	стекло	klaas	стекло	N;IN+ABL;SG	N;INAN;NOM;NEUT;SG
klaasist	бокал	klaas	бокал	N;IN+ABL;SG	N;INAN;NOM;MASC;SG
klaasist	стекла	klaas	стекло	N;IN+ABL;SG	N;INAN;NOM;NEUT;PL
hääled	голосов	hääl	голос	N;NOM;PL	N;INAN;GEN;MASC;PL
hääled	voices	hääl	voices	N;NOM;PL	PROPN
loote	плода	loode	плод	N;NOM;SG	N;INAN;GEN;MASC;SG
reklaami	реклама	reklaam	реклама	N;PRT;SG	N;INAN;NOM;FEM;SG
tagasitulek	возвращения	tagasi_tulek	возвращение	N;NOM;SG	N;INAN;GEN;NEUT;SG
tagasitulek	вернуть	tagasi_tulek	вернуть	N;NOM;SG	V;PFV;NFIN;ACT
tagasitulek	вернуться	tagasi_tulek	вернуться	N;NOM;SG	V;PFV;NFIN;MID
töötlemine	обработки	töötlemine	обработка	N;NOM;SG	N;INAN;GEN;FEM;SG
vase	меди	vase	медь	N;NOM;SG	N;INAN;GEN;FEM;SG
benz	benz	benz	benz	N;NOM;SG	PROPN
tiib	крыла	tiib	крыло	N;NOM;SG	N;INAN;NOM;NEUT;PL
lucas	люка	lucga	люк	N;NOM;SG	N;INAN;GEN;MASC;SG
kõrtsi	таверне	kõrts	таверна	N;PRT;SG	N;INAN;DAT;FEM;SG
neiu	lady	neiu	lady	N;NOM;SG	PROPN
neiu	maiden	neiu	maiden	N;NOM;SG	PROPN
pikemad	дольше	pikem	долго	ADJ;NOM;CMPR;PL	ADV;CMPR
salajane	тайна	salajane	тайна	ADJ;NOM;SG	N;INAN;NOM;FEM;SG
salajane	секрет	salajane	секрет	ADJ;NOM;SG	N;INAN;NOM;MASC;SG
salajane	прикрытием	salajane	прикрытие	ADJ;NOM;SG	N;INAN;INS;NEUT;SG
tegevused	деятельность	tegevus	деятельность	N;NOM;PL	N;INAN;NOM;FEM;SG
laenud	займов	laen	заем	N;NOM;PL	N;INAN;GEN;MASC;PL
personal	сотрудники	personal	сотрудник	N;NOM;SG	N;ANIM;NOM;MASC;PL
tahaks	хочу	tahtma	хотеть	V;COND;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
tahaks	хочешь	tahtma	хотеть	V;COND;PRS;FIN;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
aadlik	дворянин	aadlik	дворянин	ADJ;NOM;SG	N;ANIM;NOM;MASC;SG
hinnang	оценить	hinnang	оценить	N;NOM;SG	V;PFV;NFIN;ACT
sõit	ездить	sõit	ездить	N;NOM;SG	V;IPFV;NFIN;ACT
ferrari	ferrari	ferrar	ferrari	N;NOM;SG	PROPN
päästis	сохранена	päästma	сохранить	V;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
päästis	сохранен	päästma	сохранный	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
päästis	сохранено	päästma	сохранить	V;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
päästis	сохранены	päästma	сохранить	V;IND;SG;3;PST;FIN;ACT	V;PFV;PL;PST;V.PTCP;PASS
tõestas	доказали	tõestama	доказать	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
tõestas	доказано	tõestama	доказать	V;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
tagatud	гарантирует	tagama	гарантировать	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
tagatud	гарантия	tagama	гарантия	V;PST;V.PTCP;PASS	N;INAN;NOM;FEM;SG
tagatud	гарантируется	tagama	гарантировать	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
tagatud	гарантирую	tagama	гарантировать	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;1;PRS;FIN;ACT
tüdrukud	girls	tüdruk	girls	N;NOM;PL	PROPN
tüdrukud	девочек	tüdruk	девочка	N;NOM;PL	N;ANIM;GEN;FEM;PL
hambad	зубов	hammas	зуб	N;NOM;PL	N;INAN;GEN;MASC;PL
tarbimine	потребления	tarbimine	потребление	N;NOM;SG	N;INAN;GEN;NEUT;SG
purustatud	вдребезги	purustama	вдребезг	ADJ;PST;V.PTCP;PASS	N;INAN;NOM;MASC;PL
shaw	шо	shaw	шо	N;NOM;SG	
kontseptsioon	зачатия	kontseptsioon	зачатие	N;NOM;SG	N;INAN;NOM;NEUT;PL
ata	ата	ata	атот	N;NOM;SG	
tellis	кирпич	tellima	кирпич	V;IND;SG;3;PST;FIN;ACT	N;INAN;NOM;MASC;SG
tellis	брик	tellima	брик	V;IND;SG;3;PST;FIN;ACT	N;INAN;NOM;FEM;SG
tellis	заказали	tellima	заказать	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
võrgustik	сети	võrgustik	сеть	N;NOM;SG	N;INAN;NOM;FEM;PL
võrgustik	network	võrgustik	network	N;NOM;SG	PROPN
äge	классные	äge	классный	ADJ;NOM;SG	ADJ;NOM;PL
äge	классно	äge	классный	ADJ;NOM;SG	ADV
isane	мужчина	isane	мужчина	ADJ;NOM;SG	N;ANIM;NOM;MASC;SG
isane	самец	isane	самец	ADJ;NOM;SG	N;ANIM;NOM;MASC;SG
isane	мужские	isane	мужской	ADJ;NOM;SG	ADJ;NOM;PL
ühik	подразделения	ühik	подразделение	N;NOM;SG	N;INAN;NOM;NEUT;PL
ühik	единицы	ühik	единица	N;NOM;SG	N;INAN;NOM;FEM;PL
ühik	подразделений	ühik	подразделение	N;NOM;SG	N;INAN;GEN;NEUT;PL
ühik	единицы	ühik	единица	N;NOM;SG	N;INAN;NOM;FEM;PL
make	сделать	make	делать	N;NOM;SG	V;PFV;NFIN;ACT
make	make	make	make	N;NOM;SG	PROPN
matemaatiline	математические	matemaatiline	математический	ADJ;NOM;SG	ADJ;NOM;PL
suitsu	сигарета	suits	сигарета	N;PRT;SG	N;INAN;NOM;FEM;SG
suitsu	сигарету	suits	сигарета	N;PRT;SG	N;INAN;ACC;FEM;SG
suitsu	сигареты	suits	сигарета	N;PRT;SG	N;INAN;NOM;FEM;PL
suitsu	дым	suits	дым	N;PRT;SG	N;INAN;NOM;MASC;SG
näo	лицевой	nägu	лицевой	N;GEN;SG	ADJ;NOM;MASC;SG
näo	лицом	nägu	лицо	N;GEN;SG	N;INAN;INS;NEUT;SG
näo	лицо	nägu	лицо	N;GEN;SG	N;INAN;NOM;NEUT;SG
rakendus	app	rakendus	app	N;NOM;SG	PROPN
kameruni	камеруна	kamer	камерун	N;NOM;SG	N;INAN;NOM;MASC;PL
kameruni	камеруне	kamer	камерун	N;NOM;SG	N;INAN;DAT;FEM;SG
audi	audi	aud	audi	N;NOM;SG	PROPN
saartele	острова	saar	остров	N;AT+ALL;PL	N;INAN;NOM;MASC;PL
saartele	островов	saar	остров	N;AT+ALL;PL	N;INAN;GEN;MASC;PL
western	западная	western	западный	N;NOM;SG	ADJ;NOM;FEM;SG
western	западные	western	западный	N;NOM;SG	ADJ;NOM;PL
western	западной	western	западный	N;NOM;SG	ADJ;INS;FEM;SG
western	западный	western	западный	N;NOM;SG	ADJ;NOM;MASC;SG
western	западное	western	западный	N;NOM;SG	ADJ;NOM;NEUT;SG
lima	слизи	lima	слизь	N;NOM;SG	N;INAN;NOM;FEM;PL
koostamine	компиляции	koostamine	компиляция	N;NOM;SG	N;INAN;NOM;FEM;PL
õppimine	изучения	õppimine	изучение	N;NOM;SG	N;INAN;GEN;NEUT;SG
õppimine	изучаю	õppimine	изучать	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
õppimine	учусь	õppimine	учиться	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;MID
õppimine	обучения	õppimine	обучение	N;NOM;SG	N;INAN;GEN;NEUT;SG
õppimine	учимся	õppimine	учиться	N;NOM;SG	V;IPFV;IND;PL;1;PRS;FIN;MID
õppimine	учусь	õppimine	учиться	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;MID
ettevõtluse	предпринимательства	ette_võtlus	предпринимательство	N;GEN;SG	N;INAN;NOM;NEUT;SG
ettevõtluse	предпринимательство	ette_võtlus	предпринимательство	N;GEN;SG	N;INAN;NOM;NEUT;SG
deep	глубокую	deep	глубокий	N;NOM;SG	ADJ;ACC;FEM;SG
deep	глубокое	deep	глубокий	N;NOM;SG	ADJ;NOM;NEUT;SG
deep	глубокая	deep	глубокий	N;NOM;SG	ADJ;NOM;FEM;SG
deep	глубокие	deep	глубокий	N;NOM;SG	ADJ;NOM;PL
deep	глубоко	deep	глубоко	N;NOM;SG	ADV
deep	глубокий	deep	глубокий	N;NOM;SG	ADJ;NOM;MASC;SG
wien	wien	wien	wien	N;NOM;SG	PROPN
läbirääkimiste	переговоры	läbi_rääkimine	переговоры	N;GEN;PL	N;INAN;NOM;MASC;PL
vahetu	direct	vahetu	direct	ADJ;NOM;SG	PROPN
vahetu	прямые	vahetu	прямой	ADJ;NOM;SG	ADJ;NOM;PL
vahetu	директ	vahetu	директ	ADJ;NOM;SG	N;INAN;NOM;MASC;SG
vahetu	немедленно	vahetu	немедленно	ADJ;NOM;SG	ADV
vahetu	незамедлительно	vahetu	незамедлительно	ADJ;NOM;SG	ADV
eemaldatud	удален	eemaldama	удалный	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
eemaldatud	удаляется	eemaldama	удалять	ADJ;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
eemaldatud	удалена	eemaldama	удалить	ADJ;PST;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
eemaldatud	удалены	eemaldama	удалить	ADJ;PST;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
eemaldatud	удалено	eemaldama	удалить	ADJ;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
andorra	андорры	andorra	андорра	N;NOM;SG	N;INAN;NOM;FEM;PL
väljasurnud	вымерли	välja_surnud	вымереть	ADJ;PST;V.PTCP;ACT	V;PFV;IND;PL;PST;FIN;ACT
michigani	мичиган	michigan	мичиган	NUM;NOM;SG	N;INAN;NOM;MASC;SG
greene	грин	green	грин	N;NOM;SG	
tempo	темпы	tempo	темп	N;NOM;SG	N;INAN;NOM;MASC;PL
kriitikat	критика	kriitika	критика	N;PRT;SG	N;INAN;NOM;FEM;SG
kriitikat	критику	kriitika	критика	N;PRT;SG	N;INAN;ACC;FEM;SG
kriitikat	критика	kriitika	критика	N;PRT;SG	N;INAN;NOM;FEM;SG
hapnik	кислорода	hapnik	кислород	N;NOM;SG	N;INAN;GEN;MASC;SG
mln	миллионов	mln	миллион	NUM	N;INAN;GEN;MASC;PL
mln	миллион	mln	миллион	NUM	N;INAN;NOM;MASC;SG
mln	млн	mln	миллион	NUM	N;INAN;NOM;MASC;SG
mln	миллиона	mln	миллион	NUM	N;INAN;GEN;MASC;SG
mln	mio	mln	mio	NUM	PROPN
loetud	читайте	lugema	читать	V;PST;V.PTCP;PASS	V;IPFV;IMP;PL;2;FIN;ACT
loetud	читай	lugema	читай	V;PST;V.PTCP;PASS	V;IPFV;IMP;SG;2;FIN;ACT
loetud	прочитать	lugema	прочесть	V;PST;V.PTCP;PASS	V;PFV;NFIN;ACT
loetud	прочесть	lugema	прочесть	V;PST;V.PTCP;PASS	V;PFV;NFIN;ACT
loetud	читать	lugema	читать	V;PST;V.PTCP;PASS	V;IPFV;NFIN;ACT
loetud	насчитал	lugema	насчитать	V;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
kelder	подвале	kelder	подвал	N;NOM;SG	N;INAN;ESS;MASC;SG
kelder	подвале	kelder	подвал	N;NOM;SG	N;INAN;ESS;MASC;SG
teaduskonna	преподаватели	teaduskond	преподаватель	N;PRT;SG	N;ANIM;NOM;MASC;PL
teaduskonna	факультет	teaduskond	факультет	N;PRT;SG	N;INAN;NOM;MASC;SG
ioonid	ионов	ioon	ион	N;NOM;PL	N;INAN;GEN;MASC;PL
pink	скамейке	pink	скамейка	N;NOM;SG	N;INAN;DAT;FEM;SG
meeskonnad	экипажей	meeskond	экипаж	N;NOM;PL	N;INAN;GEN;MASC;PL
sõltumatud	независимый	sõltumatu	независимый	ADJ;NOM;PL	ADJ;NOM;MASC;SG
sõltumatud	независимая	sõltumatu	независимый	ADJ;NOM;PL	ADJ;NOM;FEM;SG
sõltumatud	независимое	sõltumatu	независимый	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
annika	анника	annika	анник	N;NOM;SG	
juuksed	волос	juus	волос	N;NOM;PL	N;INAN;GEN;FEM;PL
sein	стене	sein	стена	N;NOM;SG	N;INAN;DAT;FEM;SG
segadust	путаница	segadus	путаница	N;PRT;SG	N;INAN;NOM;FEM;SG
segadust	путаницы	segadus	путаница	N;PRT;SG	N;INAN;NOM;FEM;SG
segadust	замешательство	segadus	замешательство	N;PRT;SG	N;INAN;NOM;NEUT;SG
