月	moon	月	moon	N	PROPN;ANIM;NOM;MASC;SG
流放	exile	流放	exila	V	PROPN;INAN;NOM;MASC;SG
流放	vyhnancom	流放	vyhnanec	V	N;ANIM;INS;MASC;SG
流放	vyhnanstvo	流放	vyhnanstvo	V	N;NOM;NEUT;SG
寶石	jewel	寶石	jesť	N	PROPN;ANIM;NOM;MASC;SG
拿破崙	napoleon	拿破崙	napoleon	PROPN	PROPN;ANIM;NOM;MASC;SG
存活	prežívanie	存活	prežívanie	V	N;NOM;NEUT;SG
存活	prežitie	存活	prežitie	V	N;NOM;NEUT;SG
宣誓	prísahu	宣誓	prísah	V	N;ACC;FEM;SG
宣誓	prísahou	宣誓	prísah	V	N;INS;FEM;SG
生理	fyziologické	生理	fyziologický	N	ADJ;NOM;NEUT;SG
丹尼爾	danielovi	丹尼爾	daniel	PROPN	N;ANIM;DAT;MASC;SG
丹尼爾	daniel	丹尼爾	danieť	PROPN	N;ANIM;NOM;MASC;SG
火炬	pochodeň	火炬	pochodeň	PROPN	N;NOM;FEM;SG
低	basa	低	basa	PART	N;NOM;FEM;SG
低	bass	低	bass	PART	PROPN;ANIM;NOM;MASC;SG
低	basy	低	basa	PART	N;NOM;FEM;PL
八卦	klebety	八卦	klebeta	PROPN	N;INAN;NOM;MASC;PL
勸	presvedčenie	勸	presvedčenie	V	N;NOM;NEUT;SG
勸	presviedčanie	勸	presviedčanie	V	N;NOM;NEUT;SG
跳水	potápanie	跳水	potápanie	V	N;NOM;NEUT;SG
巨型	obrovský	巨型	obrovský	N	ADJ;ANIM;NOM;MASC;SG
增援	posily	增援	posila	V	N;INAN;NOM;MASC;PL
增援	posilnenie	增援	posilnenie	V	N;NOM;NEUT;SG
增援	posilňovanie	增援	posilňovanie	V	N;NOM;NEUT;SG
和	monk	和	monk	ADP	N;ANIM;NOM;MASC;SG
和	mních	和	mní	ADP	N;ANIM;NOM;MASC;SG
和	mníchov	和	mních	ADP	N;ANIM;ACC;MASC;PL
和	mnísi	和	mnísi	ADP	N;ANIM;NOM;MASC;PL
罕見	vzácne	罕見	vzácne	N	ADV
罕見	zriedkavé	罕見	zriedkavý	N	ADJ;NOM;NEUT;SG
罕見	vzácny	罕見	vzácny	N	ADJ;ANIM;NOM;MASC;SG
家長	materská	家長	materský	N	ADJ;NOM;FEM;SG
家長	rodičovský	家長	rodičovský	N	ADJ;ANIM;NOM;MASC;SG
家長	materskej	家長	materský	N	ADJ;GEN;FEM;SG
約瑟夫	jozef	約瑟夫	jozef	PROPN	PROPN;ANIM;NOM;MASC;SG
約瑟夫	joseph	約瑟夫	joseph	PROPN	PROPN;ANIM;NOM;MASC;SG
約瑟夫	jozefa	約瑟夫	jozef	PROPN	PROPN;ANIM;ACC;MASC;SG
核定	schválený	核定	schválený	V	ADJ;INAN;NOM;MASC;SG
核定	schválená	核定	schválený	V	ADJ;NOM;FEM;SG
核定	schválené	核定	schválený	V	ADJ;NOM;NEUT;SG
西門	šimon	西門	šimon	PROPN	N;ANIM;NOM;MASC;SG
西門	simon	西門	simon	PROPN	PROPN;ANIM;NOM;MASC;SG
西門	simona	西門	simon	PROPN	PROPN;NOM;FEM;SG
辯論	diskutovať	辯論	diskutovať	N	V;IPFV;POS;NFIN
討厭	nenávisť	討厭	nenávisť	V	N;NOM;FEM;SG
剩餘	zvyškové	剩餘	zvyškový	N	ADJ;NOM;NEUT;SG
剩餘	reziduálne	剩餘	reziduálny	N	ADV
剩餘	zostávajúca	剩餘	zostávajúci	N	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
剩餘	zostávajúci	剩餘	zostávajúci	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
剩餘	zostáva	剩餘	zostávať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
剩餘	zostávajúce	剩餘	zostávajúci	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
搭檔	partnerské	搭檔	partnerský	N	ADJ;NOM;NEUT;SG
夜晚	nočná	夜晚	nočný	N	ADJ;NOM;FEM;SG
夜晚	nočné	夜晚	nočný	N	ADJ;NOM;NEUT;SG
轉型	prechod	轉型	prechod	V	N;INAN;NOM;MASC;SG
轉型	prechodné	轉型	prechodný	V	ADJ;NOM;NEUT;SG
轉型	premena	轉型	premena	V	N;NOM;FEM;SG
轉型	transformácia	轉型	transformácia	V	N;NOM;FEM;SG
轉型	premeny	轉型	premena	V	N;NOM;FEM;PL
轉型	transformácie	轉型	transformácia	V	N;NOM;FEM;PL
負擔	záťaže	負擔	záťaž	V	N;NOM;FEM;PL
負擔	záťaž	負擔	záťaž	V	N;NOM;FEM;SG
負擔	bremeno	負擔	bremeno	V	N;NOM;NEUT;SG
信託	veriť	信託	veriť	N	V;IPFV;POS;NFIN
信託	ver	信託	veriť	N	INTJ
信託	dôverovať	信託	dôverovať	N	V;IPFV;POS;NFIN
信託	dôveruje	信託	dôverovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
信託	verí	信託	veriť	N	V;IPFV;IND;SG;3;POS;PRS;FIN
關	korelácia	關	korelácia	PROPN	N;NOM;FEM;SG
關	korelácie	關	korelácia	PROPN	N;NOM;FEM;PL
不便	nepríjemnosti	不便	nepríjemnosť	V	N;NOM;FEM;PL
歧視	diskriminácia	歧視	diskriminácia	V	N;NOM;FEM;SG
歧視	diskriminačné	歧視	diskriminačný	V	ADJ;NOM;NEUT;SG
芽	bud	芽	bud	N	INTJ
跳舞	tancuj	跳舞	tancuj	N	INTJ
跳舞	tancovať	跳舞	tancovať	N	V;IPFV;POS;NFIN
跳舞	tanečný	跳舞	tanečný	N	ADJ;INAN;NOM;MASC;SG
跳舞	tancovať	跳舞	tancovať	N	V;IPFV;POS;NFIN
跳舞	tancuje	跳舞	tancovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
精度	presné	精度	presný	N	ADJ;NOM;NEUT;SG
恭喜	gratulujem	恭喜	gratulovať	N	V;IPFV;IND;SG;1;POS;PRS;FIN
恭喜	gratulujem	恭喜	gratulovať	N	V;IPFV;IND;SG;1;POS;PRS;FIN
儒	konfucianizmus	儒	konfucianizmus	PROPN	N;INAN;NOM;MASC;SG
追擊	prenasledovanie	追擊	prenasledovanie	V	N;NOM;NEUT;SG
追擊	prenasledovania	追擊	prenasledovanie	V	N;NOM;NEUT;PL
控制	regulátor	控制	regulátor	V	N;INAN;NOM;MASC;SG
控制	ovládač	控制	ovládač	V	N;INAN;NOM;MASC;SG
限量	obmedzený	限量	obmedzený	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
限量	limitované	限量	limitovaný	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
限量	obmedzené	限量	obmedzený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
限量	limitovaná	限量	limitovaný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
限量	obmedzená	限量	obmedzený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
犧牲	obetovať	犧牲	obetovať	N	V;IPFV;POS;NFIN
塑料	plastové	塑料	plastový	N	ADJ;NOM;NEUT;SG
哭	plač	哭	plač	V	N;INAN;NOM;MASC;SG
哭	plač	哭	plač	V	N;INAN;NOM;MASC;SG
參議	senátor	參議	senátor	V	N;ANIM;NOM;MASC;SG
參議	senátorka	參議	senátorka	V	N;NOM;FEM;SG
參議	senátora	參議	senátor	V	N;ANIM;ACC;MASC;SG
一	januára	一	január	NUM	N;INAN;GEN;MASC;SG
一	január	一	január	NUM	N;INAN;NOM;MASC;SG
一	januári	一	január	NUM	N;INAN;ESS;MASC;SG
科威特	kuvajte	科威特	kuvať	PROPN	INTJ
衰落	pokles	衰落	pokles	V	N;INAN;NOM;MASC;SG
衰落	klesajúci	衰落	klesajúci	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
興起	vznik	興起	vznik	V	N;INAN;NOM;MASC;SG
爭論	hádky	爭論	hádka	V	N;NOM;FEM;PL
爭論	hádka	爭論	hádka	V	N;NOM;FEM;SG
爭論	hádky	爭論	hádka	V	N;NOM;FEM;PL
爭論	spor	爭論	spor	V	N;INAN;NOM;MASC;SG
爭論	argument	爭論	argument	V	N;INAN;NOM;MASC;SG
爭論	argumentácia	爭論	argumentácia	V	N;NOM;FEM;SG
爭論	tvrdenia	爭論	tvrdenie	V	N;NOM;NEUT;PL
爭論	argumentov	爭論	argument	V	N;INAN;GEN;MASC;PL
爭論	argumentácia	爭論	argumentácia	V	N;NOM;FEM;SG
爭論	argumenty	爭論	argument	V	N;INAN;NOM;MASC;PL
輔導	poradenstvo	輔導	poradenstvo	V	N;NOM;NEUT;SG
輔導	poradne	輔導	poradne	V	N;NOM;FEM;PL
輔導	poradenstvo	輔導	poradenstvo	V	N;NOM;NEUT;SG
轉變	premena	轉變	premena	V	N;NOM;FEM;SG
轉變	transformácia	轉變	transformácia	V	N;NOM;FEM;SG
轉變	premeny	轉變	premena	V	N;NOM;FEM;PL
轉變	transformácie	轉變	transformácia	V	N;NOM;FEM;PL
公噸	tony	公噸	ton	N	PROPN;ANIM;NOM;MASC;SG
喝	nápoj	喝	nápoj	V	N;INAN;NOM;MASC;SG
受損	poškodený	受損	poškodený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
受損	poškodená	受損	poškodený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
受損	poškodené	受損	poškodený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
夢幻	sen	夢幻	sen	ADJ	N;INAN;NOM;MASC;SG
夢幻	snívať	夢幻	snívať	ADJ	V;IPFV;POS;NFIN
夢幻	dream	夢幻	dream	ADJ	PROPN;ANIM;NOM;MASC;SG
夢幻	sna	夢幻	sen	ADJ	N;INAN;GEN;MASC;SG
音效	sound	音效	sounda	N	INTJ
囚禁	uväznenie	囚禁	uväznenie	V	N;NOM;NEUT;SG
囚禁	uväznený	囚禁	uväznený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
囚禁	uväznených	囚禁	uväznený	V	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
囚禁	uväznená	囚禁	uväznený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
實用	praktické	實用	praktický	N	ADJ;NOM;NEUT;SG
實用	praktický	實用	praktický	N	ADJ;ANIM;NOM;MASC;SG
實用	praktická	實用	praktický	N	ADJ;NOM;FEM;SG
實用	užitočný	實用	užitočný	N	ADJ;ANIM;NOM;MASC;SG
實用	užitočné	實用	užitočný	N	ADJ;NOM;NEUT;SG
實用	užitočná	實用	užitočný	N	ADJ;NOM;FEM;SG
實用	úžitkové	實用	úžitkový	N	ADJ;NOM;NEUT;SG
上野	ueno	上野	ueno	PROPN	N;NOM;NEUT;SG
落後	vzad	落後	vzad	V	N;INAN;NOM;MASC;SG
落後	spätne	落後	spätnúť	V	ADV
剛果	konžskej	剛果	konžský	PROPN	N;GEN;FEM;SG
剛果	konžská	剛果	konžský	PROPN	ADJ;NOM;FEM;SG
剛果	congo	剛果	congo	PROPN	PROPN;ANIM;NOM;MASC;SG
喪失	stratu	喪失	strata	V	N;ACC;FEM;SG
喪失	prehra	喪失	prehra	V	N;NOM;FEM;SG
喪失	strata	喪失	strata	V	N;NOM;FEM;SG
喪失	straty	喪失	strata	V	N;NOM;FEM;PL
注射	injekcie	注射	injekcia	V	ADV
注射	injekciu	注射	injekcia	V	DET;ACC;FEM;SG
注射	injekciu	注射	injekcia	V	DET;ACC;FEM;SG
注射	injekcia	注射	injekcia	V	DET;NOM;FEM;SG
注射	vstrekovanie	注射	vstrekovanie	V	N;NOM;NEUT;SG
地底	podzemné	地底	podzemný	N	ADJ;NOM;NEUT;SG
地底	podzemných	地底	podzemný	N	ADJ;GEN;MASC;PL
傳遞	relé	傳遞	relý	V	N;NOM;FEM;PL
曙光	súmraku	曙光	súmrak	PROPN	N;INAN;GEN;MASC;SG
曙光	twilight	曙光	twilight	PROPN	N;NOM;MASC;SG
研究	výskumník	研究	výskumník	V	N;ANIM;NOM;MASC;SG
心靈	mysel	心靈	mysieť	N	INTJ
心靈	nazor	心靈	nazor	N	INTJ
鸚鵡	papagájov	鸚鵡	papagáj	PROPN	N;ANIM;GEN;MASC;PL
鸚鵡	papagáj	鸚鵡	papagať	PROPN	N;ANIM;NOM;MASC;SG
鸚鵡	papagáj	鸚鵡	papagať	PROPN	N;ANIM;NOM;MASC;SG
緊張	nervózna	緊張	nervózny	N	ADJ;NOM;FEM;SG
緊張	nervózny	緊張	nervózny	N	ADJ;ANIM;NOM;MASC;SG
澄清	objasnenie	澄清	objasnenie	PROPN	N;NOM;NEUT;SG
澄清	objasnenia	澄清	objasnenie	PROPN	N;NOM;NEUT;PL
壞	zlý	壞	zlý	N	ADJ;ANIM;NOM;MASC;SG
壞	bad	壞	bad	N	PROPN;ANIM;NOM;MASC;SG
壞	zlé	壞	zlý	N	ADJ;NOM;NEUT;SG
壞	blbo	壞	blbo	N	ADV
滿意	spokojný	滿意	spokojný	N	ADJ;ANIM;NOM;MASC;SG
滿意	splnené	滿意	splnený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
滿意	spokojní	滿意	spokojný	N	ADJ;ANIM;NOM;MASC;PL
滿意	spokojné	滿意	spokojný	N	ADJ;NOM;NEUT;SG
滿意	spokojná	滿意	spokojný	N	ADJ;NOM;FEM;SG
合計	súhrnnej	合計	súhrnný	V	ADJ;GEN;FEM;SG
合計	súhrnný	合計	súhrnný	V	ADJ;INAN;NOM;MASC;SG
合計	agregácie	合計	agregácia	V	N;NOM;FEM;PL
合計	súhrnné	合計	súhrnný	V	ADJ;NOM;NEUT;SG
便	lacné	便	lacný	ADV	ADJ;NOM;NEUT;SG
便	lacná	便	lacný	ADV	ADJ;NOM;FEM;SG
便	lacný	便	lacný	ADV	ADJ;INAN;NOM;MASC;SG
便	lacnejší	便	lacný	ADV	ADJ;ANIM;NOM;CMPR;MASC;SG
第五	piaty	第五	piaty	NUM	ADJ;INAN;NOM;MASC;SG
第五	piata	第五	piata	NUM	ADJ;NOM;FEM;SG
第五	piate	第五	piaty	NUM	ADJ;NOM;NEUT;SG
死神	death	死神	death	N	PROPN;ANIM;NOM;MASC;SG
大海	morská	大海	morský	N	ADJ;NOM;FEM;SG
緊	silno	緊	silno		ADV
緊	tesné	緊	tesný		ADJ;NOM;NEUT;SG
緊	pevne	緊	pevne		ADV
廣義	širšieho	廣義	šírky	N	ADJ;GEN;CMPR;MASC;SG
廣義	širšie	廣義	široký	N	ADV;CMPR
廣義	širší	廣義	široký	N	ADJ;ANIM;NOM;CMPR;MASC;SG
廣義	širokého	廣義	široký	N	ADJ;GEN;MASC;SG
廣義	široké	廣義	široký	N	ADJ;NOM;NEUT;SG
廣義	široký	廣義	široký	N	ADJ;INAN;NOM;MASC;SG
廣義	široká	廣義	široký	N	ADJ;NOM;FEM;SG
廣義	širších	廣義	široký	N	ADJ;ANIM;GEN;CMPR;MASC;PL
廣義	širšie	廣義	široký	N	ADV;CMPR
廣義	širší	廣義	široký	N	ADJ;ANIM;NOM;CMPR;MASC;SG
摘要	abstraktné	摘要	abstraktný	N	ADJ;NOM;NEUT;SG
讚	páčila	讚	páčiť		V;IPFV;FEM;SG;POS;PST;V.PTCP
讚	páčilo	讚	páčiť		V;IPFV;NEUT;SG;POS;PST;V.PTCP
讚	ako	讚	ako		ADV
讚	like	讚	lika		N;ANIM;VOC;MASC;SG
麒麟	kirin	麒麟	kirin	PROPN	PROPN;ANIM;NOM;MASC;SG
多	viacero	多	viacero	ADJ	NUM;NOM;NEUT;SG
多	násobok	多	násobok	ADJ	N;INAN;NOM;MASC;SG
火災	horí	火災	horieť	N	V;IPFV;IND;SG;3;POS;PRS;FIN
巴巴	baba	巴巴	baba	PROPN	N;NOM;FEM;SG
復出	comeback	復出	comeback	V	N;INAN;NOM;MASC;SG
復出	návrat	復出	návrat	V	N;INAN;NOM;MASC;SG
精確	presná	精確	presný	N	ADJ;NOM;FEM;SG
精確	presný	精確	presný	N	ADJ;INAN;NOM;MASC;SG
精確	presné	精確	presný	N	ADJ;NOM;NEUT;SG
精確	presná	精確	presný	N	ADJ;NOM;FEM;SG
精確	presný	精確	presný	N	ADJ;INAN;NOM;MASC;SG
精確	presné	精確	presný	N	ADJ;NOM;NEUT;SG
精確	presná	精確	presný	N	ADJ;NOM;FEM;SG
精確	presný	精確	presný	N	ADJ;INAN;NOM;MASC;SG
精確	presné	精確	presný	N	ADJ;NOM;NEUT;SG
精確	presné	精確	presný	N	ADJ;NOM;NEUT;SG
拘留	zadržaní	拘留	zadržanie	N	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
成像	zobrazovacie	成像	zobrazovací	N	ADJ;NOM;NEUT;PL
諷刺	ironické	諷刺	ironický	V	ADJ;NOM;NEUT;SG
諷刺	irónia	諷刺	irónia	V	N;NOM;FEM;SG
諷刺	sarkazmus	諷刺	sarkazmus	V	N;INAN;NOM;MASC;SG
諷刺	irónia	諷刺	irónia	V	N;NOM;FEM;SG
地板	podlahové	地板	podlahový	N	ADJ;NOM;NEUT;SG
冰島	island	冰島	island	PROPN	N;ANIM;NOM;MASC;SG
排放	emisie	排放	emisia	V	N;NOM;FEM;PL
排放	emisné	排放	emisný	V	ADJ;NOM;NEUT;PL
排放	emisia	排放	emisia	V	N;NOM;FEM;SG
排放	emisie	排放	emisia	V	N;NOM;FEM;PL
排放	emisií	排放	emisieť	V	N;GEN;FEM;PL
原生	native	原生	nativa	N	PROPN;ANIM;NOM;MASC;SG
交響	symfónia	交響	symfóniť	V	N;NOM;FEM;SG
彎	ohnúť	彎	ohnúť	N	V;PFV;POS;NFIN
彎	bent	彎	bent	N	PROPN;ANIM;NOM;MASC;SG
製片	výrobcovia	製片	výrobec	V	N;ANIM;NOM;MASC;PL
製片	pestovatelia	製片	pestovateľ	V	N;ANIM;NOM;MASC;PL
製片	výrobcov	製片	výrobec	V	N;INAN;GEN;MASC;PL
製片	producenti	製片	producent	V	N;ANIM;NOM;MASC;PL
製片	výrobca	製片	výrobca	V	N;INAN;NOM;MASC;SG
製片	producenta	製片	producent	V	N;ANIM;ACC;MASC;SG
製片	producent	製片	producent	V	N;ANIM;NOM;MASC;SG
製片	výrobcu	製片	výrobec	V	N;INAN;GEN;MASC;SG
棕色	brown	棕色	brown	N	PROPN;ANIM;NOM;MASC;SG
棕色	hnedé	棕色	hnedý	N	ADJ;NOM;NEUT;SG
棕色	hnedý	棕色	hnedý	N	ADJ;ANIM;NOM;MASC;SG
棕色	hnedá	棕色	hnedať	N	ADJ;NOM;FEM;SG
受邀	pozvaný	受邀	pozvaný	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
受邀	pozvaní	受邀	pozvať	V	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
受邀	pozvaná	受邀	pozvať	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
稍	mierne	稍	mierne	ADJ	ADV
稍	nepatrne	稍	nepatrne	ADJ	ADV
依賴	závislé	依賴	závislý	V	ADJ;NOM;NEUT;SG
依賴	závislých	依賴	závislý	V	ADJ;ANIM;GEN;MASC;PL
依賴	závislá	依賴	závislo	V	N;NOM;FEM;SG
依賴	závislosť	依賴	závislosť	V	N;NOM;FEM;SG
依賴	závislosti	依賴	závislosť	V	N;NOM;FEM;PL
依賴	závislosť	依賴	závislosť	V	N;NOM;FEM;SG
共振	rezonančné	共振	rezonančný	N	ADJ;NOM;NEUT;SG
緬	barme	緬	barm	PROPN	N;DAT;FEM;PL
緬	mjanmarsko	緬	mjanmarsko	PROPN	N;NOM;NEUT;SG
投影	projekcia	投影	projekcia	V	N;NOM;FEM;SG
投影	prognóza	投影	prognóza	V	N;NOM;FEM;SG
投影	projekcie	投影	projekcia	V	N;NOM;FEM;PL
投影	premietanie	投影	premietanie	V	N;NOM;NEUT;SG
龔	gong	龔	gong	PROPN	N;INAN;NOM;MASC;SG
雷射	laserové	雷射	laserový	N	ADJ;NOM;NEUT;SG
統治	vládcovia	統治	vládca	V	N;ANIM;NOM;MASC;PL
統治	vládca	統治	vládca	V	N;ANIM;NOM;MASC;SG
統治	vládcu	統治	vládca	V	N;ANIM;ACC;MASC;SG
豪華	deluxe	豪華	deluxa	N	INTJ
豪華	luxusný	豪華	luxusný	N	ADJ;INAN;NOM;MASC;SG
豪華	luxusné	豪華	luxusný	N	ADJ;NOM;NEUT;SG
豪華	luxusný	豪華	luxusný	N	ADJ;INAN;NOM;MASC;SG
認真	vážne	認真	vážne	N	ADV
認真	závažné	認真	závažný	N	ADJ;NOM;NEUT;SG
認真	závažná	認真	závažný	N	ADJ;NOM;FEM;SG
認真	vážny	認真	vážny	N	ADJ;ANIM;NOM;MASC;SG
認真	vážna	認真	vážna	N	ADJ;NOM;FEM;SG
認真	vážne	認真	vážne	N	ADV
認真	seriózne	認真	seriózne	N	ADV
認真	vazne	認真	vazne	N	INTJ
電動	elektrický	電動	elektrický	N	ADJ;INAN;NOM;MASC;SG
電動	elektrických	電動	elektrický	N	ADJ;GEN;MASC;PL
電動	elektrická	電動	elektrický	N	ADJ;NOM;FEM;SG
電動	elektrické	電動	elektrický	N	ADJ;NOM;NEUT;SG
小野	ono	小野	ja	PROPN	N;NOM;NEUT;SG
指派	priradenie	指派	priradenie	V	N;NOM;NEUT;SG
指派	pridelenie	指派	pridelenie	V	N;NOM;NEUT;SG
指派	pripísané	指派	pripísaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
指派	pridelený	指派	pridelený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
指派	pridelené	指派	pridelený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
指派	priradené	指派	priradený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
指派	pridelená	指派	pridelený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
指派	pridelenia	指派	pridelenie	V	N;NOM;NEUT;PL
指派	úlohy	指派	úloha	V	N;NOM;FEM;PL
指派	priradenie	指派	priradenie	V	N;NOM;NEUT;SG
毒性	jedovatý	毒性	jedovatý	N	ADJ;ANIM;NOM;MASC;SG
毒性	toxické	毒性	toxický	N	ADJ;NOM;NEUT;SG
毒性	toxická	毒性	toxický	N	ADJ;NOM;FEM;SG
毒性	toxický	毒性	toxický	N	ADJ;ANIM;NOM;MASC;SG
翅膀	wings	翅膀	winga	N	PROPN;ANIM;NOM;MASC;SG
墨爾本	melbourne	墨爾本	melbourne	PROPN	N;INS;FEM;SG
桶	sudy	桶	sud	PROPN	N;INAN;NOM;MASC;PL
桶	barel	桶	barel	PROPN	N;NOM;FEM;SG
桶	sud	桶	sud	PROPN	N;INAN;NOM;MASC;SG
桶	vedro	桶	vedro	PROPN	N;INAN;NOM;NEUT;SG
桶	koše	桶	kôš	PROPN	N;INAN;NOM;MASC;PL
對立	protichodné	對立	protichodný	V	ADJ;NOM;NEUT;SG
對立	antagonizmus	對立	antagonizmus	V	N;INAN;NOM;MASC;SG
對立	rivalita	對立	rivalita	V	N;NOM;FEM;SG
對立	konfrontáciu	對立	konfrontácia	V	N;ACC;FEM;SG
對立	protiklady	對立	protiklad	V	N;INAN;NOM;MASC;PL
男生	boys	男生	boys	N	PROPN;ANIM;NOM;MASC;SG
惡化	zhoršenie	惡化	zhoršenie	V	N;NOM;NEUT;SG
網址	url	網址	url	N	
網址	url	網址	url	N	
休閒	príležitostné	休閒	príležitostný	N	ADJ;NOM;NEUT;SG
休閒	neformálne	休閒	neformálny	N	ADV
同	spoločníka	同	spoločník	DET	N;ANIM;ACC;MASC;SG
同	spoločníčka	同	spoločníčky	DET	N;NOM;FEM;SG
同	spoločník	同	spoločník	DET	N;ANIM;NOM;MASC;SG
壓縮	kompresie	壓縮	kompresi	V	N;NOM;FEM;PL
壓縮	stlačený	壓縮	stlačený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
缺席	absencia	缺席	absencia	V	N;NOM;FEM;SG
缺席	neexistencia	缺席	neexistencia	V	N;NOM;FEM;SG
缺席	absencie	缺席	absencia	V	N;NOM;FEM;PL
缺席	neprítomnosti	缺席	neprítomnosť	V	N;DAT;FEM;SG
缺席	neprítomnosť	缺席	neprítomnosť	V	N;NOM;FEM;SG
基輔	kyjeve	基輔	kyjev	PROPN	N;INAN;ESS;MASC;SG
七	siedmych	七	siedmy	NUM	ADJ;ANIM;GEN;MASC;PL
七	seven	七	seven	NUM	PROPN;NOM;FEM;SG
綁	únos	綁	únos	V	N;INAN;NOM;MASC;SG
綁	únos	綁	únos	V	N;INAN;NOM;MASC;SG
綁	únosu	綁	únos	V	N;INAN;GEN;MASC;SG
綁	únosy	綁	únos	V	N;INAN;NOM;MASC;PL
反叛	povstania	反叛	povstanie	V	N;NOM;NEUT;PL
反叛	povstanie	反叛	povstanie	V	N;NOM;NEUT;SG
反叛	rebel	反叛	rebieť	V	N;INAN;NOM;MASC;SG
反叛	povstanie	反叛	povstanie	V	N;NOM;NEUT;SG
反叛	rebélie	反叛	rebélia	V	N;NOM;FEM;PL
反叛	vzbura	反叛	vzbura	V	N;NOM;FEM;SG
西班牙	španielske	西班牙	španielsky	PROPN	ADJ;NOM;NEUT;SG
西班牙	španielsky	西班牙	španielsky	PROPN	ADJ;ANIM;NOM;MASC;SG
西班牙	španielčina	西班牙	španielčina	PROPN	N;NOM;FEM;SG
西班牙	španielska	西班牙	španielsky	PROPN	PROPN;NOM;FEM;SG
修理	opravy	修理	oprava	V	N;NOM;FEM;PL
修理	oprava	修理	oprava	V	N;NOM;FEM;SG
修理	opravu	修理	oprava	V	N;ACC;FEM;SG
修理	opravy	修理	oprava	V	N;NOM;FEM;PL
丹佛	denveri	丹佛	denveri	PROPN	N;NOM;NEUT;SG
近海	pobrežný	近海	pobrežný	N	ADJ;ANIM;NOM;MASC;SG
阿部	abe	阿部	abe	PROPN	PROPN;ANIM;NOM;MASC;SG
衰退	recesia	衰退	recesi	V	N;NOM;FEM;SG
衰退	recesie	衰退	recesia	V	N;NOM;FEM;PL
玻利維亞	bolívia	玻利維亞	bolíviť	PROPN	N;NOM;FEM;SG
墜毀	páde	墜毀	pád	V	N;INAN;ESS;MASC;SG
墜毀	havária	墜毀	havária	V	N;NOM;FEM;SG
墜毀	pád	墜毀	pád	V	N;INAN;NOM;MASC;SG
墜毀	haváriu	墜毀	haváriť	V	N;ACC;FEM;SG
數千	tisícoch	數千	tisíc	NUM	N;ANIM;ACC;MASC;PL
數千	tisíce	數千	tisíc`1000	NUM	N;NOM;MASC;PL
數千	tisícky	數千	tisícky	NUM	ADV
暴動	riot	暴動	riot	N	PROPN;ANIM;NOM;MASC;SG
排版	rozloženie	排版	rozloženie	V	N;NOM;NEUT;SG
排版	usporiadanie	排版	usporiadanie	V	N;NOM;NEUT;SG
浸	dip	浸	dip	PROPN	N;INAN;NOM;MASC;SG
滿洲	mandžusko	滿洲	mandžusko	PROPN	ADV
及	včas	及	včas	ADP	ADV
及	včasná	及	včasný	ADP	ADJ;NOM;FEM;SG
及	včasné	及	včasný	ADP	ADJ;NOM;NEUT;SG
瀏覽	prehliadanie	瀏覽	prehliadanie	V	N;NOM;NEUT;SG
瀏覽	pozeranie	瀏覽	pozeranie	V	N;NOM;NEUT;SG
瀏覽	prehliadanie	瀏覽	prehliadanie	V	N;NOM;NEUT;SG
瀏覽	výhľad	瀏覽	výhľad	V	N;INAN;NOM;MASC;SG
瀏覽	pohľad	瀏覽	pohľad	V	N;INAN;NOM;MASC;SG
瀏覽	zobrazenie	瀏覽	zobrazenie	V	N;NOM;NEUT;SG
姊姊	sis	姊姊	sis	N	
