von	から	von	から	ADP	CONJ
zeile	ライン	zeilen	ライン		N
antoine	アントワーヌ	antoine	アントワーヌ	PROPN;NOM;SG	PROPN
arte	アルテ	art	アルテ		PROPN
zusammenfassung	まとめ	zusammenfassung	まとめる	ADJ	V
zusammenfassung	抽象	zusammenfassung	抽象	ADJ	N
zusammenfassung	概説	zusammenfassung	概説	ADJ	V
zusammenfassung	概略	zusammenfassung	概略	ADJ	N
zusammenfassung	まとめ	zusammenfassung	まとめる	ADJ	V
zusammenfassung	概要	zusammenfassung	概要	ADJ	N
zusammenfassung	要約	zusammenfassung	要約	ADJ	V
petrus	ペーター	petrus	ペーター	PROPN;NOM;MASC;SG	PROPN
petrus	peter	petrus	peter	PROPN;NOM;MASC;SG	PROPN
petrus	ピーター	petrus	ピーター	PROPN;NOM;MASC;SG	PROPN
gelistet	上場	listen	上場	V;V.PTCP	N
risiko	リスク	risiko	リスク		N
risiko	リスク	risiko	リスク		N
zuordnung	割り当て	zuordnung	割り当てる	ADJ	V
zuordnung	譲渡	zuordnung	譲渡	ADJ	V
zuordnung	代入	zuordnung	代入	ADJ	N
zuordnung	割り当て	zuordnung	割り当てる	ADJ	V
zuordnung	帰属	zuordnung	帰属	ADJ	V
zuordnung	写像	zuordnung	写像	ADJ	N
zuordnung	マッピング	zuordnung	マッピング	ADJ	N
bande	ギャング	binden	ギャング		N
cover	表紙	cover	表紙	PROPN	N
cover	被覆	cover	被覆	PROPN	N
cover	カバー	cover	カバー	PROPN	N
cover	cover	cover	cover	PROPN	PROPN
philippinen	フィリピン	philippinen	フィリピン	PROPN;NOM	PROPN
philippinen	フィリピン	philippinen	フィリピン	PROPN;NOM	PROPN
lawrence	ローレンス	lawrence	ローレンス	PROPN;NOM;SG	PROPN
metall	メタル	metall	メタル		N
metall	金属	metall	金属		N
metall	金属	metall	金属		N
schauspiel	ドラマ	schauspiel	ドラマ		N
schauspiel	演技	schauspiel	演技		N
schauspiel	スペクタクル	schauspiel	スペクタクル		N
mitteilungen	通信	mitteilung	通信	V;NFIN	N
mitteilungen	コミュニケーション	mitteilung	コミュニケーション	V;NFIN	N
mitteilungen	メッセージ	mitteilung	メッセージ	V;NFIN	N
mitteilungen	お	mitteilung	お	V;NFIN	N
lothringen	ロレーヌ	lothringen	ロレーヌ	PROPN;NOM	PROPN
wechseln	スイッチ	wechseln	スイッチ	V;NFIN	N
wechseln	交互	wechseln	交互	V;NFIN	ADJ
wechseln	チェンジ	wechseln	チェンジ	V;NFIN	N
wechseln	スイッチング	wechseln	スイッチング	V;NFIN	N
residenz	住居	residenz	住居		N
residenz	居所	residenz	居所		N
residenz	住居	residenz	住居		N
residenz	邸宅	residenz	邸宅		N
wissens	知識	wissens	知識		N
angegebenen	特定	angegeben	特定	V;PL;FIN	
aufgelistet	上場	auflisten	上場	V;V.PTCP	N
mode	ファッション	mode	ファッション		N
mode	モード	mode	モード		N
mode	ファッション	mode	ファッション		N
update	アップデート	update	アップデート		PROPN
update	更新	update	更新		V
russell	ラッセル	russell	ラッセル	PROPN	PROPN
nachdruck	模写	nachdruck	模写		V
nachdruck	生殖	nachdruck	生殖		N
nachdruck	翻刻	nachdruck	翻刻		N
konstantin	コンスタンチン	konstantin	コンスタンチン	PROPN;NOM;SG	PROPN
dialog	台詞	dialog	台詞		N
fahrzeugen	乗り物	fahrzeugen	乗り物	V;NFIN	N
fahrzeugen	車両	fahrzeugen	車両	V;NFIN	N
ann	アン	ann	アン	PROPN;NOM;MASC;SG	PROPN
reinhold	ライン	reinhold	ライン	PROPN;NOM;MASC;SG	N
großvater	おじい	großvat	おじい	ADJ	N
großvater	おじいさん	großvat	おじいさん	ADJ	N
großvater	祖父	großvat	祖父	ADJ	N
gefühl	感じる	Gefühl	感じる	N;NOM;NEUT;SG	V
gefühl	feel	Gefühl	feel	N;NOM;NEUT;SG	PROPN
montreal	モントリオール	montreal	モントリオール	PROPN	PROPN
maximale	マックス	maximal	マックス	ADJ;NOM;FEM;PL	PROPN
maximale	max	maximal	max	ADJ;NOM;FEM;PL	PROPN
maximale	最大	maximal	最大	ADJ;NOM;FEM;PL	N
maximale	maximum	maximal	maximum	ADJ;NOM;FEM;PL	PROPN
flugplatz	飛行場	flugplatz	飛行場	ADJ	N
flugplatz	空港	flugplatz	空港	ADJ	N
flugplatz	飛行場	flugplatz	飛行場	ADJ	N
wachstum	成長	wachstum	成長	N;NOM;NEUT;SG	V
wachstum	発育	wachstum	発育	N;NOM;NEUT;SG	V
gäste	ゲスト	gesen	ゲスト	N;NOM;MASC;PL	PROPN
gäste	ゲスト	gesen	ゲスト	N;NOM;MASC;PL	PROPN
passau	パッサウ	passau	パッサウ	PROPN;NOM;SG	PROPN
qualifizieren	予選	qualifizieren	予選	V;NFIN	N
vorteile	福利	vorteilen	福利		N
vorteile	特典	vorteilen	特典		V
vorteile	利点	vorteilen	利点		N
vorteile	長所	vorteilen	長所		N
gärten	庭園	gart	庭園	V;NFIN	N
größter	最大	groß	最大	ADJ	N
wolle	ウール	wollen	ウール	V;SBJV;SG;3;PRS;FIN	N
berechnung	計算	berechnung	計算	ADJ	V
berechnung	算定	berechnung	算定	ADJ	V
berechnung	計算	berechnung	計算	ADJ	V
berechnung	計算	berechnung	計算	ADJ	V
berechnung	計算	berechnung	計算	ADJ	V
videos	動画	videos	動画		N
platten	パネル	platt	パネル	V;NFIN	N
platten	ボード	platt	ボード	V;NFIN	N
platten	レコード	platt	レコード	V;NFIN	N
way	ウェイ	wey	ウェイ		N
konflikte	紛争	konflikt	紛争	ADJ	N
konflikte	コンフリクト	konflikt	コンフリクト	ADJ	N
konflikte	競合	konflikt	競合	ADJ	V
konflikte	紛争	konflikt	紛争	ADJ	N
konflikte	対立	konflikt	対立	ADJ	V
konflikte	コンフリクト	konflikt	コンフリクト	ADJ	N
auflagen	エディション	auflagen	エディション	V;NFIN	N
haag	ハーグ	haagen	ハーグ	PROPN;NOM;SG	PROPN
helden	ヒーローズ	helden	ヒーローズ	V;NFIN	PROPN
helden	heroes	helden	heroes	V;NFIN	PROPN
helden	ヒーロー	helden	ヒーロー	V;NFIN	N
yorker	ニューヨーカー	yorker	ニューヨーカー	PROPN;NOM;SG	PROPN
stipendium	フェローシップ	stipendium	フェローシップ	ADJ	N
gesamt	合計	gesamt	合計		N
gesamt	全体	gesamt	全体		N
gesamt	合計	gesamt	合計		N
öffnen	オープン	öffnen	オープン	V;NFIN	N
öffnen	オープニング	öffnen	オープニング	V;NFIN	N
arbeitgeber	事業主	arbeitgeber	事業主	ADJ	N
jochen	ヨッヘン	jochen	ヨッヘン	PROPN	PROPN
massiv	固体	massiv	固体	ADJ	N
massiv	山塊	massiv	山塊	ADJ	N
freiwilligen	ボランティア	freiwillig	ボランティア	ADJ	N
erkrankung	無秩序	erkrankung	無秩序	N;NOM;FEM;SG	
überarbeitete	改訂	überarbeitet	改訂	ADJ;NOM;FEM;SG	V
wohnungen	住宅	wohnung	住宅	ADJ	N
wohnungen	アパート	wohnung	アパート	ADJ	N
schlägt	ビーツ	schlagen	ビーツ	V;IND;SG;3;PRS;FIN	N
performance	パフォーマンス	performance	パフォーマンス	ADJ;NOM;FEM;PL	N
performance	性能	performance	性能	ADJ;NOM;FEM;PL	N
performance	興行	performance	興行	ADJ;NOM;FEM;PL	V
pastor	牧師	pastor	牧師	PROPN;SG	N
besonderheiten	特性	besonderheiten	特性	V;NFIN	N
besonderheiten	特色	besonderheiten	特色	V;NFIN	N
besonderheiten	特徴	besonderheiten	特徴	V;NFIN	N
besonderheiten	ハイライト	besonderheiten	ハイライト	V;NFIN	N
korea	朝鮮	korea	朝鮮	PROPN;NOM;MASC;SG	N
korea	韓国	korea	韓国	PROPN;NOM;MASC;SG	PROPN
gebunden	コミット	binden	コミット	V;V.PTCP	N
mdl	mdl	mdl	mdl		PROPN
syrien	シリア	syrienen	シリア		PROPN
syrien	シリア	syrienen	シリア		PROPN
nasa	nasa	nasa	nasa	PROPN;NOM;MASC;SG	PROPN
geschäfte	商業	geschäft	商業	ADJ;NOM;PL	N
geschäfte	コマース	geschäft	コマース	ADJ;NOM;PL	PROPN
geschäfte	店舗	geschäft	店舗	ADJ;NOM;PL	N
geschäfte	ショップ	geschäft	ショップ	ADJ;NOM;PL	N
geschäfte	店舗	geschäft	店舗	ADJ;NOM;PL	N
geschäfte	営業	geschäft	営業	ADJ;NOM;PL	N
geschäfte	事業	geschäft	事業	ADJ;NOM;PL	N
geschäfte	ビジネス	geschäft	ビジネス	ADJ;NOM;PL	N
temperaturen	天気	temperatur	天気	V;NFIN	N
temperaturen	気象	temperatur	気象	V;NFIN	N
temperaturen	気温	temperatur	気温	V;NFIN	N
temperaturen	温度	temperatur	温度	V;NFIN	N
auskunft	情報	auskunft	情報	ADJ	N
fake	フェイク	faklen	フェイク		N
berichterstattung	報告	berichterstattung	報告	N;NOM;FEM;SG	V
agnes	アグネス	agnes	アグネス	PROPN;NOM;FEM;SG	PROPN
fleisch	食肉	fleisch	食肉	ADJ	N
fleisch	食肉	fleisch	食肉	ADJ	N
fleisch	肉体	fleisch	肉体	ADJ	N
moschee	モスク	moschen	モスク		PROPN
reichs	ライヒ	reichs	ライヒ	PROPN	PROPN
preisträger	勝者	preisträg	勝者	ADJ	N
preisträger	ウィナー	preisträg	ウィナー	ADJ	PROPN
preisträger	勝者	preisträg	勝者	ADJ	N
freunden	友だち	freund	友だち	V;NFIN	N
freunden	友達	freund	友達	V;NFIN	N
handball	ハンド	handball	ハンド	ADJ	N
slalom	スラローム	slalom	スラローム		N
pfund	スターリング	pfund	スターリング		PROPN
pfund	lbs	pfund	lbs		PROPN
pfund	パウンド	pfund	パウンド		PROPN
pfund	ポンド	pfund	ポンド		N
pfund	ポンド	pfund	ポンド		N
theory	セオリー	theory	セオリー	PROPN	N
theory	理論	theory	理論	PROPN	N
bundesland	都道府県	bundesland	都道府県		N
bundesland	状態	bundesland	状態		N
frederick	フレデリック	frederick	フレデリック	PROPN;NOM;MASC;SG	PROPN
frederick	フリードリヒ	frederick	フリードリヒ	PROPN;NOM;MASC;SG	PROPN
beliebt	人気	belieben	人気	ADJ	N
fernando	フェルナンド	fernando	フェルナンド	PROPN;NOM;MASC;SG	PROPN
bayreuth	バイロイト	bayreuth	バイロイト	PROPN;NOM;SG	PROPN
abkommen	コンベンション	abkommen	コンベンション	V;NFIN	N
abkommen	大会	abkommen	大会	V;NFIN	N
stuart	スチュアート	stuaren	スチュアート	PROPN	PROPN
stuart	ステュアート	stuaren	ステュアート	PROPN	PROPN
hot	熱い	hot	熱い		ADJ
hot	ホット	hot	ホット		N
hot	暑い	hot	暑い		ADJ
elementen	要素	element	要素	V;PL;FIN	N
elementen	元素	element	元素	V;PL;FIN	N
elementen	エレメント	element	エレメント	V;PL;FIN	N
inn	宿屋	inn	宿屋	PROPN	N
inn	旅館	inn	旅館	PROPN	N
board	ボード	board	ボード		N
kanzel	講壇	kanzel	講壇		PROPN
anteile	パーセンテージ	anteilen	パーセンテージ	ADJ	N
anteile	パーセント	anteilen	パーセント	ADJ	N
anteile	株式	anteilen	株式	ADJ	N
anteile	シェア	anteilen	シェア	ADJ	N
laden	ロード	laden	ロード	V;NFIN	N
laden	ローディング	laden	ローディング	V;NFIN	N
laden	店舗	laden	店舗	V;NFIN	N
laden	ストア	laden	ストア	V;NFIN	N
guy	ガイ	guy	ガイ	PROPN;NOM;MASC;SG	PROPN
nova	ノヴァ	nova	ノヴァ	PROPN;NOM;SG	PROPN
nova	新星	nova	新星	PROPN;NOM;SG	N
zweig	支店	zweig	支店		N
zweig	支社	zweig	支社		N
zweig	ブランチ	zweig	ブランチ		N
zweig	支部	zweig	支部		N
felder	フィールド	feld	フィールド	ADJ	N
felder	フィールズ	feld	フィールズ	ADJ	PROPN
kurs	コース	kurs	コース	ADV	N
spannung	興奮	spannung	興奮		V
spannung	緊張	spannung	緊張		V
spannung	テンション	spannung	テンション		N
spannung	サスペンス	spannung	サスペンス		N
spannung	電圧	spannung	電圧		N
medium	ミディアム	medium	ミディアム		N
medium	メディア	medium	メディア		N
dave	デーヴ	dave	デーヴ	PROPN;NOM;MASC;SG	PROPN
dave	デイヴ	dave	デイヴ	PROPN;NOM;MASC;SG	PROPN
fan	ファン	fan	ファン		N
sozial	ソーシャル	sozial	ソーシャル	ADJ	N
bewegungen	ムーブメント	bewegungen	ムーブメント	V;NFIN	N
bewegungen	楽章	bewegungen	楽章	V;NFIN	N
bewegungen	動き	bewegungen	動き	V;NFIN	N
christentum	キリスト	christentum	キリスト	PROPN	N
fähigkeit	能力	fähigkeit	能力	ADJ	N
fürstentum	公国	fürstentum	公国	PROPN	N
endspiel	ファイナル	endspiel	ファイナル	N;NOM;SG	PROPN
verletzungen	外傷	verletzungen	外傷	V;NFIN	N
atelier	アトリエ	atelaur	アトリエ		N
atelier	スタジオ	atelaur	スタジオ		N
norwegischer	ノルウェー	norwegisch	ノルウェー	ADJ	PROPN
bgb	bgb	bgb	bgb		PROPN
reaktionen	リアクション	reaktion	リアクション	V;NFIN	N
reaktionen	レスポンス	reaktion	レスポンス	V;NFIN	N
reaktionen	リアクション	reaktion	リアクション	V;NFIN	N
tobias	トバイアス	tobias	トバイアス	PROPN;NOM;MASC;SG	PROPN
australische	オーストラリア	australisch	オーストラリア	ADJ;NOM;FEM;PL	PROPN
lutz	ルッツ	lutz	ルッツ	PROPN;NOM;MASC;SG	PROPN
continental	コンチネンタル	continental	コンチネンタル		PROPN
stettin	シュチェチン	stettin	シュチェチン	PROPN;SG	PROPN
facebook	facebook	facebook	facebook	PROPN;NOM;SG	PROPN
bedroht	脅迫	bedrohen	脅迫	ADJ;V.PTCP	V
tisch	テーブル	tischen	テーブル	ADJ	N
betont	ストレス	betonen	ストレス	V;V.PTCP	N
ausdehnung	膨張	ausdehnung	膨張	N;NOM;FEM;SG	V
ausdehnung	延長	ausdehnung	延長	N;NOM;FEM;SG	V
ausdehnung	内線	ausdehnung	内線	N;NOM;FEM;SG	PROPN
journalistin	ジャーナリスト	journalistin	ジャーナリスト	ADJ	N
journalistin	リポーター	journalistin	リポーター	ADJ	N
journalistin	レポーター	journalistin	レポーター	ADJ	N
body	本文	body	本文	PROPN;NOM;SG	N
body	身体	body	身体	PROPN;NOM;SG	N
body	本体	body	本体	PROPN;NOM;SG	N
body	ボディ	body	ボディ	PROPN;NOM;SG	N
vfl	vfl	vfl	vfl	PROPN;NOM;MASC;SG	PROPN
faktoren	要因	faktoren	要因	V;NFIN	N
primär	メイン	primär	メイン	ADJ	N
primär	プライマリ	primär	プライマリ	ADJ	N
primär	主に	primär	主に	ADJ	ADV
signatur	署名	signatur	署名		V
unfug	いたずら	unfug	いたずら	ADV	ADJ
unfug	ナンセンス	unfug	ナンセンス	ADV	PROPN
behörde	権威	behörde	権威		N
behörde	権限	behörde	権限		N
behörde	職権	behörde	職権		N
vorfeld	エプロン	vorfeld	エプロン	ADJ	N
banken	バンクス	banken	バンクス	N;PL	PROPN
coburg	コーブルク	coburg	コーブルク	PROPN;NOM;MASC;SG	PROPN
geographie	地理	geographie	地理		N
zeichnung	引受け	zeichnung	引受け	N;NOM;FEM;SG	V
zeichnung	購読	zeichnung	購読	N;NOM;FEM;SG	V
zeichnung	描画	zeichnung	描画	N;NOM;FEM;SG	V
kai	kai	kai	kai	PROPN;NOM;MASC;SG	PROPN
kai	カイ	kai	カイ	PROPN;NOM;MASC;SG	PROPN
kai	岸壁	kai	岸壁	PROPN;NOM;MASC;SG	N
kentucky	ケンタッキー	kentucky	ケンタッキー	PROPN;NOM;NEUT;SG	PROPN
behandeln	トリート	behandeln	トリート	V;NFIN	PROPN
gekauft	後	kaufen	後	V;V.PTCP	N
loch	ホール	loch	ホール	ADV	N
allmählich	徐々に	allmählich	徐々に	ADJ	ADV
tower	タワー	tower	タワー	PROPN;NOM;SG	N
busch	ブッシュ	busch	ブッシュ	PROPN	PROPN
busch	ブッシュ	busch	ブッシュ	PROPN	PROPN
koordinaten	座標	koordinat	座標		N
koordinaten	座標	koordinat	座標		N
matt	マット	matt	マット	PROPN	N
kaserne	バラック	kasern	バラック	;NOM	PROPN
boy	男	boy	男	PROPN	N
boy	少年	boy	少年	PROPN	N
boy	ボーイ	boy	ボーイ	PROPN	N
beweisen	プルーフ	beweisen	プルーフ	V;NFIN	N
beweisen	証拠	beweisen	証拠	V;NFIN	N
mars	マーズ	mars	マーズ	PROPN;NOM;SG	PROPN
mars	火星	mars	火星	PROPN;NOM;SG	N
pacific	パシフィック	pacific	パシフィック	PROPN	PROPN
königliche	ロイヤル	königlich	ロイヤル	ADJ;NOM;FEM;PL	N
leichtathlet	アスリート	leichtathlen	アスリート	ADJ	N
gewöhnlich	通常	gewöhnlich	通常	ADJ	N
regelungen	規則	regelung	規則	V;NFIN	N
regelungen	ルール	regelung	ルール	V;NFIN	N
ferrari	フェラーリ	ferrari	フェラーリ	PROPN;NOM;MASC;SG	PROPN
maus	ねずみ	maus	ねずみ	PROPN	N
maus	マウス	maus	マウス	PROPN	N
signal	シグナル	signal	シグナル		N
signal	信号	signal	信号		N
vertrieb	マーケティング	vertreiben	マーケティング		N
vertrieb	分布	vertreiben	分布		V
vertrieb	流通	vertreiben	流通		V
vertrieb	配当	vertreiben	配当		N
vertrieb	販売	vertreiben	販売		V
vertrieb	売り上げ	vertreiben	売り上げ		N
vertrieb	セールス	vertreiben	セールス		N
vertrieb	売上	vertreiben	売上		N
edinburgh	エディンバラ	edinburgh	エディンバラ	PROPN	PROPN
peru	ペルー	peru	ペルー	PROPN;NOM;NEUT;SG	PROPN
heart	心臓	hearen	心臓	PROPN	N
heart	ハート	hearen	ハート	PROPN	N
kuba	キューバ	kuba	キューバ	PROPN;NOM;MASC;SG	PROPN
kuba	キューバ	kuba	キューバ	PROPN;NOM;MASC;SG	PROPN
leichte	ライト	leicht	ライト	ADJ;NOM;FEM;PL	N
leichte	軽度	leicht	軽度	ADJ;NOM;FEM;PL	N
leichte	わずか	leicht	わずか	ADJ;NOM;FEM;PL	ADV
leichte	ライトウェイト	leicht	ライトウェイト	ADJ;NOM;FEM;PL	N
organist	オルガニスト	organist	オルガニスト	ADJ	N
lloyd	ロイド	lloyd	ロイド	PROPN;NOM;MASC;SG	PROPN
todes	デス	tod	デス		PROPN
strand	ビーチ	strand	ビーチ	ADJ	PROPN
strand	砂浜	strand	砂浜	ADJ	N
bruch	ブルッフ	bruch	ブルッフ	N;SG	PROPN
bruch	休憩	bruch	休憩	N;SG	V
bruch	区切り	bruch	区切り	N;SG	V
bruch	骨折	bruch	骨折	N;SG	V
bruch	破壊	bruch	破壊	N;SG	V
bruch	違反	bruch	違反	N;SG	V
miss	ミス	messen	ミス	PROPN;NOM;SG	N
wider	短所	wider	短所		N
kavallerie	騎兵	kavallerie	騎兵	ADJ;NOM;FEM;SG	N
motto	標語	motto	標語		N
motto	スローガン	motto	スローガン		N
norm	基準	norm	基準		N
norm	スタンダード	norm	スタンダード		N
norm	標準	norm	標準		N
notwendigkeit	必要	notwendigkeit	必要		N
zulässig	許容	zulässig	許容	ADJ	
jemanden	誰	jemand	誰	ADV	PRO
aufstellung	リスト	aufstellingen	リスト	N;NOM;FEM;SG	V
leonhard	レナード	leonhard	レナード	PROPN;NOM;SG	PROPN
ausführliche	詳細	ausführlich	詳細	ADJ;NOM;FEM;PL	N
miguel	ミゲル	miguel	ミゲル	PROPN;NOM;SG	PROPN
paulus	パウルス	paulus	パウルス	PROPN;NOM;MASC;SG	PROPN
paulus	ポール	paulus	ポール	PROPN;NOM;MASC;SG	N
paulus	パウル	paulus	パウル	PROPN;NOM;MASC;SG	PROPN
verstoß	侵害	verstoß	侵害		V
verstoß	違反	verstoß	違反		V
verstoß	違反	verstoß	違反		V
half	半分	helfen	半分	V;IND;SG;3;PST;FIN	N
half	ハーフ	helfen	ハーフ	V;IND;SG;3;PST;FIN	N
afghanistan	アフガニスタン	afghanistan	アフガニスタン	PROPN;NOM;SG	PROPN
konflikten	紛争	konflikt	紛争	V;NFIN	N
konflikten	コンフリクト	konflikt	コンフリクト	V;NFIN	N
konflikten	紛争	konflikt	紛争	V;NFIN	N
konflikten	コンフリクト	konflikt	コンフリクト	V;NFIN	N
moderator	司会	moderator	司会		N
moderator	司会	moderator	司会		N
schweizerische	スイス	schweizerisch	スイス	ADJ;NOM;FEM;PL	PROPN
rückgängig	取り消し	rückgängig	取り消し	ADJ	V
rückgängig	取り消す	rückgängig	取り消す	ADJ	V
adel	アデル	adel	アデル		PROPN
adel	貴族	adel	貴族		N
adel	貴族	adel	貴族		N
komme	カミング	kommen	カミング	V;IND;SG;3;PRS;FIN	PROPN
vize	バイス	vize	バイス		N
pas	pas	pas	pas		PROPN
mitunter	とき	mitunter	とき	ADV	N
bat	bat	bitten	bat	V;IND;SG;3;PST;FIN	PROPN
bat	コウモリ	bitten	コウモリ	V;IND;SG;3;PST;FIN	N
bat	バット	bitten	バット	V;IND;SG;3;PST;FIN	N
hubraum	円柱	hubraum	円柱	PROPN	N
hubraum	シリンダー	hubraum	シリンダー	PROPN	N
hubraum	変位	hubraum	変位	PROPN	N
hubraum	三次	hubraum	三次	PROPN	PROPN
gary	ゲーリー	gary	ゲーリー	PROPN;NOM;MASC;SG	PROPN
gary	ギャリー	gary	ギャリー	PROPN;NOM;MASC;SG	PROPN
gary	ゲイリー	gary	ゲイリー	PROPN;NOM;MASC;SG	PROPN
qualifizierten	予選	qualifizieren	予選	V;IND;PL;3;PST;FIN	N
stewart	スチュワート	stewart	スチュワート	PROPN	PROPN
autonomen	自律	autonom	自律	ADJ	N
arbeitsgemeinschaft	コンソーシアム	arbeitsgemeinschaft	コンソーシアム	ADJ	N
befreiung	解放	befreiung	解放		V
befreiung	放棄	befreiung	放棄		V
befreiung	免除	befreiung	免除		V
zoll	インチ	zoll	インチ		N
zoll	義務	zoll	義務		N
zoll	インチ	zoll	インチ		N
zoll	風習	zoll	風習		N
wunder	奇跡	wunder	奇跡		N
wunder	驚異	wunder	驚異		N
wunder	ミラクル	wunder	ミラクル		PROPN
wunder	奇跡	wunder	奇跡		N
wunder	ワンダー	wunder	ワンダー		PROPN
vorsprung	リード	vorsprung	リード	ADV	N
kindergarten	幼稚	kindergarten	幼稚	V;NFIN	N
kindergarten	保育園	kindergarten	保育園	V;NFIN	N
regime	政権	regim	政権		N
finger	フィンガー	fanger	フィンガー		PROPN
sanierung	更生	sanierung	更生	N;NOM;FEM;SG	V
sanierung	再生	sanierung	再生	N;NOM;FEM;SG	V
geheimnis	秘密	geheimnis	秘密	N;NOM;NEUT;SG	
geheimnis	秘密	geheimnis	秘密	N;NOM;NEUT;SG	
geheimnis	秘密	geheimnis	秘密	N;NOM;NEUT;SG	
andy	アンディ	andy	アンディ	PROPN;NOM;MASC;SG	PROPN
lost	ロスト	lossen	ロスト	PROPN	N
stufen	階段	stufen	階段	V;NFIN	N
stufen	舞台	stufen	舞台	V;NFIN	N
stufen	ステージ	stufen	ステージ	V;NFIN	N
