את	te	את	te	PART;ACC	V;DEF;IND;SG;1;PRS;FIN;ACT
משפיע	befolyásolja	השפיע	befolyásol	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
משפיע	befolyásoló	השפיע	befolyásoló	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
אירי	írek	אירי	ír	PROPN	N;NOM;PL
אירי	írország	אירי	írország	PROPN	N;NOM;SG
אירי	ír	אירי	ír	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
אירי	erie	אירי	erie	PROPN	PROPN;NOM;SG
קתרין	kathryn	קתרין	kathry	PROPN	N;NOM;SG
קתרין	katherine	קתרין	katherine	PROPN	N;NOM;SG
קתרין	katalin	קתרין	katalin	PROPN	N;NOM;SG
קתרין	catherine	קתרין	catherine	PROPN	N;NOM;SG
מצר	szoros	מצר	szoros	PROPN	
מיתר	string	מיתר	string		N;NOM;SG
רפי	rafi	רפי	rafi	PROPN	
לחן	dallam	לחן	dallam	PROPN	N;NOM;SG
לחן	melody	לחן	melody	PROPN	
לחן	dallam	לחן	dallam	PROPN	N;NOM;SG
לחן	dallamot	לחן	dallam	PROPN	N;ACC;SG
בניה	építési	בניה	építési	N;FEM;SG	ADJ;NOM;SG
מריו	mario	מריו	mario	PROPN	
השייך	tartozó	השייך	tartozó	PROPN	ADJ;NOM;SG
בגדים	ruházata	בגד	ruházat	N;MASC;PL	N;NOM;SG
בגדים	ruházat	בגד	ruházat	N;MASC;PL	N;NOM;SG
בגדים	ruha	בגד	ruha	N;MASC;PL	N;NOM;SG
בגדים	ruha	בגד	ruha	N;MASC;PL	N;NOM;SG
בגדים	ruhát	בגד	ruha	N;MASC;PL	N;ACC;SG
חגיגות	ünneplés	חגיגה	ünneplés	N;FEM;PL	N;NOM;SG
בואינג	boeing	בואינג	boeing	PROPN	N;NOM;SG
שייח	sejk	שייח	sejk	PROPN	
מנהטן	manhattanben	מנהטן	manhatt	PROPN	ADV
מנהטן	manhattan	מנהטן	manhat	PROPN	V;INDF;POT;SG;3;PST;FIN;ACT
מנהטן	manhattani	מנהטן	manhat	PROPN	V;POT;NFIN;ACT
משולב	integrált	משולב	integrált	PROPN	
משולב	együttesen	משולב	együttes	PROPN	ADJ;FRML;SG
משולב	együttes	משולב	együttes	PROPN	
משולב	kombinált	משולב	kombinált	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
סול	saul	סול	saul		N;NOM;SG
חלבון	fehérjék	חלבון	fehér	N;MASC;SG	N;NOM;PL
דקל	palm	דקל	palm	PROPN	
בונד	kötés	בונד	kötés	PROPN	N;NOM;SG
בונד	kötvény	בונד	kötvény	PROPN	N;NOM;SG
בונד	kötelék	בונד	kötelék	PROPN	N;NOM;SG
בונד	bond	בונד	bond	PROPN	
סבלה	elszenvedett	סבלה	elszenvedett	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
סבלה	szenvedett	סבלה	szenved	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
פנטזיה	fantasy	פנטזיה	fantasy	N;FEM;SG	
פנטזיה	fantázia	פנטזיה	fantázia	N;FEM;SG	
המזכיר	titkárnő	המזכיר	titkárnő	PROPN	N;NOM;SG
המזכיר	titkár	המזכיר	titkár	PROPN	N;NOM;SG
שריפה	tűz	שריף	tűz	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
הקושי	nehézségek	הקושי	nehézség	ADJ;MASC;SG	N;NOM;PL
הקושי	nehézséget	הקושי	nehézség	ADJ;MASC;SG	N;ACC;SG
הקושי	nehézség	הקושי	nehézség	ADJ;MASC;SG	N;NOM;SG
מאיה	mya	מאיה	mya	PROPN	
מאיה	maya	מאיה	maya	PROPN	
מאיה	maja	מאיה	maja	PROPN	
תלויים	eltartott	תלוי	eltartott	V;MASC;PL;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
תלויים	függő	תלוי	függő	V;MASC;PL;V.PTCP;ACT	
ניקולס	nicolas	ניקולס	nicolas	PROPN	
ניקולס	nicholas	ניקולס	nicholas	PROPN	N;NOM;SG
ניקולס	miklós	ניקולס	miklós	PROPN	
ניקולס	nichols	ניקולס	nichols	PROPN	
חזקות	erős	חזק	erős	ADJ;FEM;PL	
חזקות	erősek	חזק	erős	ADJ;FEM;PL	N;NOM;PL
עניינים	számít	עניין	számít	N;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
בשורות	evangéliumok	בשורה	evangélium		N;NOM;PL
בשורות	hírek	בשורה	hír		N;NOM;PL
בשורות	hír	בשורה	hír		N;NOM;SG
הירושה	öröklési	הירושה	öröklési		ADJ;NOM;SG
הירושה	örökség	הירושה	örökség		N;NOM;SG
היציאה	kilépés	היציא	kilépés	N;FEM;SG	
היציאה	kilépő	היציא	kilépő	N;FEM;SG	
פלדה	steel	פלד	steel	N;FEM;SG	
יהודיה	zsidó	None	zsidó	PROPN	
יהודיה	zsidók	None	zsidó	PROPN	N;NOM;PL
הובס	hobbs	הובס	hobbs	V;MASC;SG;3;PST;PASS	N;NOM;SG
הובס	hobbes	הובס	hobbes	V;MASC;SG;3;PST;PASS	N;NOM;SG
הובס	legyőzte	הובס	legyőz	V;MASC;SG;3;PST;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
הובס	legyőzött	הובס	legyőz	V;MASC;SG;3;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
פרנקל	frankel	פרנקל	frankel	PROPN	
ספג	felszívódik	ספג	felszívódik	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
גוון	gwen	גוון	gwen	N;MASC;SG	
חלש	ájulás	חלש	ájulás	ADJ;MASC;SG	N;NOM;SG
חלש	halvány	חלש	halvány	ADJ;MASC;SG	
חלש	gyenge	חלש	gyenge	ADJ;MASC;SG	
חלש	gyengék	חלש	gyengék	ADJ;MASC;SG	N;NOM;PL
קולי	sonic	קולי	sonic	PROPN	
קולי	hangja	קולי	hang	PROPN	N;NOM;SG
קולי	hang	קולי	hang	PROPN	N;NOM;SG
קולי	vokál	קולי	vokál	PROPN	N;NOM;SG
כספית	mercury	כספי	mercury	ADV	
כספית	higany	כספי	higany	ADV	N;NOM;SG
מיכה	micah	מיכה	micah	PROPN	
ריד	reid	ריד	reid	PROPN	
ריד	reed	ריד	reed	PROPN	
סופה	vihar	ספה	vihar		N;NOM;SG
בכיכובו	szereplők	בכיכובו	szereplő		N;NOM;PL
בכיכובו	főszereplő	בכיכובו	főszereplő		N;NOM;SG
בכיכובו	főszerepben	בכיכובו	főszerep		N;IN+ESS;SG
התובע	ügyész	התובע	ügyész		N;NOM;SG
התובע	főügyész	התובע	főügyész		N;NOM;SG
השפיע	befolyásolták	השפיע	befolyásol	V;MASC;SG;3;PST;ACT	V;DEF;IND;PL;3;PST;FIN;ACT
השפיע	érintett	השפיע	érintett	V;MASC;SG;3;PST;ACT	
השפיע	érintettek	השפיע	érint	V;MASC;SG;3;PST;ACT	V;INDF;IND;PL;3;PST;FIN;ACT
חסימה	blokkoló	חסימה	blokkoló	N;FEM;SG	
חסימה	letiltott	חסימה	letilt	N;FEM;SG	
שתיהן	mindkettő	שתיים	mindkettő	PRO;FEM;PL;3	
שתיהן	mindketten	שתיים	mindkett	PRO;FEM;PL;3	
דיור	dior	דיור	dior	N;MASC;SG	
רו	ró	None	ró		V;INDF;IND;SG;3;PRS;FIN;ACT
טבריה	tiberius	טבריה	tiberius	PROPN	
זכרונות	emlék	זכרון	emlék	N;MASC;PL	N;NOM;SG
מוסלמי	muszlim	מוסלמי	muszlim	PROPN	
מוסלמי	muzulmán	מוסלמי	muzulom	PROPN	
מוסלמי	muszlimok	מוסלמי	muszlim	PROPN	N;NOM;PL
מעיין	tavaszi	מעיין	tavaszi	PROPN	
מעיין	tavasz	מעיין	tavasz	PROPN	N;NOM;SG
מעיין	szökőkút	מעיין	szökő	PROPN	N;ACC;PL
מעיין	kút	מעיין	kút	PROPN	N;NOM;SG
נלקחו	foglalt	נלקח	foglal	V;PL;3;PST;MID	
הונגרי	magyarul	הונגרי	magyar	PROPN	
הונגרי	magyarok	הונגרי	magyar	PROPN	N;NOM;PL
הונגרי	magyar	הונגרי	magyar	PROPN	ADJ;NOM;SG
הונגרי	hungarian	הונגרי	hungarian	PROPN	
הובא	hozták	הובא	hoz	V;MASC;SG;3;PST;PASS	V;DEF;IND;PL;3;PST;FIN;ACT
הובא	hozott	הובא	hoz	V;MASC;SG;3;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
הובא	hoztam	הובא	hoz	V;MASC;SG;3;PST;PASS	V;DEF;IND;SG;1;PRS;FIN;ACT
הובא	hozta	הובא	hoz	V;MASC;SG;3;PST;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
לאשר	megerősítés	אישר	megerősítés	V;NFIN;ACT	N;NOM;SG
לאשר	megerősítése	אישר	megerősítés	V;NFIN;ACT	N;NOM;SG
לאשר	megerősítve	אישר	megerősítve	V;NFIN;ACT	ADV;V.CVB
לאשר	jóváhagyása	אישר	jóváhagyás	V;NFIN;ACT	N;NOM;SG
אווירי	légi	אווירי	légi	N;MASC;SG	
ותיק	veterán	ותיק	vetera	ADJ;MASC;SG	
סגירת	zárom	סגירה	zárom	N;PSSD;FEM;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
אדמונד	edmund	אדמונד	edmund	PROPN	PROPN;NOM;SG
אדמונד	edmond	אדמונד	edmond	PROPN	
חמישים	ötven	חמישים	ötven	NUM;SG	
חמישים	fifty	חמישים	fifty	NUM;SG	
כיפת	búra	כיפה	búra	PROPN	N;NOM;SG
תעמולה	propaganda	תעמולה	propaganda	N;FEM;SG	
ישי	jesse	ישי	jesse	PROPN	
שגריר	nagykövet	שגריר	nagykövet	PROPN	N;NOM;SG
דפנה	daphne	דפנה	daphne	PROPN	
דפנה	laurel	דפנה	laurel	PROPN	
ביבשת	kontinens	ביבש	kontinens	PROPN	N;NOM;SG
ביבשת	szárazföld	ביבש	szárazföld	PROPN	N;NOM;SG
עמוקה	mély	עמוק	mély	ADV	
עמוקה	mélyreható	עמוק	mélyreható	ADV	
בור	tudatlanság	בור	tudatlanság		N;NOM;SG
חשב	hittem	חשב	hit	N;MASC;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
חשב	gondoltam	חשב	gondol	N;MASC;SG	V;INDF;IND;SG;1;PST;FIN;ACT
סוזן	suzanne	סוזן	suzanne	PROPN	
סוזן	susant	סוזן	susant	PROPN	N;ACC;SG
סוזן	susan	סוזן	susan	PROPN	N;NOM;SG
מוזיאונים	múzeum	מוזיאון	múzeum	N;MASC;PL	N;NOM;SG
אקו	visszhang	אקו	visszhang		N;NOM;SG
קין	lelkes	קין	lelkes	PROPN	
קין	keen	קין	keen	PROPN	
קין	keane	קין	keane	PROPN	PROPN;NOM;SG
קין	kin	קין	kin	PROPN	
קין	cain	קין	cain	PROPN	
ברוק	brooke	ברוק	brooke	PROPN	N;NOM;SG
ברוק	brock	ברוק	brock	PROPN	
ברוק	brook	ברוק	brook	PROPN	
בטהובן	beethoven	בטהובן	beethov	PROPN	
גינאה	guinea	גינאה	guinea	PROPN	
גינאה	guineai	גינאה	guineai	PROPN	
תאילנד	thaiföld	תאילנד	thaiföld	PROPN	
תאילנד	thaiföldi	תאילנד	thaiföldi	PROPN	
מכוונת	szándékos	מכוון	szándékos	ADJ;FEM;SG	
מכוונת	szándékos	מכוון	szándékos	ADJ;FEM;SG	
מסגד	mecset	מסגד	mecset	PROPN	N;NOM;SG
כבשה	bárány	כבש	bárány	N;FEM;SG	
כבשה	birkák	כבש	birka	N;FEM;SG	
כבשה	juhok	כבש	juhok	N;FEM;SG	N;NOM;PL
כבשה	birka	כבש	birka	N;FEM;SG	
ראויים	megérdemlik	ראוי	meg+érdemll	ADJ;MASC;PL	V;DEF;IND;PL;3;PRS;FIN;ACT
ראויים	érdemes	ראוי	érdemes	ADJ;MASC;PL	ADJ;NOM;SG
ראויים	méltó	ראוי	méltó	ADJ;MASC;PL	
ממשק	interfész	ממשק	interfész		N;NOM;SG
פז	paz	פז	paz	PROPN	
פז	fez	פז	fez	PROPN	
עבדאללה	abdullah	עבדאללה	abdullah	PROPN	
יוונים	görögök	יוון	görög	N;MASC;PL	
יוונים	görög	יוון	görög	N;MASC;PL	
קרוליינה	carolina	קרוליינה	carolina	PROPN	
קרוליינה	karolina	קרוליינה	karolina	PROPN	
שד	démon	שד	démon		N;NOM;SG
שד	démonok	שד	démon		N;NOM;PL
שד	melle	שד	melle		N;NOM;SG
שד	mell	שד	mell		N;NOM;SG
מתקדמת	fokozatos	התקדם	fokozatos	V;FEM;SG;V.PTCP	ADJ;NOM;SG
מתקדמת	haladó	התקדם	haladó	V;FEM;SG;V.PTCP	
מתקדמת	progresszív	התקדם	progresszív	V;FEM;SG;V.PTCP	
מתקדמת	fejlett	התקדם	fejlett	V;FEM;SG;V.PTCP	
מתקדמת	haladó	התקדם	haladó	V;FEM;SG;V.PTCP	
מתקדמת	előrehaladott	התקדם	előrehaladott	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
איאן	lan	איאן	lan	PROPN	N;NOM;SG
איאן	ian	איאן	ian	PROPN	
איאן	lan	איאן	lan	PROPN	N;NOM;SG
איאן	ian	איאן	ian	PROPN	
חוב	tartozások	חוב	tartozás	N;MASC;SG	N;NOM;PL
סגורה	bezárt	סגור	bezárt	ADJ;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
סגורה	zárva	סגור	zárva	ADJ;FEM;SG	ADV;V.CVB
סגורה	zárt	סגור	zárt	ADJ;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
לוקאס	lucas	לוקאס	lucas	PROPN	
לוקאס	lukas	לוקאס	lukas	PROPN	N;NOM;SG
יוצרו	gyártottak	הוצר	gyárt	V;PL;3;PST;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
יוצרו	előállított	הוצר	előállított	V;PL;3;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
יוצרו	gyártott	הוצר	gyárt	V;PL;3;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
תומכת	támogatása	תמך	támogatás	V;FEM;SG;V.PTCP;ACT	N;NOM;SG
תומכת	támogató	תמך	támogató	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;SG
תומכת	támogató	תמך	támogató	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;SG
תומכת	támogatja	תמך	támogat	V;FEM;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
מחר	holnap	מחר	holnap	ADV	
עצמאיים	független	עצמאי	független	ADJ;MASC;PL	
עצמאיים	önálló	עצמאי	önálló	ADJ;MASC;PL	
עצמאיים	függetlenek	עצמאי	független	ADJ;MASC;PL	V;INDF;IND;PL;3;PRS;FIN;ACT
פציעה	kár	פציעה	kár	N;FEM;SG	
בפורמט	formátuma	בפורמט	formátum		N;NOM;SG
בפורמט	formátum	בפורמט	formátum		N;NOM;SG
אוונס	owens	אוונס	owens	PROPN	
אוונס	evans	אוונס	evans	PROPN	
אחורי	hátsó	אחורי	hátsó	ADJ;MASC;SG	
אוסלו	oslo	None	oslo	PROPN	PROPN;NOM;SG
פילדלפיה	philadelphiában	פילדלפיה	philadelpha	PROPN	PROPN;IN+ESS;SG
פילדלפיה	philadelphia	פילדלפיה	philadelphia	PROPN	
פילדלפיה	philadelphiai	פילדלפיה	philadelphiai	PROPN	N;NOM;SG
דליה	delia	דליה	delia	PROPN	N;NOM;SG
דליה	dahlia	דליה	dahlia	PROPN	
דליה	dalia	דליה	dalia	PROPN	
אטלנטה	atlanta	אטאלנטה	atlan	PROPN	
אטלנטה	atlantában	אטאלנטה	atlanta	PROPN	N;IN+ESS;SG
אטלנטה	atlantai	אטאלנטה	atlant	PROPN	N;NOM;SG
לצייר	sorsolás	צייר	sorsolás	V;NFIN;ACT	N;NOM;SG
לצייר	döntetlen	צייר	döntetlen	V;NFIN;ACT	N;NOM;SG
האיטלקים	olaszok	האיטלקי	olasz	PROPN	N;NOM;PL
שיווק	marketing	שיווק	marketing	PROPN	N;NOM;SG
שיווק	értékesítés	שיווק	értékesítés	PROPN	N;NOM;SG
שיווק	forgalmazás	שיווק	forgalmazás	PROPN	N;NOM;SG
ישב	ültem	ישב	ül	V;MASC;SG;3;PST	V;INDF;IND;SG;1;PST;FIN;ACT
תג	tag	תג	tag		N;NOM;SG
תג	megjelölése	תג	megjelölés		N;NOM;SG
תג	jelvény	תג	jelvény		N;NOM;SG
תג	jelvényt	תג	jelvény		N;ACC;SG
בספק	kétely	בספק	kétely	ADV	N;NOM;SG
בספק	kétséges	בספק	kétséges	ADV	ADJ;NOM;SG
בספק	kétség	בספק	kétség	ADV	
בספק	kétségek	בספק	kétség	ADV	N;NOM;PL
בספק	kétséges	בספק	kétséges	ADV	ADJ;NOM;SG
פשרה	kompromisszumos	פשרה	kompromisszumos	N;FEM;SG	
בוא	gyere	בוא	gyere		V;DEF;IMP;SG;1;PRS;FIN;ACT
עדה	szemtanú	עדה	szemtanú		N;NOM;SG
עדה	tanú	עדה	tanú		N;NOM;SG
כראוי	megfelelően	כראוי	meg+felelő		ADJ;FRML;SG
כראוי	rendesen	כראוי	rendes		ADJ;FRML;SG
נאמנות	hűség	נאמנות	hűség	N;FEM;SG	
נאמנות	hűség	נאמנות	hűség	N;FEM;SG	
אחידה	egyenruhás	אחיד	egyenruhás	ADJ;FEM;SG	N;NOM;SG
אחידה	egyenruha	אחיד	egyenruha	ADJ;FEM;SG	N;NOM;SG
סל	kosár	סל	kosár	N;MASC;SG	
סטטוס	állapot	סטטוס	állap		N;NOM;SG
סטטוס	státusz	סטטוס	státusz		N;NOM;SG
סינית	kínai	סיני	kínai	PROPN	
סינית	kínaiak	סיני	kínai	PROPN	N;NOM;PL
לשונית	lap	לשונית	lap	ADV	N;NOM;SG
הדרקון	sárkány	הדרקון	sárkány	PROPN	N;NOM;SG
הדרקון	dragon	הדרקון	dragon	PROPN	
תיקו	rajzolni	תיקו	rajzol	N;MASC;SG	V;NFIN;ACT
תיקו	rajzol	תיקו	rajzol	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
הספק	szállító	הספק	szállító	N;MASC;SG	ADJ;NOM;SG
הספק	beszállító	הספק	beszállító	N;MASC;SG	ADJ;NOM;SG
הספק	értékesítő	הספק	értékesítő	N;MASC;SG	ADJ;NOM;SG
ארמניה	örményország	ארמניה	örményország	PROPN	N;NOM;SG
אדון	mester	אדון	mester		N;NOM;SG
גרים	grimm	גר	grimm	N;MASC;PL	
גרים	zord	גר	zord	N;MASC;PL	
ארבעים	negyven	ארבעים	negyven	NUM;SG	
מציינים	megfigyelhető	ציין	megfigyelhető	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;SG
מציינים	megfigyelt	ציין	megfigyelt	V;MASC;PL;V.PTCP;ACT	
פועלות	dolgozók	פעל	dolgozó	V;FEM;PL;V.PTCP;ACT	N;NOM;PL
פועלות	munkavállalók	פעל	munkavállaló	V;FEM;PL;V.PTCP;ACT	N;NOM;PL
פועלות	munkások	פעל	munkás	V;FEM;PL;V.PTCP;ACT	N;NOM;PL
כס	trón	כס	trón		N;NOM;SG
כס	trónt	כס	trónt		N;ACC;SG
הלוגו	logó	הלוגו	logó	PROPN	N;NOM;SG
לרנר	lerner	לרנר	lerner	PROPN	
עירונית	városi	עירוני	városi	ADV	ADJ;NOM;SG
היגר	emigrált	היגר	emigrál	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
היגר	emigrált	היגר	emigrál	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
דגן	dagan	דגן	dagan	PROPN	
דגן	gabona	דגן	gabona	PROPN	N;NOM;SG
דגן	gabonát	דגן	gabona	PROPN	N;ACC;SG
מידות	mérés	מידה	mérés	N;FEM;PL	N;NOM;SG
מידות	méret	מידה	méret	N;FEM;PL	N;NOM;SG
הונגרים	magyarok	הונגרי	magyar	ADJ;MASC;PL	N;NOM;PL
חיצונית	külső	חיצוני	külső	ADV	
הוקרה	tribute	הוקר	tribute	V;FEM;SG;3;PST;PASS	
נהנה	élvezi	נהנה	élvez	V;MASC;SG;V.PTCP;MID	V;DEF;IND;SG;3;PRS;FIN;ACT
נהנה	élvezem	נהנה	élvez	V;MASC;SG;V.PTCP;MID	V;DEF;IND;SG;1;PRS;FIN;ACT
מקובלים	elfogadhatónak	מקובל	elfogadható	N;MASC;PL	N;DAT;SG
מקובלים	elfogadható	מקובל	elfogadható	N;MASC;PL	
נחושת	réz	נחושה	réz		N;NOM;SG
קתולית	katolikus	קתולי	katolikus	ADV	
קתולית	katolikusok	קתולי	katolikus	ADV	N;NOM;PL
פרישה	nyugdíjas	פרישה	nyugdíjas	N;FEM;SG	ADJ;NOM;SG
הרולד	harold	הרולד	harold	PROPN	
ההעפלה	nfc	ההעפלה	nfc	PROPN	N;NOM;SG
קלפים	kártya	קלף	kártya	N;MASC;PL	N;NOM;SG
נורית	boglárka	נורית	boglárka	PROPN	
המבורג	hamburg	להמבורג	hamburg	PROPN	N;NOM;SG
מניעה	megelőzési	מניעה	megelőzési	N;FEM;SG	ADJ;NOM;SG
גלגלים	kerekes	גלגל	kerekes	N;MASC;PL	
גלגלים	kerék	גלגל	kerék	N;MASC;PL	N;NOM;SG
לטינית	latin	לטיני	latin	ADV	
לטינית	latinul	לטיני	latinul	ADV	
חינוכית	oktatási	חינוכי	oktatási	ADV	ADJ;NOM;SG
ובר	webber	ובר	webber		N;NOM;SG
הבעל	férjem	הבעל	férjem		N;NOM;SG
הבעל	férje	הבעל	fér		N;NOM;SG
הבעל	férjem	הבעל	férjem		N;NOM;SG
הבעל	férj	הבעל	férj		N;NOM;SG
נסים	csodák	נסים	csoda	PROPN	N;NOM;PL
סקסוניה	szászország	סקסוניה	szászország	PROPN	
סקסוניה	szász	סקסוניה	szász	PROPN	
נוהל	eljárás	נוהל	eljárás	PROPN	N;NOM;SG
לבה	láva	לב	láva		N;NOM;SG
פרויד	freud	פרויד	freud	PROPN	N;NOM;SG
כתובים	megírva	כתוב	megírva	N;MASC;PL	ADV;V.CVB
כתובים	írásbeli	כתוב	írásbeli	N;MASC;PL	ADJ;NOM;SG
כתובים	írta	כתוב	ír	N;MASC;PL	V;DEF;IND;SG;3;PST;FIN;ACT
כתובים	írott	כתוב	írott	N;MASC;PL	V;INDF;IND;SG;3;PST;FIN;ACT
פסגת	csúcs	פסגה	csúcs	PROPN	
קלן	kölni	בקלן	köl	PROPN	
מקבילים	párhuzamos	הקביל	párhuzamos	V;MASC;PL;V.PTCP;ACT	
מקבילים	párhuzamosan	הקביל	párhuzamos	V;MASC;PL;V.PTCP;ACT	ADJ;FRML;SG
גארי	gary	גארי	gary	PROPN	
הבטיח	ígéret	הבטיח	ígér	V;MASC;SG;3;PST;ACT	N;NOM;SG
הבטיח	megígértem	הבטיח	megígért	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;1;PST;FIN;ACT
טאון	városban	טאון	város	PROPN	N;IN+ESS;SG
טאון	town	טאון	town	PROPN	
טאון	város	טאון	város	PROPN	N;NOM;SG
זרע	sperma	זרע	sperma		N;NOM;SG
זרע	spermát	זרע	sperma		N;ACC;SG
זרע	sperma	זרע	sperma		N;NOM;SG
זרע	ondó	זרע	ondó		N;NOM;SG
זרע	vetőmag	זרע	vetőmag		N;NOM;SG
בנט	bennet	בנט	benn		N;NOM;SG
נהרסו	megsemmisült	נהרס	megsemmisült	V;PL;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נהרסו	elpusztult	נהרס	elpusztult	V;PL;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נהרסו	elpusztította	נהרס	elpusztít	V;PL;3;PST;MID	V;DEF;IND;SG;3;PST;FIN;ACT
פקודה	parancsok	פקודה	parancsok	N;FEM;SG	N;NOM;PL
פקודה	megrendelések	פקודה	megrendelés	N;FEM;SG	N;NOM;PL
שבתאי	szaturnusz	שבתאי	szaturnusz		N;NOM;SG
אורוגוואי	uruguay	אורוגוואי	uruguay	PROPN	PROPN;NOM;SG
מוערך	értékes	הוערך	értékes	V;MASC;SG;V.PTCP;PASS	
מוערך	becsült	הוערך	becsül	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
מוערך	értékelte	הוערך	értékel	V;MASC;SG;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
מעוניינים	érdeklődő	מעוניין	érdeklődő	ADJ;MASC;PL	ADJ;NOM;SG
מעוניינים	érdekel	מעוניין	érdekel	ADJ;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
מעוניינים	érdekelt	מעוניין	érdekelt	ADJ;MASC;PL	V;INDF;IND;SG;3;PST;FIN;ACT
מעוניינים	érdekelne	מעוניין	érdekel	ADJ;MASC;PL	V;INDF;COND;SG;3;PRS;FIN;ACT
מעוניינים	érdeklődni	מעוניין	érdeklődik	ADJ;MASC;PL	V;NFIN;ACT
קטר	mozdony	קטר	mozdony	PROPN	N;NOM;SG
שמועות	szóbeszéd	שמועה	szóbeszéd	N;FEM;PL	N;NOM;SG
שמועות	szóbeszéd	שמועה	szóbeszéd	N;FEM;PL	N;NOM;SG
ניב	dialektus	ניב	dialektus	PROPN	N;NOM;SG
חשד	feltételezett	חשד	feltételezett	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
חשד	gyanakvó	חשד	gyanakvó	N;MASC;SG	
חשד	gyanús	חשד	gyanús	N;MASC;SG	
חשד	gyanú	חשד	gyanú	N;MASC;SG	
השוער	portás	השוער	portás	PROPN	N;NOM;SG
קדושים	szent	קדוש	szent	N;MASC;PL	
צמוד	szűk	צמוד	szűk		ADJ;NOM;SG
צמוד	szorosan	צמוד	szoros		ADJ;FRML;SG
מעניק	adakozó	העניק	adakozó	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
מעניק	ad	העניק	ad	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
המחאה	tiltakozás	המחאה	tiltakozás	PROPN	N;NOM;SG
המחאה	tüntetés	המחאה	tüntetés	PROPN	N;NOM;SG
המחאה	csekk	המחאה	csekk	PROPN	N;NOM;SG
המחאה	csekket	המחאה	csekket	PROPN	N;ACC;SG
פקיסטן	pakisztán	פקיסטן	pakiszta	PROPN	N;NOM;SG
פקיסטן	pakisztáni	פקיסטן	pakiszta	PROPN	ADJ;NOM;SG
אבק	por	אבק	por		N;NOM;SG
נגישות	elérhető	נגישה	elérhető	N;FEM;SG	ADJ;NOM;SG
נגישות	hozzáférhető	נגישה	hozzáférhető	N;FEM;SG	ADJ;NOM;SG
נגישות	megközelíthető	נגישה	megközelíthető	N;FEM;SG	ADJ;NOM;SG
נגישות	érhető	נגישה	érhető	N;FEM;SG	V;INDF;POT;SG;3;PRS;FIN;ACT
השווה	összehasonlítani	השווה	összehasonlít	PROPN	V;NFIN;ACT
השווה	összehasonlítás	השווה	összehasonlítás	PROPN	
השווה	összehasonlítása	השווה	összehasonlítás	PROPN	N;NOM;SG
ליו	liu	ליו	liu	PROPN	
היריב	ellenfél	היריב	ellenfél	PROPN	N;NOM;SG
היריב	ellenfele	היריב	ellenfele	PROPN	N;NOM;SG
אריך	erich	אריך	erich	PROPN	
פיין	payne	פיין	payne	PROPN	
פיין	paine	פיין	paine	PROPN	
פיין	fenyő	פיין	fenyő	PROPN	
פיין	pine	פיין	pine	PROPN	
מיליונים	milliók	מיליונים	millió	NUM;MASC;PL	
מיליונים	millió	מיליונים	millió	NUM;MASC;PL	NUM;NOM;SG
