और	та	और	та		CONJ
जर्सी	джерсі	जर्सी	джерсі	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;MASC;SG
बैठ	посади	बैठ	посада	V;ACT	N;INAN;NOM;FEM;PL
समानांतर	паралельний	समानांतर	паралельний	CONJ	ADJ;NOM;MASC;SG
समानांतर	паралельні	समानांतर	паралельний	CONJ	ADJ;NOM;PL
समानांतर	паралельно	समानांतर	паралельно	CONJ	ADV
बटन	кнопки	बटन	кнопка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
बटन	кнопок	बटन	кнопок	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
बटन	кнопку	बटन	кнопка	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
उपक्रम	заняття	उपक्रम	заняття	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
उपक्रम	діяльності	उपक्रम	діяльність	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;SG
फ्रेम	кадри	फ्रेम	кадр	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
फ्रेम	блоки	फ्रेम	блок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
फ्रेम	рамки	फ्रेम	рамка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
लंका	ланки	लंका	ланк	PROPN;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
लंका	ланка	लंका	ланка	PROPN;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
पंख	перо	पंख	перо	N;NOM;MASC;PL;3	N;INAN;NOM;NEUT;SG
अगला	next	अगला	next	ADJ;NOM;MASC;SG	
अगला	далі	अगला	далі	ADJ;NOM;MASC;SG	ADV
ताकत	сили	ताकत	сила	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
ताकत	силі	ताकत	сила	N;NOM;FEM;SG;3	N;INAN;DAT;FEM;SG
विशेषताएं	функціональність	विशेषता	функціональність	N;NOM;FEM;PL;3	N;INAN;NOM;FEM;SG
श्रमिकों	робітників	श्रमिक	робітник	N;NOM;MASC;PL;3	N;ANIM;ACC;MASC;PL
श्रमिकों	працівників	श्रमिक	працівник	N;NOM;MASC;PL;3	N;ANIM;ACC;MASC;PL
विक्रेता	виробника	विक्रेता	виробник	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
विक्रेता	крамнички	विक्रेता	крамничка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
विक्रेता	продавця	विक्रेता	продавець	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
विक्रेता	продавцем	विक्रेता	продавець	N;NOM;MASC;SG;3	N;ANIM;INS;MASC;SG
विक्रेता	селлерс	विक्रेता	селлерс	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
टाइगर	tiger	टाइगर	tiger	PROPN;NOM;MASC;SG;3	
टाइगर	тигр	टाइगर	тигр	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विंडोज़	вікон	विंडोज़	вікно	N;NOM;MASC;SG;3	N;INAN;GEN;NEUT;PL
विंडोज़	windows	विंडोज़	windows	N;NOM;MASC;SG;3	
विंडोज़	вікна	विंडोज़	вікно	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
गैलरी	галереях	गैलरी	галерей	N;NOM;FEM;SG;3	N;INAN;ESS;FEM;PL
गैलरी	галереї	गैलरी	галерей	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
गैलरी	галерею	गैलरी	галерей	N;NOM;FEM;SG;3	N;INAN;INS;FEM;SG
गैलरी	галереї	गैलरी	галерей	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
गैलरी	gallery	गैलरी	gallery	N;NOM;FEM;SG;3	
सती	саті	सती	сат	PROPN;NOM;FEM;SG;3	PROPN;ANIM;NOM;FEM;SG
स्वच्छ	прозоре	स्वच्छ	прозорий	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
चर्चित	тренд	चर्चित	тренд	ADJ	N;INAN;NOM;MASC;SG
चर्चित	тенденції	चर्चित	тенденція	ADJ	N;INAN;NOM;FEM;PL
गेहूँ	пшениці	गेहूँ	пшениця	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
गेहूँ	житом	गेहूँ	жито	N;NOM;MASC;SG;3	N;INAN;INS;MASC;SG
ट्रिपल	потрійний	ट्रिपल	потрійний	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
कर्नल	полковнику	कर्नल	полковник	N;NOM;MASC;SG;3	N;ANIM;DAT;MASC;SG
बीमार	зле	बीमार	зле	ADJ	N;INAN;NOM;NEUT;SG
बीमार	хворі	बीमार	хвір	ADJ	N;ANIM;NOM;MASC;PL
बीमार	хвора	बीमार	хвора	ADJ	N;ANIM;NOM;FEM;SG
बीमार	захворіла	बीमार	захворіти	ADJ	V;PFV;FEM;IND;SG;PST;FIN
यूईएफए	уєфа	यूईएफए	увфа	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
तेलुगू	телугу	तेलुगू	телуга	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
घंटों	годин	घंटा	година	N;NOM;MASC;PL;3	N;INAN;GEN;FEM;PL
गिनी	гвінеї	गिनी	гвіни		PROPN;INAN;GEN;FEM;SG
गिनी	гвінея	गिनी	гвінея		PROPN;INAN;NOM;FEM;SG
लक्ष्यों	цілі	लक्ष्य	цілий	N;ACC;MASC;PL;3	ADJ;NOM;PL
लक्ष्यों	голи	लक्ष्य	голий	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
चिह्नित	помічено	चिह्नित	помічити	ADJ	V;PFV;IND;0;FIN
संरक्षक	вартові	संरक्षक	вартовий	N;NOM;MASC;SG;3	ADJ;NOM;PL
संरक्षक	покровитель	संरक्षक	покровитель	N;NOM;MASC;SG;3	V;PFV;IMP;SG;2;FIN
अध्यापक	вчителю	अध्यापक	вчитель	N;NOM;MASC;SG;3	N;ANIM;DAT;FEM;SG
पर्ल	перл	पर्ल	перл	PROPN;NOM;MASC;SG;3	
पर्ल	перли	पर्ल	перти	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
पर्ल	перлина	पर्ल	перлина	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
पर्ल	перлини	पर्ल	перлин	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
पर्ल	perl	पर्ल	perl	PROPN;NOM;MASC;SG;3	
लुई	людовик	लु	людовик	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
लुई	луї	लु	луя	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
लुई	луїс	लु	луїс	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
त्वरित	швидкі	त्वरित	швидкий	PROPN;NOM;SG;3	ADJ;NOM;PL
त्वरित	швидко	त्वरित	швидко	PROPN;NOM;SG;3	ADV
त्वरित	швидке	त्वरित	швидке	PROPN;NOM;SG;3	ADJ;NOM;NEUT;SG
त्वरित	швидка	त्वरित	швидкий	PROPN;NOM;SG;3	ADJ;NOM;FEM;SG
त्वरित	швидкий	त्वरित	швидкий	PROPN;NOM;SG;3	ADJ;NOM;MASC;SG
त्वरित	активною	त्वरित	активний	PROPN;NOM;SG;3	ADJ;INS;FEM;SG
त्वरित	гонщик	त्वरित	гонщик	PROPN;NOM;SG;3	N;INAN;NOM;MASC;SG
त्वरित	зони	त्वरित	зона	PROPN;NOM;SG;3	N;INAN;NOM;FEM;PL
गर्भाशय	матки	गर्भाशय	матка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
परिष्कृत	вишуканим	परिष्कृत	вишуканий		ADJ;PFV;INS;MASC;SG;V.PTCP;PASS
माउंट	гора	माउंट	гора	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
माउंट	маунт	माउंट	маунт	PROPN;NOM;MASC;SG;3	
माउंट	монтувати	माउंट	монтувати	PROPN;NOM;MASC;SG;3	V;IPFV;NFIN
माउंट	монтування	माउंट	монтування	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
युद्धों	війн	युद्ध	війна	N;ACC;MASC;PL;3	N;INAN;GEN;FEM;PL
युद्धों	війни	युद्ध	війна	N;ACC;MASC;PL;3	N;INAN;NOM;FEM;SG
शर्तों	умови	शर्त	умова	N;ACC;FEM;PL;3	N;INAN;NOM;FEM;PL
शर्तों	умовами	शर्त	умова	N;ACC;FEM;PL;3	N;INAN;INS;FEM;PL
शर्तों	терміни	शर्त	термін	N;ACC;FEM;PL;3	N;INAN;NOM;MASC;PL
शर्तों	умови	शर्त	умова	N;ACC;FEM;PL;3	N;INAN;NOM;FEM;PL
रियल	реал	रियल	реал	N;NOM;MASC;SG;3	
रियल	справжня	रियल	справжній	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
रियल	справжні	रियल	справжній	N;NOM;MASC;SG;3	ADJ;NOM;PL
रियल	реальний	रियल	реальний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
रियल	справжній	रियल	справжній	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
गेम्स	ігор	गेम्स	гра	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;FEM;SG
गेम्स	games	गेम्स	games	N;NOM;MASC;SG;3	
गेम्स	ігри	गेम्स	ігра	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
अनुशासन	дисципліни	अनुशासन	дисципліна	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
वादी	позивач	वादी	позивач		N;ANIM;NOM;MASC;SG
जवाहरलाल	джавахарлал	जवाहरलाल	джавахарлал	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
वाद्य	інструментальний	वाद्य	інструментальний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
सम	навіть	सम	навіть		PART
सम	даже	सम	даже		
धारक	контейнер	धारक	контейнер	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
माइक	майк	माइक	майк	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
माइक	майка	माइक	майка	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
कपास	коттон	कपास	коттон	N;NOM;MASC;SG;3	
कपास	бавовна	कपास	бавовний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
घूर्णन	обертати	घूर्णन	обертати	N;NOM;MASC;SG;3	V;IPFV;NFIN
घूर्णन	обернути	घूर्णन	обернути	N;NOM;MASC;SG;3	V;PFV;NFIN
घूर्णन	повернути	घूर्णन	повернути	N;NOM;MASC;SG;3	V;PFV;NFIN
होम्स	хомс	होम्स	хомс	N;NOM;MASC;SG;3	
अनुकूलन	адаптація	अनुकूलन	адаптація		N;INAN;NOM;FEM;SG
अनुकूलन	адаптації	अनुकूलन	адаптація		N;INAN;NOM;FEM;PL
निकोबार	нікобарські	निकोबार	нікобарський	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
चक्रवात	циклон	चक्रवात	циклон	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
भूख	голодна	भूख	голодний	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
भूख	голодним	भूख	голодний	N;NOM;FEM;SG;3	ADJ;INS;NEUT;SG
भूख	голодний	भूख	голодний	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
भूख	голодні	भूख	голодний	N;NOM;FEM;SG;3	ADJ;NOM;PL
ग्रंथि	залози	ग्रंथि	залоза	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
मार्गों	шляхи	मार्ग	шлях	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
मार्गों	маршрутів	मार्ग	маршрут	N;ACC;MASC;PL;3	N;INAN;GEN;MASC;PL
मार्गों	маршрути	मार्ग	маршрути	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
रिश्ता	стосунки	रिश्ता	стосунок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
टेक्सास	техас	टेक्सास	техас	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;MASC;SG
आधी	пів	आधा	пів	N;NOM;FEM;SG;3	
आधी	півтори	आधा	півтори	N;NOM;FEM;SG;3	NUM;NOM
आधी	половину	आधा	половина	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
आधी	наполовину	आधा	наполовину	N;NOM;FEM;SG;3	ADV
शपथ	присягу	शपथ	присяг	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
शपथ	присягнувся	शपथ	присягнутися	N;NOM;FEM;SG;3	V;PFV;MASC;IND;SG;PST;FIN
गिरने	falling	गिर	falling	V;NFIN;ACT	
बंध	бонд	बंध	бонд	V;ACT	PROPN;ANIM;NOM;MASC;SG
कुत्तों	собаки	कुत्त	собака	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
कुत्तों	пси	कुत्त	пес	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
बॉल	кулька	बॉल	кулька	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
बॉल	бал	बॉल	бал	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
बॉल	кульки	बॉल	кулька	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
बॉल	яйця	बॉल	яйце	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
बॉल	кульок	बॉल	кулька	PROPN;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
बे	губа	बे	губа	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
बे	затока	बे	затока	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
डॉन	дон	डॉन	дон	N;NOM;MASC;SG;3	
विश्राम	відпочинку	विश्राम	відпочинок	N;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
चर	змінну	चर	змінний	N;NOM;MASC;SG;3	ADJ;ACC;FEM;SG
चर	змінної	चर	змінний	N;NOM;MASC;SG;3	ADJ;GEN;FEM;SG
चर	змінна	चर	змінний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
चर	змінні	चर	змінний	N;NOM;MASC;SG;3	ADJ;NOM;PL
चैनलों	канали	चैनल	канати	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
नागर	нагар	नागर	нагар	PROPN;NOM;MASC;SG;3	
बीमारियों	недуг	बीमारी	недуг	N;ACC;FEM;PL;3	N;INAN;GEN;FEM;PL
यूरोपियन	євро	यूरोपियन	євро	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;NEUT;SG
मेरठ	маратхі	मेरठ	маратх	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
दांत	зуби	दांत	зуб	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
पुनर्निर्माण	реконструкції	पुनर्निर्माण	реконструкція	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
जेट	реактивний	जेट	реактивний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
राष्ट्रीयता	нації	राष्ट्रीयता	нація	N;NOM;FEM;SG;3	N;INAN;GEN;FEM;SG
राष्ट्रीयता	націю	राष्ट्रीयता	нація	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
राष्ट्रीयता	нації	राष्ट्रीयता	нація	N;NOM;FEM;SG;3	N;INAN;GEN;FEM;SG
ब्रदर्स	bros	ब्रदर्स	bros	N;NOM;MASC;PL;3	
फील्ड	поля	फील्ड	поле	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
उद्गम	розробку	उद्गम	розробка	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
उद्गम	розвиваються	उद्गम	розвиватися	N;NOM;MASC;SG;3	V;IPFV;IND;PL;3;PRS;FIN
फ्रांसिस्को	франсіско	फ्रांसिस्को	франсіско	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;FEM;SG
फ्रांसिस्को	франциско	फ्रांसिस्को	франциско	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
पारसी	перська	पारसी	перський	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
प्रयोक्ता	користувача	प्रयोक्ता	користувач	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
स्टोर	магазини	स्टोर	магазин	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
स्टोर	зберігати	स्टोर	зберігати	N;NOM;MASC;SG;3	V;IPFV;NFIN
हसन	хассан	हसन	хассан	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
हसन	хасан	हसन	хасан	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
रक्षक	спас	रक्षक	спас		N;INAN;NOM;MASC;SG
रक्षक	спаситель	रक्षक	спаситель		V;IPFV;IMP;PL;2;FIN
टेलर	тейлор	टेलर	тейлор	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;FEM;SG
जूते	взуття	जूता	взуття	N;NOM;MASC;PL;3	N;INAN;NOM;NEUT;SG
जूते	туфлі	जूता	туфля	N;NOM;MASC;PL;3	N;INAN;NOM
जूते	взуття	जूता	взуття	N;NOM;MASC;PL;3	N;INAN;NOM;NEUT;SG
चांदी	silver	चांदी	silver	N;NOM;FEM;SG;3	
चांदी	срібний	चांदी	срібний	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
पेन	перо	पेन	перо	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
पेन	ручка	पेन	ручка	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
पेन	ручки	पेन	ручка	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
दरवाजे	вивіз	दरवाजा	вивіз	N;NOM;MASC;PL;3	N;INAN;NOM;MASC;SG
दरवाजे	двері	दरवाजा	двері	N;NOM;MASC;PL;3	N;INAN;NOM
दरवाजे	порозі	दरवाजा	поріг	N;NOM;MASC;PL;3	ADV
दरवाजे	двері	दरवाजा	двері	N;NOM;MASC;PL;3	N;INAN;NOM
डांस	танці	डांस	танець	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
डांस	танцюй	डांस	танцюй	N;NOM;MASC;SG;3	
डांस	танцювальна	डांस	танцювальний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
मृदा	ґрунту	मृदा	ґрунт	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
जलीय	водні	जलीय	водній		N;INAN;NOM;MASC;PL
मधुर	солодка	मधुर	солодкий		ADJ;NOM;FEM;SG
मधुर	солодкі	मधुर	солодкий		ADJ;NOM;PL
मधुर	солодкий	मधुर	солодкий		ADJ;NOM;MASC;SG
रेशम	шовку	रेशम	шовка	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
कैम्ब्रिज	cambridge	कैम्ब्रिज	cambridge	PROPN;NOM;MASC;SG;3	
सूचक	вказівник	सूचक	вказівник		N;INAN;NOM;MASC;SG
प्रतियोगिताओं	конкурсів	प्रतियोगिता	конкурс	N;ACC;FEM;PL;3	N;INAN;GEN;MASC;PL
प्रतियोगिताओं	змагань	प्रतियोगिता	змагання	N;ACC;FEM;PL;3	N;INAN;GEN;NEUT;PL
