hope	nádej	hope	nádej	PROPN	N;NOM;FEM;SG
mendapati	nájdené	mendapati	nájdený	V;SG;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tennis	tenis	tennis	tenis	PROPN	N;INAN;NOM;MASC;SG
officer	úradník	officer	úradník	PROPN	N;ANIM;NOM;MASC;SG
officer	dôstojník	officer	dôstojník	PROPN	N;ANIM;NOM;MASC;SG
officer	strážnik	officer	strážnik	PROPN	N;ANIM;NOM;MASC;SG
mayer	mayer	mayer	mayer	PROPN	PROPN;ANIM;NOM;MASC;SG
motors	motors	motors	motors	PROPN	N;INAN;NOM;MASC;SG
motors	motory	motors	motor	PROPN	N;INAN;NOM;MASC;PL
kotoran	špiny	kotoran	špina	N;SG	N;NOM;FEM;PL
kotoran	výkaly	kotoran	výkal	N;SG	N;INAN;NOM;MASC;PL
kotoran	výkalov	kotoran	výkal	N;SG	N;INAN;GEN;MASC;PL
kotoran	shit	kotoran	shit	N;SG	INTJ
keberatan	námietky	keberatan	námietok	N;SG	N;INAN;NOM;MASC;PL
keberatan	námietok	keberatan	námietok	N;SG	N;GEN;FEM;PL
keberatan	námietky	keberatan	námietok	N;SG	N;INAN;NOM;MASC;PL
palm	palm	palm	palm	PROPN	PROPN;ANIM;NOM;MASC;SG
palm	dlaň	palm	dlaň	PROPN	N;NOM;FEM;SG
agenda	programy	agenda	program	N;SG	N;INAN;NOM;MASC;PL
harap	prosim	harap	prosim		INTJ
harap	poprosím	harap	poprosiť		V;PFV;IND;SG;1;POS;PRS;FIN
harap	prosím	harap	prosiť		V;IPFV;IND;SG;1;POS;PRS;FIN
past	minulých	past	minulý	PROPN	ADJ;GEN;MASC;PL
past	minulosť	past	minulosť	PROPN	N;NOM;FEM;SG
past	minulosťou	past	minulosť	PROPN	N;INS;FEM;SG
past	minulé	past	minulý	PROPN	ADJ;NOM;NEUT;SG
past	minulosti	past	minulosť	PROPN	N;NOM;FEM;PL
membenci	nenávisť	menbenci	nenávisť	V;SG;ACT	N;NOM;FEM;SG
nine	deväť	nine	deväť	PROPN	NUM;NOM;NEUT;SG
nine	deviatich	nine	devať	PROPN	NUM;GEN;MASC;PL
sheila	sheila	sheila	sheil	N	PROPN;NOM;FEM;SG
penganiayaan	prenasledovania	penaniayaan	prenasledovanie	N;SG	N;NOM;NEUT;PL
stalin	stalin	stalin	stalin	PROPN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
antropologi	antropologický	antropologi	antropologický	N	ADJ;INAN;NOM;MASC;SG
xbox	xbox	xbox	xbox	PROPN	N;NOM;FEM;PL
fast	rýchle	fast	rýchly	PROPN	ADJ;NOM;NEUT;SG
fast	rýchlo	fast	rýchlo	PROPN	ADV
fast	rýchly	fast	rýchly	PROPN	ADJ;ANIM;NOM;MASC;SG
fast	rýchla	fast	rýchly	PROPN	ADJ;NOM;FEM;SG
aragon	aragon	aragon	aragon	PROPN	PROPN;ANIM;NOM;MASC;SG
hutang	dlhy	hutang	dlh	N;SG	N;INAN;NOM;MASC;PL
hutang	dlhy	hutang	dlh	N;SG	N;INAN;NOM;MASC;PL
degradasi	degradácie	degradasi	degradácia	N;SG	N;NOM;FEM;PL
premium	prémie	premium	prémieť	PROPN	N;NOM;FEM;PL
premium	premium	premium	premium	PROPN	
premium	prémia	premium	prémia	PROPN	N;NOM;FEM;SG
premium	príplatok	premium	príplatok	PROPN	N;INAN;NOM;MASC;SG
penyelamatan	záchranné	penselamatan	záchranný	N;SG	ADJ;NOM;NEUT;SG
penyelamatan	zachrániť	penselamatan	zachrániť	N;SG	V;PFV;POS;NFIN
penyelamatan	záchranná	penselamatan	záchranný	N;SG	ADJ;NOM;FEM;SG
damaskus	damasku	damaskus	damaska	PROPN	N;INAN;GEN;MASC;SG
stories	príbehy	stories	príbeh	PROPN	N;INAN;NOM;MASC;PL
stories	príspevky	stories	príspevok	PROPN	N;INAN;NOM;MASC;PL
stories	príbehov	stories	príbeh	PROPN	N;INAN;GEN;MASC;PL
miles	míľ	miles	míľ	PROPN	N;GEN;FEM;SG
miles	kilometre	miles	kilometer	PROPN	N;INAN;NOM;MASC;PL
miles	miles	miles	miles	PROPN	PROPN;ANIM;NOM;MASC;SG
miles	míle	miles	míla	PROPN	N;NOM;FEM;PL
peliharaan	pet	peliharaan	pet	N;SG	INTJ
peliharaan	zvieratká	peliharaan	zvieratko	N;SG	N;NOM;NEUT;PL
gif	gif	gif	gif	N;SG	
simple	jednoduche	simple	jednoduch	ADJ	
felipe	felipe	felipe	felipa	PROPN	N;ANIM;NOM;MASC;SG
sejuk	pohode	sejuk	pohoda	ADJ;SG	ADV
sejuk	pecka	sejuk	pecko	ADJ;SG	N;NOM;FEM;SG
sejuk	super	sejuk	super	ADJ;SG	INTJ
sejuk	cool	sejuk	col	ADJ;SG	INTJ
ruth	ruth	ruth	ruth	PROPN	PROPN;NOM;FEM;SG
eugene	eugene	eugene	eugeň	PROPN	PROPN;ANIM;NOM;MASC;SG
niger	niger	niger	niger	PROPN	PROPN;ANIM;NOM;MASC;SG
bibit	sadenice	bibit	sadenica	N;SG	N;NOM;FEM;PL
bibit	semená	bibit	semený	N;SG	N;NOM;NEUT;PL
bibit	semien	bibit	semeno	N;SG	N;GEN;FEM;PL
bibit	sadeníc	bibit	sadenica	N;SG	N;GEN;NEUT;PL
rentan	zraniteľných	rentan	zraniteľný	ADJ;SG	ADJ;GEN;MASC;PL
terlambat	neskoro	terlambat	neskoro	ADJ;SG	ADV
jackie	jackie	jackie	jackie	PROPN	N;NOM;FEM;SG
pemandu	guide	penpandu	guísť	N;SG	
pemandu	návody	penpandu	návod	N;SG	N;INAN;NOM;MASC;PL
pemandu	sprievodcovia	penpandu	sprievodca	N;SG	N;ANIM;NOM;MASC;PL
pemandu	príručky	penpandu	príručka	N;SG	N;NOM;FEM;PL
diserap	absorbovaný	diserap	absorbovaný	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
tale	príbeh	tale	príbeh	PROPN	N;INAN;NOM;MASC;SG
tale	rozprávka	tale	rozprávka	PROPN	N;NOM;FEM;SG
teddy	teddy	teddy	teddy	PROPN	N;ANIM;NOM;MASC;SG
slot	slot	slot	slot	PROPN	N;INAN;NOM;MASC;SG
slot	sloty	slot	slot	PROPN	N;INAN;NOM;MASC;PL
dikritik	kritizovali	dikritik	kritizovať	V;SG;PASS	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
fields	polia	fields	pole	PROPN	N;NOM;NEUT;PL
fields	políčka	fields	políček	PROPN	N;INAN;NOM;MASC;SG
fields	polí	fields	poliť	PROPN	N;GEN;FEM;PL
upah	najať	upah	najať	N;SG	V;PFV;POS;NFIN
upah	zamestnať	upah	zamestnať	N;SG	V;PFV;POS;NFIN
upah	mzdy	upah	mzdy	N;SG	N;NOM;FEM;PL
que	que	que	jue	PROPN	
amy	amy	amy	amy	PROPN	PROPN;NOM;FEM;SG
burton	burton	burton	burton	PROPN	PROPN;ANIM;NOM;MASC;SG
mengalihkan	presmerovanie	menalihkan	presmerovanie	V;SG;ACT	N;NOM;NEUT;SG
jonas	jonas	jonas	jonas	PROPN	PROPN;ANIM;NOM;MASC;SG
sharon	sharon	sharon	sharon	PROPN	PROPN;NOM;FEM;SG
iris	iris	iris	iris	N;SG	PROPN;NOM;FEM;SG
krishna	krishna	krishna	krishny	PROPN	N;NOM;FEM;SG
wave	vlna	wave	vlna	PROPN	N;NOM;FEM;SG
wave	vlnová	wave	vlnový	PROPN	ADJ;NOM;FEM;SG
wave	vlnu	wave	vln	PROPN	N;ACC;FEM;SG
memperingatkan	varovali	menperingatkan	varovať	V;SG;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
owen	owen	owen	owen	PROPN	PROPN;ANIM;NOM;MASC;SG
lia	lia	lia	lia	PROPN	PROPN;NOM;FEM;SG
thomson	thomson	thomson	thomson	PROPN	N;ANIM;NOM;MASC;SG
flower	kvet	flower	kvet	PROPN	N;INAN;NOM;MASC;SG
flower	kvietok	flower	kvietok	PROPN	N;INAN;NOM;MASC;SG
rice	ryžu	rice	ryža	PROPN	N;ACC;FEM;SG
rice	ryže	rice	ryže	PROPN	N;GEN;FEM;PL
rice	ryžové	rice	ryžový	PROPN	ADJ;NOM;NEUT;SG
rice	ryža	rice	ryža	PROPN	N;NOM;FEM;SG
together	spolu	together	spolu	PROPN	ADV
together	dokopy	together	dokopy	PROPN	ADV
together	spoločne	together	spoločne	PROPN	ADV
torres	torres	torres	torres	PROPN	PROPN;ANIM;NOM;MASC;SG
bertema	tématikou	bertema	tématika	PROPN;SG;ACT	N;INS;FEM;SG
sembuh	liečiť	sembuh	liečiť	ADJ;SG	V;IPFV;POS;NFIN
sembuh	vyliečiť	sembuh	vyliečiť	ADJ;SG	V;PFV;POS;NFIN
sembuh	uzdravenie	sembuh	uzdravenie	ADJ;SG	N;NOM;NEUT;SG
potong	plodiny	potong	plodina	N;SG;ACT	N;NOM;FEM;PL
potong	plodín	potong	plodina	N;SG;ACT	N;GEN;FEM;PL
potong	kusy	potong	kus	N;SG;ACT	N;INAN;NOM;MASC;PL
potong	kúsky	potong	kúsok	N;SG;ACT	N;INAN;NOM;MASC;PL
potong	kusov	potong	kus	N;SG;ACT	N;INAN;GEN;MASC;PL
memikirkan	myslenia	menpikirkan	myslenie	V;SG;ACT	N;NOM;NEUT;PL
memikirkan	premýšľanie	menpikirkan	premýšľanie	V;SG;ACT	N;NOM;NEUT;SG
memikirkan	myslenie	menpikirkan	myslenie	V;SG;ACT	N;NOM;NEUT;SG
regulasi	nariadenia	regulasi	nariadenie	N;SG	N;NOM;NEUT;PL
regulasi	regulácie	regulasi	regulácia	N;SG	N;NOM;FEM;PL
detroit	detroitu	detroit	detrojt	PROPN	N;INAN;GEN;MASC;SG
detroit	detroite	detroit	detroite	PROPN	N;INAN;NOM;MASC;SG
tambak	pond	tambak	pond	PROPN;SG	N;INAN;NOM;MASC;SG
kyung	kyung	kyung	kyung	PROPN	PROPN;ANIM;NOM;MASC;SG
menyewa	prenájom	mensewa	prenáj	V;SG;ACT	N;INAN;NOM;MASC;SG
menyewa	prenájom	mensewa	prenáj	V;SG;ACT	N;INAN;NOM;MASC;SG
menyewa	nájom	mensewa	náj	V;SG;ACT	N;INAN;NOM;MASC;SG
sora	sora	sora	sora	PROPN	PROPN;NOM;FEM;SG
cohen	cohen	cohen	cohen	PROPN	PROPN;ANIM;NOM;MASC;SG
pengumpulan	agregácie	penkumpulan	agregácia	N;SG	N;NOM;FEM;PL
gear	výstroj	gear	výstroj	PROPN	N;NOM;FEM;SG
gear	výstroja	gear	výstroj	PROPN	N;INAN;GEN;MASC;SG
menyumbang	prispeli	mensumbang	prispieť	V;SG;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
rom	rom	rom	rom	PROPN	N;INAN;NOM;MASC;SG
comment	komentovať	comment	komentovať	PROPN	V;IPFV;POS;NFIN
comment	komentár	comment	komentár	PROPN	N;INAN;NOM;MASC;SG
joint	kĺb	joint	kĺb	PROPN	N;INAN;NOM;MASC;SG
joint	joint	joint	joint	PROPN	N;INAN;NOM;MASC;SG
joint	spoločné	joint	spoločný	PROPN	ADJ;NOM;NEUT;SG
joint	spoločná	joint	spoločný	PROPN	ADJ;NOM;FEM;SG
joint	spoločný	joint	spoločný	PROPN	ADJ;INAN;NOM;MASC;SG
membandingkan	porovnanie	menbandingkan	porovnanie	V;SG;ACT	N;NOM;NEUT;SG
membandingkan	porovnávajú	menbandingkan	porovnávať	V;SG;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
vertebrata	stavovcov	vertebrata	stavovec	N;SG	N;ANIM;ACC;MASC;PL
perumpamaan	podobenstvá	perumpamaan	podobenstvo	N;SG	N;NOM;NEUT;PL
sedimen	sedimentárneho	sedimen	sedimentárny	N;SG	ADJ;GEN;NEUT;SG
sedimen	sedimenty	sedimen	sediment	N;SG	N;INAN;NOM;MASC;PL
buang	odstrániť	buang	odstrániť	PROPN;SG;ACT	V;PFV;POS;NFIN
buang	odobrať	buang	odobrať	PROPN;SG;ACT	V;PFV;POS;NFIN
buang	odstránenie	buang	odstránenie	PROPN;SG;ACT	N;NOM;NEUT;SG
menghubungi	kontaktovali	menhubungi	kontaktovať	V;SG;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
bristol	bristol	bristol	bristnúť	PROPN	PROPN;INAN;NOM;MASC;SG
voting	hlasujte	voting	hlasovať	PROPN;SG	V;IPFV;IMP;PL;2;POS;FIN
voting	hlasovať	voting	hlasovať	PROPN;SG	V;IPFV;POS;NFIN
voting	hlasovanie	voting	hlasovanie	PROPN;SG	N;NOM;NEUT;SG
voting	voliť	voting	voliť	PROPN;SG	V;IPFV;POS;NFIN
voting	hlasy	voting	hlas	PROPN;SG	N;INAN;NOM;MASC;PL
voting	hlasov	voting	hlas	PROPN;SG	N;INAN;GEN;MASC;PL
voting	hlasovania	voting	hlasovanie	PROPN;SG	N;NOM;NEUT;PL
voting	hlasovať	voting	hlasovať	PROPN;SG	V;IPFV;POS;NFIN
voting	hlasovanie	voting	hlasovanie	PROPN;SG	N;NOM;NEUT;SG
voting	hlasovania	voting	hlasovanie	PROPN;SG	N;NOM;NEUT;PL
penembakan	streľby	pentembakan	streľba	N;SG	N;NOM;FEM;PL
penembakan	prestrelky	pentembakan	prestrelka	N;SG	N;NOM;FEM;PL
penembakan	strieľať	pentembakan	strieľať	N;SG	V;IPFV;POS;NFIN
pucat	pale	pucat	pale	ADJ;SG	PROPN;ANIM;NOM;MASC;SG
register	registrovať	register	registrovať	N	V;IPFV;POS;NFIN
register	zaregistrovať	register	zaregistrovať	N	V;IPFV;POS;NFIN
knowledge	znalosti	knowledge	znalosť	PROPN	N;NOM;FEM;PL
knowledge	poznatky	knowledge	poznatok	PROPN	N;INAN;NOM;MASC;PL
knowledge	poznanie	knowledge	poznanie	PROPN	N;NOM;NEUT;SG
knowledge	vedomosti	knowledge	vedomosť	PROPN	N;NOM;FEM;PL
knowledge	znalosť	knowledge	znalosť	PROPN	N;NOM;FEM;SG
knowledge	vedomostí	knowledge	vedomosť	PROPN	N;GEN;FEM;PL
fact	skutočnosť	fact	skutočnosť	PROPN	N;NOM;FEM;SG
fact	fakt	fact	fakt	PROPN	N;INAN;NOM;MASC;SG
zimbabwe	zimbabwe	zimbabwe	zimbabeň	PROPN	ADV
zimbabwe	zimbabwianske	zimbabwe	zimbabwiansky	PROPN	ADV
leonard	leonard	leonard	leonard	PROPN	N;ANIM;NOM;MASC;SG
lazio	lazio	lazio	lazio	PROPN	PROPN;INAN;NOM;MASC;SG
disc	kotúč	disc	kotúč	PROPN	N;INAN;NOM;MASC;SG
disc	kotúča	disc	kotúč	PROPN	N;INAN;GEN;MASC;SG
disc	disk	disc	disk	PROPN	N;INAN;NOM;MASC;SG
disc	disku	disc	disko	PROPN	N;NOM;NEUT;SG
heran	divu	heran	diva	V;SG;ACT	ADV
gaib	nepozorovane	gaib	nepozorovane	N;SG	ADV
gaib	neviditeľné	gaib	neviditeľný	N;SG	ADJ;NOM;NEUT;SG
gaib	neviditeľný	gaib	neviditeľný	N;SG	ADJ;ANIM;NOM;MASC;SG
lift	zdvihnúť	lift	zdvihnúť	N	V;PFV;POS;NFIN
edmund	edmund	edmund	edmunda	PROPN	PROPN;ANIM;NOM;MASC;SG
banks	banks	banks	banks	PROPN	PROPN;ANIM;NOM;MASC;SG
banks	banky	banks	banka	PROPN	N;NOM;FEM;PL
banks	bankami	banks	banka	PROPN	N;INS;FEM;PL
banks	bánk	banks	banka	PROPN	N;GEN;FEM;PL
menduga	očakávame	menduga	očakávať	V;SG;ACT	V;IPFV;IND;PL;1;POS;PRS;FIN
edgar	edgar	edgar	edgar	PROPN	PROPN;ANIM;NOM;MASC;SG
bee	včiel	bee	včela	PROPN	N;GEN;FEM;PL
bee	včelí	bee	včelí	PROPN	ADJ;INAN;NOM;MASC;SG
bee	bee	bee	bee	PROPN	PROPN;ANIM;NOM;MASC;SG
utrecht	utrecht	utrecht	utrecht	PROPN	PROPN;INAN;NOM;MASC;SG
masters	majstri	masters	majster	PROPN	N;ANIM;NOM;MASC;PL
masters	kapitánov	masters	kapitán	PROPN	N;ANIM;ACC;MASC;PL
masters	majstrov	masters	majster	PROPN	N;INAN;NOM;MASC;PL
amfibi	obojživelné	amfibi	obojživelný	N;SG	ADJ;NOM;NEUT;SG
amfibi	obojživelníkov	amfibi	obojživelník	N;SG	N;ANIM;ACC;MASC;PL
amfibi	obojživelníky	amfibi	obojživelník	N;SG	N;INAN;NOM;MASC;PL
tennessee	tennessee	tennessee	tennessa	PROPN	ADV
ubi	ubi	ubi	ubiť	N;SG	PROPN;ANIM;NOM;MASC;SG
seal	pečate	seal	pečať	PROPN	N;NOM;FEM;PL
seal	tesnenia	seal	tesnenie	PROPN	N;NOM;NEUT;PL
seal	uzávery	seal	uzáver	PROPN	N;INAN;NOM;MASC;PL
seal	tesnenie	seal	tesnenie	PROPN	N;NOM;NEUT;SG
seal	tulene	seal	tulene	PROPN	N;INAN;NOM;MASC;PL
seal	seal	seal	seať	PROPN	PROPN;ANIM;NOM;MASC;SG
seal	pečať	seal	pečať	PROPN	N;NOM;FEM;SG
seal	tesnenie	seal	tesnenie	PROPN	N;NOM;NEUT;SG
monitor	monitorovať	monitor	monitorovať	N;SG	V;IPFV;POS;NFIN
monitor	monitoruje	monitor	monitorovať	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
monitor	monitory	monitor	monitor	N;SG	N;INAN;NOM;MASC;PL
castro	castro	castro	castro	PROPN	PROPN;ANIM;NOM;MASC;SG
hell	hell	hell	hell	PROPN	PROPN;ANIM;NOM;MASC;SG
hell	peklo	hell	peklo	PROPN	N;NOM;NEUT;SG
hell	čert	hell	čert	PROPN	N;ANIM;NOM;MASC;SG
hell	pekla	hell	peklo	PROPN	N;NOM;NEUT;PL
pernapasan	dýchania	pernapasan	dýchanie	N;SG	N;NOM;NEUT;PL
pernapasan	dýchacie	pernapasan	dýchací	N;SG	ADJ;NOM;NEUT;PL
pernapasan	dýchať	pernapasan	dýchať	N;SG	V;IPFV;POS;NFIN
pernapasan	dýcha	pernapasan	dých	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
pernapasan	dýchacie	pernapasan	dýchací	N;SG	ADJ;NOM;NEUT;PL
mengepung	obliehanie	menkepung	obliehanie	V;SG;ACT	N;NOM;NEUT;SG
mengepung	obklopený	menkepung	obklopený	V;SG;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
mengepung	obkľúčení	menkepung	obkľúčený	V;SG;ACT	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
mengepung	obkľúčený	menkepung	obkľúčený	V;SG;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
mengepung	obklopujú	menkepung	obklopovať	V;SG;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
ira	ira	ira	ira	PROPN	
hearts	srdcia	hearts	srdce	PROPN	N;NOM;NEUT;PL
harvey	harvey	harvey	harvey	PROPN	PROPN;ANIM;NOM;MASC;SG
broadcast	vysielanie	broadcast	vysielanie	PROPN	N;NOM;NEUT;SG
broadcast	vysielať	broadcast	vysielať	PROPN	V;IPFV;POS;NFIN
broadcast	vysielania	broadcast	vysielanie	PROPN	N;NOM;NEUT;PL
berlian	diamond	berlian	diamond	N;SG	PROPN;ANIM;NOM;MASC;SG
berlian	diamantov	berlian	diamant	N;SG	N;INAN;GEN;MASC;PL
berlian	diamanty	berlian	diamant	N;SG	N;INAN;NOM;MASC;PL
loir	loir	loir	loir	PROPN	PROPN;ANIM;NOM;MASC;SG
dibalik	opačne	dibalik	opačne	ADP;SG;PASS	ADV
dibalik	obrátenej	dibalik	obrátený	ADP;SG;PASS	ADJ;GEN;FEM;SG;POS;V.PTCP;PASS
rizky	shirley	rizky	shirle	PROPN	PROPN;NOM;FEM;SG
als	aú	als	aú	PROPN	
als	als	als	als	PROPN	PROPN;ANIM;NOM;MASC;SG
monako	monaco	monako	monaco	PROPN	N;INAN;NOM;MASC;SG
train	vlakové	train	vlakový	PROPN	ADJ;NOM;NEUT;SG
train	vlaku	train	vlak	PROPN	N;INAN;GEN;MASC;SG
train	trénovať	train	trénovať	PROPN	V;IPFV;POS;NFIN
train	vlakom	train	vlak	PROPN	N;INAN;INS;MASC;SG
train	vlak	train	vlak	PROPN	N;INAN;NOM;MASC;SG
cafe	kaviareň	cafe	kaviareň	PROPN	N;NOM;FEM;SG
cafe	cafe	cafe	cafe	PROPN	N;INAN;NOM;MASC;SG
cafe	kaviarne	cafe	kaviareň	PROPN	N;NOM;FEM;PL
cafe	café	cafe	cafý	PROPN	
cafe	kaviareň	cafe	kaviareň	PROPN	N;NOM;FEM;SG
cafe	café	cafe	cafý	PROPN	
bersahabat	priateľské	bersahabat	priateľský	V;SG;ACT	ADJ;NOM;NEUT;SG
bersahabat	priateľská	bersahabat	priateľský	V;SG;ACT	ADJ;NOM;FEM;SG
bersahabat	priateľský	bersahabat	priateľský	V;SG;ACT	ADJ;ANIM;NOM;MASC;SG
door	dvere	door	dvere	PROPN	N;NOM;FEM;PL
door	dverí	door	dvere	PROPN	N;GEN;FEM;PL
mekanis	mechanicky	mekanis	mechanicky	N;SG	ADV
mekanis	mechanické	mekanis	mechanický	N;SG	ADJ;NOM;NEUT;SG
mekanis	mechanická	mekanis	mechanický	N;SG	ADJ;NOM;FEM;SG
mekanis	mechanický	mekanis	mechanický	N;SG	ADJ;INAN;NOM;MASC;SG
batubara	uhoľné	batubara	uhoľný	N;SG	ADJ;NOM;NEUT;SG
batubara	uhlie	batubara	uhlieť	N;SG	N;NOM;NEUT;PL
fleksibel	flexibilita	fleksibel	flexibilita	ADJ;SG	N;NOM;FEM;SG
fleksibel	flexibilitu	fleksibel	flexibilita	ADJ;SG	N;ACC;FEM;SG
fleksibel	flexibility	fleksibel	flexibilita	ADJ;SG	N;NOM;FEM;PL
fleksibel	pružnosť	fleksibel	pružnosť	ADJ;SG	N;NOM;FEM;SG
bermigrasi	migrujúcich	bermigrasi	migrujúci	V;SG;ACT	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
cornwall	cornwallu	cornwall	cornwall	PROPN	N;ACC;FEM;SG
nuansa	odtiene	nuansa	odtieň	N;SG	N;INAN;NOM;MASC;PL
cher	cher	cher	cher	PROPN	PROPN;NOM;FEM;SG
limit	obmedzenie	limit	obmedzenie	PROPN	N;NOM;NEUT;SG
limit	limit	limit	limit	PROPN	N;INAN;NOM;MASC;SG
limit	obmedziť	limit	obmedziť	PROPN	V;PFV;POS;NFIN
bahari	námorných	bahari	námorný	PROPN	ADJ;GEN;MASC;PL
bahari	námorné	bahari	námorný	PROPN	ADJ;NOM;NEUT;SG
jamak	plurál	jamak	plurál	ADJ;SG	N;INAN;NOM;MASC;SG
kenny	kenny	kenny	kenny	PROPN	PROPN;ANIM;NOM;MASC;SG
mempekerjakan	najme	menpekerjakan	najma	V;SG;ACT	
mempekerjakan	zamestnávajú	menpekerjakan	zamestnávať	V;SG;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
mempekerjakan	nájom	menpekerjakan	náj	V;SG;ACT	N;INAN;NOM;MASC;SG
worcester	worcester	worcester	worcester	PROPN	N;INAN;NOM;MASC;SG
memuaskan	uspokojivo	menpuaskan	uspokojivo	V;SG;ACT	ADV
memuaskan	uspokojivé	menpuaskan	uspokojivý	V;SG;ACT	ADJ;NOM;NEUT;SG
memuaskan	vyhovujúci	menpuaskan	vyhovujúci	V;SG;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
memuaskan	uspokojivá	menpuaskan	uspokojivý	V;SG;ACT	ADJ;NOM;FEM;SG
memuaskan	uspokojenie	menpuaskan	uspokojenie	V;SG;ACT	N;NOM;NEUT;SG
memuaskan	splnenie	menpuaskan	splnenie	V;SG;ACT	N;NOM;NEUT;SG
sim	sim	sim	sim	PROPN	N;INAN;NOM;MASC;SG
sim	licenčné	sim	licenčný	PROPN	ADJ;NOM;NEUT;SG
sim	licenciu	sim	licencia	PROPN	N;ACC;FEM;SG
sim	licencia	sim	licencia	PROPN	N;NOM;FEM;SG
jiang	jiang	jiang	jiang	PROPN	PROPN;ANIM;NOM;MASC;SG
basilika	bazilika	basilika	bazilika	PROPN	N;NOM;FEM;SG
louise	louisa	louise	louis	PROPN	N;ANIM;ACC;MASC;SG
louise	louise	louise	louis	PROPN	N;NOM;FEM;SG
pencernaan	trávenia	pencernaan	trávenie	N;SG	N;NOM;NEUT;PL
pencernaan	tráviaceho	pencernaan	tráviaci	N;SG	ADJ;ANIM;GEN;MASC;SG;POS;V.PTCP;ACT
elektromagnetik	elektromagnetických	elektromagnetik	elektromagnetický	N	ADJ;GEN;MASC;PL
elektromagnetik	elektromagnetickej	elektromagnetik	elektromagnetický	N	ADJ;GEN;FEM;SG
elektromagnetik	elektromagnetické	elektromagnetik	elektromagnetický	N	ADJ;NOM;NEUT;SG
hut	chata	hut	chata	PROPN	N;NOM;FEM;SG
permen	sladkosti	permen	sladkosť	N;SG	N;NOM;FEM;PL
permen	cukríky	permen	cukrík	N;SG	N;INAN;NOM;MASC;PL
permen	sladkosti	permen	sladkosť	N;SG	N;NOM;FEM;PL
permen	cukríky	permen	cukrík	N;SG	N;INAN;NOM;MASC;PL
shield	štít	shield	štít	PROPN	N;INAN;NOM;MASC;SG
shield	štíty	shield	štít	PROPN	N;INAN;NOM;MASC;PL
perth	perth	perth	pert	PROPN	N;INAN;NOM;MASC;SG
mak	mak	mak	mak	PROPN	N;ANIM;NOM;MASC;SG
pat	pat	pat	pat	PROPN	PROPN;ANIM;NOM;MASC;SG
mis	mis	mis	mis		
budapest	budapest	budapest	budapest	PROPN	
budapest	budapešti	budapest	budapešť	PROPN	N;NOM;FEM;SG
budapest	budapešť	budapest	budapešť	PROPN	N;NOM;MASC;SG
coffee	káve	coffee	káva	PROPN	N;DAT;FEM;SG
coffee	kávu	coffee	káva	PROPN	N;ACC;FEM;SG
coffee	kava	coffee	kava	PROPN	N;NOM;FEM;SG
coffee	kafe	coffee	kafe	PROPN	N;INAN;NOM;MASC;SG
coffee	káva	coffee	káva	PROPN	N;NOM;FEM;SG
kaidah	vládnuť	kaidah	vládnuť	N;SG	V;IPFV;POS;NFIN
kaidah	pravidla	kaidah	pravidlo	N;SG	N;NOM;NEUT;PL
moneter	menový	moneter	menový	N;SG	ADJ;INAN;NOM;MASC;SG
moneter	peňažná	moneter	penažný	N;SG	ADJ;NOM;FEM;SG
moneter	peňažný	moneter	peňažný	N;SG	ADJ;INAN;NOM;MASC;SG
moneter	menové	moneter	menový	N;SG	ADJ;NOM;NEUT;SG
moneter	menová	moneter	menový	N;SG	ADJ;NOM;FEM;SG
sanksi	sankcie	sanksi	sankcia	N;SG	N;NOM;FEM;PL
sanksi	sankcií	sanksi	sankcia	N;SG	N;GEN;FEM;PL
menjanjikan	sľuby	menjanjikan	sľub	V;SG;ACT	N;INAN;NOM;MASC;PL
menjanjikan	sľubné	menjanjikan	sľubný	V;SG;ACT	ADJ;NOM;NEUT;SG
shell	shell	shell	shell	PROPN	N;INAN;NOM;MASC;SG
kill	zabite	kill	zabiť	PROPN	ADV
kill	zabiť	kill	zabiť	PROPN	V;PFV;POS;NFIN
kill	zabit	kill	zabit	PROPN	PROPN;ANIM;NOM;MASC;SG
kill	zabíjať	kill	zabíjať	PROPN	V;IPFV;POS;NFIN
stefan	štefan	stefan	štefan	PROPN	PROPN;ANIM;NOM;MASC;SG
stefan	stefan	stefan	stefan	PROPN	PROPN;ANIM;NOM;MASC;SG
