من	که	مِن	که	ADP	CONJ
بافاريا	بایرن	بَافَارِيَا	بایرن		N;SG
بوليفيا	بولیوی	بُولِيفِيَا	بولیوی		N;SG
اللجان	کمیته	لَجنَة	کمیته	N;NOM;DEF;PL	N;SG
لاعبين	بازیکن	لَاعِب	بازیکن	N;NOM;INDF;PL	N;SG
هوب	امیدی	هوب	امیدی		N;SG
هوب	هوپ	هوب	هوپ		N;SG
هوب	امیدوارم	هوب	امتدوارم		V;SG;1;PRS
هوب	hope	هوب	hope		N;SG
هوب	امید	هوب	امید		N;SG
طيب	خوبی	طيب	خوبی		N;SG
طيب	good	طيب	good		
طيب	خوب	طيب	خوب		ADV
طيب	خوبش	طيب	خوبش		
صناعي	صنعتی	صِنَاعِيّ	صنعتی	ADJ;NOM;INDF;MASC;SG	N;SG
كينغ	پادشاه	كينغ	پادشاه		N;SG
كينغ	کینگ	كينغ	کینگ		N;SG
كينغ	شاه	كينغ	شاه		N;SG
علوي	بالایی	علوي	بالا		ADJ
علوي	آپر	علوي	آپر		N;SG
علوي	فوقانی	علوي	فوقانی		N;SG
حيوي	حیاتی	حَيَوِيّ	حیاتی	ADJ;NOM;INDF;MASC;SG	N;SG
يستحق	ارزش	اِستَحَقّ	ارزش	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
المرتفعات	هایتس	مُرتَفِع	هایتس	N;NOM;DEF;PL	N;SG
صلبة	توپر	صُلبَة	توپر	ADJ;NOM;INDF;FEM;SG	N;SG
صلبة	جامد	صُلبَة	جامد	ADJ;NOM;INDF;FEM;SG	N;SG
العابدين	شاهمیری	عَابِد	شاهمیری	N;NOM;DEF;PL	N;SG
جسد	بدن	جَسَد	بدن		N;SG
جسد	بدنی	جَسَد	بدنی		N;SG
جسد	بدنه	جَسَد	بدنه		N;SG
جسد	جسم	جَسَد	جسم		N;SG
جسد	b	جَسَد	b		N;SG
ممتاز	perfect	مُمتَاز	perfect	ADJ;NOM;INDF;MASC;SG	N;SG
ممتاز	پرفکت	مُمتَاز	پرفکت	ADJ;NOM;INDF;MASC;SG	N;SG
هاواي	هاوایی	هاواي	هاوایی		N;SG
بعلبك	بعلبک	بعلبك	بعلبک		N;SG
كينيدي	کندی	كِينِيدِي	کندی		N;SG
الخالق	آفریدگار	خَالِق	آفریدگار		N;SG
الخالق	سازنده	خَالِق	سازنده		N;SG
الخالق	آفریننده	خَالِق	آفریننده		N;SG
الخالق	خالق	خَالِق	None		N;SG
يقرر	اراده	قَرَّر	اراده	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
يقرر	تصمیم	قَرَّر	تصمیم	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
تقي	پرهیزگاری	تقي	پرهیزگاری		N;SG
تقي	پرهیزگاران	تقي	پرهیزگار		N;PL
تقي	تقوا	تقي	تقوا		N;SG
فرانس	فرانس	فرَانس	فرانس		N;SG
فرانس	فرانس	فرَانس	فرانس		N;SG
فرانس	فرانسه	فرَانس	فرانسه		N;SG
الحواسيب	رایانه	حَاسُوب	رایانه	N;NOM;DEF;PL	N;SG
الحواسيب	کامپیوتر	حَاسُوب	کامپیو	N;NOM;DEF;PL	N;SG
قسطنطين	کنستانتین	قُسطُنط	کنستانتین		N;SG
كيلومترات	کیلومتر	كِيلُومِتر	کیلومتر	N;NOM;INDF;PL	N;SG
كيلومترات	کیلومتر	كِيلُومِتر	کیلومتر	N;NOM;INDF;PL	N;SG
ري	آبیاری	رَيّ	آبیاری		N;SG
الحريري	حریری	الحريري	None		N;SG
كاثوليكية	کاتولیک	كَاثُولِيكِيّ	کاتولیک		N;SG
زرع	بلغزد	زَرع	بلغزد	N;NOM;INDF;SG	V;IMP;SG;2
زرع	کاشته	زَرع	کاشت#کار	N;NOM;INDF;SG	V;SG;3;V.PTCP
لطفي	لطفی	لطفي	لطفی		N;SG
كامبريدج	کمبریج	كَامبرِيدج	کمبریج		N;SG
دان	دن	دان	دن		N;SG
تبني	بسازم	تَبَنِّي	None	N;NOM;INDF;SG	V;SBJV;SG;1;PRS
تبني	بساز	تَبَنِّي	None	N;NOM;INDF;SG	V;IMP;SG;2
تبني	بسازید	تَبَنِّي	None	N;NOM;INDF;SG	V;SBJV;PL;2;PRS
تبني	بسازی	تَبَنِّي	بسازی	N;NOM;INDF;SG	V;SBJV;SG;2;PRS
السحب	ابرها	سَحب	ابر	N;NOM;DEF;SG	N;PL
عاصم	عاصم	عَاصِم	عاصم		N;SG
قاع	تهش	قَاع	تهش	N;NOM;INDF;SG	
قاع	پایین	قَاع	پایین	N;NOM;INDF;SG	ADV;ESS
القطري	ریال	قَطَرِيّ	ریال	ADJ;NOM;DEF;MASC;SG	N;SG
ضياء	dia	ضياء	dia		N;SG
ضياء	دیا	ضياء	دیا		N;SG
ضياء	ضیاء	ضياء	ضیاء		N;SG
ضياء	ضیا	ضياء	ضیا		N;SG
صيني	چینی	صِينِيّ	چینی	ADJ;NOM;INDF;MASC;SG	N;SG
جسيمات	ذره	جَسِيم	ذره	N;NOM;INDF;PL	N;SG
قيصر	سزار	قَيصَر	سزار		N;SG
الملاحظات	نوت	مُلَاحَظَة	نوت	N;NOM;DEF;PL	N;SG
لجان	کمیته	لَجنَة	کمیته	N;NOM;INDF;PL	N;SG
البولندية	لهستانی	بُولَندِيّ	لهستانی	ADJ;NOM;DEF;FEM;SG	N;SG
دالاس	دالاس	دَالَاس	دالاس		N;SG
نانسي	نانسی	نانسي	نانسی		N;SG
الفلسفية	فلسفی	فِلَسفِيّ	فلسفی	N;NOM;DEF;SG	ADJ
مول	فروشگاه	مَولَ	فروشگاه		N;SG
مول	مول	مَولَ	مول		N;SG
مول	mol	مَولَ	mol		N;SG
العبادة	پرستش	عِبَادَة	پرستش	N;NOM;DEF;SG	
يكتشف	کشف	اِكتَشَف	کشف	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
متساوية	برابر	مُتَسَاوِي	برابر	ADJ;NOM;INDF;FEM;SG	ADP
متساوية	مساوی	مُتَسَاوِي	مساوی	ADJ;NOM;INDF;FEM;SG	N;SG
عرفات	عرفات	عرفات	عرفات		N;SG
روبن	رابین	رُوبِن	None		N;SG
روبن	روبین	رُوبِن	None		N;SG
هندسية	geometric	هَندَسِيّ	geometric	ADJ;NOM;INDF;FEM;SG	N;SG
هندسية	هندسی	هَندَسِيّ	هندسی	ADJ;NOM;INDF;FEM;SG	N;SG
جوسون	چوسان	جُوسُون	چوسان		N;SG
جغرافي	جغرافیایی	جُغرَافِيّ	None	ADJ;NOM;INDF;MASC;SG	N;SG
جغرافي	جغرافی	جُغرَافِيّ	جغرافی	ADJ;NOM;INDF;MASC;SG	N;SG
جغرافي	جغرافیایی	جُغرَافِيّ	None	ADJ;NOM;INDF;MASC;SG	N;SG
الدعاية	تبلیغات	دِعَايَة	تبلیغ	N;NOM;DEF;SG	N;PL
الدعاية	تبلیغات	دِعَايَة	تبلیغ	N;NOM;DEF;SG	N;PL
الفارس	شوالیه	فَارِس	شوالیه		N;SG
الفارس	نایت	فَارِس	نایت		N;SG
ستريت	استریت	سترِيت	استریت		N;SG
ستريت	خیابانی	سترِيت	خیابانی		N;SG
ستريت	خیابان	سترِيت	خیابان		N;SG
ستريت	خیابون	سترِيت	خیابون		N;SG
الخيول	اسب	خَيل	اسب	N;NOM;DEF;PL	N;SG
القرم	کریمه	قَرم	کریمه		N;SG
القرم	کریمه	قَرم	کریمه		N;SG
مور	mor	مُور	mor		N;SG
مور	مور	مُور	مور		N;SG
مور	مور	مُور	مور		N;SG
دييغو	دیگو	دييغو	دیگو		N;SG
بركات	صلوات	بَرَكَة	صلوات		N;SG
بركات	برکات	بَرَكَة	برکه		N;PL
بركات	درود	بَرَكَة	درود		N;SG
بركات	برکات	بَرَكَة	برکه		N;PL
تدريجيا	تدریج	تَدرِيجِيّ	تدریج	ADJ;ACC;INDF;MASC;SG	N;SG
صعب	سخت	صَعب	سخت	ADJ;NOM;INDF;MASC;SG	ADV
صعب	عالیست	صَعب	عالیست	ADJ;NOM;INDF;MASC;SG	N;SG
صعب	سخت	صَعب	سخت	ADJ;NOM;INDF;MASC;SG	ADV
صعب	سختی	صَعب	سختی	ADJ;NOM;INDF;MASC;SG	N;SG
لوك	لوقا	لُوك	لوقا		N;SG
لوك	لوک	لُوك	لوک		N;SG
متقدمة	پیشرفته	مُتَقَدِّم	پیشرفته	ADJ;NOM;INDF;FEM;SG	N;SG
يومية	روزانه	يَومِيّ	روزانه	ADJ;NOM;INDF;FEM;SG	ADV
يومية	daily	يَومِيّ	daily	ADJ;NOM;INDF;FEM;SG	
يومية	دیلی	يَومِيّ	دیلی	ADJ;NOM;INDF;FEM;SG	N;SG
العملات	سکه	عُملَة	سکه	N;NOM;DEF;PL	N;SG
تشيكوسلوفاكيا	چکسلواکی	تشيكوسلوفاكيا	چکسلواکی		N;SG
الابتدائي	ابتدایی	اِبتِدَائِيّ	ابتدایی	ADJ;NOM;DEF;MASC;SG	N;SG
مغادرة	برار	مُغَادَرَة	برار	N;NOM;INDF;SG	
بوردو	بردو	بوردو	رفت#برو		N;SG
نعيم	نعیم	نعيم	نعیم		N;SG
مرسي	بخشش	مرسي	بخشش		N;SG
مرسي	رحمت	مرسي	رحمت		N;SG
مرسي	رحمتی	مرسي	رحمت		N;SG
بهاء	بها	بهاء	بها		N;SG
المتغيرات	متغیرها	مُتَغَيِّر	متغیر	ADJ;NOM;DEF;FEM;PL	N;PL
المتغيرات	متغیر	مُتَغَيِّر	متغیر	ADJ;NOM;DEF;FEM;PL	N;SG
المتغيرات	مشتقات	مُتَغَيِّر	مشتقه	ADJ;NOM;DEF;FEM;PL	N;PL
برازيلي	برزیلی	برازيلي	برزیلی		N;SG
برازيلي	برزیل	برازيلي	برزیل		N;SG
الملاكمة	بکس	مُلَاكَمَة	بکس	N;NOM;DEF;SG	INTJ
حملت	بارگیری	حَمَل	بارگیری	V;PFV;FEM;SG;3;ACT	N;SG
وعد	قولی	وَعَد	قولی	V;PFV;MASC;SG;3;ACT	N;SG
وعد	قول	وَعَد	قول	V;PFV;MASC;SG;3;ACT	N;SG
وعد	وعده	وَعَد	وعده	V;PFV;MASC;SG;3;ACT	N;SG
سانتياغو	سانتیاگو	سانتياغو	سانتیاگو		N;SG
فرانكلين	فرانکلین	فرانكلين	فرانکلین		N;SG
شكسبير	شکسپیر	شكسبير	شکسپیر		N;SG
مصفوفة	ماتریکس	مَصفُوف	ماتریکس	ADJ;NOM;INDF;FEM;SG	N;SG
مصفوفة	ماتریس	مَصفُوف	ماتریس	ADJ;NOM;INDF;FEM;SG	N;SG
رياح	باد	رِيح	باد	N;NOM;INDF;PL	N;SG
رياح	بادی	رِيح	بادی	N;NOM;INDF;PL	N;SG
مؤقت	موقت	مُؤَقَّت	None	ADJ;NOM;INDF;MASC;SG	N;SG
مؤقت	موقتی	مُؤَقَّت	موقتی	ADJ;NOM;INDF;MASC;SG	N;SG
مؤقت	تایمر	مُؤَقَّت	تایمر	ADJ;NOM;INDF;MASC;SG	N;SG
فالنسيا	والنسیا	فَالِنسِيَا	والنسیا		N;SG
شمر	رازیانه	شَمر	رازیانه		N;SG
البطريرك	ایلخانی	البطريرك	ایلخانی		N;SG
ستون	سنگ	ستون	سنگ		N;SG
ستون	استون	ستون	استون		N;SG
ستون	سنگی	ستون	سنگی		N;SG
ستون	سنگسار	ستون	سنگسار		N;SG
ظبي	آنتلوپ	ظبي	آنتلوپ		N;SG
المئات	صدها	مِئَة	صد	N;NOM;DEF;SG	NUM
الخسائر	ضرر	خَسَارَة	None	N;NOM;DEF;PL	N;SG
يعكس	تاثیری	عَكَس	تاثیری	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
هولمز	هولمز	هولمز	هولمز		N;SG
هولمز	هلمز	هولمز	هلمز		N;SG
السر	محرمانه	سُرّ	محرمانه	N;NOM;DEF;SG	ADJ
ضيف	مهمان	ضِيف	مهمان		N;SG
ضيف	میهمان	ضِيف	None		
فعاليات	بازیگران	فَعَّالِيّ	بازیگر	ADJ;NOM;INDF;FEM;PL	N;PL
جدد	تازه	جَدَّد	تازه	V;PFV;MASC;SG;3;ACT	ADV
جدد	نو	جَدَّد	نو	V;PFV;MASC;SG;3;ACT	ADJ
جدد	جدید	جَدَّد	جدید	V;PFV;MASC;SG;3;ACT	ADJ
جدد	نیو	جَدَّد	نیو	V;PFV;MASC;SG;3;ACT	N;SG
يورك	یورک	يُورك	یورک		N;SG
وسم	هشتگ	وَسم	هشتگ		N;SG
المحرق	المحرق	مُحَرَّق	المحرق		N;SG
ابراهيم	ابراهیم	ابراهيم	ابراهیم		N;SG
ابراهيم	آبراهام	ابراهيم	آبراهام		N;SG
ابراهيم	قصّه	ابراهيم	قصّه		N;SG
ابراهيم	ابراهیم	ابراهيم	ابراهیم		N;SG
نبي	پیغمبر	نبي	پیغمبر		N;SG
نبي	پیامبر	نبي	پیامبر		N;SG
نبي	پیغمبری	نبي	پیغمبری		N;SG
نبي	نبی	نبي	None		N;SG
نبي	نابی	نبي	نابی		N;SG
التوجيه	جهت	تَوجِيه	جهت	N;NOM;DEF;SG	ADP
حبوب	قرص	حَبّ	قرص		N;SG
المفضل	محبوب	مُفَضِّل	محبوب	ADJ;NOM;DEF;MASC;SG	N;SG
الماشية	احشام	مَاشِيَة	احشام	N;NOM;DEF;SG	N;PL
الماشية	چهارپایان	مَاشِيَة	چهارپای	N;NOM;DEF;SG	N;PL
احداثيات	مختصات	حَدَثِيَّة	مختصه	ADJ;NOM;INDF;FEM;PL	N;SG
الاضطراب	اختلالات	اِضطِرَاب	اختلال	N;NOM;DEF;SG	N;PL
السجلات	رکوردز	سِجِلّ	رکوردز	N;NOM;DEF;PL	N;SG
مسيسيبي	میسیسیپی	مسيسيبي	میسیسیپی		N;SG
التلال	هیلز	تَلَال	هیلز	N;NOM;DEF;PL	N;SG
طيف	طیف	طيف	طیف		N;SG
شي	شی	شي	شی		INTJ
بيس	بس	بَيسَ	بس		
الجزيئية	مولکولی	جَزِيئَة	مولکولی		N;SG
الفنلندية	فنلاند	فِنلَندِيّ	None	ADJ;NOM;DEF;FEM;SG	N;SG
الفنلندية	فنلاندی	فِنلَندِيّ	None	ADJ;NOM;DEF;FEM;SG	N;SG
الفنلندية	فنلاند	فِنلَندِيّ	None	ADJ;NOM;DEF;FEM;SG	N;SG
مقبولة	پذیرفت	مَقبُول	پذیرفت#پذیر	ADJ;NOM;INDF;FEM;SG	V;SG;3;PST
مقبولة	پذیرفته	مَقبُول	پذیرفت#پذیر	ADJ;NOM;INDF;FEM;SG	V;SG;3;V.PTCP
الكابتن	کاپیتان	الكابتن	کاپیت		N;SG
الكابتن	سروان	الكابتن	سروان		N;SG
الكابتن	ناخدا	الكابتن	ناخدا		N;SG
هاما	حما	هَامّ	حما	ADJ;ACC;INDF;MASC;SG	
ضرورية	واجب	ضَرُورِيّ	واجب	ADJ;NOM;INDF;FEM;SG	N;SG
الحوسبة	محاسبات	حُوسبَة	محاسبه	N;NOM;DEF;SG	N;PL
بالغ	بزرگسال	بَالِغ	بزرگسال	ADJ;NOM;INDF;MASC;SG	N;SG
بالغ	بزرگسالان	بَالِغ	بزرگسال	ADJ;NOM;INDF;MASC;SG	N;PL
سال	سل	سَال	سل	V;PFV;MASC;SG;3;ACT	N;SG
سال	سال	سَال	سال	V;PFV;MASC;SG;3;ACT	N;SG
سال	sal	سَال	sal	V;PFV;MASC;SG;3;ACT	
انتظار	منتظر	اِنتِظَار	منتظر	N;NOM;INDF;SG	ADJ
انتظار	منتظریم	اِنتِظَار	منتظریم	N;NOM;INDF;SG	V;PL;1;PRS
سوسة	susa	سُوسَة	susa	N;NOM;INDF;SG	
كلاب	سگا	كَلَاب	سگا	N;NOM;INDF;PL	N;SG
بروكلين	بروکلین	بروكلين	بروکلین		N;SG
الجنسين	صنف	جِنسِين	صنف	N;ACC;DEF;DU	N;PL
تخدم	خدمت	خَدَم	خدمت	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
تخدم	خدمت	خَدَم	خدمت	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
تخدم	سرو	خَدَم	سرو	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
شن	shin	شَنّ	shin	V;PFV;MASC;SG;3;ACT	N;SG
عميق	اعماق	عَمِيق	عمق	ADJ;NOM;INDF;MASC;SG	N;PL
عميق	ژرف	عَمِيق	ژرف	ADJ;NOM;INDF;MASC;SG	N;SG
ميثاق	چکیده	مِيثَاق	None	N;NOM;INDF;SG	ADJ;SG;3;V.PTCP
ميثاق	چارتر	مِيثَاق	چارتر	N;NOM;INDF;SG	ADJ;CMPR
المواصلات	انتقال	مُوَاصَلَة	انتقال	N;NOM;DEF;PL	N;SG
المواصلات	ترابری	مُوَاصَلَة	None	N;NOM;DEF;PL	N;SG
جل	ژل	جُلّ	ژل		N;SG
براغ	پراگ	براغ	پراگ		N;SG
نجران	نجران	نجران	نجران		N;SG
مدغشقر	ماداگاسکار	مدغشقر	ماداگاسکار		N;SG
كارلو	کارلو	كَارلُو	کارلو		N;SG
كاثرين	کاترین	كَاثِر	کاترین		ADJ;RL
حنيفة	ابوحنیفه	حُنَيفَة	ابوحنیفه		N;SG
تشيلسي	چلسی	تشيلسي	چلسی		N;SG
تشيلسي	chelsea	تشيلسي	chelsea		N;SG
قل	بگویید	قَلّ	None		V;SBJV;PL;2;PRS
قل	بگو	قَلّ	None		V;IMP;SG;2
تنس	تنیس	نَسّ	تنیس		N;SG
الملاح	دریانورد	مِلَاح	دریانورد		N;SG
طويلا	لانگ	طَوِيل	لانگ	ADJ;ACC;INDF;MASC;SG	N;SG
تعلن	رضوان	أَعلَن	رضوان	V;IPFV;FEM;IND;SG;3;FIN;PASS	N;SG
الملا	آخوند	مَلَا	آخوند		N;SG
شباك	تورها	شِبَاك	تور	N;NOM;INDF;SG	N;PL
الجافة	خشک	جَافّ	خشک	N;NOM;DEF;SG	ADJ
الجافة	خشکیده	جَافّ	خشکیده	N;NOM;DEF;SG	ADJ;SG;3;V.PTCP
الرياضات	اسپرت	رِيَاضَة	اسپرت	N;NOM;DEF;PL	N;SG
الرياضات	اسپورت	رِيَاضَة	اسپورت	N;NOM;DEF;PL	N;SG
الرياضات	ورزشی	رِيَاضَة	ورزشی	N;NOM;DEF;PL	N;SG
الرياضات	ورزش	رِيَاضَة	ورزش	N;NOM;DEF;PL	N;SG
سمكة	ماهیان	سُمكَة	ماهیان	N;NOM;INDF;SG	N;PL
قريبا	بزودی	قَرِيب	بزودی	ADJ;ACC;INDF;MASC;SG	
نخبة	نخبگان	نُخبَة	نخبه	N;NOM;INDF;SG	N;PL
متغير	متغیر	مُتَغَيِّر	متغیر	ADJ;NOM;INDF;MASC;SG	N;SG
متغير	متغیرها	مُتَغَيِّر	متغیر	ADJ;NOM;INDF;MASC;SG	N;PL
رزق	رزق	رَزِيقَة	رزق		N;SG
وثائقي	مستند	وَثَائِقِيّ	مستند	ADJ;NOM;INDF;MASC;SG	N;SG
ليتوانيا	لیتوانی	ليتوانيا	لیتوانی		N;SG
ليتوانيا	لیتوانی	ليتوانيا	لیتوانی		N;SG
ذهبت	رفتن	ذَهَب	رفتن	V;PFV;FEM;SG;3;ACT	N;SG
ابتدائية	ابتدایی	اِبتِدَائِيّ	ابتدایی	ADJ;NOM;INDF;FEM;SG	N;SG
ابتدائية	مقدماتی	اِبتِدَائِيّ	مقدمه	ADJ;NOM;INDF;FEM;SG	N;PL
رفقة	گروهان	رِفقَة	گروه	N;NOM;INDF;SG	N;PL
النخبة	نخبگان	نُخبَة	نخبه	N;NOM;DEF;SG	N;PL
صانع	صورتگر	صانع	صورتگر		N;SG
صانع	سازنده	صانع	سازنده		N;SG
عريضة	دادخواست	عَرِيض	دادخواست	ADJ;NOM;INDF;FEM;SG	N;SG
لحن	ملودی	لحن	ملودی		N;SG
لحن	آهنگ	لحن	آهنگ		N;SG
كربون	کربن	كربون	None		N;SG
كربون	کربنی	كربون	کربنی		N;SG
مايك	مایک	مَايك	مایک		N;SG
دافيد	داوید	دَافِيد	داوت#دار		N;SG
دافيد	داود	دَافِيد	داود		N;SG
دافيد	داوود	دَافِيد	داوود		N;SG
دافيد	دیوید	دَافِيد	دیوید		N;SG
دافيد	david	دَافِيد	david		N;SG
كرسي	صندلی	كرسي	صندلی		N;SG
داي	dey	داي	dey		
داي	دی	داي	None		N;SG
داي	دای	داي	دا		N;SG
كسب	کسب	كَسب	کسب	V;PFV;MASC;SG;3;ACT	N;SG
فيل	فیله	فِيل	فیله		N;SG
فيل	فیل	فِيل	فیل		N;SG
فيل	فیلی	فِيل	فیلی		N;SG
اجتمع	met	اِجتَمَع	met	V;PFV;MASC;SG;3;ACT	
رامي	رامی	رامي	رامی		
معتمدة	certified	مُعتَمَد	certified	ADJ;NOM;INDF;FEM;SG	N;SG
معتمدة	تأیید	مُعتَمَد	تأیید	ADJ;NOM;INDF;FEM;SG	N;SG
العقوبات	تحریم	عُقُوبَة	تحریم	N;NOM;DEF;PL	N;SG
مؤقتة	موقت	مُؤَقَّت	None	ADJ;NOM;INDF;FEM;SG	N;SG
مؤقتة	موقتی	مُؤَقَّت	موقتی	ADJ;NOM;INDF;FEM;SG	N;SG
اتفق	موافقت	اِتَّفَق	موافقت	V;PFV;MASC;SG;3;ACT	N;SG
اتفق	موافق	اِتَّفَق	موافق	V;PFV;MASC;SG;3;ACT	N;SG
اتفق	توافق	اِتَّفَق	توافق	V;PFV;MASC;SG;3;ACT	N;SG
اتفق	موافقت	اِتَّفَق	موافقت	V;PFV;MASC;SG;3;ACT	N;SG
اتفق	موافق	اِتَّفَق	موافق	V;PFV;MASC;SG;3;ACT	N;SG
اتفق	موافقم	اِتَّفَق	مافقمه	V;PFV;MASC;SG;3;ACT	N;SG
الغرف	چمبرز	غُرفَة	چمبرز	N;NOM;DEF;PL	N;SG
الغرف	اتاق	غُرفَة	None	N;NOM;DEF;PL	N;SG
حكيم	خردمند	حكيم	خردمند		N;SG
حكيم	حکیمی	حكيم	حکیمی		N;SG
حكيم	حکیم	حكيم	حکیم		N;SG
حكيم	فرزانه	حكيم	فرزانه		N;SG
يكشف	موجب	كَشَف	موجب	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
الدرجات	نمره	دَرَجَة	نمره	N;NOM;DEF;PL	N;SG
الدرجات	پلکان	دَرَجَة	پلک	N;NOM;DEF;PL	N;SG
الدرجات	پله	دَرَجَة	پله	N;NOM;DEF;PL	N;SG
الحقول	فیلدز	حَقل	فیلدز	N;NOM;DEF;PL	N;SG
غربا	غربی	غَرب	غربی	N;ACC;INDF;SG	ADJ
قبالة	خاموش	قُبَالَةَ	خاموش	ADP;ACC	N;SG
محاكم	دادگاههای	مَحكَمَة	دادگاه	N;NOM;INDF;PL	N;SG
ماركو	مارکو	ماركو	مارکو		N;SG
يوناني	یونان	يُونَانِيّ	یونان	ADJ;NOM;INDF;MASC;SG	N;SG
يوناني	یونانی	يُونَانِيّ	یونانی	ADJ;NOM;INDF;MASC;SG	N;SG
حداد	عزاداری	حداد	عزاداری		N;SG
حداد	عزا	حداد	عزا		N;SG
حداد	سوگواری	حداد	سوگواری		N;SG
حداد	ماتم	حداد	ماتم		N;SG
مفيد	هندی	مفيد	هندی	ADJ;NOM;INDF;MASC;SG	N;SG
مفاتيح	کلید	مِفتَاح	None	N;NOM;INDF;PL	N;SG
لوكسمبورغ	لوکزامبورگ	لوكسمبورغ	لوکزامبورگ		N;SG
البوندسليغا	بوندسلیگا	البوندسليغا	بوندسلیگا		N;SG
الصفة	وابسته	صِفَة	وابسته	N;NOM;DEF;SG	ADJ
المسح	پایش	مُسَحِّ	پایش	N;NOM;DEF;SG	
يحل	حل	حَلّ	حل	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
بطاقات	ورق	بِطَاقَة	ورق	N;NOM;INDF;PL	N;SG
المجموع	کلا	مَجمُوع	None	N;NOM;DEF;SG	
المجموع	کل	مَجمُوع	کل	N;NOM;DEF;SG	ADJ
الدروس	درس	دَرس	درس	N;NOM;DEF;PL	N;SG
رقيقة	نازک	رَقِيقَة	نازک	ADJ;NOM;INDF;FEM;SG	N;SG
رقيقة	لاغری	رَقِيقَة	لاغری	ADJ;NOM;INDF;FEM;SG	N;SG
الشحن	انها	شَحن	انها	N;NOM;DEF;SG	N;PL
الشحن	کشتیرانی	شَحن	کشتیرانی	N;NOM;DEF;SG	N;PL
السيناريو	فیلمنامه	السيناريو	فیلمنامه		N;SG
السيناريو	احداث	السيناريو	احداث		N;SG
السيناريو	سناریوی	السيناريو	سناریو		N;SG
السيناريو	سناریو	السيناريو	سناریو		N;SG
السيناريو	دستنوشته	السيناريو	دستنوشته		N;SG
كلينتون	کلینتون	كلِينتُون	کلینتون		N;SG
اللهجات	لهجه	لَهجَة	لهجه	N;NOM;DEF;PL	N;SG
شعارات	logos	شِعَار	logos	N;NOM;INDF;PL	N;SG
التميمي	ریاحی	التميمي	ریاح		N;SG
مرتفعات	هایتس	مُرتَفَع	هایتس	N;NOM;INDF;PL	N;SG
ديترويت	دیترویت	ديترويت	دیترویت		N;SG
