年	évi	年	évi	N	
追擊	üldözés	追擊	üldözés	V	N;NOM;SG
單車	biciklivel	單車	biciklivel	N	
控制	adatkezelő	控制	adatkezelő	V	N;NOM;SG
控制	irányító	控制	irányító	V	ADJ;NOM;SG
控制	vezérlő	控制	vezérlő	V	ADJ;NOM;SG
控制	ellenőr	控制	ellenőr	V	N;NOM;SG
限量	limited	限量	limited	N	
限量	limitált	限量	limitál	N	
限量	korlátozott	限量	korlátozott	N	
限量	korlátolt	限量	korlátolt	N	V;INDF;IND;SG;3;PST;FIN;ACT
午夜	éjfélkor	午夜	éjfélkor	N	
哭	sír	哭	sír	V	N;NOM;SG
哭	sírás	哭	sírás	V	N;NOM;SG
哭	sírok	哭	sír	V	N;NOM;PL
哭	sír	哭	sír	V	N;NOM;SG
哭	sírás	哭	sírás	V	N;NOM;SG
參議	szenátor	參議	szenátor	V	N;NOM;SG
一	januári	一	januári	NUM	ADJ;NOM;SG
一	január	一	január	NUM	N;NOM;SG
一	januárban	一	január	NUM	N;IN+ESS;SG
臀	hip	臀	hip	N	
難民	menekült	難民	menekült	N	V;INDF;IND;SG;3;PST;FIN;ACT
科威特	kuvait	科威特	kuvai	PROPN	N;ACC;PL
衰落	csökkenés	衰落	csökkenés	V	N;NOM;SG
衰落	visszaesés	衰落	visszaesés	V	N;NOM;SG
衰落	csökkenő	衰落	csökkenő	V	ADJ;NOM;SG
賊	tolvaj	賊	tolvaj	N	
禪	zen	禪	zen	N	
爭論	veszekedés	爭論	veszekedés	V	N;NOM;SG
爭論	érvelés	爭論	érvelés	V	N;NOM;SG
爭論	érv	爭論	érv	V	N;NOM;SG
爭論	érvek	爭論	érv	V	N;NOM;PL
輔導	tanácsadás	輔導	tanácsadás	V	N;NOM;SG
輔導	tanácsadás	輔導	tanácsadás	V	N;NOM;SG
轉變	átalakulás	轉變	átalakulás	V	N;NOM;SG
轉變	átalakítás	轉變	átalakítás	V	N;NOM;SG
轉變	átalakítás	轉變	átalakítás	V	N;NOM;SG
天鵝	hattyú	天鵝	hattyú	N	
天鵝	swan	天鵝	swan	N	
喝	ital	喝	ital	V	N;NOM;SG
喝	igy	喝	igy	V	
夢幻	álmodj	夢幻	álmodj	ADJ	V;DEF;IND;SG;1;PRS;FIN;ACT
夢幻	álma	夢幻	álma	ADJ	N;NOM;SG
夢幻	álom	夢幻	álom	ADJ	
囚禁	börtönbüntetés	囚禁	börtönbüntetés	V	N;NOM;SG
染	festett	染	festett	N	V;INDF;IND;SG;3;PST;FIN;ACT
染	színezett	染	színezett	N	V;INDF;IND;SG;3;PST;FIN;ACT
實用	gyakorlati	實用	gyakorlati	N	ADJ;NOM;SG
實用	praktikus	實用	praktikus	N	ADJ;NOM;SG
實用	hasznos	實用	hasznos	N	
水星	mercury	水星	mercury	N	
上野	ueno	上野	ueno	PROPN	
落後	visszafelé	落後	visszafelé	V	
落後	hátrafelé	落後	hátrafelé	V	
剛果	kongói	剛果	kongói	PROPN	
喪失	veszteségek	喪失	veszteség	V	N;NOM;PL
喪失	veszteség	喪失	veszteség	V	N;NOM;SG
注射	injekció	注射	injekció	V	N;NOM;SG
注射	injekció	注射	injekció	V	N;NOM;SG
傳遞	váltó	傳遞	váltó	V	N;NOM;SG
曙光	hajnal	曙光	hajnal	PROPN	
曙光	alkonyat	曙光	alkonyat	PROPN	N;NOM;SG
曙光	alkony	曙光	alkony	PROPN	N;NOM;SG
研究	kutató	研究	kutató	V	N;NOM;SG
研究	kutatói	研究	kutató	V	N;NOM;PL
鸚鵡	papagájok	鸚鵡	papaga	PROPN	N;NOM;PL
鸚鵡	papagáj	鸚鵡	papagag	PROPN	N;NOM;SG
約會	randizni	約會	randiz	N	V;NFIN;ACT
緊張	ideges	緊張	ideges	N	
壞	bad	壞	bad	N	
壞	rosz	壞	rosz	N	
壞	rossz	壞	rossz	N	
滿意	elégedett	滿意	elégedett	N	
合計	összesítés	合計	összesítés	V	N;NOM;SG
囚犯	rab	囚犯	rab	N	
囚犯	elítélt	囚犯	elítélt	N	V;INDF;IND;SG;3;PST;FIN;ACT
便	olcsó	便	olcsó	ADV	
便	olcsóbb	便	olcsó	ADV	ADJ;NOM;CMPR;SG
第五	ötödik	第五	ötödik	NUM	ADJ;NOM;SG
影子	árny	影子	árny	N	
緩慢	lassú	緩慢	lassú	ADJ	
產量	termelési	產量	termelési	N	ADJ;NOM;SG
大海	tengeren	大海	tenger	N	
大海	tengeri	大海	tengeri	N	
緊	szűk	緊	szűk		ADJ;NOM;SG
緊	szorosan	緊	szoros		ADJ;FRML;SG
廣義	szélesebb	廣義	széles	N	ADJ;NOM;CMPR;SG
廣義	tágabb	廣義	tág	N	ADJ;NOM;CMPR;SG
廣義	tág	廣義	tág	N	
廣義	átfogóbb	廣義	átfogó	N	ADJ;NOM;CMPR;SG
廣義	szélesebb	廣義	széles	N	ADJ;NOM;CMPR;SG
廣義	tágabb	廣義	tág	N	ADJ;NOM;CMPR;SG
摘要	elvont	摘要	elvont	N	
讚	kedvelte	讚	kedvel		V;DEF;IND;SG;3;PST;FIN;ACT
讚	tetszett	讚	tetszik		V;INDF;IND;SG;3;PST;FIN;ACT
讚	mint	讚	mint		CONJ
讚	tetszik	讚	tetszik		V;INDF;IND;SG;3;PRS;FIN;ACT
讚	szereti	讚	szeret		V;DEF;IND;SG;3;PRS;FIN;ACT
讚	kedveli	讚	kedveli		V;DEF;IND;SG;3;PRS;FIN;ACT
多	többszörös	多	többszörös	ADJ	N;NOM;SG
火災	tűz	火災	tűz	N	V;INDF;IND;SG;3;PRS;FIN;ACT
環繞	körül	環繞	körül	V	ADP
巴巴	baba	巴巴	baba	PROPN	N;NOM;SG
復出	visszatérés	復出	visszatérés	V	N;NOM;SG
精確	pontos	精確	pontos	N	
精確	precíz	精確	precíz	N	
精確	pontos	精確	pontos	N	
精確	pontos	精確	pontos	N	
護理	ápoló	護理	ápoló	N	ADJ;NOM;SG
護理	érdekel	護理	érdekel	N	V;INDF;IND;SG;3;PRS;FIN;ACT
諷刺	ironikus	諷刺	ironikus	V	
諷刺	ironikus	諷刺	ironikus	V	
諷刺	irónia	諷刺	irónia	V	N;NOM;SG
冰島	izlandi	冰島	izlandi	PROPN	
冰島	izland	冰島	izland	PROPN	PROPN;NOM;SG
排放	kibocsátási	排放	kibocsátási	V	ADJ;NOM;SG
排放	kibocsátás	排放	kibocsátás	V	N;NOM;SG
排放	kibocsátás	排放	kibocsátás	V	N;NOM;SG
原生	bennszülött	原生	bennszülött	N	
原生	őslakos	原生	őslakos	N	
原生	őshonos	原生	őshonos	N	
原生	bennszülöttek	原生	bennszülött	N	V;INDF;IND;PL;3;PST;FIN;ACT
交響	szimfonikus	交響	szimfonikus	V	N;NOM;SG
製片	gyártói	製片	gyártói	V	N;NOM;PL
製片	gyártók	製片	gyártó	V	N;NOM;PL
製片	producerek	製片	producer	V	N;NOM;PL
製片	termelők	製片	termelő	V	N;NOM;PL
製片	gyártó	製片	gyártó	V	ADJ;NOM;SG
製片	termelő	製片	termelő	V	
製片	producer	製片	producer	V	N;NOM;SG
製片	termelői	製片	termelő	V	N;NOM;PL
棕色	brown	棕色	brown	N	
棕色	barna	棕色	bar	N	
臧	zang	臧	zang	PROPN	
受邀	meghívva	受邀	meghívva	V	ADV;V.CVB
稍	enyhén	稍	enyhén	ADJ	
稍	kissé	稍	kissé	ADJ	
稍	kevéssé	稍	kevéssé	ADJ	
依賴	függő	依賴	függő	V	
依賴	függőség	依賴	függőség	V	N;NOM;SG
依賴	függőség	依賴	függőség	V	N;NOM;SG
緬	burma	緬	burma	PROPN	
緬	burmai	緬	burmai	PROPN	
手指	uj	手指	uj	N	
手指	uj	手指	uj	N	
龔	gong	龔	gong	PROPN	
皇冠	crown	皇冠	crown	N	
統治	uralkodó	統治	uralkodó	V	N;NOM;SG
豪華	deluxe	豪華	delux	N	
豪華	luxus	豪華	luxus	N	
豪華	fényűző	豪華	fényűző	N	ADJ;NOM;SG
豪華	luxus	豪華	luxus	N	
認真	komoly	認真	komoly	N	
認真	súlyos	認真	súlyos	N	
認真	komolyan	認真	komolyan	N	
全能	mindenható	全能	mindenható	N	
就業	foglalkoztatási	就業	foglalkoztatási	N	ADJ;NOM;SG
電動	elektromos	電動	elektromos	N	
指派	megbízás	指派	megbízás	V	N;NOM;SG
指派	megbízatás	指派	megbízatás	V	N;NOM;SG
指派	hozzárendelve	指派	hozzárendelve	V	ADV;V.CVB
指派	kijelölt	指派	kijelölt	V	
毒性	mérgező	毒性	mérgező	N	
刷	ecset	刷	ecs	PROPN	N;NOM;SG
盟友	szövetséges	盟友	szövetséges	N	ADJ;NOM;SG
盟友	szövetséges	盟友	szövetséges	N	ADJ;NOM;SG
盟友	ally	盟友	ally	N	
墨爾本	melbourne	墨爾本	melbour	PROPN	N;NOM;SG
桶	hordó	桶	hordó	PROPN	N;NOM;SG
桶	hordó	桶	hordó	PROPN	N;NOM;SG
桶	vödör	桶	vödör	PROPN	N;NOM;SG
桶	vödör	桶	vödör	PROPN	N;NOM;SG
對立	rivalizálás	對立	rivalizálás	V	N;NOM;SG
對立	konfrontáció	對立	konfrontáció	V	N;NOM;SG
對立	összecsapás	對立	összecsapás	V	N;NOM;SG
對立	ellentétek	對立	ellentét	V	N;NOM;PL
惡化	romló	惡化	romló	V	
網址	url	網址	url	N	
休閒	szabadidő	休閒	szabadidő	N	
休閒	alkalmi	休閒	alkalmi	N	ADJ;NOM;SG
休閒	laza	休閒	laza	N	ADJ;NOM;SG
休閒	hétköznapi	休閒	hétköznapi	N	ADJ;NOM;SG
休閒	szabadidő	休閒	szabadidő	N	
犯人	rab	犯人	rab	N	
犯人	elítélt	犯人	elítélt	N	V;INDF;IND;SG;3;PST;FIN;ACT
同	társ	同	társ	DET	N;NOM;SG
同	társa	同	társ	DET	N;NOM;SG
壓縮	kompressziós	壓縮	kompressziós	V	N;NOM;SG
缺席	hiányában	缺席	hiány	V	N;IN+ESS;SG
缺席	távollét	缺席	távollét	V	N;NOM;SG
基輔	kijevi	基輔	kijevi	PROPN	
七	hetes	七	hetes	NUM	N;NOM;SG
七	hét	七	hét	NUM	N;NOM;SG
綁	emberrablás	綁	emberrablás	V	N;NOM;SG
綁	emberrablás	綁	emberrablás	V	N;NOM;SG
反叛	felkelés	反叛	felkelés	V	N;NOM;SG
反叛	felkelő	反叛	felkelő	V	
反叛	lázadók	反叛	lázadó	V	N;NOM;PL
反叛	lázadó	反叛	lázadó	V	ADJ;NOM;SG
反叛	felkelés	反叛	felkelés	V	N;NOM;SG
反叛	lázadás	反叛	lázadás	V	N;NOM;SG
西班牙	spanyolul	西班牙	spanyolul	PROPN	
西班牙	spanyolok	西班牙	spanyol	PROPN	N;NOM;PL
西班牙	spanyol	西班牙	spanyol	PROPN	
修理	javítási	修理	javítási	V	N;NOM;SG
修理	javítást	修理	javítás	V	N;ACC;SG
修理	javításra	修理	javítás	V	N;ON+ALL;SG
修理	javítás	修理	javítás	V	N;NOM;SG
修理	javítások	修理	javítás	V	N;NOM;PL
修理	javítás	修理	javítás	V	N;NOM;SG
丹佛	denverben	丹佛	denver	PROPN	N;IN+ESS;SG
丹佛	denver	丹佛	denver	PROPN	N;NOM;SG
衰退	recesszió	衰退	recesszió	V	N;NOM;SG
玻利維亞	bolívia	玻利維亞	bolívia	PROPN	
墜毀	ütközés	墜毀	ütközés	V	N;NOM;SG
墜毀	baleset	墜毀	baleset	V	N;NOM;SG
墜毀	crash	墜毀	crash	V	
數千	ezrek	數千	ezer	NUM	N;NOM;PL
排版	elrendezés	排版	elrendezés	V	N;NOM;SG
浸	mártás	浸	mártás	PROPN	N;NOM;SG
浸	dip	浸	dip	PROPN	
滿洲	mandzsúria	滿洲	mandzsúria	PROPN	N;NOM;SG
及	időszerű	及	időszerű	ADP	
瀏覽	megtekintés	瀏覽	megtekintés	V	N;NOM;SG
瀏覽	megtekintése	瀏覽	megtekintés	V	N;NOM;SG
瀏覽	böngészés	瀏覽	böngészés	V	N;NOM;SG
瀏覽	megtekintés	瀏覽	megtekintés	V	N;NOM;SG
瀏覽	kilátás	瀏覽	kilátás	V	N;NOM;SG
瀏覽	nézet	瀏覽	néz	V	N;NOM;SG
姊姊	sis	姊姊	sis	N	
哈薩克	kazah	哈薩克	kazah	PROPN	
哈薩克	kazahsztán	哈薩克	kaza+hsz	PROPN	
貸款	hitel	貸款	hitel	N	
關卡	szintű	關卡	szintű	N	
黑山	montenegró	黑山	montenegró	PROPN	N;NOM;SG
常規	rutin	常規	rutin	N	
開心	boldog	開心	boldog	N	
畢業	diplomások	畢業	diplomás	V	N;NOM;PL
畢業	végzősök	畢業	végzős	V	N;NOM;PL
畢業	diplomás	畢業	diplomás	V	N;NOM;SG
畢業	végzős	畢業	végzős	V	N;NOM;SG
骨骼	bones	骨骼	bones	N	
孔	páva	孔	páva	PROPN	
汞	mercury	汞	mercury	N	
預設	alapértelmezés	預設	alapértelmezés	V	N;NOM;SG
預設	alapértelmezett	預設	alapértelmezett	V	N;ACC;SG
預設	alapértelmezés	預設	alapértelmezés	V	N;NOM;SG
雷霆	villám	雷霆	villám	PROPN	N;NOM;SG
雷霆	mennydörgés	雷霆	mennydörgés	PROPN	N;NOM;SG
趨勢	trend	趨勢	trend	N	
變動	módosítások	變動	módosítás	V	N;NOM;PL
變動	változtatások	變動	változtatás	V	N;NOM;PL
變動	változás	變動	változás	V	N;NOM;SG
變動	változások	變動	változás	V	N;NOM;PL
變動	változtatás	變動	változtatás	V	N;NOM;SG
爛	romlott	爛	romlik		V;INDF;IND;SG;3;PST;FIN;ACT
鞍	nyereg	鞍	nyereg	PROPN	N;NOM;SG
北極	sarkvidéki	北極	sarkvidéki	PROPN	N;NOM;SG
變換	átalakulások	變換	átalakulás	V	N;NOM;PL
變換	átalakítás	變換	átalakítás	V	N;NOM;SG
變換	átalakulás	變換	átalakulás	V	N;NOM;SG
變換	átalakítás	變換	átalakítás	V	N;NOM;SG
花費	kiadások	花費	kiadás	V	N;NOM;PL
岐阜	gifu	岐阜	gifu	PROPN	PROPN;NOM;SG
戈爾	gore	戈爾	gore	PROPN	
瓦特	watt	瓦特	watt	PROPN	N;NOM;SG
瓦特	watts	瓦特	watts	PROPN	
聊天	chat	聊天	chat	N	
橋	hashimoto	橋	hashimoto	N	
漂亮	gyönyörű	漂亮	gyönyörű	N	
漂亮	csinos	漂亮	csinos	N	ADJ;NOM;SG
與	mindeközben	與	mindeközben	ADP	ADV
與	ezalatt	與	ezalatt	ADP	ADV
與	időközben	與	időközben	ADP	ADV
與	eközben	與	eközben	ADP	ADV
與	közben	與	közben	ADP	ADV
三	delta	三	delta	NUM	
媒介	media	媒介	media	N	
媒介	közepes	媒介	közepes	N	ADJ;NOM;SG
民事	civil	民事	civil	N	
民事	polgári	民事	polgári	N	ADJ;NOM;SG
外星	idegen	外星	idegen	N	
外星	űrlény	外星	űrlény	N	
外星	idegenek	外星	ideg	N	V;INDF;IND;PL;3;PRS;FIN;ACT
邪惡	gonosz	邪惡	gonosz	N	
邪惡	gonosz	邪惡	gonosz	N	
困擾	problémás	困擾	problémás	V	
預言	próféciák	預言	prófécia	V	N;NOM;PL
預言	jóslat	預言	jóslat	V	N;NOM;SG
預言	prófécia	預言	prófécia	V	N;NOM;SG
譴責	elítélése	譴責	elítélés	V	N;NOM;SG
石化	petrolkémiai	石化	petrolkémiai	V	N;NOM;SG
溫帶	mérsékelt	溫帶	mérsékel	N	V;INDF;IND;SG;3;PST;FIN;ACT
製片	gyártó	製片	gyártó	V	ADJ;NOM;SG
製片	termelő	製片	termelő	V	
製片	producer	製片	producer	V	N;NOM;SG
製片	termelői	製片	termelő	V	N;NOM;PL
廣播	rádiós	廣播	rádiós	N	
廣播	radio	廣播	radio	N	
合適	megfelelő	合適	megfelelő	ADJ	
極端	szélsőséges	極端	szélsőséges		ADJ;NOM;SG
假名	kana	假名	kana	N	
閔	min	閔	min	PROPN	
斑點	paca	斑點	paca	N	
恨	utálom	恨	utálom	N	V;DEF;IND;SG;1;PRS;FIN;ACT
降水	csapadék	降水	csapadék	V	N;NOM;SG
提取	kivonat	提取	kivonat	V	N;NOM;SG
善意	goodwill	善意	goodwill	N	
革新	innovációs	革新	innovációs	N	ADJ;NOM;SG
傍晚	este	傍晚	este	N	ADV
柔道	judo	柔道	judo	N	
社會	szociológiai	社會	szociológiai	N	ADJ;NOM;SG
幽靈	ghost	幽靈	ghost	N	
血統	származási	血統	származási	N	ADJ;NOM;SG
否決	vétó	否決	vétó	V	N;NOM;SG
瑪麗亞	mária	瑪麗亞	mária	PROPN	
瑪麗亞	maria	瑪麗亞	maria	PROPN	
喬治亞	grúzia	喬治亞	grúzia	PROPN	
喬治亞	georgia	喬治亞	georgia	PROPN	
破裂	hasadék	破裂	hasadék	V	N;NOM;SG
破裂	repedés	破裂	repedés	V	N;NOM;SG
渦輪	turbo	渦輪	turbo	N	
渦輪	turbó	渦輪	turbó	N	
中性	semleges	中性	semleges	N	
天生	született	天生	születik	N	V;INDF;IND;SG;3;PST;FIN;ACT
天生	megszületett	天生	meg+szület	N	V;INDF;IND;SG;3;PST;FIN;ACT
陪同	kísérő	陪同	kísérő	V	ADJ;NOM;SG
陪同	kíséret	陪同	kísér	V	N;NOM;SG
微笑	mosolyogva	微笑	mosolyogva	N	ADV;V.CVB
微笑	mosolygó	微笑	mosolygó	N	
微笑	mosolyog	微笑	mosolyog	N	V;INDF;IND;SG;3;PRS;FIN;ACT
石頭	stone	石頭	stone	N	PROPN;NOM;SG
石頭	rock	石頭	rock	N	
審議	figyelembe	審議	figyel	N	
魔力	magic	魔力	magic	N	
有	organikus	有	organikus	V	N;NOM;SG
有	szerves	有	szerves	V	
泰坦	titán	泰坦	titán	PROPN	
金字	piramis	金字	piramis	N	
橙	orange	橙	orang	N	
橙	narancssárga	橙	narancssárga	N	
啓	kai	啓	kai	V	
飲料	iszik	飲料	iszik	N	V;INDF;IND;SG;3;PRS;FIN;ACT
名次	rangú	名次	rangú	N	
幾何	geometriai	幾何	geometriai	N	ADJ;NOM;SG
曲線	görbe	曲線	gör	N	
曲線	görbe	曲線	gör	N	
延遲	késedelem	延遲	késedelem	V	
延遲	késlekedés	延遲	késlekedés	V	
延遲	késés	延遲	késés	V	N;NOM;SG
延遲	késedelem	延遲	késedelem	V	
延遲	késés	延遲	késés	V	N;NOM;SG
延遲	késedelmes	延遲	késedelmes	V	N;NOM;SG
條紋	csíkos	條紋	csíkos	N	
條紋	csík	條紋	csík	N	
揭幕	leleplezés	揭幕	leleplezés	V	N;NOM;SG
署名	aláírva	署名	aláírva	V	ADV;V.CVB
署名	aláírás	署名	aláírás	V	N;NOM;SG
海灘	beach	海灘	beach	N	
海灘	part	海灘	part	N	
研討	szeminárium	研討	szeminárium	V	N;NOM;SG
研討	előadások	研討	előadás	V	N;NOM;PL
研討	szemináriumok	研討	szeminárium	V	N;NOM;PL
研討	műhely	研討	műhely	V	N;NOM;SG
研討	szemináriumon	研討	szeminárium	V	N;ON+ESS;SG
研討	szeminárium	研討	szeminárium	V	N;NOM;SG
馬匹	lovas	馬匹	lovas	N	
露西	lucy	露西	lucy	PROPN	
說服	meggyőző	說服	meggyőző	V	
厚度	vastagságú	厚度	vastagságú	N	ADJ;NOM;SG
毗鄰	szomszédos	毗鄰	szomszédos	N	
毗鄰	szomszédos	毗鄰	szomszédos	N	
秋天	ősz	秋天	ősz	N	
秋天	őszi	秋天	őszi	N	
秋天	ősszel	秋天	ősszel	N	ADV
秋天	őszi	秋天	őszi	N	
秋天	ősszel	秋天	ősszel	N	ADV
秋天	ősz	秋天	ősz	N	
耶和華	jehova	耶和華	jehova	PROPN	N;NOM;SG
懷孕	terhességi	懷孕	terhességi	V	N;NOM;SG
懷孕	terhesség	懷孕	terhesség	V	N;NOM;SG
懷孕	várandós	懷孕	várandós	V	N;NOM;SG
懷孕	terhes	懷孕	terhes	V	
懷孕	vemhes	懷孕	vemhes	V	N;NOM;SG
逃離	szökés	逃離	szökés	V	N;NOM;SG
逃離	menekülés	逃離	menekülés	V	N;NOM;SG
發掘	ásatás	發掘	ásatás	V	N;NOM;SG
傾斜	döntve	傾斜	döntve	V	ADV;V.CVB
傾斜	ferde	傾斜	ferde	V	
八	nyolc	八	nyolc	NUM	
最愛	kedvenc	最愛	kedvenc	N	
猶太	zsidó	猶太	zsidó	PROPN	
猶太	zsidók	猶太	zsidó	PROPN	N;NOM;PL
猶太	zsidók	猶太	zsidó	PROPN	N;NOM;PL
蓮花	lótusz	蓮花	lótusz	PROPN	N;NOM;SG
顧客	ügyfél	顧客	ügyfél	N	
顧客	vevő	顧客	vevő	N	ADJ;NOM;SG
顧客	vásárló	顧客	vásárló	N	ADJ;NOM;SG
冕	corona	冕	corona	N	
拍賣	árverésen	拍賣	árverés	V	N;ON+ESS;SG
拍賣	árverés	拍賣	árverés	V	N;NOM;SG
拍賣	aukciós	拍賣	aukciós	V	N;NOM;SG
拍賣	aukció	拍賣	aukció	V	N;NOM;SG
拍賣	árverés	拍賣	árverés	V	N;NOM;SG
比	arányban	比	arány	ADP	N;IN+ESS;SG
駕駛	sofőr	駕駛	sofőr	V	N;NOM;SG
駕駛	vezető	駕駛	vezető	V	
駕駛	meghajtó	駕駛	meghajtó	V	N;NOM;SG
駕駛	kocsis	駕駛	kocsis	V	
駕駛	járművezető	駕駛	járművezető	V	N;NOM;SG
駕駛	pilóta	駕駛	pilóta	V	N;NOM;SG
駕駛	pilot	駕駛	pilot	V	
聚合	összesítés	聚合	összesítés	V	N;NOM;SG
稀有	ritka	稀有	ritka	N	
普爾	poole	普爾	poole	PROPN	
炸	robbantani	炸	robbant	N	V;NFIN;ACT
炸	rántott	炸	ránt	N	V;INDF;IND;SG;3;PST;FIN;ACT
上次	utoljára	上次	utoljára	N	ADV
上次	utolsónak	上次	utolsó	N	ADV
上次	last	上次	last	N	
上次	utolsó	上次	utolsó	N	
公牛	bull	公牛	bull	N	
診斷	diagnosztika	診斷	diagnosztika	V	N;NOM;SG
診斷	diagnózis	診斷	diagnózis	V	N;NOM;SG
診斷	diagnosztika	診斷	diagnosztika	V	N;NOM;SG
診斷	diagnosztikai	診斷	diagnosztikai	V	N;NOM;SG
信件	mail	信件	mail	N	
信件	posta	信件	posta	N	
擲	dobd	擲	dobd	N	V;DEF;IMP;SG;2;PRS;FIN;ACT
擲	dob	擲	dob	N	V;INDF;IND;SG;3;PRS;FIN;ACT
擲	dobd	擲	dobd	N	V;DEF;IMP;SG;2;PRS;FIN;ACT
近日	nemrégiben	近日	nemrégiben	N	ADV
近日	nemrég	近日	nemrég	N	ADV
主機	fogadó	主機	fogadó	N	
世俗	evilági	世俗	evilági	N	
錄音	studio	錄音	studio	V	
錄音	stúdió	錄音	stúdió	V	N;NOM;SG
罷工	lecsap	罷工	lecsap	N	V;INDF;IND;SG;3;PRS;FIN;ACT
偏向	elfogultság	偏向	elfogultság		N;NOM;SG
新星	nova	新星	nova	N	
烏拉圭	uruguay	烏拉圭	uruguay	PROPN	PROPN;NOM;SG
夏日	summer	夏日	summer	N	
夏日	nyári	夏日	nyári	N	
夏日	nyár	夏日	nyár	N	
微	mikroorganizmusok	微	mikroorganizmus	PART	N;NOM;PL
微	mikroorganizmus	微	mikroorganizmus	PART	N;NOM;SG
付費	fizetés	付費	fizetés	V	N;NOM;SG
付費	fizetve	付費	fizetve	V	ADV;V.CVB
強迫	kényszerített	強迫	kényszerít		V;INDF;IND;SG;3;PST;FIN;ACT
強迫	erőltetett	強迫	erőltet		V;INDF;IND;SG;3;PST;FIN;ACT
俘虜	rab	俘虜	rab	N	
俘虜	elítélt	俘虜	elítélt	N	V;INDF;IND;SG;3;PST;FIN;ACT
護士	ápoló	護士	ápoló	N	ADJ;NOM;SG
假定	feltételezések	假定	feltételezés	V	N;NOM;PL
假定	feltételezés	假定	feltételezés	V	N;NOM;SG
假定	feltevés	假定	feltevés	V	N;NOM;SG
假定	feltételezés	假定	feltételezés	V	N;NOM;SG
波羅	balti	波羅	balti	PROPN	
競技	aréna	競技	aréna	V	N;NOM;SG
立方	kocka	立方	kocka	N	
無線	rádió	無線	rádió	V	N;NOM;SG
無線	rádiós	無線	rádiós	V	
無線	radio	無線	radio	V	
捐贈	adomány	捐贈	adomány	V	N;NOM;SG
捐贈	adományt	捐贈	adomány	V	N;ACC;SG
捐贈	adományok	捐贈	adomány	V	N;NOM;PL
捐贈	adományokat	捐贈	adomány	V	N;ACC;PL
捐贈	adomány	捐贈	adomány	V	N;NOM;SG
搬遷	áthelyezés	搬遷	áthelyezés	V	
伴奏	kíséret	伴奏	kísér	V	N;NOM;SG
連勝	széria	連勝	széria	V	N;NOM;SG
平時	szokásos	平時	szokásos	N	ADJ;NOM;SG
核准	jóváhagyás	核准	jóváhagyás	V	
核准	jóváhagyási	核准	jóváhagyási	V	ADJ;NOM;SG
核准	engedélyezés	核准	engedélyezés	V	N;NOM;SG
核准	jóváhagyása	核准	jóváhagyás	V	N;NOM;SG
脂	fat	脂	fat	N	
脂	kövér	脂	kövér	N	
尊敬	tiszteletet	尊敬	tisztelet	V	N;ACC;SG
尊敬	tisztelet	尊敬	tisztelet	V	N;NOM;SG
十字	cross	十字	cross	N	
十字	keresztbe	十字	keresztbe	N	
感動	megható	感動	megható	V	
感動	érintés	感動	érintés	V	N;NOM;SG
感動	költözés	感動	költözés	V	N;NOM;SG
感動	mozgó	感動	mozgó	V	
住	tartózkodási	住	tartózkodási	V	N;NOM;SG
住	lakóhely	住	lakóhely	V	
住	lakóhely	住	lakóhely	V	
單人	egyedülálló	單人	egyedülálló	N	
單人	single	單人	single	N	
單人	egyetlen	單人	egyetlen	N	
星期	csütörtök	星期	csütört	N	
空白	üresek	空白	üres	N	ADJ;NOM;PL
空白	üres	空白	üres	N	
空白	üresen	空白	üres	N	ADJ;FRML;SG
空白	üres	空白	üres	N	
空白	üresen	空白	üres	N	ADJ;FRML;SG
紀念	megemlékezés	紀念	megemlékezés	V	N;NOM;SG
紀念	memorial	紀念	memorial	V	N;NOM;SG
紀念	emlékmű	紀念	emlékmű	V	N;NOM;SG
紀念	műemlékek	紀念	mű	V	N;NOM;PL
紀念	emlékmű	紀念	emlékmű	V	N;NOM;SG
人道	humánus	人道	humánus	N	
驗證	hitelesítés	驗證	hitelesítés	V	N;NOM;SG
驗證	hitelesítés	驗證	hitelesítés	V	N;NOM;SG
驗證	ellenőrzés	驗證	ellenőrzés	V	N;NOM;SG
驗證	hitelesítés	驗證	hitelesítés	V	N;NOM;SG
驗證	megerősítés	驗證	megerősítés	V	N;NOM;SG
驗證	hitelesítési	驗證	hitelesítési	V	ADJ;NOM;SG
相鄰	szomszédos	相鄰	szomszédos	V	
相鄰	szomszédos	相鄰	szomszédos	V	
山姆	samu	山姆	samu	PROPN	
山姆	sam	山姆	sam	PROPN	
亞當	ádám	亞當	ádám	PROPN	N;NOM;SG
亞當	adam	亞當	adam	PROPN	
偵察	felderítés	偵察	felderítés	V	N;NOM;SG
偵察	felderítő	偵察	felderítő	V	ADJ;NOM;SG
偵察	felderítés	偵察	felderítés	V	N;NOM;SG
偵察	felderítő	偵察	felderítő	V	ADJ;NOM;SG
銷售	eladások	銷售	eladás	V	N;NOM;PL
銷售	eladás	銷售	eladás	V	
銷售	értékesítés	銷售	értékesítés	V	N;NOM;SG
銷售	értékesítési	銷售	értékesítési	V	ADJ;NOM;SG
侮辱	sértés	侮辱	sértés	V	N;NOM;SG
侮辱	sértő	侮辱	sértő	V	
侮辱	sértés	侮辱	sértés	V	N;NOM;SG
管家	butler	管家	butler	N	
管家	inas	管家	inas	N	
鰈	lepényhal	鰈	lepény	N	
平凡	evilági	平凡	evilági	N	
