het	το	het	ο	PRO;3	DET;NOM;DEF;NEUT;SG
amateurs	ερασιτέχνης	amateur	ερασιτέχνης	N;PL	ADJ;NOM;MASC;SG
amateurs	ερασιτέχνη	amateur	ερασιτέχνος	N;PL	N;VOC;MASC;SG
amateurs	ερασιτεχνικό	amateur	ερασιτεχνικός	N;PL	ADJ;NOM;NEUT;SG
amateurs	ερασιτεχνική	amateur	ερασιτεχνικός	N;PL	ADJ;NOM;FEM;SG
helena	ελενα	helena	ελενας	N;MASC+FEM;SG	
helena	έλενα	helena	λένω	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
helena	ελένη	helena	ελένη	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
helena	έλεν	helena	έλεν	N;MASC+FEM;SG	
helena	helen	helena	helen	N;MASC+FEM;SG	
soortgelijke	παρόμοιο	soortgelijk	παρόμοιος	ADJ	N;NOM;NEUT;SG
soortgelijke	παρόμοια	soortgelijk	παρόμοιος	ADJ	ADV
prooi	θηράματα	prooi	θήραμα	N;MASC+FEM;SG	N;NOM;NEUT;PL
ellen	έλεν	el	έλεν	N;MASC+FEM;SG	
ellen	ellen	el	ellen	N;MASC+FEM;SG	
vertalingen	μετάφραση	vertaling	μετάφραση	N;PL	N;ACC;FEM;SG
vullen	πλήρωσης	vullen	πλήρωση	V;NFIN	N;GEN;FEM;SG
vullen	πλήρωση	vullen	πλήρωση	V;NFIN	N;ACC;FEM;SG
vullen	γέμιση	vullen	γέμιση	V;NFIN	N;NOM;FEM;SG
vullen	γέμισμα	vullen	γέμισμα	V;NFIN	N;NOM;NEUT;SG
jon	τζον	jon	τζο	PROPN;MASC+FEM;SG	
jon	γιον	jon	γιον	PROPN;MASC+FEM;SG	
ontbonden	διαλυμένο	ontbinden	διαλύω	V;V.PTCP	N;NOM;NEUT;SG
martínez	martinez	martínez	martinez	N;MASC+FEM;SG	
martínez	μαρτίνεζ	martínez	μαρτίνω	N;MASC+FEM;SG	
martínez	martínez	martínez	martínez	N;MASC+FEM;SG	
exclusief	αποκλειστικά	exclusief	αποκλειστικά	ADJ	ADV
exclusief	αποκλειστικότητα	exclusief	αποκλειστικότητα	ADJ	N;ACC;FEM;SG
hersenen	εγκέφαλος	hersene	εγκέφαλος	N;PL	N;NOM;MASC;SG
hersenen	εγκέφαλο	hersene	εγκέφαλος	N;PL	N;ACC;MASC;SG
hersenen	μυαλό	hersene	μυαλός	N;PL	N;NOM;NEUT;SG
hersenen	μυαλό	hersene	μυαλός	N;PL	N;NOM;NEUT;SG
macedonië	σκόπια	macedonië	σκόπιο	N;NEUT;SG	PROPN;NOM;NEUT;PL
macedonië	πγδμ	macedonië	πγδμ	N;NEUT;SG	
macedonië	μακεδονίας	macedonië	μακεδονία	N;NEUT;SG	PROPN;GEN;FEM;SG
macedonië	μακεδονία	macedonië	μακεδονία	N;NEUT;SG	PROPN;ACC;FEM;SG
turijn	τορίνο	turijn	τορίνο	N;NEUT;SG	PROPN;NOM;NEUT;SG
turijn	τορίνο	turijn	τορίνο	N;NEUT;SG	PROPN;NOM;NEUT;SG
onjuist	λανθασμένη	onjuist	λανθάζω	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
onjuist	λάθος	onjuist	λάθος	ADJ	N;NOM;NEUT;SG
onjuist	εσφαλμένη	onjuist	εσφάλμενος	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
onjuist	ανακριβείς	onjuist	ανακριβής	ADJ	N;NOM;FEM;PL
probeer	προσπάθησε	proberen	προσπαθώ	V;SG;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
probeer	δοκίμασε	proberen	δοκιμάζω	V;SG;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
probeer	δοκιμάστε	proberen	δοκιμάζω	V;SG;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
dean	ντιν	dean	ντιν	N;MASC+FEM;SG	
dean	ντην	dean	ντην	N;MASC+FEM;SG	
veronica	veronica	veronicaan	veronica	N;MASC+FEM;SG	
veronica	βερόνικα	veronicaan	βερόνικος	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
begrepen	κατανοητό	begrijpen	κατανοητός	V;V.PTCP	ADJ;NOM;NEUT;SG
level	level	level	level	N;NEUT;SG	
som	som	som	som	N;MASC+FEM;SG	
opgepakt	σπασμένο	oppakken	σπάζω	V;V.PTCP	ADJ;NOM;NEUT;SG
bezette	κατεχόμενα	bezetten	κατεχόμενος	V;SG;PST;FIN	ADV
austin	ώστιν	austin	ώστιν	N;NEUT;SG	
austin	όστιν	austin	όστιν	N;NEUT;SG	
galerie	gallery	galerie	gallery	N;MASC+FEM;SG	
bartsch	bartsch	bartsch	bartsch	N;MASC+FEM;SG	
paolo	πάολο	paolo	πάολος	N;MASC+FEM;SG	
joods	εβραία	joods	εβραία	ADJ	N;NOM;FEM;SG
frederick	φρέντερικ	frederick	φρέντερικ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
poes	κίτι	poes	κίτι	N;MASC+FEM;SG	
poes	κατ	poes	κατ	N;MASC+FEM;SG	ADP
poes	cat	poes	cat	N;MASC+FEM;SG	
medium	μεσαία	medium	μεσαίος	N;NEUT;SG	ADV
cockerell	κόκερελ	cockerell	κόκερελ	N;MASC+FEM;SG	V;PFV;IND;PL;2;PST;FIN;ACT
wal	σορ	wal	σορ	N;MASC+FEM;SG	
wal	ακτη	wal	ακτός	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
wal	wal	wal	wal	N;MASC+FEM;SG	
frits	frits	frits	frits	N;MASC+FEM;SG	
musicus	μουσικός	musicus	μουσικός	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
musicus	μουσικό	musicus	μουσικός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
architecten	αρχιτέκτονας	architect	αρχιτέκτονας	N;PL	N;NOM;MASC;SG
architecten	αρχιτέκτονα	architect	αρχιτέκτονας	N;PL	N;ACC;MASC;SG
catherine	κατρίν	catherine	κατρίν	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
catherine	catherine	catherine	catherine	N;MASC+FEM;SG	
catherine	κάθριν	catherine	κάθριν	N;MASC+FEM;SG	
catherine	κατερίνα	catherine	κατερίνα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
silver	ασημί	silver	ασημί	N;MASC+FEM;SG	N;NOM;NEUT;PL
silver	ασημένια	silver	ασημένιος	N;MASC+FEM;SG	ADV
silver	σίλβερ	silver	σίλβερ	N;MASC+FEM;SG	
silver	silver	silver	silver	N;MASC+FEM;SG	
beschermde	προστατεύεται	beschermen	προστατεύω	V;SG;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
beschermde	προστατευόμενων	beschermen	προστατεύω	V;SG;PST;FIN	ADJ;GEN;MASC;PL
stalen	χάλυβα	stalen	χάλυβα	V;V.PTCP	N
stalen	ατσάλι	stalen	ατσάλι	V;V.PTCP	N
stalen	χάλυβας	stalen	χάλυβα	V;V.PTCP	N;NOM;MASC;SG
stalen	δείγματα	stalen	δείγμα	V;V.PTCP	N;NOM;NEUT;PL
bereikbaar	προσβάσιμο	bereikbaar	προσβάσιμο	ADJ	N;NOM;NEUT;SG
bereikbaar	προσβάσιμο	bereikbaar	προσβάσιμο	ADJ	N;NOM;NEUT;SG
verschillend	διαφορετικά	verschillend	διαφορετικά	ADJ	ADV
extreme	ακραία	extreem	ακραίος	ADJ	ADV
scherpe	κοφτερό	scherp	κοφτερός	ADJ	N;NOM;NEUT;SG
scherpe	σαρπ	scherp	σαρπ	ADJ	N
kansas	κάνσας	kansas	κάνσας	N;NEUT;SG	PROPN;NOM;FEM;SG
gooien	πέτα	gooien	πέτα	V;NFIN	N
genk	genk	genk	genk	PROPN;NEUT;SG	
napels	νάπολη	napel	νάπολη	N;PL	PROPN;NOM;FEM;SG
napels	νάπολι	napel	νάπολι	N;PL	
vergroot	μεγέθυνση	vergroten	μεγέθυνση	V;V.PTCP	N;ACC;FEM;SG
casey	κέισι	casey	κέισι	N;MASC+FEM;SG	
bush	bush	bush	bush	N;MASC+FEM;SG	
bush	μπους	bush	μπου	N;MASC+FEM;SG	
expliciet	ρητά	expliciet	ρητά	ADJ	ADV
expliciet	ρητώς	expliciet	ρητώς	ADJ	ADV
orden	orden	orden	orden	N;PL	
ein	ein	ein	ein	N;MASC+FEM;SG	
helen	ελένη	helen	ελένη	V;NFIN	PROPN;NOM;FEM;SG
helen	ελενη	helen	ελενώ	V;NFIN	N;NOM;FEM;SG
helen	έλεν	helen	έλεν	V;NFIN	
helen	helen	helen	helen	V;NFIN	
sant	σαντ	sant	σαντ	N;MASC+FEM;SG	
garde	garde	gard	garde	N;MASC+FEM;SG	
franciscus	francis	franciscus	francis	N;MASC+FEM;SG	
franciscus	φράνσις	franciscus	φράνσις	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
strips	κόμικς	strip	κόμικός	N;PL	ADV
strips	κόμικ	strip	κόμικ	N;PL	N;NOM;NEUT;SG
libanon	λίβανος	libanon	λίβανος	N;NEUT;SG	PROPN;NOM;MASC;SG
libanon	λίβανο	libanon	λίβανο	N;NEUT;SG	PROPN;NOM;MASC;SG
samenvoegen	συγχώνευση	samenvoegen	συγχώνευση	V;NFIN	N;NOM;FEM;SG
samenvoegen	συγχώνευση	samenvoegen	συγχώνευση	V;NFIN	N;NOM;FEM;SG
engelsen	greek	engelsen	greek	N;PL	
engelsen	αγγλικα	engelsen	αγγλικός	N;PL	ADV
engelsen	αγγλική	engelsen	αγγλικός	N;PL	ADJ;NOM;FEM;SG
engelsen	αγγλικό	engelsen	αγγλικός	N;PL	ADJ;NOM;NEUT;SG
engelsen	αγγλικά	engelsen	αγγλικός	N;PL	ADV
uitzicht	view	uitzicht	view	N;NEUT;SG	
tirol	tirol	tirol	tirol	N;NEUT;SG	
secundaire	δευτερεύον	secundair	δευτερεύω	ADJ	N;NOM;NEUT;SG
consul	ύπατος	consul	ύπατος	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
meten	μέτρησης	meten	μέτρηση	V;NFIN	N;GEN;FEM;SG
meten	μέτρηση	meten	μέτρηση	V;NFIN	N;NOM;FEM;SG
meten	μέτρο	meten	μέτρο	V;NFIN	N;NOM;NEUT;SG
meten	μετρήσεις	meten	μέτρηση	V;NFIN	N;NOM;FEM;PL
meten	μέτρηση	meten	μέτρηση	V;NFIN	N;NOM;FEM;SG
leonard	λέοναρντ	leonard	λέοναρντ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
leonard	leonard	leonard	leonard	N;MASC+FEM;SG	
toelichting	νότες	toelichting	νότος	N;MASC+FEM;SG	N;NOM;FEM;PL
toelichting	σημειώσεις	toelichting	σημείωση	N;MASC+FEM;SG	N;NOM;FEM;PL
professional	επαγγελματικό	professional	επαγγελματικός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
professional	επαγγελματική	professional	επαγγελματικός	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
professional	επαγγελματικά	professional	επαγγελματικά	N;MASC+FEM;SG	ADV
opeenvolgende	συνεχόμενες	opeenvolgend	συνεχόμενος	V;V.PTCP	ADJ;NOM;FEM;PL
opeenvolgende	διαδοχικά	opeenvolgend	διαδοχικά	V;V.PTCP	ADV
opeenvolgende	διαδοχικές	opeenvolgend	διαδοχικός	V;V.PTCP	ADJ;NOM;FEM;PL
opeenvolgende	διαδοχικά	opeenvolgend	διαδοχικά	V;V.PTCP	ADV
parken	παρκς	park	παρκς	N;PL	
verbod	μπαν	verbod	μπαν	N;NEUT;SG	
avenue	avenue	avenue	avenue	N;MASC+FEM;SG	
tsaar	τσάρου	tsaar	τσάρος	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
mont	mont	mont	mont	N;MASC+FEM;SG	
latijns	λατινικά	latijn	λατινικός	ADJ	ADV
fenomeen	φαινόμενα	fenomeen	φαινόμενο	N;NEUT;SG	N;NOM;NEUT;PL
fenomeen	φαινομένων	fenomeen	φαινόμενο	N;NEUT;SG	N;GEN;NEUT;PL
blake	μπλέηκ	blaak	μπλέηκ	N;MASC+FEM;SG	
blake	blake	blaak	blake	N;MASC+FEM;SG	
blake	μπλέικ	blaak	μπλέικ	N;MASC+FEM;SG	
erwin	έρβιν	erwin	έρβιν	N;MASC+FEM;SG	
leefden	έζησα	leven	έζησα	V;PL;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
leefden	έζησε	leven	φήνω	V;PL;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
leefden	ζούσε	leven	ζωύνω	V;PL;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
revolutionaire	επαναστάτης	revolutionair	επαναστάτης	ADJ	N;NOM;MASC;SG
roos	ρόδο	roos	ρόδος	N;MASC+FEM;SG	PROPN;ACC;FEM;SG
roos	ρόουζ	roos	ρόουζ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
roos	rose	roos	rose	N;MASC+FEM;SG	
kenmerkend	χαρακτηριστική	kenmerken	χαρακτηριστικός	V;V.PTCP	ADJ;NOM;FEM;SG
kenmerkend	χαρακτηριστικό	kenmerken	χαρακτηριστικός	V;V.PTCP	N;NOM;NEUT;SG
pacific	ειρηνικός	pacific	ειρηνικός	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
pacific	ειρηνικού	pacific	ειρηνικός	N;MASC+FEM;SG	ADJ;GEN;NEUT;SG
pacific	πασίφικ	pacific	πασίφικ	N;MASC+FEM;SG	
pacific	ειρηνικό	pacific	ειρηνικός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
auguste	ογκίστ	august	ογκίστ	N;MASC+FEM;SG	
geschonken	δωρεά	schenken	δωραός	V;V.PTCP	N;NOM;FEM;SG
behandelen	κέρασμα	behandelen	κέρασμα	V;NFIN	N;NOM;NEUT;SG
behandelen	θεραπεία	behandelen	θεραπείο	V;NFIN	N;NOM;FEM;SG
snelweg	λεωφόρους	snelweg	λεωφόρος	N;MASC+FEM;SG	N;NOM;FEM;PL
magic	μαγική	magic	μαγικός	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
magic	μαγικά	magic	μαγικά	N;MASC+FEM;SG	ADV
magic	μαγικό	magic	μαγικός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
apple	apple	apple	apple	N;MASC+FEM;SG	
maleisië	μαλαισίας	maleisië	μαλαισία	N;MASC+FEM;SG	PROPN;GEN;FEM;SG
maleisië	μαλαισία	maleisië	μαλαισία	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
uruguay	ουρουγουάης	uruguay	ουρουγουάος	PROPN;NEUT;SG	N;GEN;FEM;SG
uruguay	ουρουγουάη	uruguay	ουρουγουάος	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
franklin	φράνκλιν	franklin	φράνκλιν	N;MASC+FEM;SG	
ronden	γύρους	ronden	γύρος	V;NFIN	N;ACC;MASC;PL
ronden	γύροι	ronden	γύρος	V;NFIN	N;NOM;MASC;PL
ronden	γύρους	ronden	γύρος	V;NFIN	N;ACC;MASC;PL
ronden	γύροι	ronden	γύρος	V;NFIN	N;NOM;MASC;PL
broadway	μπρόντγουεϊ	broadway	μπρόντγουεϊ	N;NEUT;SG	
edgar	έντγκαρ	edgar	έντγκαρ	N;MASC+FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
bevorderen	προώθηση	bevorderen	προώθηση	V;NFIN	N;ACC;FEM;SG
ruime	ευρύχωρο	ruim	ευρύχωρος	ADJ	N;NOM;NEUT;SG
ruime	ευρύχωρα	ruim	ευρύχωρα	ADJ	N;NOM;NEUT;PL
empire	empire	empire	empire	N;MASC+FEM;SG	
susan	σούζαν	susan	σούζαν	N;MASC+FEM;SG	
susan	susan	susan	susan	N;MASC+FEM;SG	
rafael	ραφαέλ	rafael	ραφαέλ	N;MASC+FEM;SG	
blind	τυφλά	blind	τυφλά	ADJ	ADV
powell	πάουελ	powell	πάουελ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
protest	διαδηλώσεις	protest	διαδήλωση	N;NEUT;SG	N;NOM;FEM;PL
protest	διαμαρτυρίες	protest	διαμαρτυρία	N;NEUT;SG	N;NOM;FEM;PL
computers	κομπιούτερ	computer	κομπιούτερ	N;PL	N;NOM;NEUT;SG
broek	παντελόνια	broek	παντελόνιος	N;MASC+FEM;SG	N;NOM;NEUT;PL
broek	παντελόνια	broek	παντελόνιος	N;MASC+FEM;SG	N;NOM;NEUT;PL
sporting	αθλητικές	sporting	αθλητικός	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
sporting	αθλητικό	sporting	αθλητικό	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
attractie	αξιοθέατο	attractie	αξιοθέατος	N;MASC+FEM;SG	N;NOM;NEUT;PL
greg	γκρεγκ	greg	γκρεγκ	N;MASC+FEM;SG	
greg	greg	greg	greg	N;MASC+FEM;SG	
vak	box	vak	box	N;NEUT;SG	
vak	κουτι	vak	κουτι	N;NEUT;SG	
hagen	χάγκεν	haag	χάγκεν	V;NFIN	PROPN;NOM;MASC;SG
overleven	επιβίωση	overleven	επιβίωση	V;NFIN	N;ACC;FEM;SG
overleven	επιβίωση	overleven	επιβίωση	V;NFIN	N;ACC;FEM;SG
musici	μουσικοί	musicus	μουσικός	N;PL	ADJ;NOM;MASC;PL
musici	μουσικούς	musicus	μουσικός	N;PL	ADJ;ACC;MASC;PL
nad	nad	nad	nad	N;MASC+FEM;SG	
gustav	γκούσταβ	gustav	γκούσταβ	N;MASC+FEM;SG	
stevens	στήβενς	stevens	στήβην	N;PL	N;NOM;FEM;SG
stevens	stevens	stevens	stevens	N;PL	
betrouwbare	αξιόπιστα	betrouwbaar	αξιόπιστα	ADJ	ADV
betrouwbare	αξιόπιστος	betrouwbaar	αξιόπιστος	ADJ	N;NOM;MASC;SG
shanghai	σαγκάη	shanghai	σαγκάλ	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
constantijn	κόνσταντιν	constantijn	κόνσταντιν	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PST;FIN;PASS
constantijn	κωνσταντίνος	constantijn	κωνσταντίνος	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
halle	halle	halle	halle	N;MASC+FEM;SG	
drinken	ποτό	drinken	ποτό	V;NFIN	N;NOM;NEUT;SG
drinken	ποτό	drinken	ποτό	V;NFIN	N;NOM;NEUT;SG
progressieve	προοδευτικά	progressief	προοδευτικά	ADJ	ADV
metaal	μεταλλικό	metaal	μεταλλικός	N;NEUT;SG	ADJ;NOM;NEUT;SG
metaal	μέταλλα	metaal	μέταλλος	N;NEUT;SG	N;NOM;NEUT;PL
metaal	metal	metaal	metal	N;NEUT;SG	
metaal	μεταλλικά	metaal	μεταλλικά	N;NEUT;SG	ADJ;NOM;NEUT;PL
constantinopel	κωνσταντινούπολη	constantinopel	κωνσταντινούπολη	N;MASC+FEM;SG	PROPN;ACC;FEM;SG
afwezigheid	απουσίες	afwezigheid	απουσία	N;MASC+FEM;SG	N;NOM;FEM;PL
aleksandr	αλεξάντρ	aleksandr	αλεξάντρ	N;MASC+FEM;SG	
aleksandr	αλεξάντερ	aleksandr	αλεξάντερ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
aleksandr	αλέξανδρε	aleksandr	αλεξάνω	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PST;FIN;ACT
aleksandr	αλέξανδρος	aleksandr	αλέξανδρος	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
getuigen	καταθέσει	getuige	καταθέτω	N;PL	V;PFV;NFIN;ACT
getuigen	μάρτυς	getuige	μάρτυς	N;PL	N;NOM;MASC;SG
getuigen	μάρτυρας	getuige	μάρτυρας	N;PL	N;NOM;MASC;SG
getuigen	μάρτυρα	getuige	μάρτυρα	N;PL	N;ACC;MASC;SG
beatrix	μπεατρίς	beatrix	μπεατρίς	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
beatrix	beatrix	beatrix	beatrix	N;MASC+FEM;SG	
letland	λεττονία	letland	λεττονία	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
letland	λετονία	letland	λετονία	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
letland	λετονίας	letland	λετονία	PROPN;NEUT;SG	PROPN;GEN;FEM;SG
voorzijde	μπροστά	voorzijde	μπροστά	N;MASC+FEM;SG	ADV
verzamelde	συλλέγεται	verzamelen	συλλέγω	V;SG;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
verzamelde	συλλέχθηκαν	verzamelen	συλλέγω	V;SG;PST;FIN	V;PFV;IND;PL;3;PST;FIN;PASS
verzamelde	συλλέγονται	verzamelen	συλλέγω	V;SG;PST;FIN	V;IPFV;IND;PL;3;PRS;FIN;PASS
verzamelde	συγκεντρώθηκαν	verzamelen	συγκεντρώνω	V;SG;PST;FIN	V;PFV;IND;PL;3;PST;FIN;PASS
server	server	server	server	N;MASC+FEM;SG	
schilderkunst	ζωγραφική	schilderkunst	ζωγραφικός	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
isaac	άιζακ	isaac	άιζακ	N;MASC+FEM;SG	
maximum	μέγιστος	maximum	μέγιστος	N;NEUT;SG	ADJ;NOM;MASC;SG
effectief	αποτελεσματικά	effectief	αποτελεσματικά	ADJ	ADV
boeing	boeing	boeing	boeing	N;MASC+FEM;SG	
aus	aus	aus	aus	N;MASC+FEM;SG	
boog	μπουγκ	boog	μπουγκ	N;MASC+FEM;SG	
ardennen	αρδεννών	arden	αρδεννή	N;PL	PROPN;GEN;MASC;PL
brandstof	καυσίμων	brandstof	καύσιμος	N;MASC+FEM;SG	N;GEN;NEUT;PL
brandstof	καύσιμα	brandstof	καύσιμα	N;MASC+FEM;SG	N;NOM;NEUT;PL
brandstof	καύσιμα	brandstof	καύσιμα	N;MASC+FEM;SG	N;NOM;NEUT;PL
keel	καρίνα	keel	καρίνας	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
zur	zur	zur	zur	N;MASC+FEM;SG	
zwakke	αδύναμος	zwak	αδύναμος	ADJ	N;NOM;MASC;SG
alcohol	αλκοόλ	alcohol	αλκοόλ	N;MASC+FEM;SG	
sevilla	sevilla	sevilla	sevilla	N;MASC+FEM;SG	
sevilla	σεβίλλη	sevilla	σεβίλλη	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
glazen	γυάλινο	glas	γυάλινος	N;PL	N;NOM;NEUT;SG
glazen	γυάλινη	glas	γυάλινος	N;PL	N;NOM;FEM;SG
glazen	ποτήρι	glas	ποτήρι	N;PL	N;NOM;NEUT;SG
glazen	γυαλί	glas	γυαλί	N;PL	N;NOM;NEUT;SG
kwart	quarter	kwart	quarter	N;NEUT;SG	
tellen	καταμέτρηση	tellen	καταμέτρηση	V;NFIN	N;ACC;FEM;SG
tellen	κόμης	tellen	κόμη	V;NFIN	N;NOM;MASC;SG
tellen	κόμη	tellen	κόμη	V;NFIN	N;ACC;MASC;SG
tellen	μέτρημα	tellen	μέτρημα	V;NFIN	N;NOM;NEUT;SG
forster	φόρστερ	forster	φόρστερ	N;MASC+FEM;SG	
plecoptera	πλεκόπτερα	plecoptera	πλεκόπ	N;MASC+FEM;SG	ADV
warme	ζεστό	warm	ζεστός	ADJ	N;NOM;NEUT;SG
warme	ζεστά	warm	ζεστά	ADJ	ADV
side	πλευρα	side	πλευρα		N;ACC;FEM;SG
side	πλευρά	side	πλευρά		N;ACC;FEM;SG
side	side	side	side		
tsjechisch	τσεχική	tsjechisch	τσεχικός	ADJ	PROPN;NOM;FEM;SG
jay	τζέι	jay	τζέι	N;MASC+FEM;SG	
jay	jay	jay	jay	N;MASC+FEM;SG	
burger	burger	burger	burger	N;MASC+FEM;SG	
burger	μπέργκερ	burger	μπέργκερ	N;MASC+FEM;SG	
wateren	γουότερς	wateren	γουότερ	N;PL	ADJ;NOM;CMPR;MASC;SG
schilderen	βαφή	schilderen	βαφής	V;NFIN	N;NOM;FEM;SG
schilderen	μπογιά	schilderen	μπογιά	V;NFIN	N;NOM;FEM;SG
schilderen	ζωγραφική	schilderen	ζωγραφικός	V;NFIN	ADJ;NOM;FEM;SG
schilderen	πίνακας	schilderen	πίνακα	V;NFIN	N;NOM;MASC;SG
schilderen	πίνακα	schilderen	πίνακα	V;NFIN	N;ACC;MASC;SG
toronto	τορόντο	toronto	τορόν	N;NEUT;SG	PROPN;NOM;FEM;SG
beperken	όριο	beperken	όριο	V;NFIN	N;NOM;NEUT;SG
beperken	όρια	beperken	όριο	V;NFIN	N;NOM;NEUT;PL
vluchtelingen	πρόσφυγας	vluchteling	πρόσφυγας	N;PL	N;NOM;MASC;SG
vluchtelingen	πρόσφυγα	vluchteling	πρόσφυγα	N;PL	N;ACC;MASC;SG
dei	dei	dei	dei	N;MASC+FEM;SG	
zoogdier	θηλαστικό	zoogdier	θηλαστικός	N;NEUT;SG	ADJ;NOM;NEUT;SG
vrees	φόβος	vrezen	φόβος	V;SG;PRS;FIN	N;NOM;MASC;SG
vrees	φόβο	vrezen	φόβος	V;SG;PRS;FIN	N;ACC;MASC;SG
vrees	φόβοι	vrezen	φόβος	V;SG;PRS;FIN	N;NOM;MASC;PL
vrees	φοβίες	vrezen	φοβία	V;SG;PRS;FIN	N;NOM;FEM;PL
vrees	φόβους	vrezen	φόβος	V;SG;PRS;FIN	N;ACC;MASC;PL
linkse	αριστερά	links	αριστερά	ADJ	ADV
linkse	αριστερό	links	αριστερός	ADJ	N;NOM;NEUT;SG
linkse	αριστερα	links	αριστέρα	ADJ	ADV
colorado	κολοράντο	colorado	κολοράντος	N;NEUT;SG	PROPN;NOM;FEM;SG
regen	ρέιν	regen	ρέιν	N;MASC+FEM;SG	
regen	βροχές	regen	βροχή	N;MASC+FEM;SG	N;NOM;FEM;PL
mecklenburg	mecklenburg	mecklenburg	mecklenburg	N;MASC+FEM;SG	
gewonden	τραυματισμένος	gewond	τραυματισμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
gewonden	τραυματίες	gewond	τραυματίας	ADJ	N;NOM;MASC;PL
gewonden	τραυματίστηκε	gewond	τραυματίζω	ADJ	V;PFV;IND;SG;3;PST;FIN;PASS
gewonden	τραυματίας	gewond	τραυματίας	ADJ	N;NOM;FEM;SG
gewonden	πληγωμένος	gewond	πληγωμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
gewonden	πληγωμένος	gewond	πληγωμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
gewonden	τραυματίες	gewond	τραυματίας	ADJ	N;NOM;MASC;PL
gewonden	πληγωμένη	gewond	πληγώνω	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
gewonden	τραυματίας	gewond	τραυματίας	ADJ	N;NOM;FEM;SG
gewonden	τραυματισμένος	gewond	τραυματισμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
gewonden	απώλειες	gewond	απώλεια	ADJ	N;NOM;FEM;PL
gewonden	τραυματισμούς	gewond	τραυματισμός	ADJ	N;ACC;MASC;PL
gewonden	κακώσεις	gewond	κάκωση	ADJ	N;NOM;FEM;PL
gewonden	τραυματισμοί	gewond	τραυματισμός	ADJ	N;NOM;MASC;PL
gewonden	τραύματα	gewond	τραύμα	ADJ	N;NOM;NEUT;PL
elektrisch	ηλεκτρικά	elektrisch	ηλεκτρικά	ADJ	ADV
elektrisch	ηλεκτρικά	elektrisch	ηλεκτρικά	ADJ	ADV
tevreden	ευχαριστημένη	tevreden	ευχαριστώ	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
tevreden	ευχαριστημένος	tevreden	ευχαριστημένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
