של	shel	של	shel	PART;GEN	PROPN
אקראי	random	אקראי	random	ADJ;MASC;SG	PROPN
אקראי	hasard	אקראי	hasard	ADJ;MASC;SG	N;MASC;SG
אקראי	aléatoires	אקראי	aléatoire	ADJ;MASC;SG	ADJ;MASC;PL
קלאסי	classe	קלאסי	classe	ADJ;MASC;SG	N;FEM;SG
קלאסי	classiques	קלאסי	classique	ADJ;MASC;SG	ADJ;MASC;PL
קלאסי	classic	קלאסי	classic	ADJ;MASC;SG	N;MASC;SG
קלאסי	classiques	קלאסי	classique	ADJ;MASC;SG	ADJ;MASC;PL
התאבדות	suicides	התאבדות	suicide	N;FEM;SG	N;MASC;PL
התאבדות	suicidaires	התאבדות	suicidaire	N;FEM;SG	ADJ;MASC;PL
התאבדות	suicidaire	התאבדות	suicidaire	N;FEM;SG	ADJ;MASC;SG
מדויקת	précises	מדויק	précis	ADJ;FEM;SG	ADJ;FEM;PL
מדויקת	précises	מדויק	précis	ADJ;FEM;SG	ADJ;FEM;PL
דיו	encres	דיו	encre	N;MASC;SG	N;FEM;PL
נלסון	nelson	נלסון	nelson	PROPN	PROPN
שירו	chantons	שירו	chanter		V;IMP;PL;1;PRS;FIN
שירו	chanter	שירו	chanter		V;NFIN
שירו	chante	שירו	chanter		V;IND;SG;3;PRS;FIN
שירו	shiro	שירו	shiro		PROPN
מחשבה	réfléchi	מחשבה	réfléchir	N;FEM;SG	V;MASC;SG;PST;V.PTCP
מחשבה	pensais	מחשבה	penser	N;FEM;SG	V;IND;SG;1;IPFV;FIN
מחשבה	pensé	מחשבה	pensé	N;FEM;SG	V;MASC;SG;PST;V.PTCP
נרחבת	extensive	נרחב	extensif	V;FEM;SG;V.PTCP;MID	ADJ;FEM;SG
ברח	échappée	ברח	échappée		V;FEM;SG;PST;V.PTCP
ברח	échappé	ברח	échapper		V;MASC;SG;PST;V.PTCP
ברח	évadé	ברח	évader		V;MASC;SG;PST;V.PTCP
ברח	échappés	ברח	échappé		V;MASC;PL;PST;V.PTCP
אודי	audie	אודי	audie	PROPN	N;MASC;SG
אודי	udi	אודי	udi	PROPN	PROPN
אודי	odie	אודי	odie	PROPN	N;MASC;SG
מכשירים	périphériques	הכשיר	périphérique	N;MASC;PL	ADJ;MASC;PL
רז	raz	רז	raz	PROPN	N;MASC;SG
מועמדות	appliquée	הועמד	appliquer		V;FEM;SG;PST;V.PTCP
מועמדות	appliqués	הועמד	appliquer		V;MASC;PL;PST;V.PTCP
מועמדות	appliqué	הועמד	appliquer		V;MASC;SG;PST;V.PTCP
מועמדות	candidature	הועמד	candidature		N;FEM;SG
מועמדות	candidats	הועמד	candidat		N;MASC;PL
מועמדות	nominée	הועמד	nominer		V;FEM;SG;PST;V.PTCP
מועמדות	nominé	הועמד	nominer		V;MASC;SG;PST;V.PTCP
מועמדות	désignés	הועמד	désigner		V;MASC;PL;PST;V.PTCP
שביל	sentier	שביל	sentier		N;MASC;SG
שביל	chemin	שביל	chemin		N;MASC;SG
שביל	sillon	שביל	sillon		N;MASC;SG
שביל	bill	שביל	bill		PROPN
שביל	facture	שביל	facture		N;FEM;SG
שביל	facturer	שביל	facturer		V;NFIN
המטופל	patiente	המטופל	patient	PROPN	ADJ;FEM;SG
המטופל	patients	המטופל	patient	PROPN	N;MASC;PL
המטופל	patient	המטופל	patient	PROPN	N;MASC;SG
אוניברסיטה	universitaire	אוניברסיטה	universitaire	N;FEM;SG	ADJ;MASC;SG
סבסטיאן	sebastian	סבסטיאן	sebastian	PROPN	PROPN
סבסטיאן	sébastien	סבסטיאן	sébastien	PROPN	N;MASC;SG
סבסטיאן	sebastien	סבסטיאן	sebastien	PROPN	N;MASC;SG
אלקטרונית	électroniques	אלקטרוני	électronique	ADV	ADJ;MASC;PL
אלקטרונית	electronique	אלקטרוני	electronique	ADV	ADJ;MASC;SG
אלקטרונית	électronique	אלקטרוני	électronique	ADV	ADJ;MASC;SG
לאן	oú	לאן	oú	ADV	CONJ
לאן	où	לאן	où	ADV	PRO
אגדה	légendes	אגדה	légende	N;FEM;SG	N;FEM;PL
ברובו	principalement	ברובו	principalement		ADV
ברובו	essentiellement	ברובו	essentiellement		ADV
ברובו	surtout	ברובו	surtout		ADV
פרטיות	intimité	פרטי	intimité	ADJ;FEM;PL	N;FEM;SG
פרטיות	confidentialité	פרטי	confidentialité	ADJ;FEM;PL	N;FEM;SG
בוטלה	annulés	בוטל	annuler	V;FEM;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
בוטלה	annulés	בוטל	annuler	V;FEM;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
נחמד	nice	נחמד	nice	ADJ;MASC;SG	PROPN
פרנקפורט	frankfurt	פרנקפורט	frankfurt	PROPN	PROPN
פרנקפורט	francfort	פרנקפורט	francfort	PROPN	PROPN
פרנקפורט	frankfort	פרנקפורט	frankfort	PROPN	PROPN
מרובה	multiples	מרובה	multiple	ADJ;FEM;SG	ADJ;MASC;PL
מרובה	plusieurs	מרובה	plusieurs	ADJ;FEM;SG	PRO;PL
נוכח	actuel	נוכח	actuel		ADJ;MASC;SG
נוכח	présent	נוכח	présent		ADJ;MASC;SG
נוכח	présents	נוכח	présent		ADJ;MASC;PL
נוכח	présente	נוכח	présent		ADJ;FEM;SG
נוכח	présenter	נוכח	présenter		V;NFIN
חלוץ	pionniers	חלוץ	pionnier	N;MASC;SG	N;MASC;PL
חלוץ	pionnière	חלוץ	pionnier	N;MASC;SG	ADJ;FEM;SG
האמנה	covenant	האמנה	covenoir	N;FEM;SG	V;PRS;V.PTCP
הקליט	enregistrées	הקליט	enregistrer	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
הקליט	enregistrés	הקליט	enregistrer	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
קולונל	colonel	קולונל	colonel	PROPN	N;MASC;SG
תווית	libellé	תווית	libellé	N;FEM;SG	V;MASC;SG;PST;V.PTCP
תווית	étiquettes	תווית	étiquette	N;FEM;SG	N;FEM;PL
יודעת	sais	ידע	savoir	V;FEM;SG;V.PTCP;ACT	INTJ
יודעת	sachez	ידע	savoir	V;FEM;SG;V.PTCP;ACT	V;IMP;PL;2;PRS;FIN
יבנה	bâtir	יבנה	bâtir	PROPN	V;NFIN
יבנה	construire	יבנה	construire	PROPN	V;NFIN
נשמר	sauvés	נשמר	sauver	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נשמר	enregistrés	נשמר	enregistrer	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
חריף	piquant	חריף	piquer	N;MASC;SG	V;PRS;V.PTCP
חריף	épicée	חריף	épicé	N;MASC;SG	V;FEM;SG;PST;V.PTCP
חריף	épicé	חריף	épicer	N;MASC;SG	V;MASC;SG;PST;V.PTCP
חריף	piquante	חריף	piquant	N;MASC;SG	ADJ;FEM;SG
כתבים	écrits	כתב	écrit	N;MASC;PL	V;MASC;PL;PST;V.PTCP
כתבים	reporters	כתב	reporter	N;MASC;PL	N;MASC;SG
סטון	stone	סטון	stone	PROPN	PROPN
סטון	pierre	סטון	pierre	PROPN	N;FEM;SG
סטון	pierres	סטון	pierre	PROPN	N;FEM;PL
קץ	end	קץ	end		N;MASC;SG
קץ	fin	קץ	fin		N;FEM;SG
דוב	dov	דוב	dov	PROPN	PROPN
דוב	ours	דוב	ours	PROPN	N;MASC;SG
דוב	bear	דוב	bear	PROPN	PROPN
טכני	technique	טכני	technique	N;MASC;SG	ADJ;MASC;SG
טכני	techniques	טכני	technique	N;MASC;SG	ADJ;MASC;PL
יומן	revue	יומן	revue	PROPN	N;FEM;SG
יומן	journal	יומן	journal	PROPN	N;MASC;SG
יומן	journal	יומן	journal	PROPN	N;MASC;SG
יומן	agenda	יומן	agenda	PROPN	N;MASC;SG
יומן	bûche	יומן	bûche	PROPN	N;FEM;SG
יציאה	quitter	יציאה	quitter	N;FEM;SG	V;NFIN
יציאה	sortir	יציאה	sortir	N;FEM;SG	V;NFIN
יציאה	sortie	יציאה	sortir	N;FEM;SG	V;FEM;SG;PST;V.PTCP
ביי	bye	בייא	bye	PROPN	
האסלאמית	islamiste	האסלאמית	islamiste	PROPN	ADJ;MASC;SG
האסלאמית	musulman	האסלאמית	musulman	PROPN	ADJ;MASC;SG
האסלאמית	islamique	האסלאמית	islamique	PROPN	ADJ;MASC;SG
מחייב	contraignant	חייב	contraindre	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
מחייב	reliure	חייב	reliure	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
האן	hahn	האן	hahn	PROPN	PROPN
האן	han	האן	han	PROPN	PROPN
מיס	mademoiselle	מיס	Monsieur		ADJ;FEM;SG
מיס	miss	מיס	miss		N;FEM;SG
מיס	melle	מיס	melle		N;FEM;SG
מיס	mlle	מיס	mlle		N;FEM;SG
גיר	craie	גיר	craie		N;FEM;SG
ויין	wayne	ויין	wayne	PROPN	PROPN
אחרונה	derniers	אחרון	dernier	ADJ;FEM;SG	ADJ;MASC;PL
אחרונה	dernières	אחרון	dernier	ADJ;FEM;SG	ADJ;FEM;PL
ספיר	saphirs	ספיר	saphir	PROPN	N;MASC;PL
ספיר	sapir	ספיר	sapir	PROPN	PROPN
ספיר	saphir	ספיר	saphir	PROPN	N;MASC;SG
שון	shawn	שון	shawn	PROPN	PROPN
שון	sean	שון	sean	PROPN	PROPN
עלים	feuillage	על	feuillage	N;MASC;PL	N;MASC;SG
צדקה	charitable	צדקה	charitable	N;FEM;SG	ADJ;MASC;SG
צדקה	charitables	צדקה	charitable	N;FEM;SG	ADJ;MASC;PL
לוב	libye	לוב	libye	PROPN	N;FEM;SG
פולני	polonaise	פולני	polonais	PROPN	ADJ;FEM;SG
פולני	polonaises	פולני	polonais	PROPN	ADJ;FEM;PL
פולני	polonais	פולני	polonais	PROPN	ADJ;MASC;SG
ציורי	graphiques	ציורי	graphique	N;PSSD;MASC;PL	ADJ;MASC;PL
ציורי	graphique	ציורי	graphique	N;PSSD;MASC;PL	ADJ;MASC;SG
ציורי	pittoresque	ציורי	pittoresque	N;PSSD;MASC;PL	ADJ;MASC;SG
ציורי	pittoresques	ציורי	pittoresque	N;PSSD;MASC;PL	ADJ;MASC;PL
רונן	ronan	רונן	ronan	PROPN	PROPN
רונן	ronen	רונן	ronen	PROPN	PROPN
מייל	mile	מייל	mile	PROPN	N;MASC;SG
הארד	bronze	ה"הארד	bronze	PROPN	N;MASC;SG
מוגן	protégées	מוגן	protéger	ADJ;MASC;SG	V;FEM;PL;PST;V.PTCP
מוגן	protégés	מוגן	protéger	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
מוגן	protégée	מוגן	protéger	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
מוגן	protégé	מוגן	protéger	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
סאו	são	סאה	são	PROPN	PROPN
סאו	sao	סאה	sao	PROPN	PROPN
אימונים	formation	אימון	formation	N;MASC;PL	N;FEM;SG
אימונים	entraînement	אימון	entraînement	N;MASC;PL	N;MASC;SG
מחדל	défaut	מחדל	défaut		N;MASC;SG
טניס	tennis	טניס	tennis	PROPN	N;MASC;SG
שקט	silencieuse	שקט	silencieux	N;MASC;SG	ADJ;FEM;SG
שקט	tranquille	שקט	tranquille	N;MASC;SG	ADJ;MASC;SG
שקט	calme	שקט	calme	N;MASC;SG	ADJ;MASC;SG
שקט	silencieux	שקט	silencieux	N;MASC;SG	ADJ;MASC;SG
שקט	silences	שקט	silence	N;MASC;SG	N;MASC;PL
ברוקס	ruisseaux	ברוקס	ruisseau	PROPN	N;MASC;PL
ברוקס	brooks	ברוקס	brook	PROPN	PROPN
חוצה	croisement	חוצה	croisement	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
חוצה	franchissement	חוצה	franchissement	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
חוצה	traverse	חוצה	traverser	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
וורנר	werner	וורנר	werner	PROPN	PROPN
וורנר	avertisseur	וורנר	avertisseur	PROPN	N;MASC;SG
וורנר	warner	וורנר	warner	PROPN	PROPN
מתקבל	acceptables	התקבל	acceptable	V;MASC;SG;V.PTCP	ADJ;MASC;PL
מתקבל	acceptable	התקבל	acceptable	V;MASC;SG;V.PTCP	ADJ;MASC;SG
שלמות	perfection	שלמות	perfection		N;FEM;SG
קולה	coke	קולה	coke		N;MASC;SG
קולה	cocaïne	קולה	cocaïne		N;FEM;SG
קולה	coca	קולה	coca		N;MASC;SG
קולה	cola	קולה	cola		N;MASC;SG
הקלה	soulagés	הקלה	soulager	N;FEM;SG	V;MASC;PL;PST;V.PTCP
הקלה	soulagée	הקלה	soulager	N;FEM;SG	V;FEM;SG;PST;V.PTCP
הקלה	soulagé	הקלה	soulager	N;FEM;SG	V;MASC;SG;PST;V.PTCP
הקלה	soulagé	הקלה	soulager	N;FEM;SG	V;MASC;SG;PST;V.PTCP
גני	jardins	גני	jardin	PROPN	N;MASC;PL
מילאן	milan	מילאן	milan	PROPN	PROPN
התביעה	accusation	התביע	accusation	PROPN	N;FEM;SG
התביעה	poursuites	התביע	poursuite	PROPN	N;FEM;PL
התביעה	poursuite	התביע	poursuite	PROPN	N;FEM;SG
דייגו	diego	דייגו	diego	PROPN	PROPN
עצום	énormes	עצום	énorme	ADJ;MASC;SG	ADJ;MASC;PL
עצום	immenses	עצום	immense	ADJ;MASC;SG	ADJ;MASC;PL
עצום	vastes	עצום	vaste	ADJ;MASC;SG	ADJ;MASC;PL
קיצוני	extrémiste	קיצוני	extrémiste	N;MASC;SG	ADJ;MASC;SG
קיצוני	extrémistes	קיצוני	extrémiste	N;MASC;SG	N;MASC;PL
קיצוני	radical	קיצוני	radical	N;MASC;SG	ADJ;MASC;SG
קיצוני	radicaux	קיצוני	radical	N;MASC;SG	ADJ;MASC;PL
קיצוני	radicale	קיצוני	radical	N;MASC;SG	ADJ;FEM;SG
קיצוני	extrême	קיצוני	extrême	N;MASC;SG	ADJ;MASC;SG
קיצוני	extrêmes	קיצוני	extrême	N;MASC;SG	ADJ;MASC;PL
בהנחה	supposer	בהנחה	supposer		V;NFIN
בהנחה	supposant	בהנחה	supposer		V;PRS;V.PTCP
סכסוך	conflits	סכסוך	conflit	N;MASC;SG	N;MASC;PL
בלום	blum	בלום	blum	PROPN	PROPN
בלום	fleurir	בלום	fleurir	PROPN	V;NFIN
בלום	floraison	בלום	floraison	PROPN	N;FEM;SG
בלום	bloom	בלום	bloom	PROPN	PROPN
שאן	shan	שאן	shan	PROPN	PROPN
עשירה	riches	עשיר	riche	ADJ;FEM;SG	ADJ;MASC;PL
עשירה	rich	עשיר	rich	ADJ;FEM;SG	PROPN
מחברת	carnet	חיבר	carnet	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
מחברת	cahier	חיבר	cahier	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
מבצעי	opérationnel	מבצעי	opérationnel	ADJ;MASC;PL	ADJ;MASC;SG
מבצעי	opérationnelle	מבצעי	opérationnel	ADJ;MASC;PL	ADJ;FEM;SG
רוחות	spiritueux	רוח	spiritueux	N;FEM;PL	ADJ;MASC;SG
רודולף	rodolphe	רודולף	rodolphe	PROPN	N;MASC;SG
רודולף	rudolph	רודולף	rudolph	PROPN	PROPN
רודולף	rodolphe	רודולף	rodolphe	PROPN	N;MASC;SG
רודולף	rudolf	רודולף	rudolf	PROPN	PROPN
בטון	concret	בטון	concret	PROPN	ADJ;MASC;SG
בטון	concrètes	בטון	concret	PROPN	ADJ;FEM;PL
בטון	béton	בטון	béton	PROPN	N;MASC;SG
הבעלים	propriétaire	הבעל	propriétaire	N;MASC;PL	N;MASC;SG
גרנט	subvention	גרנט	subvention	PROPN	N;FEM;SG
גרנט	grant	גרנט	grant	PROPN	PROPN
ענת	anat	ענת	anat	PROPN	PROPN
תשתית	infrastructures	תשתית	infrastructure	N;FEM;SG	N;FEM;PL
הקיר	paroi	הקיר	paroi	PROPN	N;FEM;SG
הקיר	muraille	הקיר	muraille	PROPN	N;FEM;SG
הקיר	mur	הקיר	mur	PROPN	N;MASC;SG
חניבעל	hannibal	חניבעל	hannibal		PROPN
נוצרת	formage	נוצרת	formage	V;FEM;SG;V.PTCP;MID	N;MASC;SG
נוצרת	générés	נוצרת	générer	V;FEM;SG;V.PTCP;MID	V;MASC;PL;PST;V.PTCP
נוצרת	générées	נוצרת	générer	V;FEM;SG;V.PTCP;MID	V;FEM;PL;PST;V.PTCP
ידיעה	sachant	ידיעה	savoir	N;FEM;SG	V;PRS;V.PTCP
ידיעה	connaissant	ידיעה	connaître	N;FEM;SG	V;PRS;V.PTCP
קורבן	sacrifices	קורבן	sacrifice	N;MASC;SG	N;MASC;PL
קורבן	sacrifié	קורבן	sacrifier	N;MASC;SG	V;MASC;SG;PST;V.PTCP
קורבן	sacrifier	קורבן	sacrifier	N;MASC;SG	V;NFIN
חותם	signer	חתם	signer	N;MASC;SG	V;NFIN
חותם	signant	חתם	signer	N;MASC;SG	V;PRS;V.PTCP
חותם	phoques	חתם	phoque	N;MASC;SG	N;MASC;PL
נבחרו	choisi	נבחר	choisir	V;PL;3;PST;MID	V;MASC;SG;PST;V.PTCP
נבחרו	choisie	נבחר	choisir	V;PL;3;PST;MID	V;FEM;SG;PST;V.PTCP
נבחרו	sélectionnée	נבחר	sélectionner	V;PL;3;PST;MID	V;FEM;SG;PST;V.PTCP
נבחרו	sélectionné	נבחר	sélectionner	V;PL;3;PST;MID	V;MASC;SG;PST;V.PTCP
האמינו	croyait	האמין	croire	V;PL;3;PST;ACT	V;IND;SG;3;IPFV;FIN
גדלים	grandir	גודל	grandir	N;MASC;PL	V;NFIN
גדלים	croissant	גודל	croissant	N;MASC;PL	N;MASC;SG
גדלים	grandissant	גודל	grandir	N;MASC;PL	V;PRS;V.PTCP
גדלים	croissante	גודל	croissant	N;MASC;PL	ADJ;FEM;SG
גדלים	grandir	גודל	grandir	N;MASC;PL	V;NFIN
גדלים	croître	גודל	croître	N;MASC;PL	V;NFIN
גדלים	pousser	גודל	pousser	N;MASC;PL	V;NFIN
מאייר	mayer	מאייר	mayer	PROPN	PROPN
מאייר	meier	מאייר	meier	PROPN	PROPN
מאייר	meyer	מאייר	meyer	PROPN	PROPN
המוסר	morale	המוסר	moral		ADJ;FEM;SG
המוסר	moralité	המוסר	moralité		N;FEM;SG
תערובת	mélanger	תערובת	mélanger	N;FEM;SG	V;NFIN
באיירן	bayern	אייר	bayern	PROPN	N;MASC;SG
לביא	lavi	הביא	lavi	PROPN	PROPN
הרצוג	herzog	הרצוג	herzog	PROPN	PROPN
טכניקות	techniques	טכניקה	technique	N;FEM;PL	ADJ;MASC;PL
עובדיה	obadiah	עובדיה	obadiah	PROPN	PROPN
חופים	plage	חוף	plage	N;MASC;PL	N;FEM;SG
מעיד	indicatif	העיד	indicatif	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
מעיד	indicative	העיד	indicatif	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG
פרח	fleurs	פרח	fleur	PROPN	N;FEM;PL
פרח	fleur	פרח	fleur	PROPN	N;FEM;SG
יועץ	consultante	יועץ	consultant	N;MASC;SG	ADJ;FEM;SG
הכתיב	dictés	הכתיב	dicter	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
הכתיב	dictées	הכתיב	dicter	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
חוסה	jose	חוסה	jose	PROPN	PROPN
חוסה	josé	חוסה	josé	PROPN	PROPN
חוסה	jose	חוסה	jose	PROPN	PROPN
חוסה	josé	חוסה	josé	PROPN	PROPN
סמלי	symboliques	סמל	symbolique		ADJ;MASC;PL
סמלי	symbolique	סמל	symbolique		ADJ;MASC;SG
הביטלס	beatles	הביטלס	beatle	PROPN	N;MASC;PL
התאריך	date	התאריך	date	ADV	N;FEM;SG
אקדמית	académiques	אקדמי	académique	ADV	ADJ;MASC;PL
אקדמית	universitaire	אקדמי	universitaire	ADV	ADJ;MASC;SG
אקדמית	universitaires	אקדמי	universitaire	ADV	ADJ;MASC;PL
אקדמית	académique	אקדמי	académique	ADV	ADJ;MASC;SG
היסודי	primaire	היסודי	primaire	PROPN	ADJ;MASC;SG
היסודי	élémentaire	היסודי	élémentaire	PROPN	ADJ;MASC;SG
היסודי	élémentaires	היסודי	élémentaire	PROPN	ADJ;MASC;PL
נדחתה	rejetées	נדחה	rejeter	V;FEM;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
נדחתה	refusées	נדחה	refuser	V;FEM;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
נדחתה	rejetés	נדחה	rejeter	V;FEM;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נדחתה	refusées	נדחה	refuser	V;FEM;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
הא	huh	הא	huh		
מחשש	craignant	מחשש	craindre		V;PRS;V.PTCP
ישנים	sommeil	ישן	sommeil	ADJ;MASC;PL	N;MASC;SG
ישנים	dormir	ישן	dormir	ADJ;MASC;PL	V;NFIN
ישנים	coucher	ישן	coucher	ADJ;MASC;PL	V;NFIN
ישנים	couchage	ישן	couchage	ADJ;MASC;PL	N;MASC;SG
רומי	rumi	רומי	rumi	PROPN	PROPN
רומי	romain	רומי	romain	PROPN	ADJ;MASC;SG
רומי	romaine	רומי	romain	PROPN	ADJ;FEM;SG
רומי	roman	רומי	roman	PROPN	N;MASC;SG
רומי	romaines	רומי	romain	PROPN	ADJ;FEM;PL
רומי	romains	רומי	romain	PROPN	ADJ;MASC;PL
ממושך	prolongée	ממושך	prolonger	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
ממושך	prolongé	ממושך	prolonger	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
ממושך	prolongés	ממושך	prolonger	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
חורבן	destructions	חורבן	destruction	PROPN	N;FEM;PL
חורבן	anéantissement	חורבן	anéantissement	PROPN	N;MASC;SG
חורבן	destruction	חורבן	destruction	PROPN	N;FEM;SG
יפני	japonais	יפני	japonais	PROPN	ADJ;MASC;SG
יפני	japonaise	יפני	japonais	PROPN	ADJ;FEM;SG
יפני	japonaises	יפני	japonais	PROPN	ADJ;FEM;PL
צל	shadow	צל	shadow		PROPN
צל	ombre	צל	ombre		N;FEM;SG
צל	ombres	צל	ombre		N;FEM;PL
צל	ombre	צל	ombre		N;FEM;SG
צל	ombrage	צל	ombrage		N;MASC;SG
צל	abat	צל	abattre		V;IND;SG;3;PRS;FIN
צל	teinte	צל	teinte		N;FEM;SG
נסיעה	chevaucher	נסיעה	chevaucher	N;FEM;SG	V;NFIN
נסיעה	conduire	נסיעה	conduire	N;FEM;SG	V;NFIN
נסיעה	voyager	נסיעה	voyager	N;FEM;SG	V;NFIN
נסיעה	voyageant	נסיעה	voyager	N;FEM;SG	V;PRS;V.PTCP
נסיעה	voyages	נסיעה	voyage	N;FEM;SG	N;MASC;PL
תושב	résidente	תושב	résident	N;MASC;SG	ADJ;FEM;SG
תושב	résidant	תושב	résider	N;MASC;SG	V;PRS;V.PTCP
תושב	résidents	תושב	résident	N;MASC;SG	N;MASC;PL
לסירוגין	intermittente	לסירוגין	intermittent	ADV	ADJ;FEM;SG
לסירוגין	intermittence	לסירוגין	intermittence	ADV	N;FEM;SG
לסירוגין	intermittent	לסירוגין	intermitter	ADV	ADJ;MASC;SG
אימן	iman	אימן	iman	PROPN	PROPN
קלינטון	clinton	קלינטון	clinton	PROPN	PROPN
לשבת	sit	ישב	sivre	V;NFIN;ACT	
קסם	magie	קסם	magie		N;FEM;SG
קסם	magic	קסם	magic		PROPN
קסם	magique	קסם	magique		ADJ;MASC;SG
ברבים	pluriel	ברבי	pluriel		N;MASC;SG
ברבים	plurielle	ברבי	pluriel		ADJ;FEM;SG
יעד	destination	יעד	destination		N;FEM;SG
יעד	cibles	יעד	cible		N;FEM;PL
יעד	objectif	יעד	objectif		N;MASC;SG
יעד	cible	יעד	cible		N;FEM;SG
יעד	cibler	יעד	cibler		V;NFIN
יעד	objectif	יעד	objectif		N;MASC;SG
יעד	but	יעד	but		N;MASC;SG
הצביעו	vote	הצביע	vote	V;PL;3;PST;ACT	N;MASC;SG
הצביעו	votez	הצביע	votez	V;PL;3;PST;ACT	V;IMP;PL;2;PRS;FIN
הצביעו	votée	הצביע	voter	V;PL;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הצביעו	voté	הצביע	voter	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הכללה	généraliser	הכללה	généraliser	N;FEM;SG	V;NFIN
מונע	conduit	מונע	conduire		V;MASC;SG;PST;V.PTCP
ממדים	dimension	ממד	dimension	N;MASC;PL	N;FEM;SG
ברנר	brenner	ברנר	brenner	PROPN	N;MASC;SG
ריקוד	danser	ריקוד	danser	N;MASC;SG	V;NFIN
ריקוד	danses	ריקוד	danse	N;MASC;SG	N;FEM;PL
ריקוד	danser	ריקוד	danser	N;MASC;SG	V;NFIN
ריקוד	dansant	ריקוד	danser	N;MASC;SG	V;PRS;V.PTCP
אלגוריתם	algorithmes	אלגורי	algorithme	PROPN	N;MASC;PL
אלגוריתם	algorithme	אלגורי	algorithme	PROPN	N;MASC;SG
אלגוריתם	algorithme	אלגורי	algorithme	PROPN	N;MASC;SG
קפיצה	sauter	קפיצה	sauter	N;FEM;SG	V;NFIN
קפיצה	saute	קפיצה	sauter	N;FEM;SG	V;IND;SG;3;PRS;FIN
קפיצה	sauter	קפיצה	sauter	N;FEM;SG	V;NFIN
קפיצה	sauts	קפיצה	saut	N;FEM;SG	N;MASC;PL
קפיצה	sautant	קפיצה	sauter	N;FEM;SG	V;PRS;V.PTCP
חאן	khan	ח'אן	khan	N;MASC;SG	PROPN
דינו	dino	דינו	dino		PROPN
דרישה	exiger	דרישה	exiger	N;FEM;SG	V;NFIN
בתוקף	valables	בתוקף	valable		ADJ;MASC;PL
בתוקף	valide	בתוקף	valide		ADJ;MASC;SG
בתוקף	valable	בתוקף	valable		ADJ;MASC;SG
בתוקף	valides	בתוקף	valide		ADJ;MASC;PL
נאו	neo	נאו	neo	PROPN	
נאו	néo	נאו	néo	PROPN	PROPN
חמה	chaud	חם	chaud	PROPN	ADJ;MASC;SG
חמה	hot	חם	hot	PROPN	N;MASC;SG
חמה	chaude	חם	chaud	PROPN	ADJ;FEM;SG
חמה	sexy	חם	sexy	PROPN	ADJ;FEM;SG
חמה	chaud	חם	chaud	PROPN	ADJ;MASC;SG
חמה	chaleureux	חם	chaleureux	PROPN	ADJ;MASC;SG
חמה	chaleureuses	חם	chaleureux	PROPN	ADJ;FEM;PL
חמה	chaude	חם	chaud	PROPN	ADJ;FEM;SG
בנג	bang	בנג	bang	PROPN	N;MASC;SG
הידיעה	sachant	הידיע	savoir	V;FEM;SG;3;PST;ACT	V;PRS;V.PTCP
הידיעה	connaissant	הידיע	connaître	V;FEM;SG;3;PST;ACT	V;PRS;V.PTCP
זמנים	fois	זמן	fois	N;MASC;PL	N;FEM;SG
להגיב	réagis	הגיב	réagis	V;NFIN;ACT	
התיישבו	réglé	התיישב	régler	V;PL;1;PST	V;MASC;SG;PST;V.PTCP
בנויה	structurés	בנה	structurer	ADJ;FEM;SG	V;MASC;PL;PST;V.PTCP
בנויה	structuré	בנה	structurer	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
בנויה	structurées	בנה	structurer	ADJ;FEM;SG	V;FEM;PL;PST;V.PTCP
בנויה	structurée	בנה	structurer	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
