орбиту	orbit	орбита	orbit	N;INAN;ACC;FEM;SG	PROPN;SG
ботаника	botanik	ботаник	botanik	N;ANIM;NOM;MASC;SG	PROPN
рей	rey	рей	rey		PROPN;NOM;SG
рей	rae	рей	rae		PROPN;NOM;SG
рей	ray	рей	ray		PROPN;NOM;SG
викимедиа	wikimedia	викимедиа	wikimedia	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
индивидуальные	einzel	индивидуальный	einzel	ADJ;NOM;PL	
индивидуальные	individuum	индивидуальный	individuum	ADJ;NOM;PL	N;SG
спасение	ersparnis	спасение	ersparnis	N;INAN;NOM;NEUT;SG	ADJ
спасение	speichern	спасение	speichern	N;INAN;NOM;NEUT;SG	V;NFIN
спасение	sparen	спасение	sparen	N;INAN;NOM;NEUT;SG	V;NFIN
спасение	retten	спасение	retten	N;INAN;NOM;NEUT;SG	V;NFIN
спасение	rettungs	спасение	rettungs	N;INAN;NOM;NEUT;SG	
спасение	retten	спасение	retten	N;INAN;NOM;NEUT;SG	V;NFIN
спасение	heil	спасение	heil	N;INAN;NOM;NEUT;SG	
спасение	erlösung	спасение	erlösung	N;INAN;NOM;NEUT;SG	
мичиган	michigan	мичиган	michigan	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
минас	minas	минас	minas	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
кросс	überqueren	кросс	überqueren	N;INAN;NOM;MASC;SG	V;NFIN
кросс	kreuz	кросс	kreuz	N;INAN;NOM;MASC;SG	ADJ
кросс	cross	кросс	cross	N;INAN;NOM;MASC;SG	PROPN
нельсон	nelson	нельсон	nelson	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
снимок	schnappschuss	снимок	schnappschuß	N;INAN;NOM;MASC;SG	ADJ
снимок	momentaufnahme	снимок	momentaufnahme	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
кисти	bürste	кисть	bürst	N;INAN;NOM;FEM;PL	
кисти	pinsel	кисть	pinsel	N;INAN;NOM;FEM;PL	
кисти	bürsten	кисть	bürst	N;INAN;NOM;FEM;PL	V;NFIN
западное	western	западный	western	ADJ;NOM;NEUT;SG	PROPN;NOM;SG
западное	westen	западный	westen	ADJ;NOM;NEUT;SG	ADV
западное	westliche	западный	westlich	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
фильтр	filter	фильтр	filter	N;INAN;NOM;MASC;SG	ADJ
фильтр	filtern	фильтр	filtern	N;INAN;NOM;MASC;SG	V;NFIN
фильтр	filterung	фильтр	filterung	N;INAN;NOM;MASC;SG	ADJ
герцогиня	herzogin	герцогиня	herzogin	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
электроники	elektrotechnik	электроника	elektrotechnik	N;INAN;NOM;FEM;SG	ADJ
электроники	unterhaltungselektronik	электроника	unterhaltungselektronik	N;INAN;NOM;FEM;SG	ADJ
электроники	elektronikindustrie	электроника	elektronikindustrie	N;INAN;NOM;FEM;SG	ADJ
электроники	elektronik	электроника	elektronik	N;INAN;NOM;FEM;SG	ADJ
электроники	elektrogeräte	электроника	elektrogerät	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
квебек	québec	квебек	québec	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
квебек	quebec	квебек	quebec	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
колеса	rad	колесо	raden	N;INAN;NOM;NEUT;PL	
колеса	lenkrad	колесо	lenkrad	N;INAN;NOM;NEUT;PL	ADV
колеса	räder	колесо	rad	N;INAN;NOM;NEUT;PL	
колеса	rädern	колесо	rad	N;INAN;NOM;NEUT;PL	
колеса	felgen	колесо	felgen	N;INAN;NOM;NEUT;PL	V;NFIN
колеса	räder	колесо	rad	N;INAN;NOM;NEUT;PL	
аудио	audiodateien	аудио	audiodatei	N;INAN;NOM;MASC;SG	V;NFIN
аудио	audio	аудио	audio	N;INAN;NOM;MASC;SG	
аудио	ton	аудио	ton	N;INAN;NOM;MASC;SG	
лукас	lucas	лукас	lucas	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
лукас	lukas	лукас	lukas	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
лукас	lukas	лукас	lukas	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
пал	pal	пасть	pal	V;PFV;MASC;IND;SG;PST;FIN;ACT	
пал	kumpel	пасть	kumpel	V;PFV;MASC;IND;SG;PST;FIN;ACT	
пал	gefallenen	пасть	gefallen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PL
мужские	männer	мужской	männer	ADJ;NOM;PL	N;NOM;MASC;PL
мужские	männchen	мужской	männchen	ADJ;NOM;PL	N;NOM;PL
компакт	kompakte	компакт	kompakt	N;INAN;NOM;MASC;SG	ADJ;NOM
компакт	kompakt	компакт	kompakt	N;INAN;NOM;MASC;SG	ADJ
компакт	compact	компакт	compact	N;INAN;NOM;MASC;SG	PROPN
компакт	kompakter	компакт	kompakt	N;INAN;NOM;MASC;SG	ADJ
компакт	komprimieren	компакт	komprimieren	N;INAN;NOM;MASC;SG	V;NFIN
вычисления	errechnen	вычисление	errechnen	N;INAN;NOM;NEUT;PL	V;NFIN
вычисления	berechnen	вычисление	berechnen	N;INAN;NOM;NEUT;PL	V;NFIN
вычисления	kalkulation	вычисление	kalkulation	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
вычисления	berechnung	вычисление	berechnung	N;INAN;NOM;NEUT;PL	ADJ
вычисления	berechnungen	вычисление	berechnung	N;INAN;NOM;NEUT;PL	V;NFIN
вычисления	datenverarbeitung	вычисление	datenverarbeitung	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
вычисления	informatik	вычисление	informatik	N;INAN;NOM;NEUT;PL	PROPN
вычисления	computer	вычисление	computer	N;INAN;NOM;NEUT;PL	ADJ
вычисления	computing	вычисление	computing	N;INAN;NOM;NEUT;PL	PROPN
продал	verkauften	продать	verkaufen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN
акул	sharks	акул	sharks	N;ANIM;GEN;MASC;PL	PROPN;NOM;MASC;SG
акул	haien	акул	haien	N;ANIM;GEN;MASC;PL	
акул	haie	акул	haie	N;ANIM;GEN;MASC;PL	
реализм	realismus	реализм	realismus	N;INAN;NOM;MASC;SG	PROPN
химическая	chemische	химический	chemisch	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
химическая	chemikalien	химический	chemikalien	ADJ;NOM;FEM;SG	V;NFIN
химическая	chemikalie	химический	chemikalie	ADJ;NOM;FEM;SG	PROPN;SG
химическая	chemie	химический	chemie	ADJ;NOM;FEM;SG	N;NOM;FEM
правильный	berichtigen	правильный	berichtigen	ADJ;NOM;MASC;SG	V;NFIN
правильный	korrigieren	правильный	korrigieren	ADJ;NOM;MASC;SG	V;NFIN
правильный	richtig	правильный	richtig	ADJ;NOM;MASC;SG	ADV
операторов	betreiber	оператор	betreiber	N;ANIM;GEN;MASC;PL	
операторов	bediener	оператор	bediener	N;ANIM;GEN;MASC;PL	ADJ
поляки	polen	поляк	polen	N;ANIM;NOM;MASC;PL	
поляки	stöcke	поляк	stock	N;ANIM;NOM;MASC;PL	
поляки	stangen	поляк	stehen	N;ANIM;NOM;MASC;PL	V;NFIN
поляки	pole	поляк	polen	N;ANIM;NOM;MASC;PL	
тереза	teresa	терез	teresa	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
тереза	theresia	терез	theresia	N;ANIM;NOM;FEM;SG	PROPN;NOM;NEUT;SG
тереза	theresa	терез	theresa	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
тереза	birgit	терез	birgit	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
четверть	quarter	четверть	quarter	N;INAN;NOM;FEM;SG	PROPN
четверть	vierteljahr	четверть	vierteljahr	N;INAN;NOM;FEM;SG	
четверть	viertel	четверть	viertel	N;INAN;NOM;FEM;SG	
приобрести	einkauf	приобрести	einkauf	V;PFV;NFIN;ACT	
приобрести	erwerb	приобрести	erwerben	V;PFV;NFIN;ACT	N
приобрести	kauf	приобрести	kauf	V;PFV;NFIN;ACT	N;SG
приобрести	ankauf	приобрести	ankauf	V;PFV;NFIN;ACT	N
повысить	steigerung	повысить	steigerung	V;PFV;NFIN;ACT	ADJ;NOM;FEM;SG
особая	spezielle	особый	speziell	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
особая	spezial	особый	spezial	ADJ;NOM;FEM;SG	
особая	besondere	особый	besonder	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
буддизм	buddhismus	буддизм	buddhismus	N;INAN;NOM;MASC;SG	PROPN
ген	gene	ген	gen	N;INAN;NOM;MASC;SG	
ген	gen	ген	gen	N;INAN;NOM;MASC;SG	
ген	gens	ген	gens	N;INAN;NOM;MASC;SG	
ген	gen	ген	gen	N;INAN;NOM;MASC;SG	
смешанные	mixed	смешанный	mixed	ADJ;NOM;PL	PROPN
смешанные	gemischtes	смешанный	gemischt	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
призы	preise	приз	preis	N;INAN;NOM;MASC;PL	ADJ
призы	preisen	приз	preisen	N;INAN;NOM;MASC;PL	V;NFIN
призы	trophäen	приз	trophäen	N;INAN;NOM;MASC;PL	
адамс	adams	адамс	adams	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
мятеж	aufstand	мятеж	aufstehen	N;INAN;NOM;MASC;SG	V;IND;SG;3;PST;FIN
мятеж	revolte	мятеж	revolt	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
мятеж	meuterei	мятеж	meuterei	N;INAN;NOM;MASC;SG	
мятеж	aufstand	мятеж	aufstehen	N;INAN;NOM;MASC;SG	V;IND;SG;3;PST;FIN
мятеж	rebellion	мятеж	rebellion	N;INAN;NOM;MASC;SG	PROPN
социальное	soziale	социальный	sozial	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
социальное	sozialen	социальный	sozial	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
просмотр	stöbern	просмотр	stöbern	N;INAN;NOM;MASC;SG	V;NFIN
просмотр	durchstöbern	просмотр	durchstöbern	N;INAN;NOM;MASC;SG	V;NFIN
просмотр	durchsuchen	просмотр	durchsuchen	N;INAN;NOM;MASC;SG	V;NFIN
просмотр	ansehen	просмотр	ansehen	N;INAN;NOM;MASC;SG	V;NFIN
просмотр	stöbern	просмотр	stöbern	N;INAN;NOM;MASC;SG	V;NFIN
просмотр	durchstöbern	просмотр	durchstöbern	N;INAN;NOM;MASC;SG	V;NFIN
просмотр	durchsuchen	просмотр	durchsuchen	N;INAN;NOM;MASC;SG	V;NFIN
просмотр	aussicht	просмотр	aussechen	N;INAN;NOM;MASC;SG	PROPN
просмотр	anzeigen	просмотр	anzeigen	N;INAN;NOM;MASC;SG	V;NFIN
просмотр	blick	просмотр	blick	N;INAN;NOM;MASC;SG	ADV
максимальное	maximale	максимальный	maximal	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
максимальное	maximum	максимальный	maximum	ADJ;NOM;NEUT;SG	
максимальное	maximale	максимальный	maximal	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
максимальное	maximum	максимальный	maximum	ADJ;NOM;NEUT;SG	
рика	rick	рик	racken	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
рика	rica	рик	rica	N;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
телефоны	mobiltelefone	телефон	mobiltelefone	N;INAN;NOM;MASC;PL	ADJ;NOM;FEM;PL
телефоны	handys	телефон	handys	N;INAN;NOM;MASC;PL	
телефоны	telefone	телефон	telefone	N;INAN;NOM;MASC;PL	
телефоны	telefonnummern	телефон	telefonnummern	N;INAN;NOM;MASC;PL	V;NFIN
телефоны	telefon	телефон	telefon	N;INAN;NOM;MASC;PL	
телефоны	telefone	телефон	telefone	N;INAN;NOM;MASC;PL	
неизвестный	unbekannte	неизвестный	unbekannt	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
социалистов	sozialisten	социалист	sozialist	N;ANIM;GEN;MASC;PL	N;NOM;PL
социалистов	sozialdemokraten	социалист	sozialdemokraten	N;ANIM;GEN;MASC;PL	ADJ;NOM;PL
социалистов	sozialistische	социалист	sozialistisch	N;ANIM;GEN;MASC;PL	ADJ;NOM;FEM;PL
шарлотта	charlotte	шарлотт	charlotte	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
буш	bush	буш	bush	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
буш	gebüsch	буш	gebüsch	N;ANIM;NOM;MASC;SG	ADJ
буш	bushs	буш	bushs	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
буш	busch	буш	busch	N;ANIM;NOM;MASC;SG	PROPN
тайвань	taiwan	тайвань	taiwan	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
тайвань	südkorea	тайвань	südkorea	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
тайвань	taipeh	тайвань	taipeh	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
миф	mythen	миф	mythen	N;INAN;NOM;MASC;SG	V;NFIN
миф	gerücht	миф	rüchen	N;INAN;NOM;MASC;SG	ADJ
миф	mythos	миф	mythos	N;INAN;NOM;MASC;SG	
убежище	unterschlupf	убежище	unterschlupf	N;INAN;NOM;NEUT;SG	ADJ
убежище	zufluchtsort	убежище	zufluchtsort	N;INAN;NOM;NEUT;SG	ADJ
убежище	heiligtum	убежище	heiligtum	N;INAN;NOM;NEUT;SG	PROPN
убежище	zuflucht	убежище	zuflucht	N;INAN;NOM;NEUT;SG	
убежище	schutzgebiet	убежище	schutzgebieten	N;INAN;NOM;NEUT;SG	ADJ
убежище	schutzzone	убежище	schutzzone	N;INAN;NOM;NEUT;SG	ADJ
убежище	asyl	убежище	asyl	N;INAN;NOM;NEUT;SG	
убежище	asylbewerber	убежище	asylbewerber	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
убежище	asylrecht	убежище	asylrecht	N;INAN;NOM;NEUT;SG	PROPN;NOM;NEUT;SG
убежище	zufluchtsort	убежище	zufluchtsort	N;INAN;NOM;NEUT;SG	ADJ
убежище	zuflucht	убежище	zuflucht	N;INAN;NOM;NEUT;SG	
мышь	maustaste	мышь	maustaste	N;INAN;NOM;FEM;SG	
мышь	maus	мышь	maus	N;INAN;NOM;FEM;SG	PROPN
мышь	mouse	мышь	mouse	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
мышь	mäuse	мышь	mäusen	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
мышь	mauszeiger	мышь	mauszeiger	N;INAN;NOM;FEM;SG	ADJ
тенденция	trend	тенденция	trend	N;INAN;NOM;FEM;SG	ADJ
тенденция	tendenz	тенденция	tendenz	N;INAN;NOM;FEM;SG	ADJ
тенденция	trend	тенденция	trend	N;INAN;NOM;FEM;SG	ADJ
тенденция	tendenz	тенденция	tendenz	N;INAN;NOM;FEM;SG	ADJ
тенденция	neigung	тенденция	neigung	N;INAN;NOM;FEM;SG	ADJ
кузьмин	kusmin	кузьмин	kusmin	N;INAN;NOM;MASC;SG	
биг	großen	биг	groß		ADJ;PL
биг	große	биг	groß		ADJ;NOM;FEM;PL
биг	groß	биг	groß		ADJ
биг	großes	биг	groß		ADJ;NOM;NEUT;SG
биг	bih	биг	bih		;SG
тезис	doktorarbeit	тезис	doktorarbeit	N;INAN;NOM;MASC;SG	ADJ
тезис	diplomarbeit	тезис	diplomarbeit	N;INAN;NOM;MASC;SG	ADJ
потребности	bedarf	потребность	bedarf	N;INAN;NOM;FEM;PL	
потребности	braucht	потребность	brauchen	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
потребности	benötigt	потребность	benötigen	N;INAN;NOM;FEM;PL	V;V.PTCP
потребности	erfordernisse	потребность	erfordernis	N;INAN;NOM;FEM;PL	ADJ
потребности	bedürfnisse	потребность	bedürfnis	N;INAN;NOM;FEM;PL	ADJ
потребности	bedürfnissen	потребность	bedürfnissen	N;INAN;NOM;FEM;PL	V;NFIN
потребности	anforderungen	потребность	anforderingen	N;INAN;NOM;FEM;PL	V;NFIN
потребности	vorschriften	потребность	vorschreifen	N;INAN;NOM;FEM;PL	V;NFIN
автомат	automat	автомат	automat	N;INAN;NOM;MASC;SG	
кен	ken	кен	Ken	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
дольше	länger	долго	lang	ADV;CMPR	ADJ
дольше	längeren	долго	lang	ADV;CMPR	ADJ
дольше	längere	долго	lang	ADV;CMPR	ADJ;NOM;FEM;SG
координации	koordinierung	координация	koordinierung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
координации	koordinaten	координация	koordinat	N;INAN;NOM;FEM;PL	
координации	koordination	координация	koordination	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
координации	koordinieren	координация	koordinieren	N;INAN;NOM;FEM;PL	V;NFIN
рождество	weihnachten	рождество	weihnacht	N;INAN;NOM;NEUT;SG	V;NFIN
рождество	weihnacht	рождество	weihnachen	N;INAN;NOM;NEUT;SG	PROPN
рождество	weihnachtszeit	рождество	weihnachtszeit	N;INAN;NOM;NEUT;SG	ADJ
рождество	weihnachten	рождество	weihnacht	N;INAN;NOM;NEUT;SG	V;NFIN
ральф	ralf	ральф	ralfen	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ральф	ralph	ральф	ralph	N;ANIM;NOM;MASC;SG	PROPN;SG
стандартный	norm	стандартный	norm	ADJ;NOM;MASC;SG	
стандартный	standard	стандартный	standard	ADJ;NOM;MASC;SG	ADV
отделений	niederlassungen	отделение	niederlassingen	N;INAN;GEN;NEUT;PL	V;NFIN
отделений	büro	отделение	büro	N;INAN;GEN;NEUT;PL	
отделений	büroräume	отделение	büroräum	N;INAN;GEN;NEUT;PL	ADJ;NOM;PL
отделений	büros	отделение	büros	N;INAN;GEN;NEUT;PL	
отделений	niederlassungen	отделение	niederlassingen	N;INAN;GEN;NEUT;PL	V;NFIN
отделений	zweigniederlassungen	отделение	zweigniederlassungen	N;INAN;GEN;NEUT;PL	V;NFIN
отделений	zweigstellen	отделение	zweigstellen	N;INAN;GEN;NEUT;PL	ADJ
отделений	filialen	отделение	filialen	N;INAN;GEN;NEUT;PL	ADJ;PL
отделений	zweige	отделение	zweig	N;INAN;GEN;NEUT;PL	
сул	sul	сул	sul	PART	PROPN;NOM;SG
поло	polo	поло	polo	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
чистый	gereinigt	чистый	reinigen	ADJ;NOM;MASC;SG	V;V.PTCP
чистый	net	чистый	Net	ADJ;NOM;MASC;SG	
чистый	netz	чистый	netz	ADJ;NOM;MASC;SG	
чистый	netto	чистый	netto	ADJ;NOM;MASC;SG	
чистый	aufräumen	чистый	aufräumen	ADJ;NOM;MASC;SG	V;NFIN
чистый	reinigen	чистый	reinig	ADJ;NOM;MASC;SG	V;NFIN
чистый	säubern	чистый	säubern	ADJ;NOM;MASC;SG	V;NFIN
чистый	sauberkeit	чистый	sauberkeit	ADJ;NOM;MASC;SG	N
чистый	pur	чистый	pur	ADJ;NOM;MASC;SG	
чистый	pure	чистый	pur	ADJ;NOM;MASC;SG	
тепло	wärme	теплый	wärm	ADJ;NEUT;SG	
тепло	heat	теплый	heat	ADJ;NEUT;SG	PROPN
тепло	hitze	теплый	hitze	ADJ;NEUT;SG	
тепло	warmen	теплый	warm	ADJ;NEUT;SG	
тепло	wärme	теплый	wärm	ADJ;NEUT;SG	
тепло	warme	теплый	warm	ADJ;NEUT;SG	ADJ;NOM;FEM;PL
тепло	wärme	теплый	wärm	ADJ;NEUT;SG	
пароход	dampfer	пароход	dampfer	N;INAN;NOM;MASC;SG	ADJ
мартинес	martinez	мартинес	martinez	N;ANIM;NOM;MASC;SG	
мартинес	martínez	мартинес	martínez	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
мартинес	martínez	мартинес	martínez	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
таджикистан	tadschikistan	таджикистан	tadschikistan	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
погода	temperaturen	погода	temperatur	N;INAN;NOM;FEM;SG	V;NFIN
погода	wetter	погода	wetter	N;INAN;NOM;FEM;SG	
погода	wetterbericht	погода	wetterbericht	N;INAN;NOM;FEM;SG	ADJ
удаляется	entfernt	удалять	entfernt	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ
удаляется	entfernte	удалять	entfernen	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
суды	gerichten	суд	gericht	N;INAN;NOM;MASC;PL	V;NFIN
суды	gerichte	суд	gericht	N;INAN;NOM;MASC;PL	
суды	gericht	суд	ringen	N;INAN;NOM;MASC;PL	N;NOM;SG
герцогства	herzogtum	герцогство	herzogtum	N;INAN;NOM;NEUT;PL	PROPN
бака	baka	бак	baka	N;INAN;GEN;MASC;SG	
приобрел	erworbene	приобрести	erworben	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;PL
джейми	jamie	джея	jamie	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
предпочитает	bevorzugt	предпочитать	bevorzugen	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ
банкноты	scheine	банкнот	scheinen	N;INAN;NOM;FEM;PL	
банкноты	banknoten	банкнот	banknot	N;INAN;NOM;FEM;PL	ADJ
банкноты	banknote	банкнот	banknot	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG
григорьев	grigorjew	григорьев	grigorjew	N;ANIM;NOM;MASC;SG	
раннее	anfang	ранний	anfang	ADJ;NOM;NEUT;SG	N;ACC;MASC;SG
раннее	early	ранний	early	ADJ;NOM;NEUT;SG	PROPN
днепропетровск	dnipropetrowsk	днепропетровск	dnipropetrowsk	N;INAN;GEN;MASC;PL	PROPN;NOM;SG
орды	horden	орда	herden	N;INAN;NOM;FEM;PL	V;NFIN
болота	sümpfe	болото	sümpfen	N;INAN;NOM;NEUT;PL	
болота	sümpfe	болото	sümpfen	N;INAN;NOM;NEUT;PL	
избегать	vermeidung	избегать	vermeidung	V;IPFV;NFIN;ACT	N
избегать	vermeidung	избегать	vermeidung	V;IPFV;NFIN;ACT	N
магистр	magister	магистр	magister	N;ANIM;NOM;MASC;SG	ADJ
окружности	kreis	окружность	kreis	N;INAN;NOM;FEM;PL	ADV
окружности	kreisen	окружность	kreisen	N;INAN;NOM;FEM;PL	V;NFIN
окружности	zirkel	окружность	zirkel	N;INAN;NOM;FEM;PL	
окружности	kreise	окружность	kreis	N;INAN;NOM;FEM;PL	
окружности	umfang	окружность	umfingen	N;INAN;NOM;FEM;PL	
пригороде	vorstadt	пригород	vorstadt	N;INAN;ESS;MASC;SG	PROPN
пригороде	stadtrand	пригород	stadtrehen	N;INAN;ESS;MASC;SG	ADJ
пригороде	vorort	пригород	vorort	N;INAN;ESS;MASC;SG	ADV
