در	porte	در	porte	ADP	N;FEM;SG
عضلانی	musculaire	عضلانی	musculaire	N;SG	ADJ;MASC;SG
عضلانی	musclée	عضلانی	musclé	N;SG	V;FEM;SG;PST;V.PTCP
عضلانی	musclés	عضلانی	musclé	N;SG	V;MASC;PL;PST;V.PTCP
عضلانی	musclé	عضلانی	muscler	N;SG	ADJ;MASC;SG
آبراهام	abraham	آبراهام	abraham	N;SG	PROPN
بهانه	excusez	بهانه	excuser	N;SG	V;IMP;PL;2;PRS;FIN
لوئیز	luiz	لوئیز	luiz	N;SG	PROPN
یونگ	jeunes	یونگ	jeune	N;SG	ADJ;MASC;PL
یونگ	jeune	یونگ	jeune	N;SG	ADJ;MASC;SG
یونگ	jeong	یونگ	jeong	N;SG	PROPN
یونگ	jung	یونگ	jung	N;SG	PROPN
دزد	voleurs	دزد	voleur	N;SG	N;MASC;PL
پروازی	volants	پروازی	volant	N;SG	N;MASC;PL
پروازی	battant	پروازی	battre	N;SG	V;PRS;V.PTCP
پروازی	voler	پروازی	voler	N;SG	V;NFIN
تحریر	tahrir	تحریر	tahrir	N;SG	PROPN
تحریر	taper	تحریر	taper	N;SG	V;NFIN
حاد	aiguë	None	aigu	N;SG	ADJ;FEM;SG
حاد	aigu	None	aigu	N;SG	ADJ;MASC;SG
حاد	aigus	None	aigus	N;SG	ADJ;MASC;PL
حاد	aiguës	None	aigu	N;SG	ADJ;FEM;PL
بورگس	burgess	بورگس	burgess	N;SG	PROPN
تکراری	dupliquer	تکراری	dupliquer	ADJ	V;NFIN
تکراری	duplicata	تکراری	duplicata	ADJ	N;MASC;SG
تکراری	duplication	تکراری	duplication	ADJ	N;FEM;SG
والنسیا	valencia	والنسیا	valencia	N;SG	PROPN
پرینستون	princeton	پرینستون	princeton	N;SG	PROPN
باهاما	bahamas	باهاما	bahama	N;SG	N;MASC;PL
باهاما	bahama	باهاما	bahama	N;SG	PROPN
دعا	priant	None	prendre	N;SG	V;PRS;V.PTCP
دعا	prières	None	prière	N;SG	N;FEM;PL
دعا	prier	None	prier	N;SG	V;NFIN
دعا	prières	None	prière	N;SG	N;FEM;PL
دعا	prier	None	prier	N;SG	V;NFIN
دعا	prières	None	prière	N;SG	N;FEM;PL
دیوانه	dingue	دیوانه	dingue	N;SG	ADJ;MASC;SG
دیوانه	fou	دیوانه	fou	N;SG	ADJ;MASC;SG
دیوانه	insensé	دیوانه	insenser	N;SG	ADJ;MASC;SG
دیوانه	cinglé	دیوانه	cinglé	N;SG	ADJ;MASC;SG
دیوانه	folle	دیوانه	fou	N;SG	ADJ;FEM;SG
دیوانه	dingue	دیوانه	dingue	N;SG	ADJ;MASC;SG
دیوانه	fou	دیوانه	fou	N;SG	ADJ;MASC;SG
دیوانه	fous	دیوانه	fou	N;SG	ADJ;MASC;PL
دیوانه	cinglé	دیوانه	cinglé	N;SG	ADJ;MASC;SG
دیوانه	folle	دیوانه	fou	N;SG	ADJ;FEM;SG
دیوانه	furieux	دیوانه	furieux	N;SG	ADJ;MASC;SG
دیوانه	fou	دیوانه	fou	N;SG	ADJ;MASC;SG
دیوانه	mad	دیوانه	mad	N;SG	PROPN
دیوانه	furieuse	دیوانه	furieux	N;SG	ADJ;FEM;SG
دیوانه	folle	دیوانه	fou	N;SG	ADJ;FEM;SG
بصره	bassorah	بصره	bassorah	N;SG	PROPN
قرص	comprimés	قرص	comprimé	N;SG	V;MASC;PL;PST;V.PTCP
قرص	cachets	قرص	cachet	N;SG	N;MASC;PL
قرص	pilules	قرص	pilule	N;SG	N;FEM;PL
قرص	pilules	قرص	pilule	N;SG	N;FEM;PL
قرص	comprimé	قرص	comprimer	N;SG	V;MASC;SG;PST;V.PTCP
عادت	inutilisées	عادت	inutiliser	N;SG	V;FEM;PL;PST;V.PTCP
عادت	inutilisés	عادت	inutiliser	N;SG	V;MASC;PL;PST;V.PTCP
عادت	inutilisée	عادت	inutiliser	N;SG	V;FEM;SG;PST;V.PTCP
عادت	inutilisé	عادت	inutiliser	N;SG	V;MASC;SG;PST;V.PTCP
عادت	habitudes	عادت	habitude	N;SG	N;FEM;PL
ساقه	souches	None	souche	N;SG	N;FEM;PL
نروژی	norvégiens	نروژی	norvégien	N;SG	ADJ;MASC;PL
نروژی	norvégien	نروژی	norvégien	N;SG	ADJ;MASC;SG
نروژی	norvégienne	نروژی	norvégien	N;SG	ADJ;FEM;SG
سرگذشت	chroniques	سرگذشت	chronique	N;SG	N;FEM;PL
سرگذشت	rapporté	سرگذشت	rapporter	N;SG	V;MASC;SG;PST;V.PTCP
سرگذشت	raconté	سرگذشت	raconter	N;SG	V;MASC;SG;PST;V.PTCP
سرگذشت	relaté	سرگذشت	relater	N;SG	V;MASC;SG;PST;V.PTCP
سرگذشت	racontée	سرگذشت	raconter	N;SG	V;FEM;SG;PST;V.PTCP
شجاع	braves	None	brave	N;SG	N;MASC;PL
شجاع	courageux	None	courageux	N;SG	ADJ;MASC;SG
شجاع	brave	None	brave	N;SG	ADJ;MASC;SG
شجاع	courageuse	None	courageux	N;SG	ADJ;FEM;SG
شجاع	courageux	None	courageux	N;SG	ADJ;MASC;SG
شجاع	courageuse	None	courageux	N;SG	ADJ;FEM;SG
بکر	becker	بکر	becker	N;SG	PROPN
بکر	bakr	بکر	bakr	N;SG	PROPN
بکر	backer	بکر	backer	N;SG	V;NFIN
دیپلمات	diplomates	دیپلم	diplomate	N;SG	N;MASC;PL
باربری	marchandises	باربری	marchandise	N;SG	N;FEM;PL
سیگار	cigarettes	سیگار	cigarette	N;SG	N;FEM;PL
سیگار	cigarettes	سیگار	cigarette	N;SG	N;FEM;PL
بازماندگان	rescapés	None	rescapé	N;PL	V;MASC;PL;PST;V.PTCP
بازماندگان	survivant	None	survivant	N;PL	V;PRS;V.PTCP
منعکس	reflètent	منعکس	refléter	ADJ	V;IND;PL;3;PRS;FIN
منعکس	refléter	منعکس	refléter	ADJ	V;NFIN
منعکس	reflété	منعکس	refléter	ADJ	V;MASC;SG;PST;V.PTCP
منعکس	réfléchie	منعکس	réfléchir	ADJ	V;FEM;SG;PST;V.PTCP
رافائل	raphael	رافائل	raphael	N;SG	PROPN
رافائل	raphaël	رافائل	raphaël	N;SG	PROPN
رافائل	rafael	رافائل	rafael	N;SG	PROPN
رافائل	raphaël	رافائل	raphaël	N;SG	PROPN
جنوبگان	antarctique	جنوبه	antarctique	N;SG	ADJ;MASC;SG
جنوبگان	antarctique	جنوبه	antarctique	N;SG	ADJ;MASC;SG
اشعه	rayons	None	rayon	N;SG	N;MASC;PL
اشعه	raies	None	raie	N;SG	N;FEM;PL
ادگار	edgar	ادگار	edgar	N;SG	PROPN
لطفی	lotfi	لطفی	lotfi	N;SG	PROPN
راین	ryan	راین	ryan	N;SG	PROPN
سطر	rangées	سطر	rangée	N;SG	V;FEM;PL;PST;V.PTCP
سطر	rangée	سطر	rangée	N;SG	V;FEM;SG;PST;V.PTCP
حوض	réservoirs	None	réservoir	N;SG	N;MASC;PL
کبیسه	bondir	کبیسه	bondir	N;SG	V;NFIN
بصری	visuelle	بصری	visuel	N;SG	ADJ;FEM;SG
بصری	visuels	بصری	visuel	N;SG	ADJ;MASC;PL
بصری	visuel	بصری	visuel	N;SG	ADJ;MASC;SG
بصری	visuelles	بصری	visuel	N;SG	ADJ;FEM;PL
یار	yar	یار	yar	N;SG	
ترینیداد	trinidad	ترینیداد	trinidad	N;SG	PROPN
باورهای	croyance	باور	croyance	N;PL	N;FEM;SG
همدانی	hamdani	همدانی	hamdani	N;SG	PROPN
تهاجم	envahir	تهاجم	envahir	N;SG	V;NFIN
تهاجم	invasions	تهاجم	invasion	N;SG	N;FEM;PL
تهاجم	agressions	تهاجم	agression	N;SG	N;FEM;PL
کلن	cologne	کلن	cologne	N;SG	PROPN
کلن	köln	کلن	köln	N;SG	PROPN
ساواک	savak	ساواک	savak	N;SG	PROPN
مسافت	distances	مسافت	distance	N;SG	N;FEM;PL
دشمنی	ennemies	دشمنی	ennemi	N;SG	ADJ;FEM;PL
دشمنی	ennemis	دشمنی	ennemi	N;SG	ADJ;MASC;PL
دشمنی	ennemie	دشمنی	ennemi	N;SG	ADJ;FEM;SG
دشمنی	hostile	دشمنی	hostile	N;SG	ADJ;MASC;SG
دشمنی	hostiles	دشمنی	hostile	N;SG	ADJ;MASC;PL
شوخی	plaisanter	شوخی	plaisanter	N;SG	V;NFIN
شوخی	plaisante	شوخی	plaisant	N;SG	ADJ;FEM;SG
یورک	york	یورک	york	N;SG	PROPN
بازنشستگی	pensions	بازنشستگی	penser	N;SG	N;MASC;PL
عروق	vasculaire	عروق	vasculaire	N;PL	ADJ;MASC;SG
عروق	vasculaires	عروق	vasculaire	N;PL	ADJ;MASC;PL
ورشو	varsovie	ورشو	varsovie	N;SG	PROPN
داود	alain	داود	alain	N;SG	PROPN
داود	laurent	داود	laurer	N;SG	PROPN
داود	sylvie	داود	sylvie	N;SG	PROPN
داود	david	داود	david	N;SG	PROPN
زندگینامه	biographiques	زندگینامه	biographique	N;SG	ADJ;MASC;PL
جادویی	magic	جادویی	magic	N;SG	PROPN
جادویی	magique	جادویی	magique	N;SG	ADJ;MASC;SG
جادویی	magiques	جادویی	magique	N;SG	ADJ;MASC;PL
جادویی	magique	جادویی	magique	N;SG	ADJ;MASC;SG
فاجعه	sinistre	فاجعه	sinistre	N;SG	ADJ;MASC;SG
فاجعه	catastrophes	فاجعه	catastrophe	N;SG	N;FEM;PL
فقیر	pauvre	None	pauvre	N;SG	ADJ;MASC;SG
فقیر	médiocre	None	médiocre	N;SG	ADJ;MASC;SG
فقیر	pauvres	None	pauvre	N;SG	ADJ;MASC;PL
برون	sortir	برون	sortir	N;SG	V;NFIN
برون	sortie	برون	sortir	N;SG	V;FEM;SG;PST;V.PTCP
برون	dehors	برون	dehors	N;SG	ADV
برون	out	برون	out	N;SG	PROPN
افلاطون	platon	افلاطون	platon	N;SG	PROPN
رزن	razan	رزن	razan	N;SG	PROPN
گریز	fuyant	گریز	fuir	N;SG	V;PRS;V.PTCP
گریز	échapper	گریز	échapper	N;SG	V;NFIN
عمود	perpendiculairement	عمود	perpendiculairement	N;SG	ADV
عمود	perpendiculaire	عمود	perpendiculaire	N;SG	ADJ;MASC;SG
کاظمی	kazemi	کاظمی	kazemi	N;SG	PROPN
مجاری	hongroise	مجاری	hongrois	N;SG	ADJ;FEM;SG
مجاری	hongroises	مجاری	hongrois	N;SG	ADJ;FEM;PL
مجاری	hongrois	مجاری	hongrois	N;SG	ADJ;MASC;SG
صبا	saba	صبا	saba	N;SG	PROPN
تعبیه	ancrer	تعبیه	ancrer	N;SG	V;NFIN
گله	bovins	گله	bovin	N;SG	N;MASC;PL
دومینیکن	dominicain	دومینیکن	dominicain	ADJ;RL	N;MASC;SG
تفلیس	tbilissi	تفلیس	tbilissi	N;SG	PROPN
موی	cheveux	مو	cheveu	N;SG	N;MASC;PL
موی	mui	مو	mui	N;SG	
ظروف	vaisselle	ظرف	vaisselle	N;PL	N;FEM;SG
هورمون	hormonaux	هورمون	hormonal	N;SG	ADJ;MASC;PL
بلخ	balkh	بلخ	balkh	N;SG	PROPN
بیرمنگام	birmingham	بیرمنگام	birmingham	N;SG	PROPN
پستان	mamelons	پستان	mamelon	N;SG	N;MASC;PL
پستان	mammaire	پستان	mammaire	N;SG	ADJ;FEM;SG
پستان	seins	پستان	sein	N;SG	N;MASC;PL
راهبردی	stratégique	راهبرد	stratégique	N;SG	ADJ;MASC;SG
راهبردی	stratégiques	راهبرد	stratégique	N;SG	ADJ;MASC;PL
پرسنل	personnel	پرسنل	personnel	N;PL	N;MASC;SG
غلام	gholam	غلام	gholam	N;SG	PROPN
غلام	ghulam	غلام	ghulam	N;SG	PROPN
مارکس	marquez	None	marquer	N;SG	V;IMP;PL;2;PRS;FIN
مارکس	marx	None	marx	N;SG	PROPN
مارکس	marks	None	mark	N;SG	N;MASC;PL
مارکس	marques	None	marque	N;SG	N;FEM;PL
هاینریش	heinrich	هاینریش	heinrich	N;SG	PROPN
افق	horizons	افق	horizon	N;SG	N;MASC;PL
آرمسترانگ	armstrong	None	armstrong	N;SG	PROPN
خاستگاه	origines	None	origine	N;SG	N;FEM;PL
برنارد	bernard	رفت#رن	bernard	N;SG	PROPN
آجری	briques	آجری	brique	N;SG	N;FEM;PL
لئو	léo	لئو	léo	N;SG	PROPN
لئو	leo	لئو	leo	N;SG	PROPN
سکوی	plate	سکوی	plat	N;SG	ADJ;FEM;SG
سکوی	plateformes	سکوی	plateforme	N;SG	N;FEM;PL
گیل	gill	گیل	gill	N;SG	PROPN
گیل	gil	گیل	gil	N;SG	PROPN
گیل	gail	گیل	gail	N;SG	PROPN
آتلانتا	atlanta	آتلانتا	atlanta	N;SG	PROPN
دایر	dyer	دایر	dyer	ADJ	PROPN
سانتیاگو	santiago	سانتیاگو	santiago	N;SG	PROPN
وعده	promesses	وعده	promesse	N;SG	N;FEM;PL
وعده	promesses	وعده	promesse	N;SG	N;FEM;PL
وعده	promettre	وعده	promettre	N;SG	V;NFIN
وعده	promis	وعده	promettre	N;SG	V;MASC;SG;PST;V.PTCP
وعده	promets	وعده	promet	N;SG	V;IMP;PL;1;PRS;FIN
بشکه	fûts	بشکه	fût	N;SG	N;MASC;PL
بشکه	bidons	بشکه	bidon	N;SG	N;MASC;PL
بشکه	barils	بشکه	baril	N;SG	N;MASC;PL
بشکه	tonneaux	بشکه	tonneau	N;SG	N;MASC;PL
فاکتور	reçus	فاکتور	recevoir	N;SG	V;MASC;PL;PST;V.PTCP
فاکتور	recettes	فاکتور	recette	N;SG	N;FEM;PL
فاکتور	factor	فاکتور	factor	N;SG	PROPN
وگاس	vegas	وگاس	vegas	N;SG	PROPN
هندوراس	honduras	هندوراس	hondura	N;SG	PROPN
بیننده	téléspectateurs	بیننده	téléspectateur	N;SG	N;MASC;PL
بیننده	spectateurs	بیننده	spectateur	N;SG	N;MASC;PL
عتیق	atiq	عتیق	atiq	N;SG	PROPN
عبدالعزیز	abdulaziz	عبدالعزیز	abdulaziz	N;SG	PROPN
باس	bos	باس	bos	N;SG	PROPN
باس	basse	باس	bas	N;SG	ADJ;FEM;SG
باس	bass	باس	bass	N;SG	PROPN
باس	bas	باس	bas	N;SG	ADJ;MASC;SG
نصر	nasr	نصر	nasr	N;SG	PROPN
هوگو	hugo	هوگو	hugo	N;SG	PROPN
خودی	amicale	خودی	amical	N;SG	ADJ;FEM;SG
خودی	sympathique	خودی	sympathique	N;SG	ADJ;MASC;SG
خودی	convivial	خودی	convivial	N;SG	ADJ;MASC;SG
خودی	amical	خودی	amical	N;SG	ADJ;MASC;SG
گشایش	facilité	گشایش	faciliter	N;SG	V;FEM;SG;PST;V.PTCP
اوگاندا	ouganda	اوهاندا	ougander	N;SG	PROPN
نوآوری	innovations	None	innovation	N;SG	N;FEM;PL
نوآوری	innove	None	innover	N;SG	V;IND;SG;3;PRS;FIN
نوآوری	innover	None	innover	N;SG	V;NFIN
شر	cher	شر	cher		ADJ;MASC;SG
شر	sher	شر	sher		PROPN
شر	diaboliques	شر	diabolique		ADJ;MASC;PL
شر	mal	شر	mal		ADV
شر	evil	شر	evil		PROPN
شر	diabolique	شر	diabolique		ADJ;MASC;SG
لنین	lénine	لنین	lénine	N;SG	PROPN
نیوتن	newton	نیوتن	newton	N;SG	PROPN
گوگنهایم	guggenheim	گوگن	guggenheim	N;PL	N;MASC;SG
کنده	conde	None	conde	V;SG;3;V.PTCP	PROPN
کنده	condé	None	conder	V;SG;3;V.PTCP	PROPN
کنده	souche	None	souche	V;SG;3;V.PTCP	N;FEM;SG
بنجامین	benjamin	بنجامین	benjamin	N;SG	PROPN
همیلتون	hamilton	همیلتون	hamilton	N;SG	PROPN
گرانشی	gravitationnelle	گرانشی	gravitationnel	N;SG	ADJ;FEM;SG
آنری	henri	آنری	henri	N;SG	PROPN
آنری	henri	آنری	henri	N;SG	PROPN
آنری	henry	آنری	henry	N;SG	PROPN
دوش	douches	None	douche	N;SG	N;FEM;PL
دوش	douches	None	douche	N;SG	N;FEM;PL
دوش	averses	None	averse	N;SG	N;FEM;PL
قیر	goudrons	قیر	goudron	N;SG	N;MASC;PL
خرگوش	lapins	خرگوش	lapin	N;SG	N;MASC;PL
خرگوش	lapins	خرگوش	lapin	N;SG	N;MASC;PL
خرگوش	rabbit	خرگوش	rabbit	N;SG	PROPN
طالب	désirs	None	désir	N;SG	N;MASC;PL
طالب	désirer	None	désirer	N;SG	V;NFIN
طالب	désirs	None	désir	N;SG	N;MASC;PL
فردیناند	ferdinand	فردیناند	ferdinand	N;SG	PROPN
صرفه	frugal	صرفه	frugal	N;SG	ADJ;MASC;SG
صرفه	économe	صرفه	économe	N;SG	ADJ;MASC;SG
تد	ted	تد	ted	N;SG	PROPN
لیون	lyon	لیون	lyon	N;SG	PROPN
لیون	león	لیون	león	N;SG	PROPN
لیون	leon	لیون	leon	N;SG	PROPN
اسکان	colonisation	اسکان	colonisation	N;PL	N;FEM;SG
اسکان	colonialisme	اسکان	colonialisme	N;PL	N;MASC;SG
ارز	évalués	ارز	évaluer	N;SG	V;MASC;PL;PST;V.PTCP
ارز	apprécié	ارز	apprécier	N;SG	V;MASC;SG;PST;V.PTCP
انتگرال	intégral	انتگرال	intégral	N;SG	ADJ;MASC;SG
انتگرال	intégrale	انتگرال	intégral	N;SG	ADJ;FEM;SG
انتگرال	intégrales	انتگرال	intégral	N;SG	ADJ;FEM;PL
تایپ	taper	تایپ	taper	N;SG	V;NFIN
تایپ	tapez	تایپ	tape	N;SG	V;IMP;PL;2;PRS;FIN
تایپ	taper	تایپ	taper	N;SG	V;NFIN
بخارا	boukhara	بخارا	boukhara	N;SG	PROPN
رخدادهای	contrecoup	رخداد	contrecoup	N;PL	N;MASC;SG
صلاح	salah	None	salah	N;SG	PROPN
نوشیدنی	boissons	نوشیدنی	boisson	N;SG	N;FEM;PL
قانع	persuadé	None	persuader	ADJ	V;MASC;SG;PST;V.PTCP
قانع	convaincue	None	convaincre	ADJ	V;FEM;SG;PST;V.PTCP
قانع	convaincu	None	convaincre	ADJ	V;MASC;SG;PST;V.PTCP
قانع	convaincus	None	convaincre	ADJ	V;MASC;PL;PST;V.PTCP
فیبر	fibres	None	fibre	N;SG	N;FEM;PL
کارناتاکا	karnataka	کارناتاکا	karnataka	N;SG	PROPN
حیدرآباد	hyderabad	حیدرآباد	hyderabad	N;SG	PROPN
جذاب	cute	None	cute	ADJ	INTJ
جذاب	attirant	None	attirer	ADJ	V;PRS;V.PTCP
پارتی	parti	پارت	partir	N;SG	V;MASC;SG;PST;V.PTCP
جولای	weaver	جولا	weaver	N;SG	PROPN
مداخله	intervenir	مداخله	intervenir	N;SG	V;NFIN
مداخله	intervenant	مداخله	intervenir	N;SG	V;PRS;V.PTCP
مداخله	intervenir	مداخله	intervenir	N;SG	V;NFIN
مداخله	interférences	مداخله	interférence	N;SG	N;FEM;PL
صحرا	sahra	None	sahra	N;SG	PROPN
صحرا	désertique	None	désertique	N;SG	ADJ;MASC;SG
مولداوی	moldova	مولداوی	moldova	N;SG	PROPN
مولداوی	moldavie	مولداوی	moldavie	N;SG	PROPN
علیزاده	alizadeh	علیزاده	alizadeh	N;SG	PROPN
کوفه	kufa	کوفه	kufa	N;SG	
واکر	walker	واکر	walker	N;SG	PROPN
ذخایر	réserve	ذخیره	réserve	N;PL	N;FEM;SG
کمپ	camps	کمپ	camp	N;SG	N;MASC;PL
مول	moll	مول	moll	N;SG	PROPN
مول	mol	مول	mol	N;SG	
سوری	syrien	سوری	syrien	N;SG	ADJ;MASC;SG
سوری	syrienne	سوری	syrien	N;SG	ADJ;FEM;SG
سوری	syriens	سوری	syrien	N;SG	ADJ;MASC;PL
سوری	suri	سوری	suri	N;SG	PROPN
نجومی	astronomiques	نجومی	astronomique	N;SG	ADJ;MASC;PL
نجومی	astronomique	نجومی	astronomique	N;SG	ADJ;MASC;SG
مجروح	blessé	مجروح	blesser	N;SG	V;MASC;SG;PST;V.PTCP
مجروح	blessée	مجروح	blessé	N;SG	V;FEM;SG;PST;V.PTCP
مجروح	blessées	مجروح	blesser	N;SG	V;FEM;PL;PST;V.PTCP
مجروح	blessés	مجروح	blesser	N;SG	V;MASC;PL;PST;V.PTCP
مجروح	lésée	مجروح	léser	N;SG	V;FEM;SG;PST;V.PTCP
مجروح	blessé	مجروح	blesser	N;SG	V;MASC;SG;PST;V.PTCP
مجروح	blessée	مجروح	blessé	N;SG	V;FEM;SG;PST;V.PTCP
مجروح	blessées	مجروح	blesser	N;SG	V;FEM;PL;PST;V.PTCP
مجروح	blessés	مجروح	blesser	N;SG	V;MASC;PL;PST;V.PTCP
بارندگی	pleut	بارندگی	pleuvoir	N;SG	V;IND;SG;3;PRS;FIN
بارندگی	précipitations	بارندگی	précipitation	N;SG	N;FEM;PL
جهش	sauter	None	sauter	N;SG	V;NFIN
جهش	saute	None	sauter	N;SG	V;IND;SG;3;PRS;FIN
جهش	sauts	None	saut	N;SG	N;MASC;PL
جهش	mutations	None	mutation	N;SG	N;FEM;PL
جهش	bondir	None	bondir	N;SG	V;NFIN
زید	zaid	None	zaid	N;SG	PROPN
زید	zayd	None	zayd	N;SG	PROPN
پیشرو	progressiste	None	progressiste	N;SG	ADJ;MASC;SG
پیشرو	progressifs	None	progressif	N;SG	ADJ;MASC;PL
پیشرو	progressif	None	progressif	N;SG	ADJ;MASC;SG
پیشرو	graduel	None	graduel	N;SG	ADJ;MASC;SG
پیشرو	progressive	None	progressif	N;SG	ADJ;FEM;SG
مان	mun	ما	mun	PRO;PL;1	PROPN
مان	mann	ما	mann	PRO;PL;1	PROPN
تبریک	féliciter	تبریک	féliciter	N;SG	V;NFIN
تبریک	félicite	تبریک	féliciter	N;SG	ADJ;MASC;SG
تبریک	félicitations	تبریک	félicitation	N;SG	N;FEM;PL
تبریک	bravo	تبریک	bravo	N;SG	INTJ
تبریک	félicitations	تبریک	félicitation	N;SG	N;FEM;PL
بروکسل	bruxelles	بروکسل	bruxelle	N;SG	ADJ;MASC;PL
بروکسل	bruxelles	بروکسل	bruxelle	N;SG	ADJ;MASC;PL
رشید	rashid	رشید	rashid	N;SG	PROPN
رشید	rachid	رشید	rachid	N;SG	PROPN
لب	lèvres	لب	lèvre	N;SG	N;FEM;PL
لب	lèvres	لب	lèvre	N;SG	N;FEM;PL
حج	hadj	حج	hadj	N;SG	PROPN
رونالد	ronald	رونالد	ronald	N;SG	PROPN
سرخس	bracken	سرخس	bracken	N;SG	PROPN
سرخس	fougères	سرخس	fougère	N;SG	N;FEM;PL
سرخس	fern	سرخس	fern	N;SG	PROPN
برزیلی	brésilien	برزیلی	brésilien	N;SG	ADJ;MASC;SG
برزیلی	brésilienne	برزیلی	brésilien	N;SG	ADJ;FEM;SG
برزیلی	brésiliens	برزیلی	brésilien	N;SG	ADJ;MASC;PL
برزیلی	brésiliennes	برزیلی	brésilien	N;SG	ADJ;FEM;PL
ابزارها	outillage	ابزار	outillage	N;PL	N;MASC;SG
بتمن	batman	بتمن	batman	N;SG	PROPN
جد	jed	None	jed	N;SG	PROPN
متیل	méthyl	متیل	méthyl	N;SG	PROPN
تعلیق	sursis	تعلیق	sursis	N;SG	V;MASC;SG;PST;V.PTCP
تعلیق	suspendre	تعلیق	suspendre	N;SG	V;NFIN
تعلیق	suspendu	تعلیق	suspendre	N;SG	V;MASC;SG;PST;V.PTCP
تعلیق	suspensions	تعلیق	suspension	N;SG	N;FEM;PL
تعلیق	suspens	تعلیق	suspens	N;SG	ADJ;MASC;SG
مبادله	échanger	مبادله	échanger	N;SG	V;NFIN
مبادله	échanger	مبادله	échanger	N;SG	V;NFIN
غارهای	grotte	غار	grotte	N;PL	N;FEM;SG
سواری	chevaucher	سواری	chevaucher	N;SG	V;NFIN
دوشیزه	mademoiselle	دوشیزه	Monsieur	N;SG	ADJ;FEM;SG
دوشیزه	virginis	دوشیزه	virgini	N;SG	PROPN
دودویی	binaire	دودویی	binaire	N;SG	ADJ;MASC;SG
دودویی	exécutable	دودویی	exécutable	N;SG	ADJ;MASC;SG
دودویی	binaires	دودویی	binaire	N;SG	N;MASC;PL
دیابت	diabétique	دیابت	diabétique	N;SG	ADJ;MASC;SG
دیابت	diabétiques	دیابت	diabétique	N;SG	ADJ;MASC;PL
دیابت	diabétique	دیابت	diabétique	N;SG	ADJ;MASC;SG
معرفت	connaissances	معرفت	connaissance	N;SG	N;FEM;PL
معرفت	savoirs	معرفت	savoir	N;SG	N;MASC;PL
معرفت	savoir	معرفت	savoir	N;SG	V;NFIN
شانه	épaules	شانه	épaule	N;SG	N;FEM;PL
تورین	thorin	تورین	thorin	N;SG	PROPN
تورین	turin	تورین	turin	N;SG	PROPN
عامیانه	argot	عامیانه	argot	ADV	N;MASC;SG
چندگانه	plusieurs	چندگانه	plusieurs	ADJ	PRO;PL
کریمه	crimée	کریمه	crimer	N;SG	V;FEM;SG;PST;V.PTCP
کریمه	crimée	کریمه	crimer	N;SG	V;FEM;SG;PST;V.PTCP
آرشیو	archivage	آرشیو	archivage	N;PL	N;MASC;SG
آرشیو	archiver	آرشیو	archiver	N;PL	V;NFIN
آرشیو	archive	آرشیو	archive	N;PL	N;FEM;SG
علف	hay	None	hay	N;SG	PROPN
علف	graminées	None	graminée	N;SG	V;FEM;PL;PST;V.PTCP
علف	weed	None	weedtre	N;SG	PROPN
ناپل	naples	ناپل	naple	N;SG	PROPN
بازگشتی	récursivement	بازگشتی	récursivement	N;SG	ADV
بازگشتی	récursif	بازگشتی	récursif	N;SG	ADJ;MASC;SG
فرناندو	fernando	فرناندو	fernando	N;SG	PROPN
کاوش	explorant	کاوش	explorer	N;SG	V;PRS;V.PTCP
کاوش	explorer	کاوش	explorer	N;SG	V;NFIN
کاوش	découvrir	کاوش	découvrir	N;SG	V;NFIN
کاوش	explorer	کاوش	explorer	N;SG	V;NFIN
زایمان	livraisons	زایمان	livraison	N;SG	N;FEM;PL
زایمان	accouchements	زایمان	accouchement	N;SG	N;MASC;PL
بازده	rendements	بازده	rendement	N;SG	N;MASC;PL
چاد	tchadien	چاد	tchadien	N;SG	ADJ;MASC;SG
چاد	chad	چاد	chad	N;SG	PROPN
اشک	déchirer	None	déchirer	N;SG	V;NFIN
اشک	larmes	None	larme	N;SG	N;FEM;PL
اشک	pleurs	None	pleur	N;SG	N;MASC;PL
پیک	piques	پیک	pique	N;SG	N;FEM;PL
پیک	pique	پیک	pique	N;SG	ADJ;FEM;SG
تان	tan	شما	tan	PRO;PL;2	
تان	bronzage	شما	bronzage	PRO;PL;2	N;MASC;SG
تان	bronzé	شما	bronzé	PRO;PL;2	ADJ;MASC;SG
تان	tân	شما	tân	PRO;PL;2	PROPN
یخچال	réfrigérateurs	یخچال	réfrigérateur	N;SG	N;MASC;PL
یخچال	congélateurs	یخچال	congélateur	N;SG	N;MASC;PL
خشمگین	furieux	خشمگین	furieux	N;SG	ADJ;MASC;SG
خشمگین	furieuse	خشمگین	furieux	N;SG	ADJ;FEM;SG
خشمگین	énervé	خشمگین	énervé	N;SG	V;MASC;SG;PST;V.PTCP
خشمگین	furieux	خشمگین	furieux	N;SG	ADJ;MASC;SG
خشمگین	furieuse	خشمگین	furieux	N;SG	ADJ;FEM;SG
خشمگین	fâché	خشمگین	fâcher	N;SG	V;MASC;SG;PST;V.PTCP
حسی	sensorielles	None	sensoriel	N;SG	ADJ;FEM;PL
حسی	sensoriel	None	sensoriel	N;SG	ADJ;MASC;SG
حسی	sensorielle	None	sensoriel	N;SG	ADJ;FEM;SG
حسی	sensoriels	None	sensoriel	N;SG	ADJ;MASC;PL
براین	bryan	براین	bryan	ADP	PROPN
براین	brian	براین	brian	ADP	PROPN
لوکس	lux	لوکس	lux	N;SG	
