les	the	le	the	DET;DEF;PL	PROPN
shakespeare	shakespeare	shakespear	shakespeare	N;MASC;SG	PROPN
masters	masters	master	masters	N;MASC;PL	PROPN
masters	master	master	master	N;MASC;PL	PROPN
coureurs	pembalap	coureur	penbalap	N;MASC;PL	N;SG
coureurs	penunggang	coureur	pentunggang	N;MASC;PL	N;SG
coureurs	pengendara	coureur	penkendara	N;MASC;PL	N;SG
coureurs	pelari	coureur	pelari	N;MASC;PL	N;SG
extraits	ekstrak	extraire	ekstrak	V;MASC;PL;PST;V.PTCP	N;SG
extraits	mengekstrak	extraire	menkekstrak	V;MASC;PL;PST;V.PTCP	V;SG;ACT
rencontré	met	rencontrer	met	V;MASC;SG;PST;V.PTCP	PROPN
cadet	taruna	cadet	taruna	N;MASC;SG	PROPN
tribune	tribune	tribune	tribune	N;FEM;SG	PROPN
tribune	rostrum	tribune	rostrum	N;FEM;SG	PROPN
hip	hip	hip	hip	N;MASC;SG	PROPN
lightgrey	lightgrey	lightgrey	lightgrey	PROPN	PROPN
down	turun	down	turun	PROPN	V;SG;ACT
down	down	down	down	PROPN	PROPN
down	turunkan	down	turunkan	PROPN	V;SG;ACT
pau	pau	pau	pau	PROPN	PROPN
mineurs	penambang	mineur	pentambang	N;MASC;PL	N;SG
dei	dei	dei	dei	PROPN	PROPN
commis	panitera	commettre	panitera	V;MASC;SG;PST;V.PTCP	N;SG
bobby	bobby	bobby	bobby	PROPN	PROPN
opposant	lawan	opposer	lawan	V;PRS;V.PTCP	N;SG;ACT
opposant	lawannya	opposer	lawan	V;PRS;V.PTCP	N;SG
dangereux	berbahaya	dangereux	berbahaya	ADJ;MASC;SG	V;SG;ACT
dangereux	berbahaya	dangereux	berbahaya	ADJ;MASC;SG	V;SG;ACT
modes	moda	mode	moda	N;MASC;PL	N;SG
modes	mode	mode	mode	N;MASC;PL	PROPN
robinson	robinson	robinson	robinson	PROPN	N
usines	pabrik	usine	pabrik	N;FEM;PL	N;SG
panneau	menandatangani	panneau	mentandatangani	N;MASC;SG	V;SG;ACT
pomme	apple	pomme	apple	N;FEM;SG	PROPN
inscriptions	pendaftaran	inscription	pendaftaran	N;FEM;PL	N;SG
nil	nil	nil	nil	N;MASC;SG	PROPN
nil	nil	nil	nil	N;MASC;SG	PROPN
rosa	rosa	rosa	rosa	PROPN	PROPN
bologne	bologna	bologne	bologna	PROPN	PROPN
seed	biji	seed	biji	PROPN	N;SG
seed	benih	seed	benih	PROPN	N;SG
seed	seed	seed	seed	PROPN	PROPN
seed	bibit	seed	bibit	PROPN	N;SG
saga	saga	saga	saga	N;FEM;SG	PROPN
salvador	salvador	salvador	salvador	N;MASC;SG	PROPN
volant	flying	volant	flying	N;MASC;SG	PROPN
volant	menerbangkan	volant	menterbangkan	N;MASC;SG	V;SG;ACT
textcolor	textcolor	textcolor	textcolor	PROPN	PROPN
dents	gigi	dent	gigi	N;FEM;PL	N;SG
dents	giginya	dent	gigi	N;FEM;PL	N;SG
dents	gigi	dent	gigi	N;FEM;PL	N;SG
dents	penyok	dent	pensok	N;FEM;PL	PROPN;SG
australienne	aussie	australien	aussie	ADJ;FEM;SG	PROPN
australienne	australian	australien	australian	ADJ;FEM;SG	PROPN
australienne	australia	australien	australia	ADJ;FEM;SG	PROPN;SG
may	may	may	may	PROPN	PROPN
may	mei	may	mei	PROPN	PROPN;SG
algérien	aljazair	algérien	aljazair	ADJ;MASC;SG	N
tommy	tommy	tommy	tommy	PROPN	PROPN
ports	harbours	port	harbours	N;MASC;PL	PROPN
ports	pelabuhan	port	penlabuhan	N;MASC;PL	N;SG
ports	port	port	port	N;MASC;PL	PROPN
indes	india	inde	india	N;FEM;PL	PROPN
terry	terry	terry	terry	PROPN	PROPN
mardi	selasa	mardi	selasa	N;MASC;SG	
sprint	sprint	sprint	sprint	N;MASC;SG	PROPN
infrastructures	prasarana	infrastructure	prasarana	N;FEM;PL	N;SG
infrastructures	infrastruktur	infrastructure	infrastruktur	N;FEM;PL	N;SG
matthew	matius	matthew	matius	PROPN	PROPN
matthew	matthew	matthew	matthew	PROPN	PROPN
fabrique	pabrik	fabrique	pabrik	ADJ;FEM;SG	N;SG
fabrique	fabrique	fabrique	fabrique	ADJ;FEM;SG	PROPN
arte	arte	arte	arte	PROPN	PROPN
voter	vote	voter	vote	V;NFIN	PROPN
voter	suara	voter	suara	V;NFIN	PROPN;SG
voter	voting	voter	voting	V;NFIN	PROPN;SG
voter	voting	voter	voting	V;NFIN	PROPN;SG
décède	die	décéder	die	V;IND;SG;3;PRS;FIN	PROPN
décède	dies	décéder	dies	V;IND;SG;3;PRS;FIN	PROPN
diplomate	diplomatis	diplomate	diplomatis	N;MASC;SG	ADJ
maternelle	keibuan	maternel	keibuan	ADJ;FEM;SG	N;SG
maternelle	tk	maternel	tk	ADJ;FEM;SG	PROPN
maternelle	prasekolah	maternel	prasekolah	ADJ;FEM;SG	N
maternelle	tk	maternel	tk	ADJ;FEM;SG	PROPN
relatif	relatif	relatif	relatif	ADJ;MASC;SG	ADV;SG
journées	days	journée	days	N;FEM;PL	PROPN
journées	hari	journée	hari	N;FEM;PL	N;SG
sommets	puncak	sommet	puncak	N;MASC;PL	N;SG
urbaines	urban	urbain	urban	ADJ;FEM;PL	PROPN
urbaines	perkotaan	urbain	perkotaan	ADJ;FEM;PL	N;SG
écologique	ekologi	écologique	ekologi	ADJ;MASC;SG	N;SG
joan	joan	joan	joan	PROPN	PROPN
profondément	mendalam	profondément	mendalam	ADV	V;SG;ACT
sentiment	merasa	sentiment	menrasa	N;MASC;SG	V;SG;ACT
sentiment	feeling	sentiment	feeling	N;MASC;SG	PROPN
théodore	theodore	théodore	theodore	N;MASC;SG	PROPN
architectes	architect	architecte	architect	N;MASC;PL	PROPN
architectes	arsitek	architecte	arsitek	N;MASC;PL	N;SG
architectes	arsitek	architecte	arsitek	N;MASC;PL	N;SG
transformer	transformasi	transformer	transformasi	V;NFIN	N;SG
transformer	transformasi	transformer	transformasi	V;NFIN	N;SG
médical	kedokteran	médical	kedokteran	ADJ;MASC;SG	N;SG
médical	medis	médical	medis	ADJ;MASC;SG	N;SG
médical	medical	médical	medical	ADJ;MASC;SG	PROPN
publiées	dipublikasikan	publier	dipublikasikan	V;FEM;PL;PST;V.PTCP	V;SG;PASS
publiées	diterbitkan	publier	diterbitkan	V;FEM;PL;PST;V.PTCP	V;SG;PASS
publiées	terbitkan	publier	terbitkan	V;FEM;PL;PST;V.PTCP	V;SG;PASS
modeste	humble	modeste	humble	ADJ;MASC;SG	PROPN
modeste	pns	modeste	pns	ADJ;MASC;SG	N;SG
modeste	modeste	modeste	modeste	ADJ;MASC;SG	N
fantôme	ghost	fantôme	ghost	N;MASC;SG	PROPN
fantôme	phantom	fantôme	phantom	N;MASC;SG	PROPN
animé	animasi	animer	animasi	V;MASC;SG;PST;V.PTCP	N
animé	animasi	animer	animasi	V;MASC;SG;PST;V.PTCP	N
animé	anime	animer	anime	V;MASC;SG;PST;V.PTCP	N
animé	lively	animer	lively	V;MASC;SG;PST;V.PTCP	PROPN
ludwig	ludwig	ludwig	ludwig	PROPN	PROPN
marchands	pedagang	marchand	pedagang	N;MASC;PL	N;SG
dérivé	turunan	dériver	turunan	V;MASC;SG;PST;V.PTCP	N;SG
marcus	marcus	marcus	marcus	PROPN	PROPN
ottoman	ottoman	ottoman	ottoman	ADJ;MASC;SG	PROPN
ottoman	utsmaniyah	ottoman	utsmaniyah	ADJ;MASC;SG	N
universal	universal	universal	universal	PROPN	ADJ
imaginaire	fantasi	imaginaire	fantasi	ADJ;MASC;SG	N
imaginaire	fantasy	imaginaire	fantasy	ADJ;MASC;SG	PROPN
imaginaire	imajiner	imaginaire	imajiner	ADJ;MASC;SG	N;SG
lens	lens	lens	lens	N;MASC;SG	PROPN
bucarest	bucharest	bucarest	bucharest	PROPN	PROPN
bucarest	bukares	bucarest	bukares	PROPN	PROPN
passée	past	passer	past	V;FEM;SG;PST;V.PTCP	PROPN
interventions	pidato	intervention	pidato	N;FEM;PL	N;SG
collectivités	komunitas	collectivité	komunitas	N;FEM;PL	N;SG
nage	berenang	nage	berrenang	N;FEM;SG	PROPN;SG;ACT
arizona	arizona	arizona	arizona	PROPN	PROPN
nuls	nol	nul	nol	ADJ;MASC;PL	
nuls	null	nul	null	ADJ;MASC;PL	PROPN
satellites	satelit	satellite	satelit	N;MASC;PL	N;SG
mâles	jantan	mâle	jantan	N;MASC;PL	N;SG
wrestling	bergulat	wrestling	bergulat	N;MASC;SG	V;SG;ACT
wrestling	wrestling	wrestling	wrestling	N;MASC;SG	PROPN
commerciales	komersial	commercial	komersial	ADJ;FEM;PL	ADJ;SG
commerciales	komersil	commercial	komersil	ADJ;FEM;PL	N;SG
resta	resta	rester	resta	V;IND;SG;3;PST;FIN	PROPN
chants	anya	chant	anya	N;MASC;PL	
gratte	skyscraper	gratte	skyscraper	N;FEM;SG	PROPN
heart	heart	heart	heart	N;MASC;SG	PROPN
déclin	menolak	déclin	mentolak	N;MASC;SG	V;SG;ACT
thermique	thermal	thermique	thermal	ADJ;MASC;SG	N
thermique	termal	thermique	termal	ADJ;MASC;SG	N;SG
thermique	heat	thermique	heat	ADJ;MASC;SG	PROPN
thermique	panasnya	thermique	panas	ADJ;MASC;SG	N;SG
réformes	reformasi	réforme	reformasi	N;FEM;PL	N;SG
réformes	reformasi	réforme	reformasi	N;FEM;PL	N;SG
pôles	kutub	pôle	kutub	N;MASC;PL	N;SG
pôles	galah	pôle	galah	N;MASC;PL	N;SG
partenaires	rekanan	partenaire	rekanan	N;MASC;PL	N;SG
partenaires	mitra	partenaire	mitra	N;MASC;PL	N;SG
partenaires	partner	partenaire	partner	N;MASC;PL	PROPN
partenaires	mitra	partenaire	mitra	N;MASC;PL	N;SG
partenaires	pasangan	partenaire	pasangan	N;MASC;PL	N;SG
partenaires	rekan	partenaire	rekan	N;MASC;PL	N;SG
tchécoslovaquie	cekoslowakia	tchécoslovaquie	cekoslowakia	N;FEM;SG	PROPN
devise	motto	devise	motto	N;FEM;SG	PROPN
devise	moto	devise	moto	N;FEM;SG	PROPN
finir	finish	finir	finish	V;NFIN	PROPN
annie	annie	annie	annie	N;FEM;SG	PROPN
limiter	batas	limiter	batas	V;NFIN	N;SG
limiter	limit	limiter	limit	V;NFIN	PROPN
limiter	pembatasan	limiter	penbatasan	V;NFIN	N;SG
sons	suara	son	suara	N;MASC;PL	PROPN;SG
sons	bunyi	son	bunyi	N;MASC;PL	N;SG
sons	kedengarannya	son	kedengaran	N;MASC;PL	N;SG
sons	sounds	son	sounds	N;MASC;PL	PROPN
sons	bunyinya	son	bunyi	N;MASC;PL	N;SG
sons	sons	son	sons	N;MASC;PL	PROPN
circuits	sirkuit	circuit	sirkuit	N;MASC;PL	N;SG
circuits	tours	circuit	tours	N;MASC;PL	PROPN
circuits	tour	circuit	tour	N;MASC;PL	PROPN
circuits	wisata	circuit	wisata	N;MASC;PL	N;SG
mono	mono	mono	mono	N;MASC;SG	PROPN
clinique	klinik	clinique	klinik	ADJ;FEM;SG	N;SG
clinique	klinis	clinique	klinis	ADJ;FEM;SG	N;SG
pennsylvanie	pennsylvania	pennsylvanie	pennsylvania	N;FEM;SG	PROPN
gouvernements	pemerintah	gouvernement	penperintah	N;MASC;PL	N;SG
gouvernements	pemerintahan	gouvernement	penperintahan	N;MASC;PL	N;SG
gouvernements	pemerintah	gouvernement	penperintah	N;MASC;PL	N;SG
gouvernements	pemerintahan	gouvernement	penperintahan	N;MASC;PL	N;SG
cirque	cirque	cirque	cirque	N;MASC;SG	PROPN
cirque	circus	cirque	circus	N;MASC;SG	PROPN
eddie	eddie	eddie	eddie	PROPN	PROPN
progression	progress	progression	progress	N;FEM;SG	PROPN
cooper	cooper	cooper	cooper	PROPN	PROPN
intégrée	terpadu	intégrer	terpadu	V;FEM;SG;PST;V.PTCP	PROPN;SG;PASS
intégrée	sematan	intégrer	sematan	V;FEM;SG;PST;V.PTCP	N;SG
vichy	vichy	vichy	vichy	N;MASC;SG	PROPN
tendances	trend	tendance	trend	N;FEM;PL	PROPN;SG
tendances	kecenderungan	tendance	kecenderungan	N;FEM;PL	N;SG
tendances	tren	tendance	tren	N;FEM;PL	N;SG
dick	dick	dick	dick	PROPN	PROPN
remplaçant	pengganti	remplacer	penganti	V;PRS;V.PTCP	N;SG
remplaçant	pengganti	remplacer	penganti	V;PRS;V.PTCP	N;SG
remplaçant	penggantian	remplacer	pengantian	V;PRS;V.PTCP	N;SG
électeurs	pemilih	électeur	penpilih	N;MASC;PL	N;SG
électeurs	pemilih	électeur	penpilih	N;MASC;PL	N;SG
simone	simone	simone	simone	N;FEM;SG	PROPN
thompson	thompson	thompson	thompson	PROPN	PROPN
variantes	varian	variante	varian	N;FEM;PL	N;SG
variantes	variasi	variante	variasi	N;FEM;PL	N;SG
aéronautique	aeronautics	aéronautique	aeronautics	ADJ;MASC;SG	PROPN
aéronautique	aéronautique	aéronautique	aéronautique	ADJ;MASC;SG	PROPN
aéronautique	aeronautical	aéronautique	aeronautical	ADJ;MASC;SG	N
aéronautique	dirgantara	aéronautique	dirgantara	ADJ;MASC;SG	N
aéronautique	aerospace	aéronautique	aerospace	ADJ;MASC;SG	PROPN
aéronautique	aviation	aéronautique	aviation	ADJ;MASC;SG	PROPN
aéronautique	penerbangan	aéronautique	penterbangan	ADJ;MASC;SG	N;SG
aéronautique	aviasi	aéronautique	aviasi	ADJ;MASC;SG	N
rochelle	rochelle	rochelle	rochelle	N;FEM;SG	PROPN
aigle	eagle	aigle	eagle	N;MASC;SG	PROPN
aigle	aigle	aigle	aigle	N;MASC;SG	PROPN
salariés	karyawan	salarié	karyawan	V;MASC;PL;PST;V.PTCP	N;MASC;SG
namur	namur	namur	namur	PROPN	PROPN
pen	pen	pen	pen	N;MASC;SG	PROPN
pen	pena	pen	pena	N;MASC;SG	PROPN;SG
gravure	terbakar	gravure	terbakar	N;FEM;SG	V;SG;PASS
gravure	membakar	gravure	menbakar	N;FEM;SG	V;SG;ACT
gravure	burning	gravure	burning	N;FEM;SG	PROPN
gravure	gravure	gravure	gravure	N;FEM;SG	PROPN
corriger	koreksi	corriger	koreksi	V;NFIN	N;SG
corriger	betulkan	corriger	betulkan	V;NFIN	ADJ;SG
rangs	peringkat	rang	peringkat	N;MASC;PL	N;SG
rangs	pangkat	rang	pangkat	N;MASC;PL	N;SG
rangs	barisan	rang	barisan	N;MASC;PL	N;SG
rangs	jajaran	rang	jajaran	N;MASC;PL	N;SG
rangs	baris	rang	baris	N;MASC;PL	N;SG
comprends	pahamilah	comprendre	pahami	V;IMP;SG;1;PRS;FIN	PROPN
comprends	mengerti	comprendre	mengerti	V;IMP;SG;1;PRS;FIN	;SG
prière	sholat	prière	sholat	N;FEM;SG	PROPN;SG
prière	doa	prière	doa	N;FEM;SG	PROPN;SG
prière	salat	prière	salat	N;FEM;SG	PROPN;SG
dallas	dallas	dallas	dallas	PROPN	PROPN
xvie	xvie	xvie	xvie	N;MASC;SG	PROPN
xvie	xvi	xvie	xvi	N;MASC;SG	PROPN
nationalités	kewarganegaraan	nationalité	kewarganegaraan	N;FEM;PL	N;SG
nationalités	kebangsaan	nationalité	kebangsaan	N;FEM;PL	N;SG
nationalités	kewarganegaraan	nationalité	kewarganegaraan	N;FEM;PL	N;SG
nationalités	kebangsaan	nationalité	kebangsaan	N;FEM;PL	N;SG
pablo	pablo	pablo	pablo	PROPN	PROPN
appeler	telepon	appeler	telepon	V;NFIN	N;SG
appeler	panggilan	appeler	panggilan	V;NFIN	N;SG
appeler	call	appeler	call	V;NFIN	PROPN
appeler	calling	appeler	calling	V;NFIN	PROPN
fameux	famous	fameux	famous	ADJ;MASC;SG	PROPN
religions	agama	religion	agama	N;FEM;PL	N;SG
officielles	official	officiel	official	ADJ;FEM;PL	PROPN
officielles	resmi	officiel	resmi	ADJ;FEM;PL	ADJ;SG
volontaire	sukarela	volontaire	sukarela	ADJ;MASC;SG	N;SG
volontaire	relawan	volontaire	relawan	ADJ;MASC;SG	N;SG
volontaire	sukarelawan	volontaire	sukarelawan	ADJ;MASC;SG	N;MASC;SG
lloyd	lloyd	lloyd	lloyd	PROPN	PROPN
lloyd	llyod	lloyd	llyod	PROPN	PROPN
chaud	hot	chaud	hot	ADJ;MASC;SG	PROPN
chaud	hangat	chaud	hangat	ADJ;MASC;SG	N;SG
chaud	warm	chaud	warm	ADJ;MASC;SG	PROPN
fans	fans	fan	fans	N;MASC;PL	PROPN
fans	penggemar	fan	pengemar	N;MASC;PL	N;SG
attraction	attraction	attraction	attraction	N;FEM;SG	PROPN
attraction	dkk	attraction	dkk	N;FEM;SG	PROPN
tri	tri	tri	tri	N;MASC;SG	PROPN
tri	urutkan	tri	urutkan	N;MASC;SG	PROPN;SG;ACT
tri	mengurutkan	tri	menkurutkan	N;MASC;SG	V;SG;ACT
tri	menyortir	tri	mensortir	N;MASC;SG	V;SG;ACT
abandonner	batal	abandonner	batal	V;NFIN	;SG
colère	anger	colère	anger	N;FEM;SG	PROPN
colère	murka	colère	murka	N;FEM;SG	PROPN;SG;ACT
colère	marah	colère	marah	N;FEM;SG	ADJ;SG
colère	angry	colère	angry	N;FEM;SG	PROPN
colère	marah	colère	marah	N;FEM;SG	ADJ;SG
colère	murka	colère	murka	N;FEM;SG	PROPN;SG;ACT
colère	rage	colère	rage	N;FEM;SG	PROPN
cruz	cruz	cruz	cruz	PROPN	PROPN
réactions	reaksi	réaction	reaksi	N;FEM;PL	N;SG
réactions	tanggapan	réaction	tanggapan	N;FEM;PL	N;SG
symbolique	simbol	symbolique	simbol	ADJ;MASC;SG	N;SG
symbolique	simbolisme	symbolique	simbolisme	ADJ;MASC;SG	N;SG
symbolique	simbolik	symbolique	simbolik	ADJ;MASC;SG	N;SG
attendant	waiting	attendre	waiting	V;PRS;V.PTCP	PROPN
louvain	leuven	louvain	leuven	PROPN	PROPN
louvain	louvain	louvain	louvain	PROPN	PROPN
transforme	transformasi	transformer	transformasi	V;IND;SG;3;PRS;FIN	N;SG
transforme	transformasi	transformer	transformasi	V;IND;SG;3;PRS;FIN	N;SG
patricia	patricia	patricier	patricia	PROPN	PROPN
way	way	way	way	V	PROPN
renaud	renaud	renaud	renaud	PROPN	PROPN
renaud	reginald	renaud	reginald	PROPN	PROPN
león	león	león	león	PROPN	PROPN
león	leon	león	leon	PROPN	PROPN
armé	bersenjata	armer	bersenjata	V;MASC;SG;PST;V.PTCP	PROPN
graham	graham	graham	graham	PROPN	PROPN
digital	digital	digital	digital	ADJ;MASC;SG	N;SG
artistiques	artistik	artistique	artistik	ADJ;MASC;PL	ADJ;SG
walker	walker	walker	walker	PROPN	PROPN
rhénanie	rheinland	rhénanie	rheinland	N;FEM;SG	PROPN
planches	papan	planche	papan	N;FEM;PL	N;SG
planches	planches	planche	planches	N;FEM;PL	PROPN
rassemblement	gathering	rassemblement	gathering	N;MASC;SG	PROPN
rassemblement	mengumpulkan	rassemblement	menkumpulkan	N;MASC;SG	V;SG;ACT
rassemblement	kumpul	rassemblement	kumpul	N;MASC;SG	PROPN
rassemblement	rassemblement	rassemblement	rassemblement	N;MASC;SG	PROPN
rassemblement	rally	rassemblement	rally	N;MASC;SG	PROPN
messe	messe	messe	messe	N;FEM;SG	PROPN
messe	mass	messe	mass	N;FEM;SG	PROPN
jennifer	jennifer	jennifer	jennifer	PROPN	PROPN
con	con	con	con	PROPN	PROPN
franklin	franklin	franklin	franklin	PROPN	PROPN
palestine	palestina	palestin	palestina	ADJ;FEM;SG	N;SG
chiens	anjing	chien	anjing	N;MASC;PL	N;SG
chiens	anjing	chien	anjing	N;MASC;PL	N;SG
chiens	dog	chien	dog	N;MASC;PL	PROPN
collabore	kolaborasi	collaborer	kolaborasi	V;IND;SG;3;PRS;FIN	N;SG
foule	mob	foule	mob	N;FEM;SG	PROPN
foule	mafia	foule	mafia	N;FEM;SG	PROPN
foule	crowd	foule	crowd	N;FEM;SG	PROPN
suppose	tebak	supposer	tebak	V;IND;SG;3;PRS;FIN	
suppose	misalkan	supposer	misalkan	V;IND;SG;3;PRS;FIN	
priori	priori	priori	priori	PROPN	PROPN
bryan	bryan	bryan	bryan	PROPN	PROPN
registre	daftarkan	registre	daftarkan	N;MASC;SG	V;SG;ACT
berry	berry	berry	berry	PROPN	PROPN
froide	cold	froid	cold	ADJ;FEM;SG	PROPN
froide	kedinginan	froid	kedinginan	ADJ;FEM;SG	N;SG
froide	dingin	froid	dingin	ADJ;FEM;SG	PROPN;SG
kurt	kurt	kurt	kurt	PROPN	PROPN
eva	eva	eva	eva	PROPN	PROPN
angoulême	angoulême	angoulême	angoulême	N;MASC;SG	PROPN
ensembles	set	ensemble	set	N;MASC;PL	PROPN;SG
mentionne	mention	mentionner	mention	V;IND;SG;3;PRS;FIN	PROPN
mentionne	penyebutan	mentionner	pensebutan	V;IND;SG;3;PRS;FIN	N;SG
mentionne	mentions	mentionner	mentions	V;IND;SG;3;PRS;FIN	PROPN
mentionne	sebutan	mentionner	sebutan	V;IND;SG;3;PRS;FIN	N;SG
séville	sevilla	séville	sevilla	PROPN	PROPN
séville	sevilla	séville	sevilla	PROPN	PROPN
séville	seville	séville	seville	PROPN	PROPN
geneviève	geneviève	geneviève	geneviève	ADJ;FEM;SG	PROPN
geneviève	genevieve	geneviève	genevieve	ADJ;FEM;SG	N
bulgare	bulgaria	bulgare	bulgaria	ADJ;MASC;SG	PROPN;SG
engager	upah	engager	upah	V;NFIN	N;SG
engager	sewa	engager	sewa	V;NFIN	PROPN;SG
engager	rekrut	engager	rekrut	V;NFIN	N;SG
morbihan	morbihan	morbihan	morbihan	N;MASC;SG	PROPN
soul	soul	soul	soul	N;MASC;SG	PROPN
avancée	maju	avancé	maju	ADJ;FEM;SG	V;SG;ACT
avancée	advance	avancé	advance	ADJ;FEM;SG	PROPN
avancée	maju	avancé	maju	ADJ;FEM;SG	V;SG;ACT
avancée	canggih	avancé	canggih	ADJ;FEM;SG	N;SG
avancée	lanjutan	avancé	lanjutan	ADJ;FEM;SG	N;SG
alpha	alpha	alpha	alpha	PROPN	PROPN
alpha	alfa	alpha	alfa	PROPN	PROPN
abus	menyalahgunakan	abus	mensalahgunakan	N;MASC;SG	V;SG;ACT
miroir	mirror	miroir	mirror	N;MASC;SG	PROPN
miroir	maen	miroir	maen	N;MASC;SG	PROPN
acheter	pembelian	acheter	penbelian	V;NFIN	N;SG
acheter	beli	acheter	beli	V;NFIN	PROPN;SG;ACT
lumières	lumières	lumière	lumières	N;FEM;PL	PROPN
lumières	lampu	lumière	lampu	N;FEM;PL	N;SG
lumières	lights	lumière	lights	N;FEM;PL	PROPN
alberta	alberta	alberta	alberta	PROPN	PROPN
observer	amati	observer	amati	V;NFIN	
rick	rick	rick	rick	PROPN	PROPN
primaires	primer	primaire	primer	ADJ;MASC;PL	N;SG
primaires	utama	primaire	utama	ADJ;MASC;PL	ADJ;SG
primaires	primary	primaire	primary	ADJ;MASC;PL	PROPN
hongroise	hongaria	hongrois	hongaria	ADJ;FEM;SG	PROPN
hongroise	hungaria	hongrois	hungaria	ADJ;FEM;SG	PROPN;SG
descendant	turunannya	descendre	turunan	V;PRS;V.PTCP	N;SG
descendant	keturunan	descendre	keturunan	V;PRS;V.PTCP	N;SG
magie	ajaib	magie	ajaib	N;FEM;SG	ADJ;SG
magie	magic	magie	magic	N;FEM;SG	PROPN
fromage	cheese	fromage	cheese	N;MASC;SG	PROPN
exécuté	eksekusi	exécuter	eksekusi	V;MASC;SG;PST;V.PTCP	N;SG
indiana	indiana	indiana	indiana	PROPN	PROPN
estimé	perkiraan	estimer	perkiraan	V;MASC;SG;PST;V.PTCP	N;SG
estimé	estimasi	estimer	estimasi	V;MASC;SG;PST;V.PTCP	N
turque	turki	turc	turki	ADJ;FEM;SG	PROPN;SG
turque	turki	turc	turki	ADJ;FEM;SG	PROPN;SG
turque	turkish	turc	turkish	ADJ;FEM;SG	PROPN
trinité	trinitas	trinité	trinitas	N;FEM;SG	PROPN
trinité	trinity	trinité	trinity	N;FEM;SG	PROPN
trinité	trinidad	trinité	trinidad	N;FEM;SG	PROPN
traduire	translate	traduire	translate	V;NFIN	N
identifier	identifikasi	identifier	identifikasi	V;NFIN	N;SG
éditeurs	penerbit	éditeur	penterbit	N;MASC;PL	N;SG
éditeurs	redaksi	éditeur	redaksi	N;MASC;PL	PROPN
nov	nov	novembre	nov	N;MASC;SG	
tirage	draw	tirage	draw	N;MASC;SG	PROPN
tirage	menggambar	tirage	mengambar	N;MASC;SG	V;SG;ACT
tirage	menggambar	tirage	mengambar	N;MASC;SG	V;SG;ACT
éthiopie	ethiopia	éthiopie	ethiopia	N;FEM;SG	PROPN
éthiopie	etiopia	éthiopie	etiopia	N;FEM;SG	PROPN
éthiopie	ethiopia	éthiopie	ethiopia	N;FEM;SG	PROPN
éthiopie	etiopia	éthiopie	etiopia	N;FEM;SG	PROPN
galaxie	galaxy	galaxie	galaxy	N;FEM;SG	PROPN
blessures	cedera	blessure	cedera	N;FEM;PL	N;SG
blessures	melukai	blessure	menlukai	N;FEM;PL	V;SG;ACT
blessures	cidera	blessure	cidera	N;FEM;PL	N;SG
blessures	cedera	blessure	cedera	N;FEM;PL	N;SG
jacqueline	jacqueline	jacquelin	jacqueline	N;FEM;SG	PROPN
roues	roda	roue	roda	N;FEM;PL	N;SG
roues	roda	roue	roda	N;FEM;PL	N;SG
roues	wheels	roue	wheels	N;FEM;PL	PROPN
stefan	stefan	stefan	stefan	PROPN	PROPN
allan	allan	allan	allan	PROPN	PROPN
harold	harold	harold	harold	PROPN	PROPN
vidéos	vidio	vidéo	vidio	N;FEM;PL	PROPN;SG
vidéos	video	vidéo	video	N;FEM;PL	N;SG
vidéos	videonya	vidéo	video	N;FEM;PL	N;SG
vidéos	video	vidéo	video	N;FEM;PL	N;SG
vidéos	videos	vidéo	videos	N;FEM;PL	PROPN
pauvre	poor	pauvre	poor	ADJ;MASC;SG	PROPN
pauvre	kasihan	pauvre	kasihan	ADJ;MASC;SG	N
pauvre	miskin	pauvre	miskin	ADJ;MASC;SG	N;SG
pauvre	malang	pauvre	malang	ADJ;MASC;SG	PROPN
confirmé	konfirmasi	confirmer	konfirmasi	V;MASC;SG;PST;V.PTCP	N;SG
enseignants	guru	enseignant	guru	N;MASC;PL	N;SG
copenhague	kopenhagen	copenhague	kopenhagen	PROPN	N;SG
copenhague	copenhagen	copenhague	copenhagen	PROPN	PROPN
ordinaire	regular	ordinaire	regular	ADJ;MASC;SG	PROPN
ordinaire	reguler	ordinaire	reguler	ADJ;MASC;SG	N;SG
ordinaire	ordinary	ordinaire	ordinary	ADJ;MASC;SG	PROPN
marines	marin	marin	marin	ADJ;FEM;PL	PROPN
marines	marinir	marin	marinir	ADJ;FEM;PL	N
gênes	genoa	gênes	genoa	N;FEM;PL	PROPN
alto	alto	alto	alto	PROPN	PROPN
alto	viola	alto	viola	PROPN	PROPN
sky	sky	sky	sky	PROPN	PROPN
sky	langit	sky	langit	PROPN	N;SG
sky	angkasa	sky	angkasa	PROPN	N;SG
sergent	sarge	sergent	sarge	N;MASC;SG	PROPN
retard	terlambat	retard	terlambat	N;MASC;SG	ADJ;SG
retard	telat	retard	telat	N;MASC;SG	ADJ;SG
retard	larut	retard	larut	N;MASC;SG	V;SG;ACT
retard	ditunda	retard	ditunda	N;MASC;SG	V;SG;PASS
retard	tertunda	retard	tertunda	N;MASC;SG	V;SG;PASS
retard	delay	retard	delay	N;MASC;SG	PROPN
retard	menunda	retard	mentunda	N;MASC;SG	V;SG;ACT
retard	tunda	retard	tunda	N;MASC;SG	V;SG;ACT
maxime	max	maxime	max	PROPN	
maxime	maks	maxime	maks	PROPN	PROPN
