que	te	que	te	PRO	V;DEF;IND;SG;1;PRS;FIN;ACT
canadá	kanadai	canadá	kanadai	PROPN	ADJ;NOM;SG
satisfeito	elégedett	satisfacer	elégedett	V	
saudar	helló	saudar	helló	V	
saudar	hello	saudar	héll	V	
graves	súlyos	grave	súlyos	ADJ	
esperanzas	reméli	esperanza	remél	N	V;DEF;IND;SG;3;PRS;FIN;ACT
esperanzas	remélem	esperanza	remél	N	
achégate	gyere	achégate	gyere	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
achégate	itt	achégate	itt	N	ADV
naquela	ez	naquela	ez	PROPN	PRO;NOM;SG;3
naquela	az	naquela	az	PROPN	
traballadora	dolgozó	traballador	dolgozó	N	ADJ;NOM;SG
traballadora	dolgozik	traballador	dolgozik	N	V;INDF;IND;SG;3;PRS;FIN;ACT
traballadora	dolgozom	traballador	dolgozik	N	V;INDF;IND;SG;1;PRS;FIN;ACT
traballadora	dolgozok	traballador	dolgozik	N	V;INDF;IND;SG;1;PRS;FIN;ACT
español	spanyolul	español	spanyolul	ADJ	
español	spanyolok	español	spanyol	ADJ	N;NOM;PL
español	spanyol	español	spanyol	ADJ	
poderán	can	poder	can	V	
poderán	will	poder	will	V	
poderán	fog	poder	fog	V	V;INDF;IND;SG;3;PRS;ACT
poderán	akarat	poder	akarat	V	N;NOM;SG
hugh	hugh	hugh	hugh	PROPN	
rematamos	kész	rematar	kész	V	
nick	nick	nick	nick	PROPN	
solpor	sunset	solpor	suns	N	
solpor	alkonyatkor	solpor	alkonyatkor	N	
claras	tiszta	claro	tiszta	ADJ	
comentarios	hozzászólás	comentario	hozzászólás	N	
volveron	vissza	volver	vissza	V	ADV
axudarlle	segíteni	axudarlle	segít	N	V;NFIN;ACT
axudarlle	te	axudarlle	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
esquerdo	bal	esquerdo	bal	ADJ	
esquerdo	balra	esquerdo	balra	ADJ	
acepto	elfogadni	acepto	el+fogad		V;NFIN;ACT
ogallá	kívánság	ogallá	kívánság	V	N;NOM;SG
ogallá	bárcsak	ogallá	bárcsak	V	
xenebra	genfi	xenebra	genfi	N	
faloume	kb	faloume	kb	V	N;NOM;SG
faloume	nagyjából	faloume	nagy	V	N;IN+ABL;SG
faloume	körülbelül	faloume	körülbelül	V	ADV
alimentar	takarmány	alimentar	takarmány	V	N;NOM;SG
alimentar	takarmányok	alimentar	takarmány	V	N;NOM;PL
morrerá	will	morrer	will	V	
morrerá	fog	morrer	fog	V	V;INDF;IND;SG;3;PRS;ACT
morrerá	akarat	morrer	akarat	V	N;NOM;SG
interno	belső	interno	belső	ADJ	
tales	ilyen	tal	ilyen	DET	
chove	rain	chove	rain	V	
chove	eső	chove	eső	V	
divina	isteni	divina	isteni	ADJ	
divina	gyönyörű	divina	gyönyörű	ADJ	
comes	te	come	te	PROPN	V;DEF;IND;SG;1;PRS;FIN;ACT
comes	egyél	come	egyél	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
cargar	terhelés	cargar	terhelés	V	N;NOM;SG
queridos	kedves	querer	kedves	V	
queridos	drága	querer	drága	V	
moto	motorkerékpár	moto	motorkerékpár	PROPN	N;NOM;SG
moto	motoros	moto	motoros	PROPN	N;NOM;SG
moto	motor	moto	motor	PROPN	N;NOM;SG
moto	moped	moto	moped	PROPN	
tokio	tokió	tokio	tokió	PROPN	
tokio	tokiói	tokio	tokiói	PROPN	ADJ;NOM;SG
tokio	tokyo	tokio	tokyo	PROPN	
marcas	marks	marca	marks	N	
escoitas	te	escoita	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
escoitas	hallani	escoita	hall	N	V;NFIN;ACT
sabería	volna	saber	volna	V	V;INDF;COND;SG;3;PRS;ACT
primo	kis	primo	kis	N	ADJ;NOM;SG
primo	kicsi	primo	kicsi	N	
primo	kevés	primo	kevés	N	
cazar	vadászat	cazar	vadászat	V	N;NOM;SG
cazar	hunt	cazar	hunt	V	
cazar	vadászatot	cazar	vadászat	V	N;ACC;SG
cazar	vadászat	cazar	vadászat	V	N;NOM;SG
cazar	vadász	cazar	vadász	V	
dinlle	adta	dinlle	ad	PROPN	V;DEF;IND;SG;3;PST;FIN;ACT
dinlle	adott	dinlle	ad	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
mascota	pet	mascota	pet	N	
mascota	kisállat	mascota	kisállat	N	
maria	mária	maria	mária	N	
maria	maria	maria	maria	N	
remataron	vége	rematar	vég	V	N;NOM;SG
remataron	át	rematar	át	V	ADV
honesto	becsületes	honesto	becsületes	N	
honesto	őszinte	honesto	őszinte	N	
revolucionaria	forradalmi	revolucionario	forradalmi	ADJ	
mac	mac	mac	mac	PROPN	
esqueza	don	esquecer	don	V	
castigado	büntetést	castigar	büntetés	V	N;ACC;SG
ocupa	egy	ocupar	egy	V	DET;INDF
walker	walker	walker	walker	PROPN	
verei	lásd	verei	lásd	V	
asustados	rémült	asustado	rémül	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
traseira	vissza	traseiro	vissza	N	ADV
traseira	hátsó	traseiro	hátsó	N	
rula	bébi	rula	bébi	N	
moe	moe	moe	moe	PROPN	
morro	meghalt	morro	meg+hal	N	V;INDF;IND;SG;3;PST;FIN;ACT
quieta	még	quieto	még	N	ADV
impórtame	gondoskodás	impórtame	gondoskodás	PROPN	N;NOM;SG
impórtame	érdekel	impórtame	érdekel	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
impórtame	don	impórtame	don	PROPN	
geoff	geoff	geoff	geoff	PROPN	
fidel	fidel	fidel	fidel	PROPN	
pescadores	halász	pescador	halász	N	
mentireira	hazug	mentireiro	hazug	ADJ	
gobernar	szabály	gobernar	szabály	V	N;NOM;SG
may	may	may	may	PROPN	
may	május	may	május	PROPN	N;NOM;SG
may	májusi	may	májusi	PROPN	ADJ;NOM;SG
may	májusban	may	május	PROPN	N;IN+ESS;SG
paguei	fizetve	paguar	fizetve	N	ADV;V.CVB
paguei	fizetett	paguar	fizet	N	V;INDF;IND;SG;3;PST;FIN;ACT
paguei	kifizetett	paguar	kifizetett	N	V;INDF;IND;SG;3;PST;FIN;ACT
paguei	for	paguar	for	N	
marqués	márki	marqués	márki	N	
cálmate	lefelé	cálmate	lefelé	PROPN	
cálmate	le	cálmate	le	PROPN	ADV
ghicho	fickó	ghicho	fickó	N	
ghicho	guy	ghicho	guy	N	
gustábame	kedvelt	gustábame	kedvelt	PROPN	
gustábame	kedvelte	gustábame	kedvel	PROPN	V;DEF;IND;SG;3;PST;FIN;ACT
gustábame	kedvel	gustábame	kedvel	PROPN	
gustábame	tetszett	gustábame	tetszik	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
gustábame	mint	gustábame	mint	PROPN	CONJ
gustábame	like	gustábame	lik	PROPN	
gustábame	tetszik	gustábame	tetszik	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
mesías	messiás	mesío	messiás	N	
jun	jun	jun	jun	PROPN	
lacaio	inas	lacaio	inas	N	
bird	madár	bird	madár	PROPN	N;NOM;SG
eddard	eddard	eddard	eddard	V	N;NOM;SG
escudeiro	squire	escudeiro	szui	N	
vámonos	ki	vámono	ki	V	PRO;NOM;SG;3
tomaron	ők	tomar	ők	V	PRO;NOM;PL;3
potencial	potenciális	potencial	potenciális	N	
potencial	lehetséges	potencial	lehetséges	N	ADJ;NOM;SG
diabetes	diabétesz	diabete	diabétesz	PROPN	N;NOM;SG
diabetes	cukorbeteg	diabete	cukorbeteg	PROPN	N;NOM;SG
diabetes	cukorbetegség	diabete	cukorbetegség	PROPN	N;NOM;SG
diabetes	diabetes	diabete	diabetes	PROPN	N;NOM;SG
espiritual	spirituális	espiritual	spirituális	ADJ	N;NOM;SG
espiritual	szellemi	espiritual	szellemi	ADJ	
espiritual	lelki	espiritual	lelki	ADJ	
piano	zongora	piano	zongor	N	
reaccionar	reagálás	reaccionar	reagálás	V	N;NOM;SG
kennedy	kennedy	kennedy	kennedy	PROPN	
tendencia	trend	tendencia	trend	N	
oístes	te	oíste	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
oístes	hallott	oíste	hall	N	V;INDF;IND;SG;3;PST;FIN;ACT
oístes	hallottam	oíste	hall	N	V;DEF;IND;SG;1;PST;FIN;ACT
recentemente	mostanában	recente	mostanában	ADV	N;IN+ESS;SG
concurso	virágos	concurso	virágos	N	
concurso	mutasd	concurso	mutasd	N	V;DEF;IND;SG;3;PRS;FIN;ACT
concurso	show	concurso	show	N	
esquezamos	nélkül	esquecer	nélkül	V	ADP
esquezamos	anélkül	esquecer	anélkül	V	
dispostos	hajlandó	dispor	hajlandó	V	
dispostos	kész	dispor	kész	V	
hábito	szokás	hábito	szokás	N	
experimentar	élmény	experimentar	élmény	V	N;NOM;SG
experimentar	tapasztalat	experimentar	tapasztalat	V	N;NOM;SG
experimentar	tapasztalatok	experimentar	tapasztalat	V	N;NOM;PL
experimentar	tapasztalattal	experimentar	tapasztalat	V	N;INS;SG
lento	lassú	lento	lassú	ADJ	
times	idők	time	idő	PROPN	
times	időpontok	time	időpont	PROPN	N;NOM;PL
times	times	time	times	PROPN	N;NOM;SG
básicamente	lényegében	básicamente	lényeg	ADV	N;IN+ESS;SG
básicamente	alapvetően	básicamente	alapvető	ADV	ADJ;FRML;SG
básicamente	gyakorlatilag	básicamente	gyakorlati	ADV	ADJ;FRML;SG
convosco	with	convosco	with	V	
inútiles	hasztalan	inútil	hasztalan	ADJ	
inútiles	haszontalan	inútil	haszontalan	ADJ	
galiñas	csirkék	galiña	csirkék	N	
complexos	összetett	complexo	összetett	N	V;INDF;IND;SG;3;PST;FIN;ACT
complexos	komplex	complexo	komplex	N	
neses	azok	nes	az	ADV	PRO;NOM;PL;3
interpretar	játék	interpretar	játék	V	N;NOM;SG
interpretar	play	interpretar	play	V	
interpretar	játssz	interpretar	játssz	V	
véxoo	lásd	véxoo	lásd	V	
continuación	következő	continuación	következő	N	
continuación	akkor	continuación	akkor	N	ADV
continuación	aztán	continuación	aztán	N	
visuais	vizuális	visual	vizuális	ADJ	N;NOM;SG
decir	aljas	decir	aljas	V	
significaba	aljas	significar	aljas	V	
lenta	lassú	lento	lassú	ADJ	
separados	szét	separar	szét	ADJ	
separados	különálló	separar	különálló	ADJ	
separados	elkülönített	separar	elkülönít	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
separados	külön	separar	kül	ADJ	
emprega	használat	empregar	használat	V	N;NOM;SG
emprega	használata	empregar	használat	V	N;NOM;SG
emprega	felhasználás	empregar	felhasználás	V	N;NOM;SG
descubriron	ők	descubrir	ők	V	PRO;NOM;PL;3
protexido	védett	protexido	védett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
nalgunha	valahol	nalgún	valahol	DET	
rusa	orosz	rusa	orosz	ADJ	
rusa	oroszul	rusa	orosz	ADJ	
rusa	oroszország	rusa	oroszország	ADJ	N;NOM;SG
rusa	hullámvasút	rusa	hullámvasú	ADJ	N;NOM;SG
costume	szokás	costume	szokás	N	
practicar	gyakorlás	practicar	gyakorlás	V	N;NOM;SG
practicar	edzés	practicar	edzés	V	N;NOM;SG
practicar	gyakorlat	practicar	gyakorlat	V	N;NOM;SG
activo	aktív	activo	aktív	N	
preocuparse	gondoskodás	preocuparse	gondoskodás	PROPN	N;NOM;SG
preocuparse	érdekel	preocuparse	érdekel	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
preocuparse	aggódj	preocuparse	agyód	PROPN	V;DEF;IND;PL;3;PRS;FIN;ACT
preocuparse	kb	preocuparse	kb	PROPN	N;NOM;SG
preocuparse	nagyjából	preocuparse	nagy	PROPN	N;IN+ABL;SG
preocuparse	körülbelül	preocuparse	körülbelül	PROPN	ADV
estupenda	nagyszerű	estupendar	nagyszerű	N	
atravesar	keresztül	atravesar	keresztül	V	ADP
atravesar	át	atravesar	át	V	ADV
creando	és	crear	és	V	CONJ
creando	létrehozása	crear	létrehozás	V	N;NOM;SG
creando	létrehozva	crear	létrehozva	V	N;NOM;SG
anuncios	hirdetés	anuncio	hirdetés	N	
iluminación	világító	iluminación	világító	N	ADJ;NOM;SG
alegre	derűs	alegrar	derűs	N	
alegre	vidám	alegrar	vída	N	
alegre	vidáman	alegrar	vida	N	
petición	kérelem	petición	kérel	N	
probalo	bizonyítani	probalo	bizonyít	PROPN	V;NFIN;ACT
graxa	fat	graxar	fat	N	
graxa	kövér	graxar	kövér	N	
quentes	meleg	quente	meleg	ADJ	
quentes	melegen	quente	meleg	ADJ	
quentes	forró	quente	forró	ADJ	
quentes	hot	quente	hot	ADJ	
quentes	meleg	quente	meleg	ADJ	
quentes	dögös	quente	dögös	ADJ	N;NOM;SG
confusión	zavart	confusión	zavart	N	
equivocada	rossz	equivocar	rossz	V	
equivocada	helytelen	equivocar	helytelen	V	
británico	britek	británico	brit	ADJ	N;NOM;PL
británico	angol	británico	angol	ADJ	
británico	brit	británico	brit	ADJ	
colles	te	colle	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
colles	vedd	colle	vedd	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
públicas	nyilvánosság	público	nyilvánosság	ADJ	N;NOM;SG
públicas	publikus	público	publikus	ADJ	
chamalo	hívd	chamalo	hívd	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
chamalo	őt	chamalo	ő	N	PRO;ACC;SG;3
chamalo	neki	chamalo	ő	N	
volverán	ők	volver	ők	V	PRO;NOM;PL;3
volverán	vissza	volver	vissza	V	ADV
tomas	vedd	toma	vedd	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
tomas	te	toma	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
tremer	remegés	tremer	remegés	V	N;NOM;SG
colonia	kölni	colonia	köl	N	
estariamos	volna	estariar	volna	V	V;INDF;COND;SG;3;PRS;ACT
especialista	szakértő	especialista	szakértő	N	
foca	seal	foca	seal	N	
seca	szárazon	seco	száraz	N	
seca	száraz	seco	száraz	N	
aparentemente	látszólag	aparente	látszólag	ADV	
miro	nézd	miro	nézd	PROPN	V;DEF;IMP;PL;3;PRS;FIN;ACT
miro	óra	miro	óra	PROPN	N;NOM;SG
miro	vigyázz	miro	vigyázz	PROPN	V;DEF;IND;SG;1;PRS;FIN;ACT
fixestes	te	fixeste	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
fixestes	kész	fixeste	kész	N	
fixestes	készítette	fixeste	készít	N	V;DEF;IND;SG;3;PST;FIN;ACT
fixestes	készült	fixeste	készül	N	V;INDF;IND;SG;3;PST;FIN;ACT
fixestes	tett	fixeste	tesz	N	V;INDF;IND;SG;3;PST;FIN;ACT
pedinlle	kérdezte	pedinlle	kérdez	PROPN	V;DEF;IND;SG;3;PST;FIN;ACT
pedinlle	kérdezett	pedinlle	kérdezett	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
pedinlle	kérte	pedinlle	kér	PROPN	V;DEF;IND;SG;3;PST;FIN;ACT
pedinlle	kérdeztem	pedinlle	kérdez	PROPN	V;DEF;IND;SG;1;PST;FIN;ACT
roubado	lopott	roubado	lopott	V	
lata	tud	lata	tud	N	V;INDF;IND;SG;3;PRS;FIN;ACT
lata	can	lata	can	N	
lata	lehet	lata	lesz	N	V;INDF;POT;SG;3;PRS;FIN;ACT
jay	jay	jay	jay	PROPN	
infeliz	boldogtalan	infeliz	boldogtalan	N	
infeliz	elégedetlen	infeliz	elégedetlen	N	
marx	marx	marx	marx	PROPN	
dera	adva	derar	adva	V	
dera	megadva	derar	megadva	V	ADV;V.CVB
vainos	will	vaino	will	N	
vainos	fog	vaino	fog	N	V;INDF;IND;SG;3;PRS;ACT
max	max	max	max	PROPN	
agochar	elrejtése	agochar	elrejtés	V	N;NOM;SG
clan	klán	clan	klán	PROPN	N;NOM;SG
vexas	te	vexa	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
vexas	lásd	vexa	lásd	N	
dicirnos	will	dicirno	will	V	
dicirnos	fog	dicirno	fog	V	V;INDF;IND;SG;3;PRS;ACT
dicirnos	akarat	dicirno	akarat	V	N;NOM;SG
tiger	tigris	tiger	tigris	PROPN	
tiger	tiger	tiger	tiger	PROPN	
jimmy	jimmy	jimmy	jimmy	PROPN	
casados	házas	casar	házas	V	
casados	házasok	casar	házas	V	N;NOM;PL
lamento	bánni	lamento	bán	N	V;NFIN;ACT
lamento	sajnálom	lamento	sajnál	N	V;DEF;IND;SG;1;PRS;FIN;ACT
axúdeme	segíteni	axúdeme	segít	PROPN	V;NFIN;ACT
axúdeme	segítség	axúdeme	segítség	PROPN	N;NOM;SG
deixoume	bal	deixoume	bal	V	
deixoume	balra	deixoume	balra	V	
vingar	bosszú	vingar	bosszú	V	N;NOM;SG
preciosas	bájos	precioso	bájos	ADJ	
preciosas	kedves	precioso	kedves	ADJ	
preciosas	gyönyörű	precioso	gyönyörű	ADJ	
vds	te	ver	te	PROPN	V;DEF;IND;SG;1;PRS;FIN;ACT
dará	will	dar	will	V	
dará	fog	dar	fog	V	V;INDF;IND;SG;3;PRS;ACT
dará	akarat	dar	akarat	V	N;NOM;SG
urxente	sürgős	urxente	sürgős	ADJ	
histórica	történeti	histórico	történeti	ADJ	N;NOM;SG
tanner	tanner	tanner	tanner	PROPN	PROPN;NOM;SG
viría	volna	vir	volna	V	V;INDF;COND;SG;3;PRS;ACT
vestir	öltözve	vestir	öltözve	V	ADV;V.CVB
demasiados	is	demasiado	is	DET	CONJ
demasiados	túl	demasiado	túl	DET	
demasiados	sok	demasiado	sok	DET	
demasiados	sokan	demasiado	sokan	DET	ADV
demasiados	sok	demasiado	sok	DET	
demasiados	sokat	demasiado	sok	DET	
déixeo	őt	déixeo	ő	PROPN	PRO;ACC;SG;3
déixeo	neki	déixeo	ő	PROPN	
vail	kérem	vail	kér	PROPN	V;DEF;IMP;SG;3;PRS;FIN;ACT
vail	kérlek	vail	kérl	PROPN	V;DEF;IMP;SG;1;PRS;FIN;ACT
atrapado	kifogott	atrapar	kifogott	V	
atrapado	csapdában	atrapar	csapda	V	N;IN+ESS;SG
embaixada	nagykövetség	embaixar	nagykövetség	V	N;NOM;SG
embaixada	követség	embaixar	követség	V	N;NOM;SG
rapaciño	kis	rapaciño	kis	N	ADJ;NOM;SG
rapaciño	kicsi	rapaciño	kicsi	N	
rapaciño	kevés	rapaciño	kevés	N	
gustaríache	volna	gustaríache	volna	V	V;INDF;COND;SG;3;PRS;ACT
gustaríache	mint	gustaríache	mint	V	CONJ
gustaríache	like	gustaríache	lik	V	
idiotas	te	idiota	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
deixádeo	engedd	deixádeo	engedd	N	V;DEF;IMP;SG;2;PRS;FIN;ACT
deixádeo	őt	deixádeo	ő	N	PRO;ACC;SG;3
deixádeo	neki	deixádeo	ő	N	
deixádeo	egyedül	deixádeo	egyedül	N	
florence	florence	florence	florence	N	
oficio	kereskedelmi	oficio	kereskedelmi	N	ADJ;NOM;SG
howie	howie	howie	hopie	PROPN	
xaponesa	japán	xaponés	japán	ADJ	
xaponesa	japánok	xaponés	japán	ADJ	N;NOM;PL
vietcong	vietkong	vietcong	vietkong	PROPN	
chumbo	vezet	chumbo	vezet	N	V;INDF;IND;SG;3;PRS;FIN;ACT
quéresme	te	quéresme	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
quéresme	akarsz	quéresme	akarsz	N	V;INDF;IND;SG;1;PRS;FIN;ACT
quéresme	akar	quéresme	akar	N	V;INDF;IND;SG;3;PRS;FIN;ACT
quéresme	akarod	quéresme	akarod	N	V;DEF;IND;SG;1;PRS;FIN;ACT
quéresme	akarom	quéresme	akarom	N	V;DEF;IND;SG;1;PRS;FIN;ACT
quéresme	love	quéresme	love	N	
rumor	pletyka	rumor	pletyka	N	
rumor	pletyka	rumor	pletyka	N	
donny	donnie	donny	don	PROPN	N;NOM;SG
donny	donnie	donny	don	PROPN	N;NOM;SG
donny	donny	donny	donny	PROPN	N;NOM;SG
kowalski	kowalski	kowalski	kowalski	PROPN	
contentos	boldogság	contento	boldogság	V	N;NOM;SG
contentos	boldog	contento	boldog	V	
vannos	alakul	vanno	alakul	N	V;INDF;IND;SG;3;PRS;FIN;ACT
vannos	megyek	vanno	megy	N	V;INDF;IND;SG;1;PRS;FIN;ACT
vannos	megy	vanno	megy	N	V;INDF;IND;SG;3;PRS;FIN;ACT
vannos	ők	vanno	ők	N	PRO;NOM;PL;3
facerlles	ők	facerlle	ők	N	PRO;NOM;PL;3
facerlles	őket	facerlle	ők	N	PRO;ACC;PL;3
transformar	átalakítás	transformar	átalakítás	V	N;NOM;SG
culpo	hibás	culpo	hibás	PROPN	
analizar	képes	analizar	képes	V	
travis	travis	travis	travis	PROPN	
inconsciente	eszméletlen	inconsciente	eszméletlen	N	
inconsciente	eszméletlenül	inconsciente	eszméletlen	N	ADJ;FRML;SG
eeuu	amerikai	eeuu	amerikai	PROPN	ADJ;NOM;SG
gráfico	diagram	gráfico	diagram	ADJ	N;NOM;SG
gráfico	ezt	gráfico	ez	ADJ	PRO;ACC;SG;3
gráfico	ez	gráfico	ez	ADJ	PRO;NOM;SG;3
gráfico	grafikon	gráfico	grafik	ADJ	N;NOM;SG
apoiar	támogatás	apoiar	támogatás	V	N;NOM;SG
apoiar	támogatást	apoiar	támogatás	V	N;ACC;SG
regalo	ajándék	regalo	ajándék	PROPN	N;NOM;SG
obvio	nyilvánvaló	obvio	nyilvánvaló	ADJ	
google	google	googler	google	PROPN	
anteriores	előző	anterior	előző	ADJ	
biolóxica	biológiai	biolóxico	biológiai	ADJ	N;NOM;SG
tivesen	ők	ter	ők	V	PRO;NOM;PL;3
creamos	létrehozott	crear	létrehozott	V	N;ACC;SG
creamos	létrehozva	crear	létrehozva	V	N;NOM;SG
creamos	létrehozása	crear	létrehozás	V	N;NOM;SG
queríamos	körözött	querír	köröz	V	
doces	édesek	doce	édes	N	ADJ;NOM;PL
doces	édes	doce	édes	N	
gañan	win	gañar	win	V	
gañan	győzelem	gañar	győzelem	V	N;NOM;SG
gañan	ők	gañar	ők	V	PRO;NOM;PL;3
terminar	befejezés	terminar	befejezés	V	N;NOM;SG
necesariamente	szükségszerűen	necesariamente	szükségszerű	ADV	ADJ;FRML;SG
necesariamente	feltétlenül	necesariamente	feltétlen	ADV	ADJ;FRML;SG
longas	hosszú	longo	hosszú	ADJ	
namentres	miközben	namentres	miközben	PROPN	ADV
namentres	mialatt	namentres	mialatt	PROPN	ADV
namentres	míg	namentres	míg	PROPN	ADV
namentres	amíg	namentres	amíg	PROPN	ADV
parécese	mint	parécese	mint	V	CONJ
parécese	like	parécese	lik	V	
acepta	elfogadom	aceptar	elfogadom	V	
inferior	alsó	inferior	alsó	ADJ	
inferior	lejjebb	inferior	lejj	ADJ	ADV
correctamente	helyesen	correctamente	helyes	ADV	ADJ;FRML;SG
correctamente	megfelelően	correctamente	meg+felelő	ADV	ADJ;FRML;SG
correctamente	rendesen	correctamente	rendes	ADV	ADJ;FRML;SG
africanos	afrikaiak	africano	afrikai	ADJ	N;NOM;PL
africanos	afrikai	africano	afrikai	ADJ	
parecían	ők	parecer	ők	V	PRO;NOM;PL;3
tolas	őrült	tola	őrült	N	
tolas	mad	tola	mad	N	
tolas	őrült	tola	őrült	N	
orgullosa	büszke	orgullosa	büszke	ADJ	
choque	clash	choque	clash	N	
coral	coral	coral	coral	N	
australia	ausztrália	australia	ausztrália	PROPN	N;NOM;SG
florida	floridai	floridar	floridai	N	
florida	florida	floridar	florida	N	
daqueles	azok	daquel	az	N	PRO;NOM;PL;3
daqueles	ki	daquel	ki	N	PRO;NOM;SG;3
daqueles	aki	daquel	aki	N	PRO;NOM;SG;3
lixeira	fény	lixeiro	fény	ADJ	N;NOM;SG
lixeira	light	lixeiro	light	ADJ	
lixeira	fényt	lixeiro	fény	ADJ	N;ACC;SG
volvamos	vissza	volvar	vissza	V	ADV
barba	szakállas	barba	szakállas	N	
romántico	románc	romántico	románc	ADJ	N;NOM;SG
romántico	romantika	romántico	romantika	ADJ	N;NOM;SG
repite	ismétlés	repetar	ismétlés	V	N;NOM;SG
albert	albert	albert	albert	PROPN	
combater	harcok	combater	harc	V	N;NOM;PL
combater	harc	combater	harc	V	N;NOM;SG
combater	küzdelem	combater	küzdelem	V	N;NOM;SG
combater	verekedés	combater	verekedés	V	N;NOM;SG
durar	utoljára	durar	utoljára	V	ADV
durar	utolsónak	durar	utolsó	V	ADV
durar	last	durar	last	V	
durar	utolsó	durar	utolsó	V	
durar	hosszabb	durar	hosszú	V	ADJ;NOM;CMPR;SG
escribiches	írj	escribiches	írj	V	
rodea	körül	rodear	körül	V	ADP
rodea	körbe	rodear	kör	V	ADV
sorrir	mosoly	sorrir	mosoly	V	N;NOM;SG
sorrir	mosolyogva	sorrir	mosolyogva	V	ADV;V.CVB
sorrir	mosolygó	sorrir	mosolygó	V	
honestamente	őszintén	honestamente	őszintén	ADV	
ritual	rituális	ritual	rituális	N	ADJ;NOM;SG
sorprende	meglepő	sorprender	meglepő	V	
sorprende	meglepve	sorprender	meglepve	V	
dorme	aludni	dorme	alsdik	N	V;NFIN;ACT
dorme	aludj	dorme	alud	N	V;DEF;IND;SG;1;PRS;FIN;ACT
gañas	win	gañar	win	V	
gañas	győzelem	gañar	győzelem	V	N;NOM;SG
marrón	brown	marrón	brown	N	
marrón	barna	marrón	bar	N	
marrón	light	marrón	light	N	
utilizar	használat	utilizar	használat	V	N;NOM;SG
utilizar	használata	utilizar	használat	V	N;NOM;SG
utilizar	felhasználás	utilizar	felhasználás	V	N;NOM;SG
poda	can	podar	can	V	
xamón	ham	xamón	ham	N	
falsas	hamis	falso	hamis	ADJ	
sabendo	tudván	saber	tudván	V	
sabendo	ismerve	saber	ismerve	V	ADV;V.CVB
sabendo	tudva	saber	tudva	V	ADV;V.CVB
arredores	körül	arredor	körül	N	ADP
arredores	körbe	arredor	kör	N	ADV
xanela	ablak	xanela	ablak	N	
xanela	ablakon	xanela	ablak	N	
adestramento	képzési	adestramento	képzési	N	ADJ;NOM;SG
turco	török	turco	török	N	ADJ;NOM;SG
turco	turk	turco	turk	N	
turco	török	turco	török	N	ADJ;NOM;SG
procurar	for	procurar	for	V	
iraq	irak	iraq	irak	PROPN	N;NOM;SG
iraq	iraki	iraq	iraki	PROPN	N;NOM;SG
artillaría	tüzérség	artillar	tüzérség	V	N;NOM;SG
presta	mint	prestar	mint	V	CONJ
presta	like	prestar	lik	V	
stein	stein	star	stein	PROPN	
custar	költség	custar	költség	V	N;NOM;SG
custar	költségek	custar	költség	V	N;NOM;PL
usas	te	usar	te	ADV	V;DEF;IND;SG;1;PRS;FIN;ACT
usas	használat	usar	használat	ADV	N;NOM;SG
usas	használata	usar	használat	ADV	N;NOM;SG
usas	felhasználás	usar	felhasználás	ADV	N;NOM;SG
usas	használni	usar	használ	ADV	V;NFIN;ACT
cá	az	cá	az	N	
saberán	ők	saber	ők	V	PRO;NOM;PL;3
senso	értelme	senso	értelem	N	
patada	rúg	patada	rúg	N	V;INDF;IND;SG;3;PRS;FIN;ACT
patada	rúgni	patada	rúg	N	V;NFIN;ACT
comparación	összehasonlítva	comparación	összehasonlítva	N	ADV;V.CVB
comparación	képest	comparación	képest	N	
comparación	összehasonlítás	comparación	összehasonlítás	N	
reclamar	követelés	reclamar	követelés	V	N;NOM;SG
reclamar	állítás	reclamar	állítás	V	N;NOM;SG
reclamar	igény	reclamar	igény	V	
reclamar	for	reclamar	for	V	
polonia	lengyelország	polonia	lengyelország	PROPN	N;NOM;SG
humilde	alázatos	humilde	alázatos	N	
humilde	szerény	humilde	szerény	N	
faltaba	hiányzó	faltar	hiányzó	V	ADJ;NOM;SG
chegaría	volna	chegar	volna	V	V;INDF;COND;SG;3;PRS;ACT
