lincoln	lincoln	lincoln	lincoln	PROPN	N;NOM;MASC;SG
équipés	opremljene	équiper	opremljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
voté	glasovali	voter	glasovati	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
voltaire	voltaire	voltaire	voltariti	ADJ;MASC;SG	N;NOM;MASC;SG
rogers	rogers	roger	rogers	PROPN	N;NOM;MASC;SG
santo	santo	santo	santa	PROPN	N;NOM;MASC;SG
vérification	revizije	vérification	revizija	N;FEM;SG	N;NOM;FEM;PL
renouvellement	obnovitve	renouvellement	obnovitev	N;MASC;SG	N;NOM;FEM;PL
corrèze	corrèze	corrèze	corraz	N;FEM;SG	PROPN;NOM;MASC;SG
plumes	pero	plume	peri	N;FEM;PL	N;NOM;MASC;SG
plumes	peresa	plume	peres	N;FEM;PL	N;NOM;MASC;SG
plumes	perja	plume	perje	N;FEM;PL	N;GEN;NEUT;SG
plumes	perje	plume	perje	N;FEM;PL	N;NOM;NEUT;SG
martín	martín	martín	martín	PROPN	N;NOM;MASC;SG
martín	martina	martín	martina	PROPN	N;ACC;MASC;SG
martín	martin	martín	martin	PROPN	N;NOM;MASC;SG
municipaux	občinski	municipal	občinski	ADJ;MASC;PL	ADJ;NOM;MASC;SG
jung	jung	jung	jung	PROPN	N;NOM;MASC;SG
jamie	jamie	jamie	jamia	PROPN	N;NOM;MASC;SG
vagues	valovanje	vague	valovanje	N;FEM;PL	N;NOM;NEUT;SG
népal	nepalu	népal	nepalo	N;MASC;SG	PROPN;DAT;MASC;SG
cérémonies	slovesnosti	cérémonie	slovesnost	N;FEM;PL	N;NOM;FEM;SG
bactéries	bakterija	bactérie	bakterija	N;FEM;PL	N;NOM;FEM;SG
désignée	določen	désigner	določen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
désignée	določena	désigner	določen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
véronique	veronika	véronique	veronika	ADJ;MASC;SG	N;NOM;FEM;SG
véronique	veronica	véronique	veronica	ADJ;MASC;SG	N;NOM;FEM;SG
véronique	véronique	véronique	véronique	ADJ;MASC;SG	N;NOM;MASC;SG
biographies	bios	biographie	bios	N;FEM;PL	N;NOM;MASC;SG
chuck	chuck	chuck	chucka	PROPN	N;NOM;MASC;SG
chuck	chucka	chuck	chucka	PROPN	N;NOM;MASC;SG
kyoto	kjotskega	kyoto	kjotski	PROPN	ADJ;GEN;NEUT;SG
invisible	nevidni	invisible	neviden	ADJ;MASC;SG	ADJ;NOM;MASC;PL
invisible	nevidni	invisible	neviden	ADJ;MASC;SG	ADJ;NOM;MASC;PL
invisible	nevidne	invisible	neviden	ADJ;MASC;SG	ADJ;NOM;FEM;PL
attribués	pripisala	attribuer	pripisati	V;MASC;PL;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
attribués	dodeljena	attribuer	dodeljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
dossiers	map	dossier	mapa	N;MASC;PL	N;NOM;FEM;SG
légumes	rastlinska	légume	rastlinski	N;MASC;PL	ADJ;NOM;FEM;SG
légumes	rastlinsko	légume	rastlinsko	N;MASC;PL	ADJ;NOM;NEUT;SG
légumes	zelenjava	légume	zelenjava	N;MASC;PL	N;NOM;FEM;SG
légumes	zelenjava	légume	zelenjava	N;MASC;PL	N;NOM;FEM;SG
vain	zaman	vain	zaman	ADJ;MASC;SG	
caserne	barake	caserne	baraka	N;FEM;SG	N;NOM;FEM;PL
anthropologie	antropologije	anthropologie	antropologija	N;FEM;SG	N;NOM;FEM;PL
anthropologie	antropološko	anthropologie	antropološki	N;FEM;SG	ADJ;NOM;NEUT;SG
mexicaine	mehičan	mexicain	mehičan	ADJ;FEM;SG	N;NOM;MASC;SG
