להינשא	căsători	ננשא	căsător	V;NFIN;MID	
טרנס	trans	טרנס	trans	PROPN	
טרנס	terence	טרנס	terenc	PROPN	PROPN
הכלה	mireasa	הכלה	mireasă		N;DEF;FEM;SG
הכלה	mireasă	הכלה	mireas		ADJ;INDF;FEM;SG
אכפת	minte	אכפת	minte		N;INDF;FEM;SG
אכפת	mintea	אכפת	minte		N;DEF;FEM;SG
אכפת	îngrijire	אכפת	îngrijire		N;INDF;FEM;SG
אכפת	ingrijire	אכפת	ingrijire		N;INDF;FEM;SG
אכפת	grija	אכפת	grijă		N;DEF;FEM;SG
ואלי	valea	ואלי	vale	PROPN	N;DEF;FEM;SG
ואלי	valley	ואלי	valley	PROPN	PROPN
ואלי	vale	ואלי	vale	PROPN	N;INDF;FEM;SG
מקסוול	maxwell	מקסוול	maxwell	PROPN	PROPN
הקוראן	coran	הקוראן	coran	PROPN	
הקוראן	coranul	הקוראן	coran	PROPN	N;DEF;MASC;SG
סונג	cântat	סונג	cânta	PROPN	ADJ;INDF;MASC;SG
סונג	sung	סונג	sung	PROPN	PROPN
שתייה	bea	שתייה	bea	N;FEM;SG	
שתייה	băuturile	שתייה	băutură	N;FEM;SG	N;DEF;FEM;PL
שתייה	bauturi	שתייה	baut	N;FEM;SG	N;INDF;FEM;PL
שתייה	băuturi	שתייה	băutură	N;FEM;SG	N;INDF;FEM;PL
יארד	yarzi	יארד	yard	PROPN	
לודז	lodz	לודז	lodz	PROPN	PROPN
פלא	minune	פלא	minune	N;MASC;SG	
פלא	wonder	פלא	wonder	N;MASC;SG	PROPN
שימושית	util	שימושית	util	ADV	ADJ;INDF;MASC;SG
שימושית	folositor	שימושית	folositor	ADV	ADJ;INDF;MASC;SG
שימושית	utilă	שימושית	util	ADV	ADJ;INDF;FEM;SG
שימושית	utile	שימושית	util	ADV	ADJ;INDF;FEM;PL
שימושית	folositoare	שימושית	folositor	ADV	ADJ;INDF;FEM
סטלינגרד	stalingrad	סטלינגרד	stalingrad	PROPN	N;INDF;MASC;SG
מתוק	sweet	מתוק	sweet		N;INDF;MASC;SG
מתוק	dulci	מתוק	dulce		ADJ;INDF;PL
מקסימיליאן	maximillian	מקסימיליאן	maximillian	PROPN	ADV
מקסימיליאן	maximilian	מקסימיליאן	maximilian	PROPN	N;INDF;MASC;SG
עירית	arpagic	עירית	arpagic	PROPN	N;INDF;MASC;SG
לובלין	lublin	מלובלין	lublin	PROPN	PROPN
נחוץ	necesare	נחוץ	necesar	ADJ;MASC;SG	ADJ;INDF;FEM;PL
נחוץ	necesar	נחוץ	necesar	ADJ;MASC;SG	ADV
וילי	willy	וילי	willy	PROPN	PROPN
וילי	willi	וילי	willi	PROPN	PROPN
וילי	willie	וילי	willie	PROPN	PROPN
ריבוע	pătrat	ריבוע	pătrat	PROPN	N;INDF;MASC;SG
ריבוע	square	ריבוע	square	PROPN	N;INDF;MASC;SG
ריבוע	patrat	ריבוע	patrat	PROPN	N;INDF;MASC;SG
אתניות	etnie	אתני	etnie	ADJ;FEM;PL	N;INDF;FEM;SG
מוסלמית	musulmană	מוסלמי	musulmană	ADV	ADJ;INDF;FEM;SG
מוסלמית	musulmani	מוסלמי	musulman	ADV	ADJ;INDF;MASC;PL
מוסלמית	musulmane	מוסלמי	musulman	ADV	ADJ;INDF;FEM;PL
מוסלמית	musulman	מוסלמי	musulman	ADV	ADJ;INDF;MASC;SG
מעטות	puține	מעט	puțin		PRO;FEM;PL;3
מעטות	puțini	מעט	puțin		PRO;MASC;PL;3
קזחסטן	kazahstan	קזחסטן	kazahstan	PROPN	PROPN
רעידות	tremor	רעידות	tremor	N;FEM;PL	N;INDF;MASC;SG
אנני	ani	אנני	an	PROPN	N;INDF;MASC;PL
אנני	annie	אנני	annie	PROPN	PROPN
הנעורים	tinerete	הנעור	tânera	N;MASC;PL	
הנעורים	tineret	הנעור	tineret	N;MASC;PL	N;INDF;MASC;SG
הנעורים	tineretul	הנעור	tineret	N;MASC;PL	N;DEF;MASC;SG
גרסיה	garcia	גרסיה	garcia	PROPN	PROPN
מזבח	altarul	מזבח	altar	PROPN	N;DEF;MASC;SG
מזבח	altar	מזבח	altar	PROPN	N;INDF;MASC;SG
הארכה	prelungiri	הארכה	prelungire	N;FEM;SG	N;INDF;FEM;PL
זמיר	nightingale	זמיר	nightingal	PROPN	ADJ;INDF;FEM;PL
טוטנהאם	tottenham	טוטנהאם	tottenham	PROPN	PROPN
חמורות	severă	חמור	sever	ADJ;FEM;PL	ADJ;INDF;FEM;SG
חמורות	severa	חמור	sever	ADJ;FEM;PL	ADJ;DEF;FEM;SG
חמורות	sever	חמור	sever	ADJ;FEM;PL	ADJ;INDF;MASC;SG
קציר	recoltare	קציר	recoltare		N;INDF;FEM;SG
קציר	recolta	קציר	recoltă		N;DEF;FEM;SG
קציר	recoltă	קציר	recolta		N;INDF;FEM;SG
מעניינים	interesanta	מעניין	interesant	N;MASC;PL	ADJ;DEF;FEM;SG
מעניינים	interesant	מעניין	interesant	N;MASC;PL	ADV
מעניינים	interesantă	מעניין	interesant	N;MASC;PL	ADJ;INDF;FEM;SG
מלבורן	melbourne	מלבורן	melbournă	PROPN	N;INDF;MASC;SG
מישהי	cineva	מישהי	cineva	PROPN	PRO;SG;3
דרקון	balaur	דרקון	balaur	PROPN	N;INDF;MASC;SG
דרקון	dragonul	דרקון	dragon	PROPN	N;DEF;MASC;SG
דרקון	dragon	דרקון	dragon	PROPN	N;INDF;MASC;SG
הפחד	frica	הפחד	frică		N;DEF;FEM;SG
הפחד	teama	הפחד	teamă		N;DEF;FEM;SG
הפחד	frică	הפחד	frică		N;INDF;FEM;SG
הפחד	teamă	הפחד	teamă		N;INDF;FEM;SG
