den	на	den	на	PRO;DEF;MASC+FEM;SG	ADP
stöder	поддържаща	stödja	поддържам	V;IND;PRS;FIN;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
stöder	подкрепящи	stödja	подкрепям	V;IND;PRS;FIN;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
handen	ръка	hand	ръка	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
zur	zur	zur	zur	V;IMP;FIN;ACT	PROPN;INDF;MASC;SG
uppträder	извършване	uppträda	извършване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
shanghai	шанхай	shanghai	шанхай	PROPN;NOM	N;INDF;MASC;SG
bak	задна	bak	заден	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
bak	заден	bak	заден	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
bak	отзад	bak	отзад	N;NOM;INDF;MASC+FEM;SG	ADV
bak	задни	bak	заден	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
bak	задно	bak	задно	N;NOM;INDF;MASC+FEM;SG	ADV
stall	забави	stall	забавя-(се)	N;NOM;INDF;NEUT;SG	V;PFV;IMP;SG;2;FIN
stall	конюшни	stall	конюшен	N;NOM;INDF;NEUT;SG	ADJ;INDF;PL
stall	конюшните	stall	конюшен	N;NOM;INDF;NEUT;SG	ADJ;DEF;PL
stall	стабилни	stall	стабилен	N;NOM;INDF;NEUT;SG	ADJ;INDF;PL
stall	стабилен	stall	стабилен	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
stall	стабилно	stall	стабилно	N;NOM;INDF;NEUT;SG	ADV
stall	стабилна	stall	стабилен	N;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
info	info	info	info	N;NOM;INDF;MASC+FEM;SG	INTJ
födelse	раждането	födelse	раждане	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
chico	чико	chico	чико	N;NOM;INDF;NEUT;SG	PROPN;INDF;MASC;SG
dei	деи	de	дей	PROPN;NOM	PROPN;INDF;MASC;SG
alberto	алберто	alberto	алберто	PROPN;NOM	N;INDF;MASC;SG
kampanj	кампанията	kampanj	кампания	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
milan	милано	milan	милано	PROPN;NOM	PROPN;INDF;MASC;SG
milan	милан	milan	милан	PROPN;NOM	PROPN;INDF;MASC;SG
veckans	седмични	vecka	седмичен	N;GEN;DEF;MASC+FEM;SG	ADJ;INDF;PL
veckans	седмично	vecka	седмичен	N;GEN;DEF;MASC+FEM;SG	ADV
veckans	седмична	vecka	седмичен	N;GEN;DEF;MASC+FEM;SG	ADJ;INDF;FEM;SG
veckans	седмичен	vecka	седмичен	N;GEN;DEF;MASC+FEM;SG	ADJ;INDF;MASC;SG
ron	рон	ron	рон	PROPN;NOM	PROPN;INDF;MASC;SG
germain	жермен	germain	жермен	PROPN;NOM	PROPN;INDF;MASC;SG
extremadura	естремадура	extremadura	естремадура	ADJ;NOM;DEF;SG	N;INDF;FEM;SG
rioja	rioja	rioja	rioja	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
ting	тинг	ting	тинг	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
öde	съдбата	öd	съдба	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
öde	съдбата	öd	съдба	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
representanter	представителите	representant	представител	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
kapellet	капела	kapell	капел	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
kapellet	параклис	kapell	параклис	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
kapellet	параклиса	kapell	параклис	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
hunt	хънт	hunt	хънт	PROPN;NOM	PROPN;INDF;MASC;SG
hunt	лов	hunt	лов	PROPN;NOM	N;INDF;MASC;SG
hughes	хюс	hughes	хюс	PROPN;NOM	PROPN;INDF;MASC;SG
hughes	хюз	hughes	хюз	PROPN;NOM	PROPN;INDF;MASC;SG
räkna	брой	räkna	брой	V;IMP;FIN;ACT	N;INDF;MASC;SG
räkna	броене	räkna	броене	V;IMP;FIN;ACT	N;INDF;NEUT;SG
räkna	броя	räkna	броя-(се)	V;IMP;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
fan	еба	fan	еба	N;NOM;INDF;NEUT;SG	V;PFV;IMP;SG;2;FIN
holmes	холмс	holmes	холмс	PROPN;NOM	N;INDF;MASC;SG
växande	расте	växa	раста	ADJ;NOM;PRS;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
växande	отглеждане	växa	отглеждане	ADJ;NOM;PRS;V.PTCP	N;INDF;NEUT;SG
nationale	nationale	national	nationale	PROPN;NOM	PROPN;INDF;MASC;SG
kommentar	коментирайте	kommentar	коментирам	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IMP;PL;2;FIN
kommentar	коментирам	kommentar	коментирам	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
åtgärd	действия	åtgärd	действие	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
mueller	мюлер	muell	мюлер	PROPN;NOM	PROPN;INDF;MASC;SG
marco	марко	marco	марко	PROPN;NOM	PROPN;INDF;MASC;SG
metall	метали	metall	метал	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
utfört	извършен	utföra	извърша	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
utfört	проведено	utföra	проведа	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
utfört	извършено	utföra	извърша	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
utfört	извърши	utföra	извърша	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IMP;SG;2;PST;FIN
utfört	извършена	utföra	извърша	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
boende	жилища	boende	жилище	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
boende	пребиваващи	boende	пребивавам	N;NOM;INDF;NEUT;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
boende	обитатели	boende	обитател	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
boende	жители	boende	жител	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
björk	бьорк	björk	бьорк	PROPN;NOM	N;INDF;MASC;SG
björk	бърч	björk	бърч	PROPN;NOM	PROPN;INDF;MASC;SG
reid	рийд	reid	рийд	PROPN;NOM	PROPN;INDF;MASC;SG
älskar	обич	älska	обич	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
älskar	любов	älska	любов	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
älskar	любовта	älska	любов	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
haut	haut	haut	haut	N;NOM;INDF;NEUT;SG	PROPN;INDF;MASC;SG
papper	хартии	papper	хартия	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
papper	документи	papper	документ	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
papper	вестници	papper	вестник	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
janne	яне	janne	яне	PROPN;NOM	PROPN;INDF;MASC;SG
apple	епъл	apple	епъл	PROPN;NOM	N;INDF;MASC;SG
apple	ябълков	apple	ябълков	PROPN;NOM	N;INDF;MASC;SG
apple	ябълка	apple	ябълка	PROPN;NOM	N;INDF;FEM;SG
apple	apple	apple	apple	PROPN;NOM	PROPN
omöjligt	невъзможно	omöjlig	невъзможно	ADJ;NOM;INDF;NEUT;SG	ADV
läsare	четец	läsare	четец	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
läsare	читател	läsare	читател	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
läsare	читателите	läsare	читател	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
kolla	проверка	kolla	проверка	V;IMP;FIN;ACT	N;INDF;FEM;SG
gull	гъл	gull	гъл	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
alpin	алпийски	alpin	алпийски	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
socialt	социално	social	социален	ADJ;NOM;INDF;NEUT;SG	ADV
socialt	социално	social	социален	ADJ;NOM;INDF;NEUT;SG	ADV
socialt	социални	social	социален	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
digitala	цифров	digital	цифров	ADJ;NOM;PL	N;INDF;MASC;SG
digitala	дигитален	digital	дигитален	ADJ;NOM;PL	ADJ;INDF;MASC;SG
digitala	цифрово	digital	цифров	ADJ;NOM;PL	ADV
digitala	цифрова	digital	цифров	ADJ;NOM;PL	ADJ;INDF;FEM;SG
skick	състоянието	skick	състояние	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
noll	нулева	noll	нулева	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
noll	нулев	noll	нулев	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
hudson	хъдзън	hudson	хъдзън	PROPN;NOM	N;INDF;MASC;SG
hudson	хъдсън	hudson	хъдсън	PROPN;NOM	N;INDF;MASC;SG
seven	седем	sev	седем	N;NOM;INDF;MASC+FEM;SG	NUM;INDF;PL
seven	седма	sev	седми	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
startar	започване	starta	започване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
startar	начало	starta	начало	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
startar	старт	starta	старт	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
startar	започнете	starta	започна	V;IND;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN
startar	стартиране	starta	стартиране	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
producerad	произведени	producerad	произведа	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
producerad	произведена	producerad	произведа	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
producerad	произведен	producerad	произведа	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
producerad	произведено	producerad	произведа	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
själ	душата	själ	душа	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
utnämnd	назначени	utnämnd	назнача	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
utnämnd	назначена	utnämnd	назнача	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
utnämnd	назначен	utnämnd	назнача	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
guillaume	гийом	guillaume	гийом	PROPN;NOM	N;INDF;MASC;SG
adrien	адриен	adrien	адриен	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
heta	горещи	heta	горещ	V;IMP;NFIN;ACT	ADJ;INDF;PL
heta	гореща	heta	горещ	V;IMP;NFIN;ACT	ADJ;INDF;FEM;SG
heta	горещо	heta	горещо	V;IMP;NFIN;ACT	ADV
heta	секси	heta	секса	V;IMP;NFIN;ACT	N;INDF;FEM;PL
kvarn	мил	kvarn	мил	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
fiske	риболовен	fiske	риболовен	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
dödade	убита	döda	убия	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dödade	убити	döda	убия	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
dödade	убит	döda	убия	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
flyttat	преместени	flytta	преместя-(се)	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
flyttat	преместен	flytta	преместя-(се)	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
flyttat	преместена	flytta	преместя-(се)	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
sanna	верни	sanna	верен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
sanna	вярно	sanna	верен	N;NOM;INDF;MASC+FEM;SG	ADV
andrej	андрей	andrej	андрей	PROPN;NOM	PROPN;INDF;MASC;SG
andrej	андрей	andrej	андрей	PROPN;NOM	PROPN;INDF;MASC;SG
nominerade	номинирана	nominera	номинирам	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
nominerade	номиниран	nominera	номинирам	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nominerade	номиниран	nominera	номинирам	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nominerade	номинирана	nominera	номинирам	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
centralt	централизирано	central	централизирам	ADV	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
centralt	централен	central	централен	ADV	ADJ;INDF;MASC;SG
centralt	централа	central	централа	ADV	N;INDF;FEM;SG
centralt	централни	central	централен	ADV	ADJ;INDF;PL
centralt	централна	central	централен	ADV	ADJ;INDF;FEM;SG
suffolk	съфолк	suffolk	съфолк	PROPN;NOM	N;INDF;MASC;SG
price	цена	price	цена	PROPN;NOM	N;INDF;FEM;SG
orsakar	причинявайки	orsak	причинявам	V;IND;PRS;FIN;ACT	ADV
orsakar	причиняване	orsak	причиняване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
orsakar	каузи	orsak	кауза	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
orsakar	причини	orsak	причина	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
felipe	фелипе	felipe	фелипе	PROPN;NOM	N;INDF;MASC;SG
socialistiska	социалист	socialistisk	социалист	ADJ;NOM;PL	N;INDF;MASC;SG
socialistiska	социалистическа	socialistisk	социалистически	ADJ;NOM;PL	ADJ;INDF;FEM;SG
akt	act	akt	act	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
sigurd	сигурд	sigurd	сигурд	PROPN;NOM	N;INDF;MASC;SG
berger	бъргър	berger	бъргър	PROPN;NOM	N;INDF;MASC;SG
kvalet	квалификациите	kval	квалификация	N;NOM;DEF;NEUT;SG	N;DEF;FEM;PL
licens	книжката	lic	книжка	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
swan	суон	swan	суон	PROPN;NOM	PROPN;INDF;MASC;SG
swan	лебед	swan	лебед	PROPN;NOM	N;INDF;MASC;SG
trädgård	градински	trädgård	градински	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
trädgård	градината	trädgård	градина	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
hemlighet	секретно	hemlighet	секретен	N;NOM;INDF;MASC+FEM;SG	ADV
hemlighet	тайната	hemlighet	тайна	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
hemlighet	тайно	hemlighet	тайно	N;NOM;INDF;MASC+FEM;SG	ADV
maple	кленов	maple	кленов	PROPN;NOM	N;INDF;MASC;SG
maple	мейпъл	maple	мейпъл	PROPN;NOM	N;INDF;MASC;SG
hasse	хасе	hasse	хасе	PROPN;NOM	N;INDF;MASC;SG
grace	грейс	grace	грейс	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;FEM;SG
upproret	бунт	uppror	бунт	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
upproret	въстание	uppror	въстание	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
grillo	грило	grillo	грило	PROPN;NOM	N;INDF;MASC;SG
päls	козината	päls	козина	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
päls	кожи	päls	кожа	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
jobbar	работещ	jobba	работя	V;IND;PRS;FIN;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
jobbar	работен	jobba	работен	V;IND;PRS;FIN;ACT	ADJ;INDF;MASC;SG
föräldrarna	родители	förälder	родител	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC;PL
hotade	заплашен	hota	заплашен	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
hotade	заплаши	hota	заплаша	ADJ;NOM;PL;PST;V.PTCP	V;PFV;IMP;SG;2;PST;FIN
hotade	застрашена	hota	застраша	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
hotade	застрашени	hota	застраша	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
rikt	рич	rik	рич	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
rikt	богато	rik	богат	ADJ;NOM;INDF;NEUT;SG	ADV
rikt	богати	rik	богат	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
ale	але	ale	але	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
years	години	years	година	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
years	годините	years	година	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;PL
lågt	долно	låg	долен	ADJ;NOM;INDF;NEUT;SG	ADV
lågt	ниско	låg	ниско	ADJ;NOM;INDF;NEUT;SG	ADV
lågt	ниски	låg	нисък	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
biograf	киното	biograf	кино	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
effekter	влияние	effekt	влияние	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
effekter	сблъсък	effekt	сблъсък	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
effekter	въздействие	effekt	въздействие	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
effekter	удар	effekt	удар	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
effekter	въздействие	effekt	въздействие	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
effekter	ефект	effekt	ефект	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
medverkan	участието	medverkan	участие	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
upprepade	повторен	upprepa	повторен	V;NOM;PL;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tung	тежки	tung	тежък	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
tung	тежко	tung	тежко	ADJ;NOM;INDF;MASC+FEM;SG	ADV
tung	тунг	tung	тунг	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
halva	наполовина	halv	наполовина	ADJ;NOM;DEF;SG	ADV
halva	половината	halv	половина	ADJ;NOM;DEF;SG	N;DEF;FEM;SG
hinder	запушване	hinder	запушване	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
hinder	възпрепятства	hinder	възпрепятствам	N;NOM;INDF;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
hinder	възпрепятстване	hinder	възпрепятстване	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
hinder	препятствие	hinder	препятствие	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
hinder	пречка	hinder	пречка	N;NOM;INDF;NEUT;PL	N;INDF;FEM;SG
vård	грижи	vård	грижа	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
praktiskt	практично	praktisk	практичен	ADJ;NOM;INDF;NEUT;SG	ADV
praktiskt	практическо	praktisk	практически	ADJ;NOM;INDF;NEUT;SG	ADV
häck	хедж	häck	хедж	N;NOM;INDF;MASC+FEM;SG	N;INDF
häck	препятствия	häck	препятствие	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
greene	грийн	greene	грийн	PROPN;NOM	PROPN;INDF;MASC;SG
fiktiva	измислен	fiktiv	измисля	ADJ;NOM;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
fiktiva	измислени	fiktiv	измисля	ADJ;NOM;PL	V;PFV;INDF;PL;V.PTCP;PASS
punctata	punctata	punctat	punctata	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
joel	джоел	joel	джоя-(се)	PROPN;NOM	N;INDF;MASC;SG
joel	джоуел	joel	джоуд	PROPN;NOM	N;INDF;MASC;SG
komiker	комикси	komik	комикс	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
komiker	комици	komik	комица	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
brann	изгорена	brann	изгоря	V;IND;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
brann	изгорени	brann	изгоря	V;IND;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
brann	изгорено	brann	изгоря	V;IND;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
brann	изгорен	brann	изгоря	V;IND;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
heavy	тежка	heavy	тежък	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
heavy	тежки	heavy	тежък	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
heavy	тежък	heavy	тежък	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
heavy	тежко	heavy	тежко	N;NOM;INDF;MASC+FEM;SG	ADV
besöker	посетете	besöka	посетя	V;IND;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN
besöker	визита	besöka	визита	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
besöker	посещение	besöka	посещение	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
luther	лутер	luther	лутер	PROPN;NOM	N;INDF;MASC;SG
luther	лутър	luther	лутър	PROPN;NOM	N;INDF;MASC;SG
affärer	бизнес	affär	бизнес	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
hindra	възпрепятстват	hindra	възпрепятствам	V;IMP;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
schweiziska	швейцария	schweizisk	швейцария	ADJ;NOM;PL	PROPN;INDF;FEM;SG
schweiziska	швейцарски	schweizisk	швейцарски	ADJ;NOM;PL	ADJ;INDF;MASC;SG
schweiziska	швейцарско	schweizisk	швейцарски	ADJ;NOM;PL	ADV
schweiziska	швейцарска	schweizisk	швейцарски	ADJ;NOM;PL	ADJ;INDF;FEM;SG
medier	медия	medie	медия	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
medier	медиите	medie	медия	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
mesa	меса	mycket	месо	PROPN;NOM	N;INDF;NEUT;PL
bradford	брадфорд	bradford	брадфорд	PROPN;NOM	N;INDF;MASC;SG
miami	маями	miami	маям-(се)	PROPN;NOM	PROPN;INDF;MASC;SG
dotterbolag	дъщерно	dotterbolag	дъщерен	N;NOM;INDF;NEUT;SG	ADV
dotterbolag	филиали	dotterbolag	филиал	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
colin	колин	colin	колин	PROPN;NOM	PROPN;INDF;MASC;SG
medelhavet	средиземноморски	medelhav	средиземноморски	N;NOM;DEF;NEUT;SG	ADJ;INDF;MASC;SG
danny	дани	danny	дани	PROPN;NOM	N;INDF;MASC;SG
longipes	longipes	longipe	longipes	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
hale	хейл	hale	хейл	PROPN;NOM	PROPN;INDF;FEM;SG
kunskaper	познаване	kunskap	познаване	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
kunskaper	знание	kunskap	знание	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
kunskaper	познание	kunskap	познание	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
pastor	преподобни	pastor	преподобен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
pastor	пасторът	pastor	пастор	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
peloponnesos	пелопонес	peloponnesos	пелопонес	PROPN;NOM	N;INDF;MASC;SG
mynt	монета	mynt	монета	N;NOM;INDF;NEUT;PL	N;INDF;FEM;SG
mynt	монетата	mynt	монета	N;NOM;INDF;NEUT;PL	N;DEF;NEUT;PL
sony	sony	sony	sony	PROPN;NOM	PROPN;INDF;MASC;SG
sony	сони	sony	сона	PROPN;NOM	N;INDF;FEM;PL
evert	евърт	evert	евърт	PROPN;NOM	N;INDF;FEM;SG
känsla	емоции	känsla	емоция	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
känsla	емоцията	känsla	емоция	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
stipendium	стипендията	stipendium	стипендия	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
bidragit	допринесе	bidra	допринеса	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
bidragit	допринесъл	bidra	допринесъл	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
blind	слепи	blind	слепя	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
blind	сляп	blind	сляп	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
blind	сляпо	blind	сляпо	N;NOM;INDF;MASC+FEM;SG	ADV
virtuella	виртуална	virtuell	виртуален	ADJ;NOM;PL	ADJ;INDF;FEM;SG
virtuella	виртуално	virtuell	виртуално	ADJ;NOM;PL	ADV
virtuella	виртуален	virtuell	виртуален	ADJ;NOM;PL	ADJ;INDF;MASC;SG
rest	пътувал	rest	пътувам	N;NOM;INDF;NEUT;SG	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
rest	пътувал	rest	пътувам	N;NOM;INDF;NEUT;SG	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
lämpligt	уместно	lämplig	уместно	ADJ;NOM;INDF;NEUT;SG	ADV
lämpligt	подходящи	lämplig	подходящ	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
lämpligt	подходящо	lämplig	подходящ	ADJ;NOM;INDF;NEUT;SG	ADV
