sammanhängande	المتاخمة	sammanhängande	مُتَاخِم	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
lördag	السبت	lördag	سَبت	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
montevideo	مونتيفيديو	montevideo	مُونتِيفِيُو	PROPN;NOM	
montevideo	مونتفيديو	montevideo	مونتفيديو	PROPN;NOM	
skönhet	جمال	skönhet	جمال	N;NOM;INDF;MASC+FEM;SG	
skönhet	الجمال	skönhet	جَمَل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
timothy	تيموثي	timothy	تيموثي	PROPN;NOM	
peer	النظير	peer	نَظِير	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kopplade	مرتبط	koppla	مُرتَبِط	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
kopplade	مرتبطة	koppla	مُرتَبِط	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
skogs	الغابات	skoga	غَابَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
skogs	الغابة	skoga	غَابَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
skogs	غابات	skoga	غَابَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
förstod	مفهوم	förstå	مَفهُوم	V;IND;PST;FIN;ACT	N;NOM;INDF;SG
sister	اخت	sist	أَخَى	N;NOM;INDF;MASC+FEM;SG	
sister	الاخت	sist	الاخت	N;NOM;INDF;MASC+FEM;SG	
sister	اختي	sist	اختي	N;NOM;INDF;MASC+FEM;SG	
cyrus	سايروس	cyrus	سايروس	PROPN;NOM	
cyrus	سايرس	cyrus	سايرس	PROPN;NOM	
custer	كوستر	custer	كُوستِر	N;NOM;INDF;MASC+FEM;SG	
donau	الدانوب	donau	دَانُوب	N;NOM;INDF;MASC+FEM;SG	
tavlor	الصور	tavla	الصور	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
tavlor	اللوحات	tavla	لَوحَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
jürgen	يورغن	jarg	يُورغِن	PROPN;NOM	
påverkad	المتضررة	påverka	مُتَضَرِّر	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG
påverkad	يتاثر	påverka	تَاثَر	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
aluminium	الالومنيوم	aluminium	الالومنيوم	N;NOM;INDF;MASC+FEM;SG	
aluminium	الالمنيوم	aluminium	الالمنيوم	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
aluminium	الالومنيوم	aluminium	الالومنيوم	N;NOM;INDF;MASC+FEM;SG	
nos	الانف	nos	أَنف	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
atmosfär	الجو	atmosfär	جَوّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
atmosfär	الاجواء	atmosfär	جَوّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
atmosfär	اجواء	atmosfär	جَوّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
mystery	الغموض	mystery	غُمُوض	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mystery	اللغز	mystery	لَغز	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mystery	لغز	mystery	لغز	N;NOM;INDF;MASC+FEM;SG	
fint	حلو	fin	حُلُوّ	ADJ;NOM;INDF;NEUT;SG	
fint	جميل	fin	جَمِيل	ADJ;NOM;INDF;NEUT;SG	N;NOM;INDF;SG
fint	لطيف	fin	لطيف	ADJ;NOM;INDF;NEUT;SG	N;NOM;INDF;SG
avslutar	المخارج	avsluta	مَخرَج	V;IND;PRS;FIN;ACT	N;NOM;DEF;PL
avslutar	مخارج	avsluta	مَخرَجَة	V;IND;PRS;FIN;ACT	N;NOM;INDF;PL
avslutar	الانتهاء	avsluta	اِنتِهَاء	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
lukas	لوقا	luka	لوقا	PROPN;NOM	
lukas	لوك	luka	لُوك	PROPN;NOM	
noel	نول	noel	نول	N;NOM;INDF;MASC+FEM;SG	
ombud	عملاء	ombud	عَمِيل	N;NOM;INDF;NEUT;SG	N;NOM;INDF;PL
ombud	وكلاء	ombud	وَكِيل	N;NOM;INDF;NEUT;SG	N;NOM;INDF;PL
ombud	الوكلاء	ombud	وَكِيل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
ombud	العملاء	ombud	عَمِيل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
ombud	الوكيل	ombud	وَكِيل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
ombud	العميل	ombud	عَمِيل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
ombud	عميلة	ombud	عَمِيل	N;NOM;INDF;NEUT;SG	
ombud	الوكيل	ombud	وَكِيل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
ombud	تمثيلية	ombud	تَمثِيلِيّ	N;NOM;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
ombud	الممثل	ombud	مُمَثِّل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
ella	ايلا	ell	إِيلَا	PROPN;NOM	
wonder	عجب	wonder	عَجَب	N;NOM;INDF;MASC+FEM;SG	
mono	احادي	mono	إِحَادِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
mono	احادية	mono	إِحَادِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
mono	مونو	mono	مونو	N;NOM;INDF;MASC+FEM;SG	
manuskript	المخطوطات	manuskript	مَخطُوط	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
manuskript	المخطوطة	manuskript	مَخطُوط	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
bravo	برافو	bravo	بَرفُو	N;NOM;INDF;MASC+FEM;SG	
brottning	المصارعة	brottning	مُصَارَعَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
måla	طلاء	måla	طَالِء	V;IMP;FIN;ACT	N;NOM;INDF;SG
måla	دهان	måla	دِهَان	V;IMP;FIN;ACT	N;NOM;INDF;SG
måla	الطلاء	måla	طَالِط	V;IMP;FIN;ACT	N;NOM;DEF;SG
måla	ارسم	måla	ارسم	V;IMP;FIN;ACT	
bord	الجدول	bord	جَدوَل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
bord	الطاولة	bord	طَاوِلَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
bord	الجداول	bord	جَدوَل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
bord	طاولات	bord	طَاوَل	N;NOM;INDF;NEUT;SG	N;NOM;INDF;PL
bord	الطاولات	bord	طَاوِل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
bord	جداول	bord	جَدوَل	N;NOM;INDF;NEUT;SG	N;NOM;INDF;PL
plural	جمع	plural	جَمَع	N;NOM;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
plural	الجمع	plural	جَمع	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
föredrag	محاضرات	föredrag	مُحَاضِرَة	N;NOM;INDF;NEUT;SG	N;NOM;INDF;PL
föredrag	المحاضرات	föredrag	مُحَاضِرَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
föredrag	محادثات	föredrag	مُحَادَثَة	N;NOM;INDF;NEUT;SG	N;NOM;INDF;PL
föredrag	المحادثات	föredrag	مُحَادَثَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
föredrag	المحاضرة	föredrag	مُحَاضَرَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
föredrag	الحديث	föredrag	حَدِيث	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
föredrag	الكلام	föredrag	كَلَام	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
föredrag	التحدث	föredrag	تَحَدُّث	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
tottenham	توتنهام	tottenham	تُوتِنهَام	PROPN;NOM	
ringar	الحلقات	ringa	حَلقَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
ringar	الخواتم	ringa	خَاتِم	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
morfar	جدي	morf	جِدِّيّ	N;NOM;INDF;MASC+FEM;SG	
morfar	جدى	morf	جِدِّيّ	N;NOM;INDF;MASC+FEM;SG	
morfar	الجد	morf	جِدّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
morfar	الجد	morf	جِدّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
rod	رود	rod	رُود	N;NOM;INDF;MASC+FEM;SG	
påstås	يزعم	påstås	زَعَم	V;NFIN;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
hands	اليدين	hand	يَد	N;NOM;INDF;MASC+FEM;SG	N;ACC;DEF;DU
hands	الايدي	hand	الايدي	N;NOM;INDF;MASC+FEM;SG	
hands	ايادي	hand	أَيَادِيّ	N;NOM;INDF;MASC+FEM;SG	
århundradet	قرن	århundrad	قَرن	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
lightning	برق	lightning	برق	N;NOM;INDF;MASC+FEM;SG	
lightning	البرق	lightning	بُرق	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
holt	هولت	holt	هُوَلت	PROPN;NOM	
murar	اسوار	mura	سُور	N;NOM;INDF;MASC+FEM;PL	
murar	الحوائط	mura	حَائِط	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
murar	الحيطان	mura	حِيطَان	N;NOM;INDF;MASC+FEM;PL	
murar	جدران	mura	جِدرَان	N;NOM;INDF;MASC+FEM;PL	
murar	الجدران	mura	جِدَار	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
skuggan	ظل	skugga	ظَلّ	N;NOM;DEF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
uttalat	تنطق	uttala	أَنطَق	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;2;FIN;ACT
pain	الالم	pain	أَلم	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
pain	الم	pain	إِلم	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
strävan	المسعى	sträva	مَسعَى	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
itunes	itun	itunes	مُقَمَّه	N;NOM;DEF;MASC+FEM;SG	
mask	القناع	mask	قَنَاع	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mask	الدودة	mask	دَودَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
cash	النقدية	cash	نَقدِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
cash	نقدية	cash	نقدية	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
cash	كاش	cash	كَاش	N;NOM;INDF;MASC+FEM;SG	
cash	نقدا	cash	نَقد	N;NOM;INDF;MASC+FEM;SG	N;ACC;INDF;SG
ala	علا	al	عَلَا	N;NOM;INDF;MASC+FEM;SG	
ala	علاء	al	علاء	N;NOM;INDF;MASC+FEM;SG	
lidande	المعاناة	lidande	مُعَانَاة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
lamm	لامب	lamm	لَامِب	N;NOM;INDF;NEUT;SG	
lamm	حمل	lamm	حَمَل	N;NOM;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
lamm	الحمل	lamm	حَمَل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
lamm	خروف	lamm	خَرف	N;NOM;INDF;NEUT;SG	
lamm	الحملان	lamm	حَمَل	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
sanning	الحقيقة	sanning	حَقِيقَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
frivilligt	طوعي	frivillig	طُوعِيّ	ADV	N;NOM;INDF;SG
frivilligt	الطوعية	frivillig	طَوعِيّ	ADV	N;NOM;DEF;SG
frivilligt	طوعية	frivillig	طَوعِيّ	ADV	ADJ;NOM;INDF;FEM;SG
frivilligt	اختيارية	frivillig	اِختِيَارِيّ	ADV	ADJ;NOM;INDF;FEM;SG
frivilligt	اختياري	frivillig	اِختِيَارِيّ	ADV	ADJ;NOM;INDF;MASC;SG
frivilligt	طوعا	frivillig	طوعا	ADV	N;ACC;INDF;SG
frivilligt	طواعية	frivillig	طَوَاعِيّ	ADV	N;NOM;INDF;SG
värderingar	قيم	värdering	قِيمَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
värderingar	القيم	värdering	قِيمَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
isak	ايزاك	isak	إِيزَاك	PROPN;NOM	
isak	اسحاق	isak	سِحق	PROPN;NOM	
vinnarna	الفائزين	vinna	فَائِز	N;NOM;DEF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;PL
professorn	استاذ	professor	استاذ	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
professorn	الاستاذ	professor	الاستاذ	N;NOM;DEF;MASC+FEM;SG	
professorn	بروفيسور	professor	بروفيسور	N;NOM;DEF;MASC+FEM;SG	
professorn	استاذة	professor	استاذة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
rauno	رونو	rauno	رُونُو	N;NOM;INDF;MASC+FEM;SG	
warwick	وارويك	warwick	وارويك	PROPN;NOM	
iranska	ايراني	iransk	إِيرَانِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
iranska	الايرانية	iransk	إِيرَانِيّ	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
iranska	الايراني	iransk	إِيرَانِيّ	ADJ;NOM;PL	N;NOM;DEF;SG
uppträdande	السلوك	uppträdande	سُلُوك	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
uppträdande	السلوك	uppträdande	سُلُوك	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
rotterdam	روتردام	rotterdam	رُورِدَام	PROPN;NOM	
himmel	النعيم	himmel	النعيم	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
himmel	الجنة	himmel	جَنَّة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
himmel	السماء	himmel	سَمَاء	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
himmel	السما	himmel	سَمَا	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
himmel	سكاي	himmel	سَاكِي	N;NOM;INDF;MASC+FEM;SG	
himmel	السماء	himmel	سَمَاء	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
himmel	السماوات	himmel	سَمَاوَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
kista	صدر	kista	صَدَر	PROPN;NOM	V;PFV;MASC;SG;3;ACT
kista	الصدر	kista	الصدر	PROPN;NOM	
kista	التابوت	kista	تَابُوت	PROPN;NOM	N;NOM;DEF;SG
kista	التابوت	kista	تَابُوت	PROPN;NOM	N;NOM;DEF;SG
kista	تابوت	kista	تابوت	PROPN;NOM	
morales	موراليس	morales	مَورَال	PROPN;NOM	
ralf	رالف	ralf	رالف	PROPN;NOM	
förlorad	خسرت	förlorad	خَسِر	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
förlorad	خسر	förlorad	خَسِر	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
förlorad	فقدت	förlorad	فَقَد	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
förlorad	ضاع	förlorad	ضَاع	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
sjunker	غرق	sjunka	غَرَق	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
utsatta	مكشوف	utsätta	مكشوف	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
gates	البوابات	gate	بَوَّابَة	PROPN;NOM	N;NOM;DEF;PL
gates	غيتس	gate	غيتس	PROPN;NOM	
gates	بوابات	gate	بَوَّابَة	PROPN;NOM	N;NOM;INDF;PL
kongress	الكونغرس	kongress	اَلكُونغرِس	N;NOM;INDF;MASC+FEM;SG	
kongress	المؤتمر	kongress	مُؤتَمَر	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kongress	الكونجرس	kongress	اَلكُونجرِس	N;NOM;INDF;MASC+FEM;SG	
kongress	كونغرس	kongress	كُونغرِس	N;NOM;INDF;MASC+FEM;SG	
förbjudna	محرم	förbjuden	محرم	ADJ;NOM;PL;PST;V.PTCP	N;NOM;INDF;SG
förbjudna	ممنوع	förbjuden	مَمنُوع	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
förbjudna	حرام	förbjuden	حَرَام	ADJ;NOM;PL;PST;V.PTCP	
förbjudna	محظور	förbjuden	مَحظُور	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
förbjudna	محظورة	förbjuden	مَحظُور	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
brottare	المصارعين	brott	مُصَارِع	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
badajoz	بطليوس	badajoz	بطليوس	PROPN;NOM	
torr	الجافة	torr	جَافّ	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
torr	جاف	torr	جاف	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;SG
kamera	الكاميرا	kamera	كَامِيرَا	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kamera	كاميرا	kamera	كَامِيرَا	N;NOM;INDF;MASC+FEM;SG	
shore	شور	shore	شَور	N;NOM;INDF;MASC+FEM;SG	
oakland	اوكلاند	oakland	اوكلاند	PROPN;NOM	
ireland	ايرلندا	ireland	إِيرلَندَا	N;NOM;INDF;MASC+FEM;SG	
specialiserade	متخصص	specialisera	مُتَخَصِّص	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
specialiserade	متخصصة	specialisera	مُتَخَصِّص	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
fokusera	التركيز	fokusera	تَركِيز	V;IMP;FIN;ACT	N;NOM;DEF;SG
fokusera	تركيز	fokusera	تَركِيز	V;IMP;FIN;ACT	N;NOM;INDF;SG
knop	العقدة	knop	العقدة	N;NOM;INDF;MASC+FEM;SG	
bur	القفص	bur	قِفص	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
flykten	هروب	flykt	هُرُوب	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
matilda	ماتيلدا	matild	ماتيلدا	PROPN;NOM	
merit	الجدارة	merit	جِدَارَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
merit	الاستحقاق	merit	اِستِحقَاق	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
uppfylla	الوفاء	uppfylla	وَفَاء	V;IMP;FIN;ACT	N;NOM;DEF;SG
pioneer	رائدا	pion	رَائِد	N;NOM;INDF;MASC+FEM;SG	ADJ;ACC;INDF;MASC;SG
pioneer	بايونير	pion	بايونير	N;NOM;INDF;MASC+FEM;SG	
pioneer	رائدة	pion	رَائِدَة	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
pioneer	الرائدة	pion	رَائِدَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
indianapolis	انديانابوليس	indianapolis	إِندِيَانَابُولِيس	PROPN;NOM	
klocka	بيل	klocka	بِيل	N;NOM;INDF;MASC+FEM;SG	
klocka	الجرس	klocka	جَرَس	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
klocka	شاهد	klocka	شَاهَد	N;NOM;INDF;MASC+FEM;SG	
klocka	راقب	klocka	رَاقِب	N;NOM;INDF;MASC+FEM;SG	
klocka	الساعة	klocka	سَاعَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
klocka	الساعه	klocka	اَلسَّاعه	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kommissarie	المفتش	kommissarie	مُفَتِّش	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
eduardo	ادواردو	eduardo	ادواردو	PROPN;NOM	
carina	كارينا	carin	كارينا	PROPN;NOM	
genomföras	منفذة	genomföra	منفذة	V;IND;NFIN;PASS	ADJ;NOM;INDF;FEM;SG
cyklist	دراج	cyklist	دَرَّاج	N;NOM;INDF;MASC+FEM;SG	
jämn	حتى	jämn	حَتَّى	ADJ;NOM;INDF;MASC+FEM;SG	ADV
jämn	حتي	jämn	حَتَّى	ADJ;NOM;INDF;MASC+FEM;SG	
jämn	سلسة	jämn	سِلسَة	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;SG
jämn	سلس	jämn	سَلس	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;SG
jämn	ناعم	jämn	نَاعِم	ADJ;NOM;INDF;MASC+FEM;SG	
jämn	السلس	jämn	سِلسَة	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
upplevelser	التجارب	upplevelse	تَجرِبَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
upplevelser	الخبرات	upplevelse	خِبرَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
suzuki	سوزوكي	suzuki	سُوزُوكِي	N;NOM;INDF;MASC+FEM;SG	
benito	بينيتو	benito	بينيتو	PROPN;NOM	
discipliner	التخصصات	disciplin	تَخَصُّص	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
discipliner	الضوابط	disciplin	ضَابِط	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
drömmar	احلام	drömma	إِحلَام	N;NOM;INDF;MASC+FEM;PL	
drömmar	الاحلام	drömma	حَلم	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
påstod	المزعوم	påstod	مَزعُوم	V;IND;PST;FIN;ACT	N;NOM;DEF;SG
påstod	مزعوم	påstod	مَزعُوم	V;IND;PST;FIN;ACT	N;NOM;INDF;SG
blandat	المختلطة	blandad	مُختَلِط	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG
blandat	المختلط	blandad	مُختَلِط	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;DEF;SG
blandat	المخلوطة	blandad	مَخلُوط	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG
garcia	غارسيا	garcia	غارسيا	PROPN;NOM	
stella	ستيلا	stella	سَتِيل	PROPN;NOM	
kanten	حافة	kant	حَافّ	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
maggie	ماغي	maggie	ماغي	PROPN;NOM	
maggie	ماجي	maggie	ماجي	PROPN;NOM	
michelle	ميشيل	michelle	ميشيل	PROPN;NOM	
desmond	ديزموند	desmond	ديزموند	PROPN;NOM	
kontot	حساب	konto	حِسَاب	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
gertrud	جيرترود	gertrud	جيرترود	PROPN;NOM	
jake	جيك	jake	جَيك	PROPN;NOM	
jake	جايك	jake	جَايك	PROPN;NOM	
vinnande	الفوز	vinnande	فَوز	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
martinez	مارتينيز	martinez	مَارتِينِيز	PROPN;NOM	
tracy	تراسي	tracy	ترَاسِي	PROPN;NOM	
tracy	تريسي	tracy	تريسي	PROPN;NOM	
evangeliska	الانجيلية	evangelisk	أَنجِيلِيّ	ADJ;NOM;PL	N;NOM;DEF;SG
must	لازم	must	لَازِم	N;NOM;INDF;MASC+FEM;SG	
must	يجب	must	وَجَب	N;NOM;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
bokstav	خطاب	bokstav	خطاب	N;NOM;INDF;MASC+FEM;SG	
sektion	القسم	sektion	قِسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
sektion	الفرع	sektion	فَرع	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
tampa	تامبا	tampa	تامبا	PROPN;NOM	
tjänsteman	رسمي	tjänsteman	رَسمِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
tjänsteman	الرسمي	tjänsteman	رَسمِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
tjänsteman	رسمية	tjänsteman	رَسمِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
bat	المضرب	bit	مِضرَب	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bat	مضرب	bit	مُضرِب	N;NOM;INDF;MASC+FEM;SG	
versionerna	اصدارات	version	إِصدَار	N;NOM;DEF;MASC+FEM;PL	N;NOM;INDF;PL
tea	شاي	tea	شاي	N;NOM;INDF;NEUT;SG	
tea	الشاي	tea	شَاي	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
tea	شاى	tea	شَاي	N;NOM;INDF;NEUT;SG	
heroes	الابطال	heroes	بَطَل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
heroes	ابطال	heroes	بَطَل	N;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
skolorna	مدارس	skola	مَدرَسَة	N;NOM;DEF;MASC+FEM;PL	N;NOM;INDF;PL
användarna	مستخدمون	användare	مُستَخدِم	N;NOM;DEF;MASC+FEM;PL	N;NOM;INDF;PL
användarna	المستخدمين	användare	مُستَخدِم	N;NOM;DEF;MASC+FEM;PL	N;ACC;DEF;PL
användarna	مستخدمين	användare	مُستَخدَم	N;NOM;DEF;MASC+FEM;PL	N;ACC;INDF;PL
användarna	مستخدمو	användare	مُستَخدِم	N;NOM;DEF;MASC+FEM;PL	N;NOM;INDF;PL
ändrats	تغيرت	ändra	تَغَيَّر	V;V.CVB;PASS	V;PFV;FEM;SG;3;ACT
ändrats	تغير	ändra	تَغَيُّر	V;V.CVB;PASS	N;NOM;INDF;SG
konferensen	مؤتمر	konferens	مُؤتَمَر	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
kyle	كايل	kyle	كايل	PROPN;NOM	
formgivare	المصممين	formgivare	مُصَمَّم	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;PL
formgivare	مصمم	formgivare	مُصمَم	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
formgivare	مصممة	formgivare	مُصَمَّم	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;INDF;FEM;SG
formgivare	المصمم	formgivare	مَصمَم	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
assyriska	الاشورية	assyrisk	أَشُورِيّ	ADJ;NOM;PL	
theater	المسرح	theat	مَسرَح	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
theater	مسرح	theat	مَسرَح	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
värre	اسوء	ond	أَسوَء	ADJ;NOM;CMPR	
rivas	ريفاس	riva	رِيفَاس	V;NFIN;PASS	
