також	וגם	також	וגם	ADV	
підприємець	יזם	підприємець	יזם	N;ANIM;NOM;MASC;SG	PROPN
іран	איראן	іран	איראן	PROPN;INAN;NOM;MASC;SG	PROPN
іран	אירן	іран	אירן	PROPN;INAN;NOM;MASC;SG	PROPN
алекс	אלכס	алекс	אלכס	PROPN;ANIM;NOM;MASC;SG	PROPN
панорама	פנורמה	панорама	פנורמה	N;INAN;NOM;FEM;SG	PROPN
довідка	עזור	довідка	עזור	N;INAN;NOM;FEM;SG	PROPN
довідка	עזרי	довідка	עזר	N;INAN;NOM;FEM;SG	PROPN
герби	הרבי	герб	הרבי	N;INAN;NOM;MASC;PL	
блоків	רחובות	блок	רחובות	N;INAN;GEN;MASC;PL	PROPN
хлопчик	בוי	хлопчик	בוי	N;ANIM;NOM;MASC;SG	PROPN
придбання	לרכישה	придбання	לרכישה	N;INAN;NOM;NEUT;SG	
водія	הנהג	водія	הנהג	N;ANIM;ACC;MASC;SG	
чин	סנטר	чина	סנטר	N;INAN;NOM;MASC;SG	PROPN
простий	פשוטות	простий	פשוט	ADJ;NOM;MASC;SG	ADJ;FEM;PL
простий	פשוט	простий	פשוט	ADJ;NOM;MASC;SG	
простий	פשוטים	простий	פשוט	ADJ;NOM;MASC;SG	ADJ;MASC;PL
простий	מישור	простий	מישור	ADJ;NOM;MASC;SG	N;MASC;SG
відзначається	חגגו	відзначатися	חגג	V;IPFV;IND;SG;3;PRS;FIN	V;PL;3;PST;ACT
відзначається	עטורי	відзначатися	עטור	V;IPFV;IND;SG;3;PRS;FIN	ADJ;MASC;PL
відзначається	חגג	відзначатися	חגג	V;IPFV;IND;SG;3;PRS;FIN	PROPN
відзначається	חגגה	відзначатися	חגגה	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;3;PST;ACT
козацька	קוזאק	козацький	קוזאק	ADJ;NOM;FEM;SG	PROPN
труби	צנרת	труби	צנרת	N;INAN;NOM;FEM;PL	N;FEM;SG
труби	צינור	труби	צינור	N;INAN;NOM;FEM;PL	N;MASC;SG
запросив	מוזמנים	запросити	הוזמן	V;PFV;MASC;IND;SG;PST;FIN	V;MASC;PL;V.PTCP;PASS
шотландія	סקוטיה	шотландія	סקוטיה	N;INAN;NOM;FEM;SG	PROPN
шотландія	סקוטלנד	шотландія	סקוטלנד	N;INAN;NOM;FEM;SG	PROPN
вбиває	הריגות	вбивати	הריגה	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
вбиває	הורגת	вбивати	הרגה	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
вбиває	הורג	вбивати	הרג	V;IPFV;IND;SG;3;PRS;FIN	PROPN
старе	זקן	старий	זקן	ADJ;NOM;NEUT;SG	
старе	ישן	старий	ישן	ADJ;NOM;NEUT;SG	PROPN
старе	זקנה	старий	זקן	ADJ;NOM;NEUT;SG	N;FEM;SG
коста	קוסטה	кістий	קוסטה	PROPN;ANIM;NOM;FEM;SG	PROPN
дорогою	דרלינג	дорога	דרלינג	N;INAN;INS;FEM;SG	PROPN
дорогою	יקירי	дорога	יקיר	N;INAN;INS;FEM;SG	PROPN
дорогою	יקירתי	дорога	יקירתי	N;INAN;INS;FEM;SG	V;SG;1;PST;ACT
дорогою	יקירה	дорога	יקירה	N;INAN;INS;FEM;SG	PROPN
шер	שר	шер	שר		N;MASC;SG
шер	שר	шер	שר		N;MASC;SG
прибуття	המגיעים	прибуття	המגיע	N;INAN;NOM;NEUT;SG	N;MASC;PL
дар	דאר	дар	דאר	N;INAN;NOM;MASC;SG	PROPN
активним	פעיל	активний	פעיל	ADJ;INS;NEUT;SG	N;MASC;SG
активним	פעילים	активний	פעיל	ADJ;INS;NEUT;SG	N;MASC;PL
пілот	פיילוט	пілота	פיילוט	N;ANIM;NOM;MASC;SG	PROPN
воля	ויל	воля	ויל	N;INAN;NOM;FEM;SG	PROPN
воля	וויל	воля	וויל	N;INAN;NOM;FEM;SG	PROPN
назавжди	לעד	назавжди	לעד		
назавжди	לנצח	назавжди	ניצח		V;NFIN;ACT
назавжди	נצח	назавжди	נצח		PROPN
назавжди	לצמיתות	назавжди	לצמיתות		V
помилка	כשל	помилка	כשל	N;INAN;NOM;FEM;SG	
помилка	נכשל	помилка	נכשל	N;INAN;NOM;FEM;SG	V;MASC;SG;3;PST;MID
помилка	נכשלה	помилка	נכשל	N;INAN;NOM;FEM;SG	V;FEM;SG;3;PST;MID
монтаж	מונטאז	монтаж	מונטאז	N;INAN;NOM;MASC;SG	PROPN
ліцензії	רישיון	ліцензія	רישיון	N;INAN;NOM;FEM;PL	N;MASC;SG
ліцензії	הרישיון	ліцензія	הרישיון	N;INAN;NOM;FEM;PL	N;MASC;SG
пат	פט	пат	פט		PROPN
пат	פאט	пат	פאט		PROPN
епоха	עידן	епоха	עידן	N;INAN;NOM;FEM;SG	PROPN
регіональний	אזורי	регіональний	אזור	ADJ;NOM;MASC;SG	N;MASC;PL
регіональний	איזורי	регіональний	איזורין	ADJ;NOM;MASC;SG	PROPN
монумент	האנדרטה	монумент	האנדרטה	N;INAN;NOM;MASC;SG	PROPN
коріння	שורשי	коріння	שורש	N;INAN;NOM;NEUT;SG	PROPN
коріння	שורשים	коріння	שורש	N;INAN;NOM;NEUT;SG	N;MASC;PL
взуття	נעלי	взуття	נעל	N;INAN;NOM;NEUT;SG	N;PSSD;FEM;PL
взуття	נעליים	взуття	נעל	N;INAN;NOM;NEUT;SG	N;FEM;PL
виконавчий	מנהל	виконавчий	מנהל	ADJ;NOM;MASC;SG	N;MASC;SG
сем	סם	сем	סם	PROPN;ANIM;NOM;MASC;SG	
сем	סאם	сем	סאם	PROPN;ANIM;NOM;MASC;SG	
мис	כף	мис	כף	N;INAN;NOM;MASC;SG	
стюарт	סטיוארט	стюарт	סטיוארט	PROPN;ANIM;NOM;MASC;SG	PROPN
стюарт	סטוארט	стюарт	סטוארט	PROPN;ANIM;NOM;MASC;SG	PROPN
стюарт	סטיוארט	стюарт	סטיוארט	PROPN;ANIM;NOM;MASC;SG	PROPN
рда	rda	рда	rda	PROPN;INAN;NOM;FEM;SG	
рудольф	רודולף	рудольф	רודולף	PROPN;ANIM;NOM;MASC;SG	PROPN
рудольф	רודולף	рудольф	רודולף	PROPN;ANIM;NOM;MASC;SG	PROPN
поїхав	הלכה	поїхати	הלכה	V;PFV;MASC;IND;SG;PST;FIN	N;FEM;SG
грала	שיחק	грати	שיחק	V;IPFV;FEM;IND;SG;PST;FIN	PROPN
грала	ניגן	грати	ניגן	V;IPFV;FEM;IND;SG;PST;FIN	N;MASC;SG
часопис	מגזין	часопис	מגזין	N;INAN;NOM;MASC;SG	
ельст	אלסט	ельст	אלסט		
баз	באז	баз	באז	N;INAN;GEN;FEM;PL	PROPN
оболонки	פגז	оболонка	פגז	N;INAN;NOM;FEM;PL	PROPN
оболонки	מעטפת	оболонка	מעטף	N;INAN;NOM;FEM;PL	PROPN
оболонки	קליפה	оболонка	קליפה	N;INAN;NOM;FEM;PL	N;FEM;SG
сотня	מאה	сотня	מאה	N;INAN;NOM;FEM;SG	NUM;FEM;SG
сотня	hundred	сотня	hundred	N;INAN;NOM;FEM;SG	
статуя	פסל	статуватий	פסל	N;INAN;NOM;FEM;SG	PROPN
затверджено	מאושר	затверджити	מאושר	V;PFV;IND;0;FIN	ADJ;MASC;SG
затверджено	אושר	затверджити	אושר	V;PFV;IND;0;FIN	PROPN
затверджено	אושרו	затверджити	אושר	V;PFV;IND;0;FIN	V;PL;3;PST;PASS
затверджено	אושרה	затверджити	אושר	V;PFV;IND;0;FIN	V;FEM;SG;3;PST;PASS
джонсон	ונסון	джонсон	ונסון	PROPN;ANIM;NOM;MASC;SG	PROPN
коментар	הערה	коментар	הערה	N;INAN;NOM;MASC;SG	ADV
борці	מתאבקים	борк	התאבק	N;ANIM;NOM;MASC;PL	V;MASC;PL;V.PTCP
скасовано	מבוטלת	скасувати	מבוטל	V;PFV;IND;0;FIN	ADJ;FEM;SG
скасовано	מבוטל	скасувати	מבוטל	V;PFV;IND;0;FIN	
скасовано	בוטל	скасувати	בוטל	V;PFV;IND;0;FIN	V;MASC;SG;3;PST;PASS
скасовано	בוטלה	скасувати	בוטל	V;PFV;IND;0;FIN	V;FEM;SG;3;PST;PASS
скасовано	מבוטלת	скасувати	מבוטל	V;PFV;IND;0;FIN	ADJ;FEM;SG
скасовано	מבוטל	скасувати	מבוטל	V;PFV;IND;0;FIN	
скасовано	בוטל	скасувати	בוטל	V;PFV;IND;0;FIN	V;MASC;SG;3;PST;PASS
скасовано	בוטלה	скасувати	בוטל	V;PFV;IND;0;FIN	V;FEM;SG;3;PST;PASS
перебрався	מסננת	перебратися	מסננת	V;PFV;MASC;IND;SG;PST;FIN	N;FEM;SG
крило	כנף	крило	כנף	N;INAN;NOM;NEUT;SG	
ретельно	ביסודיות	ретельно	ביסודי	ADV	ADJ;FEM;PL
прискорення	להאיץ	прискорення	האיץ	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
поранених	פצועה	поранений	פצע	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	N;FEM;SG
поранених	נפצע	поранений	נפצע	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	V;MASC;SG;3;PST;MID
поранених	פצועים	поранений	פצוע	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	N;MASC;PL
поранених	פצוע	поранений	פצוע	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	N;MASC;SG
жіночого	נשי	жіночий	איש	ADJ;GEN;MASC;SG	
жіночого	נשיות	жіночий	נשיה	ADJ;GEN;MASC;SG	N;FEM;PL
відвідував	ביקרת	відвідувати	ביקר	V;IPFV;MASC;IND;SG;PST;FIN	PROPN
відвідував	ביקור	відвідувати	ביקור	V;IPFV;MASC;IND;SG;PST;FIN	N;MASC;SG
відвідував	ביקרו	відвідувати	ביקר	V;IPFV;MASC;IND;SG;PST;FIN	V;PL;3;PST;ACT
смоленська	סמולנסק	смоленський	סמולנסק	ADJ;NOM;FEM;SG	PROPN
підписали	חתום	підписати	חתום	V;PFV;IND;PL;PST;FIN	PROPN
підписали	חתומה	підписати	חתומה	V;PFV;IND;PL;PST;FIN	N;FEM;SG
підписали	חתם	підписати	חתם	V;PFV;IND;PL;PST;FIN	PROPN
підписали	נחתם	підписати	נחתם	V;PFV;IND;PL;PST;FIN	V;MASC;SG;3;PST;MID
жіночі	גברת	жіночий	גברת	ADJ;NOM;PL	N;FEM;SG
жіночі	ליידי	жіночий	ליידי	ADJ;NOM;PL	PROPN
листів	התכתבות	лист	התכתבות	N;INAN;GEN;MASC;PL	N;FEM;SG
добрий	טובה	добрий	None	ADJ;NOM;MASC;SG	ADV
добрий	יופי	добрий	יופי	ADJ;NOM;MASC;SG	PROPN
ударів	שבץ	удар	שבץ	N;INAN;GEN;MASC;PL	N;MASC;SG
правові	משפטי	правовий	משפטי	ADJ;NOM;PL	ADJ;MASC;SG
правові	חוקית	правовий	חוקי	ADJ;NOM;PL	ADV
правові	חוקיות	правовий	חוקיות	ADJ;NOM;PL	N;FEM;SG
наталя	נטליה	наталь	נטליה	PROPN;ANIM;NOM;FEM;SG	PROPN
монте	מונטי	монти	מונטי		PROPN
монте	מונטה	монти	מונטה		PROPN
гриби	פטריות	гриб	פטריות	N;INAN;NOM;MASC;PL	ADJ;FEM;PL
гриби	פטריות	гриб	פטריות	N;INAN;NOM;MASC;PL	ADJ;FEM;PL
гриби	פטרייה	гриб	פטרייה	N;INAN;NOM;MASC;PL	N;FEM;SG
гриби	פטריות	гриб	פטריות	N;INAN;NOM;MASC;PL	ADJ;FEM;PL
ілюстрації	איור	ілюстрація	איור	N;INAN;NOM;FEM;PL	PROPN
метрополітен	התחתית	метрополітен	התחתית	N;INAN;NOM;MASC;SG	V;MASC;SG;3;PST
метрополітен	מטרו	метрополітен	מטרה	N;INAN;NOM;MASC;SG	PROPN
бактерій	חיידקי	бактерія	חיידקי	N;ANIM;ACC;FEM;PL	PROPN
строк	תקופות	строк	תקופה	N;INAN;NOM;MASC;SG	N;FEM;PL
строк	מחזורים	строк	מחזור	N;INAN;NOM;MASC;SG	N;MASC;PL
затоці	תהום	заток	הום	N;INAN;NOM;MASC;SG	PROPN
спеціальність	ריכוזים	спеціальність	ריכוזי	N;INAN;NOM;FEM;SG	N;MASC;PL
командувача	קומנדר	командувач	קומנדר	N;ANIM;ACC;MASC;SG	PROPN
внизу	למטה	внизу	למטה	ADV	
внизу	תחתון	внизу	תחתון	ADV	ADJ;MASC;SG
внизу	תחתית	внизу	תחתית	ADV	N;FEM;SG
фази	שלב	фаза	שלב	N;INAN;NOM;FEM;PL	N;MASC;SG
посадки	נחיתות	посадок	נחיתות	N;INAN;NOM;FEM;PL	N;FEM;SG
подається	פרקים	подаватися	פרק	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
іспанської	ספרדי	іспанський	ספרדי	ADJ;GEN;FEM;SG	PROPN
іспанської	ספרדית	іспанський	ספרדית	ADJ;GEN;FEM;SG	PROPN
хіт	הכה	хіт	הכה	N;INAN;NOM;MASC;SG	PROPN
хіт	מכה	хіт	הכה	N;INAN;NOM;MASC;SG	
хіт	להיט	хіт	להיט	N;INAN;NOM;MASC;SG	PROPN
вершин	פיקס	вершина	פיקס	N;INAN;GEN;FEM;PL	PROPN
активна	פעיל	активний	פעיל	ADJ;NOM;FEM;SG	N;MASC;SG
активна	פעילים	активний	פעיל	ADJ;NOM;FEM;SG	N;MASC;PL
керувати	ניהול	керувати	ניהול	V;IPFV;NFIN	N;MASC;SG
керувати	נהלי	керувати	נהלי	V;IPFV;NFIN	ADJ;MASC;PL
меч	חרב	меч.	חרב	N;INAN;NOM;MASC;SG	
лорд	לורד	лорд	לורד	PROPN;ANIM;NOM;MASC;SG	PROPN
комунікації	תקשורת	комунікація	תקשורת	N;INAN;NOM;FEM;PL	N;FEM;SG
привід	הסיבה	привід	הסיב	N;INAN;NOM;MASC;SG	V;FEM;SG;3;PST;ACT
привід	דרייב	привід	דרייב	N;INAN;NOM;MASC;SG	PROPN
привід	כונן	привід	כונן	N;INAN;NOM;MASC;SG	PROPN
встановлюється	התקנות	встановлюватися	התקנה	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;SG
боги	אלים	бог	אלים	N;ANIM;NOM;MASC;PL	
боги	אולימפיים	бог	אולימפי	N;ANIM;NOM;MASC;PL	ADJ;MASC;PL
руслан	רוסלן	руслан	רוסלן	PROPN;ANIM;NOM;MASC;SG	PROPN
тимчасовий	זמנית	тимчасовий	זמנית	ADJ;NOM;MASC;SG	ADV
тимчасовий	זמני	тимчасовий	זמני	ADJ;NOM;MASC;SG	
тимчасовий	טמפרטורה	тимчасовий	טמפרטורה	ADJ;NOM;MASC;SG	N;FEM;SG
шахта	שאפט	шахта	שאפט	N;INAN;NOM;FEM;SG	PROPN
шахта	פיר	шахта	פיר	N;INAN;NOM;FEM;SG	PROPN
зберігати	חנות	зберігати	חנות	V;IPFV;NFIN	N;FEM;SG
зберігати	החנות	зберігати	החנה	V;IPFV;NFIN	N;FEM;PL
походять	התפתח	походити	התפתח	V;IPFV;IND;PL;3;PRS;FIN	V;MASC;SG;3;PST
походять	התפתחו	походити	התפתח	V;IPFV;IND;PL;3;PRS;FIN	V;PL;3;PST
походять	התפתחה	походити	התפתח	V;IPFV;IND;PL;3;PRS;FIN	V;FEM;SG;3;PST
христос	כריסטוס	христос	כריסטוס	PROPN;ANIM;NOM;MASC;SG	PROPN
христос	ישו	христос	ישו	PROPN;ANIM;NOM;MASC;SG	
христос	המשיח	христос	המשיח	PROPN;ANIM;NOM;MASC;SG	V;MASC;SG;3;PST;ACT
позначає	סימנים	позначати	סימן	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
позначає	מארקס	позначати	מארקס	V;IPFV;IND;SG;3;PRS;FIN	PROPN
позначає	מרקס	позначати	מרקס	V;IPFV;IND;SG;3;PRS;FIN	PROPN
біле	לבן	білий	לבן	ADJ;NOM;NEUT;SG	
біле	לבנה	білий	לבן	ADJ;NOM;NEUT;SG	
європу	אירופה	європа	אירופה	PROPN;INAN;ACC;FEM;SG	PROPN
єдність	אחדות	єдність	אחדים	N;INAN;NOM;FEM;SG	ADJ;FEM;PL
марино	מרינו	марино	מרינו	N;INAN;NOM;FEM;SG	PROPN
відкрити	פתח	відкрити	פתח	V;PFV;NFIN	PROPN
відкрити	פתוחים	відкрити	פתוח	V;PFV;NFIN	ADJ;MASC;PL
відкрити	פתחי	відкрити	פתח	V;PFV;NFIN	N;PSSD;MASC;PL
відкрити	פתוחה	відкрити	פתוח	V;PFV;NFIN	ADJ;FEM;SG
відкрити	פתוח	відкрити	פתוח	V;PFV;NFIN	ADJ;MASC;SG
кім	קים	ком	קים		PROPN
натрію	סודיום	натрій	סודיום	N;INAN;NOM;MASC;SG	PROPN
представництва	שגרירים	представництво	שגריר	N;INAN;NOM;NEUT;SG	N;MASC;PL
представництва	ייצוגים	представництво	ייצוג	N;INAN;NOM;NEUT;SG	N;MASC;PL
офіс	המשרד	офіс	המשרד	N;INAN;NOM;MASC;SG	PROPN
поширюється	הופץ	поширюватися	הופץ	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;3;PST;PASS
поширюється	מופץ	поширюватися	הופץ	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;PASS
народилась	נולדו	народитися	נולד	V;PFV;FEM;IND;SG;PST;FIN	V;PL;3;PST;MID
популярні	פופולרי	популярний	פופולרי	ADJ;NOM;PL	ADJ;MASC;SG
популярні	אהוד	популярний	אהוד	ADJ;NOM;PL	PROPN
популярні	פופולרית	популярний	פופולרית	ADJ;NOM;PL	ADJ;FEM;SG
популярні	פופולריות	популярний	פופולריות	ADJ;NOM;PL	N;FEM;SG
популярні	פופולרי	популярний	פופולרי	ADJ;NOM;PL	ADJ;MASC;SG
популярні	פופולריות	популярний	פופולריות	ADJ;NOM;PL	N;FEM;SG
зупинки	עצור	зупинка	עצור	N;INAN;NOM;FEM;PL	
зупинки	מפסיקה	зупинка	הפסיק	N;INAN;NOM;FEM;PL	V;FEM;SG;V.PTCP;ACT
зупинки	עוצר	зупинка	עוצר	N;INAN;NOM;FEM;PL	
зупинки	מפסיק	зупинка	הפסיק	N;INAN;NOM;FEM;PL	V;MASC;SG;V.PTCP;ACT
кавказ	הקווקז	кавказ	הקווקז	N;INAN;NOM;FEM;SG	PROPN
повертає	מחזירה	повертати	מחזיר	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
особливе	ספיישל	особливий	ספיישל	ADJ;NOM;NEUT;SG	PROPN
особливе	מיוחדים	особливий	מיוחד	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
особливе	מיוחדות	особливий	מיוחד	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
потреба	זקוקה	потреба	זקוק	N;INAN;NOM;FEM;SG	ADJ;FEM;SG
потреба	צריך	потреба	צריך	N;INAN;NOM;FEM;SG	V;MASC;SG
потреба	צריכה	потреба	צריך	N;INAN;NOM;FEM;SG	ADJ;FEM;SG
потреба	זקוק	потреба	None	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
річна	השנתי	річний	השנתי	ADJ;NOM;FEM;SG	V;SG;1;PST;ACT
річна	שנתי	річний	שנתי	ADJ;NOM;FEM;SG	PROPN
річна	שנתית	річний	שנתי	ADJ;NOM;FEM;SG	ADV
позаду	מאחורי	позаду	מאחורי	ADV	ADP
позаду	מאחור	позаду	מאחור	ADV	
оригінальний	מקוריות	оригінальний	מקורי	ADJ;NOM;MASC;SG	ADJ;FEM;PL
оригінальний	מקוריים	оригінальний	מקורי	ADJ;NOM;MASC;SG	ADJ;MASC;PL
оригінальний	מקורית	оригінальний	מקורי	ADJ;NOM;MASC;SG	ADV
оригінальний	המקורי	оригінальний	המקור	ADJ;NOM;MASC;SG	PROPN
педро	פדרו	Педро	פדר	PROPN;ANIM;NOM;FEM;SG	PROPN
тейлор	טיילור	тейлор	טיילור	PROPN;ANIM;NOM;FEM;SG	PROPN
переселення	טרק	переселення	טרק	N;INAN;NOM;NEUT;SG	PROPN
мексиці	מקסיקו	мексика	מקסיקו	PROPN;INAN;DAT;FEM;SG	PROPN
біллі	בילי	білля	בילי	PROPN;ANIM;NOM;MASC;SG	PROPN
біллі	בילי	білля	בילי	PROPN;ANIM;NOM;MASC;SG	PROPN
трапляється	קורה	траплятися	קרה	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
трапляється	יקרה	траплятися	קרה	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;3;FUT
біг	רן	бігти	רן	V;IPFV;MASC;IND;SG;PST;FIN	PROPN
біг	ביג	бігти	ביג	V;IPFV;MASC;IND;SG;PST;FIN	
біг	גדולים	бігти	גדול	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;MASC;PL
біг	גדול	бігти	גדול	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;MASC;SG
біг	גדולה	бігти	גדול	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;FEM;SG
біг	רץ	бігти	רץ	V;IPFV;MASC;IND;SG;PST;FIN	
