och	si	och	sine	CONJ	
piau	piauí	piau	piauí	ADJ;NOM;INDF;MASC+FEM;SG	PROPN
lotta	lotta	lotta	lottă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
clinton	clinton	clinton	clinton	PROPN;NOM	PROPN
félix	félix	félix	félix	PROPN;NOM	PROPN
pablo	pablo	pablo	pablo	PROPN;NOM	PROPN
schweizisk	elvețiană	schweizisk	elvețian	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
rasmus	rasmus	rasmus	rasmus	PROPN;NOM	PROPN
drottningen	regină	drottning	regina	N;NOM;DEF;MASC+FEM;SG	ADJ;INDF;FEM;SG
drottningen	damă	drottning	damă	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
drottningen	regina	drottning	regină	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
drottningen	queen	drottning	queen	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
cedar	cedar	ceda	cedar	PROPN;NOM	N;INDF;MASC;SG
separata	separat	separat	separat	ADJ;NOM;PL	ADJ;INDF;MASC;SG
separata	separă	separat	separa	ADJ;NOM;PL	V;IND;SG;3;PST;FIN
separata	separată	separat	separa	ADJ;NOM;PL	ADJ;INDF;FEM;SG
medicinsk	medicală	medicinsk	medical	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
medicinsk	medicale	medicinsk	medical	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
årliga	anual	årlig	anual	ADJ;NOM;PL	ADV
årliga	anuală	årlig	anual	ADJ;NOM;PL	ADJ;INDF;FEM;SG
årliga	anual	årlig	anual	ADJ;NOM;PL	ADV
årliga	anuală	årlig	anual	ADJ;NOM;PL	ADJ;INDF;FEM;SG
leone	leone	leone	leon	PROPN;NOM	PROPN
försvarare	apărătorul	försvarare	apărător	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
försvarare	apărător	försvarare	apărător	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
försvarare	apărătorii	försvarare	apărător	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
försvarare	apărătorilor	försvarare	apărător	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
family	familie	family	familie	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
family	familia	family	familie	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
newton	newton	newton	newton	PROPN;NOM	PROPN
gibson	gibson	gibson	gibson	PROPN;NOM	PROPN
fallen	cazut	fall	caze	N;NOM;DEF;NEUT;PL	ADJ;INDF;MASC;SG
fallen	căzută	fall	cădea	N;NOM;DEF;NEUT;PL	ADJ;INDF;FEM;SG
fallen	căzut	fall	cădea	N;NOM;DEF;NEUT;PL	V;MASC;SG;V.PTCP
omval	realegerea	omval	realegere	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
omval	realegere	omval	realegere	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
kunglig	regalitate	kunglig	regalitate	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kunglig	regală	kunglig	regal	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
kunglig	royal	kunglig	royal	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
devils	diavoli	devils	diavol	PROPN;NOM	N;INDF;MASC;PL
devils	draci	devils	drac	PROPN;NOM	
klimat	clima	klima	climă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
klimat	climă	klima	climă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
klimat	climatice	klima	climatic	N;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;PL
klimat	climatul	klima	climat	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
uppväxt	crescută	uppväxt	crescut	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
uppväxt	ridicată	uppväxt	ridicat	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
uppväxt	crescut	uppväxt	crescut	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
gottlieb	gottlieb	gottlieb	gottlieb	PROPN;NOM	PROPN
lès	lès	lès	lès	N;NOM;INDF;MASC+FEM;SG	
höjden	inaltime	höjd	inaltim	N;NOM;DEF;MASC+FEM;SG	
höjden	înălţime	höjd	înălţime	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
höjden	înălțimea	höjd	înălțime	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
höjden	înălțime	höjd	înălțime	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
accra	accra	accra	accra	PROPN;NOM	PROPN
joachim	joachim	joachim	joachim	PROPN;NOM	PROPN
tamanrasset	tamanrasset	tamanrass	tamanrasset	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
terry	terry	terry	terry	PROPN;NOM	PROPN
europe	europe	europe	europă	N;NOM	
europe	europei	europe	europă	N;NOM	PROPN;DEF;FEM;SG
europe	europa	europe	europa	N;NOM	PROPN
europe	europă	europe	europă	N;NOM	N;INDF;FEM;SG
birch	birch	birch	birch	PROPN;NOM	PROPN
mar	mar	mar	mar	NUM;NOM	
himlen	ceruri	himle	cer	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;PL
himlen	rai	himle	rai	N;NOM;DEF;MASC+FEM;SG	
himlen	raiul	himle	rai	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
himlen	cerul	himle	cer	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
himlen	sky	himle	sky	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
himlen	cer	himle	cere	N;NOM;DEF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
änka	văduvă	änka	văduv	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
änka	vaduva	änka	vaduva	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
änka	văduva	änka	văduvă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
änka	văduvă	änka	văduv	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
söderberg	söderberg	söderberg	söderberg	PROPN;NOM	N;INDF;MASC;SG
julian	julian	julian	julian	PROPN;NOM	N;INDF;MASC;SG
kiev	kiev	kiev	kiev	PROPN;NOM	PROPN
bostad	locuință	bostad	locuință	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bostad	resedinta	bostad	resedinta	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bostad	reședință	bostad	reședință	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bostad	reședința	bostad	reședință	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bostad	locuințe	bostad	locuință	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
bostad	locuinţe	bostad	locuingă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
bostad	cazare	bostad	cazare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bostad	carcasă	bostad	carcasă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
odlas	cultivate	odla	cultivat	V;NFIN;PASS	ADJ;INDF;FEM;PL
odlas	crescut	odla	crescut	V;NFIN;PASS	ADJ;INDF;MASC;SG
odlas	cultivat	odla	cultivat	V;NFIN;PASS	ADJ;INDF;MASC;SG
odlas	cultivată	odla	cultiva	V;NFIN;PASS	ADJ;INDF;FEM;SG
odlas	cultivate	odla	cultivat	V;NFIN;PASS	ADJ;INDF;FEM;PL
betecknar	denotă	beteckna	denotă	V;IND;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
betecknar	semnifică	beteckna	semnifica	V;IND;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
betecknar	denotă	beteckna	denotă	V;IND;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
ellis	ellis	ellis	ellis	PROPN;NOM	PROPN
minskat	redusă	minska	redus	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
minskat	reduse	minska	redus	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
peder	peder	peder	peder	PROPN;NOM	
känslor	emoție	känsla	emoție	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
känslor	sentimentele	känsla	sentiment	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
albin	albin	albin	albin	PROPN;NOM	PROPN
judisk	evreică	judisk	evreic	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
judisk	evreu	judisk	evreu	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
perdita	perdita	perdita	perdita	N;NOM;INDF;MASC+FEM;SG	
europeisk	europene	europeisk	european	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
europeisk	europeană	europeisk	european	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
europeisk	europeni	europeisk	european	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;PL
kommitté	comitetul	kommitté	comitet	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
act	actul	act	act	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
act	acționează	act	acționa	N;NOM;INDF;MASC+FEM;SG	V;IND;3;PRS;FIN
lik	cadavre	lik	cadavre	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
sprida	răspândirea	sprida	răspândire	V;IMP;NFIN;ACT	N;DEF;FEM;SG
sprida	răspândire	sprida	răspândire	V;IMP;NFIN;ACT	N;INDF;FEM;SG
sprida	răspândirea	sprida	răspândire	V;IMP;NFIN;ACT	N;DEF;FEM;SG
sprida	răspândire	sprida	răspândire	V;IMP;NFIN;ACT	N;INDF;FEM;SG
sprida	răspândit	sprida	răspândi	V;IMP;NFIN;ACT	ADJ;INDF;MASC;SG
lahtis	lahti	lahtis	lahti	PROPN;NOM	PROPN
nana	nana	nana	nană	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
serbiska	sârb	serbisk	sârb	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
serbiska	sârb	serbisk	sârb	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
serbiska	sârbi	serbisk	sârb	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
serbiska	sârbă	serbisk	sârb	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tävla	rasa	tävla	rasă	V;IMP;FIN;ACT	N;DEF;FEM;SG
tävla	cursa	tävla	cursă	V;IMP;FIN;ACT	N;DEF;FEM;SG
tävla	rasă	tävla	rasă	V;IMP;FIN;ACT	ADJ;INDF;FEM;SG
tävla	race	tävla	race	V;IMP;FIN;ACT	
tävla	cursă	tävla	cursă	V;IMP;FIN;ACT	N;INDF;FEM;SG
tävla	concura	tävla	concura	V;IMP;FIN;ACT	V;IND;SG;3;IPFV;FIN
tävla	concurează	tävla	concura	V;IMP;FIN;ACT	V;IND;3;PRS;FIN
edmund	edmund	edmund	edmunde	PROPN;NOM	PROPN
svärd	săbiile	svärd	sabie	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
svärd	sabii	svärd	sabiab	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
svärd	săbii	svärd	sabie	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
svärd	spadă	svärd	spadă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
svärd	sabia	svärd	sabia	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
svärd	sabie	svärd	sabie	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
främre	front	främra	front	ADJ;NOM;CMPR	N;INDF;MASC;SG
främre	față	främra	față	ADJ;NOM;CMPR	N;INDF;FEM;SG
främre	frontal	främra	frontal	ADJ;NOM;CMPR	ADJ;INDF;MASC;SG
främre	frontală	främra	frontal	ADJ;NOM;CMPR	ADJ;INDF;FEM;SG
dryopteris	dryopteris	dryopteri	dryopteris	N;NOM;INDF;MASC+FEM;SG	PROPN
viken	golful	viken	golf	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
viken	golful	viken	golf	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
viken	bay	viken	bay	N;NOM;INDF;MASC+FEM;SG	PROPN
lille	lille	liten	lille	N;NOM;DEF;MASC+FEM;SG	PROPN
butiker	magazinele	butik	magazin	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
säker	securizată	säker	securiza	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
säker	secure	säker	secure	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
larsen	larsen	lars	larsen	N;NOM;DEF;MASC+FEM;SG	PROPN
melbourne	melbourne	melbourne	melbournă	PROPN;NOM	N;INDF;MASC;SG
bei	bei	bei	bea	N;NOM;INDF;NEUT;SG	V;IND;SG;2;PRS;FIN
båt	barcă	båt	barcă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
båt	barca	båt	barcă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
engagemang	logodnă	engagemang	logodnă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
engagemang	logodna	engagemang	logodnă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
engagemang	interacțiuni	engagemang	interacțiune	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
engagemang	angajamentul	engagemang	angajament	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
engagemang	angajamentul	engagemang	angajament	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
engagemang	implicare	engagemang	implicare	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
engagemang	implicarea	engagemang	implicare	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
engagemang	dăruire	engagemang	dăruire	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
larry	larry	larry	larry	PROPN;NOM	PROPN
mekaniska	mecanic	mekanisk	mecanic	ADJ;NOM;PL	ADJ;INDF;MASC;SG
mekaniska	mecanică	mekanisk	mecanic	ADJ;NOM;PL	ADJ;INDF;FEM;SG
foster	foster	fost	fost	N;NOM;INDF;NEUT;SG	PROPN
foster	făt	fost	făt	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
foster	fătul	fost	făt	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
canada	canada	cana	canadă	N;NOM;INDF;MASC+FEM;SG	PROPN
förhållandet	relația	förhållande	relație	N;NOM;DEF;NEUT;SG	N;DEF;FEM;SG
förhållandet	relatie	förhållande	relatie	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
förhållandet	relație	förhållande	relație	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
hemliga	secretă	hemlig	secret	ADJ;NOM;PL	ADJ;INDF;FEM;SG
hemliga	secret	hemlig	secret	ADJ;NOM;PL	N;INDF;MASC;SG
hemliga	secreta	hemlig	secret	ADJ;NOM;PL	N;DEF;FEM;SG
hemliga	secrete	hemlig	secret	ADJ;NOM;PL	N;INDF;FEM;PL
hemliga	secretul	hemlig	secret	ADJ;NOM;PL	N;DEF;MASC;SG
normal	normale	normal	normal	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
normal	normală	normal	normal	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
normal	normal	normal	normal	ADJ;NOM;INDF;MASC+FEM;SG	ADV
jay	jay	jay	jay	PROPN;NOM	PROPN
lang	lang	lang	lang	N;NOM;INDF;MASC+FEM;SG	PROPN
philippe	philippe	philippe	philippe	PROPN;NOM	PROPN
kommersiella	comercial	kommersiell	comercial	ADJ;NOM;PL	ADJ;INDF;MASC;SG
kommersiella	reclamă	kommersiell	reclama	ADJ;NOM;PL	N;INDF;FEM;SG
kommersiella	comercială	kommersiell	comercial	ADJ;NOM;PL	ADJ;INDF;FEM;SG
libyen	libiei	libyen	libie	PROPN;NOM	PROPN;DEF;FEM;SG
libyen	libia	libyen	libie	PROPN;NOM	PROPN
roberto	roberto	roberto	roberto	PROPN;NOM	PROPN
misstag	greșeli	misstag	greșeală	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
misstag	greseli	misstag	greseală	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
misstag	greseala	misstag	greseală	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
misstag	greșeală	misstag	greșeală	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
ibn	ibn	ibn	ibn	PROPN;NOM	N;INDF;MASC;SG
vorpommern	vorpommern	vorpommer	vorpommern	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
transport	transportare	transport	transportare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
transport	transporturi	transport	transport	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
transport	transportul	transport	transport	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
transport	transporturi	transport	transport	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
transport	transportul	transport	transport	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
förut	inainte	förut	inainte	ADV	
richards	richards	richard	richards	PROPN;NOM	PROPN
fattiga	săracul	fattig	sărac	ADJ;NOM;PL	N;DEF;MASC;SG
fattiga	saraca	fattig	saracă	ADJ;NOM;PL	ADJ;DEF;FEM;SG
stjärnan	stea	stjärna	sta	N;NOM;DEF;MASC+FEM;SG	V;IND;3;PRS;FIN
stjärnan	star	stjärna	star	N;NOM;DEF;MASC+FEM;SG	
stjärnan	vedeta	stjärna	vedeta	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
stjärnan	steaua	stjärna	stea	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
utländsk	străine	utländsk	străin	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
utländsk	străină	utländsk	străin	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
utländsk	străinătate	utländsk	străinătate	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
radering	ștergerea	radering	ștergere	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
radering	ștergere	radering	ștergere	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
katolsk	catolică	katolsk	catolic	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
katolsk	catolica	katolsk	catolică	ADJ;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
hört	auzit	höra	auzi	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
simpsons	simpsons	simpson	simpsons	PROPN;GEN	PROPN
dött	murit	döda	muri	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
dött	moartă	döda	mort	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
dött	dead	döda	dead	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	
gas	gaze	ga	gaz	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
berömd	celebră	berömd	celebră	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
berömd	faimoasă	berömd	faimos	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
samlingen	colectie	samling	colectie	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
samlingen	colecţie	samling	colecţie	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
samlingen	colecţia	samling	colechie	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
samlingen	colecție	samling	colecție	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
samlingen	colectare	samling	colectare	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
samlingen	colecția	samling	colecție	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
inspiration	inspirație	inspiration	inspirație	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
inspiration	inspiratie	inspiration	inspiratie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
agrotis	agrotis	agrotis	agrotis	N;NOM;INDF;MASC+FEM;SG	
pehr	pehr	pehr	pehr	PROPN;NOM	
sophie	sophie	sophie	sophie	PROPN;NOM	PROPN
houston	houston	houston	houston	PROPN;NOM	PROPN
sudan	sudan	suda	sudan	PROPN;NOM	N;INDF;MASC;SG
sudan	sudanului	suda	sudan	PROPN;NOM	N;DEF;MASC;SG
sudan	sudanul	suda	sudan	PROPN;NOM	N;DEF;MASC;SG
uppmärksammade	remarcat	uppmärksammad	remarca	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
uppmärksammade	observat	uppmärksammad	observa	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
framtid	viitorul	framtid	viitor	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
framtid	viitoare	framtid	viitor	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM
koppling	cuplare	koppling	cuplare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
koppling	cupla	koppling	cuple	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;IPFV;FIN
koppling	ambreiajul	koppling	ambreiaj	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
koppling	conexiunea	koppling	conexiune	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
koppling	conexiune	koppling	conexiune	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
institut	institutul	institut	institut	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
institut	institute	institut	institut	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
institut	institutele	institut	institut	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
institut	instituțiile	institut	instituție	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
institut	instituții	institut	instituție	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
institut	institutii	institut	institutie	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
venus	venus	venus	venu	PROPN;NOM	N;INDF;MASC;SG
resurser	resursele	resurs	resursă	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
dubbla	dubla	dubbel	dublu	ADJ;NOM;PL	ADJ;DEF;FEM;SG
dubbla	dublă	dubbel	dublu	ADJ;NOM;PL	ADJ;INDF;FEM;SG
dubbla	dublu	dubbel	dublu	ADJ;NOM;PL	ADJ;INDF;MASC;SG
dubbla	duble	dubbel	dublu	ADJ;NOM;PL	N;INDF;FEM;PL
catherine	caterina	catherine	caterină	PROPN;NOM	N;DEF;FEM;SG
catherine	catherine	catherine	catherină	PROPN;NOM	PROPN
catherine	ecaterina	catherine	ecaterină	PROPN;NOM	N;DEF;FEM;SG
flod	râul	flod	râu	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
flod	river	flod	river	N;NOM;INDF;MASC+FEM;SG	PROPN
greta	greta	gret	gretă	PROPN;NOM	N;DEF;FEM;SG
greta	gretel	gret	gretel	PROPN;NOM	PROPN
kommunikation	comunicare	kommunikation	comunicare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kommunikation	comunicări	kommunikation	comunicare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
kommunikation	comunicarea	kommunikation	comunicare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kommunikation	comunicații	kommunikation	comunicație	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
kommunikation	comunicări	kommunikation	comunicare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
äldste	bătrânii	gammal	bătrân	N;SG	N;DEF;MASC;PL
negra	negra	negra	negru	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
gator	gator	gata	gator	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
gator	aligator	gata	aligator	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
gator	străzile	gata	stradă	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
henan	henan	hona	henan	PROPN;NOM	PROPN
dramatiska	dramatic	dramatisk	dramatic	ADJ;NOM;PL	ADJ;INDF;MASC;SG
dramatiska	dramatică	dramatisk	dramatic	ADJ;NOM;PL	ADJ;INDF;FEM;SG
växa	creste	växa	creste	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
växa	crească	växa	crește	V;IMP;FIN;ACT	V;SBJV;3;PRS;FIN
växa	crește	växa	crește	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
växa	cresc	växa	crește	V;IMP;FIN;ACT	V;IND;PL;3;PRS;FIN
växa	creşte	växa	creşte	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
sjögren	sjögren	sjögr	sjögren	PROPN;NOM	
brasiliensis	brasiliensis	brasiliensis	brasiliensis	N;NOM;INDF;MASC+FEM;SG	ADV
craig	craig	craig	craig	PROPN;NOM	PROPN
budget	bugetul	budget	buget	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
wheeler	wheeler	wheeler	wheeler	PROPN;NOM	PROPN
moçambique	mozambic	moçambique	mozambic	PROPN;NOM	N;INDF;MASC;SG
tusentals	mii	tusental	mie	N;GEN;INDF;NEUT;PL	NUM;INDF;FEM;PL
tusentals	miile	tusental	mie	N;GEN;INDF;NEUT;PL	NUM;DEF;FEM;PL
poa	poa	poa	poa	PROPN;NOM	
studerat	studiată	studera	studiat	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
buck	buck	buck	buck	N;NOM;INDF;MASC+FEM;SG	PROPN
dean	decan	de	decan	PROPN;NOM	N;INDF;MASC;SG
dean	dean	de	dean	PROPN;NOM	PROPN
masters	stăpâni	mast	stăpâni	N;NOM;INDF;MASC+FEM;SG	
masters	stăpânii	mast	stăpân	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;PL
producerat	produs	producerad	produs	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;MASC;SG
sända	difuzat	sända	difuza	V;IMP;FIN;ACT	ADJ;INDF;MASC;SG
sända	transmisie	sända	transmisie	V;IMP;FIN;ACT	N;INDF;FEM;SG
sända	transmisiune	sända	transmisiune	V;IMP;FIN;ACT	N;INDF;FEM;SG
sända	difuzare	sända	difuzare	V;IMP;FIN;ACT	N;INDF;FEM;SG
sända	trimite	sända	trimite	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
typiska	tipic	typisk	tipic	ADJ;NOM;PL	ADV
kiss	pee	kiss	pee	N;NOM;INDF;MASC+FEM;SG	
kiss	pipi	kiss	pip	N;NOM;INDF;MASC+FEM;SG	
kiss	pup	kiss	pup	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;1;PRS;FIN
ram	cadrul	ram	cadru	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
ram	rama	ram	ramă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ram	ramă	ram	ramă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
utformning	proiectare	utformning	proiectare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
