من	кой	مِن	кой	ADP	PRO;NOM;MASC;SG
التخزين	склад	تَخزِين	склад	N;NOM;DEF;SG	N;INDF;MASC;SG
التخزين	съхранение	تَخزِين	съхранение	N;NOM;DEF;SG	N;INDF;NEUT;SG
التخزين	складиране	تَخزِين	складиране	N;NOM;DEF;SG	N;INDF;NEUT;SG
التخزين	съхраняване	تَخزِين	съхраняване	N;NOM;DEF;SG	N;INDF;NEUT;SG
محرم	забранено	محرم	забраня	N;NOM;INDF;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
محرم	забранени	محرم	забраня	N;NOM;INDF;SG	V;PFV;INDF;PL;V.PTCP;PASS
محرم	забранен	محرم	забраня	N;NOM;INDF;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
محرم	забранена	محرم	забраня	N;NOM;INDF;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
نوح	ноа	نوح	ноа		PROPN;INDF;FEM;SG
نوح	ной	نوح	ной		N;INDF;MASC;SG
التفاعلات	реакции	تَفَاعُل	реакция	N;NOM;DEF;PL	N;INDF;FEM;PL
التفاعلات	взаимодействия	تَفَاعُل	взаимодействие	N;NOM;DEF;PL	N;INDF;NEUT;PL
شعبي	популярно	شعبي	популярен		ADV
شعبي	популярен	شعبي	популярен		ADJ;INDF;MASC;SG
شعبي	популярна	شعبي	популярен		ADJ;INDF;FEM;SG
شعبي	популярни	شعبي	популярен		ADJ;INDF;PL
فرناندو	фернандо	فِرنَاندُو	фернандо		PROPN;INDF;MASC;SG
العلوية	таван	عَلوِيّ	таван	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
العلوية	тавана	عَلوِيّ	таван	ADJ;NOM;DEF;FEM;SG	N;DEF;MASC;SG
داعش	изида	دَاعَش	изида		N;DEF;MASC;SG
نفسية	психологическо	نَفسِيّ	психологически	ADJ;NOM;INDF;FEM;SG	ADV
لاس	лас	لَاسِي	лас		PROPN;INDF;MASC;SG
داخلي	интериор	دَاخِلِيّ	интериор	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
داخلي	вътрешно	دَاخِلِيّ	вътрешен	ADJ;NOM;INDF;MASC;SG	ADV
داخلي	вътрешно	دَاخِلِيّ	вътрешен	ADJ;NOM;INDF;MASC;SG	ADV
داخلي	вътре	دَاخِلِيّ	вътре	ADJ;NOM;INDF;MASC;SG	ADV
داخلي	вътрешно	دَاخِلِيّ	вътрешен	ADJ;NOM;INDF;MASC;SG	ADV
داخلي	вътрешни	دَاخِلِيّ	вътрешен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
داخلي	вътрешно	دَاخِلِيّ	вътрешен	ADJ;NOM;INDF;MASC;SG	ADV
داخلي	вътрешни	دَاخِلِيّ	вътрешен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
استراتيجية	стратегията	إِسترَاتِيجِيَّة	стратегия	N;NOM;INDF;SG	N;DEF;FEM;SG
محلول	разтвор	مَحلُول	разтвор		N;INDF;MASC;SG
محلول	решение	مَحلُول	решение		N;INDF;NEUT;SG
الخرائط	карти	خَرِيطَة	карта	N;NOM;DEF;PL	N;INDF;FEM;PL
صحفية	журналист	صُحُفِيّ	журналист	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
صحفية	журналистка	صُحُفِيّ	журналистка	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;SG
الرمال	пясък	رَمل	пясък	N;NOM;DEF;SG	N;INDF;MASC;SG
الوراثة	генетика	وَرَاثَة	генетика	N;NOM;DEF;SG	N;INDF;FEM;SG
الوراثة	наследство	وَرَاثَة	наследство	N;NOM;DEF;SG	N;INDF;NEUT;SG
الزيادة	увеличаване	زِيَادَة	увеличаване	N;NOM;DEF;SG	N;INDF;NEUT;SG
الزيادة	увеличение	زِيَادَة	увеличение	N;NOM;DEF;SG	N;INDF;NEUT;SG
الزيادة	повишаване	زِيَادَة	повишаване	N;NOM;DEF;SG	N;INDF;NEUT;SG
الزيادة	увеличи	زِيَادَة	увелича-(се)	N;NOM;DEF;SG	V;PFV;IMP;SG;2;FIN
ترجم	преведа	تَرجَم	преведа	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
ترجم	преведете	تَرجَم	преведа	V;PFV;MASC;SG;3;ACT	V;PFV;IMP;PL;2;FIN
غرام	грама	غَرَّام	грама		N;DEF;MASC;SG
الاستعمارية	колониален	اِستِعمَارِيّ	колониален	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
الاستعمارية	колонизация	اِستِعمَارِيّ	колонизация	ADJ;NOM;DEF;FEM;SG	N;INDF;FEM;SG
ماهر	мейър	ماهر	мейър		PROPN;INDF;MASC;SG
الفاتح	завоевател	فَاتِح	завоевател	N;NOM;DEF;SG	N;INDF;MASC;SG
الخلف	изостанали	خَلَف	изостана	N;NOM;DEF;SG	V;PFV;INDF;PL;PST;V.PTCP;ACT
عارف	ариф	عارف	ариф		PROPN;INDF;MASC;SG
بارز	виден	بَارِز	виден	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
هرمون	хормон	هرمون	хормон		N;INDF;MASC;SG
هرمون	хормони	هرمون	хормон		N;INDF;MASC;PL
متاحة	налично	مُتَاح	налично	ADJ;NOM;INDF;FEM;SG	ADV
متاحة	налични	مُتَاح	наличен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
تعدد	множествена	عَدَّد	множествен	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
تعدد	многобройни	عَدَّد	многоброен	N;NOM;INDF;SG	ADJ;INDF;PL
بروس	брус	بروس	брус		PROPN;INDF;MASC;SG
الفلكية	астрономически	فَلَكِيّ	астрономически		ADJ;INDF;MASC;SG
فلاديمير	владимир	فلَادِيمِير	владимир		PROPN;INDF;MASC;SG
لويزيانا	луизиана	لويزيانا	луизиан		N;DEF;MASC;SG
الحليب	мляко	حَلِيب	мляко	N;NOM;DEF;SG	N;INDF;NEUT;SG
تواصل	продължи	تَوَاصُل	продължа	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;ACT
تواصل	свържете	تَوَاصُل	свържа	N;NOM;INDF;SG	V;PFV;IMP;PL;2;FIN
الفعلي	действителна	فِعلِيّ	действителен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
الفعلي	действителен	فِعلِيّ	действителен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
القطار	влак	قِطَار	влак	N;NOM;DEF;SG	N;INDF;MASC;SG
انضمت	съединени	اِنضَمّ	съединя-(се)	V;PFV;FEM;SG;3;ACT	V;PFV;INDF;PL;V.PTCP;PASS
انهم	те	اِنهَمّ	аз		PRO;NOM;PL;3
تسليم	доставката	تَسلِيم	доставка	N;NOM;INDF;SG	N;DEF;FEM;SG
لفة	рол	لِفَة	рол	N;NOM;INDF;SG	PROPN;INDF;MASC;SG
بوضوح	ясно	بوضوح	ясно		ADV
واجه	фейс	وَاجَه	фейс	V;PFV;MASC;SG;3;ACT	N;INDF;MASC;SG
واجه	лицето	وَاجَه	лице	V;PFV;MASC;SG;3;ACT	N;DEF;NEUT;SG
واجه	лице	وَاجَه	лице	V;PFV;MASC;SG;3;ACT	N;INDF;NEUT;SG
البرتغالية	португалски	بُرتُغَالِيَّة	португалски		ADJ;INDF;MASC;SG
توصيل	доставката	تَوصِيل	доставка	N;NOM;INDF;SG	N;DEF;FEM;SG
الحرام	харам	حَرَام	харам	N;NOM;DEF;SG	N;INDF;FEM;SG
القلق	тревожност	قَلَق	тревожност	N;NOM;DEF;SG	N;INDF;FEM;SG
القلق	безпокойство	قَلَق	безпокойство	N;NOM;DEF;SG	N;INDF;NEUT;SG
الشريط	касета	شَرِيط	касета	N;NOM;DEF;SG	N;INDF;FEM;SG
الشريط	лента	شَرِيط	лента	N;NOM;DEF;SG	N;INDF;FEM;SG
الشريط	панделка	شَرِيط	панделка	N;NOM;DEF;SG	N;INDF;FEM;SG
الشريط	лента	شَرِيط	лента	N;NOM;DEF;SG	N;INDF;FEM;SG
معقدة	сложно	مُعَقَّد	сложен	ADJ;NOM;INDF;FEM;SG	ADV
معقدة	сложни	مُعَقَّد	сложен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
اليونسكو	юнеско	اليونسكو	юнеско		ADV
بوتر	потър	بُوتُر	потър		N;INDF;MASC;SG
توني	тони	تُونِي	тони		N;INDF;MASC;SG
العصب	нахалство	عَصِبَ	нахалство	N;NOM;DEF;SG	N;INDF;NEUT;SG
العصب	нерв	عَصِبَ	нерв	N;NOM;DEF;SG	N;INDF;MASC;SG
العصب	нерви	عَصِبَ	морви	N;NOM;DEF;SG	N;INDF;FEM;PL
ليل	лил	لَيل	лил	N;NOM;INDF;SG	PROPN;INDF;MASC;SG
ليل	нощта	لَيل	нощ	N;NOM;INDF;SG	N;DEF;FEM;SG
الخفيفة	светло	خَفِيف	светло	N;NOM;DEF;SG	ADV
الخفيفة	светлина	خَفِيف	светлина	N;NOM;DEF;SG	N;INDF;FEM;SG
الجدل	спорове	جَدَل	спор	N;NOM;DEF;SG	N;INDF;MASC;PL
الجدل	спор	جَدَل	спор	N;NOM;DEF;SG	N;INDF;MASC;SG
الجدل	противоречия	جَدَل	противоречие	N;NOM;DEF;SG	N;INDF;NEUT;PL
البسيط	прост	بَسِيط	прост		ADJ;INDF;MASC;SG
البسيط	прости	بَسِيط	прост		ADJ;INDF;PL
البسيط	проста	بَسِيط	прост		ADJ;INDF;FEM;SG
البسيط	простичко	بَسِيط	простичка		ADV
معدنية	метално	مَعدِنِيّ	метално	ADJ;NOM;INDF;FEM;SG	ADV
معدنية	метални	مَعدِنِيّ	метален	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
مرتفع	високи	مُرتَفِع	висок	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
مرتفع	високо	مُرتَفِع	високо	ADJ;NOM;INDF;MASC;SG	ADV
الفضة	сребърна	فِضَّة	сребърна-(се)	N;NOM;DEF;SG	N;INDF;FEM;SG
الفضة	сребърни	فِضَّة	сребърен	N;NOM;DEF;SG	ADJ;INDF;PL
الفضة	силвър	فِضَّة	силвър	N;NOM;DEF;SG	N;INDF;MASC;SG
الفضة	сребро	فِضَّة	сребро	N;NOM;DEF;SG	N;INDF;NEUT;SG
الفضة	сребърен	فِضَّة	сребърен	N;NOM;DEF;SG	N;INDF;MASC;SG
مصمم	дизайнерски	مُصمَم	дизайнерски	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
البروتستانتية	протестантството	برُوتستَانتِيّ	протестантство		N;DEF;NEUT;SG
البروتستانتية	протестант	برُوتستَانتِيّ	протестант		N;INDF;MASC;SG
الري	напояване	رَيّ	напояване	N;NOM;DEF;SG	N;INDF;NEUT;SG
بقاء	оцеляването	بَقَاء	оцеляване	N;NOM;INDF;SG	N;DEF;NEUT;SG
المجلد	обем	مَجلَد	обем	N;NOM;DEF;SG	N;INDF;MASC;SG
المجلد	директория	مَجلَد	директория	N;NOM;DEF;SG	N;INDF;FEM;SG
المجلد	папка	مَجلَد	папка	N;NOM;DEF;SG	N;INDF;FEM;SG
جماعية	колективни	جَمَاعِيّ	колективен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
جماعية	колектив	جَمَاعِيّ	колектив	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
جماعية	колективно	جَمَاعِيّ	колективен	ADJ;NOM;INDF;FEM;SG	ADV
غناء	пеенето	غناء	пеене	N;NOM;INDF;SG	N;DEF;NEUT;SG
غناء	пея	غناء	пея	N;NOM;INDF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
غناء	пее	غناء	пея	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
غناء	пеейки	غناء	пеейки	N;NOM;INDF;SG	N;INDF;FEM;PL
بشر	човеци	بَشَّر	човек		N;INDF;MASC;PL
بشر	човеците	بَشَّر	човек		N;DEF;MASC;PL
فخر	гордост	فَخر	гордост		N;INDF;FEM;SG
فخر	прайд	فَخر	прайд		N;INDF;MASC;SG
الجغرافيا	география	جُغرَافِيَا	география		N;INDF;FEM;SG
المضاربة	спекулация	مُضَارَبَة	спекулация	N;NOM;DEF;SG	N;INDF;FEM;SG
المضاربة	спекулации	مُضَارَبَة	спекулация	N;NOM;DEF;SG	N;INDF;FEM;PL
المضاربة	спекулативни	مُضَارَبَة	спекулативен	N;NOM;DEF;SG	ADJ;INDF;PL
معالج	лечител	مَعلَج	лечител		N;INDF;MASC;SG
معالج	терапевт	مَعلَج	терапевт		N;INDF;MASC;SG
معالج	процесор	مَعلَج	процесор		N;INDF;MASC;SG
ناجحة	успешни	نَاجِح	успешен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
ناجحة	успешно	نَاجِح	успешно	ADJ;NOM;INDF;FEM;SG	ADV
ناجحة	успех	نَاجِح	успех	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
ناجحة	успехи	نَاجِح	успех	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;PL
اليورانيوم	уран	اليورانيوم	уран		N;INDF;MASC;SG
الفقرة	параграф	فَقرَة	параграф	N;NOM;DEF;SG	N;INDF;MASC;SG
الفقرة	абзац	فَقرَة	абзац	N;NOM;DEF;SG	N;INDF;MASC;SG
المعتمد	приета	مُعتَمَد	приема	ADJ;NOM;DEF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
المعتمد	приет	مُعتَمَد	приема	ADJ;NOM;DEF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
المعتمد	осиновен	مُعتَمَد	осиновя-(се)	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
المعتمد	осиновена	مُعتَمَد	осиновя-(се)	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
المعتمد	акредитирани	مُعتَمَد	акредитирам	ADJ;NOM;DEF;MASC;SG	V;IPFV;INDF;PL;V.PTCP;PASS
سلطات	властите	سُلطَة	власт	N;NOM;INDF;PL	N;DEF;FEM;PL
سلطات	пауърс	سُلطَة	пауърс	N;NOM;INDF;PL	N;INDF;MASC;SG
متوفرة	налично	مُتَوَفِّر	налично	ADJ;NOM;INDF;FEM;SG	ADV
متوفرة	налични	مُتَوَفِّر	наличен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
المنصة	перон	مِنَصَّة	перон	N;NOM;DEF;SG	N;INDF;MASC;SG
المنصة	платформа	مِنَصَّة	платформа	N;NOM;DEF;SG	N;INDF;FEM;SG
المنصة	стадий	مِنَصَّة	стадий	N;NOM;DEF;SG	N;INDF;MASC;SG
المنصة	сцена	مِنَصَّة	сцена	N;NOM;DEF;SG	N;INDF;FEM;SG
المنصة	етап	مِنَصَّة	етап	N;NOM;DEF;SG	N;INDF;MASC;SG
صوفيا	софия	صُوفِيَا	софия		PROPN;INDF;FEM;SG
الفندق	hotel	فُندُق	hotel	N;NOM;DEF;SG	N;INDF;MASC;SG
الفندق	хотел	فُندُق	хотел	N;NOM;DEF;SG	N;INDF;MASC;SG
الدالة	функция	دَالَة	функция	N;NOM;DEF;SG	N;INDF;FEM;SG
الدالة	длъжност	دَالَة	длъжност	N;NOM;DEF;SG	N;INDF;FEM;SG
الدالة	функциониране	دَالَة	функциониране	N;NOM;DEF;SG	N;INDF;NEUT;SG
الدالة	функции	دَالَة	функция	N;NOM;DEF;SG	N;INDF;FEM;PL
فشلت	неуспешна	فَشِل	неуспешен	V;PFV;FEM;SG;3;ACT	ADJ;INDF;FEM;SG
فشلت	неуспешно	فَشِل	неуспешно	V;PFV;FEM;SG;3;ACT	ADV
فشلت	неуспех	فَشِل	неуспех	V;PFV;FEM;SG;3;ACT	N;INDF;MASC;SG
التعريفي	индукция	تَعرِيفِيّ	индукция	ADJ;NOM;DEF;MASC;SG	N;INDF;FEM;SG
المدافع	оръдия	مَدفَع	оръди	N;NOM;DEF;SG	N;INDF;NEUT;PL
المدافع	защитник	مَدفَع	защитник	N;NOM;DEF;SG	N;INDF;MASC;SG
جوهر	същността	جَوهَر	същност		N;DEF;FEM;SG
جوهر	същност	جَوهَر	същност		N;INDF;FEM;SG
التحقيقات	разследването	تَحقِيق	разследване	N;NOM;DEF;PL	N;DEF;NEUT;SG
التحقيقات	разследван	تَحقِيق	разследвам	N;NOM;DEF;PL	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
التحقيقات	разследване	تَحقِيق	разследване	N;NOM;DEF;PL	N;INDF;NEUT;SG
التحقيقات	проверки	تَحقِيق	проверка	N;NOM;DEF;PL	N;INDF;FEM;PL
التحقيقات	запитвания	تَحقِيق	запитване	N;NOM;DEF;PL	N;INDF;NEUT;PL
التحقيقات	разследвания	تَحقِيق	разследване	N;NOM;DEF;PL	N;INDF;NEUT;PL
التحقيقات	разследване	تَحقِيق	разследване	N;NOM;DEF;PL	N;INDF;NEUT;SG
التحقيقات	изследвания	تَحقِيق	изследване	N;NOM;DEF;PL	N;INDF;NEUT;PL
الواجهة	интерфейс	وَاجِهَة	интерфейс	N;NOM;DEF;SG	N;INDF;MASC;SG
تقرر	решава	تَقَرَّر	решавам-(се)	V;PFV;MASC;SG;3;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
تقرر	решете	تَقَرَّر	реша	V;PFV;MASC;SG;3;ACT	V;PFV;IMP;PL;2;FIN
لانه	защото	لانه	защото		ADV
نصيب	сподели	نَصِيب	споделя	N;NOM;INDF;SG	V;PFV;IMP;SG;2;FIN
نصيب	споделете	نَصِيب	споделя	N;NOM;INDF;SG	V;PFV;IMP;PL;2;FIN
يقود	карат	قَاد	карам	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
طبق	чинията	طَبَّق	чиния	N;NOM;INDF;SG	N;DEF;FEM;SG
الجوف	кух	جَوف	кух		N;INDF;MASC;SG
الجوف	куха	جَوف	кухам		N;INDF;FEM;SG
الجوف	холоу	جَوف	холоу		N;INDF;MASC;SG
الجوف	кухи	جَوف	куха		ADJ;INDF;PL
الثلاثين	тридесет	ثَلَاثُون	тридесет	NUM;NOM;DEF	NUM;INDF;PL
كين	кен	كِين	кен		PROPN;INDF;MASC;SG
التقييم	преценка	تَقيِيم	преценка	N;NOM;DEF;SG	N;INDF;FEM;SG
التقييم	оценяване	تَقيِيم	оценяване	N;NOM;DEF;SG	N;INDF;NEUT;SG
التقييم	оценка	تَقيِيم	оценка	N;NOM;DEF;SG	N;INDF;FEM;SG
التقييم	оценяване	تَقيِيم	оценяване	N;NOM;DEF;SG	N;INDF;NEUT;SG
التقييم	оценка	تَقيِيم	оценка	N;NOM;DEF;SG	N;INDF;FEM;SG
التقييم	рейтинги	تَقيِيم	рейтинг	N;NOM;DEF;SG	N;INDF;MASC;PL
التقييم	рейтинг	تَقيِيم	рейтинг	N;NOM;DEF;SG	N;INDF;MASC;SG
التقييم	квалификация	تَقيِيم	квалификация	N;NOM;DEF;SG	N;INDF;FEM;SG
البنات	момичета	بِنت	момиче	N;NOM;DEF;PL	N;INDF;NEUT;PL
البنات	девойки	بِنت	девойка	N;NOM;DEF;PL	N;INDF;FEM;PL
فيلادلفيا	филаделфия	فِيلَادِلفِيَا	филаделфия		N;INDF;FEM;SG
عدي	ади	عدي	ади		PROPN;INDF;MASC;SG
هيوستن	хюстън	هِيُوستُن	хюстън		PROPN;INDF;MASC;SG
القشرة	коричка	قَشَرَة	коричка	N;NOM;DEF;SG	N;INDF;FEM;SG
القشرة	кора	قَشَرَة	кора	N;NOM;DEF;SG	N;INDF;FEM;SG
منفذ	пристанището	مَنفَذ	пристанище	N;NOM;INDF;SG	N;DEF;NEUT;SG
البنوك	бенкс	بَنك	бенкс	N;NOM;DEF;PL	PROPN;INDF;MASC;SG
البنوك	банкс	بَنك	банкс	N;NOM;DEF;PL	PROPN;INDF;MASC;SG
البنوك	банки	بَنك	банка	N;NOM;DEF;PL	N;INDF;FEM;PL
بيدرو	педро	بيدرو	педро		PROPN;INDF;MASC;SG
اللحظة	момент	لَحظَة	момент	N;NOM;DEF;SG	N;INDF;MASC;SG
اللحظة	миг	لَحظَة	миг	N;NOM;DEF;SG	N;INDF;MASC;SG
مخصص	обичай	مُخَصَّص	обичам	ADJ;NOM;INDF;MASC;SG	V;IPFV;IMP;SG;2;FIN
ستالين	сталин	ستالين	сталин	N;ACC;INDF;DU	N;INDF;MASC;SG
روي	рой	رَوِّيّ	рой	V;PFV;MASC;SG;3;ACT	PROPN;INDF;MASC;SG
سجلات	регистрите	سِجِلّ	регистър	N;NOM;INDF;PL	N;DEF;MASC;PL
مغامرة	приключенски	مُغَامَرَة	приключенски	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
مغامرة	приключението	مُغَامَرَة	приключение	N;NOM;INDF;SG	N;DEF;NEUT;SG
مغامرة	приключения	مُغَامَرَة	приключение	N;NOM;INDF;SG	N;INDF;NEUT;PL
حادة	остро	حَادّ	остро	ADJ;NOM;INDF;FEM;SG	ADV
حادة	шарп	حَادّ	шарп	ADJ;NOM;INDF;FEM;SG	PROPN;INDF;MASC;SG
حادة	остър	حَادّ	остър	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
حادة	остра	حَادّ	остър	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;SG
حادة	остри	حَادّ	остър	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
مكاتب	офисите	مَكتَب	офис	N;NOM;INDF;PL	N;DEF;MASC;PL
مكاتب	бюрата	مَكتَب	бюро	N;NOM;INDF;PL	N;DEF;NEUT;PL
عادي	нормално	عَادِيّ	нормално	ADJ;NOM;INDF;MASC;SG	ADV
