категорія	catégories	категорія	catégorie	N;INAN;NOM;FEM;SG	N;FEM;PL
теодор	theodor	теодор	theodor	PROPN;ANIM;NOM;MASC;SG	PROPN
теодор	théodore	теодор	théodore	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
теодор	teodor	теодор	teodor	PROPN;ANIM;NOM;MASC;SG	PROPN
воріт	gates	воріти	gate	N;INAN;GEN;FEM;PL	PROPN
лот	lot	лот	lot		N;MASC;SG
відповідний	appropriées	відповідний	approprier	ADJ;NOM;MASC;SG	V;FEM;PL;PST;V.PTCP
відповідний	appropriés	відповідний	approprié	ADJ;NOM;MASC;SG	V;MASC;PL;PST;V.PTCP
відповідний	appropriée	відповідний	approprier	ADJ;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
відповідний	correspondant	відповідний	correspondre	ADJ;NOM;MASC;SG	V;PRS;V.PTCP
вільямс	williams	вільямс	william	PROPN;ANIM;NOM;FEM;SG	PROPN
ціни	prix	ціна	prix	N;INAN;NOM;FEM;PL	N;MASC;SG
алан	alain	алан	alain	PROPN;ANIM;NOM;MASC;SG	PROPN
алан	alan	алан	alan	PROPN;ANIM;NOM;MASC;SG	PROPN
сірий	gray	сірий	gray	ADJ;NOM;MASC;SG	PROPN
сірий	gris	сірий	gris	ADJ;NOM;MASC;SG	N;MASC;SG
сірий	gris	сірий	gris	ADJ;NOM;MASC;SG	N;MASC;SG
змія	serpents	змія	serpent	N;ANIM;NOM;FEM;SG	N;MASC;PL
ризик	risques	ризик	risque	N;INAN;NOM;MASC;SG	N;MASC;PL
спробував	tentatives	спробувати	tentative	V;PFV;MASC;IND;SG;PST;FIN	N;FEM;PL
спробував	tentative	спробувати	tentative	V;PFV;MASC;IND;SG;PST;FIN	N;FEM;SG
гей	homosexualité	гей	homosexualité		N;FEM;SG
гей	gay	гей	gay		N;MASC;SG
гей	homosexuel	гей	homosexuel		ADJ;MASC;SG
кратер	cratères	кратер	cratère	N;INAN;NOM;MASC;SG	N;MASC;PL
збирання	collecter	збирання	collecter	N;INAN;NOM;NEUT;SG	V;NFIN
збирання	collectionner	збирання	collectionner	N;INAN;NOM;NEUT;SG	V;NFIN
збирання	compiler	збирання	compiler	N;INAN;NOM;NEUT;SG	V;NFIN
збирання	bâtir	збирання	bâtir	N;INAN;NOM;NEUT;SG	V;NFIN
збирання	construire	збирання	construire	N;INAN;NOM;NEUT;SG	V;NFIN
розпочали	lancée	розпочати	lancer	V;PFV;IND;PL;PST;FIN	V;FEM;SG;PST;V.PTCP
розпочали	lancé	розпочати	lancer	V;PFV;IND;PL;PST;FIN	V;MASC;SG;PST;V.PTCP
август	auguste	август	auguste	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
август	augustus	август	augustus	PROPN;ANIM;NOM;MASC;SG	PROPN
бей	bey	бей	bey		N;MASC;SG
духовного	coucher	духовний	coucher	ADJ;GEN;MASC;SG	V;NFIN
бажано	désirable	бажати	désirable	ADV	ADJ;MASC;SG
бажано	souhaitable	бажати	souhaitable	ADV	ADJ;MASC;SG
бажано	souhaitables	бажати	souhaitable	ADV	ADJ;MASC;PL
статут	règlements	статут	règlement	N;INAN;NOM;MASC;SG	N;MASC;PL
статут	réglementations	статут	réglementation	N;INAN;NOM;MASC;SG	N;FEM;PL
статут	statuts	статут	statut	N;INAN;NOM;MASC;SG	N;MASC;PL
механіка	mécaniciens	механіка	mécanicien	N;INAN;NOM;FEM;SG	N;MASC;PL
механіка	mécanique	механіка	mécanique	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
механіка	mécaniques	механіка	mécanique	N;INAN;NOM;FEM;SG	ADJ;MASC;PL
висловив	exprimées	висловити	exprimer	V;PFV;MASC;IND;SG;PST;FIN	V;FEM;PL;PST;V.PTCP
висловив	exprimés	висловити	exprimer	V;PFV;MASC;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
ген	gènes	ген	gène	N;INAN;NOM;MASC;SG	N;MASC;PL
ген	gene	ген	gene	N;INAN;NOM;MASC;SG	PROPN
наче	aventuriers	наче	aventurier	PART	N;MASC;PL
ступені	cascade	ступін	cascade	N;INAN;NOM;MASC;PL	N;FEM;SG
мазепи	mazepa	мазепа	mazepa	PROPN;ANIM;NOM;MASC;SG	PROPN
ймовірність	probabilités	ймовірність	probabilité	N;INAN;NOM;FEM;SG	N;FEM;PL
жовті	lutea	жовтий	lutea	ADJ;NOM;PL	PROPN
жовті	jaune	жовтий	jaune	ADJ;NOM;PL	ADJ;MASC;SG
повернулася	dos	повернутися	dos	V;PFV;FEM;IND;SG;PST;FIN	N;MASC;SG
повернулася	arrière	повернутися	arrière	V;PFV;FEM;IND;SG;PST;FIN	N;MASC;SG
повернулася	retour	повернутися	retour	V;PFV;FEM;IND;SG;PST;FIN	N;MASC;SG
повернулася	retournés	повернутися	retourner	V;PFV;FEM;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
дитиною	puéril	дитина	puéril	N;ANIM;INS;FEM;SG	ADJ;MASC;SG
дитиною	enfantin	дитина	enfantin	N;ANIM;INS;FEM;SG	ADJ;MASC;SG
залози	glande	залоза	glande	N;INAN;NOM;FEM;PL	N;FEM;SG
іспанська	espagnols	іспанський	espagnol	ADJ;NOM;FEM;SG	ADJ;MASC;PL
підрозділу	mascottes	підрозділ	mascotte	N;INAN;GEN;MASC;SG	N;FEM;PL
представлення	représentations	представлення	représentation	N;INAN;NOM;NEUT;SG	N;FEM;PL
славу	renommée	слава	renommer	N;INAN;ACC;FEM;SG	V;FEM;SG;PST;V.PTCP
славу	glorieux	слава	glorieux	N;INAN;ACC;FEM;SG	ADJ;MASC;SG
славу	glory	слава	glory	N;INAN;ACC;FEM;SG	PROPN
жовтого	jaunes	жовтий	jaune	ADJ;GEN;MASC;SG	ADJ;MASC;PL
агентства	organismes	агентство	organisme	N;INAN;NOM;NEUT;SG	N;MASC;PL
агентства	agences	агентство	agence	N;INAN;NOM;NEUT;SG	N;FEM;PL
бюджет	budgétaire	бюджет	budgétaire	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
чисельністю	gangs	чисельність	gang	N;INAN;INS;FEM;SG	N;MASC;PL
македонія	macédoine	македонія	macédoine	PROPN;INAN;NOM;FEM;SG	ADJ;FEM;SG
стоять	standing	стояти	standing	V;IPFV;IND;PL;3;PRS;FIN	N;MASC;SG
водяний	eaux	водяний	eau	ADJ;NOM;MASC;SG	N;FEM;PL
водяний	eau	водяний	eau	ADJ;NOM;MASC;SG	N;FEM;SG
афіни	athènes	афін	athène	PROPN;INAN;NOM	PROPN
струмок	creek	струмок	creek	N;INAN;NOM;MASC;SG	PROPN
хотіли	recherché	хотіти	rechercher	V;IPFV;IND;PL;PST;FIN	V;MASC;SG;PST;V.PTCP
хотіли	recherchée	хотіти	rechercher	V;IPFV;IND;PL;PST;FIN	V;FEM;SG;PST;V.PTCP
хотіли	voulu	хотіти	vouloir	V;IPFV;IND;PL;PST;FIN	V;MASC;SG;PST;V.PTCP
хотіли	voulait	хотіти	vouloir	V;IPFV;IND;PL;PST;FIN	V;IND;SG;3;IPFV;FIN
швидке	rapidement	швидке	rapidement	ADJ;NOM;NEUT;SG	ADV
швидке	vite	швидке	vite	ADJ;NOM;NEUT;SG	ADV
швидке	rapides	швидке	rapide	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
швидке	rapidement	швидке	rapidement	ADJ;NOM;NEUT;SG	ADV
швидке	vite	швидке	vite	ADJ;NOM;NEUT;SG	ADV
швидке	rapidité	швидке	rapidité	ADJ;NOM;NEUT;SG	N;FEM;SG
швидке	rapides	швидке	rapide	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
книжка	réserver	книжка	réserver	N;INAN;NOM;FEM;SG	V;NFIN
дізнається	entend	дізнаватися	entendre	V;PFV;IND;SG;3;FUT;FIN	V;IND;SG;3;PRS;FIN
сімферополь	simferopol	сімферополь	simferopol	PROPN;INAN;NOM;MASC;SG	PROPN
ряди	série	ряд	série	N;INAN;NOM;MASC;PL	N;FEM;SG
ряди	cortège	ряд	cortège	N;INAN;NOM;MASC;PL	N;MASC;SG
ряди	procession	ряд	procession	N;INAN;NOM;MASC;PL	N;FEM;SG
дін	ding	дін	ding		PROPN
дін	doyen	дін	doyen		N;MASC;SG
дін	dean	дін	dean		PROPN
дін	doyenne	дін	doyenne		ADJ;FEM;SG
дін	dene	дін	dene		PROPN
нещодавно	récent	нещодавно	récent	ADV	ADJ;MASC;SG
лісова	bois	лісовий	bois	ADJ;NOM;FEM;SG	N;MASC;SG
лісова	forestier	лісовий	forestier	ADJ;NOM;FEM;SG	N;MASC;SG
лісова	forêts	лісовий	forêt	ADJ;NOM;FEM;SG	N;FEM;PL
лісова	forêt	лісовий	forêt	ADJ;NOM;FEM;SG	N;FEM;SG
лісова	foret	лісовий	foret	ADJ;NOM;FEM;SG	N;FEM;SG
викликала	causés	викликати	causer	V;PFV;FEM;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
викликала	causées	викликати	causer	V;PFV;FEM;IND;SG;PST;FIN	V;FEM;PL;PST;V.PTCP
викликала	appelés	викликати	appeler	V;PFV;FEM;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
плата	plata	плата	plata	N;INAN;NOM;FEM;SG	PROPN
усть	oust	усть	oust		N;MASC;SG
брама	gate	брама	gate	N;INAN;NOM;FEM;SG	PROPN
електронні	electronique	електронний	electronique	ADJ;NOM;PL	ADJ;MASC;SG
електронні	électronique	електронний	électronique	ADJ;NOM;PL	ADJ;MASC;SG
загрозу	menaces	загроза	menace	N;INAN;ACC;FEM;SG	N;FEM;PL
звучить	sons	звучати	son	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
звучить	bruits	звучати	bruit	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
поглядів	croyance	погляд	croyance	N;INAN;GEN;MASC;PL	N;FEM;SG
алжиру	alger	алжира	alger	PROPN;INAN;GEN;MASC;SG	PROPN
алжиру	algérie	алжира	algérie	PROPN;INAN;GEN;MASC;SG	ADJ;MASC;SG
турі	turi	турий	turi	N;INAN;NOM;MASC;SG	PROPN
александра	alexandra	александр	alexandra	PROPN;ANIM;NOM;FEM;SG	PROPN
молекули	molécule	молекула	molécule	N;INAN;NOM;FEM;PL	N;FEM;SG
міру	mesurer	міра	mesurer	N;INAN;ACC;FEM;SG	V;NFIN
значне	élevée	значний	élever	ADJ;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
значне	hautes	значний	haut	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
башта	tower	башта	tower	N;INAN;NOM;FEM;SG	PROPN
майк	mike	майк	mike	PROPN;ANIM;NOM;MASC;SG	PROPN
крістіан	chrétiens	крістіан	chrétien	N;ANIM;NOM;MASC;SG	N;MASC;PL
крістіан	chrétienne	крістіан	chrétien	N;ANIM;NOM;MASC;SG	ADJ;FEM;SG
крістіан	christian	крістіан	christian	N;ANIM;NOM;MASC;SG	PROPN
крістіан	chrétien	крістіан	chrétien	N;ANIM;NOM;MASC;SG	ADJ;MASC;SG
крістіан	kristian	крістіан	kristian	N;ANIM;NOM;MASC;SG	PROPN
подібна	similaires	подібний	similaire	ADJ;NOM;FEM;SG	ADJ;MASC;PL
подібна	semblables	подібний	semblable	ADJ;NOM;FEM;SG	ADJ;MASC;PL
особливі	promotions	особливий	promotion	ADJ;NOM;PL	N;FEM;PL
особливі	spécialités	особливий	spécialité	ADJ;NOM;PL	N;FEM;PL
особливі	varié	особливий	varié	ADJ;NOM;PL	V;MASC;SG;PST;V.PTCP
особливі	diversifié	особливий	diversifier	ADJ;NOM;PL	V;MASC;SG;PST;V.PTCP
особливі	spécial	особливий	spécial	ADJ;NOM;PL	ADJ;MASC;SG
особливі	spéciale	особливий	spécial	ADJ;NOM;PL	ADJ;FEM;SG
кваліфікацію	qualifications	кваліфікація	qualification	N;INAN;ACC;FEM;SG	N;FEM;PL
яни	noblesse	яний	noblesse	N;ANIM;NOM;MASC;PL	N;FEM;SG
яни	aristocratie	яний	aristocratie	N;ANIM;NOM;MASC;PL	N;FEM;SG
яни	gentry	яний	gentry	N;ANIM;NOM;MASC;PL	N;FEM;SG
садок	jardins	садка	jardin	N;INAN;NOM;MASC;SG	N;MASC;PL
монреаль	montreal	монреаль	montreal	N;INAN;NOM;MASC;SG	PROPN
дихання	respirer	дихання	respirer	N;INAN;NOM;NEUT;SG	V;NFIN
визначено	imprécis	визначити	imprécis	V;PFV;IND;0;FIN	ADJ;MASC;SG
коаліції	coalition	коаліція	coalition	N;INAN;NOM;FEM;PL	N;FEM;SG
кордони	bordure	кордон	bordure	N;INAN;NOM;MASC;PL	N;FEM;SG
суперечки	contentieux	суперечка	contentieux	N;INAN;NOM;FEM;PL	N;MASC;SG
словаччина	slovaquie	словаччина	slovaquie	PROPN;INAN;NOM;FEM;SG	PROPN
барселона	barcelone	барселон	barcelone	PROPN;INAN;NOM;FEM;SG	N;MASC;SG
барселона	barcelona	барселон	barcelona	PROPN;INAN;NOM;FEM;SG	PROPN
перевірити	essai	перевірити	essai	V;PFV;NFIN	N;MASC;SG
перевірити	test	перевірити	test	V;PFV;NFIN	N;MASC;SG
перевірити	épreuve	перевірити	épreuve	V;PFV;NFIN	N;FEM;SG
перевірити	chèque	перевірити	chèque	V;PFV;NFIN	N;MASC;SG
процедури	procédure	процедура	procédure	N;INAN;NOM;FEM;PL	N;FEM;SG
сильні	forte	сильний	fort	ADJ;NOM;PL	ADJ;FEM;SG
сильні	strong	сильний	strong	ADJ;NOM;PL	PROPN
сильні	fort	сильний	fort	ADJ;NOM;PL	ADV
зат	zat	зат	zattre		
включено	inclusif	включити	inclusif	V;PFV;IND;0;FIN	ADJ;MASC;SG
включено	inclusive	включити	inclusif	V;PFV;IND;0;FIN	ADJ;FEM;SG
голод	famines	голод	famine	N;INAN;NOM;MASC;SG	N;FEM;PL
валерія	valeria	валерія	valeria	PROPN;ANIM;NOM;FEM;SG	PROPN
чайковського	tchaïkovski	чайковський	tchaïkovski	ADJ;GEN;MASC;SG	N;MASC;SG
чайковського	tchaikovsky	чайковський	tchaikovsky	ADJ;GEN;MASC;SG	N;MASC;SG
герельс	gehrels	герельс	gehrel		PROPN
діапазон	gammes	діапазон	gamme	N;INAN;NOM;MASC;SG	N;FEM;PL
діапазон	portée	діапазон	porter	N;INAN;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
вовк	loups	вовк	loup	N;ANIM;NOM;MASC;SG	N;MASC;PL
вовк	wolf	вовк	wolf	N;ANIM;NOM;MASC;SG	PROPN
кдб	kgb	кдб	kgb	PROPN;INAN;NOM;MASC;SG	N;MASC;SG
схожа	ressemble	схожий	ressembler	ADJ;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
конте	conte	конти	conte		N;MASC;SG
тобі	toby	ти	toby	PRO;ANIM;DAT;SG;2	PROPN
вдалось	pourrais	вдатися	pouvoir	V;PFV;NEUT;IND;SG;PST;FIN	V;COND;SG;1;PRS;FIN
вдалось	pouvait	вдатися	pouvoir	V;PFV;NEUT;IND;SG;PST;FIN	V;IND;SG;3;IPFV;FIN
вдалось	pourrait	вдатися	pouvoir	V;PFV;NEUT;IND;SG;PST;FIN	V;COND;SG;3;PRS;FIN
вдалось	pourraient	вдатися	pouvoir	V;PFV;NEUT;IND;SG;PST;FIN	V;COND;PL;3;PRS;FIN
припинити	cesse	припинити	cesse	V;PFV;NFIN	N;FEM;SG
припинити	arrêt	припинити	arrêt	V;PFV;NFIN	N;MASC;SG
припинити	stop	припинити	stop	V;PFV;NFIN	
око	oculaire	око	oculaire	N;INAN;NOM;NEUT;SG	ADJ;MASC;SG
око	yeux	око	oeil	N;INAN;NOM;NEUT;SG	N;MASC;PL
показників	métriques	показник	métrique	N;INAN;GEN;MASC;PL	ADJ;FEM;PL
карпати	carpates	карпати	carpate	PROPN;INAN;NOM	N;FEM;PL
ікона	icônes	ікона	icône	N;INAN;NOM;FEM;SG	N;FEM;PL
ска	ska	ско	ska	PROPN;INAN;NOM;MASC;SG	N;MASC;SG
близькі	fermer	близький	fermer	ADJ;NOM;PL	V;NFIN
близькі	proche	близький	proche	ADJ;NOM;PL	ADJ;MASC;SG
трійці	trinity	трійка	trinity	N;INAN;DAT;FEM;SG	PROPN
зуби	dent	зуб	dent	N;INAN;NOM;MASC;PL	N;FEM;SG
зуби	dentition	зуб	dentition	N;INAN;NOM;MASC;PL	N;FEM;SG
європейські	européenne	європейський	européen	ADJ;NOM;PL	ADJ;FEM;SG
європейські	européen	європейський	européen	ADJ;NOM;PL	ADJ;MASC;SG
йоганн	johann	йоганн	johann	PROPN;ANIM;NOM;MASC;SG	PROPN
адольф	adolphe	адольф	adolphe	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
адольф	adolph	адольф	adolph	PROPN;ANIM;NOM;MASC;SG	PROPN
адольф	adolphe	адольф	adolphe	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
адольф	adolphe	адольф	adolphe	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
адольф	adolf	адольф	adolf	PROPN;ANIM;NOM;MASC;SG	PROPN
щодня	quotidien	щодня	quotidien	ADV	ADJ;MASC;SG
щодня	quotidiens	щодня	quotidien	ADV	ADJ;MASC;PL
щодня	journalier	щодня	journalier	ADV	ADJ;MASC;SG
щодня	quotidienne	щодня	quotidien	ADV	ADJ;FEM;SG
меті	matty	меть	matty	N;INAN;NOM;FEM;SG	PROPN
каміння	roches	каміння	roche	N;INAN;NOM;NEUT;SG	N;FEM;PL
каміння	rochers	каміння	rocher	N;INAN;NOM;NEUT;SG	N;MASC;PL
каміння	cailloux	каміння	caillou	N;INAN;NOM;NEUT;SG	N;MASC;PL
каміння	pierres	каміння	pierre	N;INAN;NOM;NEUT;SG	N;FEM;PL
збігається	matches	збігатися	match	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
збігається	correspondances	збігатися	correspondance	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
збігається	matchs	збігатися	match	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
збігається	allumettes	збігатися	allumette	V;IPFV;IND;SG;3;PRS;FIN	N;FEM;PL
збігається	pareil	збігатися	pareil	V;IPFV;IND;SG;3;PRS;FIN	INTJ
збігається	meme	збігатися	même	V;IPFV;IND;SG;3;PRS;FIN	INTJ
збігається	identique	збігатися	identique	V;IPFV;IND;SG;3;PRS;FIN	ADJ;MASC;SG
збігається	mêmes	збігатися	même	V;IPFV;IND;SG;3;PRS;FIN	ADJ;MASC;PL
збігається	même	збігатися	même	V;IPFV;IND;SG;3;PRS;FIN	ADV
литва	lituanie	литво	lituanie	PROPN;INAN;NOM;FEM;SG	N;FEM;SG
гірська	montagne	гірський	montagne	ADJ;NOM;FEM;SG	N;FEM;SG
гірська	montagnes	гірський	montagne	ADJ;NOM;FEM;SG	N;FEM;PL
іоанн	jean	іоанно	jean	PROPN;ANIM;NOM;MASC;SG	PROPN
іоанн	john	іоанно	john	PROPN;ANIM;NOM;MASC;SG	PROPN
краків	cracovie	крак	cracovie	PROPN;INAN;NOM;MASC;SG	PROPN
краків	cracovie	крак	cracovie	PROPN;INAN;NOM;MASC;SG	PROPN
краків	cracovie	крак	cracovie	PROPN;INAN;NOM;MASC;SG	PROPN
серп	faucille	серп	faucille	PROPN;ANIM;NOM;MASC;SG	N;FEM;SG
прямий	directement	прямий	directement	ADJ;NOM;MASC;SG	ADV
прямий	directs	прямий	direct	ADJ;NOM;MASC;SG	ADJ;MASC;PL
гонки	course	гонка	course	N;INAN;NOM;FEM;PL	N;FEM;SG
гонки	racing	гонка	racing	N;INAN;NOM;FEM;PL	N;MASC;SG
рейнланд	rhénanie	рейнланд	rhénanie		N;FEM;SG
ранній	early	ранній	early	ADJ;NOM;MASC;SG	PROPN
ранній	tôt	ранній	tôt	ADJ;NOM;MASC;SG	ADV
підприємець	entrepreneurs	підприємець	entrepreneur	N;ANIM;NOM;MASC;SG	N;MASC;PL
іран	iranienne	іран	iranien	PROPN;INAN;NOM;MASC;SG	ADJ;FEM;SG
іран	iran	іран	iran	PROPN;INAN;NOM;MASC;SG	PROPN
алекс	alex	алекс	alex	PROPN;ANIM;NOM;MASC;SG	PROPN
панорама	panoramique	панорама	panoramique	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
довідка	aidez	довідка	aider	N;INAN;NOM;FEM;SG	V;IMP;PL;2;PRS;FIN
довідка	aider	довідка	aider	N;INAN;NOM;FEM;SG	V;NFIN
герби	herbie	герб	herbie	N;INAN;NOM;MASC;PL	PROPN
чарлі	charlie	чарлі	charlie	PROPN;ANIM;NOM;MASC;SG	PROPN
чарлі	charley	чарлі	charley	PROPN;ANIM;NOM;MASC;SG	PROPN
придбання	achats	придбання	achat	N;INAN;NOM;NEUT;SG	N;MASC;PL
придбання	acheter	придбання	acheter	N;INAN;NOM;NEUT;SG	V;NFIN
придбання	achetez	придбання	acheter	N;INAN;NOM;NEUT;SG	V;IMP;PL;2;PRS;FIN
невеликими	légère	невеликий	léger	ADJ;INS;PL	ADJ;FEM;SG
чин	chin	чина	chin	N;INAN;NOM;MASC;SG	PROPN
простий	simples	простий	simple	ADJ;NOM;MASC;SG	ADJ;MASC;PL
простий	plaine	простий	plaine	ADJ;NOM;MASC;SG	N;FEM;SG
відзначається	célébré	відзначатися	célébrer	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;PST;V.PTCP
відзначається	célébrée	відзначатися	célébrer	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;PST;V.PTCP
відзначається	fêté	відзначатися	fêter	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;PST;V.PTCP
турне	tournées	турний	tourner	N;INAN;NOM;NEUT;SG	V;FEM;PL;PST;V.PTCP
турне	tournée	турний	tourner	N;INAN;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
козацька	cosaques	козацький	cosaque	ADJ;NOM;FEM;SG	N;MASC;PL
труби	tuyauterie	труби	tuyauterie	N;INAN;NOM;FEM;PL	N;FEM;SG
труби	tube	труби	tube	N;INAN;NOM;FEM;PL	N;MASC;SG
запросив	invitées	запросити	inviter	V;PFV;MASC;IND;SG;PST;FIN	V;FEM;PL;PST;V.PTCP
шотландія	scotia	шотландія	scotia	N;INAN;NOM;FEM;SG	PROPN
шотландія	écosse	шотландія	écosse	N;INAN;NOM;FEM;SG	PROPN
шотландія	ecosse	шотландія	ecosser	N;INAN;NOM;FEM;SG	PROPN
старе	anciens	старий	ancien	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
коста	costa	кістий	costa	PROPN;ANIM;NOM;FEM;SG	N;MASC;SG
коста	kosta	кістий	kosta	PROPN;ANIM;NOM;FEM;SG	PROPN
дорогою	darling	дорога	darling	N;INAN;INS;FEM;SG	PROPN
шер	sher	шер	sher		PROPN
шер	cher	шер	cher		ADJ;MASC;SG
