som	لايك	som	لَايك	ADP	
vennskap	صداقات	vennskap	صداقات	N;INDF;NEUT;SG	N;NOM;INDF;PL
vennskap	الصداقة	vennskap	صَدَاقَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
partikler	الجزيئات	partikkle	جَزِيمَة	N;INDF;FEM;PL	N;NOM;DEF;PL
partikler	الجسيمات	partikkle	جَسِيم	N;INDF;FEM;PL	N;NOM;DEF;PL
christina	كريستينا	christin	كريستينا	N;DEF;FEM;SG	
christina	كرستينا	christin	كرستينا	N;DEF;FEM;SG	
clinton	كلينتون	clinton	كلِينتُون	N;INDF;MASC;SG	
clinton	كلنتون	clinton	كلنتون	N;INDF;MASC;SG	
plattform	المنصة	plattform	مِنَصَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
plattform	الرصيف	plattform	رَصِيف	N;INDF;FEM;SG	N;NOM;DEF;SG
svare	اجابة	svare	إِجَابَة	V;IMP;NFIN	N;NOM;INDF;SG
svare	الاجابة	svare	إِجَابَة	V;IMP;NFIN	N;NOM;DEF;SG
svare	جواب	svare	جَابّ	V;IMP;NFIN	N;NOM;INDF;SG
svare	الجواب	svare	جَوَاب	V;IMP;NFIN	N;NOM;DEF;SG
riktige	صحح	riktig	صَحِح	ADJ;PL	V;PFV;MASC;SG;3;ACT
opptredener	المظاهر	opptreden	مَظهَر	N;INDF;FEM;PL	N;NOM;DEF;PL
match	ماتش	match	مَاتِش	N;INDF;MASC;SG	
match	المطابقة	match	مُطَابَقَة	N;INDF;MASC;SG	N;NOM;DEF;SG
match	المباراة	match	مُبَارَاة	N;INDF;MASC;SG	N;NOM;DEF;SG
hjort	غزال	hjort	غزال	N;INDF;MASC;SG	
hjort	ايل	hjort	ايل	N;INDF;MASC;SG	
hjort	الغزال	hjort	غَزَال	N;INDF;MASC;SG	N;NOM;DEF;SG
hjort	الغزلان	hjort	غُزلَان	N;INDF;MASC;SG	N;NOM;DEF;SG
watson	واطسون	watson	وَاطِس	N;INDF;MASC;SG	
watson	واتسون	watson	واتسون	N;INDF;MASC;SG	
teknikker	التقنيات	teknikker	تَقنِيَّة	N;INDF;NEUT;PL	N;NOM;DEF;PL
strenge	صارم	streng	صَارِم	ADJ;PL	ADJ;NOM;INDF;MASC;SG
strenge	صارمة	streng	صَارِم	ADJ;PL	ADJ;NOM;INDF;FEM;SG
assisterende	المساعد	assisterende	مُسَاعِد	N;INDF;MASC;SG	N;NOM;DEF;SG
planlegging	التخطيط	planlegging	تَخطِيط	N;INDF;FEM;SG	N;NOM;DEF;SG
faktor	العامل	faktor	عَامِل	N;INDF;MASC;SG	N;NOM;DEF;SG
uttale	نطق	uttale	نَطَق	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
uttale	النطق	uttale	نَطَق	N;INDF;FEM;SG	N;NOM;DEF;SG
uttale	نطق	uttale	نَطَق	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
opprørerne	المتمردين	opprørerne	مُتَمَرِّد	N;INDF;NEUT;SG	N;NOM;DEF;PL
opprørerne	المتمردون	opprørerne	مُتَمَرِّد	N;INDF;NEUT;SG	N;NOM;DEF;PL
opprørerne	الثوار	opprørerne	ثَور	N;INDF;NEUT;SG	N;NOM;DEF;PL
dialog	الحوار	dialog	حِوَار	N;INDF;MASC;SG	N;NOM;DEF;SG
fans	المعجبين	fan	مَعجِب	N;INDF;NEUT;SG	ADJ;ACC;DEF;MASC;PL
fans	معجبين	fan	مُعَجِّب	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;PL
fans	لعشاق	fan	لعشاق	N;INDF;NEUT;SG	N;GEN;DEF;SG
fans	انصار	fan	أَنصَار	N;INDF;NEUT;SG	
overbevist	اقتنع	overbevis	اِقتَنَع	ADJ;INDF;SG	V;PFV;MASC;SG;3;ACT
unit	الوحدة	uni	وَحدَة	N;INDF;MASC;SG	N;NOM;DEF;SG
craig	كريغ	craig	كرِيغ	N;INDF;MASC;SG	
craig	كريج	craig	كريج	N;INDF;MASC;SG	
omvendt	عكس	omvendt	عَكس	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
omvendt	العكس	omvendt	عَكس	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
even	حتى	even	حَتَّى	N;INDF;MASC;SG	ADV
even	حتي	even	حَتَّى	N;INDF;MASC;SG	
silva	سيلفا	silv	سِيلفَا	N;INDF;MASC;SG	
hughes	هيوز	hughes	هَيز	N;INDF;MASC;SG	
strategi	الاستراتيجية	strategi	إِسترَاتِيجِيَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
churchill	تشرشل	churchill	تَشَرشَل	N	
bird	طير	bird	طَير	N	
bird	بيرد	bird	بِيرد	N	
bird	عصفور	bird	عُصفُور	N	
koloni	المستعمرة	koloni	مُستَعمِر	N;INDF;MASC;SG	N;NOM;DEF;SG
basel	بازل	basel	بَازِل	N;INDF;MASC;SG	
homer	هومر	hom	هُومُر	N;INDF;MASC;SG	
rhinen	الراين	rhin	رَايِن	N;DEF;MASC;SG	
partner	الشريك	partner	شَرِيك	N;INDF;MASC;SG	N;NOM;DEF;SG
gjennomsnitt	متوسط	gjennomsnitt	مُتَوَسِّط	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
gjennomsnitt	المتوسط	gjennomsnitt	مُتَوَسِّط	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
amerikanerne	الاميركيين	amerikanern	أَمِيرِكِيّ	ADJ;PL	N;NOM;DEF;PL
amerikanerne	امريكيون	amerikanern	أَمرِيكِيّ	ADJ;PL	N;NOM;INDF;PL
kassel	kass	kassel	مَائِد	N;INDF;MASC;SG	
begreper	المفاهيم	begrepe	مَفهُوم	N;INDF;NEUT;SG	N;NOM;DEF;PL
begreper	مفاهيم	begrepe	مَفهُوم	N;INDF;NEUT;SG	N;NOM;INDF;PL
nominasjoner	ترشيحات	nominasjon	تَرشِيح	N;INDF;MASC;SG	N;NOM;INDF;PL
nominasjoner	الترشيحات	nominasjon	تَرشِيح	N;INDF;MASC;SG	N;NOM;DEF;PL
baseball	البيسبول	baseball	بِيسبُول	N;INDF;MASC;SG	N;NOM;DEF;SG
baseball	بيسبول	baseball	بِيسبُول	N;INDF;MASC;SG	
behandle	معالجة	behandle	مُعَالَجَة	V;IMP;NFIN	N;NOM;INDF;SG
behandle	التجهيز	behandle	تَجهِيز	V;IMP;NFIN	N;NOM;DEF;SG
behandle	المعالجة	behandle	مُعَالَجَة	V;IMP;NFIN	N;NOM;DEF;SG
behandle	تجهيز	behandle	تَجهِيز	V;IMP;NFIN	N;NOM;INDF;SG
behandle	تعامل	behandle	تَعَامُل	V;IMP;NFIN	N;NOM;INDF;SG
nyeste	الاحدث	ny	أَحدَث	N;INDF;MASC;SG	N;NOM;DEF;SG
nyeste	احدث	ny	أَحدَث	N;INDF;MASC;SG	
nyeste	الاحدث	ny	أَحدَث	N;INDF;MASC;SG	N;NOM;DEF;SG
diana	ديانا	dian	دِيَانَا	N;INDF;FEM;SG	
rovdyr	المفترسين	rovdyr	مُفتَرِس	N;INDF;NEUT;SG	N;NOM;DEF;PL
rovdyr	المفترس	rovdyr	مُفتَرَس	N;INDF;NEUT;SG	N;NOM;DEF;SG
mitchell	ميتشل	mitchell	مِيتشِل	PROPN	
mitchell	ميتشيل	mitchell	مِيتشِيل	PROPN	
zimbabwe	زيمبابوي	zimbabwe	زِيمبَابوِي	N;INDF;NEUT;SG	
zimbabwe	زمبابوي	zimbabwe	زَمبَابوِي	N;INDF;NEUT;SG	
zimbabwe	زيمبابوي	zimbabwe	زِيمبَابوِي	N;INDF;NEUT;SG	
grammy	غرامي	grammy	غرامي	N;INDF;MASC;SG	
delstat	الولاية	delstat	وِلَايَة	N;INDF;MASC;SG	N;NOM;DEF;SG
delstat	الحالة	delstat	حَالَة	N;INDF;MASC;SG	N;NOM;DEF;SG
delstat	الدولة	delstat	دَولَة	N;INDF;MASC;SG	N;NOM;DEF;SG
estisk	استونيا	estisk	إِستُونِيَا	ADJ;INDF;NEUT;SG	
estisk	الاستونية	estisk	اِستَونِيّ	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
gjennomgått	استعرض	gjennomgå	اِستَعرَض	ADJ;INDF;NEUT;SG;V.PTCP	
houston	هيوستن	houston	هِيُوستُن	PROPN	
houston	هوستون	houston	هُوستُون	PROPN	
houston	هيوستون	houston	هِيُوستُون	PROPN	
retter	الدورات	rette	دَورَة	N;INDF;MASC;PL	N;NOM;DEF;PL
retter	الصحون	rette	صَحن	N;INDF;MASC;PL	N;NOM;DEF;PL
retter	الاطباق	rette	طِبقِيّ	N;INDF;MASC;PL	N;NOM;DEF;PL
flyter	تطفو	flyte	طَفَا	N;INDF;NEUT;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
flyter	يطفو	flyte	طَفَا	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
flyter	عائمة	flyte	عَائِم	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
flyter	تطفو	flyte	طَفَا	N;INDF;NEUT;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
flyter	التدفقات	flyte	تَدَفُّق	N;INDF;NEUT;SG	N;NOM;DEF;PL
flyter	تدفقات	flyte	تَدَفُّق	N;INDF;NEUT;SG	N;NOM;INDF;PL
flyter	يتدفق	flyte	تَدَفَّق	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
flyter	تتدفق	flyte	تَدَفَّق	N;INDF;NEUT;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
singh	سينغ	singh	سينغ	N;INDF;MASC;SG	
styrket	عزز	styrke	عَزَّز	N;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
organisere	تنظيم	organisere	تَنظِيم	V;NFIN	N;NOM;INDF;SG
organisere	تنظيم	organisere	تَنظِيم	V;NFIN	N;NOM;INDF;SG
porto	بورتو	porto	بُورتُو	N;INDF;NEUT;SG	
kingdom	المملكة	kingdom	مَملَكَة	N;INDF;MASC;SG	N;NOM;DEF;SG
normale	طبيعي	normal	طَبِيعِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
normale	عادي	normal	عَادِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
territoriet	الاقليم	territorium	إِقلِيم	N;DEF;NEUT;SG	
territoriet	اقليم	territorium	اقليم	N;DEF;NEUT;SG	
arving	الوريث	arving	وَرِيث	N;INDF;FEM;SG	N;NOM;DEF;SG
butikk	تسوق	butikk	سَوَّق	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
butikk	متجر	butikk	مَتجَر	N;INDF;MASC;SG	
butikk	شوب	butikk	شَوبَ	N;INDF;MASC;SG	
butikk	المخزن	butikk	مَخزَن	N;INDF;MASC;SG	N;NOM;DEF;SG
butikk	المتجر	butikk	مُتَجَرِّر	N;INDF;MASC;SG	N;NOM;DEF;SG
butikk	متجر	butikk	مَتجَر	N;INDF;MASC;SG	
banks	بانكس	banks	بَانكس	N;INDF;MASC;SG	
banks	البنوك	banks	بَنك	N;INDF;MASC;SG	N;NOM;DEF;PL
banks	المصارف	banks	مَصرِف	N;INDF;MASC;SG	N;NOM;DEF;PL
banks	بنوك	banks	بَنك	N;INDF;MASC;SG	N;NOM;INDF;PL
banks	مصارف	banks	مَصرِف	N;INDF;MASC;SG	N;NOM;INDF;PL
yang	يانغ	yang	يانغ	N;INDF;MASC;SG	
yang	يانج	yang	يانج	N;INDF;MASC;SG	
merkelig	غربة	merkelig	غُربَة	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
merkelig	غريب	merkelig	غريب	ADJ;INDF;NEUT;SG	
mohammed	محمد	mohammed	محمد	N;INDF;MASC;SG	
mohammed	mohamm	mohammed	mohamm	N;INDF;MASC;SG	
mislykket	فشل	mislykk	فَشَل	N;DEF;NEUT;SG	N;NOM;INDF;SG
mislykket	فشلت	mislykk	فَشِل	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
snitt	التقاطع	snitt	تَقَاطُع	N;INDF;NEUT;SG	N;NOM;DEF;SG
salmer	التراتيل	salmer	تَرتِيل	N;INDF;FEM;PL	N;NOM;DEF;PL
basen	قاعدة	base	قَاعِدَة	N;DEF;MASC;SG	N;NOM;INDF;SG
palestinske	فلسطينية	palestinsk	فِلَسطِينِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
palestinske	الفلسطيني	palestinsk	فِلَسطِينِيّ	ADJ;PL	N;NOM;DEF;SG
palestinske	فلسطيني	palestinsk	فِلَسطِينِيّ	ADJ;PL	N;NOM;INDF;SG
mandat	الولاية	mandat	وِلَايَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
astronomi	فلك	astronomi	فٰلِكَ	N;INDF;MASC;SG	
ansikt	الوجوه	ansikt	وَجه	N;INDF;NEUT;SG	N;NOM;DEF;PL
ansikt	وجوه	ansikt	وَجه	N;INDF;NEUT;SG	N;NOM;INDF;PL
ansikt	وجه	ansikt	وَجَّه	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
ansikt	واجه	ansikt	وَاجَه	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
ansikt	الوجه	ansikt	وَجه	N;INDF;NEUT;SG	N;NOM;DEF;SG
maryland	ميريلاند	maryland	ميريلاند	N;INDF;MASC;SG	
maryland	ماريلاند	maryland	مَارِيلَاند	N;INDF;MASC;SG	
tusenvis	الاف	tusenvis	أَلف	N	NUM;NOM;INDF;PL
zevs	زوس	zevs	زُوس	N;INDF;MASC;SG	
zevs	زيوس	zevs	زَيس	N;INDF;MASC;SG	
seksuell	الجنسية	seksuell	جِنسِيَّة	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
fløyte	الفلوت	fløyte	فِلَىت	N;INDF;FEM;SG	N;NOM;DEF;SG
fløyte	الناي	fløyte	نَايِي	N;INDF;FEM;SG	N;NOM;DEF;SG
innvilget	منحت	innvilg	مَنَح	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
innvilget	منح	innvilg	مَنَح	N;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
galileo	غاليليو	galileo	غَالِيلِيُو	N;INDF;NEUT;SG	
kunder	الزبائن	kunde	زِبَائ	N;INDF;MASC;PL	N;NOM;DEF;PL
kunder	العملاء	kunde	عَمِيل	N;INDF;MASC;PL	N;NOM;DEF;PL
kunder	العملاء	kunde	عَمِيل	N;INDF;MASC;PL	N;NOM;DEF;PL
aserbajdsjan	اذربيجان	aserbajdsjan	اذربيجان	N;INDF;NEUT;SG	
nürnberg	نورمبرغ	nürnberg	نُورِمبِرغ	N	
case	كايس	case	كَايس	N	
kampanje	الترويج	kampanje	تَروِيج	N;INDF;MASC;SG	N;NOM;DEF;SG
kampanje	الترقية	kampanje	تُرقِيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
kampanje	الترقيات	kampanje	تُرقِيّ	N;INDF;MASC;SG	N;NOM;DEF;PL
kampanje	الحملة	kampanje	حَملَة	N;INDF;MASC;SG	N;NOM;DEF;SG
boris	بوريس	boris	بُورِيس	N;INDF;MASC;SG	
stones	الاحجار	stone	حَجَر	N;INDF;MASC;SG	
stones	الحجارة	stone	حَجَّارَة	N;INDF;MASC;SG	N;NOM;DEF;SG
stones	احجار	stone	إِحجَار	N;INDF;MASC;SG	
porter	البوابات	porter	بَوَّابَة	N;INDF;MASC;SG	N;NOM;DEF;PL
porter	غيتس	porter	غيتس	N;INDF;MASC;SG	
porter	بوابات	porter	بَوَّابَة	N;INDF;MASC;SG	N;NOM;INDF;PL
porter	بورتر	porter	بُورتِر	N;INDF;MASC;SG	
utdrag	مقتطفات	utdrag	مُقتَطَف	N;INDF;NEUT;SG	N;NOM;INDF;PL
utdrag	مقتطفات	utdrag	مُقتَطَف	N;INDF;NEUT;SG	N;NOM;INDF;PL
dokumentar	الوثائقي	dokument	وَثَائِقِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
dokumentar	وثائقي	dokument	وَثَائِقِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
java	جافا	jave	جَافّ	N;DEF;NEUT;SG	ADJ;ACC;INDF;MASC;SG
spørre	للاستفسار	spørje	للاستفسار	V;NFIN	N;NOM;DEF;SG
spørre	استفسر	spørje	اِستَفسَر	V;NFIN	
divisjoner	الشعب	divisjon	شَعب	N;INDF;MASC;SG	N;NOM;DEF;SG
divisjoner	الانقسامات	divisjon	اِنقِسَام	N;INDF;MASC;SG	N;NOM;DEF;PL
realiteten	واقع	realitet	وَاقِع	N;DEF;MASC;SG	N;NOM;INDF;SG
realiteten	واقعا	realitet	وَاقِع	N;DEF;MASC;SG	N;ACC;INDF;SG
dommere	قضاة	dommere	قَاضِي	V;NFIN	N;NOM;INDF;PL
dommere	القضاة	dommere	قَاضِي	V;NFIN	N;NOM;DEF;PL
franco	فرانكو	franco	فرانكو	N	
foster	يتبنى	foster	تَبَنَّى	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
foster	الجنين	foster	جُنَين	N;INDF;NEUT;SG	N;NOM;DEF;SG
foster	جنين	foster	جِنِين	N;INDF;NEUT;SG	
legendariske	الاسطوري	legendarisk	أَسطَورِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
hevet	رفعت	hev	رَفَع	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
hevet	اثير	hev	أَثِير	N;DEF;NEUT;SG	
shah	شاه	shah	شاه	N	
muhammad	محمد	muhammad	محمد	N;INDF;MASC;SG	
monument	النصب	monument	نَصب	N;INDF;NEUT;SG	N;NOM;DEF;SG
avbrutt	الغيت	avbru	غَيت	N;INDF;MASC;SG	N;NOM;DEF;SG
variasjoner	الاختلافات	variasjon	اِختِلَاف	N;INDF;MASC;SG	N;NOM;DEF;PL
variasjoner	اختلافات	variasjon	اِختِلَاف	N;INDF;MASC;SG	N;NOM;INDF;PL
legend	الاسطورة	legend	أُسطُورَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
kambodsja	كمبوديا	kambodsje	كَمبُودِيَا	N;INDF;NEUT;SG	
malcolm	مالكولم	malcolm	مالكولم	N;INDF;MASC;SG	
malcolm	مالكوم	malcolm	مالكوم	N;INDF;MASC;SG	
brooklyn	بروكلين	brooklyn	بروكلين	N;INDF;MASC;SG	
fabrikker	المصانع	fabrikker	مَصنَع	N;INDF;FEM;PL	N;NOM;DEF;PL
mod	mo	mod	فُتّ	N;INDF;MASC;SG	
ruth	روث	ruth	روث	N;INDF;FEM;SG	
rund	الجولة	rund	جَولَة	ADJ;INDF;SG	N;NOM;DEF;SG
inntekt	ايرادات	inntekt	إِيرَاد	N;INDF;FEM;SG	N;NOM;INDF;PL
inntekt	الايرادات	inntekt	إِيرَاد	N;INDF;FEM;SG	N;NOM;DEF;PL
inntekt	ايرادات	inntekt	إِيرَاد	N;INDF;FEM;SG	N;NOM;INDF;PL
inntekt	الايرادات	inntekt	إِيرَاد	N;INDF;FEM;SG	N;NOM;DEF;PL
inntekt	دخل	inntekt	دَخَل	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
inntekt	الدخل	inntekt	دَخل	N;INDF;FEM;SG	N;NOM;DEF;SG
astronom	الفلكي	astronom	فَلَكِيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
terrenget	التضاريس	terreng	تَضرِيس	N;DEF;NEUT;SG	N;NOM;DEF;PL
atlantic	الاطلسي	atlantic	أَطلَسِيّ	N;INDF;MASC;SG	
atlantic	اتلانتيك	atlantic	إِتلَانِيك	N;INDF;MASC;SG	
gjeld	الديون	gjelde	دَين	V;IND;PRS;FIN	N;NOM;DEF;PL
gjeld	الدين	gjelde	دِين	V;IND;PRS;FIN	N;NOM;DEF;SG
gjeld	الديون	gjelde	دَين	V;IND;PRS;FIN	N;NOM;DEF;PL
sittet	قاعد	sittet	قَاعِد	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
sittet	جالس	sittet	جَالِس	N;INDF;MASC;SG	
sittet	جالسة	sittet	جَالِس	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
sittet	الجلوس	sittet	جَلُوس	N;INDF;MASC;SG	N;NOM;DEF;SG
sittet	جلس	sittet	جَلَس	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
sittet	جلست	sittet	جَلَس	N;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
opprinnelsen	اصول	opprinnels	أَصل	N;DEF;MASC;SG	
opprinnelsen	الاصول	opprinnels	أَصل	N;DEF;MASC;SG	N;NOM;DEF;PL
sheffield	شيفيلد	sheffialde	شِيفِيلد	N;INDF;MASC;SG	
tel	تل	telje	تَلّ	N;INDF;MASC;SG	
departement	القسم	departement	قِسم	N;INDF;NEUT;SG	N;NOM;DEF;SG
departement	الادارة	departement	إِدَارَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
departement	الوزارة	departement	وِزَارَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
rgb	rgb	rgb	أَثَه	N;INDF;NEUT;SG	
hong	هونج	hong	هُونج	N;INDF;NEUT;SG	
hong	هونغ	hong	هُونغ	N;INDF;NEUT;SG	
kjæreste	حبيبه	kjæreste	حبيبه	N;INDF;MASC;SG	PRO;NOM;MASC;SG;3
kjæreste	خليل	kjæreste	خليل	N;INDF;MASC;SG	
kjæreste	حبيب	kjæreste	حبيب	N;INDF;MASC;SG	
kjæreste	الخليل	kjæreste	الخليل	N;INDF;MASC;SG	
kjæreste	الصديق	kjæreste	صَدِيق	N;INDF;MASC;SG	N;NOM;DEF;SG
mikhail	ميخائيل	mikhail	مِيخَائِيل	N;INDF;MASC;SG	
avhandlingen	اطروحة	avhandling	أُطرُوحَة	N;DEF;MASC;SG	N;NOM;INDF;SG
forhånd	المتقدم	forhånd	مُتَقَدِّم	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
forhånd	مقدما	forhånd	مُقَدَّم	N;INDF;MASC;SG	ADJ;ACC;INDF;MASC;SG
forhånd	مقدم	forhånd	مُقَدَّم	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
miste	تخسر	miste	خَسِر	ADJ;INDF;SG;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
box	مربع	box	مُرَبَّع	N	ADJ;NOM;INDF;MASC;SG
box	بوكس	box	بوكس	N	
primære	الابتدائي	primær	اِبتِدَائِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
primære	الابتدائية	primær	اِبتِدَائِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
primære	ابتدائي	primær	اِبتِدَائِيّ	ADJ;PL	N;ACC;INDF;SG
chang	تشانغ	chang	تشَانغ	N;INDF;NEUT;SG	
angola	انغولا	angol	أَنغُولَا	N;INDF;NEUT;SG	
varmt	حار	varm	حَارّ	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
varmt	حارة	varm	حَارّ	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
varmt	دافئ	varm	دَافِئ	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
halsen	حنجرة	hals	حُنجُرَة	N;DEF;MASC;SG	
halsen	الحلق	hals	حَلق	N;DEF;MASC;SG	
biter	يعض	bite	عَضّ	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
biter	لدغات	bite	لَدغَات	N;INDF;MASC;SG	N;NOM;INDF;PL
biter	عضات	bite	عِضَة	N;INDF;MASC;SG	N;NOM;INDF;PL
biter	القطع	bite	قِطعَة	N;INDF;MASC;SG	N;NOM;DEF;SG
biter	قطع	bite	قَطَع	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
saturn	ساترن	saturn	ساترن	N;INDF;MASC;SG	
saturn	زحل	saturn	زَحل	N;INDF;MASC;SG	
southampton	ساوثهامبتون	southampton	ساوثهامبتون	N;INDF;NEUT;SG	
seine	السين	sein	سَين	ADJ;PL	N;NOM;DEF;SG
uenig	نختلف	uenig	نختلف	ADJ;INDF;NEUT;SG	V;IPFV;MASC;IND;PL;1;FIN;ACT
avla	اخذت	avle	أَخَذ	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
hinder	العقبة	hinder	عَقَبَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
blomstene	الزهور	blomst	زَهر	N;DEF;FEM;PL	N;NOM;DEF;SG
blomstene	زهور	blomst	زُهُور	N;DEF;FEM;PL	
blomstene	الازهار	blomst	اِزهَار	N;DEF;FEM;PL	N;NOM;DEF;SG
blomstene	ازهار	blomst	ازهار	N;DEF;FEM;PL	
paraguay	باراغواي	paraguay	باراغواي	N;INDF;MASC;SG	
protester	الاحتجاجات	protester	اِحتِجَاج	N;INDF;NEUT;SG	N;NOM;DEF;PL
protester	احتجاجات	protester	اِحتِجَاج	N;INDF;NEUT;SG	N;NOM;INDF;PL
protester	المظاهرات	protester	المظاهرات	N;INDF;NEUT;SG	N;NOM;DEF;PL
gress	العشب	gress	عَشَبَة	N;INDF;MASC;SG	N;NOM;DEF;SG
gress	عشب	gress	عَشِبَ	N;INDF;MASC;SG	
gress	الحشيش	gress	الحشيش	N;INDF;MASC;SG	N;NOM;DEF;SG
sahara	الصحراء	sahar	صَحرَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
barndom	الطفولة	barndom	طُفُولَة	N;INDF;MASC;SG	N;NOM;DEF;SG
nagano	ناغانو	nagano	ناغانو	N;INDF;MASC;SG	
ulv	الذئب	ulv	ذِئب	N;INDF;MASC;SG	N;NOM;DEF;SG
ulv	ذئب	ulv	ذَابّ	N;INDF;MASC;SG	
ulv	ولف	ulv	ولف	N;INDF;MASC;SG	
ulv	وولف	ulv	وولف	N;INDF;MASC;SG	
utmerkelse	جوائز	utmerkelse	جَائِزَة	N;INDF;MASC;SG	N;NOM;INDF;PL
utmerkelse	الجوائز	utmerkelse	جَائِزَة	N;INDF;MASC;SG	N;NOM;DEF;PL
utmerkelse	الجائزة	utmerkelse	جَائِزَة	N;INDF;MASC;SG	N;NOM;DEF;SG
medarbeidere	العاملون	medarbeidere	عَامِل	V;NFIN	N;NOM;DEF;PL
medarbeidere	موظفين	medarbeidere	مُوَظَّف	V;NFIN	N;NOM;INDF;PL
medarbeidere	الموظفون	medarbeidere	مُوَظَّف	V;NFIN	N;NOM;DEF;PL
medarbeidere	الموظفين	medarbeidere	مُوَظَّف	V;NFIN	N;NOM;DEF;PL
farget	ملون	farg	مِلوَن	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
farget	ملونة	farg	مُلَوَّن	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
ted	تيد	ted	تيد	N;INDF;MASC;SG	
ted	تد	ted	تَدّ	N;INDF;MASC;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
dick	دك	dick	دَك	N;INDF;MASC;SG	
dick	ديك	dick	دِيك	N;INDF;MASC;SG	
folkeavstemning	الاستفتاء	folkeavstemning	اِستِفتَاء	N;INDF;FEM;SG	N;NOM;DEF;SG
lidelse	المعاناة	lidelse	مُعَانَاة	N;INDF;MASC;SG	N;NOM;DEF;SG
territorier	اقاليم	territorie	أَقلَام	N;INDF;FEM;PL	
territorier	الاقاليم	territorie	أَقلَام	N;INDF;FEM;PL	
territorier	الاراضي	territorie	أَرض	N;INDF;FEM;PL	N;NOM;DEF;PL
westminster	ويستمنستر	westminster	ويستمنستر	N	
mislyktes	فشلت	mislyktes	فَشِل	N;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
sub	فرعي	sub	فَرعِيّ	N	ADJ;NOM;INDF;MASC;SG
